team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Luton_102,2023-24,2367541,1,2023-08-12 15:00:00,"American Express Stadium, Falmer",31872,Away,Luton,Brighton,L,168.0,12.0,21.0,1.0,,1.0,1.0,1.0,5.0,2.0,6.0,,7.0,6.0,43.0,48.0,27.0,1.0,1.0,,,,,38.0,12.0,9.0,,1.0,4,4.0,1,1,0,,9.0,3.0,3.0,5.0,,28.0,1.0,114.0,29.3,0.0,0,0,8.0,4.0,7.0,27.0,3.0,234.0,9.0,17.0,21.0,7.0,12.0,0.0
Luton_102,2023-24,2367552,2,2023-10-03 19:30:00,"Kenilworth Road, Luton",10918,Home,Luton,Burnley,L,254.0,26.0,35.0,,,,1.0,,9.0,5.0,8.0,,7.0,9.0,59.0,64.0,14.0,,,,,,,66.0,14.0,6.0,1.0,1.0,2,2.0,1,1,0,,8.0,6.0,3.0,2.0,,42.0,,180.0,48.6,0.0,0,0,2.0,10.0,15.0,14.0,3.0,370.0,18.0,14.0,36.0,7.0,8.0,0.0
Luton_102,2023-24,2367563,3,2023-08-25 20:00:00,"Stamford Bridge, London",39893,Away,Luton,Chelsea,L,240.0,14.0,6.0,,1.0,,,,2.0,5.0,7.0,,4.0,6.0,42.0,46.0,18.0,,,,,,,48.0,12.0,15.0,,,3,3.0,0,1,0,,5.0,3.0,1.0,5.0,,24.0,,100.0,32.8,0.0,0,0,5.0,5.0,6.0,18.0,,306.0,11.0,18.0,17.0,4.0,10.0,0.0
Luton_102,2023-24,2367575,4,2023-09-01 20:00:00,"Kenilworth Road, Luton",10802,Home,Luton,West Ham,L,266.0,19.0,21.0,,,3.0,2.0,1.0,12.0,5.0,8.0,,9.0,8.0,56.0,54.0,24.0,,,,,,,63.0,8.0,11.0,1.0,1.0,2,2.0,1,1,0,,7.0,6.0,1.0,2.0,,42.0,,164.0,38.8,0.0,0,0,1.0,10.0,12.0,24.0,,366.0,16.0,14.0,31.0,9.0,12.0,0.0
Luton_102,2023-24,2367581,5,2023-09-16 15:00:00,"Craven Cottage, London",24467,Away,Luton,Fulham,L,150.0,12.0,19.0,,,3.0,3.0,,5.0,1.0,4.0,,2.0,10.0,45.0,48.0,17.0,1.0,,,,,,42.0,14.0,6.0,,,1,1.0,0,0,0,1.0,11.0,3.0,2.0,6.0,,15.0,,118.0,22.4,0.0,0,0,1.0,4.0,7.0,17.0,1.0,222.0,7.0,20.0,17.0,2.0,13.0,0.0
Luton_102,2023-24,2367595,6,2023-09-23 15:00:00,"Kenilworth Road, Luton",10893,Home,Luton,Wolves,D,332.0,21.0,19.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,8.0,,10.0,10.0,55.0,63.0,5.0,,,,,,,74.0,12.0,16.0,,1.0,1,1.0,1,0,0,1.0,8.0,12.0,4.0,,,55.0,1.0,163.0,56.4,0.0,1,0,2.0,7.0,15.0,5.0,1.0,430.0,20.0,20.0,41.0,10.0,9.0,0.0
Luton_102,2023-24,2367600,7,2023-09-30 15:00:00,"Goodison Park, Liverpool",39289,Away,Luton,Everton,W,146.0,31.0,26.0,,1.0,2.0,1.0,2.0,12.0,3.0,10.0,,6.0,10.0,72.0,62.0,29.0,,,,,,,54.0,10.0,8.0,1.0,2.0,1,1.0,2,1,2,1.0,10.0,4.0,2.0,5.0,,19.0,,193.0,32.4,0.0,0,0,3.0,4.0,7.0,29.0,3.0,275.0,9.0,24.0,17.0,6.0,14.0,0.0
Luton_102,2023-24,2367614,8,2023-10-07 12:30:00,"Kenilworth Road, Luton",10929,Home,Luton,Spurs,L,170.0,15.0,9.0,,,2.0,2.0,,17.0,4.0,9.0,,5.0,9.0,60.0,48.0,24.0,,1.0,,,,,56.0,16.0,5.0,,,1,1.0,0,0,0,,12.0,6.0,2.0,2.0,,29.0,,148.0,33.1,0.0,1,0,3.0,6.0,11.0,24.0,4.0,252.0,12.0,26.0,30.0,5.0,15.0,0.0
Luton_102,2023-24,2367625,9,2023-10-21 15:00:00,"The City Ground, Nottingham",29361,Away,Luton,Nott'm Forest,D,251.0,33.0,23.0,,3.0,2.0,1.0,2.0,13.0,4.0,7.0,,2.0,9.0,65.0,50.0,25.0,,2.0,,,,,68.0,11.0,12.0,1.0,2.0,2,2.0,2,0,0,,7.0,5.0,4.0,2.0,,34.0,,173.0,42.8,0.0,0,0,6.0,5.0,6.0,25.0,,361.0,13.0,9.0,25.0,2.0,6.0,0.0
Luton_102,2023-24,2367630,10,2023-10-29 14:00:00,"Villa Park, Birmingham",41785,Away,Luton,Aston Villa,L,188.0,13.0,14.0,,2.0,1.0,1.0,,5.0,4.0,7.0,,4.0,6.0,40.0,47.0,8.0,,,,,,,28.0,10.0,11.0,,1.0,3,3.0,1,1,0,1.0,7.0,3.0,1.0,6.0,1.0,19.0,,94.0,29.5,0.0,0,0,4.0,2.0,5.0,8.0,6.0,243.0,7.0,17.0,15.0,4.0,8.0,0.0
