team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Watford_57,2015-16,803170,1,2015-08-08 15:00:00,"Goodison Park, Liverpool",39063,Away,Watford,Everton,D,200.0,20.0,29.0,,,,,,10.0,3.0,6.0,,2.0,9.0,53.0,72.0,42.0,1.0,,,,,,68.0,13.0,7.0,1.0,2.0,2,2.0,2,0,1,,37.0,7.0,5.0,2.0,,24.0,,142.0,33.4,0.0,0,0,3.0,3.0,8.0,53.0,1.0,286.0,11.0,25.0,,2.0,19.0,0.0
Watford_57,2015-16,803181,2,2015-08-15 15:00:00,"Vicarage Road, Watford",20011,Home,Watford,West Brom,D,418.0,26.0,18.0,,,,,,20.0,3.0,4.0,1.0,2.0,17.0,64.0,52.0,18.0,,,,,,,83.0,13.0,10.0,,,0,,0,0,0,,20.0,8.0,5.0,1.0,,34.0,,151.0,63.9,0.0,0,0,,8.0,15.0,20.0,,498.0,16.0,15.0,,2.0,9.0,0.0
Watford_57,2015-16,803188,3,2015-08-23 16:00:00,"Vicarage Road, Watford",20166,Home,Watford,Southampton,D,316.0,23.0,25.0,,1.0,1.0,2.0,,18.0,7.0,5.0,1.0,5.0,8.0,51.0,62.0,14.0,,,,,,,80.0,10.0,11.0,,,0,,0,0,0,,14.0,5.0,,,,36.0,,185.0,52.0,0.0,0,0,4.0,6.0,10.0,15.0,4.0,431.0,13.0,15.0,,5.0,12.0,0.0
Watford_57,2015-16,803199,4,2015-08-29 15:00:00,"Etihad Stadium, Manchester",53218,Away,Watford,Man City,L,393.0,9.0,3.0,,,,,,14.0,5.0,13.0,,3.0,11.0,48.0,50.0,16.0,,2.0,,,,,42.0,12.0,9.0,,,2,2.0,0,0,0,,19.0,2.0,,5.0,,19.0,,115.0,41.3,0.0,0,0,3.0,2.0,4.0,23.0,1.0,458.0,7.0,30.0,,3.0,21.0,0.0
Watford_57,2015-16,803210,5,2015-09-12 15:00:00,"Vicarage Road, Watford",20057,Home,Watford,Swansea,W,236.0,20.0,13.0,,3.0,2.0,1.0,1.0,17.0,4.0,6.0,1.0,1.0,4.0,44.0,47.0,20.0,,1.0,,,,,71.0,11.0,13.0,1.0,1.0,0,,1,0,0,,25.0,7.0,6.0,1.0,,21.0,,141.0,39.2,0.0,0,1,3.0,7.0,11.0,27.0,,330.0,17.0,17.0,,1.0,12.0,0.0
Watford_57,2015-16,803219,6,2015-09-19 15:00:00,"St. James' Park, Newcastle",47806,Away,Watford,Newcastle,W,275.0,11.0,11.0,,,2.0,1.0,1.0,19.0,3.0,15.0,,5.0,15.0,56.0,56.0,14.0,,1.0,,,,,74.0,12.0,7.0,2.0,2.0,1,1.0,2,0,2,,18.0,6.0,4.0,3.0,,32.0,,166.0,42.4,0.0,0,0,4.0,6.0,12.0,19.0,1.0,381.0,13.0,29.0,,5.0,24.0,0.0
Watford_57,2015-16,803226,7,2015-09-27 16:00:00,"Vicarage Road, Watford",20168,Home,Watford,Crystal Palace,L,290.0,10.0,21.0,,4.0,,,,12.0,4.0,10.0,,6.0,2.0,51.0,58.0,15.0,,,,,,,85.0,17.0,22.0,,,1,1.0,0,0,0,1.0,10.0,4.0,2.0,5.0,,41.0,,164.0,55.3,0.0,0,0,2.0,9.0,10.0,20.0,,386.0,15.0,14.0,,6.0,10.0,0.0
Watford_57,2015-16,803239,8,2015-10-03 15:00:00,"Vitality Stadium, Bournemouth",11187,Away,Watford,Bournemouth,D,309.0,26.0,20.0,,2.0,1.0,1.0,1.0,23.0,4.0,15.0,,3.0,5.0,64.0,57.0,11.0,,,,,,,71.0,13.0,8.0,,1.0,1,1.0,1,1,1,1.0,16.0,4.0,2.0,2.0,,18.0,,175.0,45.6,0.0,0,0,5.0,5.0,6.0,16.0,1.0,421.0,11.0,18.0,,3.0,15.0,0.0
Watford_57,2015-16,803242,9,2015-10-17 17:30:00,"Vicarage Road, Watford",20721,Home,Watford,Arsenal,L,226.0,12.0,10.0,,1.0,,,,19.0,1.0,18.0,,3.0,12.0,58.0,55.0,22.0,,,,,,,67.0,11.0,12.0,,,3,3.0,0,0,0,,17.0,1.0,1.0,6.0,,31.0,,139.0,33.3,0.0,0,0,3.0,6.0,7.0,25.0,1.0,306.0,8.0,25.0,,3.0,20.0,0.0
Watford_57,2015-16,803260,10,2015-10-24 15:00:00,"bet365 Stadium, Stoke",27587,Away,Watford,Stoke,W,188.0,13.0,13.0,,,1.0,1.0,,18.0,5.0,7.0,1.0,5.0,11.0,54.0,45.0,21.0,,,,,,,59.0,18.0,10.0,2.0,2.0,0,,2,0,1,2.0,20.0,7.0,3.0,3.0,,27.0,,141.0,33.8,0.0,0,0,,5.0,9.0,25.0,,269.0,13.0,20.0,13.0,5.0,18.0,0.0
Watford_57,2015-16,803271,11,2015-10-31 15:00:00,"Vicarage Road, Watford",20598,Home,Watford,West Ham,W,303.0,24.0,12.0,,1.0,1.0,1.0,1.0,18.0,9.0,6.0,1.0,7.0,9.0,58.0,49.0,19.0,,1.0,,,,,80.0,16.0,11.0,,2.0,0,,2,0,1,,8.0,8.0,5.0,,,28.0,,149.0,50.6,0.0,1,0,3.0,6.0,13.0,25.0,3.0,400.0,20.0,17.0,,7.0,13.0,0.0
Watford_57,2015-16,803280,12,2015-11-07 15:00:00,"King Power Stadium, Leicester",32029,Away,Watford,Leicester,L,410.0,11.0,13.0,1.0,,,,1.0,29.0,,10.0,,2.0,8.0,45.0,42.0,25.0,1.0,1.0,,,,,99.0,10.0,11.0,,1.0,2,2.0,1,0,0,1.0,16.0,1.0,4.0,2.0,,23.0,1.0,192.0,58.7,0.0,0,0,4.0,4.0,5.0,26.0,1.0,556.0,8.0,13.0,,2.0,7.0,0.0
Watford_57,2015-16,803287,13,2015-11-21 12:45:00,"Vicarage Road, Watford",20702,Home,Watford,Man Utd,L,246.0,13.0,12.0,1.0,,,,1.0,25.0,3.0,4.0,,4.0,14.0,41.0,60.0,24.0,,1.0,,,,,61.0,6.0,12.0,,1.0,2,2.0,1,1,0,,24.0,6.0,5.0,2.0,1.0,22.0,1.0,199.0,43.6,0.0,0,0,5.0,2.0,7.0,32.0,1.0,385.0,10.0,28.0,,4.0,16.0,0.0
