team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalDistance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Arsenal_3,2009-10,284004,1,2009-08-15 17:30:00,"Goodison Park, Liverpool",39309.0,Away,Arsenal,Everton,W,381.0,15.0,16.0,,2.0,,,,,5.0,5.0,,9.0,14.0,52.0,55.0,22.0,,,,,,,84.0,14.0,12.0,5.0,6.0,1,1.0,6,0,3,1.0,29.0,11.0,9.0,2.0,,27.0,,162.0,54.3,0.0,0,0,,4.0,14.0,45.0,,4.0,470.0,18.0,20.0,,9.0,12.0,0.0
Arsenal_3,2009-10,284010,2,2010-01-20 19:45:00,"Emirates Stadium, London",59084.0,Home,Arsenal,Bolton,W,422.0,22.0,18.0,,1.0,,,,,2.0,4.0,,9.0,15.0,69.0,59.0,13.0,,,,,,,93.0,22.0,15.0,2.0,4.0,2,2.0,4,2,1,,25.0,10.0,13.0,3.0,,24.0,,169.0,62.9,0.0,0,0,,6.0,15.0,40.0,,4.0,510.0,21.0,14.0,,9.0,9.0,0.0
Arsenal_3,2009-10,284020,3,2009-08-22 15:00:00,"Emirates Stadium, London",60049.0,Home,Arsenal,Portsmouth,W,531.0,10.0,9.0,,2.0,,,,,7.0,9.0,,8.0,15.0,49.0,55.0,11.0,1.0,,,,,,77.0,9.0,12.0,4.0,4.0,1,1.0,4,1,2,,28.0,16.0,12.0,2.0,,27.0,,120.0,59.5,0.0,0,0,,4.0,20.0,15.0,,5.0,596.0,23.0,18.0,,8.0,15.0,0.0
Arsenal_3,2009-10,284035,4,2009-08-29 17:15:00,"Old Trafford, Manchester",75095.0,Away,Arsenal,Man Utd,L,312.0,9.0,16.0,,,,,,,3.0,7.0,,4.0,19.0,62.0,66.0,14.0,,,,,,,74.0,16.0,22.0,1.0,1.0,2,2.0,1,0,1,1.0,34.0,5.0,3.0,3.0,1.0,20.0,,175.0,48.9,0.0,0,0,,6.0,8.0,25.0,,4.0,405.0,12.0,19.0,,5.0,14.0,0.0
Arsenal_3,2009-10,284044,5,2009-09-12 15:00:00,"Etihad Stadium, Manchester",47339.0,Away,Arsenal,Man City,L,374.0,6.0,14.0,,2.0,,,,,4.0,15.0,,12.0,14.0,53.0,64.0,6.0,,,,,,,65.0,12.0,13.0,2.0,2.0,4,4.0,2,1,0,1.0,17.0,8.0,7.0,2.0,,30.0,,154.0,60.9,0.0,0,0,,12.0,18.0,24.0,,2.0,454.0,23.0,28.0,,12.0,21.0,0.0
Arsenal_3,2009-10,284050,6,2009-09-19 15:00:00,"Emirates Stadium, London",59103.0,Home,Arsenal,Wigan,W,368.0,17.0,18.0,,2.0,,,,,7.0,7.0,1.0,6.0,26.0,62.0,80.0,5.0,,,,,,,71.0,8.0,20.0,4.0,4.0,0,,4,0,1,2.0,22.0,13.0,9.0,4.0,,25.0,,153.0,61.9,0.0,0,0,,10.0,21.0,15.0,,2.0,449.0,26.0,25.0,,6.0,22.0,0.0
Arsenal_3,2009-10,284062,7,2009-09-26 17:30:00,"Craven Cottage, London",25700.0,Away,Arsenal,Fulham,W,338.0,18.0,24.0,,1.0,,,,,2.0,11.0,1.0,6.0,17.0,67.0,69.0,33.0,,,,,,,70.0,13.0,14.0,1.0,1.0,0,,1,0,0,,32.0,5.0,4.0,3.0,,27.0,,180.0,50.9,0.0,0,0,,10.0,13.0,52.0,,2.0,437.0,16.0,20.0,,6.0,11.0,0.0
Arsenal_3,2009-10,284070,8,2009-10-04 13:30:00,"Emirates Stadium, London",59431.0,Home,Arsenal,Blackburn,W,430.0,27.0,22.0,,,,,,,3.0,4.0,,8.0,11.0,59.0,59.0,17.0,,,,,,,77.0,11.0,10.0,6.0,6.0,2,2.0,6,2,3,1.0,30.0,17.0,16.0,2.0,,24.0,,157.0,65.1,0.0,0,0,,5.0,21.0,36.0,,4.0,518.0,24.0,17.0,,8.0,10.0,0.0
Arsenal_3,2009-10,284080,9,2009-10-17 15:00:00,"Emirates Stadium, London",,Home,Arsenal,Birmingham,W,558.0,10.0,14.0,,2.0,,,,,6.0,3.0,,7.0,14.0,51.0,60.0,19.0,1.0,,,,,,75.0,9.0,16.0,3.0,3.0,1,1.0,3,1,2,1.0,28.0,11.0,10.0,,,26.0,,144.0,63.0,0.0,0,0,,8.0,17.0,27.0,,2.0,628.0,24.0,19.0,,7.0,11.0,0.0
Arsenal_3,2009-10,284098,10,2009-10-25 16:15:00,"Boleyn Ground, London",34442.0,Away,Arsenal,West Ham,D,323.0,23.0,9.0,0.0,,,,,,5.0,9.0,,8.0,10.0,66.0,69.0,17.0,1.0,,1.0822,1.1379,1.4179,1.4827,76.0,16.0,17.0,1.0,2.0,2,2.0,2,0,2,,27.0,9.0,6.0,6.0,0.0,32.0,,132.0,53.1,0.0,1,0,1.0,6.0,15.0,36.0,,2.0,412.0,17.0,27.0,21.0,8.0,16.0,0.0
