team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalDistance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Leicester_13,2014-15,755305,1,2014-08-16 15:00:00,"King Power Stadium, Leicester",31603,Home,Leicester,Everton,D,265.0,14.0,27.0,,,1.0,1.0,2.0,22.0,3.0,9.0,,3.0,16.0,54.0,55.0,37.0,,1.0,,,,,68.0,16.0,10.0,,2.0,2,2.0,2,2,1,,18.0,2.0,3.0,4.0,,23.0,,121.0,36.5,0.0,0,0,1.0,5.0,6.0,37.0,,,344.0,11.0,13.0,,3.0,7.0,0.0
Leicester_13,2014-15,755314,2,2014-08-23 15:00:00,"Stamford Bridge, London",41604,Away,Leicester,Chelsea,L,210.0,27.0,15.0,,,1.0,1.0,,8.0,2.0,22.0,,7.0,9.0,82.0,60.0,26.0,,,,,,,74.0,11.0,11.0,,,2,2.0,0,0,0,,15.0,6.0,4.0,8.0,,11.0,,150.0,36.7,0.0,0,0,8.0,,6.0,26.0,,2.0,295.0,6.0,28.0,,7.0,18.0,0.0
Leicester_13,2014-15,755326,3,2014-08-31 16:00:00,"King Power Stadium, Leicester",31535,Home,Leicester,Arsenal,D,230.0,26.0,10.0,,,1.0,1.0,,21.0,2.0,12.0,,5.0,13.0,68.0,54.0,32.0,,1.0,,,,,53.0,14.0,4.0,1.0,1.0,1,1.0,1,1,1,,14.0,5.0,3.0,13.0,,16.0,,129.0,31.7,0.0,0,0,5.0,4.0,9.0,32.0,,3.0,307.0,9.0,27.0,,5.0,22.0,0.0
Leicester_13,2014-15,755340,4,2014-09-13 15:00:00,"bet365 Stadium, Stoke",27500,Away,Leicester,Stoke,W,230.0,51.0,33.0,,2.0,1.0,,1.0,13.0,2.0,11.0,1.0,3.0,9.0,87.0,72.0,47.0,,,,,,,64.0,15.0,9.0,1.0,1.0,0,,1,0,0,,12.0,3.0,1.0,7.0,,13.0,,148.0,41.0,0.0,0,0,6.0,5.0,8.0,47.0,,,327.0,8.0,22.0,,3.0,16.0,0.0
Leicester_13,2014-15,755346,5,2014-09-21 13:30:00,"King Power Stadium, Leicester",31784,Home,Leicester,Man Utd,W,295.0,18.0,23.0,2.0,,1.0,,3.0,17.0,4.0,9.0,,2.0,7.0,55.0,53.0,33.0,,,,,,,70.0,11.0,8.0,3.0,5.0,3,3.0,5,2,1,,21.0,6.0,5.0,3.0,,17.0,2.0,150.0,42.6,0.0,1,0,2.0,6.0,12.0,33.0,,4.0,389.0,15.0,16.0,,2.0,11.0,0.0
Leicester_13,2014-15,755355,6,2014-09-27 15:00:00,"Selhurst Park, London",24311,Away,Leicester,Crystal Palace,L,353.0,28.0,23.0,,1.0,,,,16.0,4.0,9.0,,6.0,8.0,61.0,64.0,33.0,,,,,,,77.0,9.0,13.0,,,2,2.0,0,0,0,,17.0,1.0,1.0,4.0,,23.0,,150.0,60.4,0.0,0,0,4.0,2.0,3.0,33.0,,,457.0,7.0,20.0,,6.0,15.0,0.0
Leicester_13,2014-15,755366,7,2014-10-04 15:00:00,"King Power Stadium, Leicester",31448,Home,Leicester,Burnley,D,322.0,35.0,26.0,,2.0,,1.0,1.0,20.0,6.0,8.0,,9.0,6.0,76.0,65.0,41.0,,,,,,,65.0,16.0,9.0,1.0,2.0,2,2.0,2,1,2,,26.0,9.0,6.0,2.0,,14.0,,169.0,53.5,0.0,0,0,2.0,3.0,10.0,41.0,,1.0,426.0,15.0,14.0,,9.0,12.0,0.0
Leicester_13,2014-15,755378,8,2014-10-18 15:00:00,"St. James' Park, Newcastle",51886,Away,Leicester,Newcastle,L,274.0,28.0,18.0,,,2.0,2.0,,18.0,4.0,11.0,,7.0,11.0,71.0,54.0,37.0,,2.0,,,,,64.0,15.0,12.0,,,1,1.0,0,0,0,1.0,15.0,3.0,2.0,7.0,,12.0,,164.0,49.5,0.0,0,0,5.0,1.0,5.0,37.0,,1.0,374.0,7.0,19.0,,7.0,16.0,0.0
Leicester_13,2014-15,755389,9,2014-10-25 17:30:00,"Swansea.com Stadium, Swansea",20259,Away,Leicester,Swansea,L,460.0,15.0,17.0,,1.0,,1.0,,15.0,1.0,5.0,,2.0,8.0,43.0,50.0,19.0,,1.0,,,,,83.0,10.0,7.0,,,2,2.0,0,1,0,2.0,23.0,5.0,4.0,,,17.0,,143.0,50.5,0.0,0,0,1.0,4.0,6.0,19.0,,1.0,554.0,9.0,17.0,,2.0,15.0,0.0
Leicester_13,2014-15,755399,10,2014-11-01 15:00:00,"King Power Stadium, Leicester",31819,Home,Leicester,West Brom,L,331.0,19.0,30.0,,2.0,1.0,2.0,,31.0,2.0,5.0,,8.0,15.0,51.0,75.0,19.0,,,,,,,97.0,5.0,10.0,,,1,1.0,0,0,0,,20.0,5.0,5.0,3.0,1.0,37.0,,197.0,55.8,0.0,0,0,3.0,7.0,11.0,19.0,,4.0,449.0,14.0,22.0,,8.0,16.0,0.0
