team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalDistance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Bournemouth_91,2015-16,803162,1,2015-08-08 15:00:00,"Vitality Stadium, Bournemouth",11155,Home,Bournemouth,Aston Villa,L,464.0,17.0,17.0,,2.0,,1.0,,14.0,2.0,10.0,,6.0,15.0,64.0,45.0,13.0,,1.0,,,,,82.0,13.0,13.0,,,1,1.0,0,0,0,,16.0,4.0,2.0,2.0,,41.0,,150.0,58.4,0.0,0,0,2.0,7.0,9.0,16.0,,,548.0,11.0,14.0,,6.0,6.0,0.0
Bournemouth_91,2015-16,803173,2,2015-08-17 20:00:00,"Anfield, Liverpool",44102,Away,Bournemouth,Liverpool,L,293.0,23.0,17.0,,,,,,23.0,5.0,12.0,,8.0,14.0,72.0,62.0,20.0,,1.0,,,,,51.0,18.0,11.0,,,1,1.0,0,1,0,1.0,14.0,7.0,2.0,5.0,,32.0,,164.0,45.1,0.0,0,0,1.0,6.0,13.0,23.0,,,387.0,13.0,22.0,,8.0,19.0,0.0
Bournemouth_91,2015-16,803183,3,2015-08-22 15:00:00,"Boleyn Ground, London",34977,Away,Bournemouth,West Ham,W,332.0,21.0,27.0,1.0,,2.0,2.0,2.0,21.0,2.0,7.0,,4.0,9.0,59.0,64.0,29.0,,,,,,,78.0,11.0,8.0,2.0,4.0,3,3.0,4,0,2,,10.0,5.0,7.0,3.0,,26.0,1.0,178.0,54.2,0.0,1,0,1.0,6.0,11.0,37.0,,1.0,452.0,15.0,17.0,,4.0,15.0,0.0
Bournemouth_91,2015-16,803195,4,2015-08-29 15:00:00,"Vitality Stadium, Bournemouth",11155,Home,Bournemouth,Leicester,D,322.0,21.0,26.0,,1.0,,,,26.0,3.0,12.0,,4.0,21.0,72.0,66.0,24.0,,,,,,,61.0,9.0,18.0,,1.0,1,1.0,1,0,1,,21.0,2.0,2.0,,,23.0,,193.0,56.1,0.0,0,0,1.0,,2.0,30.0,,1.0,435.0,5.0,16.0,,4.0,15.0,0.0
Bournemouth_91,2015-16,803203,5,2015-09-12 15:00:00,"Carrow Road, Norwich",27018,Away,Bournemouth,Norwich,L,374.0,16.0,11.0,,2.0,,,,16.0,2.0,7.0,,4.0,11.0,54.0,38.0,13.0,2.0,,,,,,52.0,11.0,9.0,1.0,1.0,3,3.0,1,1,0,1.0,18.0,4.0,2.0,,,23.0,,164.0,52.3,0.0,0,0,1.0,3.0,7.0,15.0,,2.0,476.0,7.0,13.0,,4.0,10.0,0.0
Bournemouth_91,2015-16,803218,6,2015-09-19 15:00:00,"Vitality Stadium, Bournemouth",11271,Home,Bournemouth,Sunderland,W,362.0,21.0,18.0,,2.0,,,,21.0,6.0,14.0,1.0,7.0,13.0,73.0,72.0,13.0,,,,,,,57.0,14.0,14.0,1.0,2.0,0,,2,0,2,1.0,13.0,9.0,5.0,4.0,,22.0,,155.0,53.1,0.0,1,0,2.0,4.0,13.0,15.0,,2.0,463.0,15.0,23.0,,7.0,17.0,0.0
Bournemouth_91,2015-16,803224,7,2015-09-26 15:00:00,"bet365 Stadium, Stoke",27742,Away,Bournemouth,Stoke,L,394.0,15.0,14.0,,2.0,1.0,1.0,,15.0,4.0,8.0,,7.0,12.0,48.0,52.0,18.0,,,,,,,54.0,11.0,13.0,,1.0,2,2.0,1,1,0,,13.0,8.0,6.0,1.0,,31.0,,143.0,56.3,0.0,0,0,3.0,2.0,10.0,18.0,,4.0,488.0,12.0,16.0,,7.0,7.0,0.0
Bournemouth_91,2015-16,803239,8,2015-10-03 15:00:00,"Vitality Stadium, Bournemouth",11187,Home,Bournemouth,Watford,D,388.0,20.0,26.0,,1.0,1.0,1.0,1.0,23.0,2.0,11.0,,5.0,12.0,57.0,64.0,17.0,1.0,,,,,,62.0,8.0,13.0,1.0,1.0,1,1.0,1,1,1,,18.0,7.0,6.0,4.0,,28.0,1.0,175.0,54.4,0.0,0,0,1.0,4.0,10.0,22.0,,4.0,496.0,12.0,10.0,,5.0,8.0,0.0
Bournemouth_91,2015-16,803244,9,2015-10-17 15:00:00,"Etihad Stadium, Manchester",54502,Away,Bournemouth,Man City,L,355.0,19.0,14.0,,,,,,27.0,1.0,17.0,,7.0,8.0,54.0,50.0,9.0,1.0,2.0,,,,,45.0,5.0,11.0,1.0,1.0,5,5.0,1,4,1,,18.0,2.0,1.0,,,30.0,,149.0,45.6,0.0,0,0,6.0,3.0,5.0,14.0,,1.0,451.0,5.0,15.0,,7.0,8.0,0.0
Bournemouth_91,2015-16,803259,10,2015-10-25 14:05:00,"Vitality Stadium, Bournemouth",11332,Home,Bournemouth,Spurs,L,302.0,19.0,12.0,,2.0,,,,14.0,2.0,6.0,,4.0,19.0,57.0,63.0,15.0,2.0,,,,,,44.0,8.0,14.0,1.0,1.0,5,5.0,1,3,1,1.0,19.0,4.0,3.0,3.0,,25.0,,158.0,45.8,0.0,0,0,5.0,6.0,9.0,19.0,,3.0,401.0,11.0,29.0,,4.0,23.0,0.0
