team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
QPR_52,2011-12,360474,1,2011-08-13 15:00:00,"Kiyan Prince Foundation Stadium, London",15195,Home,QPR,Bolton,L,213.0,18.0,14.0,,,,1.0,,,8.0,9.0,,3.0,18.0,59.0,51.0,25.0,,,88.0,9.0,16.0,,,4,4.0,0,1,0,,13.0,5.0,2.0,7.0,1.0,22.0,,200.0,45.2,0.0,0,1,,7.0,12.0,45.0,2.0,332.0,17.0,16.0,,3.0,12.0,0.0
QPR_52,2011-12,360483,2,2011-08-20 15:00:00,"Goodison Park, Liverpool",35008,Away,QPR,Everton,W,312.0,29.0,12.0,,,,,,,2.0,2.0,1.0,1.0,14.0,59.0,53.0,18.0,,,93.0,7.0,12.0,1.0,1.0,0,,1,0,1,,12.0,3.0,1.0,2.0,,19.0,,190.0,48.2,0.0,0,0,4.0,1.0,4.0,38.0,1.0,436.0,4.0,25.0,6.0,1.0,19.0,0.0
QPR_52,2011-12,360498,3,2011-08-27 12:30:00,"DW Stadium, Wigan",17225,Away,QPR,Wigan,L,270.0,10.0,10.0,,3.0,,,,,5.0,11.0,,7.0,15.0,50.0,46.0,15.0,,1.0,64.0,8.0,14.0,,,2,2.0,0,1,0,2.0,12.0,4.0,4.0,5.0,,7.0,,147.0,44.8,0.0,0,0,,10.0,13.0,25.0,,349.0,19.0,17.0,,7.0,13.0,0.0
QPR_52,2011-12,360505,4,2011-09-12 20:00:00,"Kiyan Prince Foundation Stadium, London",16211,Home,QPR,Newcastle,D,339.0,17.0,14.0,,,4.0,5.0,,,3.0,4.0,1.0,6.0,10.0,51.0,67.0,24.0,,,89.0,10.0,14.0,,,0,,0,0,0,,13.0,5.0,4.0,2.0,,20.0,,172.0,58.1,0.0,0,0,,9.0,14.0,34.0,3.0,446.0,16.0,33.0,,6.0,20.0,0.0
QPR_52,2011-12,360518,5,2011-09-17 15:00:00,"Molineux Stadium, Wolverhampton",24189,Away,QPR,Wolves,W,236.0,21.0,15.0,,1.0,2.0,1.0,1.0,,3.0,3.0,1.0,8.0,6.0,47.0,48.0,23.0,,,68.0,13.0,15.0,2.0,3.0,0,,3,0,2,1.0,15.0,9.0,10.0,5.0,,13.0,,162.0,49.6,0.0,0,0,,7.0,14.0,46.0,5.0,322.0,20.0,14.0,,8.0,10.0,0.0
QPR_52,2011-12,360525,6,2011-09-25 16:00:00,"Kiyan Prince Foundation Stadium, London",16707,Home,QPR,Aston Villa,D,302.0,10.0,24.0,,2.0,,,,,9.0,6.0,,11.0,14.0,48.0,75.0,19.0,,,84.0,16.0,19.0,,1.0,1,1.0,1,0,0,1.0,11.0,6.0,2.0,5.0,,18.0,,176.0,59.2,0.0,0,1,,8.0,11.0,30.0,3.0,405.0,19.0,27.0,,11.0,21.0,0.0
QPR_52,2011-12,360533,7,2011-10-02 15:00:00,"Craven Cottage, London",23766,Away,QPR,Fulham,L,365.0,12.0,12.0,,,,,,,5.0,4.0,,4.0,11.0,37.0,35.0,13.0,,,78.0,7.0,10.0,,,6,6.0,0,3,0,,22.0,7.0,5.0,7.0,,18.0,,158.0,51.1,0.0,0,0,,7.0,13.0,25.0,3.0,446.0,17.0,11.0,,4.0,7.0,0.0
QPR_52,2011-12,360545,8,2011-10-15 15:00:00,"Kiyan Prince Foundation Stadium, London",16487,Home,QPR,Blackburn,D,225.0,20.0,16.0,,2.0,,,,,3.0,7.0,,5.0,18.0,60.0,70.0,25.0,,,93.0,11.0,15.0,,1.0,1,1.0,1,1,1,,13.0,3.0,3.0,4.0,,29.0,,184.0,49.5,0.0,0,0,,7.0,10.0,40.0,3.0,316.0,13.0,32.0,,5.0,22.0,0.0
QPR_52,2011-12,360557,9,2011-10-23 16:00:00,"Kiyan Prince Foundation Stadium, London",18050,Home,QPR,Chelsea,W,247.0,17.0,9.0,1.0,1.0,1.0,1.0,1.0,,3.0,7.0,1.0,,8.0,52.0,61.0,32.0,,,68.0,18.0,18.0,,1.0,0,,1,0,1,,12.0,2.0,2.0,5.0,,23.0,1.0,137.0,41.7,0.0,2,0,,5.0,7.0,36.0,6.0,328.0,10.0,27.0,,,22.0,0.0
QPR_52,2011-12,360566,10,2011-10-30 16:00:00,"White Hart Lane, London",36147,Away,QPR,Spurs,L,270.0,11.0,18.0,,,1.0,,1.0,,5.0,5.0,,8.0,15.0,53.0,53.0,18.0,,1.0,73.0,14.0,12.0,1.0,1.0,3,3.0,1,2,0,,25.0,6.0,3.0,5.0,,14.0,,162.0,44.2,0.0,0,0,,6.0,11.0,25.0,3.0,364.0,14.0,19.0,,8.0,13.0,0.0
