season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352316,1,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,1.0,,,11.0,7.0,17.0,1.0,,1.0,1.0,,1.0,,,2.0,3.0,1.0,,,0.313747,0.2803,0.0,,1.0,,,,1.0,,1.0,,77.0,,,,,,,,9.0,,7.4,,,2.0,,,,1.0,,,1.0,15.0,8.0,22.0,3,1.0,32.0,1.0,,,
2023-24,11352316,1,14,Liverpool,Away,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,,6.0,4.0,10.0,2.0,,5.0,,,,,,1.0,6.0,4.0,,,0.0528827,0.0,0.0,3.0,,,,,,,1.0,,66.0,,,,,,,,10.0,,6.7,,,,,2.0,2.0,1.0,,1.0,,10.0,4.0,13.0,0,3.0,30.0,2.0,,1.0,1.0
2023-24,11352316,1,14,Liverpool,Away,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,1.0,,1.0,20.0,13.0,32.0,,,8.0,1.0,,1.0,3.0,,,7.0,2.0,,,0.104592,0.0213,0.0,3.0,,,,,,1.0,3.0,,90.0,,,,,,,,12.0,,7.0,,,,,1.0,1.0,3.0,,1.0,1.0,27.0,15.0,39.0,1,1.0,59.0,2.0,1.0,,1.0
2023-24,11352316,1,14,Liverpool,Away,883537,244731,Luis Díaz,luis-diaz,M,False,,,1.0,14.0,4.0,18.0,1.0,,,,1.0,1.0,1.0,,1.0,4.0,3.0,,,0.0437268,0.8433,0.7977,,,1.0,,,,,1.0,,77.0,1.0,,,,,,,5.0,,7.3,,,2.0,,,3.0,,,1.0,2.0,16.0,4.0,20.0,4,1.0,31.0,1.0,,2.0,1.0
2023-24,11352316,1,14,Liverpool,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,4.0,24.0,22.0,46.0,,,10.0,,,,2.0,,,4.0,7.0,,,0.219152,0.0,0.0,2.0,,,,,,1.0,1.0,,90.0,,,,,,,,7.0,,7.4,,,,,,2.0,,,6.0,,29.0,23.0,52.0,0,3.0,64.0,1.0,2.0,2.0,2.0
2023-24,11352316,1,14,Liverpool,Away,927353,206915,Curtis Jones,curtis-jones,M,True,,,,13.0,3.0,16.0,,,4.0,,,,,,2.0,3.0,2.0,,,0.0103162,0.0,0.0,1.0,,,,,,1.0,,,24.0,,,,,,,,4.0,,6.7,,,,,,1.0,,,1.0,1.0,15.0,3.0,18.0,0,1.0,24.0,,,1.0,
2023-24,11352316,1,14,Liverpool,Away,955245,444884,Harvey Elliott,harvey-elliott,M,True,,,,7.0,1.0,8.0,,,2.0,,,,,,,,1.0,,,0.0133902,0.0,0.0,,,,,,,1.0,1.0,,13.0,,,,,,,,3.0,,7.0,,,,,2.0,1.0,,,1.0,,8.0,1.0,9.0,0,,15.0,1.0,,1.0,
2023-24,11352316,1,14,Liverpool,Away,1138428,491501,James McConnell,mcconnell-james,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352316,1,14,Liverpool,Away,1154861,496208,Ben Gannon-Doak,ben-doak,M,True,,,,3.0,1.0,4.0,,,1.0,,,,,,,,,,,0.00141489,0.0,0.0,,,,,,,,,,13.0,,,,,,,,2.0,,6.5,,,,,,,,,,,3.0,1.0,4.0,0,,6.0,2.0,,,
2023-24,11352367,2,14,Liverpool,Home,143040,158983,Wataru Endo,wataru-endo,M,True,,,1.0,11.0,4.0,15.0,1.0,,1.0,,,,2.0,,,5.0,1.0,,,0.0103225,,,2.0,,,,,,1.0,,,28.0,,,,,,,,3.0,,6.6,,,,,2.0,,,,1.0,,12.0,5.0,17.0,0,1.0,26.0,1.0,,,1.0
2023-24,11352367,2,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,1.0,22.0,6.0,28.0,3.0,,2.0,,2.0,,,,3.0,9.0,2.0,,,0.107569,1.2309,2.4103,,,1.0,,,,,2.0,,86.0,3.0,,,,,1.0,,12.0,,6.7,,,2.0,,,3.0,1.0,,1.0,,26.0,7.0,32.0,5,1.0,48.0,1.0,1.0,,1.0
2023-24,11352367,2,14,Liverpool,Home,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,,12.0,8.0,20.0,,2.0,3.0,,,2.0,2.0,,,3.0,6.0,,,0.037307,0.2415,,1.0,,,,,,,1.0,,62.0,,,,,,,,7.0,,7.1,,,1.0,,1.0,2.0,,,1.0,,16.0,9.0,25.0,3,1.0,37.0,2.0,1.0,2.0,1.0
2023-24,11352367,2,14,Liverpool,Home,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,,,4.0,28.0,38.0,66.0,,,6.0,,,2.0,,,1.0,3.0,5.0,,,0.0486718,0.1185,0.1655,,,,,,,1.0,1.0,,90.0,1.0,,,,,,1.0,9.0,,7.7,,,,,,5.0,,,5.0,,30.0,41.0,71.0,3,1.0,90.0,1.0,1.0,3.0,1.0
2023-24,11352367,2,14,Liverpool,Home,883537,244731,Luis Díaz,luis-diaz,M,False,,,1.0,22.0,10.0,32.0,1.0,1.0,6.0,,,2.0,2.0,,2.0,10.0,7.0,,,0.224878,0.4206,0.4853,4.0,,1.0,,,,,2.0,,86.0,1.0,,,,,,,12.0,,7.7,,,,,,4.0,,,1.0,,29.0,11.0,40.0,3,,54.0,1.0,3.0,3.0,
2023-24,11352367,2,14,Liverpool,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,3.0,22.0,18.0,40.0,,2.0,6.0,,,,1.0,,,3.0,8.0,,,0.0482965,,,1.0,,,,,,,,,58.0,,,,,,,,11.0,,6.3,,,,,2.0,3.0,,,4.0,,30.0,20.0,50.0,0,2.0,62.0,,2.0,2.0,1.0
2023-24,11352367,2,14,Liverpool,Home,955245,444884,Harvey Elliott,harvey-elliott,M,True,,,,4.0,3.0,7.0,,,1.0,,,,,,,1.0,,,,0.00224283,,,,,,,,,,,,14.0,,,,,,,,5.0,,6.4,,,,,,1.0,,,,,5.0,5.0,10.0,0,,12.0,1.0,,,
2023-24,11352367,2,14,Liverpool,Home,1142636,535928,Stefan Bajčetić,stefan-bajcetic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352367,2,14,Liverpool,Home,1154861,496208,Ben Gannon-Doak,ben-doak,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352515,3,14,Liverpool,Away,143040,158983,Wataru Endo,wataru-endo,M,False,,,,11.0,17.0,28.0,,,3.0,,,,2.0,,1.0,3.0,4.0,,,0.00428473,0.0,0.0,,,,,,,,,,58.0,,,,,,,,5.0,,6.5,,,,,1.0,,,,1.0,,14.0,18.0,32.0,0,2.0,39.0,,2.0,,1.0
2023-24,11352515,3,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,,12.0,10.0,22.0,,,4.0,1.0,,1.0,,,3.0,6.0,4.0,,,0.118644,0.1743,0.0331,1.0,1.0,,,,,1.0,2.0,,90.0,1.0,,,,,,,8.0,,7.5,,,,,,5.0,,,,1.0,13.0,10.0,23.0,2,1.0,42.0,2.0,,3.0,1.0
2023-24,11352515,3,14,Liverpool,Away,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,,4.0,,4.0,,1.0,1.0,,,,,,,4.0,6.0,,,0.00415215,0.0,0.0,1.0,,,,,,1.0,1.0,,58.0,,,,,,,,8.0,,6.7,,,,,1.0,4.0,1.0,,,,6.0,1.0,6.0,0,,25.0,2.0,4.0,1.0,
2023-24,11352515,3,14,Liverpool,Away,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,,,,14.0,18.0,32.0,,,5.0,,,1.0,5.0,,,11.0,9.0,,,0.0177029,0.073,0.0,3.0,,,,,,,1.0,,90.0,,,,,,,,15.0,,6.6,,,1.0,,1.0,6.0,4.0,,,,22.0,20.0,38.0,2,3.0,63.0,1.0,3.0,3.0,2.0
2023-24,11352515,3,14,Liverpool,Away,883537,244731,Luis Díaz,luis-diaz,M,False,,,,,2.0,2.0,2.0,,2.0,,,,1.0,,1.0,4.0,1.0,,,4.652e-05,0.0757,0.2032,,,,,,,,,,33.0,1.0,,,,,,,4.0,,6.6,,,,,,1.0,,,,,1.0,3.0,4.0,1,,9.0,1.0,,1.0,
