season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243415,2,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,False,,,1.0,3.0,21.0,24.0,3.0,6.0,2.0,,,,,,,3.0,8.0,,,,,,,,1.0,,,90.0,,,,,,11.0,,7.2,,,,,8.0,,,,8.0,,9.0,25.0,34.0,0,2.0,48.0,,,,1.0
2019-20,8243415,2,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,True,,,1.0,2.0,1.0,3.0,2.0,1.0,,,,,,,,2.0,2.0,,,,,,,,1.0,,,17.0,,,,,,4.0,,6.7,,,,,2.0,,,,1.0,,3.0,4.0,7.0,0,1.0,13.0,,1.0,,1.0
2019-20,8243420,3,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,1.0,27.0,9.0,36.0,3.0,5.0,3.0,1.0,,,,,,4.0,9.0,,,1.0,,,,,1.0,2.0,,90.0,,,,,,20.0,,7.0,,,,,1.0,1.0,3.0,,1.0,,41.0,11.0,49.0,0,1.0,82.0,2.0,2.0,1.0,1.0
2019-20,8243420,3,11,Everton,Away,96538,101188,Lucas Digne,lucas-digne,D,False,2.0,,3.0,40.0,10.0,48.0,1.0,2.0,1.0,,,1.0,,,,4.0,6.0,,,3.0,,,,,,4.0,,90.0,,,,,,20.0,,7.3,,,1.0,,,,8.0,,3.0,,51.0,15.0,58.0,2,3.0,84.0,1.0,1.0,,2.0
2019-20,8243420,3,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,1.0,16.0,29.0,45.0,3.0,6.0,6.0,,,,,,1.0,5.0,7.0,,,1.0,,,,,,1.0,,90.0,,,,,,12.0,,6.4,,,,,1.0,,,,3.0,,20.0,36.0,56.0,0,1.0,66.0,,,,
2019-20,8243420,3,11,Everton,Away,123388,102747,Djibril Sidibé,djibril-sidibe,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243420,3,11,Everton,Away,360396,164511,Yerry Mina,yerry-mina,D,False,,,6.0,29.0,33.0,62.0,2.0,2.0,7.0,,,1.0,,,,2.0,2.0,,1.0,,,,,,2.0,,,90.0,,2.0,,,,12.0,,6.7,,,1.0,,1.0,,2.0,,10.0,,37.0,37.0,72.0,2,,82.0,,,,
2019-20,8243420,3,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243436,4,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,,31.0,20.0,51.0,1.0,1.0,6.0,,,1.0,,,,1.0,5.0,1.0,,,,,,,,1.0,,90.0,,,,,,12.0,,6.4,,,,,2.0,2.0,3.0,,,,36.0,20.0,53.0,1,1.0,76.0,2.0,1.0,2.0,1.0
2019-20,8243436,4,11,Everton,Home,96538,101188,Lucas Digne,lucas-digne,D,False,3.0,,1.0,29.0,15.0,41.0,4.0,2.0,6.0,,,1.0,2.0,,,8.0,6.0,,,2.0,1.0,,,,1.0,2.0,,90.0,,,,,,16.0,,7.0,,,,,8.0,,5.0,,1.0,,41.0,17.0,53.0,1,2.0,83.0,,2.0,,1.0
2019-20,8243436,4,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,6.0,10.0,27.0,37.0,2.0,7.0,4.0,,,,,,,3.0,8.0,,,1.0,,,,,2.0,,,90.0,,2.0,,,,8.0,,7.1,,,1.0,,9.0,,,,10.0,,15.0,30.0,45.0,1,,62.0,,1.0,,
2019-20,8243436,4,11,Everton,Home,123388,102747,Djibril Sidibé,djibril-sidibe,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243436,4,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,False,,,6.0,10.0,25.0,35.0,4.0,6.0,5.0,,,1.0,1.0,,,5.0,8.0,,,,,,,,,,,90.0,2.0,,,,,12.0,,6.8,,,,,8.0,,,,11.0,,19.0,28.0,47.0,3,2.0,62.0,,,,1.0
2019-20,8243436,4,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243443,5,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,False,1.0,,,19.0,19.0,37.0,2.0,4.0,6.0,,,,,,2.0,6.0,8.0,,,2.0,,,,,2.0,,,90.0,,1.0,,,,24.0,,6.6,,,,,1.0,3.0,2.0,,3.0,,31.0,23.0,52.0,0,1.0,79.0,3.0,,3.0,1.0
2019-20,8243443,5,11,Everton,Away,96538,101188,Lucas Digne,lucas-digne,D,False,2.0,,,23.0,11.0,32.0,2.0,2.0,8.0,,,1.0,,,2.0,5.0,4.0,,,1.0,,,,,4.0,3.0,,90.0,,,,,,29.0,,6.8,,,,,,2.0,12.0,,2.0,,45.0,14.0,47.0,1,,91.0,,,2.0,
2019-20,8243443,5,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,,12.0,30.0,42.0,5.0,4.0,9.0,,,,,,,5.0,6.0,,,,,,,,2.0,,,90.0,,,,,,15.0,,6.0,,,,,2.0,,,,8.0,,19.0,38.0,57.0,0,2.0,67.0,,,,1.0
2019-20,8243443,5,11,Everton,Away,123388,102747,Djibril Sidibé,djibril-sidibe,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243443,5,11,Everton,Away,360396,164511,Yerry Mina,yerry-mina,D,False,,,8.0,11.0,40.0,51.0,2.0,6.0,5.0,,,,,,,3.0,7.0,,,1.0,,,,,3.0,,,90.0,,,,,,6.0,,6.7,,,,,4.0,,,,9.0,,16.0,40.0,56.0,0,,66.0,1.0,1.0,,
2019-20,8243443,5,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243451,6,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,1.0,,2.0,29.0,10.0,38.0,,,2.0,,,,,,,3.0,8.0,,,,,,,,,,,71.0,,,,,,18.0,,6.9,,,,,1.0,9.0,5.0,,3.0,,40.0,10.0,45.0,0,,90.0,3.0,2.0,6.0,
2019-20,8243451,6,11,Everton,Home,96538,101188,Lucas Digne,lucas-digne,D,False,1.0,,1.0,29.0,27.0,55.0,1.0,6.0,8.0,,,1.0,1.0,,,4.0,8.0,,,2.0,,,,,2.0,1.0,,90.0,1.0,,,,,34.0,,6.8,,,,,2.0,1.0,14.0,,6.0,,56.0,30.0,72.0,2,1.0,107.0,1.0,,1.0,1.0
2019-20,8243451,6,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,7.0,18.0,38.0,56.0,4.0,2.0,9.0,,,,,,,4.0,2.0,,,1.0,,,,,1.0,,,90.0,,,,,,9.0,,6.4,,,,,3.0,,,,13.0,,25.0,40.0,65.0,0,,69.0,,,,
2019-20,8243451,6,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,False,,,8.0,13.0,43.0,56.0,5.0,4.0,11.0,,,,,,,5.0,9.0,,,,,,,,,,,90.0,,,1.0,,,12.0,,6.6,,,,,3.0,1.0,,,11.0,,17.0,49.0,66.0,0,2.0,81.0,1.0,2.0,1.0,
2019-20,8243451,6,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243466,7,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,2.0,15.0,13.0,28.0,,,7.0,1.0,,,1.0,,,3.0,12.0,,,,1.0,,,,1.0,1.0,,90.0,1.0,,,,,12.0,,7.4,,,,,,10.0,2.0,,4.0,,20.0,15.0,33.0,1,3.0,66.0,2.0,1.0,8.0,2.0
2019-20,8243466,7,11,Everton,Home,96538,101188,Lucas Digne,lucas-digne,D,False,1.0,,1.0,12.0,15.0,26.0,,,5.0,1.0,,,3.0,,,4.0,2.0,,,1.0,,,,,1.0,2.0,,90.0,,,,,,11.0,,6.4,,,1.0,,2.0,,4.0,,5.0,,16.0,20.0,32.0,1,2.0,48.0,,,,2.0
2019-20,8243466,7,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,5.0,13.0,26.0,39.0,,,2.0,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,90.0,,1.0,,,,9.0,,6.3,,,,,,,,,10.0,,19.0,29.0,48.0,0,1.0,53.0,,,,1.0
2019-20,8243466,7,11,Everton,Home,123388,102747,Djibril Sidibé,djibril-sidibe,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243466,7,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,False,,,2.0,9.0,28.0,37.0,1.0,3.0,3.0,,1.0,,,,,3.0,5.0,,,2.0,,,,,1.0,,,90.0,3.0,3.0,,,,5.0,,7.1,,,,,3.0,,,,4.0,,11.0,29.0,40.0,3,2.0,56.0,1.0,,,2.0
2019-20,8243466,7,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243467,8,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,1.0,15.0,12.0,27.0,2.0,,4.0,,,,,,1.0,7.0,2.0,,,2.0,,,,,,1.0,,56.0,,,,,,14.0,,5.3,,,,,,3.0,1.0,,3.0,,22.0,15.0,36.0,0,1.0,51.0,1.0,,1.0,1.0
2019-20,8243467,8,11,Everton,Away,96538,101188,Lucas Digne,lucas-digne,D,False,1.0,,2.0,18.0,19.0,36.0,1.0,3.0,5.0,1.0,,,,,,1.0,3.0,,,,,,,,1.0,2.0,,90.0,,,,,,26.0,,7.3,,,,,1.0,,11.0,,3.0,1.0,38.0,21.0,48.0,0,,70.0,,,,
2019-20,8243467,8,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,3.0,13.0,43.0,56.0,6.0,12.0,6.0,,1.0,,,,,7.0,14.0,,,2.0,,,,,2.0,,,90.0,,,,,,13.0,,6.8,,,2.0,,3.0,,,,6.0,,18.0,51.0,69.0,2,2.0,79.0,,,,1.0
2019-20,8243467,8,11,Everton,Away,123388,102747,Djibril Sidibé,djibril-sidibe,D,True,,,1.0,9.0,8.0,17.0,1.0,,1.0,,,,1.0,,,3.0,1.0,,,1.0,,,,,,,,31.0,,,,,,4.0,,6.3,,,,,,,1.0,,1.0,,12.0,8.0,19.0,0,1.0,28.0,,,,1.0
2019-20,8243467,8,11,Everton,Away,360396,164511,Yerry Mina,yerry-mina,D,False,,,5.0,17.0,38.0,55.0,4.0,4.0,9.0,,,,,,,4.0,4.0,,,,,,,,2.0,,,90.0,,1.0,,,,17.0,,6.9,,,1.0,,4.0,,,,14.0,,24.0,47.0,71.0,1,,81.0,1.0,,,
2019-20,8243467,8,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243479,9,11,Everton,Home,9766,12745,Leighton Baines,leighton-baines,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243479,9,11,Everton,Home,96538,101188,Lucas Digne,lucas-digne,D,False,2.0,,1.0,12.0,17.0,27.0,3.0,4.0,5.0,,,,,,,4.0,11.0,,,1.0,,,,,1.0,4.0,,90.0,,,,,,24.0,,8.0,,,1.0,,,,9.0,,5.0,1.0,32.0,17.0,40.0,1,4.0,75.0,,3.0,,3.0
2019-20,8243479,9,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,3.0,10.0,21.0,31.0,3.0,8.0,7.0,,,,1.0,,,5.0,10.0,,,1.0,,,,,2.0,,,90.0,1.0,,,,,11.0,,7.3,,,,,4.0,,,,5.0,,17.0,25.0,42.0,1,2.0,52.0,,1.0,,2.0
2019-20,8243479,9,11,Everton,Home,123388,102747,Djibril Sidibé,djibril-sidibe,D,False,2.0,,4.0,20.0,16.0,34.0,,,7.0,1.0,,,2.0,,,3.0,4.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,15.0,,7.4,,,,,1.0,,5.0,,5.0,,31.0,18.0,44.0,0,4.0,63.0,,,,3.0
2019-20,8243479,9,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,False,,,5.0,5.0,20.0,25.0,9.0,5.0,4.0,,,,1.0,,,11.0,8.0,,,1.0,,,,,3.0,,,89.0,2.0,,,,,9.0,,7.2,,,,,2.0,,,,10.0,1.0,10.0,23.0,33.0,2,2.0,46.0,,1.0,,2.0
2019-20,8243479,9,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2019-20,8243487,10,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243487,10,11,Everton,Away,96538,101188,Lucas Digne,lucas-digne,D,False,2.0,,2.0,30.0,16.0,44.0,1.0,1.0,11.0,,,,2.0,,,4.0,6.0,,,1.0,,,,,1.0,3.0,,90.0,,1.0,1.0,,,13.0,,7.0,,,,,5.0,,8.0,,3.0,,39.0,17.0,48.0,0,4.0,84.0,2.0,1.0,,2.0
2019-20,8243487,10,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,1.0,5.0,32.0,37.0,,1.0,3.0,,,,1.0,,,2.0,2.0,,,1.0,,,,,4.0,,,90.0,,,,1.0,,8.0,,5.7,,,,,2.0,,,,6.0,,9.0,35.0,44.0,0,,55.0,,1.0,,
2019-20,8243487,10,11,Everton,Away,123388,102747,Djibril Sidibé,djibril-sidibe,D,False,,,2.0,20.0,19.0,39.0,,3.0,8.0,,,,1.0,,,2.0,8.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,25.0,,6.8,,,,,2.0,,1.0,,6.0,,30.0,26.0,55.0,0,5.0,86.0,,,,1.0
2019-20,8243487,10,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,False,,,3.0,4.0,38.0,42.0,1.0,1.0,5.0,1.0,,,,,,4.0,4.0,,,3.0,1.0,,,,,1.0,,90.0,,,,,,3.0,,7.0,,,,,3.0,,,,4.0,,5.0,40.0,45.0,0,2.0,52.0,,1.0,,1.0
2019-20,8243501,11,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243501,11,11,Everton,Home,96538,101188,Lucas Digne,lucas-digne,D,False,6.0,,,26.0,8.0,28.0,1.0,2.0,2.0,1.0,,,,,2.0,4.0,8.0,,,1.0,1.0,,,,,3.0,,90.0,,,,,,28.0,,8.0,,,,,5.0,1.0,16.0,,1.0,,44.0,13.0,41.0,0,4.0,84.0,1.0,1.0,1.0,3.0
2019-20,8243501,11,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243501,11,11,Everton,Home,123388,102747,Djibril Sidibé,djibril-sidibe,D,False,,,4.0,19.0,9.0,28.0,2.0,,3.0,,,,1.0,,1.0,4.0,6.0,,,,,,,,1.0,,,90.0,,,,,,18.0,,7.0,,,,,,2.0,3.0,,6.0,,31.0,11.0,39.0,0,3.0,65.0,2.0,1.0,2.0,1.0
2019-20,8243501,11,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,False,,,8.0,8.0,26.0,34.0,1.0,4.0,6.0,,,,,,,2.0,6.0,,,1.0,,,,,,,,90.0,,,,,,6.0,,7.0,,,,,,,,,10.0,,11.0,29.0,40.0,0,2.0,43.0,,,,1.0
2019-20,8243501,11,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,False,,,5.0,10.0,24.0,34.0,1.0,3.0,7.0,,,,1.0,,,2.0,5.0,,,,,,,,1.0,,,90.0,,1.0,,,,12.0,,7.0,,,,,1.0,1.0,,,8.0,,16.0,29.0,45.0,0,1.0,53.0,,,1.0,
2019-20,8243520,12,11,Everton,Away,9766,12745,Leighton Baines,leighton-baines,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243520,12,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243520,12,11,Everton,Away,96538,101188,Lucas Digne,lucas-digne,D,False,4.0,,2.0,24.0,11.0,31.0,2.0,9.0,1.0,1.0,,,,,2.0,4.0,11.0,,,,,,,,3.0,4.0,,90.0,,,,,,30.0,,7.9,,,1.0,,3.0,,14.0,,3.0,,42.0,15.0,43.0,1,1.0,91.0,,1.0,,
2019-20,8243520,12,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,True,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,3.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,2.0,,,,
2019-20,8243520,12,11,Everton,Away,123388,102747,Djibril Sidibé,djibril-sidibe,D,False,1.0,,1.0,9.0,15.0,23.0,1.0,1.0,7.0,1.0,,1.0,2.0,,,7.0,11.0,,,3.0,1.0,,,,1.0,1.0,,90.0,,,,,,8.0,,7.4,,,,,1.0,1.0,1.0,,2.0,,12.0,15.0,26.0,1,7.0,55.0,2.0,3.0,,5.0
2019-20,8243520,12,11,Everton,Away,360396,164511,Yerry Mina,yerry-mina,D,False,,,3.0,7.0,18.0,25.0,2.0,3.0,5.0,,,2.0,,,,2.0,5.0,,,,,,,,,,,90.0,,,,,,8.0,,7.0,,,2.0,,6.0,,,,7.0,,11.0,22.0,33.0,4,2.0,47.0,,,,1.0
2019-20,8243520,12,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,False,,,11.0,16.0,22.0,38.0,2.0,3.0,11.0,1.0,1.0,,,,1.0,3.0,6.0,,,1.0,1.0,,,,,1.0,,90.0,,,,,,10.0,,7.4,,,2.0,,4.0,,,,13.0,,21.0,26.0,47.0,2,3.0,57.0,,,,3.0
2019-20,8243517,13,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,True,,,,10.0,4.0,14.0,,,1.0,,,,,,,,1.0,,,,,,,,,2.0,,24.0,,,,,,5.0,,6.7,,,,,1.0,,2.0,,1.0,,13.0,5.0,16.0,0,1.0,25.0,1.0,,,1.0
2019-20,8243517,13,11,Everton,Home,96538,101188,Lucas Digne,lucas-digne,D,False,3.0,,3.0,19.0,20.0,36.0,2.0,5.0,6.0,,,,1.0,,,5.0,8.0,,,1.0,,,,,,4.0,,90.0,1.0,1.0,,,,28.0,,7.5,,,,,2.0,1.0,9.0,,9.0,,31.0,28.0,50.0,1,3.0,89.0,1.0,,,2.0
2019-20,8243517,13,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243517,13,11,Everton,Home,123388,102747,Djibril Sidibé,djibril-sidibe,D,False,2.0,,2.0,16.0,8.0,22.0,2.0,1.0,3.0,,,,1.0,,,6.0,5.0,,,4.0,,,,,,,,66.0,,,,,,11.0,,6.7,,,,,1.0,,3.0,,5.0,,23.0,10.0,30.0,0,4.0,54.0,1.0,,,3.0
2019-20,8243517,13,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,False,,,3.0,19.0,20.0,39.0,3.0,2.0,4.0,,,,,,,5.0,4.0,,,3.0,,,,,,1.0,,90.0,,,,,,11.0,,6.6,,,1.0,,4.0,,1.0,,9.0,,24.0,25.0,48.0,1,2.0,62.0,,,,1.0
2019-20,8243517,13,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,False,1.0,,7.0,11.0,24.0,34.0,7.0,1.0,5.0,,,,,,,7.0,4.0,,,,,,,,,,,90.0,,2.0,,,,14.0,,6.7,,,1.0,,2.0,,1.0,,18.0,,21.0,28.0,48.0,1,2.0,58.0,,1.0,,2.0
2019-20,8243527,14,11,Everton,Away,9766,12745,Leighton Baines,leighton-baines,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243527,14,11,Everton,Away,96538,101188,Lucas Digne,lucas-digne,D,False,3.0,,2.0,13.0,6.0,16.0,,2.0,8.0,,,,2.0,,1.0,4.0,9.0,,,1.0,,,,,4.0,4.0,,90.0,,,,,,29.0,,7.4,,,,,4.0,2.0,8.0,,7.0,1.0,29.0,9.0,30.0,0,4.0,72.0,2.0,1.0,2.0,2.0
2019-20,8243527,14,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,1.0,7.0,8.0,15.0,5.0,3.0,1.0,,,,,,1.0,6.0,8.0,,,,,,,,1.0,,,90.0,1.0,1.0,,,,7.0,,7.1,,,,,2.0,,,,3.0,,10.0,10.0,20.0,1,4.0,35.0,,1.0,,2.0
2019-20,8243527,14,11,Everton,Away,123388,102747,Djibril Sidibé,djibril-sidibe,D,False,2.0,,,11.0,11.0,20.0,2.0,1.0,8.0,1.0,,,1.0,,1.0,7.0,5.0,,,3.0,1.0,,,,3.0,1.0,,90.0,,,,,,7.0,,7.4,,,1.0,,2.0,,6.0,,,1.0,16.0,12.0,22.0,1,4.0,50.0,,,,2.0
2019-20,8243527,14,11,Everton,Away,360396,164511,Yerry Mina,yerry-mina,D,False,,,3.0,5.0,14.0,19.0,1.0,2.0,4.0,,,,,,,1.0,3.0,,,,,,,,3.0,1.0,,90.0,,1.0,,,,9.0,,6.9,,,,,8.0,,,,10.0,,10.0,18.0,28.0,0,1.0,42.0,,,,
