season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243391,1,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,,20.0,23.0,43.0,1.0,1.0,9.0,,1.0,,,,1.0,4.0,3.0,,,1.0,,,,,4.0,,,90.0,1.0,2.0,,,,28.0,,7.2,,,,,,3.0,6.0,,4.0,,33.0,29.0,56.0,1,,106.0,2.0,1.0,1.0,
2019-20,8243391,1,11,Everton,Away,96538,101188,Lucas Digne,lucas-digne,D,False,1.0,,,19.0,7.0,25.0,1.0,1.0,4.0,,,1.0,,,1.0,5.0,2.0,,,1.0,,,,,,1.0,,90.0,,,,,,31.0,,6.5,,,,,1.0,2.0,6.0,,4.0,,36.0,11.0,41.0,1,,72.0,3.0,1.0,,
2019-20,8243391,1,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,12.0,17.0,51.0,68.0,9.0,4.0,3.0,,,,,,,10.0,7.0,,,1.0,,,,,4.0,,,90.0,,1.0,,,,11.0,,7.7,,,,,4.0,,,,15.0,,24.0,55.0,79.0,0,2.0,95.0,,1.0,,1.0
2019-20,8243391,1,11,Everton,Away,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,True,,,1.0,15.0,9.0,24.0,1.0,1.0,4.0,,,,,,2.0,3.0,3.0,,,,,,,,,,,45.0,,,,,,10.0,,6.6,,,,,1.0,,,,3.0,,19.0,12.0,31.0,0,1.0,38.0,1.0,1.0,,1.0
2019-20,8243391,1,11,Everton,Away,360396,164511,Yerry Mina,yerry-mina,D,False,,,7.0,14.0,52.0,66.0,1.0,3.0,5.0,,,,,,,2.0,5.0,,,1.0,,,,,3.0,,,90.0,,,,,,5.0,,7.7,,,,,5.0,,,,10.0,,16.0,55.0,71.0,0,2.0,82.0,,,,2.0
2019-20,8243391,1,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243415,2,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,5.0,8.0,10.0,18.0,,1.0,6.0,,,,,,2.0,4.0,5.0,,,1.0,,,,,,,,90.0,,,,,,25.0,,6.6,,,1.0,,4.0,5.0,1.0,,8.0,,18.0,14.0,31.0,1,,69.0,2.0,,4.0,
2019-20,8243415,2,11,Everton,Home,96538,101188,Lucas Digne,lucas-digne,D,False,2.0,,2.0,12.0,7.0,17.0,,2.0,4.0,,,1.0,1.0,,1.0,4.0,6.0,,,2.0,1.0,,,,,2.0,,73.0,1.0,,,,,15.0,,7.7,,,1.0,,6.0,1.0,6.0,,3.0,,18.0,10.0,22.0,3,3.0,53.0,1.0,,1.0,3.0
2019-20,8243415,2,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,1.0,8.0,19.0,27.0,7.0,6.0,6.0,,,,,,1.0,9.0,7.0,,,1.0,,,,,,,,90.0,,2.0,,,,10.0,,7.2,,,,,9.0,,,,3.0,,11.0,23.0,34.0,0,1.0,50.0,1.0,,,1.0
2019-20,8243415,2,11,Everton,Home,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,False,,,1.0,14.0,12.0,26.0,1.0,2.0,4.0,,,,1.0,,2.0,7.0,8.0,,,2.0,,,,,1.0,,,90.0,,,,,,17.0,,6.6,,,,,3.0,3.0,,,6.0,,21.0,18.0,39.0,0,3.0,56.0,1.0,1.0,2.0,2.0
