season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436902,2,11,Everton,Away,998253,512462,Jake O'Brien,jake-obrien,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436902,2,11,Everton,Away,1415001,496178,Roman Dixon,roman-dixon,D,False,,,1.0,3.0,6.0,9.0,3.0,,,6.0,,,,,,,,6.0,5.0,,,0.00258685,,,,0.0,,,,,1.0,,,90.0,,,,,,,13.0,,,6.2,,,,,,2.0,3.0,,,3.0,,7.0,9.0,16.0,,,0,5.0,38.0,2.0,,,5.0
2024-25,12436912,3,11,Everton,Home,10589,18892,Ashley Young,ashley-young,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436912,3,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,2.0,11.0,11.0,22.0,1.0,1.0,,4.0,,1.0,,1.0,,,,2.0,4.0,,,0.005142,0.5696,0.2459,,0.0,,,,,,,,90.0,1.0,1.0,,,,,13.0,,,6.5,,,,,,1.0,2.0,1.0,,4.0,,19.0,13.0,31.0,,,1,1.0,53.0,1.0,,2.0,
2024-25,12436912,3,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,3.0,6.0,17.0,23.0,3.0,3.0,,2.0,,,,1.0,,,1.0,5.0,3.0,,,0.00283997,0.2336,0.5497,,0.0,1.0,,,,1.0,,,90.0,1.0,,,,,,10.0,,,7.1,,,2.0,,,5.0,,,,6.0,,11.0,21.0,32.0,,,3,,43.0,,,,
2024-25,12436912,3,11,Everton,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,5.0,8.0,17.0,25.0,1.0,,,6.0,,1.0,,,,,,2.0,5.0,,,0.00874805,0.1282,,,0.0,,,,1.0,1.0,1.0,,90.0,,1.0,,,,,12.0,,,6.8,,,1.0,,,3.0,1.0,,,10.0,,15.0,20.0,35.0,,,1,5.0,51.0,1.0,,,3.0
2024-25,12436912,3,11,Everton,Home,876643,224967,Vitaliy Mykolenko,vitaliy-mykolenko,D,False,1.0,,1.0,7.0,8.0,14.0,,4.0,,1.0,,,,,,,1.0,2.0,6.0,,,0.037341,,,1.0,0.0,,,,,1.0,1.0,,90.0,,1.0,,,,,11.0,,,6.7,,,,,,7.0,,2.0,,2.0,,11.0,9.0,18.0,,,0,,43.0,,3.0,,
2024-25,12436912,3,11,Everton,Home,998253,512462,Jake O'Brien,jake-obrien,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436912,3,11,Everton,Home,1415001,496178,Roman Dixon,roman-dixon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436933,4,11,Everton,Away,10589,18892,Ashley Young,ashley-young,D,False,,,4.0,9.0,10.0,19.0,,,,4.0,,,,,,,,1.0,4.0,,,0.00940647,,,1.0,0.0,,,,,,,,90.0,,,,,,,5.0,,,6.8,,,,,,5.0,,,,7.0,,12.0,11.0,23.0,,,0,3.0,40.0,,1.0,,2.0
2024-25,12436933,4,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,2.0,5.0,16.0,21.0,1.0,3.0,,4.0,,,1.0,1.0,,,,3.0,5.0,,,0.00187161,0.022,,1.0,0.0,,,,,,,,90.0,,1.0,,,,,8.0,,,6.6,,,,,,8.0,,,,8.0,,12.0,17.0,29.0,,,1,2.0,42.0,,,,2.0
2024-25,12436933,4,11,Everton,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,2.0,3.0,13.0,16.0,1.0,1.0,,4.0,,,,1.0,,,,2.0,6.0,,,0.0240309,,,,0.0,,,,,1.0,,,90.0,,1.0,,,,,4.0,,,6.8,,,,,,3.0,,,,3.0,,5.0,15.0,20.0,,,0,5.0,30.0,,,,3.0
2024-25,12436933,4,11,Everton,Away,876643,224967,Vitaliy Mykolenko,vitaliy-mykolenko,D,False,,,,,,,1.0,,,,,,,1.0,,,,2.0,1.0,,,0.00023545,,,,0.0,,,,,,,,26.0,,,,,,,3.0,,,6.5,,,,,,1.0,,,,,,,2.0,2.0,,,0,1.0,6.0,,,,
2024-25,12436933,4,11,Everton,Away,998253,512462,Jake O'Brien,jake-obrien,D,True,,,,3.0,5.0,8.0,,,,1.0,,,,,,,,3.0,3.0,,,0.00184145,,,1.0,0.0,,,,,,,,26.0,,,,,,,5.0,,,6.3,,,,,,,3.0,,,2.0,,5.0,6.0,11.0,,,0,2.0,21.0,,,1.0,2.0
2024-25,12436933,4,11,Everton,Away,1415001,496178,Roman Dixon,roman-dixon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436967,5,11,Everton,Away,10589,18892,Ashley Young,ashley-young,D,False,1.0,,3.0,20.0,18.0,37.0,3.0,,,8.0,,,,,,,,3.0,4.0,,,0.15665,,,,1.0,,,,,1.0,2.0,,90.0,,,,,,,13.0,,,7.4,,,,,,2.0,1.0,4.0,,7.0,,30.0,20.0,46.0,,,0,2.0,68.0,,1.0,1.0,2.0
2024-25,12436967,5,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,3.0,2.0,13.0,15.0,1.0,1.0,,2.0,,,,,,,,2.0,2.0,,,0.00044823,,,1.0,0.0,,,,,,,,90.0,,1.0,,,,,4.0,,,6.7,,,,,,8.0,,,,5.0,,3.0,15.0,18.0,,,0,1.0,30.0,,,,
2024-25,12436967,5,11,Everton,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,2.0,5.0,15.0,20.0,3.0,4.0,,2.0,,,,,,,,4.0,5.0,,,0.00131786,,,1.0,0.0,,,,,,,,90.0,,,,,,,9.0,,,6.8,,,,,,9.0,,,,5.0,,11.0,17.0,28.0,,,0,,41.0,1.0,1.0,,
2024-25,12436967,5,11,Everton,Away,998253,512462,Jake O'Brien,jake-obrien,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436967,5,11,Everton,Away,1415001,496178,Roman Dixon,roman-dixon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436992,6,11,Everton,Home,10589,18892,Ashley Young,ashley-young,D,False,,,3.0,16.0,15.0,31.0,,1.0,,3.0,,,,,,,,3.0,3.0,,,0.0177215,,,2.0,1.0,,,,,2.0,1.0,,90.0,,1.0,,,,,26.0,,,6.8,,,,,,1.0,2.0,1.0,,12.0,,36.0,16.0,51.0,,,0,,77.0,,1.0,1.0,
2024-25,12436992,6,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436992,6,11,Everton,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,1.0,7.0,21.0,28.0,3.0,9.0,,3.0,,,1.0,1.0,,,,6.0,12.0,,,0.0081305,0.2612,,2.0,0.0,,,,,2.0,,,90.0,,3.0,,,,,8.0,,,7.6,,,,,,9.0,,,,2.0,,13.0,23.0,36.0,,,1,2.0,56.0,,1.0,,
2024-25,12436992,6,11,Everton,Home,876643,224967,Vitaliy Mykolenko,vitaliy-mykolenko,D,False,1.0,,2.0,16.0,7.0,22.0,4.0,3.0,,1.0,,,,1.0,,,,7.0,4.0,,,0.10982,0.0154,,2.0,0.0,,,,,,1.0,,90.0,,,,,,,9.0,,,6.8,,,1.0,,,4.0,,3.0,,4.0,,22.0,8.0,27.0,,,1,1.0,40.0,,,,
2024-25,12436992,6,11,Everton,Home,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,False,,,,8.0,19.0,27.0,3.0,3.0,,5.0,,,,,,,,3.0,7.0,,,0.00390921,,,,0.0,,,,,3.0,,,90.0,,,,,,,5.0,,,7.2,,,,,,5.0,1.0,,,2.0,,11.0,21.0,32.0,,,0,2.0,46.0,,1.0,1.0,2.0
2024-25,12436992,6,11,Everton,Home,998253,512462,Jake O'Brien,jake-obrien,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437018,7,11,Everton,Home,10589,18892,Ashley Young,ashley-young,D,False,,,2.0,8.0,11.0,19.0,,1.0,,,,,,2.0,,,,2.0,3.0,,,0.0024007,,,,0.0,,,,,1.0,1.0,,90.0,,,,,,,10.0,,,7.0,,,,,,3.0,,1.0,,7.0,,14.0,13.0,26.0,,,0,2.0,45.0,,,,1.0
2024-25,12437018,7,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,6.0,7.0,22.0,29.0,,2.0,,1.0,,,,,,,,2.0,2.0,,,0.00313292,,,2.0,0.0,,,,,3.0,,,90.0,,,,,,,3.0,,,7.3,,,,,,8.0,,,,7.0,,8.0,24.0,32.0,,,0,,45.0,,,,
2024-25,12437018,7,11,Everton,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,4.0,13.0,18.0,31.0,,2.0,,2.0,,,,,,,,1.0,8.0,,,0.00849079,,,1.0,0.0,,,,,,,,90.0,,2.0,1.0,,,,9.0,,,7.6,,,,,,10.0,1.0,,,10.0,,20.0,20.0,40.0,,,0,4.0,60.0,,1.0,1.0,3.0
2024-25,12437018,7,11,Everton,Home,998253,512462,Jake O'Brien,jake-obrien,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437018,7,11,Everton,Home,1415001,496178,Roman Dixon,roman-dixon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437030,8,11,Everton,Away,10589,18892,Ashley Young,ashley-young,D,False,,,5.0,25.0,13.0,38.0,1.0,1.0,,6.0,,,,1.0,,,,4.0,7.0,,,0.102653,0.0555,0.1327,1.0,0.0,,,,,1.0,2.0,,90.0,1.0,,,,,,15.0,,,7.7,,,,,,2.0,2.0,,,11.0,,30.0,18.0,48.0,,,1,4.0,71.0,,1.0,1.0,2.0
2024-25,12437030,8,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437030,8,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,5.0,1.0,37.0,38.0,2.0,,,2.0,,,,,,,,3.0,1.0,,,0.00040655,0.0318,0.31,1.0,0.0,1.0,,,,1.0,,,90.0,1.0,1.0,,,,,4.0,,,7.8,,,,,,7.0,,,,6.0,,3.0,39.0,42.0,,,1,1.0,56.0,,,,1.0
2024-25,12437030,8,11,Everton,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,3.0,3.0,25.0,28.0,,4.0,,,,,,1.0,,,,2.0,8.0,,,0.00418981,,,1.0,0.0,,,,,,,,90.0,,,,,,,6.0,,,7.2,,,,,,7.0,1.0,,,7.0,,8.0,26.0,34.0,,,0,2.0,47.0,,1.0,1.0,1.0
2024-25,12437030,8,11,Everton,Away,876643,224967,Vitaliy Mykolenko,vitaliy-mykolenko,D,False,1.0,,3.0,14.0,25.0,38.0,1.0,1.0,,5.0,,,,,,,,1.0,4.0,,,0.00680191,,,,0.0,,,,,1.0,,,90.0,,1.0,,,,,6.0,,,7.6,,,,,,3.0,,1.0,,3.0,,17.0,27.0,43.0,,,0,3.0,58.0,1.0,,,3.0
2024-25,12437030,8,11,Everton,Away,998253,512462,Jake O'Brien,jake-obrien,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437030,8,11,Everton,Away,1020141,243571,Nathan Patterson,nathan-patterson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437030,8,11,Everton,Away,1415001,496178,Roman Dixon,roman-dixon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437047,9,11,Everton,Home,10589,18892,Ashley Young,ashley-young,D,False,,,2.0,14.0,24.0,38.0,1.0,1.0,,3.0,1.0,,,1.0,,,,2.0,4.0,,,0.49589,,,1.0,1.0,,,,,,1.0,,90.0,,,,,,,9.0,,,7.2,,,,,,4.0,,,,7.0,,22.0,25.0,47.0,,,0,3.0,61.0,,,,2.0
2024-25,12437047,9,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437047,9,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,,8.0,17.0,25.0,3.0,1.0,,3.0,,,,1.0,,,,4.0,4.0,,,0.00431565,0.0374,,,0.0,,,,,,1.0,,90.0,,1.0,,,,,9.0,,,6.8,,,1.0,,,5.0,,1.0,,5.0,,13.0,21.0,33.0,,,1,3.0,50.0,,,,2.0
2024-25,12437047,9,11,Everton,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,3.0,11.0,31.0,42.0,,1.0,,2.0,,,,1.0,,,1.0,4.0,3.0,,,0.145484,,,2.0,0.0,,,,,,2.0,,90.0,,1.0,,,,,8.0,,,7.0,,,,,,8.0,,,,6.0,,15.0,34.0,49.0,,,0,2.0,62.0,,,,1.0
2024-25,12437047,9,11,Everton,Home,876643,224967,Vitaliy Mykolenko,vitaliy-mykolenko,D,False,2.0,,,13.0,13.0,24.0,1.0,1.0,,7.0,,,,,,,,2.0,4.0,,1.0,0.128557,,,1.0,0.0,,,,,1.0,2.0,,90.0,,,,,,,13.0,,,6.7,,,,,,3.0,1.0,4.0,,4.0,,18.0,17.0,31.0,,,0,1.0,57.0,,1.0,1.0,1.0
2024-25,12437047,9,11,Everton,Home,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,True,,,,,2.0,2.0,,,,,,,,,,,,,,,,2.749e-05,,,,0.0,,,,,,,,11.0,,,,,,,2.0,,,6.5,,,,,,2.0,,,,2.0,,1.0,3.0,4.0,,,0,,6.0,,,,
2024-25,12437047,9,11,Everton,Home,998253,512462,Jake O'Brien,jake-obrien,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437047,9,11,Everton,Home,1020141,243571,Nathan Patterson,nathan-patterson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437058,10,11,Everton,Away,10589,18892,Ashley Young,ashley-young,D,False,,,1.0,15.0,7.0,22.0,,,,7.0,,,,2.0,,,,4.0,1.0,,,0.0422494,,,1.0,0.0,,,,,2.0,3.0,,90.0,,,,,,,10.0,,,6.7,,,,,,,1.0,,,5.0,,21.0,7.0,28.0,,,0,1.0,43.0,,,,
2024-25,12437058,10,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437058,10,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,2.0,11.0,19.0,30.0,2.0,1.0,,1.0,,1.0,,,,,1.0,5.0,2.0,,,0.00328109,0.1019,0.6256,3.0,0.0,,,,1.0,,,,90.0,1.0,1.0,,,,,5.0,,,6.5,,,,,,3.0,,,,5.0,,14.0,20.0,34.0,,,1,1.0,42.0,,,,1.0
2024-25,12437058,10,11,Everton,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,3.0,9.0,20.0,29.0,,2.0,,3.0,1.0,,,2.0,,,1.0,5.0,6.0,,,0.451228,0.0207,,2.0,0.0,,,,,,1.0,,90.0,,1.0,,,,,7.0,,,7.2,,,1.0,,,5.0,,,,4.0,,12.0,22.0,34.0,,,1,2.0,50.0,,3.0,,2.0
2024-25,12437058,10,11,Everton,Away,876643,224967,Vitaliy Mykolenko,vitaliy-mykolenko,D,False,1.0,,1.0,13.0,10.0,22.0,2.0,,,4.0,,,1.0,,,,,2.0,4.0,,,0.0259095,0.0323,,,0.0,,,,,1.0,,,90.0,,,,,,,12.0,,,6.8,,,,,,3.0,,5.0,,7.0,,23.0,11.0,29.0,,,1,3.0,47.0,,1.0,,2.0
2024-25,12437058,10,11,Everton,Away,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,True,,,1.0,2.0,3.0,5.0,,,,,,,,,,,,,,,,0.00046399,,,,0.0,,,,,,,,10.0,,,,,,,1.0,,,6.6,,,,,,,,,,1.0,,3.0,3.0,6.0,,,0,,6.0,,,,
2024-25,12437058,10,11,Everton,Away,998253,512462,Jake O'Brien,jake-obrien,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437058,10,11,Everton,Away,1020141,243571,Nathan Patterson,nathan-patterson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436486,11,11,Everton,Away,10589,18892,Ashley Young,ashley-young,D,False,3.0,,3.0,17.0,15.0,29.0,,1.0,,2.0,,,2.0,1.0,,,,2.0,7.0,,,0.0566706,0.0714,,1.0,0.0,,,,,1.0,2.0,,90.0,,,,,,,24.0,,,7.4,,,,,,3.0,,8.0,,10.0,,37.0,17.0,46.0,,,2,3.0,81.0,1.0,3.0,,1.0
2024-25,12436486,11,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436486,11,11,Everton,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,5.0,15.0,29.0,44.0,2.0,5.0,,6.0,,,,,,,,3.0,8.0,,1.0,0.00792519,0.0581,0.0448,1.0,0.0,,,,,2.0,,,90.0,1.0,2.0,,,,,9.0,,,7.9,,,,,,5.0,1.0,,,9.0,,22.0,31.0,53.0,,,1,2.0,67.0,,,1.0,1.0
2024-25,12436486,11,11,Everton,Away,876643,224967,Vitaliy Mykolenko,vitaliy-mykolenko,D,False,,,,19.0,15.0,34.0,,3.0,,4.0,,,1.0,1.0,,,,3.0,4.0,,,0.0128771,0.0336,,2.0,0.0,,,,,,1.0,,90.0,,,,,,,21.0,,,7.0,,,1.0,,,2.0,,4.0,,5.0,,31.0,19.0,46.0,,,2,1.0,74.0,1.0,,,
2024-25,12436486,11,11,Everton,Away,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,False,,,2.0,8.0,24.0,32.0,4.0,2.0,,2.0,,,,,,,,5.0,5.0,,,0.0151227,,,,0.0,,,,,1.0,,1.0,90.0,,1.0,,,,,11.0,,,7.0,,,,,,3.0,1.0,,,5.0,,12.0,30.0,42.0,,,0,3.0,53.0,,,,
2024-25,12436486,11,11,Everton,Away,998253,512462,Jake O'Brien,jake-obrien,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436486,11,11,Everton,Away,1020141,243571,Nathan Patterson,nathan-patterson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436488,12,11,Everton,Home,10589,18892,Ashley Young,ashley-young,D,False,3.0,,2.0,38.0,11.0,46.0,1.0,,,,1.0,,,,,,,2.0,1.0,,,0.231408,,,1.0,0.0,,,,,1.0,3.0,,90.0,,,,,,,13.0,,,7.7,,,,,,3.0,,11.0,,6.0,,50.0,12.0,51.0,,,0,1.0,72.0,,,,1.0
2024-25,12436488,12,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436488,12,11,Everton,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,3.0,29.0,21.0,50.0,1.0,5.0,,3.0,,,,,,,,2.0,6.0,,,0.107199,,,1.0,0.0,,,,,,3.0,,90.0,,3.0,,,,,5.0,,,8.2,,,,,,8.0,1.0,,,4.0,,34.0,21.0,55.0,,,0,,68.0,,,1.0,
2024-25,12436488,12,11,Everton,Home,876643,224967,Vitaliy Mykolenko,vitaliy-mykolenko,D,False,1.0,,2.0,26.0,8.0,33.0,1.0,4.0,,1.0,,,2.0,1.0,,,1.0,3.0,8.0,,,0.0470706,0.1726,,,0.0,,,,,1.0,2.0,,90.0,,,,,,,15.0,,,7.8,,,1.0,,,3.0,1.0,7.0,,4.0,,37.0,10.0,40.0,,,3,2.0,72.0,,1.0,1.0,2.0
