season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576149,1,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,1.0,,3.0,19.0,7.0,25.0,,2.0,4.0,,,,,,,1.0,8.0,,,1.0,,,,,,2.0,2.0,,90.0,,,,,,,,20.0,,7.4,,,,,2.0,,2.0,,11.0,,29.0,12.0,39.0,0,5.0,72.0,1.0,1.0,,2.0
2021-22,9576149,1,11,Everton,Home,96538,101188,Lucas Digne,lucas-digne,D,False,1.0,,2.0,11.0,14.0,24.0,2.0,3.0,6.0,,,1.0,,,1.0,5.0,5.0,,,3.0,,,,,,,2.0,,90.0,,,,,,,,18.0,,6.8,,,1.0,,2.0,2.0,8.0,,3.0,,23.0,16.0,31.0,2,,62.0,1.0,1.0,2.0,
2021-22,9576149,1,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,6.0,12.0,25.0,37.0,,3.0,3.0,,,1.0,,,1.0,1.0,5.0,1.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,14.0,,6.5,,,,,5.0,,1.0,,8.0,,20.0,29.0,48.0,1,2.0,64.0,1.0,,,
2021-22,9576149,1,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,1.0,,6.5,,,,,1.0,,,,,,,1.0,1.0,0,,2.0,,,,
2021-22,9576149,1,11,Everton,Home,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576149,1,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,False,,,4.0,7.0,20.0,27.0,5.0,4.0,3.0,,,,,,,5.0,5.0,,,,,,,,,1.0,,,90.0,,1.0,,,,,,16.0,,6.8,,,,,6.0,,,,13.0,,16.0,27.0,43.0,0,1.0,52.0,,,,1.0
2021-22,9576149,1,11,Everton,Home,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576170,2,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,,5.0,6.0,11.0,1.0,1.0,3.0,,,,3.0,,,6.0,3.0,,,1.0,,,,,,5.0,1.0,,90.0,,,,,,,,11.0,,6.2,,,1.0,,2.0,1.0,,,2.0,,8.0,8.0,16.0,1,2.0,41.0,2.0,,,1.0
2021-22,9576170,2,11,Everton,Away,96538,101188,Lucas Digne,lucas-digne,D,False,4.0,,,10.0,8.0,14.0,,2.0,9.0,,,,,,,3.0,7.0,,,4.0,,,,,,2.0,3.0,,90.0,,,,,,,,19.0,,7.1,,,,,3.0,,9.0,,3.0,,20.0,14.0,25.0,0,3.0,55.0,1.0,2.0,,3.0
2021-22,9576170,2,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,4.0,5.0,3.0,8.0,,3.0,3.0,,,,1.0,,,1.0,3.0,,,,,,,,,3.0,,,90.0,1.0,2.0,,,,,,10.0,,6.8,,,,,3.0,,,,12.0,,11.0,7.0,18.0,1,,28.0,,,,
2021-22,9576170,2,11,Everton,Away,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576170,2,11,Everton,Away,360396,164511,Yerry Mina,yerry-mina,D,False,,,1.0,3.0,16.0,19.0,1.0,2.0,6.0,,,,,,,1.0,3.0,,,,,,,,,3.0,,,90.0,,3.0,,,,,,8.0,,7.0,,,,,4.0,,,,5.0,,7.0,19.0,26.0,0,,40.0,1.0,1.0,,
2021-22,9576170,2,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
