season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089876,1,11,Everton,Home,9766,12745,Leighton Baines,leighton-baines,D,False,1.0,,2.0,20.0,14.0,33.0,1.0,,1.0,,,,3.0,,,4.0,5.0,,,,,,,,,1.0,,90.0,,,,,,,,,9.0,,6.8,,,,,1.0,,1.0,,6.0,,26.0,15.0,40.0,0,4.0,58.0,,1.0,,1.0
2016-17,7089876,1,11,Everton,Home,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,3.0,3.0,16.0,19.0,,6.0,6.0,,,,,,,,9.0,,,,,,,,,,,90.0,1.0,2.0,,,,,,,9.0,,7.6,,,,,14.0,,,,10.0,,7.0,20.0,27.0,1,2.0,50.0,,2.0,,1.0
2016-17,7089876,1,11,Everton,Home,109064,77762,Bryan Oviedo,bryan-oviedo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089876,1,11,Everton,Home,198030,108824,Brendan Galloway,brendan-galloway,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089876,1,11,Everton,Home,252313,121221,Ramiro Funes Mori,ramiro-funes-mori,D,False,,,4.0,14.0,17.0,31.0,,1.0,6.0,,,,,,1.0,3.0,6.0,,,1.0,,,,,5.0,,,90.0,,,,,,,,,11.0,,6.9,,,1.0,,7.0,2.0,,,10.0,,20.0,20.0,40.0,1,,62.0,,4.0,1.0,
2016-17,7089876,1,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,False,,,2.0,3.0,19.0,22.0,,3.0,4.0,,,,,,,,7.0,,,,,,,,2.0,,,90.0,,,,,,,,,9.0,,7.1,,,,,7.0,,,,8.0,,11.0,20.0,31.0,0,3.0,46.0,,1.0,,3.0
2016-17,7090016,2,11,Everton,Away,9766,12745,Leighton Baines,leighton-baines,D,False,2.0,,1.0,29.0,17.0,44.0,,,8.0,,,,1.0,,,2.0,5.0,,,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,,13.0,,7.4,,,2.0,,1.0,1.0,6.0,,5.0,,39.0,18.0,51.0,2,3.0,75.0,1.0,1.0,1.0,2.0
2016-17,7090016,2,11,Everton,Away,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,5.0,13.0,41.0,54.0,,,4.0,,,,,,,1.0,3.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,,10.0,,6.7,,,,,2.0,1.0,,,13.0,,21.0,43.0,64.0,0,,72.0,,2.0,1.0,
2016-17,7090016,2,11,Everton,Away,20204,19159,Ashley Williams,ashley-williams,D,True,,,,,1.0,1.0,2.0,,,,,,1.0,,,3.0,1.0,,,,,,,,,,,9.0,,,,,,,,,2.0,,6.3,,,,,1.0,,,,2.0,,1.0,2.0,3.0,0,1.0,6.0,,,,1.0
2016-17,7090016,2,11,Everton,Away,109064,77762,Bryan Oviedo,bryan-oviedo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090016,2,11,Everton,Away,252313,121221,Ramiro Funes Mori,ramiro-funes-mori,D,False,,,11.0,21.0,35.0,56.0,,6.0,2.0,1.0,,,3.0,,,3.0,8.0,,,,,,,,3.0,1.0,,90.0,1.0,1.0,,,,,,,10.0,,7.5,,,,,7.0,,,,17.0,,28.0,37.0,65.0,1,1.0,83.0,,1.0,,1.0
2016-17,7090016,2,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,False,,,2.0,25.0,33.0,58.0,2.0,,9.0,1.0,,1.0,,,,4.0,6.0,,,2.0,1.0,,,,2.0,1.0,,90.0,,,,,,,,,12.0,,7.3,,,1.0,,,3.0,,,7.0,,31.0,37.0,68.0,2,2.0,89.0,,2.0,2.0,2.0
2016-17,7090029,3,11,Everton,Home,9766,12745,Leighton Baines,leighton-baines,D,False,1.0,,1.0,12.0,19.0,30.0,3.0,1.0,5.0,,1.0,,1.0,,1.0,8.0,4.0,,,2.0,,,,1.0,3.0,1.0,,90.0,2.0,,,,,1.0,,,6.0,,7.0,,,,,3.0,2.0,2.0,,2.0,,15.0,19.0,32.0,2,1.0,54.0,,1.0,1.0,1.0
2016-17,7090029,3,11,Everton,Home,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,8.0,22.0,29.0,51.0,2.0,4.0,9.0,,,,1.0,,,3.0,8.0,,,,,,,,2.0,1.0,,90.0,,1.0,,,,,,,10.0,,7.8,,,,,10.0,,,,13.0,,32.0,29.0,61.0,0,2.0,78.0,,2.0,,2.0
