season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089878,1,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,False,3.0,,1.0,19.0,3.0,19.0,3.0,,5.0,,,,,,,1.0,8.0,5.0,,,2.0,,,,,,4.0,87.0,,,,,,,,22.0,,7.2,,,1.0,,1.0,4.0,6.0,,3.0,,31.0,7.0,32.0,1,2.0,51.0,2.0,1.0,2.0,2.0
2016-17,7089878,1,80,Swansea_City,Away,11692,19760,Fernando Llorente,fernando-llorente,F,False,,,,14.0,13.0,27.0,3.0,8.0,3.0,,,,,,,3.0,9.0,9.0,,,4.0,,,,,,,90.0,4.0,,,,,,,13.0,,7.5,,,2.0,,3.0,,1.0,,,1.0,20.0,13.0,32.0,6,,51.0,4.0,1.0,,
2016-17,7090015,2,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,False,1.0,,,16.0,5.0,20.0,1.0,,2.0,,,1.0,1.0,,,1.0,3.0,,,,,,,,,1.0,5.0,55.0,,,,,,,,8.0,,7.1,,,1.0,,,,2.0,,,,22.0,5.0,25.0,2,,35.0,1.0,,,
2016-17,7090015,2,80,Swansea_City,Home,11692,19760,Fernando Llorente,fernando-llorente,F,False,,,,19.0,2.0,21.0,,4.0,,,,1.0,1.0,,,4.0,8.0,6.0,,,2.0,,,,,,1.0,90.0,,,,,,,,16.0,,6.5,,,2.0,,,1.0,1.0,,,,27.0,2.0,28.0,3,,47.0,2.0,2.0,,
2016-17,7090023,3,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,False,,,2.0,1.0,4.0,5.0,3.0,,1.0,,,,1.0,,,1.0,7.0,2.0,,,1.0,,,,,,1.0,59.0,,,,,,,,9.0,,6.2,,,,,,1.0,,,2.0,1.0,5.0,5.0,10.0,0,2.0,18.0,2.0,,,
2016-17,7090023,3,80,Swansea_City,Away,11692,19760,Fernando Llorente,fernando-llorente,F,False,,,1.0,10.0,8.0,18.0,4.0,1.0,4.0,,,1.0,,,,,6.0,2.0,,,1.0,,,,,,1.0,90.0,,,,,,,,15.0,,6.6,,,,,4.0,1.0,,,1.0,,17.0,12.0,29.0,1,,41.0,3.0,1.0,,
2016-17,7090023,3,80,Swansea_City,Away,367228,169432,Oli McBurnie,oli-mcburnie,F,True,,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0,,2.0,,,,
2016-17,7090040,4,80,Swansea_City,Home,11692,19760,Fernando Llorente,fernando-llorente,F,False,1.0,,,17.0,5.0,21.0,4.0,3.0,2.0,,,,1.0,,,2.0,8.0,7.0,,,1.0,,,,,,1.0,90.0,,1.0,,,,,,12.0,,6.9,,,,,1.0,1.0,1.0,,,,26.0,5.0,30.0,0,3.0,42.0,1.0,,1.0,2.0
2016-17,7090042,5,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090042,5,80,Swansea_City,Away,11692,19760,Fernando Llorente,fernando-llorente,F,False,,,,7.0,2.0,9.0,5.0,5.0,2.0,,,1.0,,,,1.0,9.0,6.0,,,5.0,,,,,,2.0,90.0,,,,,,,,12.0,,6.7,,,,,2.0,,,,,,17.0,2.0,19.0,1,,27.0,,1.0,,
2016-17,7090042,5,80,Swansea_City,Away,114497,83091,Borja Bastón,borja-baston,F,True,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,8.0,,,,,,,,1.0,,6.5,,,,,,,,,,,1.0,1.0,2.0,0,,3.0,,,,
2016-17,7090059,6,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,False,5.0,,2.0,11.0,4.0,10.0,1.0,,3.0,,,,3.0,,,,10.0,2.0,,,3.0,,,,,1.0,2.0,73.0,,,,,,,,17.0,,6.4,,,1.0,,1.0,4.0,5.0,,4.0,,18.0,7.0,20.0,1,,39.0,3.0,1.0,1.0,
2016-17,7090059,6,80,Swansea_City,Home,11692,19760,Fernando Llorente,fernando-llorente,F,False,,,,16.0,11.0,27.0,3.0,2.0,1.0,,1.0,,,,,,6.0,5.0,,,3.0,,1.0,,,,1.0,90.0,2.0,,,,,,,9.0,,7.2,,,1.0,,1.0,2.0,1.0,,,1.0,21.0,12.0,32.0,3,,44.0,3.0,1.0,2.0,
2016-17,7090059,6,80,Swansea_City,Home,114497,83091,Borja Bastón,borja-baston,F,True,,,,1.0,1.0,2.0,,1.0,,,,,1.0,,,,1.0,2.0,,,,,,,,,,11.0,,,,,,,,3.0,,6.6,,,1.0,,,,1.0,,,,3.0,1.0,3.0,1,,7.0,1.0,1.0,,
2016-17,7090066,7,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,False,1.0,,1.0,9.0,2.0,10.0,1.0,,3.0,1.0,,,,,,1.0,3.0,1.0,,,1.0,,,,,,1.0,62.0,,,,,,,,17.0,,6.8,,,,,,1.0,3.0,,2.0,,23.0,3.0,23.0,0,,29.0,1.0,,1.0,
