season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768202,23,80,Swansea_City,Away,14212,39270,Marvin Emnes,marvin-emnes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768202,23,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,,16.0,11.0,27.0,3.0,2.0,5.0,,,,,,,3.0,8.0,5.0,,,1.0,,1.0,,,4.0,,,89.0,1.0,,,,1.0,,7.7,,,1.0,,,3.0,1.0,,2.0,,23.0,12.0,34.0,2,,54.0,2.0,1.0,2.0
2015-16,6768202,23,80,Swansea_City,Away,43739,52635,Éder,eder,F,True,,,,,,,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,0,,2.0,,,1.0
2015-16,6768220,24,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,False,1.0,,2.0,24.0,7.0,30.0,3.0,,2.0,1.0,,,,,,3.0,8.0,4.0,,,1.0,,,,,2.0,5.0,,90.0,,,,,,,7.3,,,,,1.0,2.0,4.0,,2.0,,31.0,9.0,36.0,0,3.0,58.0,5.0,,1.0
2015-16,6768220,24,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768220,24,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,2.0,22.0,12.0,34.0,4.0,1.0,7.0,,,3.0,,,,2.0,7.0,2.0,,,1.0,,,,,2.0,1.0,,82.0,,,,,,,7.1,,,1.0,,,,1.0,,2.0,,24.0,12.0,35.0,4,1.0,47.0,2.0,,
2015-16,6768220,24,80,Swansea_City,Away,33903,49569,Alberto Paloschi,alberto-paloschi,F,True,,,,4.0,5.0,9.0,,,1.0,,1.0,1.0,3.0,,,2.0,9.0,,,,2.0,,,,1.0,2.0,,,45.0,1.0,,,,,,6.1,,,1.0,,,2.0,,,,,7.0,5.0,12.0,3,,24.0,2.0,,
2015-16,6768247,25,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,False,,,,13.0,6.0,19.0,2.0,,5.0,,,,,,,4.0,6.0,5.0,,,,,,,,,,,61.0,,,,,,,6.6,,,1.0,,,,4.0,,,,20.0,7.0,23.0,1,3.0,41.0,4.0,2.0,
2015-16,6768247,25,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,2.0,0,,4.0,2.0,,
2015-16,6768247,25,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,2.0,25.0,7.0,32.0,7.0,3.0,6.0,,,3.0,1.0,,,3.0,15.0,13.0,,,3.0,,,,,1.0,,,90.0,1.0,1.0,,,,,7.0,,,1.0,,,2.0,3.0,,2.0,,35.0,9.0,41.0,5,5.0,70.0,2.0,4.0,1.0
2015-16,6768247,25,80,Swansea_City,Home,33903,49569,Alberto Paloschi,alberto-paloschi,F,False,,,,16.0,4.0,20.0,4.0,1.0,1.0,,,1.0,,,,4.0,9.0,2.0,,,2.0,,,,,,,,88.0,,,,,,,6.3,,,,,,,,,,1.0,20.0,5.0,25.0,1,,36.0,5.0,1.0,
2015-16,6768244,26,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,False,,,1.0,13.0,2.0,15.0,2.0,,5.0,,,,1.0,,,1.0,4.0,2.0,,,1.0,,,,,,,,61.0,,,,,,,6.4,,,,,,,2.0,,1.0,,20.0,2.0,20.0,0,1.0,31.0,4.0,1.0,
2015-16,6768244,26,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,,3.0,1.0,4.0,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,17.0,,,,,,,6.5,,,1.0,,,,,,,,4.0,1.0,5.0,1,,10.0,2.0,,
2015-16,6768244,26,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,1.0,21.0,8.0,29.0,3.0,2.0,2.0,,,,,,,2.0,7.0,5.0,,,1.0,,,,,,,,90.0,2.0,,,,,,6.7,,,,,,1.0,,,1.0,,22.0,8.0,30.0,2,2.0,41.0,1.0,1.0,
2015-16,6768244,26,80,Swansea_City,Home,33903,49569,Alberto Paloschi,alberto-paloschi,F,False,,,,12.0,8.0,20.0,,1.0,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,,1.0,,90.0,,,,,,,6.6,,,,,,1.0,1.0,,1.0,,17.0,10.0,26.0,1,1.0,31.0,1.0,,
2015-16,6768252,27,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768252,27,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,,,,,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,7.0,,,,,,,6.4,,,,,,,,,,,1.0,,1.0,0,,2.0,,,
2015-16,6768252,27,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,,11.0,4.0,15.0,4.0,2.0,3.0,,,1.0,,,,2.0,8.0,7.0,,,2.0,,,,,1.0,,,90.0,1.0,,,,,,6.4,,,,,2.0,1.0,,,2.0,,17.0,8.0,25.0,2,,44.0,1.0,4.0,1.0
2015-16,6768252,27,80,Swansea_City,Away,33903,49569,Alberto Paloschi,alberto-paloschi,F,False,,,,4.0,7.0,11.0,1.0,1.0,3.0,1.0,,1.0,,,,,4.0,4.0,,,3.0,,1.0,,,1.0,1.0,,88.0,2.0,,,,,,7.7,,,,,3.0,1.0,,,1.0,3.0,10.0,7.0,17.0,3,,31.0,3.0,2.0,1.0
2015-16,6768267,28,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,False,,,1.0,14.0,14.0,28.0,2.0,,11.0,,,,1.0,,,4.0,12.0,1.0,,,2.0,,1.0,,,1.0,5.0,,90.0,1.0,,,,,,7.0,,,,,1.0,3.0,3.0,,5.0,1.0,21.0,16.0,34.0,1,1.0,50.0,,,
2015-16,6768267,28,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,1.0,11.0,5.0,16.0,1.0,1.0,,,,3.0,,,,3.0,7.0,5.0,,,,,,,,,,,90.0,,,,,,,6.5,,,1.0,,1.0,6.0,,,1.0,2.0,14.0,6.0,20.0,4,1.0,42.0,5.0,,3.0
2015-16,6768267,28,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,1.0,23.0,7.0,30.0,,1.0,5.0,1.0,,,2.0,,,3.0,9.0,6.0,,,1.0,,,,,,1.0,,89.0,,,,,,,6.3,,,1.0,,1.0,4.0,1.0,,2.0,,26.0,8.0,33.0,1,2.0,52.0,,2.0,1.0
2015-16,6768267,28,80,Swansea_City,Away,33903,49569,Alberto Paloschi,alberto-paloschi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768295,29,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,False,,,2.0,24.0,6.0,30.0,,,8.0,,,,,,,3.0,6.0,4.0,,1.0,3.0,,,,,1.0,1.0,,90.0,1.0,,,,,,6.6,,,,,2.0,1.0,1.0,,4.0,,33.0,10.0,42.0,1,1.0,61.0,2.0,2.0,1.0
2015-16,6768295,29,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,,2.0,1.0,3.0,,,2.0,,,,,,,1.0,2.0,1.0,,,1.0,,,,,,,,8.0,,,,,,,6.4,,,,,,,,,,,2.0,1.0,3.0,0,,8.0,1.0,1.0,
2015-16,6768295,29,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,1.0,17.0,11.0,28.0,5.0,,3.0,,,,,,,2.0,7.0,,,,,,,,,,1.0,,82.0,,,,,,,6.3,,,2.0,,,,2.0,,1.0,1.0,21.0,13.0,32.0,2,,41.0,2.0,,
2015-16,6768295,29,80,Swansea_City,Home,33903,49569,Alberto Paloschi,alberto-paloschi,F,False,,,2.0,3.0,8.0,11.0,4.0,,1.0,,,,,,,1.0,5.0,3.0,,,,,,,,,,,45.0,,,,,,,6.7,,,1.0,,,,,,2.0,1.0,4.0,9.0,13.0,1,2.0,19.0,1.0,1.0,
2015-16,6768281,30,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,False,,,1.0,11.0,4.0,15.0,3.0,,5.0,,,,1.0,,,2.0,9.0,,,,2.0,,,,,1.0,,,60.0,,,,,,,6.0,,,2.0,,,1.0,1.0,,1.0,,16.0,7.0,22.0,2,,32.0,,,
2015-16,6768281,30,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,4.0,9.0,5.0,14.0,2.0,,2.0,,,,,,,2.0,5.0,1.0,,,,,,,,,,,30.0,,,,,,,6.5,,,1.0,,,2.0,,,4.0,1.0,9.0,7.0,16.0,1,,24.0,2.0,,1.0
2015-16,6768281,30,80,Swansea_City,Away,14212,39270,Marvin Emnes,marvin-emnes,F,True,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,10.0,,,,,,,6.5,,,,,,,,,,,1.0,1.0,2.0,1,,7.0,1.0,,
2015-16,6768281,30,80,Swansea_City,Away,33903,49569,Alberto Paloschi,alberto-paloschi,F,False,,,,13.0,8.0,21.0,2.0,1.0,3.0,,1.0,,1.0,,,1.0,5.0,5.0,,,1.0,,,,,1.0,,,90.0,2.0,,,,,,6.6,,,,,,,,,,,20.0,9.0,29.0,2,3.0,40.0,2.0,1.0,
2015-16,6768298,31,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,True,,,,2.0,1.0,3.0,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,4.0,,,,,,,6.4,,,,,,,,,,,3.0,2.0,5.0,0,,6.0,,,
2015-16,6768298,31,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,,23.0,7.0,30.0,4.0,1.0,7.0,,,,,,,3.0,9.0,3.0,,,1.0,,,,,,,,90.0,,,,,,,6.7,,,2.0,,,2.0,,,,1.0,26.0,8.0,34.0,2,,46.0,2.0,1.0,1.0
2015-16,6768298,31,80,Swansea_City,Home,33903,49569,Alberto Paloschi,alberto-paloschi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768318,32,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,False,,,,21.0,4.0,25.0,2.0,,4.0,,,,,,,3.0,7.0,2.0,,,2.0,1.0,,,,,3.0,,90.0,,,,,,,6.8,,,,,,2.0,4.0,,,,30.0,6.0,32.0,0,,48.0,6.0,,2.0
2015-16,6768318,32,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,,17.0,9.0,26.0,,1.0,2.0,,,1.0,,,,3.0,4.0,3.0,,,1.0,,,,,,2.0,,71.0,,,,,,,6.8,,,1.0,,,,,,,1.0,18.0,10.0,28.0,2,2.0,41.0,4.0,,
2015-16,6768318,32,80,Swansea_City,Away,14212,39270,Marvin Emnes,marvin-emnes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768318,32,80,Swansea_City,Away,33903,49569,Alberto Paloschi,alberto-paloschi,F,True,,,,6.0,3.0,9.0,,,2.0,,,1.0,,,,,5.0,,,,4.0,,1.0,,,,,,19.0,1.0,,,,,,7.0,,,,,,1.0,,,,,6.0,3.0,9.0,2,,12.0,,,
2015-16,6768309,33,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,True,,,,3.0,4.0,7.0,1.0,1.0,6.0,,,,,,,1.0,3.0,2.0,,,,,,,,1.0,,,23.0,,,,,,,6.5,,,,,1.0,1.0,,,1.0,,3.0,6.0,9.0,0,,16.0,1.0,1.0,
2015-16,6768309,33,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,,3.0,5.0,8.0,1.0,1.0,3.0,,,,,,,,2.0,3.0,,,1.0,,,,,,1.0,,15.0,,,,,,,6.9,,,,,,2.0,,,,,3.0,5.0,8.0,0,,14.0,2.0,,2.0
2015-16,6768309,33,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,,11.0,11.0,22.0,2.0,1.0,7.0,,,,2.0,,,1.0,6.0,4.0,,,1.0,,,,,2.0,,,67.0,1.0,,,,,,6.7,,,1.0,,,1.0,,,1.0,,16.0,12.0,28.0,2,1.0,42.0,2.0,2.0,
2015-16,6768309,33,80,Swansea_City,Home,33903,49569,Alberto Paloschi,alberto-paloschi,F,False,1.0,,,10.0,10.0,19.0,1.0,1.0,3.0,,1.0,,,,,1.0,6.0,3.0,,,4.0,,,,,2.0,,,75.0,1.0,,,,,,6.4,,,,,,2.0,3.0,,1.0,1.0,17.0,11.0,25.0,1,,39.0,2.0,1.0,1.0
2015-16,6768338,34,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,True,1.0,,,2.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,6.0,,,,,,,6.7,,,,,,,1.0,,,,4.0,2.0,5.0,0,,6.0,,,
2015-16,6768338,34,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,,3.0,3.0,6.0,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,,19.0,,,,,,,7.0,,,2.0,,,,,,,,4.0,3.0,7.0,3,,12.0,2.0,,
2015-16,6768338,34,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,1.0,17.0,4.0,21.0,4.0,,3.0,,,1.0,2.0,,,1.0,8.0,6.0,,,1.0,,,,,,,,71.0,,,,,,,6.7,,,,,,,,,1.0,,18.0,7.0,25.0,1,4.0,41.0,,2.0,
2015-16,6768338,34,80,Swansea_City,Away,33903,49569,Alberto Paloschi,alberto-paloschi,F,False,,,1.0,10.0,5.0,15.0,1.0,,3.0,,,,1.0,,,2.0,4.0,1.0,,,,,,,,1.0,,,84.0,,,,,,,6.6,,,1.0,,,,1.0,,3.0,,19.0,5.0,23.0,1,1.0,34.0,2.0,,
2015-16,6768384,35,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,False,1.0,,,10.0,2.0,11.0,,,3.0,,,,,,,1.0,2.0,,,,1.0,,,,,,1.0,,45.0,,,,,,,6.3,,,,,,,2.0,,1.0,,19.0,3.0,20.0,0,,27.0,2.0,,
2015-16,6768384,35,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,2.0,21.0,12.0,33.0,2.0,,3.0,,1.0,,2.0,,,6.0,10.0,7.0,,,,,,,,,,,90.0,1.0,,,,,,5.9,,,2.0,,1.0,,,,2.0,,25.0,12.0,37.0,3,2.0,59.0,1.0,5.0,
2015-16,6768384,35,80,Swansea_City,Away,33903,49569,Alberto Paloschi,alberto-paloschi,F,True,,,,7.0,6.0,13.0,3.0,,,,,,,,,2.0,6.0,,,,1.0,,,,,,1.0,,45.0,,1.0,,,,,6.5,,,,,1.0,,,,,,12.0,8.0,20.0,0,,24.0,,,
2015-16,6768337,36,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,False,,,,15.0,12.0,27.0,,,3.0,,,,,,,3.0,4.0,6.0,,,1.0,,,,,3.0,2.0,,90.0,1.0,,,,,,7.0,,,,,1.0,,4.0,,,,26.0,14.0,36.0,1,3.0,60.0,3.0,3.0,
2015-16,6768337,36,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768337,36,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,1.0,20.0,9.0,29.0,4.0,,3.0,,,1.0,,,,2.0,7.0,6.0,,,,,2.0,,,,2.0,,90.0,2.0,,,,,,8.5,,,1.0,,,3.0,1.0,,2.0,,24.0,10.0,33.0,4,1.0,50.0,3.0,3.0,2.0
2015-16,6768361,37,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,False,1.0,,2.0,13.0,6.0,18.0,,,5.0,,,1.0,1.0,,,,3.0,1.0,,,,,1.0,,,1.0,3.0,,82.0,1.0,,,,,,7.2,,,,,,2.0,5.0,,4.0,1.0,26.0,7.0,28.0,2,,42.0,1.0,1.0,
2015-16,6768361,37,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,1.0,4.0,2.0,6.0,1.0,,1.0,,,,,,,1.0,3.0,1.0,,,1.0,,1.0,,,,,,8.0,1.0,,,,,,7.4,,,,,1.0,,,,1.0,,5.0,2.0,7.0,1,,12.0,1.0,1.0,
2015-16,6768361,37,80,Swansea_City,Away,14212,39270,Marvin Emnes,marvin-emnes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768361,37,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,,24.0,10.0,34.0,3.0,,3.0,1.0,,1.0,1.0,,,1.0,6.0,3.0,,,,1.0,1.0,,,,2.0,,89.0,1.0,,,,,,7.9,,,,,1.0,2.0,1.0,,2.0,1.0,30.0,10.0,39.0,2,,52.0,2.0,2.0,1.0
2015-16,6768391,38,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,False,,,,12.0,5.0,17.0,,,5.0,,,1.0,,,,,,1.0,,,,,,,,,,,58.0,,,,,,,6.6,,,,,,1.0,4.0,,2.0,1.0,25.0,7.0,28.0,1,,35.0,,,1.0
2015-16,6768391,38,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,,1.0,2.0,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,7.0,,,,,,,6.6,,,,,,,,,,,2.0,2.0,4.0,0,,5.0,,,
2015-16,6768391,38,80,Swansea_City,Home,14212,39270,Marvin Emnes,marvin-emnes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768391,38,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,2.0,20.0,14.0,34.0,2.0,,3.0,,,,3.0,,,2.0,9.0,3.0,,,,,1.0,,,1.0,,,90.0,1.0,,,,,,6.9,,,,,,2.0,1.0,,2.0,,23.0,15.0,37.0,1,,49.0,2.0,3.0,
