matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2444570,11.0,2024-11-09 15:00:00,94,Brentford,Home,169.0,9.0,,5.0,5.0,3.0,1.0,149.0,8.0,2.0,2.0,7.0,10.0,14.0,313.0,,1.0,13.0,18.0,37.0,7.0,,2.0,,,,,,,,1.0,6.0,,,,,2.0,5.0,11.0,4.0,10.0,2.0,,63.0,49.0,1.0,,2.0,2.0,5.0,4.0,6.0,,,6.0,8.0,8.0,,11.0,1.0,48.0,67.0,2.0,41.0,21.0,1.0,,,,,,,47.0,8.0,15.0,3.0,3.0,3.0,,165.0,2.0,,2.0,2.0,,,9.0,,,2.0,1.0,,,,,21.0,,6.0,6.0,2.0,2.0,107.0,59.0,29.0,4.0,,2.0,7.0,6.0,384.0,,,7.0,,,50.0,57.0,41.0,,,,,159.0,159.0,1.0,24.0,19.0,51.5,,,3.0,1.0,15.0,0.0,,,,78.0,1.0,,1.0,,,2.0,1.0,,4.0,70.0,289.0,5.0,9.0,203.0,27.0,41.0,9.0,4.0,23.0,19.0,,,112.0,8.0,233.0,1.0,2.0,33.0,10.0,53.0,,413.0,,0.0,12.0,11.0,1.0,19.0,2.0,613.0,29.0,19.0,4.0,6.0,6.0,0.0
2444583,12.0,2024-11-23 15:00:00,94,Brentford,Away,198.0,9.0,,2.0,2.0,5.0,,75.0,11.0,,1.0,3.0,1.0,19.0,271.0,,1.0,8.0,15.0,18.0,8.0,,,,,,,,,,1.0,6.0,,,,,,5.0,16.0,11.0,5.0,4.0,,33.0,46.0,2.0,2.0,,2.0,8.0,3.0,10.0,,1.0,4.0,5.0,3.0,,8.0,1.0,46.0,48.0,2.0,32.0,17.0,,,,,,,,45.0,10.0,7.0,,1.0,1.0,,135.0,,,,,,,14.0,,,,2.0,,,,1.0,17.0,,3.0,3.0,,1.0,72.0,50.0,27.0,10.0,,3.0,5.0,2.0,310.0,,,9.0,,,23.0,28.0,21.0,,,,,115.0,115.0,1.0,19.0,11.0,40.7,,,,1.0,12.0,0.0,,,,102.0,3.0,2.0,5.0,1.0,,4.0,,,3.0,41.0,252.0,8.0,8.0,218.0,22.0,32.0,9.0,2.0,11.0,9.0,,,77.0,9.0,135.0,2.0,,12.0,1.0,46.0,3.0,342.0,,1.0,9.0,18.0,2.0,12.0,0.0,516.0,15.0,16.0,5.0,4.0,11.0,0.0
2444590,13.0,2024-11-30 15:00:00,94,Brentford,Home,215.0,18.0,,2.0,2.0,,,276.0,5.0,,3.0,4.0,11.0,19.0,489.0,,3.0,24.0,17.0,19.0,7.0,,,,1.0,1.0,,,,,2.0,9.0,,,,,,2.0,3.0,4.0,10.0,3.0,,92.0,54.0,3.0,,4.0,3.0,7.0,4.0,7.0,,,5.0,7.0,9.0,,8.0,1.0,47.0,65.0,3.0,27.0,11.0,1.0,1.0,,,,,,74.0,9.0,10.0,1.0,3.0,1.0,1.0,179.0,3.0,,3.0,3.0,,,5.0,,,4.0,1.0,,,,,11.0,,9.0,9.0,1.0,3.0,157.0,53.0,32.0,4.0,3.0,2.0,8.0,6.0,557.0,,,3.0,2.0,,71.0,94.0,42.0,,,,,135.0,135.0,11.0,17.0,20.0,59.9,,,3.0,1.0,15.0,0.0,,,,148.0,1.0,1.0,2.0,1.0,,3.0,1.0,,5.0,164.0,472.0,7.0,10.0,236.0,33.0,27.0,23.0,3.0,20.0,17.0,,,209.0,2.0,360.0,1.0,,13.0,12.0,39.0,1.0,576.0,1.0,0.0,13.0,20.0,4.0,27.0,1.0,780.0,30.0,9.0,16.0,5.0,8.0,0.0
2444602,14.0,2024-12-04 20:15:00,94,Brentford,Away,162.0,16.0,1.0,3.0,2.0,4.0,,183.0,5.0,2.0,3.0,4.0,8.0,29.0,342.0,,2.0,12.0,12.0,17.0,6.0,1.0,2.0,,,,,,,,,7.0,,,,,,5.0,16.0,4.0,7.0,2.0,,68.0,44.0,,,1.0,3.0,5.0,4.0,9.0,,,5.0,8.0,7.0,,8.0,3.0,51.0,46.0,3.0,19.0,12.0,,1.0,,,,,,48.0,15.0,11.0,,2.0,1.0,,128.0,,,,,,,5.0,,,1.0,3.0,,,,,12.0,,8.0,8.0,1.0,4.0,98.0,45.0,31.0,10.0,1.0,3.0,4.0,1.0,384.0,,,4.0,1.0,,80.0,38.0,37.0,1.0,1.0,1.0,,113.0,113.0,7.0,16.0,13.0,50.8,,,,1.0,11.0,0.0,,,,108.0,7.0,,7.0,1.0,,4.0,1.0,,4.0,107.0,326.0,5.0,7.0,172.0,34.0,19.0,13.0,5.0,21.0,16.0,,,143.0,9.0,251.0,3.0,2.0,11.0,8.0,44.0,1.0,402.0,,0.0,9.0,14.0,3.0,15.0,2.0,580.0,25.0,13.0,5.0,5.0,7.0,0.0
2444611,15.0,2024-12-07 15:00:00,94,Brentford,Home,135.0,20.0,,1.0,1.0,5.0,,183.0,10.0,,2.0,7.0,14.0,27.0,317.0,1.0,2.0,11.0,9.0,11.0,5.0,,,1.0,,,,,1.0,,1.0,9.0,,,,,2.0,7.0,10.0,6.0,8.0,3.0,,71.0,61.0,2.0,1.0,2.0,1.0,7.0,1.0,14.0,,,3.0,8.0,4.0,1.0,5.0,1.0,45.0,49.0,1.0,29.0,12.0,,1.0,,,,,,65.0,10.0,6.0,1.0,1.0,1.0,,162.0,3.0,1.0,2.0,2.0,1.0,,11.0,,,3.0,1.0,,,,,12.0,,4.0,4.0,1.0,2.0,82.0,62.0,38.0,4.0,1.0,2.0,6.0,8.0,369.0,,,2.0,3.0,,51.0,63.0,28.0,,,,,127.0,127.0,7.0,18.0,28.0,43.8,,,,1.0,14.0,0.0,,,,80.0,,1.0,2.0,,1.0,2.0,,1.0,4.0,89.0,298.0,7.0,8.0,152.0,39.0,29.0,16.0,2.0,15.0,13.0,,1.0,131.0,9.0,258.0,1.0,,18.0,18.0,55.0,3.0,395.0,1.0,0.0,11.0,24.0,3.0,12.0,3.0,569.0,26.0,16.0,9.0,3.0,15.0,0.0
2444623,16.0,2024-12-15 19:00:00,94,Brentford,Away,157.0,18.0,1.0,3.0,2.0,1.0,,96.0,12.0,,2.0,3.0,4.0,20.0,250.0,1.0,2.0,8.0,20.0,19.0,5.0,1.0,2.0,1.0,,,,,,,2.0,7.0,,,1.0,,,2.0,20.0,6.0,7.0,2.0,,42.0,53.0,4.0,3.0,1.0,2.0,9.0,2.0,5.0,,,5.0,5.0,7.0,,8.0,,47.0,49.0,2.0,37.0,17.0,,1.0,,,,,,46.0,7.0,9.0,1.0,,1.0,,142.0,1.0,,1.0,1.0,,1.0,12.0,,,1.0,,,,,,17.0,1.0,6.0,6.0,,4.0,74.0,55.0,30.0,8.0,,2.0,5.0,4.0,300.0,,,8.0,,,20.0,39.0,33.0,,,,,130.0,130.0,5.0,23.0,20.0,38.3,1.0,,,2.0,17.0,0.0,,,,69.0,4.0,2.0,6.0,,1.0,3.0,,,5.0,48.0,231.0,9.0,7.0,183.0,30.0,37.0,11.0,5.0,18.0,13.0,,2.0,83.0,7.0,162.0,1.0,,25.0,5.0,52.0,3.0,327.0,1.0,0.0,9.0,17.0,4.0,11.0,2.0,515.0,17.0,15.0,4.0,5.0,12.0,0.0
2444631,17.0,2024-12-21 15:00:00,94,Brentford,Home,210.0,20.0,2.0,5.0,3.0,,,247.0,6.0,,4.0,4.0,8.0,26.0,452.0,,,11.0,20.0,17.0,3.0,1.0,4.0,,,,,,,,,3.0,,,,,,6.0,6.0,4.0,7.0,,,94.0,51.0,1.0,1.0,,,2.0,2.0,4.0,,,9.0,14.0,12.0,,10.0,2.0,54.0,59.0,,18.0,9.0,1.0,,,,,,,72.0,10.0,14.0,,4.0,4.0,,159.0,,,,,,,6.0,,,,,,,,,9.0,,13.0,13.0,,4.0,139.0,65.0,45.0,5.0,,1.0,3.0,3.0,509.0,,,1.0,2.0,,90.0,60.0,52.0,,,,,158.0,158.0,5.0,18.0,24.0,64.4,,,,1.0,14.0,0.0,,,,140.0,3.0,1.0,4.0,,,2.0,1.0,,4.0,137.0,429.0,2.0,4.0,217.0,40.0,18.0,21.0,8.0,38.0,30.0,107023.34,,193.0,2.0,353.0,,,11.0,9.0,44.0,1.0,532.0,,0.0,7.0,17.0,4.0,14.0,3.0,735.0,37.0,19.0,11.0,9.0,11.0,0.0
2444642,18.0,2024-12-27 19:30:00,94,Brentford,Away,156.0,13.0,1.0,2.0,1.0,4.0,,113.0,5.0,,5.0,12.0,2.0,23.0,267.0,,,13.0,19.0,11.0,6.0,1.0,2.0,1.0,,,,,,,,6.0,,,,,,6.0,15.0,9.0,7.0,1.0,,57.0,61.0,1.0,1.0,,,6.0,3.0,8.0,,1.0,3.0,4.0,3.0,,6.0,4.0,56.0,41.0,,32.0,16.0,,1.0,,,,,,41.0,12.0,6.0,,,,,155.0,,,,,,,14.0,,,,3.0,,,,,16.0,,11.0,11.0,2.0,5.0,70.0,67.0,27.0,5.0,,2.0,5.0,3.0,332.0,,,5.0,,,55.0,38.0,16.0,,,,,135.0,135.0,3.0,23.0,22.0,41.9,,,,1.0,12.0,0.0,,,,75.0,4.0,3.0,8.0,1.0,1.0,2.0,,,3.0,61.0,253.0,6.0,7.0,180.0,28.0,32.0,17.0,2.0,9.0,7.0,,1.0,92.0,9.0,186.0,3.0,,36.0,3.0,66.0,5.0,357.0,1.0,0.0,8.0,18.0,1.0,17.0,2.0,542.0,17.0,12.0,6.0,3.0,12.0,0.0
2444651,19.0,2025-01-01 17:30:00,94,Brentford,Home,238.0,15.0,1.0,2.0,1.0,6.0,,163.0,2.0,1.0,1.0,5.0,8.0,37.0,399.0,,,9.0,19.0,12.0,1.0,1.0,1.0,2.0,,,,1.0,,,,4.0,,,,,,4.0,11.0,3.0,4.0,1.0,,84.0,45.0,,,,2.0,4.0,1.0,8.0,1.0,,4.0,7.0,3.0,,9.0,1.0,48.0,34.0,2.0,27.0,12.0,,,,,,,,56.0,6.0,8.0,1.0,1.0,1.0,,162.0,1.0,,,1.0,,1.0,8.0,,,1.0,1.0,,,,,12.0,,6.0,6.0,,1.0,127.0,64.0,31.0,3.0,,1.0,2.0,2.0,460.0,,,6.0,,,51.0,65.0,26.0,,,,,126.0,126.0,1.0,24.0,16.0,50.5,,3.0,,1.0,7.0,0.0,,,,112.0,1.0,1.0,1.0,1.0,2.0,2.0,,,4.0,83.0,387.0,4.0,3.0,263.0,26.0,27.0,11.0,4.0,15.0,11.0,,3.0,123.0,12.0,237.0,1.0,1.0,29.0,8.0,77.0,,485.0,,0.0,5.0,10.0,1.0,10.0,1.0,631.0,10.0,10.0,4.0,4.0,7.0,0.0
2444667,20.0,2025-01-04 15:00:00,94,Brentford,Away,182.0,14.0,,2.0,2.0,3.0,1.0,213.0,6.0,,6.0,4.0,12.0,14.0,393.0,1.0,1.0,8.0,18.0,15.0,12.0,1.0,,2.0,,,,,,,3.0,18.0,1.0,,1.0,,1.0,3.0,3.0,5.0,18.0,2.0,,92.0,54.0,7.0,6.0,5.0,,4.0,2.0,12.0,,1.0,2.0,4.0,4.0,1.0,8.0,1.0,49.0,49.0,,17.0,8.0,,,,,,,,55.0,4.0,9.0,4.0,2.0,1.0,,169.0,3.0,,3.0,3.0,,,8.0,,,4.0,3.0,,,,,8.0,1.0,5.0,5.0,,6.0,97.0,46.0,26.0,2.0,,7.0,9.0,11.0,440.0,,,2.0,,,37.0,101.0,35.0,,,,1.0,100.0,100.0,5.0,23.0,16.0,49.4,1.0,,,,12.0,0.0,,,,100.0,1.0,,1.0,,2.0,7.0,,,3.0,136.0,378.0,4.0,16.0,196.0,23.0,17.0,12.0,2.0,11.0,9.0,,2.0,172.0,6.0,273.0,3.0,,19.0,13.0,34.0,2.0,458.0,3.0,0.0,20.0,20.0,4.0,10.0,0.0,608.0,37.0,7.0,5.0,2.0,11.0,0.0
2444671,21.0,2025-01-14 19:30:00,94,Brentford,Home,183.0,18.0,,5.0,5.0,1.0,1.0,157.0,7.0,,2.0,6.0,7.0,26.0,335.0,1.0,,12.0,17.0,16.0,14.0,1.0,2.0,3.0,,,,,,,,15.0,,,,,1.0,1.0,15.0,6.0,16.0,2.0,,73.0,42.0,4.0,3.0,1.0,2.0,6.0,3.0,6.0,,,4.0,10.0,6.0,,7.0,4.0,39.0,34.0,2.0,20.0,10.0,,1.0,,,,,,53.0,4.0,4.0,1.0,2.0,1.0,,145.0,2.0,,2.0,2.0,,,12.0,,,2.0,,,,,,10.0,,9.0,9.0,1.0,3.0,97.0,50.0,22.0,5.0,1.0,9.0,8.0,6.0,396.0,,,2.0,,,63.0,48.0,27.0,,,,,125.0,125.0,4.0,18.0,14.0,44.7,,,1.0,,15.0,0.0,,,,100.0,4.0,2.0,6.0,,3.0,9.0,,,3.0,95.0,321.0,6.0,17.0,199.0,24.0,20.0,9.0,3.0,20.0,17.0,,3.0,134.0,4.0,236.0,,,21.0,7.0,52.0,4.0,415.0,1.0,0.0,18.0,10.0,,14.0,0.0,578.0,41.0,11.0,4.0,4.0,6.0,0.0
2444681,22.0,2025-01-18 15:00:00,94,Brentford,Home,177.0,30.0,,1.0,1.0,2.0,1.0,76.0,12.0,,4.0,6.0,5.0,26.0,252.0,,,10.0,12.0,13.0,8.0,1.0,1.0,1.0,,,,,,,,7.0,,,,,2.0,4.0,28.0,9.0,9.0,2.0,,42.0,48.0,1.0,2.0,,2.0,13.0,1.0,7.0,,,2.0,1.0,3.0,,9.0,4.0,35.0,46.0,2.0,35.0,24.0,,,,,,,,30.0,6.0,13.0,,2.0,3.0,,128.0,,,,,,,14.0,,,,1.0,,,,,24.0,,10.0,10.0,3.0,4.0,59.0,44.0,26.0,15.0,,3.0,6.0,6.0,292.0,,,14.0,5.0,,34.0,26.0,19.0,,,,,110.0,110.0,1.0,29.0,8.0,38.9,,,,1.0,17.0,0.0,,,,90.0,5.0,1.0,6.0,3.0,1.0,4.0,,,2.0,36.0,233.0,13.0,9.0,200.0,42.0,35.0,9.0,2.0,9.0,7.0,109053.86,1.0,64.0,6.0,128.0,2.0,,17.0,5.0,46.0,6.0,319.0,,0.0,11.0,12.0,,11.0,2.0,516.0,24.0,13.0,8.0,2.0,6.0,0.0
2444693,23.0,2025-01-26 14:00:00,94,Brentford,Away,131.0,13.0,3.0,7.0,4.0,3.0,,127.0,2.0,1.0,3.0,3.0,5.0,16.0,251.0,1.0,,15.0,18.0,19.0,7.0,1.0,3.0,1.0,1.0,1.0,,,,,,7.0,1.0,,,,,5.0,8.0,8.0,6.0,6.0,,51.0,56.0,,,1.0,1.0,4.0,1.0,4.0,,1.0,7.0,8.0,4.0,,5.0,,48.0,53.0,1.0,45.0,23.0,1.0,2.0,0.75396,1.2604,0.0468,1.733,1.2957,51.0,11.0,8.0,,3.0,1.0,1.0,141.0,1.0,,1.0,1.0,,,9.0,,,1.0,2.0,,,,,23.0,,2.0,2.0,,3.0,70.0,60.0,28.0,4.0,2.0,4.0,5.0,6.0,331.0,,,4.0,2.0,,36.0,45.0,32.0,,,,1.0,150.0,150.0,8.0,20.0,20.0,52.7,,,,,21.0,0.0,,,,90.0,2.0,2.0,4.0,2.0,1.0,5.0,,,3.0,71.0,240.0,4.0,9.0,159.0,24.0,45.0,20.0,5.0,18.0,13.0,102877.67,1.0,118.0,8.0,211.0,2.0,1.0,29.0,8.0,59.0,,352.0,1.0,0.0,12.0,16.0,,22.0,2.0,552.0,33.0,14.0,10.0,7.0,9.0,0.0
2444702,24.0,2025-02-02 14:00:00,94,Brentford,Home,169.0,17.0,2.0,12.0,10.0,5.0,,232.0,5.0,,4.0,7.0,4.0,29.0,389.0,,,14.0,16.0,19.0,10.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,13.0,,,1.0,,1.0,2.0,9.0,5.0,14.0,6.0,,78.0,54.0,2.0,2.0,,,10.0,6.0,10.0,,,10.0,14.0,13.0,,12.0,1.0,52.0,64.0,,11.0,4.0,,,1.06211,2.0592,0.0434,0.7759,0.4443,61.0,4.0,11.0,,3.0,3.0,1.0,176.0,,,,,,,7.0,,,,,,,,,4.0,1.0,6.0,6.0,1.0,4.0,108.0,61.0,40.0,3.0,,5.0,6.0,4.0,455.0,,,6.0,,1.0,70.0,100.0,50.0,,,,,156.0,156.0,7.0,22.0,20.0,53.9,1.0,,,,21.0,0.0,,,,113.0,,1.0,1.0,,1.0,10.0,1.0,,3.0,133.0,371.0,10.0,11.0,190.0,34.0,11.0,20.0,8.0,38.0,30.0,109071.15,1.0,176.0,10.0,323.0,,,20.0,4.0,48.0,,475.0,2.0,0.0,20.0,24.0,,17.0,0.0,694.0,49.0,19.0,10.0,10.0,17.0,0.0
2444719,25.0,2025-02-15 15:00:00,94,Brentford,Away,135.0,13.0,,4.0,4.0,,,151.0,3.0,1.0,5.0,7.0,7.0,25.0,282.0,,2.0,11.0,16.0,21.0,9.0,,,2.0,,1.0,,,,,,12.0,,,,1.0,,8.0,6.0,7.0,10.0,4.0,,67.0,52.0,1.0,1.0,1.0,2.0,8.0,4.0,10.0,,1.0,2.0,9.0,5.0,,14.0,1.0,60.0,54.0,2.0,29.0,18.0,,,1.11169,1.6587,0.1871,1.9657,0.2958,56.0,13.0,10.0,,1.0,,1.0,162.0,,,,,,,6.0,,,1.0,3.0,,,,,18.0,1.0,5.0,5.0,,5.0,67.0,50.0,30.0,9.0,1.0,3.0,6.0,5.0,342.0,,,6.0,2.0,,51.0,52.0,32.0,,,,,130.0,130.0,6.0,16.0,23.0,41.5,1.0,,,,15.0,0.0,,,,66.0,2.0,1.0,3.0,1.0,2.0,5.0,,,5.0,89.0,271.0,8.0,9.0,158.0,29.0,29.0,11.0,2.0,16.0,14.0,109297.17,2.0,128.0,4.0,220.0,3.0,1.0,22.0,7.0,55.0,4.0,362.0,,0.0,14.0,19.0,2.0,12.0,1.0,550.0,34.0,10.0,4.0,2.0,9.0,0.0
2444726,26.0,2025-02-21 20:00:00,94,Brentford,Away,173.0,19.0,,9.0,9.0,1.0,1.0,195.0,8.0,,1.0,4.0,7.0,34.0,359.0,,2.0,10.0,10.0,22.0,9.0,,2.0,1.0,,,,,,,,10.0,,,,1.0,2.0,4.0,5.0,3.0,12.0,2.0,,63.0,46.0,3.0,1.0,2.0,4.0,4.0,5.0,5.0,,,6.0,12.0,2.0,,7.0,,34.0,50.0,4.0,34.0,15.0,,,1.70692,1.5158,,2.4308,0.3505,61.0,10.0,10.0,1.0,4.0,3.0,,162.0,3.0,1.0,3.0,2.0,1.0,1.0,8.0,,,3.0,1.0,,,,1.0,15.0,1.0,9.0,9.0,3.0,2.0,88.0,53.0,35.0,5.0,2.0,2.0,10.0,6.0,405.0,,,2.0,3.0,,87.0,52.0,33.0,,,,,108.0,108.0,5.0,16.0,21.0,52.2,1.0,,,,11.0,0.0,,,,112.0,3.0,,3.0,,1.0,3.0,1.0,1.0,5.0,99.0,340.0,4.0,12.0,183.0,35.0,34.0,13.0,3.0,20.0,17.0,108231.86,2.0,141.0,3.0,262.0,1.0,,11.0,7.0,52.0,1.0,425.0,,0.0,14.0,10.0,2.0,12.0,0.0,598.0,35.0,13.0,9.0,6.0,9.0,0.0
2444730,27.0,2025-02-26 19:30:00,94,Brentford,Home,216.0,16.0,,4.0,4.0,1.0,,172.0,10.0,,7.0,5.0,8.0,25.0,384.0,,1.0,16.0,16.0,15.0,6.0,2.0,1.0,,,,,,,,,5.0,,,1.0,,1.0,2.0,7.0,7.0,8.0,4.0,,76.0,48.0,1.0,1.0,1.0,3.0,10.0,3.0,4.0,,,2.0,12.0,7.0,,4.0,,38.0,41.0,3.0,24.0,14.0,,,0.792531,1.4776,,0.8901,2.3591,56.0,3.0,5.0,1.0,1.0,,,141.0,,,,,,,11.0,,,,3.0,,,,,14.0,1.0,9.0,9.0,2.0,7.0,122.0,50.0,30.0,5.0,,4.0,4.0,3.0,438.0,,,2.0,1.0,,56.0,62.0,34.0,,,,,120.0,120.0,3.0,10.0,24.0,51.8,1.0,2.0,,1.0,17.0,0.0,,,,119.0,2.0,1.0,3.0,,,6.0,,,2.0,106.0,365.0,10.0,8.0,229.0,32.0,24.0,20.0,1.0,20.0,19.0,112004.06,,151.0,6.0,249.0,3.0,,12.0,8.0,44.0,1.0,458.0,2.0,0.0,12.0,13.0,1.0,21.0,2.0,642.0,31.0,8.0,9.0,2.0,8.0,0.0
2444740,28.0,2025-03-08 17:30:00,94,Brentford,Home,190.0,17.0,1.0,5.0,4.0,3.0,,210.0,3.0,,5.0,7.0,5.0,27.0,395.0,,,10.0,16.0,23.0,7.0,2.0,3.0,,,,,,,,,5.0,,,,1.0,,5.0,10.0,2.0,7.0,6.0,,90.0,54.0,,,,,14.0,6.0,6.0,,,6.0,13.0,10.0,,7.0,1.0,43.0,51.0,,32.0,21.0,,1.0,0.513188,0.8339,,0.7022,0.6853,59.0,10.0,4.0,,,,,148.0,,,,,,,3.0,,,,2.0,,,,,21.0,1.0,7.0,7.0,,5.0,112.0,50.0,32.0,5.0,,2.0,7.0,3.0,443.0,,,6.0,1.0,,84.0,64.0,45.0,,,,,113.0,113.0,4.0,18.0,26.0,59.9,1.0,,,,24.0,0.0,,,,109.0,3.0,,3.0,,,4.0,1.0,,2.0,114.0,381.0,14.0,9.0,202.0,33.0,32.0,13.0,4.0,27.0,23.0,103801.26,,154.0,6.0,284.0,2.0,,14.0,7.0,47.0,2.0,459.0,,0.0,13.0,15.0,1.0,12.0,2.0,656.0,37.0,11.0,9.0,6.0,6.0,0.0
2444750,29.0,2025-03-15 17:30:00,94,Brentford,Away,118.0,9.0,1.0,2.0,1.0,1.0,1.0,131.0,5.0,,2.0,17.0,7.0,32.0,247.0,1.0,1.0,10.0,21.0,22.0,5.0,1.0,2.0,,1.0,1.0,1.0,,,,,4.0,,,,,1.0,3.0,14.0,4.0,7.0,3.0,,47.0,54.0,1.0,,2.0,,9.0,1.0,6.0,,,3.0,6.0,,,6.0,2.0,50.0,60.0,,39.0,20.0,,,0.782054,0.8333,0.0352,2.2227,1.0171,61.0,7.0,13.0,1.0,3.0,1.0,1.0,171.0,1.0,1.0,1.0,,1.0,,9.0,,,,1.0,,,,,20.0,,8.0,8.0,,2.0,56.0,66.0,34.0,4.0,1.0,3.0,4.0,4.0,324.0,,,5.0,2.0,1.0,58.0,59.0,24.0,,,,,155.0,155.0,6.0,20.0,20.0,41.3,,,3.0,,15.0,0.0,,,,76.0,4.0,1.0,5.0,1.0,,5.0,,,4.0,84.0,231.0,9.0,7.0,146.0,24.0,39.0,17.0,3.0,10.0,7.0,110722.64,,135.0,10.0,214.0,1.0,,36.0,9.0,68.0,2.0,350.0,1.0,0.0,10.0,18.0,2.0,22.0,0.0,551.0,26.0,12.0,7.0,3.0,10.0,0.0
2444768,30.0,2025-04-02 19:45:00,94,Brentford,Away,172.0,16.0,1.0,4.0,3.0,2.0,,161.0,6.0,,3.0,4.0,7.0,36.0,329.0,,,8.0,15.0,17.0,8.0,,1.0,2.0,,,,,,,,8.0,1.0,,,1.0,,5.0,15.0,6.0,10.0,2.0,,77.0,55.0,1.0,1.0,1.0,,8.0,6.0,10.0,,,5.0,9.0,2.0,,6.0,1.0,57.0,48.0,,20.0,9.0,1.0,4.0,0.676643,1.6039,,1.2776,1.5957,67.0,12.0,12.0,,2.0,1.0,,169.0,,,,,,,12.0,,,,1.0,,,,,9.0,1.0,7.0,7.0,,3.0,89.0,71.0,30.0,4.0,1.0,1.0,7.0,3.0,397.0,,,7.0,,,55.0,45.0,32.0,,,,1.0,159.0,159.0,3.0,21.0,24.0,51.6,1.0,,,1.0,17.0,0.0,,,,92.0,2.0,,2.0,1.0,2.0,3.0,,,3.0,69.0,314.0,8.0,8.0,198.0,38.0,20.0,24.0,4.0,16.0,12.0,113310.7,2.0,117.0,10.0,245.0,1.0,,24.0,7.0,76.0,,427.0,,0.0,12.0,11.0,1.0,13.0,1.0,615.0,37.0,23.0,9.0,5.0,6.0,0.0
