matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2444477,1.0,2024-08-18 14:00:00,94,Brentford,Home,198.0,26.0,1.0,4.0,3.0,3.0,,117.0,5.0,1.0,4.0,4.0,8.0,35.0,311.0,,1.0,12.0,14.0,19.0,5.0,1.0,2.0,,,,1.0,,,,,7.0,,,,,,3.0,7.0,8.0,8.0,1.0,,65.0,56.0,2.0,2.0,1.0,,9.0,1.0,3.0,,,4.0,6.0,4.0,,14.0,3.0,45.0,58.0,,21.0,12.0,,,0.56523,1.5903,,3.1136,1.0152,45.0,6.0,15.0,2.0,3.0,4.0,,160.0,1.0,,,1.0,,,8.0,,,2.0,1.0,,,,,12.0,,11.0,11.0,,5.0,84.0,59.0,36.0,7.0,,3.0,4.0,5.0,378.0,,,4.0,1.0,1.0,56.0,52.0,23.0,,,,,141.0,141.0,3.0,24.0,20.0,46.0,,,,1.0,18.0,0.0,,,,94.0,3.0,3.0,6.0,,,3.0,,,5.0,62.0,293.0,9.0,7.0,225.0,33.0,21.0,13.0,3.0,17.0,14.0,,,105.0,7.0,195.0,1.0,1.0,24.0,8.0,62.0,1.0,403.0,,0.0,9.0,19.0,2.0,14.0,1.0,586.0,13.0,9.0,5.0,4.0,10.0,0.0
2444485,2.0,2024-08-25 16:30:00,94,Brentford,Away,199.0,15.0,1.0,4.0,3.0,2.0,1.0,103.0,2.0,1.0,3.0,3.0,5.0,25.0,298.0,,,17.0,6.0,8.0,4.0,1.0,3.0,,,,,,,,,3.0,,,,,2.0,3.0,17.0,2.0,4.0,4.0,,58.0,50.0,2.0,2.0,,,4.0,3.0,8.0,,,4.0,6.0,1.0,,4.0,3.0,38.0,34.0,,16.0,10.0,,,,,,,,36.0,7.0,10.0,,1.0,1.0,,132.0,,,,,,,4.0,,,,,,,,,10.0,,5.0,5.0,2.0,3.0,78.0,38.0,23.0,9.0,,1.0,4.0,2.0,344.0,,,7.0,2.0,,50.0,37.0,17.0,,,,,111.0,111.0,4.0,22.0,16.0,37.9,,,,1.0,17.0,0.0,,,,96.0,6.0,,6.0,,,3.0,,,4.0,57.0,284.0,4.0,5.0,225.0,20.0,16.0,19.0,2.0,10.0,8.0,,,83.0,2.0,149.0,,1.0,15.0,5.0,47.0,2.0,364.0,,0.0,8.0,10.0,,20.0,3.0,523.0,10.0,15.0,6.0,4.0,6.0,0.0
2444491,3.0,2024-08-31 15:00:00,94,Brentford,Home,154.0,23.0,,2.0,2.0,1.0,,158.0,4.0,,3.0,3.0,7.0,23.0,310.0,1.0,1.0,16.0,3.0,9.0,14.0,1.0,,,,,,,,,,18.0,,,,1.0,1.0,5.0,9.0,9.0,15.0,5.0,,61.0,47.0,3.0,3.0,3.0,5.0,11.0,6.0,7.0,,,2.0,7.0,5.0,,10.0,1.0,35.0,39.0,5.0,19.0,9.0,,,,,,,,43.0,10.0,7.0,3.0,2.0,,,122.0,1.0,,1.0,1.0,,,4.0,,,2.0,,,,,,9.0,1.0,11.0,11.0,1.0,4.0,90.0,38.0,25.0,8.0,,6.0,10.0,7.0,341.0,,,5.0,2.0,,57.0,38.0,25.0,,,,,96.0,96.0,11.0,15.0,14.0,36.6,1.0,,,,14.0,0.0,,,,85.0,3.0,2.0,5.0,,,7.0,,,4.0,102.0,294.0,11.0,16.0,164.0,29.0,19.0,11.0,1.0,13.0,12.0,109808.82,,127.0,6.0,207.0,,,10.0,7.0,34.0,1.0,358.0,1.0,0.0,20.0,17.0,2.0,22.0,2.0,553.0,42.0,12.0,6.0,2.0,13.0,0.0
2444506,4.0,2024-09-14 15:00:00,94,Brentford,Away,291.0,26.0,2.0,6.0,4.0,1.0,1.0,113.0,6.0,1.0,2.0,9.0,7.0,29.0,398.0,,1.0,8.0,6.0,11.0,4.0,2.0,2.0,,,,,,,,,3.0,,,,,2.0,3.0,10.0,8.0,6.0,2.0,,84.0,41.0,,,1.0,3.0,9.0,1.0,3.0,,,3.0,6.0,2.0,,6.0,3.0,24.0,42.0,3.0,22.0,6.0,1.0,,,,,,,36.0,3.0,8.0,1.0,,1.0,,145.0,,,,,,,6.0,,,1.0,1.0,,,,,6.0,1.0,9.0,9.0,3.0,2.0,122.0,46.0,26.0,12.0,,1.0,5.0,5.0,450.0,,,4.0,,,22.0,43.0,20.0,,,,,105.0,105.0,2.0,19.0,11.0,46.2,,3.0,,1.0,18.0,0.0,,,,117.0,3.0,2.0,5.0,1.0,,2.0,,,4.0,55.0,382.0,9.0,6.0,323.0,37.0,22.0,9.0,3.0,12.0,9.0,110033.56,,80.0,5.0,157.0,2.0,1.0,27.0,8.0,60.0,1.0,468.0,,0.0,8.0,20.0,4.0,9.0,1.0,627.0,20.0,15.0,3.0,3.0,15.0,0.0
2444518,5.0,2024-09-21 15:00:00,94,Brentford,Away,271.0,19.0,,1.0,1.0,,,123.0,9.0,1.0,4.0,5.0,4.0,37.0,393.0,,,13.0,13.0,7.0,5.0,,1.0,,,,,,,,,5.0,,,,,,5.0,19.0,4.0,5.0,1.0,,86.0,65.0,2.0,2.0,,1.0,17.0,,11.0,1.0,,4.0,4.0,4.0,,10.0,1.0,50.0,53.0,1.0,26.0,10.0,1.0,2.0,,,,,,47.0,9.0,11.0,1.0,1.0,1.0,,167.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,10.0,,11.0,11.0,1.0,4.0,123.0,49.0,22.0,9.0,,,6.0,6.0,463.0,,,10.0,1.0,,54.0,43.0,27.0,,,,,141.0,141.0,7.0,30.0,17.0,52.0,,3.0,,,24.0,0.0,,,,113.0,6.0,1.0,6.0,,,,,,4.0,72.0,375.0,17.0,6.0,306.0,38.0,26.0,16.0,3.0,12.0,9.0,113582.12,,115.0,1.0,195.0,1.0,1.0,26.0,4.0,75.0,2.0,489.0,,0.0,6.0,27.0,1.0,16.0,1.0,696.0,18.0,10.0,8.0,4.0,16.0,0.0
2444522,6.0,2024-09-28 15:00:00,94,Brentford,Home,219.0,19.0,,5.0,5.0,2.0,1.0,211.0,11.0,,3.0,3.0,9.0,23.0,425.0,,,15.0,17.0,18.0,3.0,,,,,1.0,,,,,,6.0,,,,,1.0,,11.0,8.0,4.0,4.0,,92.0,44.0,1.0,1.0,,,7.0,3.0,10.0,,,7.0,10.0,10.0,,8.0,1.0,46.0,53.0,,20.0,10.0,,,,,,,,69.0,2.0,8.0,1.0,4.0,4.0,1.0,185.0,1.0,,1.0,1.0,,,13.0,,,1.0,1.0,,,,,10.0,,10.0,10.0,,3.0,127.0,67.0,39.0,7.0,,1.0,3.0,3.0,501.0,,,5.0,3.0,,82.0,74.0,39.0,,,,,167.0,167.0,5.0,16.0,18.0,57.2,,2.0,,1.0,18.0,0.0,,,,124.0,2.0,,2.0,1.0,,2.0,,,2.0,111.0,401.0,7.0,4.0,248.0,35.0,20.0,13.0,4.0,28.0,24.0,112353.09,,162.0,3.0,308.0,1.0,,24.0,10.0,56.0,1.0,528.0,,0.0,8.0,25.0,,18.0,2.0,729.0,22.0,17.0,4.0,7.0,15.0,0.0
2444532,7.0,2024-10-05 15:00:00,94,Brentford,Home,145.0,20.0,6.0,13.0,7.0,1.0,,151.0,8.0,,2.0,9.0,8.0,28.0,283.0,,1.0,10.0,20.0,22.0,6.0,5.0,7.0,2.0,1.0,1.0,,,,,1.0,9.0,1.0,,,,,5.0,10.0,7.0,14.0,5.0,,60.0,54.0,6.0,4.0,4.0,,9.0,3.0,2.0,,1.0,10.0,11.0,6.0,2.0,9.0,1.0,48.0,52.0,,32.0,19.0,,,,,,,,51.0,9.0,9.0,,2.0,,1.0,148.0,3.0,1.0,3.0,2.0,1.0,,10.0,,,3.0,1.0,,,,,19.0,,6.0,6.0,3.0,2.0,83.0,53.0,26.0,3.0,2.0,2.0,12.0,12.0,343.0,,,4.0,,,45.0,52.0,35.0,,,,1.0,134.0,134.0,8.0,15.0,24.0,44.0,,,,1.0,14.0,0.0,,,,74.0,1.0,2.0,3.0,,2.0,4.0,2.0,1.0,4.0,88.0,264.0,9.0,14.0,172.0,28.0,32.0,13.0,10.0,27.0,17.0,111684.73,2.0,126.0,7.0,220.0,1.0,,29.0,9.0,57.0,5.0,365.0,,0.0,19.0,16.0,2.0,11.0,2.0,569.0,46.0,15.0,5.0,10.0,8.0,0.0
2444544,8.0,2024-10-19 15:00:00,94,Brentford,Away,231.0,19.0,1.0,5.0,4.0,,1.0,186.0,7.0,1.0,6.0,3.0,7.0,19.0,412.0,,1.0,12.0,23.0,18.0,5.0,,1.0,,,1.0,,,,,,4.0,,,,,,4.0,13.0,10.0,6.0,2.0,,85.0,59.0,2.0,1.0,1.0,,8.0,2.0,5.0,,,2.0,4.0,6.0,1.0,13.0,5.0,57.0,49.0,,31.0,13.0,,,,,,,,54.0,5.0,4.0,,2.0,1.0,1.0,153.0,1.0,1.0,1.0,,1.0,,8.0,,,,,,,,,13.0,,10.0,10.0,3.0,6.0,122.0,57.0,41.0,9.0,,3.0,3.0,2.0,469.0,,,6.0,,,50.0,65.0,26.0,,,,,131.0,131.0,3.0,27.0,22.0,49.6,,3.0,,1.0,13.0,0.0,,,,124.0,5.0,4.0,9.0,,,4.0,,,4.0,76.0,400.0,8.0,7.0,253.0,36.0,31.0,24.0,2.0,13.0,11.0,,,115.0,6.0,244.0,,1.0,17.0,7.0,46.0,3.0,484.0,,0.0,8.0,15.0,2.0,16.0,2.0,690.0,14.0,19.0,12.0,2.0,11.0,0.0
2444552,9.0,2024-10-26 15:00:00,94,Brentford,Home,291.0,17.0,3.0,8.0,5.0,,,185.0,8.0,1.0,4.0,,7.0,21.0,468.0,1.0,1.0,19.0,14.0,26.0,12.0,2.0,1.0,,1.0,1.0,,,,,2.0,14.0,1.0,,,,,5.0,8.0,3.0,14.0,6.0,,74.0,43.0,6.0,4.0,3.0,2.0,7.0,6.0,3.0,,1.0,4.0,8.0,14.0,,4.0,,37.0,48.0,2.0,31.0,17.0,,2.0,,,,,,68.0,7.0,10.0,2.0,2.0,,1.0,178.0,3.0,,2.0,3.0,,,8.0,,,3.0,1.0,,,,,17.0,,4.0,4.0,,4.0,151.0,69.0,48.0,5.0,2.0,4.0,13.0,9.0,533.0,,,,,,40.0,95.0,41.0,,,,1.0,137.0,137.0,2.0,17.0,19.0,64.9,,,3.0,,15.0,0.0,,,,152.0,2.0,,2.0,1.0,,5.0,1.0,,3.0,85.0,448.0,7.0,17.0,318.0,30.0,31.0,14.0,4.0,26.0,22.0,,,131.0,6.0,263.0,1.0,1.0,15.0,7.0,48.0,2.0,555.0,1.0,0.0,20.0,8.0,1.0,25.0,0.0,739.0,31.0,11.0,5.0,5.0,6.0,0.0
2444561,10.0,2024-11-04 20:00:00,94,Brentford,Away,118.0,11.0,,1.0,1.0,3.0,,110.0,9.0,,3.0,8.0,6.0,19.0,227.0,1.0,,6.0,17.0,23.0,3.0,,,,,,,,,,,5.0,,,,,,6.0,16.0,10.0,3.0,2.0,,60.0,54.0,1.0,1.0,,2.0,7.0,2.0,12.0,,,3.0,3.0,,,9.0,3.0,53.0,49.0,2.0,38.0,20.0,,,,,,,,59.0,10.0,3.0,,,,,147.0,1.0,,,1.0,,,11.0,,,1.0,2.0,,,,,20.0,,12.0,12.0,4.0,3.0,51.0,60.0,25.0,11.0,1.0,1.0,3.0,2.0,297.0,,,10.0,,,35.0,44.0,17.0,,,,,133.0,133.0,5.0,21.0,14.0,32.4,,3.0,,1.0,13.0,0.0,,,,63.0,5.0,5.0,10.0,,,1.0,,,5.0,51.0,213.0,7.0,4.0,144.0,22.0,38.0,13.0,3.0,6.0,3.0,,,95.0,7.0,183.0,2.0,,41.0,7.0,67.0,,321.0,2.0,0.0,5.0,16.0,1.0,8.0,1.0,504.0,9.0,17.0,7.0,3.0,12.0,0.0
