matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickTotal,attObxdLeft,attOpenplay,attPenGoal,attPenPost,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2645196,1,2026-08-22 17:30:00,94,Brentford,Home,168.0,24.0,6.0,11.0,5.0,2.0,1.0,139.0,6.0,,3.0,9.0,7.0,25.0,296.0,2.0,1.0,7.0,13.0,23.0,12.0,6.0,9.0,1.0,0.0,1.0,1.0,12.0,0.0,1.0,1.0,1.0,8.0,4.0,5.0,20.0,6.0,55.0,61.0,2.0,3.0,3.0,,6.0,7.0,12.0,,,7.0,8.0,6.0,2.0,9.0,1.0,59.0,62.0,,16.0,8.0,,1.90377,3.8741,0.036,3.1213,0.6078,46.0,17.0,14.0,3.0,1.0,1.0,130.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,8.0,1.0,16.0,16.0,2.0,0.0,3.0,93.0,50.0,29.0,3.0,1.0,8.0,11.0,8.0,337.0,2.0,1.0,0.0,48.0,31.0,35.0,,,,1.0,118.0,118.0,10.0,28.0,19.0,40.2,1.0,,,14.0,0.0,82.0,3.0,1.0,4.0,1.0,1.0,11.0,2.0,0.0,5.0,74.0,277.0,6.0,19.0,181.0,30.0,16.0,15.0,6.0,21.0,15.0,1.0,106.0,4.0,200.0,1.0,,24.0,7.0,48.0,3.0,360.0,2.0,0.0,26.0,19.0,2.0,11.0,1.0,561.0,39.0,18.0,0.0,6.0,7.0,10.0,0.0
2645210,2,2026-08-30 14:00:00,94,Brentford,Away,148.0,8.0,2.0,9.0,7.0,1.0,,194.0,6.0,1.0,3.0,6.0,13.0,13.0,333.0,,,15.0,21.0,18.0,13.0,2.0,4.0,,0.0,,,14.0,0.0,,,1.0,5.0,6.0,6.0,17.0,5.0,53.0,48.0,1.0,2.0,,2.0,8.0,11.0,9.0,,,6.0,14.0,9.0,0.0,14.0,1.0,62.0,52.0,2.0,38.0,24.0,,0.854127,1.6734,,0.8126,1.1697,66.0,13.0,5.0,2.0,2.0,,165.0,1.0,1.0,1.0,7.0,1.0,1.0,,24.0,,10.0,10.0,2.0,0.0,3.0,95.0,61.0,29.0,5.0,1.0,4.0,12.0,5.0,410.0,6.0,2.0,0.0,59.0,54.0,48.0,,,,,156.0,156.0,4.0,21.0,20.0,53.4,,2.0,1.0,13.0,0.0,112.0,,1.0,1.0,,,6.0,2.0,0.0,5.0,101.0,320.0,8.0,16.0,165.0,26.0,38.0,15.0,5.0,30.0,25.0,,152.0,7.0,290.0,1.0,1.0,26.0,13.0,48.0,,425.0,1.0,0.0,22.0,19.0,,22.0,4.0,671.0,40.0,15.0,0.0,10.0,6.0,14.0,0.0
2645216,3,2026-09-05 15:00:00,94,Brentford,Home,146.0,15.0,1.0,4.0,3.0,1.0,,145.0,5.0,1.0,3.0,8.0,4.0,22.0,287.0,,,16.0,28.0,26.0,6.0,1.0,3.0,,0.0,,,6.0,0.0,,,1.0,6.0,10.0,4.0,7.0,5.0,53.0,45.0,2.0,2.0,1.0,,11.0,4.0,7.0,1.0,1.0,4.0,7.0,8.0,0.0,4.0,2.0,73.0,50.0,,32.0,20.0,1.0,0.873103,1.2073,,1.0749,0.8933,55.0,19.0,9.0,1.0,1.0,,153.0,,,,7.0,1.0,2.0,,20.0,,8.0,8.0,,0.0,3.0,80.0,64.0,35.0,3.0,1.0,4.0,3.0,2.0,349.0,4.0,3.0,0.0,67.0,31.0,34.0,1.0,1.0,1.0,,144.0,144.0,3.0,20.0,17.0,49.2,,2.0,1.0,20.0,0.0,85.0,3.0,1.0,2.0,1.0,,6.0,1.0,0.0,5.0,83.0,272.0,11.0,7.0,169.0,32.0,32.0,21.0,3.0,19.0,16.0,,120.0,3.0,221.0,2.0,1.0,23.0,5.0,49.0,,371.0,,0.0,12.0,10.0,,22.0,3.0,570.0,22.0,17.0,0.0,6.0,4.0,6.0,0.0
