matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561898,1.0,2025-08-17 14:00:00,94,Brentford,Away,194.0,4.0,2.0,3.0,1.0,1.0,,80.0,4.0,1.0,11.0,4.0,3.0,14.0,271.0,1.0,,12.0,20.0,16.0,4.0,3.0,1.0,,0.0,,,,,,,,,,5.0,1.0,,,,,,8.0,6.0,5.0,7.0,3.0,,48.0,52.0,,,1.0,2.0,8.0,3.0,9.0,,,5.0,7.0,4.0,0.0,5.0,,53.0,48.0,2.0,27.0,11.0,1.0,,0.264241,1.4922,,1.4701,2.4317,47.0,15.0,5.0,1.0,,2.0,1.0,,135.0,,,,,,,5.0,,,0.0,,,,,,11.0,,5.0,5.0,1.0,0.0,11.0,79.0,60.0,31.0,5.0,0.0,2.0,5.0,3.0,329.0,,,2.0,2.0,0.0,45.0,33.0,20.0,,,,,1.0,126.0,126.0,1.0,24.0,16.0,45.6,,,,3.0,16.0,0.0,,,,84.0,,2.0,2.0,,,4.0,,0.0,4.0,35.0,260.0,8.0,7.0,214.0,11.0,27.0,14.0,4.0,16.0,12.0,108721.34,,68.0,4.0,148.0,,1.0,24.0,3.0,44.0,,346.0,1.0,0.0,10.0,20.0,,19.0,2.0,533.0,19.0,17.0,0.0,7.0,5.0,6.0,0.0
2561907,2.0,2025-08-23 15:00:00,94,Brentford,Home,64.0,12.0,1.0,5.0,4.0,1.0,,69.0,4.0,,2.0,10.0,5.0,23.0,128.0,,1.0,3.0,21.0,17.0,4.0,1.0,3.0,1.0,0.0,,,,,,,,,1.0,4.0,0.0,,,,,,5.0,12.0,5.0,8.0,1.0,,26.0,54.0,1.0,1.0,1.0,5.0,12.0,3.0,8.0,,,2.0,4.0,3.0,0.0,7.0,,52.0,62.0,5.0,45.0,26.0,,,0.353912,1.2127,,1.3602,0.1324,38.0,11.0,9.0,,,2.0,2.0,,89.0,,,,,,,7.0,,,1.0,1.0,,,,,26.0,,11.0,11.0,2.0,0.0,2.0,35.0,51.0,25.0,9.0,1.0,2.0,3.0,2.0,160.0,,,8.0,1.0,0.0,24.0,29.0,19.0,,,,,,98.0,98.0,3.0,21.0,23.0,23.6,,,,1.0,13.0,0.0,,,,28.0,,2.0,2.0,,1.0,4.0,1.0,0.0,5.0,31.0,118.0,12.0,5.0,70.0,19.0,45.0,15.0,2.0,11.0,9.0,109490.39,1.0,59.0,5.0,119.0,1.0,,20.0,5.0,48.0,1.0,178.0,,0.0,9.0,28.0,3.0,13.0,1.0,396.0,25.0,16.0,0.0,8.0,2.0,15.0,0.0
2561922,3.0,2025-08-30 15:00:00,94,Brentford,Away,174.0,5.0,2.0,6.0,4.0,5.0,,115.0,5.0,,2.0,6.0,4.0,17.0,283.0,,1.0,9.0,24.0,22.0,2.0,1.0,2.0,,0.0,,,,,,,,,,3.0,0.0,1.0,,,,1.0,4.0,9.0,3.0,5.0,2.0,,59.0,35.0,1.0,1.0,1.0,,7.0,1.0,4.0,,1.0,4.0,7.0,6.0,0.0,14.0,,65.0,49.0,,34.0,24.0,,,0.816688,1.1977,,1.45,1.0843,44.0,12.0,10.0,1.0,,1.0,,,131.0,1.0,,1.0,1.0,,,13.0,,,1.0,,,,,2.0,24.0,,4.0,4.0,,0.0,2.0,81.0,53.0,22.0,3.0,0.0,2.0,2.0,4.0,328.0,,,3.0,,0.0,35.0,49.0,21.0,1.0,1.0,1.0,,1.0,130.0,130.0,,22.0,9.0,45.9,,3.0,,1.0,11.0,0.0,,,,83.0,1.0,,1.0,1.0,,2.0,,0.0,3.0,47.0,269.0,7.0,4.0,194.0,17.0,34.0,22.0,3.0,16.0,13.0,107948.14,,79.0,10.0,176.0,1.0,,21.0,5.0,46.0,3.0,354.0,,0.0,7.0,9.0,1.0,16.0,2.0,541.0,14.0,11.0,0.0,8.0,4.0,7.0,0.0
2561927,4.0,2025-09-13 20:00:00,94,Brentford,Home,128.0,21.0,2.0,6.0,4.0,1.0,1.0,93.0,3.0,1.0,6.0,8.0,3.0,28.0,215.0,,,9.0,14.0,7.0,4.0,1.0,3.0,2.0,0.0,,,,,,,,,,3.0,0.0,,,,,1.0,3.0,10.0,6.0,7.0,,,43.0,39.0,1.0,,1.0,,6.0,1.0,4.0,,,5.0,9.0,4.0,0.0,6.0,2.0,46.0,44.0,,33.0,11.0,,1.0,0.805632,1.4263,,2.2957,2.2305,35.0,13.0,9.0,1.0,,1.0,1.0,,106.0,2.0,,2.0,1.0,1.0,1.0,7.0,,,1.0,,,,,,11.0,,6.0,6.0,1.0,0.0,7.0,74.0,54.0,27.0,6.0,0.0,2.0,5.0,4.0,259.0,,,7.0,,0.0,36.0,37.0,24.0,,,,,,115.0,115.0,4.0,20.0,6.0,34.3,,2.0,1.0,1.0,8.0,0.0,,,,61.0,3.0,1.0,4.0,,2.0,2.0,,1.0,5.0,43.0,197.0,6.0,7.0,144.0,33.0,33.0,20.0,4.0,18.0,14.0,109996.83,3.0,70.0,9.0,158.0,,1.0,20.0,3.0,50.0,,284.0,,0.0,7.0,17.0,1.0,15.0,3.0,480.0,20.0,12.0,0.0,11.0,5.0,10.0,0.0
2561939,5.0,2025-09-20 20:00:00,94,Brentford,Away,217.0,12.0,1.0,2.0,2.0,1.0,,109.0,4.0,,3.0,2.0,4.0,17.0,324.0,1.0,,13.0,15.0,10.0,2.0,2.0,,,0.0,,,,,1.0,,,,,4.0,0.0,,,,,,5.0,9.0,6.0,8.0,,,58.0,38.0,,,1.0,,10.0,3.0,8.0,,,10.0,7.0,4.0,0.0,10.0,,54.0,36.0,,18.0,5.0,,,0.371122,0.6027,,0.8847,0.8459,46.0,13.0,10.0,,,1.0,1.0,,134.0,,,,,,,6.0,,,1.0,,,,,,5.0,,5.0,5.0,,0.0,3.0,114.0,62.0,35.0,2.0,1.0,2.0,2.0,3.0,375.0,,,5.0,,1.0,54.0,52.0,34.0,,,,,,144.0,144.0,4.0,15.0,15.0,47.0,,3.0,,1.0,20.0,0.0,,,,92.0,1.0,,2.0,1.0,,2.0,,0.0,5.0,51.0,307.0,10.0,4.0,232.0,24.0,18.0,13.0,9.0,21.0,12.0,113236.08,,89.0,2.0,187.0,,,19.0,4.0,46.0,2.0,398.0,1.0,0.0,8.0,13.0,,23.0,1.0,588.0,17.0,20.0,0.0,4.0,10.0,6.0,0.0
2561946,6.0,2025-09-27 12:30:00,94,Brentford,Home,136.0,14.0,2.0,7.0,5.0,4.0,4.0,145.0,7.0,,4.0,9.0,8.0,21.0,274.0,1.0,1.0,14.0,19.0,22.0,5.0,1.0,2.0,2.0,0.0,,,,,,,,,,6.0,0.0,,,,,2.0,7.0,9.0,5.0,7.0,3.0,,59.0,41.0,5.0,4.0,2.0,1.0,15.0,1.0,2.0,,1.0,4.0,4.0,1.0,0.0,8.0,3.0,51.0,52.0,1.0,24.0,12.0,,,1.28302,2.0213,,3.0263,2.4251,61.0,14.0,10.0,2.0,,5.0,5.0,,132.0,2.0,,1.0,2.0,,2.0,9.0,,,3.0,2.0,,,,,12.0,,7.0,7.0,1.0,0.0,4.0,80.0,67.0,33.0,2.0,0.0,1.0,7.0,8.0,342.0,,,4.0,3.0,0.0,49.0,69.0,29.0,,1.0,1.0,1.0,,143.0,143.0,2.0,16.0,18.0,44.2,,,,1.0,18.0,0.0,,,,88.0,3.0,2.0,5.0,,2.0,1.0,,1.0,5.0,61.0,262.0,15.0,8.0,157.0,31.0,24.0,14.0,4.0,14.0,10.0,111083.65,4.0,99.0,8.0,216.0,2.0,,25.0,10.0,50.0,2.0,359.0,1.0,0.0,10.0,14.0,1.0,22.0,2.0,554.0,23.0,22.0,0.0,6.0,4.0,8.0,0.0
2561958,7.0,2025-10-05 16:30:00,94,Brentford,Home,159.0,11.0,,2.0,2.0,1.0,,92.0,2.0,,9.0,6.0,3.0,17.0,249.0,,,7.0,17.0,8.0,4.0,,,1.0,0.0,,,,,,,,,1.0,3.0,0.0,,,,,,4.0,6.0,4.0,4.0,2.0,,63.0,42.0,,1.0,,1.0,8.0,2.0,10.0,,,3.0,6.0,6.0,0.0,7.0,1.0,51.0,31.0,1.0,14.0,7.0,,,0.205601,0.6952,,0.232,0.6512,44.0,10.0,5.0,,1.0,,,,99.0,,,,,,,3.0,,,0.0,2.0,,,,,7.0,,11.0,11.0,1.0,0.0,9.0,75.0,39.0,19.0,2.0,0.0,3.0,1.0,1.0,298.0,,,3.0,,0.0,28.0,41.0,19.0,,,,,,110.0,110.0,5.0,9.0,19.0,30.0,,,,,12.0,0.0,,,,74.0,2.0,1.0,3.0,,1.0,3.0,,0.0,5.0,42.0,239.0,8.0,4.0,180.0,25.0,14.0,9.0,2.0,14.0,12.0,112931.13,1.0,71.0,5.0,145.0,2.0,,22.0,3.0,45.0,1.0,311.0,,0.0,6.0,16.0,,16.0,3.0,466.0,8.0,11.0,0.0,2.0,3.0,10.0,0.0
2561974,8.0,2025-10-20 20:00:00,94,Brentford,Away,231.0,16.0,4.0,13.0,9.0,3.0,2.0,154.0,6.0,,5.0,6.0,13.0,23.0,372.0,2.0,1.0,17.0,15.0,36.0,13.0,5.0,4.0,3.0,0.0,,,,,,,,,,14.0,0.0,,2.0,,,1.0,3.0,2.0,5.0,20.0,2.0,,63.0,44.0,4.0,4.0,1.0,2.0,10.0,5.0,2.0,,1.0,10.0,9.0,4.0,0.0,4.0,1.0,43.0,62.0,2.0,26.0,14.0,,,1.7682,2.3733,,1.7499,0.2026,52.0,10.0,10.0,1.0,1.0,2.0,3.0,,165.0,2.0,,2.0,2.0,,,8.0,,,2.0,2.0,,,,,14.0,2.0,7.0,7.0,1.0,0.0,5.0,111.0,60.0,33.0,6.0,0.0,10.0,10.0,7.0,429.0,,,3.0,1.0,0.0,52.0,52.0,48.0,,,,,,132.0,132.0,3.0,19.0,17.0,56.3,2.0,,,,16.0,0.0,,,,112.0,,1.0,1.0,1.0,3.0,10.0,,1.0,3.0,81.0,352.0,10.0,20.0,246.0,29.0,26.0,18.0,8.0,24.0,16.0,113095.79,3.0,121.0,11.0,229.0,2.0,,22.0,13.0,48.0,2.0,451.0,3.0,0.0,22.0,11.0,2.0,23.0,1.0,654.0,42.0,16.0,0.0,6.0,10.0,8.0,0.0
2561978,9.0,2025-10-25 20:00:00,94,Brentford,Home,98.0,14.0,1.0,6.0,5.0,4.0,,109.0,5.0,1.0,5.0,6.0,7.0,22.0,201.0,,1.0,13.0,26.0,27.0,10.0,,,1.0,0.0,,,,,,,,,2.0,12.0,1.0,,,,,,4.0,12.0,6.0,12.0,5.0,,50.0,58.0,5.0,4.0,3.0,,2.0,2.0,9.0,,1.0,5.0,11.0,4.0,0.0,8.0,1.0,63.0,59.0,,35.0,17.0,1.0,,1.08898,2.7526,,2.4917,2.0593,50.0,7.0,10.0,1.0,,1.0,,,132.0,1.0,,1.0,1.0,,1.0,7.0,,,1.0,,,,,,17.0,,14.0,14.0,1.0,0.0,5.0,50.0,55.0,21.0,4.0,2.0,4.0,7.0,8.0,265.0,,,6.0,2.0,0.0,46.0,39.0,34.0,,,,,1.0,148.0,148.0,4.0,21.0,23.0,33.7,,,,,7.0,0.0,,,,56.0,1.0,2.0,3.0,1.0,1.0,7.0,,0.0,5.0,61.0,186.0,2.0,11.0,116.0,25.0,35.0,20.0,4.0,19.0,15.0,120226.54,2.0,109.0,10.0,191.0,,1.0,34.0,8.0,64.0,2.0,288.0,1.0,0.0,17.0,15.0,3.0,23.0,3.0,514.0,34.0,13.0,0.0,7.0,5.0,9.0,0.0
2561987,10.0,2025-11-01 15:00:00,94,Brentford,Away,243.0,14.0,1.0,1.0,,2.0,,150.0,4.0,,8.0,6.0,7.0,27.0,392.0,,,16.0,16.0,25.0,3.0,,1.0,1.0,0.0,1.0,,,1.0,1.0,,,,,3.0,0.0,,,,,,5.0,7.0,4.0,2.0,4.0,,76.0,60.0,1.0,1.0,,1.0,3.0,2.0,2.0,,,5.0,8.0,4.0,0.0,6.0,,42.0,53.0,1.0,38.0,22.0,,1.0,0.454923,0.5368,0.1681,0.7742,0.8182,66.0,11.0,6.0,,1.0,2.0,,1.0,153.0,,,,,,,5.0,,,0.0,3.0,,,,1.0,22.0,,4.0,4.0,1.0,0.0,8.0,131.0,73.0,32.0,6.0,0.0,,3.0,2.0,478.0,,,4.0,1.0,1.0,58.0,58.0,32.0,,,,,,147.0,147.0,3.0,22.0,24.0,64.3,,,,,10.0,0.0,,,,133.0,1.0,1.0,2.0,1.0,1.0,2.0,,0.0,5.0,64.0,381.0,3.0,3.0,273.0,35.0,38.0,13.0,5.0,17.0,12.0,107213.1,1.0,116.0,7.0,237.0,3.0,,24.0,9.0,68.0,3.0,493.0,,0.0,6.0,16.0,,19.0,3.0,680.0,16.0,9.0,0.0,6.0,5.0,11.0,0.0
