matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561996,11.0,2025-11-09 14:00:00,94,Brentford,Home,160.0,14.0,1.0,5.0,4.0,1.0,2.0,166.0,2.0,,2.0,10.0,7.0,28.0,321.0,,,16.0,14.0,19.0,7.0,2.0,1.0,1.0,0.0,,,,,,,,,1.0,7.0,1.0,,,,,3.0,3.0,2.0,3.0,13.0,2.0,,60.0,55.0,1.0,1.0,3.0,,6.0,4.0,7.0,,,6.0,6.0,1.0,0.0,5.0,,39.0,53.0,,16.0,7.0,,,0.798006,2.3545,,2.7499,0.2155,64.0,10.0,13.0,2.0,,4.0,4.0,,158.0,,,,,,,6.0,,,1.0,,,,,,7.0,,10.0,10.0,1.0,0.0,2.0,98.0,64.0,29.0,2.0,1.0,3.0,6.0,7.0,406.0,,,1.0,2.0,0.0,49.0,64.0,41.0,,,,,1.0,151.0,151.0,4.0,24.0,25.0,48.8,,,3.0,1.0,16.0,0.0,,,,107.0,,,,2.0,1.0,4.0,1.0,0.0,4.0,74.0,309.0,6.0,9.0,180.0,29.0,16.0,11.0,5.0,16.0,11.0,113600.24,1.0,128.0,5.0,259.0,,,29.0,9.0,61.0,2.0,423.0,,0.0,15.0,17.0,,26.0,2.0,599.0,35.0,14.0,0.0,6.0,6.0,12.0,0.0
2562007,12.0,2025-11-22 15:00:00,94,Brentford,Away,147.0,11.0,1.0,3.0,2.0,1.0,1.0,90.0,5.0,,3.0,8.0,3.0,18.0,234.0,,,9.0,14.0,9.0,3.0,2.0,2.0,,0.0,,,,,,,,,,4.0,1.0,1.0,,,,2.0,5.0,8.0,6.0,7.0,3.0,,48.0,56.0,1.0,2.0,1.0,1.0,11.0,1.0,10.0,,,4.0,3.0,4.0,0.0,11.0,1.0,55.0,48.0,1.0,29.0,18.0,,,0.553784,1.9076,,1.8275,1.6043,42.0,9.0,10.0,1.0,,5.0,3.0,,125.0,,,,,,,12.0,,,0.0,,,,,,18.0,,13.0,13.0,,0.0,4.0,68.0,64.0,34.0,7.0,0.0,3.0,2.0,4.0,292.0,,,1.0,1.0,0.0,21.0,35.0,20.0,,,,,2.0,137.0,137.0,3.0,26.0,19.0,35.8,,3.0,,,15.0,0.0,,,,73.0,2.0,1.0,3.0,1.0,,5.0,,0.0,4.0,35.0,221.0,11.0,5.0,168.0,20.0,29.0,21.0,4.0,14.0,10.0,113525.0,,70.0,4.0,160.0,1.0,,27.0,3.0,51.0,1.0,314.0,,0.0,10.0,20.0,,11.0,2.0,512.0,25.0,18.0,0.0,9.0,4.0,8.0,0.0
2562016,13.0,2025-11-29 15:00:00,94,Brentford,Home,156.0,12.0,2.0,5.0,3.0,3.0,,170.0,1.0,1.0,6.0,6.0,8.0,19.0,321.0,1.0,1.0,15.0,16.0,30.0,7.0,2.0,3.0,3.0,0.0,,,,,,,,,1.0,8.0,1.0,,,,,,3.0,2.0,4.0,11.0,3.0,,56.0,58.0,3.0,3.0,3.0,2.0,11.0,1.0,2.0,,,5.0,10.0,7.0,0.0,16.0,1.0,51.0,52.0,2.0,51.0,39.0,,,0.806172,3.0628,,2.1461,0.9567,71.0,7.0,6.0,2.0,,3.0,2.0,,151.0,1.0,,1.0,1.0,,1.0,1.0,,,2.0,1.0,,,,,39.0,,11.0,11.0,2.0,0.0,6.0,94.0,64.0,39.0,6.0,1.0,7.0,3.0,4.0,398.0,,,3.0,1.0,0.0,49.0,65.0,40.0,1.0,1.0,1.0,,1.0,156.0,156.0,8.0,15.0,27.0,52.1,,,,,19.0,0.0,,,,105.0,,1.0,1.0,1.0,3.0,9.0,,0.0,4.0,73.0,316.0,11.0,10.0,175.0,28.0,51.0,17.0,5.0,24.0,19.0,109395.01,4.0,123.0,8.0,255.0,1.0,1.0,17.0,8.0,42.0,3.0,406.0,1.0,0.0,14.0,9.0,3.0,23.0,0.0,633.0,35.0,15.0,0.0,7.0,5.0,8.0,0.0
2562026,14.0,2025-12-03 19:30:00,94,Brentford,Away,154.0,17.0,2.0,3.0,1.0,,,104.0,7.0,2.0,2.0,6.0,3.0,28.0,255.0,,,7.0,16.0,20.0,2.0,2.0,4.0,,0.0,,,,,,,,,,2.0,0.0,,,,,,1.0,10.0,5.0,5.0,1.0,,60.0,48.0,1.0,1.0,,,7.0,3.0,7.0,,,8.0,1.0,3.0,0.0,13.0,5.0,57.0,51.0,,34.0,23.0,1.0,,0.315198,0.3483,,0.1405,1.2808,55.0,9.0,7.0,,,,,,125.0,,,,,,,8.0,,,0.0,,,,,1.0,23.0,1.0,10.0,10.0,1.0,0.0,2.0,70.0,59.0,25.0,4.0,0.0,2.0,2.0,1.0,315.0,,,4.0,,0.0,24.0,43.0,29.0,,,,,,138.0,138.0,,26.0,20.0,38.1,1.0,,,,11.0,0.0,,,,78.0,3.0,2.0,5.0,2.0,,2.0,,0.0,5.0,44.0,242.0,7.0,4.0,177.0,35.0,34.0,18.0,8.0,12.0,4.0,116176.19,,81.0,9.0,168.0,,2.0,24.0,3.0,65.0,,333.0,1.0,0.0,6.0,19.0,1.0,14.0,1.0,522.0,13.0,18.0,0.0,5.0,8.0,12.0,0.0
2562043,15.0,2025-12-06 15:00:00,94,Brentford,Away,144.0,10.0,1.0,2.0,1.0,1.0,,139.0,6.0,2.0,5.0,5.0,3.0,17.0,281.0,,1.0,12.0,16.0,18.0,3.0,1.0,1.0,1.0,0.0,,,,,,,,,,3.0,0.0,,,,,,4.0,9.0,6.0,3.0,1.0,,50.0,48.0,1.0,1.0,,2.0,5.0,1.0,8.0,,,6.0,6.0,5.0,0.0,9.0,1.0,50.0,58.0,2.0,34.0,16.0,1.0,2.0,0.588236,0.2869,,0.4459,2.8873,50.0,9.0,8.0,,,,1.0,,113.0,,,,,,,10.0,,,0.0,,,,,,16.0,,7.0,7.0,3.0,0.0,5.0,106.0,57.0,27.0,7.0,0.0,1.0,2.0,1.0,333.0,,,3.0,1.0,0.0,56.0,38.0,33.0,,,,,,133.0,133.0,3.0,21.0,19.0,46.7,,,,4.0,11.0,0.0,,,,86.0,3.0,2.0,5.0,1.0,1.0,2.0,,0.0,5.0,60.0,266.0,5.0,3.0,158.0,21.0,34.0,16.0,6.0,18.0,12.0,111722.18,1.0,100.0,4.0,215.0,,2.0,18.0,3.0,42.0,1.0,355.0,,0.0,4.0,24.0,1.0,15.0,4.0,559.0,16.0,21.0,0.0,8.0,6.0,16.0,0.0
2562046,16.0,2025-12-14 16:30:00,94,Brentford,Home,218.0,15.0,,1.0,1.0,2.0,,186.0,3.0,,2.0,9.0,13.0,33.0,403.0,,,17.0,26.0,31.0,3.0,1.0,,,0.0,,,,,,,,,,4.0,0.0,,,,,,3.0,11.0,7.0,4.0,3.0,,72.0,42.0,,,1.0,1.0,2.0,1.0,8.0,,1.0,,5.0,12.0,0.0,4.0,1.0,57.0,53.0,1.0,44.0,26.0,,,0.215228,0.72,,0.8401,1.6698,62.0,8.0,8.0,,,1.0,1.0,,158.0,,,,,,,8.0,,,1.0,,,,,,26.0,,8.0,8.0,1.0,0.0,2.0,130.0,83.0,43.0,3.0,1.0,2.0,2.0,2.0,479.0,,,7.0,1.0,0.0,52.0,87.0,32.0,,,,,1.0,155.0,155.0,2.0,23.0,14.0,56.9,,2.0,,2.0,5.0,0.0,,,,137.0,3.0,,3.0,,,4.0,,0.0,4.0,76.0,392.0,2.0,4.0,238.0,37.0,44.0,15.0,,18.0,18.0,113684.03,,117.0,10.0,277.0,,,35.0,13.0,77.0,2.0,497.0,1.0,0.0,7.0,12.0,,25.0,0.0,692.0,14.0,18.0,0.0,4.0,,9.0,0.0
2562064,17.0,2025-12-20 15:00:00,94,Brentford,Away,224.0,14.0,1.0,10.0,9.0,2.0,1.0,186.0,3.0,,1.0,3.0,6.0,20.0,400.0,,,13.0,16.0,19.0,3.0,,,1.0,0.0,,,,,,,,,,7.0,0.0,,,,,,7.0,6.0,3.0,7.0,,,83.0,53.0,4.0,2.0,2.0,,3.0,,7.0,,,4.0,11.0,4.0,0.0,7.0,1.0,53.0,47.0,,36.0,21.0,,2.0,1.70883,1.2798,,1.7271,0.9896,49.0,15.0,12.0,2.0,,2.0,3.0,,160.0,2.0,,2.0,2.0,,,5.0,,,2.0,,,,,,21.0,,16.0,16.0,1.0,0.0,1.0,129.0,67.0,37.0,3.0,0.0,1.0,4.0,6.0,464.0,,,6.0,2.0,0.0,67.0,60.0,39.0,,1.0,1.0,1.0,,138.0,138.0,,28.0,24.0,56.8,,,,1.0,11.0,0.0,,,,109.0,2.0,,2.0,,1.0,1.0,,0.0,1.0,63.0,387.0,3.0,5.0,244.0,33.0,36.0,13.0,4.0,22.0,18.0,112587.46,1.0,100.0,5.0,259.0,,,19.0,7.0,49.0,2.0,481.0,1.0,0.0,7.0,12.0,1.0,22.0,4.0,680.0,28.0,16.0,0.0,4.0,4.0,6.0,0.0
2562066,18.0,2025-12-27 15:00:00,94,Brentford,Home,164.0,26.0,1.0,2.0,1.0,4.0,1.0,149.0,7.0,2.0,5.0,11.0,10.0,35.0,311.0,,1.0,11.0,15.0,21.0,7.0,1.0,1.0,6.0,0.0,,,,,,,,,,13.0,0.0,,,,,1.0,2.0,13.0,7.0,10.0,5.0,,70.0,53.0,5.0,2.0,3.0,2.0,4.0,4.0,14.0,1.0,,2.0,2.0,4.0,0.0,12.0,3.0,56.0,52.0,2.0,51.0,31.0,1.0,,1.4465,3.6596,,3.3417,1.1825,52.0,9.0,8.0,,,1.0,1.0,,157.0,3.0,,3.0,3.0,,1.0,9.0,,,3.0,,,,,,31.0,1.0,10.0,10.0,1.0,0.0,5.0,84.0,63.0,36.0,15.0,3.0,3.0,8.0,7.0,373.0,,,9.0,,0.0,38.0,51.0,23.0,,,,,,139.0,139.0,,29.0,14.0,49.3,,,,,13.0,0.0,,,,84.0,4.0,5.0,9.0,3.0,6.0,4.0,1.0,0.0,4.0,80.0,297.0,4.0,11.0,191.0,39.0,51.0,18.0,1.0,8.0,7.0,112721.82,7.0,121.0,7.0,212.0,,2.0,29.0,11.0,64.0,3.0,395.0,,0.0,15.0,12.0,1.0,19.0,2.0,622.0,32.0,20.0,0.0,12.0,2.0,7.0,0.0
2562076,19.0,2026-01-01 20:00:00,94,Brentford,Home,231.0,18.0,2.0,4.0,2.0,6.0,,199.0,4.0,1.0,5.0,9.0,11.0,24.0,426.0,1.0,,15.0,18.0,17.0,3.0,1.0,1.0,,0.0,,,,1.0,,,,,,3.0,0.0,,,,,,3.0,7.0,2.0,4.0,3.0,,80.0,64.0,1.0,1.0,,,5.0,2.0,9.0,1.0,,3.0,8.0,8.0,0.0,10.0,1.0,53.0,48.0,,20.0,14.0,,,1.31973,0.9238,0.0749,0.2865,0.8925,72.0,8.0,10.0,,,3.0,1.0,1.0,186.0,,,,,,,5.0,,,0.0,2.0,,,,,14.0,,9.0,9.0,1.0,0.0,5.0,127.0,69.0,36.0,1.0,0.0,1.0,3.0,2.0,500.0,,,5.0,2.0,0.0,78.0,55.0,32.0,,,,,,153.0,153.0,5.0,24.0,28.0,55.9,,,,,13.0,0.0,,,,122.0,3.0,,2.0,1.0,,3.0,1.0,0.0,2.0,97.0,415.0,5.0,4.0,250.0,35.0,20.0,11.0,3.0,20.0,17.0,111686.05,,145.0,10.0,285.0,2.0,1.0,30.0,12.0,58.0,4.0,515.0,1.0,0.0,7.0,18.0,1.0,18.0,1.0,704.0,20.0,21.0,0.0,3.0,3.0,12.0,0.0
2562088,20.0,2026-01-04 15:00:00,94,Brentford,Away,231.0,11.0,1.0,6.0,5.0,,,130.0,2.0,,9.0,10.0,5.0,21.0,355.0,,4.0,16.0,29.0,24.0,5.0,1.0,1.0,5.0,0.0,,,,,,1.0,,,3.0,9.0,0.0,,,,,,2.0,11.0,3.0,9.0,2.0,,87.0,64.0,6.0,2.0,4.0,1.0,9.0,2.0,13.0,1.0,,5.0,2.0,5.0,1.0,12.0,1.0,73.0,54.0,1.0,24.0,14.0,,2.0,1.32802,2.6562,,3.0962,1.1633,61.0,8.0,9.0,3.0,,,,,163.0,4.0,1.0,3.0,3.0,1.0,2.0,5.0,,,3.0,,,,,,14.0,,10.0,10.0,3.0,0.0,9.0,99.0,70.0,25.0,4.0,0.0,1.0,9.0,7.0,437.0,,,6.0,,0.0,50.0,51.0,25.0,,,,,,150.0,150.0,6.0,23.0,24.0,54.6,,,,2.0,18.0,0.0,,,,106.0,3.0,1.0,4.0,1.0,5.0,2.0,,0.0,4.0,57.0,347.0,9.0,9.0,257.0,31.0,24.0,18.0,5.0,12.0,7.0,113650.12,6.0,104.0,5.0,210.0,1.0,,41.0,6.0,74.0,2.0,455.0,,0.0,11.0,16.0,5.0,19.0,2.0,667.0,23.0,15.0,0.0,6.0,5.0,8.0,0.0
2562097,21.0,2026-01-07 19:30:00,94,Brentford,Home,161.0,19.0,1.0,4.0,3.0,4.0,,171.0,2.0,,2.0,6.0,8.0,30.0,328.0,1.0,2.0,10.0,18.0,17.0,10.0,1.0,3.0,3.0,0.0,,1.0,,2.0,,,1.0,,1.0,13.0,0.0,,2.0,1.0,1.0,,7.0,7.0,4.0,14.0,4.0,,61.0,51.0,5.0,2.0,3.0,,4.0,5.0,3.0,,,7.0,14.0,3.0,0.0,1.0,,41.0,42.0,,22.0,15.0,,,1.5013,3.2432,0.1121,3.1614,0.9991,41.0,13.0,13.0,2.0,,3.0,,2.0,141.0,3.0,,2.0,3.0,,1.0,5.0,,,2.0,1.0,,,,,15.0,4.0,8.0,8.0,2.0,0.0,2.0,103.0,54.0,29.0,4.0,1.0,6.0,8.0,6.0,369.0,,,4.0,,0.0,34.0,72.0,42.0,,1.0,1.0,1.0,,108.0,108.0,4.0,21.0,21.0,50.5,4.0,,,,9.0,0.0,,,,87.0,2.0,1.0,3.0,1.0,3.0,7.0,2.0,0.0,4.0,99.0,312.0,4.0,14.0,178.0,28.0,22.0,10.0,5.0,22.0,17.0,111938.06,4.0,129.0,7.0,236.0,3.0,,28.0,8.0,65.0,1.0,392.0,3.0,0.0,18.0,8.0,2.0,14.0,2.0,565.0,42.0,14.0,0.0,4.0,7.0,3.0,0.0
2562107,22.0,2026-01-17 15:00:00,94,Brentford,Away,256.0,23.0,2.0,7.0,5.0,,1.0,197.0,6.0,,2.0,2.0,3.0,22.0,446.0,,1.0,18.0,12.0,12.0,12.0,2.0,4.0,2.0,0.0,,,,,,,,,,7.0,0.0,,,1.0,,1.0,4.0,4.0,2.0,10.0,5.0,,81.0,50.0,3.0,3.0,,2.0,8.0,5.0,7.0,,,9.0,12.0,8.0,0.0,7.0,,45.0,36.0,2.0,16.0,10.0,,,1.17975,1.5161,,0.6015,1.2431,62.0,10.0,7.0,,,1.0,1.0,,141.0,,,,,,,6.0,,,0.0,,,,,1.0,10.0,1.0,8.0,8.0,1.0,0.0,2.0,145.0,63.0,37.0,3.0,0.0,5.0,9.0,5.0,497.0,,,2.0,1.0,0.0,70.0,57.0,43.0,1.0,1.0,1.0,,,125.0,125.0,4.0,18.0,25.0,54.2,1.0,,,,15.0,0.0,,,,146.0,,,,,2.0,5.0,1.0,0.0,4.0,91.0,430.0,8.0,14.0,266.0,43.0,16.0,13.0,8.0,29.0,21.0,113975.36,2.0,129.0,,276.0,,,12.0,4.0,49.0,1.0,513.0,1.0,0.0,15.0,14.0,1.0,21.0,2.0,694.0,33.0,14.0,0.0,3.0,9.0,9.0,0.0
2562117,23.0,2026-01-25 14:00:00,94,Brentford,Home,207.0,19.0,3.0,7.0,4.0,4.0,1.0,290.0,5.0,,2.0,4.0,8.0,32.0,490.0,,1.0,20.0,16.0,23.0,5.0,4.0,3.0,2.0,0.0,,,,,,,,,1.0,3.0,0.0,,,,,2.0,7.0,5.0,2.0,9.0,1.0,,92.0,54.0,3.0,3.0,,1.0,6.0,3.0,9.0,,,6.0,14.0,13.0,0.0,9.0,,54.0,57.0,1.0,22.0,15.0,,,1.78905,1.8087,,0.3632,0.852,74.0,11.0,10.0,,,3.0,4.0,,164.0,,,,,,,5.0,,,0.0,1.0,,,,,15.0,1.0,15.0,15.0,1.0,0.0,2.0,169.0,75.0,52.0,5.0,0.0,5.0,4.0,1.0,552.0,,,3.0,3.0,0.0,105.0,95.0,50.0,,,,,,153.0,153.0,8.0,14.0,29.0,65.9,,,,,19.0,0.0,,,,142.0,,,,,2.0,6.0,1.0,0.0,5.0,141.0,475.0,6.0,9.0,219.0,31.0,22.0,19.0,5.0,36.0,31.0,110657.13,2.0,182.0,9.0,384.0,1.0,,8.0,9.0,45.0,1.0,567.0,,0.0,10.0,14.0,2.0,24.0,1.0,785.0,42.0,21.0,0.0,10.0,6.0,6.0,0.0
2562125,24.0,2026-02-01 14:00:00,94,Brentford,Away,109.0,9.0,,1.0,1.0,2.0,,76.0,6.0,1.0,,8.0,4.0,26.0,184.0,,,10.0,15.0,18.0,2.0,1.0,,,0.0,,,,,,,,,,2.0,0.0,,,,,,2.0,17.0,10.0,5.0,1.0,,43.0,48.0,1.0,1.0,1.0,2.0,13.0,1.0,8.0,,,1.0,2.0,3.0,0.0,7.0,2.0,49.0,35.0,2.0,34.0,21.0,,1.0,0.154554,0.3764,,0.6991,0.9796,53.0,8.0,8.0,,,1.0,1.0,,107.0,,,,,,,18.0,,,1.0,,,,,1.0,21.0,,13.0,13.0,3.0,0.0,,54.0,65.0,21.0,12.0,1.0,2.0,1.0,2.0,224.0,,,10.0,2.0,0.0,26.0,50.0,13.0,,,,,,124.0,124.0,,27.0,13.0,28.3,,,,2.0,16.0,0.0,,,,52.0,4.0,1.0,5.0,1.0,,3.0,1.0,0.0,4.0,30.0,173.0,13.0,3.0,119.0,23.0,34.0,14.0,1.0,7.0,6.0,112892.14,,63.0,4.0,144.0,,1.0,26.0,4.0,73.0,6.0,256.0,,1.0,6.0,7.0,1.0,18.0,3.0,446.0,13.0,11.0,0.0,2.0,1.0,4.0,0.0
2562143,25.0,2026-02-07 17:30:00,94,Brentford,Away,151.0,13.0,,2.0,2.0,6.0,,137.0,3.0,,2.0,6.0,7.0,20.0,286.0,,,12.0,23.0,16.0,6.0,,,4.0,0.0,,,,1.0,,,,,,8.0,1.0,,,,,,8.0,10.0,6.0,6.0,5.0,,81.0,53.0,3.0,2.0,2.0,1.0,3.0,4.0,10.0,1.0,,3.0,5.0,4.0,0.0,5.0,1.0,59.0,49.0,1.0,22.0,8.0,,,0.706387,1.788,0.0479,1.6254,1.7469,64.0,18.0,12.0,1.0,,5.0,1.0,1.0,155.0,2.0,,2.0,2.0,,,8.0,,,2.0,,,,,,8.0,,3.0,3.0,1.0,0.0,2.0,71.0,78.0,36.0,9.0,2.0,2.0,6.0,5.0,356.0,,,4.0,1.0,0.0,47.0,44.0,28.0,1.0,1.0,1.0,,1.0,140.0,140.0,5.0,20.0,23.0,46.2,,,3.0,2.0,11.0,0.0,,,,72.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,3.0,61.0,274.0,3.0,8.0,170.0,40.0,22.0,10.0,3.0,13.0,10.0,119249.13,4.0,109.0,8.0,222.0,,,28.0,7.0,66.0,2.0,379.0,1.0,0.0,11.0,15.0,,21.0,2.0,531.0,21.0,15.0,0.0,6.0,3.0,10.0,0.0
2562146,26.0,2026-02-12 20:00:00,94,Brentford,Home,151.0,16.0,2.0,5.0,3.0,5.0,,89.0,1.0,1.0,2.0,5.0,2.0,23.0,235.0,,1.0,17.0,21.0,7.0,7.0,1.0,2.0,4.0,0.0,,,,,,,,,,7.0,0.0,,,,,,3.0,6.0,1.0,9.0,3.0,,48.0,42.0,3.0,2.0,1.0,1.0,4.0,5.0,3.0,,,6.0,6.0,1.0,0.0,8.0,1.0,58.0,35.0,1.0,28.0,13.0,,1.0,1.07003,1.5068,,1.8674,0.9457,39.0,12.0,11.0,,,2.0,2.0,,121.0,1.0,,1.0,,1.0,,4.0,,,0.0,,,,,,13.0,,12.0,12.0,4.0,0.0,2.0,70.0,57.0,25.0,4.0,1.0,3.0,6.0,3.0,298.0,,,3.0,,0.0,34.0,37.0,32.0,,,,,,128.0,128.0,1.0,28.0,10.0,40.8,,,1.0,,9.0,0.0,,,,75.0,1.0,,1.0,2.0,4.0,4.0,1.0,0.0,3.0,40.0,227.0,4.0,9.0,171.0,28.0,28.0,20.0,6.0,15.0,9.0,112774.82,4.0,78.0,13.0,158.0,,1.0,31.0,6.0,63.0,,314.0,1.0,0.0,12.0,11.0,3.0,23.0,3.0,497.0,23.0,11.0,0.0,6.0,6.0,6.0,0.0
2562156,27.0,2026-02-21 15:00:00,94,Brentford,Home,203.0,17.0,2.0,6.0,4.0,2.0,2.0,146.0,3.0,1.0,3.0,7.0,9.0,22.0,343.0,,1.0,19.0,26.0,21.0,7.0,1.0,3.0,1.0,0.0,,,1.0,1.0,,,,,,6.0,0.0,,,,,3.0,5.0,6.0,5.0,9.0,4.0,,90.0,40.0,3.0,3.0,,,4.0,,3.0,,,6.0,7.0,6.0,0.0,10.0,1.0,54.0,46.0,,21.0,15.0,1.0,1.0,1.80619,1.6019,0.0415,0.595,1.3341,54.0,9.0,12.0,,,3.0,2.0,1.0,157.0,,,,,,,5.0,,,0.0,,,,,,15.0,,10.0,10.0,,0.0,4.0,99.0,76.0,32.0,4.0,0.0,7.0,1.0,3.0,418.0,,,1.0,1.0,0.0,50.0,57.0,30.0,,,,,,148.0,148.0,2.0,18.0,13.0,51.9,,,,,11.0,0.0,,,,93.0,3.0,2.0,5.0,,1.0,10.0,,0.0,5.0,74.0,327.0,4.0,8.0,232.0,37.0,21.0,11.0,6.0,21.0,15.0,113056.56,1.0,105.0,7.0,228.0,,1.0,33.0,10.0,66.0,1.0,439.0,,0.0,13.0,8.0,3.0,25.0,1.0,617.0,24.0,12.0,0.0,5.0,6.0,6.0,0.0
2562168,28.0,2026-02-28 15:00:00,94,Brentford,Away,226.0,15.0,2.0,5.0,3.0,2.0,,155.0,5.0,,6.0,9.0,11.0,28.0,376.0,,1.0,9.0,16.0,29.0,8.0,2.0,2.0,,0.0,,,1.0,1.0,1.0,,,,,8.0,0.0,,,,,,3.0,10.0,3.0,13.0,3.0,,67.0,51.0,4.0,1.0,4.0,1.0,3.0,5.0,16.0,,,8.0,7.0,7.0,0.0,4.0,,52.0,66.0,1.0,28.0,18.0,1.0,1.0,0.880287,2.2464,0.0521,2.809,1.2825,48.0,9.0,8.0,1.0,,2.0,1.0,1.0,149.0,3.0,1.0,3.0,2.0,1.0,,8.0,,,2.0,,,,,2.0,18.0,,8.0,8.0,1.0,0.0,6.0,119.0,74.0,40.0,4.0,3.0,4.0,9.0,7.0,441.0,,,2.0,4.0,1.0,74.0,32.0,36.0,,,,,,143.0,143.0,3.0,19.0,23.0,58.7,,,,,11.0,0.0,,,,128.0,1.0,,1.0,2.0,,4.0,1.0,0.0,3.0,68.0,361.0,3.0,13.0,245.0,32.0,28.0,24.0,7.0,22.0,15.0,116884.69,,108.0,10.0,240.0,,,29.0,11.0,62.0,,463.0,,0.0,16.0,14.0,2.0,14.0,2.0,656.0,44.0,17.0,0.0,15.0,8.0,11.0,0.0
2562175,29.0,2026-03-03 19:30:00,94,Brentford,Away,210.0,20.0,1.0,2.0,1.0,4.0,,140.0,11.0,,4.0,13.0,7.0,34.0,348.0,,,15.0,27.0,24.0,3.0,2.0,1.0,1.0,0.0,,,,,,,,,,3.0,0.0,,,,,1.0,4.0,9.0,4.0,3.0,2.0,,59.0,60.0,2.0,2.0,,1.0,8.0,2.0,8.0,,,3.0,7.0,5.0,0.0,10.0,1.0,57.0,52.0,1.0,30.0,16.0,,,0.579607,0.3981,,0.2186,0.4472,54.0,10.0,9.0,,,2.0,,,174.0,,,,,,,15.0,,,0.0,1.0,,,,,16.0,,6.0,6.0,3.0,0.0,5.0,116.0,64.0,34.0,4.0,0.0,1.0,4.0,2.0,426.0,,,2.0,2.0,0.0,38.0,77.0,38.0,,,,,,157.0,157.0,4.0,28.0,22.0,52.3,,,,1.0,15.0,0.0,,,,105.0,1.0,1.0,2.0,2.0,1.0,1.0,,0.0,3.0,61.0,325.0,8.0,5.0,246.0,32.0,30.0,8.0,3.0,15.0,12.0,117177.02,1.0,108.0,18.0,223.0,1.0,,43.0,8.0,77.0,,454.0,,0.0,5.0,14.0,2.0,21.0,1.0,635.0,15.0,16.0,0.0,5.0,3.0,3.0,0.0
