matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367638,11,2023-11-04 15:00:00,94,Brentford,Home,252.0,15.0,1.0,4.0,3.0,2.0,,202.0,8.0,,3.0,7.0,,35.0,450.0,,,8.0,17.0,26.0,6.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,11.0,,,,,2.0,8.0,9.0,3.0,10.0,6.0,82.0,56.0,3.0,1.0,2.0,2.0,9.0,6.0,3.0,,,4.0,10.0,7.0,1.0,7.0,,45.0,53.0,2.0,31.0,20.0,,,58.0,12.0,13.0,1.0,,3.0,1.0,1.0,194.0,2.0,,1.0,2.0,,,9.0,2.0,1.0,,20.0,,5.0,5.0,,3.0,138.0,71.0,40.0,3.0,,5.0,4.0,4.0,533.0,,,68.0,85.0,38.0,,,,,153.0,153.0,4.0,25.0,21.0,59.4,,,3.0,,19.0,0.0,146.0,,,,,,6.0,3.0,,5.0,112.0,427.0,9.0,9.0,283.0,32.0,31.0,11.0,2.0,20.0,18.0,,164.0,9.0,297.0,1.0,,20.0,,62.0,2.0,560.0,1.0,0.0,16.0,9.0,,10.0,1.0,736.0,37.0,10.0,5.0,4.0,3.0,0.0
2367654,12,2023-11-12 14:00:00,94,Brentford,Away,165.0,21.0,3.0,5.0,2.0,2.0,,109.0,4.0,,5.0,10.0,1.0,24.0,269.0,1.0,1.0,7.0,21.0,19.0,9.0,3.0,3.0,1.0,,,1.0,2.0,,,,,1.0,9.0,,,,,1.0,3.0,7.0,10.0,9.0,7.0,43.0,63.0,2.0,2.0,,,5.0,4.0,6.0,,,8.0,4.0,5.0,,8.0,4.0,46.0,60.0,,31.0,15.0,,,39.0,12.0,16.0,,,2.0,1.0,2.0,156.0,,,,,,,6.0,,3.0,2.0,15.0,,11.0,11.0,2.0,5.0,76.0,59.0,24.0,6.0,,6.0,6.0,3.0,325.0,2.0,2.0,35.0,39.0,34.0,,,,,132.0,132.0,6.0,26.0,18.0,41.7,,,,1.0,15.0,0.0,79.0,2.0,5.0,8.0,,1.0,9.0,,,4.0,61.0,251.0,5.0,12.0,186.0,33.0,31.0,13.0,8.0,18.0,10.0,1.0,96.0,9.0,186.0,3.0,,32.0,1.0,56.0,2.0,354.0,1.0,0.0,16.0,14.0,2.0,11.0,2.0,557.0,29.0,16.0,11.0,8.0,8.0,0.0
2367658,13,2023-11-25 17:30:00,94,Brentford,Home,81.0,20.0,,1.0,1.0,3.0,,113.0,5.0,,1.0,6.0,2.0,20.0,193.0,2.0,,16.0,20.0,23.0,7.0,,,,,,,,,,,,,8.0,,,,,,3.0,11.0,4.0,7.0,2.0,52.0,52.0,2.0,3.0,,2.0,7.0,1.0,5.0,,,1.0,3.0,5.0,,4.0,1.0,41.0,47.0,2.0,35.0,19.0,,1.0,54.0,9.0,6.0,,,,,,145.0,,,,,,,12.0,,2.0,1.0,19.0,,11.0,11.0,1.0,1.0,53.0,66.0,25.0,8.0,,3.0,4.0,3.0,271.0,4.0,1.0,59.0,39.0,20.0,,,,,141.0,141.0,7.0,17.0,24.0,36.4,,,,1.0,15.0,0.0,48.0,3.0,,3.0,2.0,,5.0,,,4.0,55.0,184.0,7.0,7.0,110.0,37.0,35.0,8.0,1.0,9.0,8.0,,97.0,14.0,197.0,2.0,,35.0,3.0,66.0,2.0,298.0,2.0,0.0,9.0,14.0,2.0,21.0,1.0,469.0,16.0,12.0,4.0,1.0,9.0,0.0
2367670,14,2023-12-02 15:00:00,94,Brentford,Home,222.0,18.0,1.0,7.0,6.0,2.0,,315.0,2.0,,,7.0,8.0,23.0,530.0,1.0,1.0,24.0,23.0,10.0,12.0,1.0,5.0,,,,,,,,,,,19.0,,,,,2.0,6.0,2.0,5.0,19.0,8.0,104.0,62.0,,,2.0,3.0,9.0,12.0,7.0,,,7.0,16.0,7.0,1.0,11.0,,57.0,44.0,3.0,21.0,12.0,,,88.0,10.0,8.0,1.0,,3.0,2.0,,199.0,1.0,1.0,1.0,,1.0,,2.0,2.0,,,12.0,,7.0,7.0,1.0,,157.0,73.0,45.0,5.0,,5.0,9.0,6.0,610.0,5.0,,106.0,116.0,47.0,,,,,157.0,157.0,8.0,12.0,42.0,68.6,,,,,20.0,0.0,166.0,,,,1.0,,9.0,2.0,1.0,4.0,170.0,519.0,9.0,14.0,234.0,33.0,21.0,14.0,3.0,28.0,25.0,,231.0,7.0,420.0,,,33.0,8.0,58.0,,626.0,2.0,0.0,27.0,18.0,2.0,27.0,1.0,844.0,42.0,20.0,8.0,7.0,9.0,0.0
2367679,15,2023-12-06 19:30:00,94,Brentford,Away,180.0,18.0,,2.0,2.0,,1.0,101.0,3.0,,1.0,6.0,4.0,22.0,279.0,1.0,,12.0,25.0,13.0,3.0,1.0,2.0,,,,,,,,,,,4.0,1.0,,,,1.0,8.0,12.0,6.0,8.0,,59.0,61.0,,,1.0,1.0,6.0,3.0,10.0,,,3.0,2.0,4.0,,5.0,3.0,58.0,58.0,1.0,19.0,6.0,,,39.0,8.0,10.0,1.0,,4.0,2.0,,124.0,,,,,,,10.0,,1.0,,6.0,,11.0,11.0,1.0,1.0,85.0,58.0,17.0,7.0,,3.0,1.0,2.0,356.0,4.0,,50.0,47.0,16.0,,,,1.0,134.0,134.0,4.0,29.0,21.0,38.4,,3.0,,,13.0,0.0,109.0,3.0,2.0,5.0,1.0,,3.0,,,4.0,47.0,268.0,6.0,4.0,206.0,46.0,19.0,17.0,3.0,11.0,8.0,,84.0,4.0,182.0,1.0,,23.0,4.0,70.0,2.0,377.0,2.0,0.0,8.0,28.0,1.0,14.0,1.0,550.0,15.0,8.0,7.0,3.0,19.0,0.0
2367695,16,2023-12-09 15:00:00,94,Brentford,Away,217.0,24.0,,5.0,5.0,,,172.0,8.0,2.0,5.0,2.0,3.0,19.0,384.0,,,26.0,24.0,15.0,5.0,,1.0,,,,,,,,,,,8.0,,,,,,12.0,4.0,5.0,8.0,2.0,76.0,54.0,,,,,11.0,3.0,9.0,,,3.0,12.0,8.0,,6.0,2.0,59.0,61.0,,15.0,4.0,,3.0,72.0,13.0,13.0,,1.0,1.0,1.0,,174.0,,,,,,,8.0,,2.0,,4.0,,8.0,8.0,1.0,5.0,114.0,77.0,36.0,3.0,,1.0,4.0,4.0,464.0,1.0,2.0,79.0,46.0,46.0,,,,,171.0,171.0,2.0,27.0,19.0,59.8,,,,,22.0,0.0,125.0,1.0,2.0,3.0,1.0,,3.0,,,3.0,95.0,367.0,11.0,5.0,242.0,51.0,15.0,18.0,3.0,24.0,21.0,,154.0,6.0,271.0,2.0,2.0,25.0,6.0,63.0,1.0,489.0,,0.0,10.0,23.0,1.0,31.0,1.0,709.0,27.0,24.0,10.0,4.0,17.0,0.0
2367700,17,2023-12-17 14:00:00,94,Brentford,Home,98.0,6.0,1.0,2.0,1.0,2.0,,74.0,7.0,,2.0,7.0,2.0,18.0,170.0,,1.0,11.0,14.0,7.0,1.0,1.0,2.0,,,,,,,,,,,2.0,,,,,,13.0,8.0,7.0,4.0,,45.0,55.0,1.0,2.0,,2.0,11.0,,12.0,,1.0,7.0,7.0,5.0,,8.0,1.0,56.0,50.0,2.0,16.0,8.0,,,42.0,19.0,6.0,1.0,,1.0,,,114.0,,,,,,,7.0,,,1.0,8.0,,15.0,15.0,4.0,2.0,43.0,40.0,15.0,12.0,,1.0,1.0,3.0,233.0,4.0,1.0,26.0,40.0,24.0,,,,,131.0,131.0,6.0,23.0,22.0,32.8,,3.0,,,18.0,0.0,48.0,1.0,2.0,3.0,2.0,,1.0,,,5.0,46.0,155.0,11.0,2.0,125.0,25.0,16.0,9.0,6.0,18.0,12.0,,81.0,4.0,143.0,,,28.0,3.0,49.0,7.0,250.0,,1.0,4.0,33.0,3.0,16.0,6.0,431.0,14.0,10.0,5.0,7.0,16.0,0.0
2367713,18,2024-02-20 19:30:00,94,Brentford,Away,128.0,16.0,,3.0,3.0,2.0,,102.0,6.0,1.0,6.0,5.0,4.0,26.0,227.0,,1.0,7.0,14.0,13.0,3.0,1.0,,,,1.0,,1.0,,,,,,5.0,,,,,,4.0,14.0,11.0,4.0,2.0,57.0,46.0,1.0,1.0,,3.0,9.0,1.0,10.0,1.0,,1.0,5.0,5.0,,3.0,5.0,36.0,40.0,3.0,27.0,12.0,1.0,,45.0,6.0,12.0,,,4.0,,1.0,128.0,,,,,,,11.0,,2.0,,12.0,,8.0,8.0,2.0,6.0,58.0,54.0,25.0,10.0,,1.0,3.0,2.0,275.0,6.0,,43.0,21.0,20.0,,,,,112.0,112.0,1.0,20.0,13.0,30.1,,,,3.0,17.0,0.0,61.0,7.0,3.0,9.0,,,3.0,,,5.0,39.0,212.0,9.0,4.0,147.0,34.0,27.0,7.0,1.0,11.0,10.0,,77.0,7.0,168.0,2.0,1.0,20.0,4.0,56.0,3.0,304.0,,0.0,6.0,11.0,3.0,10.0,4.0,469.0,15.0,15.0,4.0,1.0,8.0,0.0
2367720,19,2023-12-27 19:30:00,94,Brentford,Home,232.0,19.0,1.0,8.0,7.0,,1.0,267.0,5.0,1.0,5.0,4.0,3.0,26.0,491.0,1.0,2.0,15.0,20.0,21.0,8.0,2.0,1.0,,,,,,,,,,,9.0,,,,,3.0,4.0,6.0,5.0,10.0,4.0,79.0,67.0,4.0,3.0,1.0,1.0,5.0,5.0,17.0,,,8.0,13.0,10.0,,10.0,1.0,67.0,58.0,1.0,11.0,4.0,2.0,,74.0,5.0,12.0,1.0,,5.0,3.0,,230.0,1.0,,1.0,1.0,,,5.0,1.0,,,4.0,,6.0,6.0,1.0,5.0,161.0,67.0,38.0,2.0,,3.0,8.0,4.0,582.0,4.0,1.0,103.0,67.0,51.0,,,,,191.0,191.0,3.0,28.0,31.0,60.5,,,,,19.0,0.0,140.0,1.0,,1.0,1.0,,5.0,2.0,,4.0,161.0,464.0,5.0,11.0,269.0,44.0,11.0,26.0,4.0,30.0,26.0,,222.0,8.0,371.0,,2.0,23.0,3.0,58.0,1.0,610.0,2.0,0.0,14.0,14.0,5.0,18.0,1.0,810.0,45.0,20.0,11.0,8.0,9.0,0.0
2367729,20,2023-12-30 15:00:00,94,Brentford,Away,223.0,25.0,1.0,5.0,4.0,3.0,,193.0,8.0,,10.0,2.0,8.0,24.0,411.0,,2.0,15.0,10.0,10.0,5.0,1.0,1.0,,,,,,,,,,,7.0,,1.0,,,1.0,9.0,9.0,4.0,6.0,3.0,92.0,66.0,2.0,1.0,1.0,2.0,5.0,1.0,13.0,,1.0,4.0,10.0,8.0,,7.0,,50.0,49.0,2.0,18.0,7.0,,,74.0,10.0,14.0,1.0,,2.0,2.0,,198.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,,7.0,1.0,9.0,9.0,,10.0,100.0,73.0,37.0,7.0,,4.0,3.0,4.0,486.0,3.0,2.0,77.0,76.0,43.0,,,,,159.0,159.0,3.0,28.0,23.0,53.6,1.0,3.0,,1.0,12.0,0.0,120.0,2.0,1.0,3.0,2.0,,4.0,,,5.0,106.0,389.0,5.0,7.0,244.0,56.0,18.0,16.0,4.0,24.0,20.0,,159.0,6.0,290.0,3.0,,18.0,8.0,62.0,1.0,510.0,1.0,0.0,9.0,20.0,4.0,20.0,1.0,707.0,19.0,16.0,6.0,4.0,13.0,0.0
2367740,21,2024-01-20 17:30:00,94,Brentford,Home,207.0,22.0,3.0,7.0,4.0,1.0,,142.0,7.0,,2.0,9.0,4.0,31.0,342.0,,,22.0,14.0,18.0,5.0,,2.0,,1.0,,,1.0,,,,,,7.0,,1.0,,,,9.0,6.0,6.0,8.0,3.0,82.0,50.0,2.0,2.0,1.0,4.0,9.0,3.0,13.0,,,6.0,5.0,8.0,1.0,8.0,,49.0,53.0,4.0,27.0,13.0,,,52.0,10.0,14.0,2.0,,3.0,1.0,1.0,178.0,2.0,1.0,2.0,1.0,1.0,,8.0,1.0,1.0,,13.0,1.0,12.0,12.0,1.0,3.0,108.0,60.0,29.0,4.0,,,7.0,5.0,429.0,4.0,1.0,55.0,57.0,29.0,,,,,156.0,156.0,7.0,19.0,19.0,48.0,1.0,,3.0,1.0,21.0,0.0,88.0,,1.0,1.0,1.0,,3.0,1.0,,5.0,78.0,320.0,9.0,7.0,246.0,47.0,27.0,11.0,5.0,19.0,14.0,,130.0,7.0,229.0,1.0,,26.0,5.0,63.0,,456.0,1.0,0.0,11.0,16.0,,25.0,1.0,656.0,26.0,12.0,6.0,6.0,10.0,0.0
2367753,22,2024-01-31 19:30:00,94,Brentford,Away,90.0,19.0,1.0,6.0,5.0,4.0,2.0,99.0,3.0,1.0,1.0,8.0,4.0,27.0,183.0,,,13.0,9.0,20.0,5.0,1.0,1.0,3.0,,,,,,,,,1.0,7.0,,,,,1.0,12.0,14.0,5.0,8.0,1.0,34.0,60.0,3.0,3.0,1.0,2.0,12.0,1.0,8.0,,,3.0,10.0,6.0,,10.0,2.0,54.0,57.0,2.0,23.0,13.0,,,42.0,15.0,13.0,2.0,,2.0,3.0,,131.0,,,,,,1.0,7.0,2.0,2.0,1.0,13.0,,17.0,17.0,5.0,1.0,57.0,54.0,19.0,5.0,,3.0,3.0,5.0,252.0,7.0,,32.0,43.0,31.0,,,,,160.0,160.0,3.0,28.0,23.0,31.8,,3.0,,1.0,26.0,0.0,54.0,1.0,1.0,2.0,,3.0,3.0,,,5.0,64.0,169.0,12.0,6.0,113.0,38.0,23.0,18.0,3.0,22.0,19.0,3.0,97.0,6.0,185.0,2.0,1.0,29.0,5.0,64.0,3.0,276.0,,0.0,9.0,19.0,,17.0,3.0,496.0,34.0,21.0,5.0,3.0,9.0,0.0
2367760,23,2024-02-05 20:00:00,94,Brentford,Home,135.0,18.0,3.0,6.0,3.0,2.0,,74.0,2.0,1.0,4.0,6.0,6.0,27.0,203.0,,,5.0,12.0,15.0,1.0,2.0,3.0,,,,,,,,,,1.0,6.0,,,,,,2.0,12.0,13.0,7.0,2.0,50.0,58.0,2.0,2.0,1.0,3.0,6.0,3.0,9.0,,,8.0,9.0,6.0,,5.0,8.0,34.0,39.0,3.0,31.0,21.0,,1.0,37.0,2.0,4.0,1.0,,,,,120.0,1.0,1.0,,,1.0,,6.0,1.0,,,21.0,,11.0,11.0,1.0,4.0,63.0,48.0,26.0,13.0,,1.0,3.0,3.0,264.0,7.0,,30.0,33.0,26.0,,,,,119.0,119.0,8.0,29.0,14.0,28.1,,3.0,,1.0,15.0,0.0,46.0,4.0,8.0,12.0,1.0,,3.0,2.0,,5.0,38.0,194.0,6.0,4.0,166.0,28.0,31.0,8.0,7.0,22.0,15.0,,73.0,6.0,135.0,,1.0,26.0,8.0,58.0,2.0,279.0,,0.0,9.0,18.0,,10.0,1.0,455.0,18.0,9.0,2.0,8.0,7.0,0.0
2367777,24,2024-02-10 15:00:00,94,Brentford,Away,100.0,13.0,1.0,4.0,3.0,1.0,,69.0,5.0,,1.0,9.0,4.0,24.0,165.0,,,10.0,12.0,18.0,6.0,,3.0,,,,,,,,,,1.0,6.0,,,,,,8.0,10.0,7.0,7.0,2.0,31.0,51.0,5.0,3.0,2.0,10.0,6.0,,18.0,,,4.0,5.0,2.0,,10.0,3.0,56.0,48.0,10.0,33.0,12.0,,,52.0,9.0,11.0,1.0,,2.0,,,130.0,2.0,1.0,2.0,1.0,1.0,,15.0,1.0,2.0,1.0,12.0,,13.0,13.0,,2.0,48.0,64.0,20.0,7.0,1.0,2.0,6.0,6.0,240.0,4.0,,31.0,18.0,17.0,,,,,145.0,145.0,3.0,22.0,16.0,28.9,,,,2.0,16.0,0.0,63.0,4.0,1.0,5.0,2.0,,3.0,,,4.0,39.0,151.0,6.0,8.0,132.0,28.0,33.0,10.0,2.0,9.0,7.0,,87.0,6.0,149.0,2.0,,33.0,4.0,68.0,,272.0,,0.0,9.0,17.0,,13.0,3.0,454.0,16.0,11.0,2.0,4.0,9.0,0.0
2367778,25,2024-02-17 12:30:00,94,Brentford,Home,121.0,15.0,,3.0,3.0,,2.0,129.0,3.0,1.0,3.0,4.0,1.0,24.0,247.0,,1.0,15.0,11.0,13.0,8.0,1.0,,2.0,,1.0,1.0,3.0,1.0,,,,,9.0,,,,,3.0,4.0,11.0,4.0,9.0,6.0,52.0,52.0,1.0,2.0,1.0,,10.0,2.0,12.0,,,1.0,3.0,4.0,,4.0,2.0,39.0,54.0,,21.0,10.0,1.0,,52.0,4.0,18.0,1.0,,6.0,3.0,3.0,158.0,,,,,,,6.0,1.0,1.0,,10.0,,13.0,13.0,,3.0,69.0,61.0,23.0,6.0,,5.0,4.0,6.0,330.0,2.0,1.0,63.0,38.0,23.0,,,,,146.0,146.0,3.0,24.0,19.0,37.0,,,,,18.0,0.0,78.0,3.0,1.0,4.0,,2.0,7.0,,,5.0,69.0,230.0,10.0,9.0,153.0,35.0,21.0,16.0,1.0,11.0,10.0,2.0,114.0,2.0,215.0,1.0,1.0,22.0,2.0,62.0,3.0,357.0,,0.0,15.0,16.0,1.0,18.0,2.0,544.0,20.0,9.0,8.0,1.0,6.0,0.0
2367796,26,2024-02-26 20:00:00,94,Brentford,Away,214.0,18.0,,8.0,8.0,1.0,,239.0,9.0,,5.0,4.0,5.0,17.0,445.0,,,27.0,23.0,15.0,10.0,,2.0,,,,,,,,,,,11.0,,,,,,9.0,11.0,6.0,9.0,5.0,85.0,52.0,1.0,1.0,1.0,2.0,9.0,5.0,12.0,,,7.0,14.0,13.0,,6.0,,59.0,56.0,2.0,17.0,6.0,,,69.0,9.0,5.0,1.0,,1.0,1.0,,197.0,2.0,,1.0,2.0,,,10.0,2.0,1.0,,6.0,,12.0,12.0,,5.0,131.0,62.0,38.0,1.0,,1.0,11.0,8.0,528.0,1.0,,51.0,110.0,43.0,,,,,171.0,171.0,5.0,16.0,26.0,58.7,,,,,19.0,0.0,138.0,,2.0,2.0,,,1.0,1.0,1.0,5.0,123.0,427.0,9.0,12.0,244.0,32.0,17.0,14.0,5.0,33.0,28.0,,171.0,7.0,340.0,1.0,,16.0,5.0,40.0,4.0,551.0,2.0,0.0,14.0,31.0,1.0,28.0,2.0,775.0,33.0,20.0,5.0,7.0,16.0,0.0
2367798,27,2024-03-02 15:00:00,94,Brentford,Home,84.0,12.0,,9.0,9.0,2.0,1.0,131.0,7.0,,2.0,7.0,4.0,27.0,206.0,,,17.0,13.0,18.0,9.0,,,,,,,,,,,,,11.0,,,1.0,1.0,1.0,10.0,9.0,8.0,9.0,5.0,44.0,57.0,1.0,1.0,1.0,1.0,11.0,2.0,10.0,1.0,,,8.0,4.0,,12.0,3.0,59.0,48.0,1.0,20.0,6.0,,,54.0,10.0,6.0,1.0,,1.0,1.0,,144.0,1.0,,,1.0,,,10.0,2.0,1.0,,6.0,2.0,18.0,18.0,1.0,2.0,54.0,71.0,36.0,6.0,1.0,6.0,4.0,5.0,269.0,6.0,,42.0,68.0,24.0,,,,,150.0,150.0,4.0,17.0,30.0,31.9,2.0,2.0,1.0,,17.0,0.0,55.0,2.0,2.0,3.0,,,7.0,2.0,,3.0,62.0,187.0,11.0,10.0,103.0,29.0,20.0,16.0,,13.0,13.0,,99.0,12.0,207.0,1.0,,25.0,5.0,62.0,1.0,297.0,,0.0,14.0,22.0,1.0,24.0,3.0,517.0,16.0,21.0,2.0,,11.0,0.0
2367809,28,2024-03-09 17:30:00,94,Brentford,Away,61.0,12.0,2.0,2.0,,3.0,,64.0,7.0,,1.0,13.0,3.0,28.0,123.0,,,12.0,19.0,24.0,5.0,2.0,3.0,,,,,,,1.0,,,,6.0,,,,,,9.0,11.0,6.0,6.0,3.0,30.0,39.0,1.0,1.0,1.0,1.0,5.0,3.0,9.0,1.0,,4.0,4.0,2.0,,6.0,2.0,46.0,44.0,1.0,33.0,15.0,,,48.0,10.0,9.0,1.0,,1.0,1.0,,130.0,,,,,,,17.0,1.0,1.0,,15.0,,8.0,8.0,1.0,1.0,33.0,71.0,28.0,10.0,,1.0,6.0,4.0,196.0,6.0,,32.0,19.0,20.0,,,,,138.0,138.0,2.0,16.0,12.0,28.5,,,,2.0,14.0,0.0,33.0,3.0,1.0,4.0,2.0,,2.0,1.0,,5.0,33.0,109.0,5.0,7.0,87.0,22.0,33.0,2.0,4.0,11.0,7.0,,73.0,14.0,150.0,1.0,,44.0,3.0,75.0,2.0,226.0,,0.0,9.0,13.0,1.0,14.0,4.0,385.0,10.0,14.0,,4.0,6.0,0.0
2367820,29,2024-03-16 15:00:00,94,Brentford,Away,107.0,5.0,1.0,7.0,6.0,1.0,1.0,85.0,4.0,2.0,1.0,22.0,6.0,39.0,185.0,,2.0,10.0,24.0,24.0,5.0,2.0,3.0,1.0,,,,,,,,,,4.0,,,,,2.0,15.0,10.0,7.0,8.0,1.0,45.0,57.0,3.0,2.0,1.0,1.0,7.0,3.0,5.0,,,4.0,9.0,5.0,1.0,4.0,1.0,55.0,69.0,1.0,24.0,15.0,,,45.0,17.0,14.0,,,3.0,3.0,,150.0,1.0,,1.0,,1.0,,9.0,,,,15.0,,13.0,13.0,2.0,1.0,44.0,78.0,35.0,5.0,,1.0,7.0,5.0,259.0,5.0,,30.0,37.0,32.0,1.0,1.0,1.0,,150.0,150.0,4.0,28.0,13.0,39.5,,,,,17.0,0.0,53.0,3.0,1.0,4.0,2.0,1.0,1.0,,,5.0,45.0,167.0,7.0,8.0,134.0,21.0,24.0,10.0,4.0,21.0,17.0,1.0,88.0,10.0,179.0,,2.0,47.0,6.0,82.0,3.0,292.0,,1.0,9.0,27.0,4.0,12.0,4.0,482.0,23.0,14.0,4.0,4.0,18.0,0.0
2367830,30,2024-03-30 20:00:00,94,Brentford,Home,119.0,19.0,5.0,13.0,8.0,2.0,,157.0,4.0,1.0,2.0,10.0,7.0,33.0,263.0,1.0,2.0,10.0,17.0,28.0,18.0,4.0,9.0,2.0,,1.0,,1.0,,,,,,15.0,,2.0,2.0,,5.0,6.0,3.0,8.0,24.0,7.0,49.0,61.0,5.0,5.0,1.0,1.0,12.0,9.0,5.0,,,14.0,16.0,11.0,1.0,8.0,2.0,43.0,66.0,1.0,13.0,7.0,,,49.0,7.0,14.0,,,3.0,,1.0,168.0,1.0,,1.0,1.0,,,7.0,1.0,,,7.0,4.0,6.0,6.0,,2.0,86.0,54.0,29.0,4.0,,16.0,7.0,5.0,346.0,2.0,1.0,48.0,56.0,56.0,,,,,170.0,170.0,8.0,27.0,22.0,47.3,4.0,,1.0,,31.0,0.0,74.0,1.0,3.0,4.0,,2.0,17.0,1.0,,4.0,107.0,237.0,12.0,23.0,153.0,31.0,13.0,14.0,10.0,37.0,27.0,2.0,161.0,10.0,261.0,,1.0,30.0,10.0,62.0,1.0,377.0,4.0,0.0,31.0,16.0,2.0,14.0,3.0,595.0,84.0,12.0,8.0,14.0,11.0,0.0
2367840,31,2024-04-03 19:30:00,94,Brentford,Home,136.0,18.0,,2.0,2.0,1.0,,117.0,7.0,1.0,2.0,4.0,5.0,26.0,251.0,1.0,,9.0,16.0,14.0,3.0,1.0,,,,1.0,,1.0,,,,,,3.0,,,,,1.0,8.0,13.0,11.0,4.0,1.0,36.0,51.0,,,,,5.0,1.0,13.0,,,1.0,4.0,6.0,,8.0,2.0,51.0,47.0,,14.0,6.0,,,50.0,9.0,11.0,,,1.0,,1.0,123.0,,,,,,,14.0,,1.0,1.0,6.0,,9.0,9.0,1.0,2.0,89.0,55.0,25.0,5.0,,1.0,3.0,2.0,298.0,7.0,,38.0,37.0,20.0,,,,,116.0,116.0,4.0,18.0,19.0,33.0,,,,,15.0,0.0,78.0,3.0,3.0,6.0,,,2.0,,,4.0,55.0,238.0,5.0,4.0,154.0,28.0,14.0,14.0,1.0,11.0,10.0,,91.0,5.0,183.0,3.0,1.0,21.0,5.0,54.0,3.0,326.0,1.0,0.0,5.0,15.0,1.0,12.0,1.0,476.0,16.0,12.0,8.0,1.0,11.0,0.0
2367848,32,2024-04-06 15:00:00,94,Brentford,Away,91.0,15.0,1.0,3.0,2.0,2.0,,80.0,2.0,,2.0,5.0,2.0,21.0,168.0,,,12.0,11.0,11.0,2.0,,1.0,,,1.0,,2.0,,,,,,5.0,,,,,,11.0,9.0,2.0,5.0,3.0,35.0,48.0,3.0,,3.0,5.0,10.0,1.0,4.0,,,3.0,6.0,2.0,1.0,4.0,,34.0,42.0,5.0,25.0,10.0,1.0,,49.0,11.0,15.0,2.0,,4.0,2.0,2.0,109.0,3.0,,2.0,3.0,,,5.0,3.0,4.0,1.0,10.0,,6.0,6.0,3.0,2.0,50.0,46.0,21.0,11.0,,2.0,3.0,3.0,225.0,4.0,2.0,35.0,23.0,27.0,,,,,121.0,121.0,4.0,18.0,16.0,30.0,,2.0,1.0,2.0,16.0,0.0,53.0,,,,,,4.0,,,5.0,40.0,156.0,10.0,5.0,105.0,28.0,25.0,10.0,3.0,13.0,10.0,,80.0,5.0,155.0,4.0,,21.0,2.0,50.0,4.0,247.0,1.0,0.0,8.0,11.0,2.0,13.0,2.0,417.0,16.0,16.0,5.0,3.0,7.0,0.0
