playerId,playerName,position,team,nationality,season,duelsLost,penaltiesSaved,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,unsuccessfulLayoffs,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,totalFoulsConceded,interceptions,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,setPiecesGoals,goalAssists,unsuccessfulCrossesOpenPlay,goals,awayGoals,cornersTakenInclShortCorners,successfulCrossesAndCorners,aerialDuelsLost,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,homeGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,blocks,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,foulWonPenalty,lastPlayerTackle,handballsConceded,offsides,ownGoalScored,clearancesOffTheLine,hitWoodwork,headedGoals,rightFootGoals,redCards2ndYellow,penaltiesTaken,penaltyGoals
5666,Brian Jensen,Goalkeeper,Mansfield Town,Denmark,2009-10,7.0,3.0,0.0,54.0,61.0,12.0,38.0,1.0,38.0,915.0,1314.0,377.0,48.0,2.0,3.0,9.0,3345.0,1.0,13.0,8.0,2.0,11.0,45.0,3.0,27.0,5.0,3.0,170.0,56.0,80.0,7.0,149.0,5.0,0.0,20.0,5.0,1.0,518.0,38.0,1.0,8.0,314.0,72.0,18.0,2.0,0.0,235.0,522.0,2.0,932.0,1.0,261.0,41.0,4.0,3.0,354.0,1714.0,1.0,418.0,85.0,88.0,3.0,903.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33031,Diego Penny,Goalkeeper,Burnley,Peru,2009-10,,,0.0,,1.0,,1.0,,,19.0,26.0,8.0,,,,,75.0,,,1.0,,,,,,,,3.0,,2.0,,1.0,,0.0,,,,16.0,1.0,,,6.0,1.0,,,0.0,3.0,10.0,,19.0,,7.0,,,,7.0,29.0,,7.0,1.0,,0.0,19.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Nicky Weaver,Goalkeeper,Burnley,England,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18421,Daniel Fox,Defender,Wigan Athletic,Scotland,2009-10,39.0,,0.0,,,91.0,14.0,4.0,13.0,144.0,480.0,,,34.0,,,1149.0,1.0,63.0,5.0,,41.0,296.0,,,1.0,9.0,13.0,62.0,33.0,27.0,,8.0,2.0,102.0,,,54.0,14.0,,,195.0,28.0,68.0,22.0,0.0,,455.0,8.0,237.0,4.0,,,11.0,30.0,40.0,836.0,3.0,34.0,151.0,,3.0,53.0,28.0,1.0,2.0,1.0,6.0,29.0,13.0,1.0,1.0,1.0,15.0,1.0,0.0,29.0,10.0,12.0,6.0,6.0,24.0,1.0,10.0,1.0,5.0,39.0,11.0,7.0,19.0,5.0,8.0,17.0,90.0,,,,,,,,,,,,
2907,Michael Duff,Defender,Burnley,Northern Ireland,2009-10,39.0,,0.0,,,67.0,11.0,2.0,10.0,114.0,288.0,,,54.0,,,951.0,,67.0,3.0,,33.0,152.0,,,1.0,2.0,13.0,139.0,23.0,19.0,,8.0,0.0,106.0,,,35.0,11.0,,,73.0,20.0,52.0,34.0,0.0,,276.0,2.0,168.0,,,,12.0,24.0,22.0,512.0,1.0,41.0,101.0,,5.0,47.0,23.0,1.0,,,1.0,25.0,4.0,,,,2.0,,,,,20.0,,9.0,1.0,,7.0,,,2.0,1.0,3.0,18.0,10.0,,,,1.0,1.0,1.0,,,,,,,,,
3011,Clarke Carlisle,Defender,Burnley,England,2009-10,94.0,,0.0,,,187.0,27.0,1.0,27.0,289.0,756.0,,,149.0,3.0,,2374.0,,186.0,6.0,2.0,80.0,414.0,,,4.0,5.0,23.0,363.0,56.0,51.0,,26.0,0.0,280.0,,,78.0,27.0,,,155.0,50.0,131.0,106.0,0.0,,738.0,2.0,440.0,3.0,,,26.0,71.0,53.0,1349.0,1.0,94.0,312.0,,8.0,102.0,76.0,,,2.0,3.0,51.0,11.0,,,,3.0,,,,,43.0,,25.0,,,9.0,,1.0,3.0,6.0,8.0,42.0,17.0,,,2.0,,3.0,,2.0,1.0,2.0,1.0,,,,,
7545,Steven Caldwell,Defender,Wigan Athletic,Scotland,2009-10,45.0,,1.0,,,57.0,13.0,1.0,12.0,93.0,351.0,,,50.0,1.0,,1062.0,,55.0,2.0,,25.0,236.0,,,2.0,1.0,5.0,96.0,24.0,25.0,,13.0,0.0,100.0,,,24.0,13.0,,,72.0,22.0,50.0,30.0,1.0,,335.0,2.0,129.0,1.0,,,16.0,22.0,22.0,526.0,1.0,22.0,186.0,,1.0,36.0,27.0,1.0,,,2.0,11.0,6.0,,,,,1.0,0.0,,,20.0,,9.0,,1.0,4.0,,1.0,,3.0,4.0,7.0,10.0,,,,,,1.0,,,,,1.0,,,,
12780,Tyrone Mears,Defender,West Bromwich Albion U23,Jamaica,2009-10,127.0,,0.0,,,261.0,38.0,7.0,38.0,356.0,1351.0,,,77.0,3.0,,3420.0,1.0,215.0,9.0,,161.0,931.0,,,5.0,15.0,26.0,178.0,82.0,104.0,,46.0,0.0,342.0,,,112.0,38.0,,,619.0,73.0,265.0,54.0,0.0,,1306.0,24.0,648.0,21.0,,,44.0,85.0,64.0,2580.0,,68.0,388.0,,7.0,95.0,74.0,,12.0,5.0,4.0,94.0,13.0,,,4.0,83.0,,,1.0,12.0,23.0,,37.0,94.0,,24.0,,23.0,86.0,49.0,9.0,70.0,25.0,11.0,,427.0,1.0,2.0,2.0,3.0,,1.0,1.0,,,,,
40345,David Edgar,Defender,Hartlepool United,Canada,2009-10,11.0,,0.0,,,11.0,4.0,,2.0,19.0,78.0,,,4.0,,,239.0,,15.0,1.0,,13.0,52.0,,,,,2.0,22.0,7.0,9.0,,1.0,0.0,26.0,,,3.0,4.0,,,21.0,6.0,22.0,2.0,0.0,,74.0,,26.0,1.0,,,7.0,4.0,7.0,128.0,,8.0,38.0,,0.0,8.0,4.0,2.0,,,,11.0,,,,,,,,,,2.0,,,1.0,,1.0,,,,,,10.0,2.0,,,3.0,,,,,,,,,,,,
43248,Richard Eckersley,Defender,Oldham Athletic,England,2009-10,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,Leon Cort,Defender,Burnley,Guyana,2009-10,42.0,,0.0,,,92.0,15.0,1.0,15.0,103.0,252.0,,,88.0,,,1291.0,,77.0,4.0,,20.0,141.0,,,2.0,2.0,4.0,156.0,35.0,11.0,,9.0,0.0,119.0,,,28.0,15.0,,,51.0,31.0,31.0,57.0,0.0,,251.0,,164.0,,,,7.0,13.0,8.0,482.0,1.0,20.0,98.0,,0.0,11.0,31.0,,,,2.0,11.0,4.0,,,1.0,,,,,,31.0,,13.0,,,2.0,,,,3.0,2.0,9.0,18.0,,,,,2.0,,,,2.0,,,,,,
31881,André Bikey,Defender,Port Vale,Cameroon,2009-10,164.0,,0.0,,,141.0,28.0,6.0,26.0,202.0,721.0,,,104.0,3.0,,2190.0,1.0,161.0,7.0,1.0,103.0,446.0,,,3.0,8.0,9.0,110.0,55.0,118.0,,29.0,2.0,325.0,,,130.0,28.0,,,264.0,48.0,221.0,58.0,0.0,,708.0,3.0,306.0,21.0,,,51.0,55.0,73.0,1142.0,8.0,47.0,257.0,,5.0,61.0,51.0,2.0,2.0,5.0,7.0,53.0,25.0,4.0,,,3.0,1.0,0.0,,2.0,46.0,,25.0,,1.0,14.0,,9.0,3.0,46.0,18.0,39.0,15.0,,,2.0,1.0,2.0,1.0,,,,,,1.0,,,
14926,Stephen Jordan,Defender,Chorley,England,2009-10,70.0,,1.0,,,175.0,25.0,2.0,23.0,238.0,819.0,,,49.0,3.0,,2024.0,,110.0,4.0,,83.0,545.0,,,3.0,9.0,13.0,134.0,43.0,48.0,,15.0,0.0,180.0,,,90.0,25.0,,,303.0,39.0,131.0,27.0,0.0,,806.0,4.0,371.0,11.0,,,26.0,45.0,36.0,1419.0,2.0,58.0,282.0,,2.0,63.0,48.0,2.0,4.0,1.0,1.0,57.0,1.0,,,1.0,28.0,,,,4.0,22.0,,12.0,44.0,,9.0,,3.0,28.0,10.0,,48.0,4.0,,,200.0,,2.0,,,1.0,,,,,1.0,,
50464,Brian Easton,Defender,Burnley,Scotland,2009-10,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40145,Jack Cork,Defender,Burnley U21,England,2009-10,61.0,,0.0,,,50.0,11.0,10.0,8.0,55.0,298.0,,,22.0,,,772.0,1.0,44.0,4.0,,38.0,237.0,,,1.0,11.0,2.0,7.0,22.0,45.0,,15.0,0.0,105.0,,,47.0,11.0,,,167.0,18.0,83.0,6.0,0.0,,297.0,3.0,96.0,1.0,,,7.0,18.0,6.0,447.0,2.0,4.0,78.0,,1.0,5.0,6.0,3.0,2.0,3.0,4.0,22.0,7.0,8.0,,3.0,10.0,1.0,0.0,,2.0,16.0,,12.0,,1.0,3.0,,7.0,10.0,28.0,3.0,19.0,,,,1.0,,,,,,,,1.0,,,,
3359,Graham Alexander,Midfielder,Burnley,Scotland,2009-10,91.0,,0.0,,,245.0,33.0,31.0,33.0,307.0,1448.0,,,25.0,2.0,,2747.0,2.0,101.0,6.0,,88.0,1036.0,,,4.0,36.0,14.0,59.0,64.0,79.0,,29.0,4.0,192.0,,,146.0,33.0,,,719.0,58.0,167.0,13.0,0.0,,1373.0,5.0,406.0,1.0,1.0,,27.0,60.0,105.0,1831.0,10.0,25.0,437.0,,3.0,62.0,63.0,,6.0,9.0,11.0,58.0,20.0,8.0,,1.0,17.0,7.0,3.0,17.0,15.0,12.0,5.0,13.0,,4.0,17.0,,1.0,35.0,30.0,9.0,41.0,11.0,,11.0,7.0,,,1.0,,,,,,7.0,,6.0,6.0
20491,Christopher McCann,Midfielder,Burton Albion,Ireland,2009-10,26.0,,0.0,,,21.0,7.0,8.0,7.0,30.0,135.0,,,4.0,2.0,,491.0,1.0,21.0,,1.0,18.0,99.0,,,,6.0,,11.0,9.0,25.0,,5.0,0.0,47.0,,,24.0,7.0,,,58.0,9.0,43.0,3.0,0.0,,135.0,4.0,65.0,3.0,,,4.0,9.0,6.0,227.0,2.0,5.0,49.0,,0.0,9.0,6.0,,2.0,3.0,1.0,10.0,2.0,1.0,,,11.0,,,,2.0,1.0,,9.0,,,2.0,,5.0,11.0,17.0,1.0,8.0,2.0,,,,,,,,,,,,,,,
55038,Kevin McDonald,Midfielder,Exeter City,Scotland,2009-10,89.0,,0.0,,,103.0,26.0,24.0,15.0,135.0,707.0,,,18.0,,,1456.0,1.0,77.0,4.0,,68.0,490.0,,,2.0,13.0,1.0,17.0,31.0,80.0,,13.0,0.0,166.0,,,84.0,26.0,,,370.0,27.0,148.0,9.0,0.0,,706.0,3.0,209.0,10.0,,,21.0,34.0,82.0,963.0,5.0,2.0,204.0,,5.0,32.0,29.0,11.0,2.0,6.0,3.0,45.0,9.0,6.0,,1.0,16.0,1.0,1.0,1.0,2.0,9.0,,28.0,,0.0,14.0,,15.0,16.0,44.0,6.0,31.0,7.0,,1.0,,,,,2.0,,,1.0,,1.0,,,
3735,Wade Elliott,Midfielder,Bristol City U21,England,2009-10,209.0,,0.0,,,311.0,38.0,57.0,34.0,364.0,1359.0,,,39.0,3.0,,3121.0,10.0,151.0,7.0,1.0,137.0,942.0,,,4.0,41.0,8.0,40.0,69.0,184.0,,43.0,2.0,360.0,,1.0,181.0,38.0,,,686.0,62.0,321.0,14.0,0.0,,1348.0,20.0,598.0,42.0,,,67.0,44.0,53.0,1988.0,3.0,32.0,335.0,,5.0,53.0,67.0,4.0,24.0,13.0,11.0,52.0,25.0,18.0,1.0,4.0,104.0,4.0,1.0,9.0,26.0,25.0,2.0,70.0,,3.0,13.0,2.0,33.0,108.0,97.0,14.0,39.0,12.0,1.0,4.0,23.0,1.0,,,2.0,,2.0,,,2.0,,,
18428,Chris Eagles,Midfielder,Oldham Athletic,England,2009-10,177.0,,0.0,,,191.0,34.0,27.0,20.0,218.0,725.0,,,19.0,,,1969.0,3.0,128.0,6.0,,121.0,496.0,,,3.0,26.0,2.0,16.0,54.0,165.0,,38.0,0.0,305.0,,,141.0,34.0,,,375.0,48.0,286.0,7.0,0.0,,708.0,31.0,481.0,41.0,,,11.0,45.0,11.0,1371.0,9.0,14.0,157.0,,2.0,27.0,34.0,14.0,10.0,15.0,25.0,42.0,46.0,15.0,,3.0,76.0,2.0,2.0,44.0,25.0,12.0,12.0,75.0,3.0,0.0,8.0,1.0,86.0,117.0,132.0,21.0,34.0,,2.0,25.0,21.0,,,1.0,2.0,,,2.0,,1.0,,,
75040,Chris Anderson,Midfielder,Burnley,England,2009-10,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18953,Steven Fletcher,Forward,Wrexham,Scotland,2009-10,314.0,,0.0,,,257.0,35.0,120.0,35.0,268.0,948.0,,,190.0,,,2873.0,25.0,172.0,8.0,,110.0,669.0,,,5.0,29.0,1.0,15.0,65.0,186.0,,58.0,0.0,486.0,,,102.0,35.0,,,538.0,57.0,296.0,62.0,0.0,,944.0,17.0,436.0,18.0,,,48.0,25.0,11.0,1509.0,18.0,5.0,147.0,,1.0,11.0,35.0,,5.0,12.0,23.0,34.0,68.0,8.0,,5.0,28.0,8.0,4.0,,5.0,128.0,,119.0,1.0,4.0,6.0,6.0,33.0,28.0,130.0,45.0,28.0,2.0,1.0,,7.0,,,5.0,27.0,,,2.0,,2.0,,,
44683,Jay Rodriguez,Forward,Wrexham,England,2009-10,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20081,Martin Paterson,Forward,Port Vale,Northern Ireland,2009-10,112.0,,0.0,,,83.0,23.0,32.0,17.0,100.0,376.0,,,26.0,,,1431.0,10.0,65.0,2.0,,61.0,271.0,,,2.0,10.0,2.0,12.0,29.0,90.0,,28.0,2.0,177.0,,,59.0,23.0,,,198.0,27.0,151.0,4.0,0.0,,374.0,23.0,209.0,11.0,,,20.0,28.0,5.0,689.0,12.0,13.0,93.0,,2.0,17.0,22.0,6.0,15.0,6.0,14.0,22.0,27.0,1.0,,2.0,60.0,4.0,2.0,1.0,15.0,22.0,,59.0,,2.0,4.0,,16.0,60.0,41.0,13.0,18.0,1.0,1.0,,4.0,,1.0,1.0,7.0,,,2.0,,4.0,,,
1615,Robbie Blake,Midfielder,Bolton Wanderers,England,2009-10,102.0,,0.0,,,111.0,31.0,63.0,20.0,140.0,664.0,,,1.0,1.0,,1650.0,4.0,69.0,2.0,2.0,69.0,466.0,,,3.0,47.0,1.0,7.0,39.0,101.0,,31.0,2.0,171.0,,,89.0,31.0,,,402.0,37.0,170.0,,0.0,,637.0,15.0,302.0,19.0,,,8.0,9.0,58.0,1056.0,17.0,5.0,163.0,,1.0,29.0,24.0,11.0,7.0,11.0,11.0,19.0,21.0,5.0,,3.0,34.0,2.0,1.0,70.0,41.0,1.0,26.0,43.0,2.0,1.0,6.0,,33.0,78.0,74.0,10.0,13.0,,12.0,33.0,25.0,,,1.0,2.0,,,2.0,,2.0,,,
12744,David Nugent,Forward,Tranmere Rovers,England,2009-10,196.0,,0.0,,,136.0,33.0,67.0,20.0,146.0,511.0,,,137.0,,,1906.0,10.0,107.0,7.0,,58.0,354.0,,,3.0,22.0,,12.0,46.0,108.0,,27.0,2.0,303.0,,,45.0,33.0,,,279.0,39.0,166.0,49.0,0.0,,507.0,9.0,250.0,12.0,,,18.0,15.0,11.0,825.0,11.0,1.0,89.0,,0.0,10.0,13.0,13.0,3.0,5.0,20.0,19.0,40.0,6.0,,2.0,18.0,6.0,1.0,4.0,3.0,88.0,,80.0,,5.0,3.0,1.0,33.0,18.0,82.0,20.0,16.0,1.0,,,4.0,1.0,,,15.0,,,2.0,3.0,2.0,,,
37587,Frédéric Nimani,Forward,Burnley,France,2009-10,10.0,,0.0,,,8.0,2.0,1.0,,8.0,18.0,,,9.0,,,44.0,1.0,2.0,,,,9.0,,,,,,1.0,,3.0,,,0.0,12.0,,,,2.0,,,7.0,,3.0,2.0,0.0,,18.0,2.0,11.0,,,,3.0,,1.0,23.0,,,3.0,,1.0,,,2.0,,,,,,,,,1.0,,,,,7.0,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2255,Steven Thompson,Forward,Burnley,Scotland,2009-10,46.0,,0.0,,,37.0,20.0,16.0,1.0,37.0,123.0,,,30.0,,,380.0,3.0,24.0,1.0,,10.0,82.0,,,,4.0,,5.0,14.0,30.0,,6.0,0.0,70.0,,,8.0,20.0,,,76.0,13.0,40.0,14.0,0.0,,123.0,,59.0,1.0,,,15.0,3.0,4.0,197.0,1.0,,12.0,,1.0,,3.0,19.0,2.0,1.0,4.0,3.0,13.0,,,,6.0,4.0,2.0,,2.0,16.0,,23.0,,2.0,1.0,1.0,3.0,6.0,13.0,9.0,2.0,1.0,,,,,,,2.0,,,1.0,1.0,2.0,,,
