playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,offsides,penaltyGoalsConceded,ownGoalScored,rightFootGoals,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,foulWonPenalty,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,penaltiesTaken,oboxTarget,headedGoals,blocks,penaltyGoals,oboxBlocked,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,throwInsToOppositionPlayer,shotsBlockedOutsideBox,lastPlayerTackle,clearancesOffTheLine,otherGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
40145,Jack Cork,Defender,Burnley,90,England,2018-19,181.0,3.0,1.6371,0.0,7.0,2.0,3.0,0.8585,51.0,10.0,3.0,186.0,37.0,2.0,15.0,37.0,250.0,10.0,1329.0,1.0,0.0,,131.0,8.0,3.0,,3313.0,,2.0,79.0,167.0,14.0,,43.0,115.0,1003.0,35.0,54.9663,16.0,9.0,79.0,63.0,4.0,102.0,366.0,38.0,0.0,348.0,23.0,1.0,391.0,219.0,37.0,24.0,1.0,10.0,610.0,49.0,11.0,46.0,4.0,217.0,52.0,0.0,1322.0,8.0,2.0,359.0,27.0,27.0,384.0,30.0,29.0,76.0,188.0,1788.0,1.0,1.0,33.0,472.0,11.0,1.4642,6.0,64.0,67.0,4.0,2.0,,,1.0,,1.0,,1.0,1.0,,1.0,,16.0,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
17761,James Tarkowski,Defender,Burnley,90,England,2018-19,144.0,1.0,0.3843,0.0,2.0,10.0,1.0,3.4842,72.0,20.0,,169.0,35.0,1.0,2.0,35.0,347.0,4.0,1135.0,3.0,1.0,,247.0,7.0,1.0,7.0,3087.0,7.0,1.0,78.0,274.0,12.0,,22.0,105.0,681.0,46.0,54.3293,5.0,21.0,235.0,63.0,2.0,66.0,186.0,31.0,1.0,418.0,16.0,2.0,556.0,134.0,35.0,35.0,1.0,2.0,304.0,51.0,4.0,12.0,2.0,171.0,169.0,0.0,1121.0,10.0,2.0,398.0,37.0,7.0,297.0,35.0,42.0,107.0,96.0,1732.0,3.0,1.0,89.0,485.0,12.0,3.5369,8.0,178.0,84.0,4.0,2.0,,,,1.0,,,,,,,1.0,56.0,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,
83314,Jeff Hendrick,Midfielder,Burnley,90,Ireland,2018-19,112.0,4.0,1.4239,0.0,8.0,6.0,6.0,2.092,24.0,11.0,4.0,122.0,32.0,,12.0,25.0,163.0,18.0,659.0,3.0,2.0,7.0,45.0,3.0,4.0,3.0,2070.0,3.0,,28.0,66.0,11.0,1.0,45.0,49.0,475.0,44.0,38.0187,12.0,8.0,25.0,44.0,3.0,84.0,98.0,13.0,0.0,178.0,15.0,1.0,204.0,121.0,32.0,12.0,1.0,16.0,263.0,33.0,20.0,44.0,3.0,133.0,17.0,0.0,630.0,5.0,6.0,269.0,12.0,12.0,189.0,17.0,12.0,21.0,168.0,946.0,3.0,13.0,22.0,237.0,13.0,1.9303,4.0,41.0,37.0,9.0,2.0,,2.0,1.0,,,,2.0,,,,,5.0,,5.0,,1.0,1.0,,0.0853,1.0,5.0,,1.0,,,,,,,,,,,,,,,,,
15749,Joe Hart,Goalkeeper,Burnley,90,England,2018-19,1.0,,0.1705,0.0,,,,,,,,,19.0,,,19.0,311.0,,565.0,,,,4.0,4.0,,,1710.0,,,,4.0,11.0,,,,49.0,,36.3248,1.0,91.0,16.0,41.0,,1.0,11.0,,0.0,5.0,,,526.0,152.0,19.0,,,,188.0,30.0,,,,1.0,4.0,0.0,231.0,,,321.0,,,28.0,,,205.0,,726.0,,,179.0,66.0,,,0.0,311.0,25.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,25.0,181.0,6.0,2.0,1.0,5.0,77.0,1.0,3.0,1.0,135.0,96.0,27.0,51.0
217401,Josh Benson,Midfielder,Burnley,90,England,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60586,Jóhann Gudmundsson,Forward,Burnley,90,Iceland,2018-19,113.0,13.0,3.5811,0.0,11.0,9.0,4.0,2.9974,26.0,22.0,1.0,104.0,29.0,6.0,7.0,19.0,135.0,45.0,491.0,3.0,3.0,10.0,65.0,2.0,37.0,1.0,1749.0,1.0,1.0,33.0,94.0,12.0,,42.0,62.0,339.0,50.0,32.3569,31.0,1.0,31.0,39.0,8.0,80.0,76.0,22.0,0.0,207.0,21.0,0.0,145.0,118.0,29.0,15.0,2.0,24.0,294.0,27.0,82.0,52.0,8.0,142.0,32.0,0.0,476.0,13.0,11.0,320.0,11.0,16.0,145.0,10.0,33.0,17.0,125.0,940.0,4.0,6.0,18.0,99.0,5.0,2.8511,2.0,31.0,25.0,2.0,1.0,,,25.0,2.0,1.0,,46.0,5.0,,5.0,1.0,4.0,,3.0,17.0,7.0,7.0,,0.4564,1.0,3.0,,,,,,,,,,,,,,,,,,,
41674,Kevin Long,Defender,Burnley,90,Ireland,2018-19,31.0,,0.0248,0.0,,,,,18.0,1.0,,15.0,6.0,1.0,,5.0,32.0,,168.0,,,1.0,37.0,1.0,,,513.0,,,17.0,44.0,2.0,,5.0,24.0,115.0,3.0,7.1537,,5.0,34.0,9.0,,14.0,38.0,5.0,0.0,75.0,2.0,,66.0,24.0,6.0,8.0,,,40.0,7.0,,1.0,,38.0,20.0,0.0,164.0,1.0,1.0,33.0,10.0,1.0,49.0,3.0,7.0,21.0,15.0,254.0,2.0,,8.0,96.0,2.0,0.0608,0.0,17.0,7.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81183,Matej Vydra,Forward,Burnley,90,Czech Republic,2018-19,34.0,,0.5547,0.0,,3.0,,2.1759,2.0,6.0,1.0,23.0,13.0,1.0,4.0,3.0,26.0,1.0,73.0,1.0,0.0,10.0,17.0,,,2.0,313.0,2.0,1.0,12.0,11.0,,,6.0,6.0,46.0,16.0,6.6701,1.0,,6.0,7.0,,22.0,16.0,1.0,1.0,45.0,3.0,1.0,24.0,8.0,13.0,1.0,,4.0,34.0,7.0,1.0,12.0,,28.0,5.0,0.0,68.0,3.0,2.0,57.0,1.0,3.0,9.0,7.0,1.0,1.0,24.0,138.0,1.0,3.0,2.0,13.0,3.0,1.8651,1.0,3.0,5.0,2.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
68983,Matthew Lowton,Defender,Burnley,90,England,2018-19,84.0,7.0,0.6848,0.0,1.0,1.0,2.0,,56.0,3.0,3.0,114.0,21.0,,,19.0,196.0,51.0,638.0,,,2.0,39.0,4.0,7.0,1.0,1748.0,1.0,,13.0,105.0,10.0,,41.0,79.0,370.0,7.0,31.3838,8.0,25.0,71.0,41.0,1.0,71.0,21.0,12.0,0.0,189.0,22.0,,320.0,128.0,21.0,21.0,,9.0,253.0,31.0,51.0,21.0,1.0,150.0,26.0,0.0,632.0,2.0,8.0,315.0,35.0,12.0,181.0,22.0,29.0,72.0,116.0,1199.0,179.0,,48.0,196.0,14.0,0.639,7.0,82.0,52.0,,1.0,,,,,,,,,,,,7.0,,,,,,,,34.0,,,1.0,,,,,,,,,,,,,,,,,
3773,Peter Crouch,Forward,Burnley,90,England,2018-19,12.0,,0.1041,0.0,4.0,1.0,,0.8378,1.0,1.0,,17.0,6.0,,,,17.0,,28.0,,,6.0,28.0,,,1.0,86.0,1.0,,10.0,19.0,,,,1.0,11.0,18.0,1.7053,,,2.0,3.0,4.0,2.0,9.0,,0.0,31.0,,,12.0,3.0,6.0,,,,10.0,3.0,,,4.0,3.0,18.0,0.0,28.0,,1.0,21.0,1.0,,5.0,3.0,,,2.0,42.0,,,,1.0,1.0,0.6179,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17997,Phil Bardsley,Defender,Burnley,90,Scotland,2018-19,69.0,10.0,1.4605,0.0,3.0,1.0,1.0,0.1136,32.0,9.0,,84.0,19.0,,,19.0,172.0,27.0,555.0,,,,60.0,4.0,10.0,1.0,1672.0,1.0,,28.0,79.0,4.0,,32.0,47.0,346.0,5.0,27.2796,7.0,10.0,66.0,27.0,1.0,41.0,35.0,11.0,0.0,148.0,13.0,,260.0,70.0,19.0,13.0,,4.0,233.0,23.0,27.0,10.0,1.0,88.0,32.0,0.0,546.0,8.0,8.0,277.0,19.0,4.0,181.0,22.0,31.0,37.0,79.0,1021.0,133.0,2.0,37.0,160.0,18.0,0.34,9.0,88.0,41.0,,1.0,1.0,,,,,,,,,,,12.0,,2.0,,,,,,53.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
90517,Robert Brady,Midfielder,Burnley,90,Ireland,2018-19,47.0,4.0,1.3411,1.0,4.0,2.0,2.0,0.2472,15.0,8.0,1.0,49.0,16.0,1.0,1.0,6.0,84.0,22.0,223.0,,,10.0,19.0,1.0,11.0,1.0,715.0,1.0,,8.0,37.0,4.0,,13.0,26.0,130.0,11.0,12.8396,13.0,,15.0,17.0,,39.0,61.0,4.0,0.0,84.0,6.0,,89.0,45.0,16.0,8.0,,6.0,100.0,13.0,42.0,16.0,,65.0,11.0,1.0,214.0,6.0,9.0,161.0,7.0,7.0,29.0,12.0,7.0,9.0,44.0,404.0,7.0,4.0,14.0,50.0,10.0,0.5628,3.0,35.0,17.0,,,,,13.0,,,,20.0,1.0,,1.0,,1.0,,4.0,6.0,2.0,2.0,,0.1238,,4.0,,,,,,,,,,,,,,,,,,,
40616,Stephen Ward,Defender,Burnley,90,Ireland,2018-19,6.0,,0.0507,0.0,,1.0,,0.0632,4.0,1.0,,20.0,3.0,,,3.0,29.0,8.0,113.0,,,,5.0,1.0,,1.0,230.0,1.0,,1.0,13.0,2.0,,8.0,9.0,82.0,2.0,3.1338,1.0,1.0,12.0,6.0,,5.0,31.0,3.0,0.0,19.0,2.0,,53.0,15.0,3.0,2.0,,1.0,48.0,4.0,8.0,1.0,,14.0,4.0,0.0,112.0,,2.0,42.0,2.0,2.0,5.0,2.0,4.0,2.0,24.0,178.0,21.0,2.0,7.0,36.0,,0.0589,1.0,9.0,5.0,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,
39847,Steven Defour,Midfielder,Burnley,90,Belgium,2018-19,20.0,,0.1817,0.0,,,,,8.0,,1.0,29.0,6.0,,,6.0,46.0,4.0,249.0,,,,5.0,,,,452.0,,,5.0,11.0,4.0,,11.0,11.0,178.0,,12.6076,2.0,5.0,6.0,14.0,,15.0,59.0,2.0,0.0,31.0,8.0,,78.0,31.0,6.0,4.0,,2.0,91.0,10.0,4.0,3.0,,26.0,,0.0,241.0,,,56.0,4.0,1.0,67.0,1.0,8.0,25.0,45.0,298.0,,4.0,5.0,112.0,,,0.0,17.0,9.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21205,Tom Heaton,Goalkeeper,Burnley,90,England,2018-19,2.0,,0.122,0.0,,,,,,1.0,,1.0,19.0,,,19.0,291.0,,541.0,,,,4.0,4.0,,,1710.0,,,,6.0,3.0,,,2.0,62.0,1.0,22.3386,2.0,96.0,14.0,27.0,,2.0,15.0,2.0,0.0,8.0,,,491.0,162.0,19.0,,,,168.0,24.0,,,,4.0,4.0,0.0,241.0,1.0,,298.0,,1.0,35.0,1.0,,188.0,,696.0,,,161.0,82.0,,0.0472,3.0,290.0,25.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,8.0,22.0,172.0,7.0,1.0,,6.0,63.0,7.0,,,124.0,93.0,14.0,37.0
