playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,offsides,penaltyGoalsConceded,ownGoalScored,rightFootGoals,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,foulWonPenalty,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,penaltiesTaken,oboxTarget,headedGoals,blocks,penaltyGoals,oboxBlocked,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,throwInsToOppositionPlayer,shotsBlockedOutsideBox,lastPlayerTackle,clearancesOffTheLine,otherGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
17349,Aaron Lennon,Midfielder,Burnley,90,England,2018-19,54.0,3.0,0.8423,0.0,1.0,2.0,1.0,1.6458,26.0,3.0,1.0,48.0,16.0,1.0,7.0,14.0,58.0,21.0,277.0,1.0,0.0,2.0,14.0,3.0,3.0,1.0,1215.0,1.0,2.0,12.0,50.0,4.0,1.0,39.0,48.0,215.0,22.0,22.9439,6.0,1.0,12.0,22.0,1.0,42.0,54.0,16.0,0.0,104.0,24.0,1.0,63.0,45.0,16.0,10.0,1.0,8.0,140.0,18.0,21.0,21.0,1.0,90.0,2.0,0.0,277.0,1.0,4.0,117.0,16.0,7.0,64.0,12.0,10.0,4.0,96.0,472.0,5.0,4.0,9.0,82.0,11.0,0.8144,1.0,10.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432793,Ali Koiki,Defender,Burnley,90,England,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195471,Anthony Glennon,Defender,Burnley,90,England,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44699,Ashley Barnes,Forward,Burnley,90,England,2018-19,339.0,1.0,2.4871,0.0,14.0,30.0,5.0,12.6807,28.0,51.0,5.0,190.0,37.0,2.0,32.0,26.0,212.0,4.0,518.0,12.0,6.0,11.0,360.0,4.0,1.0,14.0,2386.0,14.0,13.0,228.0,219.0,7.0,,39.0,87.0,292.0,110.0,34.7542,20.0,3.0,24.0,41.0,14.0,111.0,113.0,65.0,2.0,558.0,21.0,6.0,184.0,77.0,37.0,11.0,1.0,6.0,212.0,34.0,5.0,45.0,14.0,198.0,132.0,0.0,508.0,21.0,16.0,360.0,17.0,7.0,109.0,54.0,2.0,14.0,112.0,984.0,1.0,10.0,9.0,95.0,10.0,13.8534,8.0,22.0,27.0,22.0,2.0,1.0,9.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,2.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
60551,Ashley Westwood,Midfielder,Burnley,90,England,2018-19,96.0,13.0,4.0259,0.0,10.0,7.0,,1.9307,58.0,12.0,5.0,210.0,34.0,7.0,11.0,31.0,334.0,26.0,1419.0,2.0,2.0,3.0,38.0,7.0,31.0,3.0,2822.0,3.0,1.0,18.0,107.0,8.0,,52.0,87.0,982.0,26.0,45.7387,35.0,12.0,40.0,55.0,2.0,78.0,324.0,22.0,1.0,203.0,29.0,0.0,536.0,234.0,34.0,28.0,,6.0,665.0,47.0,56.0,23.0,2.0,165.0,20.0,0.0,1337.0,5.0,15.0,459.0,30.0,8.0,347.0,30.0,46.0,103.0,212.0,1866.0,3.0,1.0,50.0,451.0,17.0,1.917,5.0,124.0,61.0,1.0,2.0,,2.0,25.0,,,,43.0,2.0,,2.0,,9.0,,8.0,15.0,1.0,1.0,1.0,0.0824,1.0,8.0,,,,,,,,,,,,,,,,,,,
83312,Ben Gibson,Defender,Burnley,90,England,2018-19,5.0,,0.0013,0.0,,1.0,,0.9949,1.0,1.0,,3.0,1.0,,,1.0,11.0,,33.0,1.0,0.0,,6.0,,,,63.0,,,4.0,3.0,1.0,,1.0,1.0,21.0,1.0,1.7921,,1.0,2.0,3.0,,1.0,7.0,,0.0,8.0,,1.0,20.0,3.0,1.0,,,,6.0,2.0,,,,2.0,2.0,0.0,33.0,,,11.0,1.0,,2.0,2.0,,1.0,4.0,39.0,1.0,1.0,4.0,16.0,1.0,0.7284,1.0,8.0,2.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
51927,Ben Mee,Defender,Burnley,90,England,2018-19,143.0,2.0,0.9388,0.0,1.0,4.0,,1.2266,54.0,20.0,1.0,184.0,38.0,2.0,,38.0,378.0,2.0,1502.0,,,,254.0,8.0,2.0,4.0,3420.0,4.0,,105.0,227.0,14.0,1.0,25.0,78.0,944.0,56.0,58.6634,6.0,35.0,232.0,68.0,1.0,38.0,383.0,18.0,0.0,370.0,9.0,,727.0,246.0,38.0,31.0,,1.0,424.0,54.0,2.0,6.0,1.0,116.0,149.0,0.0,1473.0,16.0,5.0,410.0,23.0,8.0,288.0,27.0,48.0,180.0,104.0,2037.0,7.0,,80.0,702.0,14.0,1.5782,9.0,194.0,112.0,,2.0,2.0,,,1.0,1.0,,,,,,,50.0,,,,,,1.0,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,
103914,Charlie Taylor,Defender,Burnley,90,England,2018-19,152.0,18.0,1.6065,0.0,1.0,,8.0,,54.0,5.0,,190.0,38.0,1.0,1.0,35.0,324.0,94.0,1175.0,,,3.0,133.0,7.0,22.0,,3240.0,,,61.0,213.0,12.0,,101.0,141.0,768.0,8.0,56.5024,10.0,27.0,83.0,64.0,,91.0,309.0,48.0,0.0,365.0,39.0,,549.0,205.0,38.0,28.0,,35.0,463.0,52.0,97.0,52.0,,232.0,72.0,0.0,1161.0,5.0,13.0,587.0,26.0,41.0,57.0,15.0,40.0,83.0,260.0,2285.0,360.0,,75.0,410.0,8.0,0.1589,2.0,134.0,122.0,1.0,2.0,,,2.0,,1.0,,4.0,,,,,35.0,,1.0,2.0,,,,,60.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
60689,Chris Wood,Forward,Burnley,90,New Zealand,2018-19,254.0,2.0,2.7269,0.0,9.0,23.0,1.0,7.1345,13.0,50.0,4.0,198.0,38.0,2.0,32.0,29.0,211.0,10.0,599.0,10.0,6.0,9.0,302.0,5.0,2.0,11.0,2594.0,11.0,14.0,170.0,174.0,10.0,,28.0,42.0,385.0,120.0,40.0393,19.0,,26.0,49.0,5.0,84.0,151.0,24.0,3.0,428.0,12.0,4.0,154.0,89.0,38.0,4.0,1.0,5.0,271.0,39.0,10.0,52.0,5.0,126.0,132.0,0.0,589.0,27.0,14.0,368.0,9.0,8.0,130.0,26.0,3.0,3.0,164.0,976.0,,16.0,8.0,119.0,9.0,8.7969,2.0,13.0,29.0,53.0,1.0,,3.0,,5.0,4.0,,,2.0,,2.0,6.0,4.0,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
433154,Dwight McNeil,Midfielder,Burnley,90,England,2018-19,116.0,14.0,2.5888,0.0,9.0,6.0,4.0,1.1737,36.0,18.0,4.0,74.0,21.0,5.0,1.0,19.0,110.0,70.0,453.0,3.0,0.0,2.0,44.0,3.0,33.0,1.0,1597.0,1.0,,23.0,98.0,4.0,,60.0,77.0,324.0,29.0,22.3645,21.0,3.0,32.0,25.0,3.0,93.0,105.0,10.0,0.0,214.0,27.0,3.0,134.0,102.0,21.0,14.0,3.0,24.0,245.0,21.0,84.0,48.0,3.0,170.0,21.0,0.0,438.0,12.0,18.0,286.0,22.0,31.0,94.0,15.0,13.0,19.0,120.0,871.0,4.0,10.0,20.0,131.0,11.0,1.9729,2.0,36.0,31.0,1.0,,,,6.0,1.0,1.0,,22.0,2.0,,2.0,,3.0,,6.0,15.0,3.0,3.0,,0.2119,1.0,6.0,,,,,,,,,,,,,,,,,,,
