playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,totalTackles,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,penaltyGoalsConceded,expectedGoalsOnTargetConceded,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,goalAssists,starts,goals,offsides,awayGoals,cleanSheets,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,goalsConcededOutsideBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,homeGoals,penaltiesTaken,rightFootGoals,leftFootGoals,unsuccessfulDribbles,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,successfulDribbles,interceptions,penaltyGoals,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,throughBalls,foulWonPenalty,shotsOnTargetOutsideBox,successfulLaunches,oboxTarget,redCards2ndYellow,handballsConceded,penaltiesConceded,ownGoalScored,clearancesOffTheLine,hitWoodwork,expectedGoalsFreekick,cornersTakenInclShortCorners,throwInsToOppositionPlayer,freekickTotal,attemptsFromSetPieces,headedGoals,setPiecesGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,secondGoalAssists,penaltiesSaved,penaltiesFaced,savesFromPenalty,drops,crossesNotClaimed
234483,Aiden O'Neill,Midfielder,Burnley,90,Australia,2016-17,6.0,0.0194,0.0,1.0,2.0,9.0,3.0,2.0,10.0,1.0,51.0,1.0,3.0,2.0,83.0,1.0,3.0,5.0,2.0,39.0,1.0,4.0084,1.0,4.0,5.0,15.0,0.0,9.0,3.0,12.0,5.0,3.0,1.0,17.0,4.0,1.0,7.0,1.0,0.0,51.0,1.0,11.0,1.0,1.0,11.0,1.0,2.0,13.0,60.0,1.0,1.0,24.0,0.0413,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73426,Andre Gray,Forward,Burnley,90,Jamaica,2016-17,139.0,1.6559,0.0,10.0,10.0,100.0,32.0,37.0,105.0,20.0,372.0,3.0,6.0,31.0,2267.0,27.0,52.0,34.0,48.0,262.0,2.0,33.0289,1.0,33.0,112.0,71.0,2.0,191.0,16.0,61.0,48.0,32.0,8.0,197.0,30.0,20.0,160.0,4.0,0.0,323.0,26.0,293.0,2.0,1.0,85.0,17.0,5.0,155.0,712.0,3.0,2.0,76.0,6.9686,2.0,5.0,8.0,6.0,19.0,6.3316,37.0,3.0,26.0,9.0,35.0,4.0,3.0,6.0,10.0,10.0,13.0,3.0,96.0,17.0,7.0,16.0,5.0,2.0,6.0,3.0,29.0,86.0,7.0,18.0,22.0,4.0,2.0,2.0,14.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44699,Ashley Barnes,Forward,Burnley,90,England,2016-17,271.0,1.3894,1.0,8.0,22.0,183.0,28.0,32.0,202.0,6.0,448.0,4.0,8.0,276.0,1775.0,175.0,193.0,27.0,92.0,237.0,2.0,23.4614,25.0,27.0,96.0,75.0,2.0,464.0,15.0,187.0,93.0,28.0,6.0,173.0,25.0,6.0,188.0,101.0,0.0,446.0,6.0,316.0,16.0,8.0,84.0,53.0,9.0,102.0,792.0,4.0,11.0,74.0,7.0381,6.0,19.0,16.0,1.0,19.0,6.663,37.0,2.0,20.0,6.0,21.0,4.0,1.0,1.0,8.0,8.0,5.0,2.0,76.0,19.0,4.0,75.0,2.0,2.0,4.0,2.0,1.0,46.0,4.0,18.0,5.0,4.0,2.0,,12.0,13.0,3.0,1.0,5.0,1.0,5.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60551,Ashley Westwood,Midfielder,Burnley,90,England,2016-17,22.0,0.1897,0.0,,7.0,38.0,9.0,3.0,56.0,2.0,257.0,,3.0,9.0,550.0,4.0,13.0,8.0,8.0,188.0,1.0,6.2685,12.0,9.0,18.0,66.0,0.0,35.0,6.0,97.0,41.0,9.0,3.0,113.0,9.0,2.0,26.0,5.0,0.0,256.0,,64.0,4.0,4.0,62.0,8.0,13.0,32.0,312.0,,9.0,88.0,0.0588,3.0,18.0,7.0,,,,2.0,,6.0,,,,1.0,,,,,,,5.0,,1.0,,,,,,2.0,,2.0,,6.0,,,2.0,7.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51927,Ben Mee,Defender,Burnley,90,England,2016-17,118.0,1.0812,0.0,2.0,47.0,145.0,34.0,,305.0,3.0,1144.0,,,204.0,3015.0,78.0,195.0,20.0,69.0,699.0,4.0,49.6801,299.0,49.0,40.0,308.0,0.0,313.0,8.0,548.0,163.0,34.0,15.0,288.0,44.0,3.0,109.0,126.0,0.0,1133.0,2.0,325.0,32.0,46.0,213.0,23.0,140.0,75.0,1721.0,,87.0,552.0,1.1858,5.0,160.0,76.0,1.0,6.0,1.2935,14.0,,34.0,1.0,,1.0,9.0,1.0,4.0,4.0,,5.0,44.0,6.0,2.0,28.0,0.0,,1.0,,2.0,4.0,2.0,8.0,1.0,73.0,,4.0,1.0,13.0,,1.0,1.0,41.0,1.0,,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
207725,Daniel Agyei,Forward,Burnley,90,England,2016-17,5.0,0.0018,0.0,,,3.0,3.0,,3.0,,4.0,,3.0,5.0,23.0,3.0,4.0,1.0,2.0,1.0,,,,,2.0,,0.0,9.0,1.0,1.0,,3.0,,1.0,,,4.0,2.0,0.0,4.0,,7.0,,,2.0,1.0,,1.0,15.0,,,,0.0903,0.0,,,,,,2.0,,,,,,,,,,,,3.0,,,1.0,,,,,,1.0,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15982,Dean Marney,Midfielder,Burnley,90,England,2016-17,88.0,0.3965,0.0,2.0,36.0,88.0,21.0,12.0,144.0,5.0,731.0,1.0,,25.0,1770.0,13.0,70.0,27.0,58.0,517.0,2.0,31.0432,29.0,28.0,75.0,188.0,0.0,158.0,15.0,224.0,86.0,21.0,11.0,293.0,25.0,5.0,133.0,12.0,0.0,720.0,2.0,178.0,25.0,16.0,226.0,35.0,70.0,93.0,939.0,1.0,13.0,295.0,0.3633,7.0,56.0,34.0,1.0,3.0,0.7642,10.0,2.0,21.0,1.0,,0.0,3.0,1.0,,,,3.0,9.0,3.0,1.0,20.0,1.0,,1.0,,1.0,8.0,1.0,7.0,3.0,27.0,,,6.0,29.0,1.0,,2.0,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95508,Fredrik Ulvestad,Midfielder,Burnley,90,Norway,2016-17,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28244,George Boyd,Forward,Burnley,90,Scotland,2016-17,188.0,1.4341,0.0,16.0,86.0,108.0,36.0,25.0,148.0,33.0,550.0,11.0,3.0,79.0,2844.0,56.0,155.0,65.0,132.0,389.0,4.0,43.1812,35.0,45.0,132.0,81.0,2.0,343.0,48.0,178.0,152.0,36.0,21.0,240.0,41.0,33.0,264.0,23.0,0.0,548.0,17.0,282.0,65.0,7.0,151.0,31.0,13.0,140.0,1055.0,11.0,24.0,168.0,1.5704,3.0,40.0,35.0,6.0,6.0,1.0947,19.0,1.0,33.0,2.0,8.0,0.0,8.0,6.0,1.0,1.0,1.0,4.0,65.0,15.0,5.0,27.0,2.0,,,2.0,16.0,47.0,5.0,13.0,19.0,34.0,,4.0,12.0,24.0,1.0,,3.0,5.0,3.0,,2.0,,,,,0.2045,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
17761,James Tarkowski,Defender,Burnley,90,England,2016-17,40.0,0.4153,0.0,2.0,19.0,50.0,19.0,3.0,85.0,2.0,262.0,1.0,15.0,45.0,556.0,19.0,56.0,2.0,30.0,153.0,2.0,9.9818,38.0,11.0,21.0,67.0,0.0,96.0,1.0,124.0,31.0,19.0,5.0,72.0,11.0,2.0,51.0,26.0,0.0,261.0,1.0,98.0,14.0,7.0,43.0,10.0,24.0,28.0,385.0,1.0,22.0,105.0,0.3798,1.0,35.0,20.0,,,,3.0,,4.0,,2.0,,1.0,,,,,,13.0,4.0,1.0,9.0,,,,,3.0,4.0,1.0,3.0,3.0,11.0,,4.0,,3.0,,,,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
