playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,penaltiesTaken,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,penaltyGoals,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedGoalsFreekick,goalAssists,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,penaltyGoalsConceded,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltiesConceded,headedGoals,hitWoodwork,throwInsToOppositionPlayer,clearancesOffTheLine,ownGoalScored,leftFootGoals,secondGoalAssists,otherGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
39487,Erik Pieters,Defender,Burnley,90,Netherlands,2019-20,0.0,0.0,2.0,94.0,1.7612,1.0,3.0,0.1835,55.0,13.0,3.0,140.0,24.0,1.0,,21.0,207.0,30.0,746.0,,,,3.0,52.0,6.0,2.0,1.0,1877.0,1.0,,19.0,111.0,7.0,51.0,78.0,510.0,14.0,26.261,14.0,7.0,48.0,35.0,1.0,75.0,273.0,20.0,205.0,27.0,289.0,97.0,24.0,,2.0,,22.0,8.0,294.0,28.0,30.0,1.0,153.0,33.0,738.0,10.0,12.0,306.0,33.0,4.0,4.0,50.0,21.0,28.0,,29.0,134.0,1260.0,151.0,4.0,,27.0,256.0,13.0,,0.5145,67.0,53.0,11.0,,4.0,,11.0,,1.0,,,,1.0,,,23.0,,,,,,,,,,,,,,,,,,,,
40145,Jack Cork,Defender,Burnley,90,England,2019-20,0.0,0.0,1.0,195.0,1.1317,8.0,6.0,0.9061,35.0,10.0,1.0,154.0,30.0,11.0,,30.0,204.0,5.0,922.0,,1.0,3.0,,124.0,10.0,2.0,4.0,2616.0,4.0,1.0,69.0,138.0,8.0,36.0,83.0,670.0,28.0,38.1725,12.0,9.0,45.0,41.0,5.0,126.0,252.0,25.0,333.0,22.0,271.0,171.0,30.0,,2.0,,11.0,7.0,413.0,33.0,5.0,5.0,209.0,55.0,922.0,4.0,2.0,307.0,24.0,25.0,12.0,255.0,33.0,28.0,,48.0,144.0,1321.0,5.0,6.0,3.0,31.0,306.0,21.0,,1.9914,50.0,50.0,1.0,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17761,James Tarkowski,Defender,Burnley,90,England,2019-20,0.0,0.0,10.0,144.0,2.1918,6.0,5.0,1.117,66.0,15.0,,235.0,38.0,,,38.0,395.0,4.0,1352.0,2.0,3.0,,,272.0,15.0,,3.0,3420.0,3.0,,73.0,308.0,9.0,25.0,109.0,852.0,73.0,46.2633,13.0,25.0,200.0,50.0,6.0,71.0,288.0,32.0,452.0,16.0,617.0,179.0,38.0,,,1.0,23.0,,290.0,41.0,4.0,6.0,180.0,199.0,1329.0,10.0,5.0,428.0,43.0,13.0,47.0,349.0,49.0,63.0,,105.0,98.0,1904.0,4.0,,,80.0,667.0,24.0,,2.1561,160.0,124.0,,,2.0,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
44683,Jay Rodriguez,Forward,Burnley,90,England,2019-20,0.0,0.0,1.0,262.0,0.5463,12.0,30.0,6.866,29.0,55.0,2.0,135.0,36.0,18.0,,20.0,140.0,14.0,464.0,8.0,22.0,5.0,16.0,230.0,6.0,6.0,16.0,2009.0,16.0,6.0,150.0,140.0,8.0,39.0,60.0,318.0,88.0,31.2101,5.0,,11.0,34.0,7.0,112.0,125.0,15.0,402.0,27.0,108.0,67.0,36.0,1.0,6.0,3.0,10.0,21.0,247.0,26.0,14.0,7.0,172.0,80.0,462.0,25.0,15.0,291.0,19.0,18.0,6.0,104.0,26.0,4.0,1.0,6.0,127.0,856.0,1.0,7.0,5.0,1.0,78.0,11.0,1.0,8.8006,5.0,19.0,1.0,,1.0,,1.0,,3.0,,,,,3.0,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
218023,Jimmy Dunne,Defender,Burnley,90,Ireland,2019-20,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217401,Josh Benson,Midfielder,Burnley,90,England,2019-20,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172782,Josh Brownhill,Midfielder,Burnley,90,England,2019-20,0.0,0.0,2.0,37.0,0.2318,2.0,,,14.0,4.0,,41.0,10.0,4.0,,9.0,59.0,2.0,331.0,,,1.0,1.0,39.0,4.0,,,806.0,,,19.0,48.0,2.0,5.0,28.0,262.0,9.0,8.8708,3.0,5.0,17.0,10.0,1.0,18.0,92.0,9.0,85.0,5.0,81.0,43.0,10.0,,,,6.0,1.0,165.0,8.0,2.0,1.0,46.0,20.0,329.0,4.0,1.0,79.0,8.0,7.0,4.0,98.0,6.0,14.0,,10.0,60.0,444.0,2.0,1.0,1.0,9.0,107.0,3.0,1.0,0.5484,18.0,14.0,,0.0509,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
60586,Jóhann Gudmundsson,Forward,Burnley,90,Iceland,2019-20,0.0,0.0,0.0,36.0,1.2577,2.0,2.0,0.5327,4.0,8.0,,24.0,12.0,2.0,,6.0,42.0,15.0,160.0,1.0,1.0,1.0,6.0,21.0,1.0,,1.0,622.0,1.0,,14.0,20.0,2.0,10.0,13.0,110.0,23.0,6.312,12.0,2.0,6.0,7.0,1.0,22.0,18.0,4.0,56.0,7.0,35.0,31.0,12.0,,,,2.0,1.0,104.0,5.0,19.0,1.0,35.0,7.0,160.0,6.0,6.0,78.0,2.0,5.0,1.0,55.0,9.0,7.0,,8.0,52.0,271.0,,5.0,1.0,9.0,30.0,6.0,,0.646,18.0,10.0,12.0,0.1698,1.0,8.0,16.0,4.0,,2.0,2.0,4.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
41674,Kevin Long,Defender,Burnley,90,Ireland,2019-20,0.0,0.0,0.0,35.0,0.0185,1.0,,,7.0,1.0,,31.0,8.0,,,6.0,52.0,,200.0,,,,2.0,51.0,2.0,,,562.0,,,23.0,40.0,1.0,6.0,12.0,137.0,3.0,6.0581,,1.0,30.0,5.0,1.0,12.0,38.0,6.0,75.0,2.0,92.0,23.0,8.0,,,,2.0,,31.0,4.0,,1.0,24.0,28.0,199.0,1.0,1.0,53.0,5.0,1.0,7.0,52.0,9.0,4.0,,11.0,18.0,265.0,1.0,,,11.0,117.0,3.0,,0.1709,21.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449974,Lukas Jensen,Goalkeeper,Burnley,90,Denmark,2019-20,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195064,Mace Goodridge,Midfielder,Burnley,90,England,2019-20,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81183,Matej Vydra,Forward,Burnley,90,Czech Republic,2019-20,0.0,0.0,0.0,72.0,0.5867,1.0,10.0,3.7421,4.0,17.0,2.0,35.0,19.0,11.0,,7.0,35.0,3.0,136.0,2.0,3.0,,12.0,67.0,2.0,1.0,7.0,812.0,7.0,2.0,48.0,41.0,1.0,9.0,22.0,101.0,39.0,8.1203,7.0,,6.0,7.0,1.0,24.0,41.0,12.0,113.0,4.0,14.0,16.0,19.0,,1.0,1.0,1.0,12.0,84.0,6.0,3.0,1.0,46.0,19.0,136.0,7.0,2.0,79.0,3.0,6.0,3.0,34.0,1.0,1.0,,,47.0,258.0,1.0,5.0,,,17.0,1.0,,3.7649,,9.0,,,1.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
68983,Matthew Lowton,Defender,Burnley,90,England,2019-20,0.0,0.0,2.0,47.0,0.9575,,,,41.0,1.0,2.0,78.0,17.0,1.0,,17.0,173.0,36.0,551.0,,,,,36.0,6.0,,,1530.0,,,14.0,82.0,5.0,28.0,60.0,337.0,7.0,24.6963,10.0,12.0,52.0,31.0,,33.0,16.0,10.0,129.0,14.0,270.0,72.0,17.0,,,,19.0,6.0,219.0,26.0,36.0,,93.0,22.0,543.0,1.0,10.0,269.0,22.0,9.0,6.0,171.0,14.0,27.0,,41.0,94.0,977.0,122.0,,,41.0,168.0,9.0,,0.0286,95.0,30.0,9.0,,1.0,,9.0,,3.0,,,,1.0,,,32.0,,,,,,,,,,,,,,,,,,,,
461450,Max Thompson,Forward,Burnley,90,England,2019-20,0.0,0.0,0.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98747,Nick Pope,Goalkeeper,Burnley,90,England,2019-20,0.0,0.0,1.0,2.0,0.219,,,,1.0,,,2.0,38.0,,,38.0,628.0,,1006.0,,,,,24.0,15.0,,,3420.0,,,1.0,27.0,9.0,2.0,4.0,102.0,1.0,46.2633,3.0,137.0,26.0,50.0,,1.0,42.0,6.0,29.0,,912.0,378.0,38.0,,,,,,237.0,41.0,,,5.0,23.0,438.0,,,639.0,1.0,,,52.0,,3.0,,276.0,,1413.0,,,,361.0,141.0,,,,626.0,39.0,,,,,,,4.0,,,,,,,,,,,,,1.0,47.0,41.0,7.0,5.0,1.0,11.0,120.0,4.0,6.0,1.0,306.0,179.0,41.0,77.0
17997,Phil Bardsley,Defender,Burnley,90,Scotland,2019-20,0.0,0.0,6.0,77.0,1.1784,4.0,4.0,0.7877,51.0,7.0,3.0,114.0,21.0,1.0,,21.0,222.0,27.0,658.0,,,2.0,,64.0,9.0,4.0,,1890.0,,,26.0,104.0,4.0,29.0,66.0,387.0,11.0,21.567,9.0,15.0,66.0,19.0,2.0,51.0,38.0,13.0,181.0,12.0,336.0,81.0,21.0,,4.0,,13.0,3.0,253.0,15.0,27.0,2.0,117.0,38.0,640.0,3.0,8.0,334.0,38.0,4.0,11.0,204.0,35.0,30.0,,49.0,80.0,1182.0,163.0,,2.0,47.0,189.0,22.0,1.0,0.3239,108.0,56.0,6.0,,1.0,,6.0,,1.0,,,,,,,58.0,1.0,,,,,,,,,,,,,,,,,,,
90517,Robert Brady,Midfielder,Burnley,90,Ireland,2019-20,0.0,0.0,1.0,38.0,0.5332,5.0,1.0,0.6175,11.0,7.0,2.0,47.0,17.0,,,5.0,55.0,8.0,151.0,1.0,1.0,3.0,12.0,21.0,,,,450.0,,,9.0,33.0,2.0,12.0,21.0,92.0,15.0,6.8252,7.0,3.0,7.0,10.0,2.0,29.0,36.0,4.0,71.0,8.0,52.0,36.0,17.0,,,,2.0,4.0,70.0,8.0,13.0,2.0,50.0,12.0,151.0,6.0,,95.0,9.0,6.0,2.0,36.0,8.0,5.0,,4.0,27.0,267.0,3.0,5.0,3.0,5.0,27.0,6.0,,1.1121,8.0,11.0,,0.1944,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
