playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,penaltiesTaken,penaltyGoals,hitWoodwork,handballsConceded,goalAssists,oboxBlocked,successfulCornersIntoBox,shotsBlockedOutsideBox,secondGoalAssists,ownGoalScored,headedGoals,clearancesOffTheLine,leftFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,setPiecesGoals,foulWonPenalty,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
17349,Aaron Lennon,Midfielder,Burnley,90,England,2021-22,94.0,3.0,0.4639,36.0,0.0,4.0,4.0,1.5492,33.0,8.0,74.0,28.0,5.0,19.0,17.0,89.0,35.0,336.0,2.0,4.0,2.0,11.0,2.0,28.0,2.0,1.0,3.0,1.0,1548.0,1.0,3.0,21.0,73.0,4.0,1.0,41.0,66.0,240.0,48.0,1.0,3.0,22.4301,9.0,4.0,8.0,25.0,4.0,73.0,54.0,20.0,0.0,167.0,22.0,0.0,85.0,73.0,28.0,1.0,2.0,16.0,17.0,158.0,21.0,37.0,30.0,4.0,139.0,7.0,0.0,332.0,4.0,22.0,188.0,17.0,13.0,4.0,87.0,19.0,9.0,2.0,7.0,110.0,601.0,2.0,9.0,13.0,92.0,14.0,1.0798,2.0,15.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465299,Anthony Mancini,Midfielder,Burnley,90,France,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44699,Ashley Barnes,Forward,Burnley,90,England,2021-22,117.0,1.0,0.9836,27.0,0.0,2.0,6.0,1.364,11.0,14.0,68.0,23.0,5.0,17.0,8.0,69.0,1.0,190.0,1.0,9.0,1.0,15.0,,115.0,,1.0,1.0,4.0,800.0,4.0,2.0,65.0,77.0,2.0,1.0,13.0,27.0,118.0,27.0,,2.0,14.7493,8.0,,5.0,19.0,2.0,52.0,45.0,12.0,0.0,194.0,7.0,0.0,62.0,34.0,23.0,1.0,1.0,9.0,3.0,88.0,17.0,1.0,25.0,2.0,79.0,50.0,0.0,189.0,8.0,4.0,138.0,2.0,5.0,1.0,42.0,21.0,2.0,,3.0,41.0,338.0,,6.0,1.0,34.0,11.0,2.1475,4.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
60551,Ashley Westwood,Midfielder,Burnley,90,England,2021-22,85.0,6.0,4.5224,51.0,0.0,8.0,2.0,0.0468,21.0,6.0,178.0,27.0,5.0,22.0,26.0,276.0,29.0,1113.0,,,0.0,1.0,73.0,22.0,3.0,1.0,30.0,1.0,2289.0,1.0,,13.0,62.0,6.0,1.0,34.0,53.0,759.0,17.0,,3.0,32.8957,30.0,4.0,15.0,40.0,3.0,72.0,243.0,22.0,0.0,147.0,12.0,0.0,466.0,174.0,27.0,1.0,,9.0,8.0,488.0,34.0,92.0,22.0,3.0,125.0,9.0,0.0,1021.0,4.0,12.0,435.0,12.0,10.0,9.0,209.0,29.0,30.0,49.0,78.0,195.0,1474.0,4.0,3.0,34.0,379.0,17.0,0.5927,7.0,98.0,46.0,7.0,,,1.0,,3.0,5.0,20.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,
51927,Ben Mee,Defender,Burnley,90,England,2021-22,58.0,1.0,0.1201,36.0,0.0,3.0,4.0,1.3245,26.0,16.0,109.0,21.0,,25.0,21.0,222.0,3.0,751.0,3.0,2.0,1.0,,,109.0,6.0,,1.0,1.0,1840.0,1.0,,41.0,105.0,4.0,,18.0,37.0,440.0,32.0,,,20.4099,5.0,17.0,92.0,25.0,2.0,17.0,204.0,7.0,1.0,163.0,6.0,2.0,361.0,132.0,21.0,,,14.0,1.0,196.0,21.0,3.0,1.0,2.0,54.0,68.0,0.0,730.0,12.0,,234.0,12.0,4.0,22.0,130.0,9.0,24.0,,89.0,56.0,1003.0,5.0,1.0,44.0,334.0,8.0,2.3533,3.0,113.0,58.0,,,,1.0,,,1.0,,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
461102,Bobby Thomas,Defender,Burnley,90,England,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103914,Charlie Taylor,Defender,Burnley,90,England,2021-22,106.0,20.0,2.3613,48.0,0.0,1.0,,,45.0,6.0,147.0,31.0,,24.0,30.0,283.0,84.0,980.0,,,0.0,1.0,,88.0,5.0,,20.0,,2730.0,,,30.0,173.0,6.0,,61.0,115.0,623.0,13.0,29.0,5.0,40.0272,18.0,18.0,72.0,48.0,1.0,76.0,235.0,43.0,0.0,279.0,22.0,0.0,477.0,183.0,31.0,,,19.0,26.0,376.0,42.0,84.0,41.0,1.0,191.0,58.0,0.0,966.0,6.0,22.0,484.0,26.0,27.0,20.0,54.0,17.0,58.0,,74.0,214.0,1839.0,251.0,,56.0,341.0,13.0,0.1595,3.0,136.0,82.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
192290,Connor Roberts,Midfielder,Burnley,90,Wales,2021-22,41.0,6.0,1.5079,27.0,0.0,,4.0,0.9981,20.0,6.0,106.0,21.0,,14.0,19.0,175.0,23.0,646.0,1.0,1.0,0.0,2.0,2.0,30.0,6.0,1.0,6.0,2.0,1691.0,2.0,,17.0,68.0,1.0,,35.0,55.0,447.0,19.0,84.0,5.0,26.9369,12.0,5.0,52.0,23.0,,24.0,48.0,29.0,1.0,109.0,20.0,1.0,277.0,82.0,21.0,1.0,,7.0,6.0,271.0,22.0,23.0,12.0,,79.0,13.0,0.0,635.0,2.0,5.0,306.0,13.0,6.0,5.0,233.0,7.0,22.0,,24.0,88.0,1088.0,102.0,2.0,29.0,206.0,3.0,0.3843,2.0,69.0,43.0,1.0,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
40845,Dale Stephens,Midfielder,Burnley,90,England,2021-22,12.0,,0.0694,6.0,0.0,,,,4.0,1.0,10.0,3.0,,4.0,1.0,11.0,,57.0,,,0.0,2.0,,2.0,1.0,,,,123.0,,,2.0,4.0,,,4.0,4.0,42.0,,,,0.3258,1.0,,1.0,,,10.0,17.0,,0.0,16.0,3.0,0.0,15.0,7.0,3.0,,,3.0,,24.0,,,,,14.0,,0.0,57.0,1.0,,13.0,1.0,,1.0,19.0,5.0,1.0,,4.0,6.0,71.0,,,1.0,22.0,3.0,0.0322,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530873,Dara Costelloe,Forward,Burnley,90,Ireland,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
