playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,aerialDuels,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,successfulCrossesAndCorners,throwInsToOppositionPlayer,ownGoalScored,homeGoals,leftFootGoals,shotsBlockedOutsideBox,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,penaltiesFaced,savesFromPenalty,punches,savesMade,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goalAssists,cleanSheets,handballsConceded,redCards2ndYellow,clearancesOffTheLine,lastPlayerTackle,headedGoals,unsuccessfulLayoffs,rightFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,savesMadeCaught,goalkeeperSmother,crossesNotClaimed,hitWoodwork,secondGoalAssists,foulWonPenalty
447715,Aaron Ramsey,Midfielder,Burnley,90,England,2023-24,36.0,0.5009,0.0,1.0,2.0,3.0,0.328,17.0,5.0,1.0,25.0,14.0,5.0,5.0,30.0,1.0,146.0,1.0,9.0,9.0,1.0,1.0,525.0,1.0,5.0,27.0,3.0,1.0,18.0,23.0,109.0,11.0,2.0,11.5905,1.0,2.0,10.0,17.0,1.0,31.0,28.0,3.0,0.0,63.0,9.0,30.0,24.0,14.0,1.0,3.0,6.0,51.0,14.0,2.0,16.0,1.0,54.0,4.0,0.0,140.0,3.0,2.0,63.0,14.0,3.0,2.0,41.0,7.0,1.0,7.0,47.0,249.0,2.0,7.0,5.0,65.0,6.0,0.3481,1.0,5.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487968,Ameen Al Dakhil,Defender,Burnley,90,Belgium,2023-24,46.0,0.5562,0.0,3.0,3.0,,1.4227,12.0,5.0,2.0,49.0,13.0,,12.0,86.0,2.0,598.0,,1.0,37.0,1.0,1.0,1055.0,1.0,23.0,33.0,9.0,1.0,13.0,19.0,492.0,10.0,1.0,23.4451,2.0,4.0,34.0,26.0,2.0,23.0,123.0,4.0,0.0,79.0,7.0,198.0,50.0,13.0,1.0,7.0,2.0,137.0,17.0,2.0,8.0,2.0,42.0,14.0,0.0,587.0,2.0,1.0,117.0,5.0,3.0,6.0,177.0,6.0,12.0,20.0,100.0,764.0,24.0,1.0,6.0,376.0,4.0,1.27,1.0,37.0,29.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511783,Anass Zaroury,Forward,Burnley,90,Morocco,2023-24,14.0,0.1009,1.0,1.0,1.0,,0.0346,1.0,2.0,,15.0,6.0,,1.0,19.0,6.0,59.0,,5.0,1.0,1.0,,148.0,,1.0,6.0,,,6.0,6.0,38.0,4.0,,3.0815,2.0,,1.0,4.0,,13.0,21.0,3.0,0.0,20.0,2.0,12.0,8.0,6.0,1.0,1.0,3.0,26.0,4.0,8.0,5.0,,19.0,,1.0,58.0,1.0,2.0,35.0,,2.0,,6.0,4.0,,2.0,20.0,92.0,,1.0,2.0,17.0,3.0,0.1655,0.0,4.0,10.0,1.0,,,1.0,3.0,,,,,1.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232917,Arijanet Muric,Goalkeeper,Burnley,90,Kosovo,2023-24,,0.0507,0.0,,,,,1.0,,,9.0,10.0,,10.0,171.0,,526.0,,,4.0,,,900.0,,,7.0,1.0,,,3.0,249.0,,1.0,22.0913,4.0,21.0,14.0,16.0,,,66.0,3.0,0.0,7.0,,354.0,106.0,10.0,,,,74.0,15.0,,,,3.0,4.0,0.0,440.0,,,181.0,1.0,,,106.0,,,106.0,,688.0,,,101.0,281.0,,,0.0,162.0,40.0,,,,,,,1.0,,,,,,,1.0,19.0,21.0,33.0,2.0,1.0,4.0,64.0,1.0,72.0,15.0,19.0,42.0,,,,,,,,,,,,,,,,,,,,
432711,CJ Egan-Riley,Defender,Burnley,90,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103914,Charlie Taylor,Defender,Burnley,90,England,2023-24,91.0,1.6753,0.0,4.0,1.0,1.0,0.0442,35.0,6.0,,134.0,28.0,1.0,25.0,220.0,57.0,1042.0,2.0,3.0,79.0,,,2332.0,,38.0,101.0,7.0,,44.0,60.0,771.0,18.0,3.0,43.5363,14.0,6.0,67.0,46.0,1.0,53.0,304.0,16.0,0.0,192.0,16.0,423.0,106.0,28.0,,15.0,6.0,414.0,39.0,57.0,16.0,1.0,113.0,41.0,0.0,1028.0,5.0,15.0,353.0,20.0,9.0,11.0,59.0,20.0,19.0,51.0,256.0,1580.0,159.0,3.0,48.0,422.0,11.0,0.2418,8.0,86.0,80.0,14.0,1.0,1.0,3.0,14.0,33.0,,0.0,1.0,3.0,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
192290,Connor Roberts,Midfielder,Burnley,90,Wales,2023-24,24.0,0.3507,1.0,,,,,12.0,,,45.0,14.0,1.0,8.0,64.0,8.0,409.0,3.0,6.0,14.0,,,819.0,,7.0,27.0,6.0,,11.0,20.0,333.0,6.0,2.0,23.3045,6.0,3.0,22.0,22.0,,17.0,89.0,9.0,0.0,51.0,2.0,139.0,40.0,14.0,,7.0,2.0,164.0,16.0,8.0,3.0,,37.0,7.0,0.0,396.0,,3.0,106.0,5.0,,6.0,113.0,5.0,4.0,12.0,68.0,571.0,48.0,1.0,7.0,183.0,1.0,,3.0,19.0,33.0,2.0,,,,2.0,26.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
216616,Dara O'Shea,Defender,Burnley,90,Ireland,2023-24,120.0,0.9504,1.0,3.0,5.0,,1.262,39.0,16.0,3.0,205.0,33.0,,32.0,351.0,8.0,1732.0,1.0,1.0,195.0,,2.0,2894.0,2.0,68.0,182.0,11.0,,30.0,55.0,1271.0,49.0,5.0,71.7296,9.0,13.0,158.0,71.0,3.0,52.0,293.0,15.0,0.0,302.0,11.0,690.0,140.0,33.0,,19.0,1.0,508.0,60.0,8.0,2.0,3.0,107.0,127.0,1.0,1694.0,11.0,,379.0,20.0,1.0,30.0,607.0,36.0,35.0,110.0,142.0,2126.0,9.0,2.0,66.0,876.0,24.0,0.746,5.0,146.0,125.0,3.0,3.0,2.0,,3.0,,1.0,1.0,,,,,,,,,4.0,,,,,,4.0,,,,4.0,1.0,,,1.0,1.0,3.0,,,,,,,,,,,,,
520295,David Datro Fofana,Forward,Burnley,90,Cote d’Ivoire,2023-24,94.0,0.2856,0.0,2.0,10.0,7.0,1.852,10.0,17.0,1.0,51.0,15.0,10.0,10.0,52.0,2.0,168.0,9.0,5.0,48.0,1.0,5.0,879.0,5.0,35.0,48.0,2.0,,14.0,35.0,112.0,49.0,2.0,13.6287,7.0,,2.0,18.0,2.0,59.0,58.0,10.0,1.0,142.0,6.0,34.0,22.0,15.0,1.0,5.0,22.0,70.0,16.0,2.0,42.0,2.0,94.0,13.0,0.0,164.0,7.0,6.0,142.0,5.0,15.0,3.0,26.0,17.0,1.0,4.0,50.0,350.0,,5.0,1.0,47.0,14.0,4.523,1.0,1.0,10.0,1.0,4.0,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,3.0,3.0,,,,,,,,,,,
437757,Han-Noah Massengo,Midfielder,Burnley,90,France,2023-24,1.0,0.0005,0.0,,,,,1.0,,,3.0,3.0,,,4.0,2.0,9.0,,3.0,1.0,,,14.0,,1.0,1.0,,,2.0,1.0,5.0,,,0.3013,,,,,,,1.0,,0.0,2.0,1.0,4.0,1.0,3.0,,,,1.0,,2.0,,,1.0,,0.0,9.0,,,8.0,1.0,,,4.0,,,,,16.0,1.0,,1.0,4.0,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
