matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695105,21,2014-01-11 12:45:00,88,Hull,Home,127.0,12.0,1.0,1.0,,2.0,,162.0,2.0,1.0,,9.0,9.0,32.0,288.0,,,29.0,30.0,17.0,6.0,1.0,,,,2.0,,,2.0,,,1.0,,7.0,,,,,,,2.0,8.0,6.0,,,58.0,42.0,1.0,1.0,,1.0,16.0,3.0,9.0,,,1.0,10.0,7.0,,10.0,2.0,62.0,43.0,1.0,32.0,20.0,,,59.0,12.0,5.0,,,3.0,,2.0,142.0,,,,,,,13.0,,,1.0,20.0,,12.0,12.0,1.0,,86.0,89.0,42.0,7.0,,3.0,4.0,2.0,372.0,5.0,4.0,,66.0,76.0,17.0,,,,,,159.0,159.0,1.0,22.0,15.0,44.4,,1.0,16.0,0.0,95.0,1.0,2.0,3.0,,,,5.0,,3.0,60.0,282.0,8.0,7.0,146.0,23.0,32.0,6.0,1.0,18.0,17.0,,101.0,6.0,253.0,,1.0,31.0,11.0,58.0,2.0,381.0,,0.0,10.0,20.0,,34.0,2.0,586.0,,13.0,2.0,1.0,19.0,0.0
695116,22,2014-01-18 15:00:00,88,Hull,Away,119.0,20.0,3.0,8.0,5.0,1.0,,117.0,5.0,,3.0,7.0,6.0,28.0,228.0,1.0,,10.0,27.0,18.0,6.0,2.0,,,,,,,,,,,,6.0,,,,1.0,,,3.0,16.0,9.0,,,46.0,59.0,1.0,1.0,,2.0,8.0,3.0,3.0,,,8.0,11.0,7.0,,6.0,1.0,55.0,51.0,2.0,39.0,17.0,,,50.0,16.0,8.0,,,1.0,1.0,,142.0,,,,,,,14.0,,1.0,,17.0,1.0,23.0,23.0,1.0,3.0,68.0,85.0,37.0,10.0,,7.0,1.0,,310.0,11.0,1.0,,48.0,39.0,21.0,,,,,,159.0,159.0,1.0,27.0,23.0,43.8,1.0,2.0,8.0,0.0,69.0,1.0,2.0,3.0,1.0,1.0,,7.0,,3.0,49.0,221.0,5.0,8.0,148.0,29.0,39.0,8.0,8.0,27.0,19.0,,90.0,6.0,204.0,1.0,,36.0,8.0,60.0,1.0,325.0,1.0,1.0,10.0,22.0,,17.0,2.0,547.0,,14.0,3.0,8.0,18.0,0.0
695122,23,2014-01-28 20:00:00,88,Hull,Away,217.0,21.0,1.0,7.0,6.0,5.0,,193.0,8.0,,2.0,8.0,8.0,39.0,403.0,,,24.0,28.0,33.0,8.0,1.0,,,,,,1.0,1.0,,,,,11.0,,,,,,,,7.0,6.0,,,62.0,55.0,2.0,2.0,,3.0,11.0,2.0,8.0,,1.0,3.0,15.0,11.0,,9.0,,60.0,70.0,3.0,43.0,28.0,,,83.0,8.0,14.0,,,3.0,2.0,1.0,173.0,,,,,,,13.0,,,1.0,28.0,,11.0,11.0,,2.0,130.0,93.0,50.0,8.0,,4.0,5.0,4.0,477.0,,,,70.0,40.0,34.0,,,,,,150.0,150.0,4.0,28.0,18.0,62.5,,,11.0,0.0,128.0,1.0,1.0,2.0,,,,7.0,,3.0,104.0,394.0,6.0,9.0,229.0,41.0,43.0,18.0,3.0,31.0,28.0,,158.0,15.0,295.0,,,27.0,9.0,70.0,2.0,493.0,,1.0,13.0,17.0,2.0,25.0,0.0,715.0,,10.0,9.0,3.0,13.0,0.0
695135,24,2014-02-01 15:00:00,88,Hull,Home,69.0,22.0,,3.0,3.0,3.0,1.0,123.0,7.0,,1.0,10.0,4.0,24.0,189.0,,,17.0,29.0,20.0,6.0,1.0,,,,1.0,,,1.0,,,,,7.0,,,,,,1.0,3.0,8.0,11.0,,,37.0,52.0,,,1.0,5.0,20.0,1.0,8.0,,,4.0,7.0,3.0,,14.0,2.0,62.0,49.0,5.0,29.0,13.0,,,72.0,13.0,9.0,1.0,,4.0,4.0,1.0,137.0,,,,,,,11.0,1.0,,,13.0,,20.0,20.0,3.0,1.0,62.0,86.0,42.0,10.0,,3.0,4.0,4.0,282.0,8.0,,,35.0,59.0,23.0,,,,,,168.0,168.0,2.0,23.0,21.0,38.4,,4.0,21.0,0.0,61.0,1.0,1.0,2.0,,,,4.0,1.0,3.0,62.0,179.0,14.0,7.0,93.0,40.0,29.0,4.0,4.0,18.0,14.0,,110.0,12.0,222.0,,,25.0,9.0,52.0,4.0,297.0,,0.0,9.0,16.0,,28.0,1.0,507.0,,12.0,4.0,4.0,14.0,0.0
695148,25,2014-02-08 15:00:00,88,Hull,Away,169.0,32.0,1.0,7.0,6.0,3.0,,293.0,2.0,,3.0,4.0,15.0,47.0,455.0,,,13.0,8.0,23.0,16.0,1.0,,,,,,1.0,1.0,,1.0,,,19.0,,,1.0,,,,6.0,2.0,5.0,,,88.0,52.0,1.0,,2.0,4.0,12.0,5.0,8.0,,,6.0,12.0,10.0,,9.0,1.0,41.0,56.0,4.0,17.0,8.0,,,92.0,16.0,12.0,2.0,,4.0,3.0,1.0,174.0,1.0,,,,1.0,,3.0,1.0,,,8.0,1.0,11.0,11.0,,3.0,135.0,73.0,46.0,2.0,,10.0,8.0,9.0,518.0,2.0,,,86.0,120.0,22.0,,,,,,126.0,126.0,3.0,21.0,22.0,56.2,1.0,1.0,15.0,0.0,135.0,,3.0,3.0,,,,11.0,1.0,3.0,125.0,444.0,11.0,18.0,180.0,46.0,17.0,10.0,4.0,29.0,25.0,,174.0,7.0,381.0,,,12.0,17.0,65.0,3.0,532.0,1.0,0.0,25.0,12.0,,18.0,3.0,713.0,,8.0,9.0,6.0,10.0,0.0
695153,26,2014-02-11 19:45:00,88,Hull,Home,133.0,18.0,,5.0,5.0,4.0,,100.0,2.0,1.0,5.0,13.0,23.0,32.0,228.0,1.0,,26.0,27.0,17.0,7.0,1.0,,,,1.0,,1.0,2.0,,,,,8.0,,,,1.0,,1.0,,13.0,3.0,7.0,5.0,56.0,80.0,,,,,13.0,,10.0,1.0,,2.0,9.0,6.0,,20.0,4.0,70.0,60.0,,19.0,7.0,,,74.0,6.0,8.0,,,5.0,3.0,2.0,149.0,,,,,,,3.0,,,,7.0,1.0,32.0,32.0,2.0,5.0,69.0,94.0,35.0,2.0,,6.0,2.0,4.0,341.0,4.0,1.0,,36.0,37.0,30.0,,,,,,206.0,206.0,5.0,37.0,25.0,37.5,1.0,,13.0,0.0,85.0,6.0,,5.0,,,,8.0,,3.0,42.0,222.0,7.0,8.0,158.0,44.0,19.0,17.0,2.0,20.0,18.0,,109.0,18.0,221.0,,1.0,52.0,26.0,83.0,3.0,359.0,1.0,0.0,12.0,25.0,,40.0,0.0,600.0,11.0,15.0,10.0,2.0,18.0,0.0
695161,27,2014-02-22 15:00:00,88,Hull,Away,128.0,15.0,1.0,4.0,3.0,6.0,,150.0,5.0,1.0,1.0,6.0,11.0,20.0,274.0,,2.0,7.0,27.0,14.0,3.0,1.0,,1.0,,,,,,,,,,9.0,,,,,,,5.0,15.0,8.0,,,61.0,62.0,2.0,2.0,1.0,6.0,18.0,,11.0,,,2.0,6.0,1.0,,9.0,2.0,60.0,52.0,6.0,45.0,18.0,,,57.0,11.0,4.0,2.0,,,,,137.0,4.0,,4.0,4.0,,1.0,14.0,4.0,1.0,,18.0,,13.0,13.0,3.0,2.0,94.0,84.0,37.0,9.0,2.0,2.0,6.0,6.0,352.0,8.0,1.0,,61.0,62.0,3.0,,,,,,137.0,137.0,,33.0,20.0,43.8,,2.0,18.0,0.0,76.0,3.0,2.0,5.0,,,1.0,5.0,,3.0,63.0,269.0,9.0,8.0,154.0,32.0,45.0,10.0,1.0,8.0,7.0,2.0,107.0,8.0,222.0,1.0,1.0,16.0,12.0,50.0,3.0,368.0,,0.0,11.0,26.0,2.0,12.0,1.0,567.0,,9.0,8.0,2.0,20.0,0.0
695174,28,2014-03-01 15:00:00,88,Hull,Home,118.0,20.0,3.0,11.0,8.0,5.0,2.0,145.0,5.0,,4.0,8.0,15.0,31.0,252.0,,,31.0,37.0,27.0,6.0,3.0,,,,,,,1.0,,,,,5.0,,,,,,3.0,7.0,10.0,7.0,,,70.0,43.0,3.0,4.0,,2.0,13.0,3.0,9.0,1.0,,6.0,11.0,7.0,1.0,10.0,2.0,67.0,61.0,2.0,14.0,9.0,1.0,,87.0,13.0,10.0,,,3.0,3.0,1.0,162.0,1.0,1.0,1.0,,1.0,,8.0,,1.0,3.0,9.0,1.0,16.0,16.0,1.0,4.0,73.0,93.0,43.0,3.0,,7.0,3.0,3.0,358.0,4.0,,,50.0,57.0,26.0,,,,,,172.0,172.0,,11.0,25.0,48.4,,1.0,13.0,0.0,67.0,1.0,2.0,2.0,,1.0,,7.0,2.0,3.0,52.0,243.0,6.0,10.0,147.0,50.0,14.0,5.0,6.0,27.0,21.0,,109.0,15.0,252.0,1.0,,34.0,15.0,73.0,1.0,372.0,,0.0,13.0,21.0,,35.0,3.0,573.0,,16.0,3.0,6.0,12.0,0.0
695189,29,2014-03-26 19:45:00,88,Hull,Away,177.0,24.0,3.0,9.0,6.0,3.0,2.0,216.0,3.0,1.0,5.0,2.0,23.0,25.0,384.0,,,19.0,37.0,32.0,5.0,2.0,,,1.0,,,,1.0,1.0,1.0,,,5.0,,,,,,2.0,5.0,7.0,4.0,,,83.0,56.0,,,,1.0,18.0,,6.0,,1.0,5.0,9.0,8.0,,14.0,2.0,70.0,66.0,1.0,26.0,16.0,,,88.0,10.0,11.0,,,3.0,2.0,1.0,167.0,,,,,,,7.0,,2.0,1.0,16.0,,11.0,11.0,2.0,5.0,117.0,93.0,43.0,4.0,1.0,5.0,2.0,3.0,461.0,3.0,2.0,1.0,61.0,81.0,16.0,1.0,1.0,1.0,,,151.0,151.0,,20.0,26.0,56.4,,1.0,18.0,0.0,111.0,,2.0,2.0,,,,6.0,,3.0,77.0,378.0,11.0,7.0,194.0,36.0,26.0,10.0,5.0,24.0,19.0,1.0,135.0,7.0,308.0,2.0,1.0,34.0,23.0,65.0,3.0,478.0,,1.0,9.0,20.0,2.0,27.0,1.0,682.0,,7.0,6.0,5.0,19.0,0.0
695194,30,2014-03-15 12:45:00,88,Hull,Home,204.0,16.0,1.0,14.0,13.0,1.0,3.0,263.0,5.0,1.0,5.0,4.0,24.0,48.0,453.0,,,21.0,11.0,17.0,10.0,2.0,,,,,,,1.0,,,,,11.0,,,,,,3.0,6.0,6.0,2.0,,,79.0,56.0,,,,2.0,21.0,3.0,3.0,,1.0,3.0,13.0,14.0,,6.0,1.0,35.0,44.0,2.0,33.0,26.0,,,76.0,9.0,13.0,,,4.0,4.0,1.0,152.0,,,,,,,5.0,,,,26.0,,22.0,22.0,,5.0,133.0,79.0,53.0,4.0,,7.0,5.0,5.0,517.0,1.0,1.0,,66.0,91.0,28.0,,,,,,133.0,133.0,2.0,17.0,31.0,54.3,,,21.0,0.0,166.0,1.0,,1.0,,1.0,,7.0,,3.0,102.0,442.0,12.0,12.0,219.0,28.0,33.0,13.0,2.0,33.0,31.0,,147.0,2.0,344.0,,1.0,17.0,24.0,65.0,6.0,530.0,,0.0,15.0,10.0,,28.0,2.0,749.0,,9.0,5.0,3.0,6.0,0.0
695205,31,2014-03-22 15:00:00,88,Hull,Home,101.0,20.0,3.0,6.0,3.0,2.0,,108.0,3.0,,2.0,10.0,8.0,25.0,203.0,,,14.0,16.0,24.0,4.0,2.0,,,,,,,,,,,,5.0,,1.0,,,1.0,2.0,7.0,9.0,7.0,,,37.0,53.0,2.0,2.0,2.0,3.0,13.0,3.0,4.0,1.0,1.0,4.0,10.0,4.0,1.0,8.0,1.0,48.0,56.0,3.0,36.0,18.0,,,68.0,17.0,13.0,1.0,1.0,2.0,1.0,,141.0,1.0,,1.0,,1.0,,12.0,,,,18.0,1.0,23.0,23.0,3.0,2.0,58.0,86.0,42.0,5.0,,4.0,3.0,5.0,283.0,9.0,5.0,,41.0,50.0,18.0,,,,,1.0,157.0,157.0,2.0,24.0,18.0,43.2,1.0,,13.0,0.0,64.0,4.0,,3.0,,,,4.0,1.0,3.0,64.0,194.0,8.0,7.0,134.0,31.0,36.0,7.0,4.0,19.0,15.0,,98.0,11.0,185.0,,,36.0,11.0,51.0,3.0,300.0,,0.0,12.0,23.0,,22.0,2.0,520.0,,7.0,1.0,4.0,15.0,0.0
695217,32,2014-03-29 15:00:00,88,Hull,Away,166.0,17.0,,5.0,5.0,5.0,1.0,157.0,5.0,1.0,5.0,5.0,25.0,26.0,318.0,,,24.0,27.0,25.0,4.0,,,,,,,,,,,,,5.0,,,,,,,2.0,4.0,11.0,,,58.0,65.0,1.0,2.0,,3.0,14.0,,7.0,,,1.0,7.0,5.0,,20.0,1.0,64.0,56.0,3.0,40.0,29.0,1.0,,68.0,9.0,9.0,,,3.0,3.0,,135.0,,,,,,,9.0,,,1.0,29.0,,12.0,12.0,,5.0,103.0,73.0,33.0,8.0,,1.0,3.0,3.0,395.0,6.0,6.0,,62.0,64.0,17.0,,,,,,159.0,159.0,,30.0,22.0,44.1,,,14.0,0.0,111.0,,2.0,2.0,,,,2.0,,3.0,79.0,310.0,7.0,4.0,183.0,33.0,40.0,12.0,1.0,16.0,15.0,,127.0,11.0,240.0,,1.0,32.0,26.0,54.0,1.0,407.0,1.0,0.0,5.0,15.0,,27.0,0.0,626.0,,21.0,8.0,1.0,8.0,0.0
695225,33,2014-04-05 15:00:00,88,Hull,Home,88.0,17.0,2.0,11.0,9.0,3.0,3.0,160.0,4.0,2.0,3.0,10.0,8.0,19.0,237.0,,,14.0,27.0,29.0,3.0,1.0,,,,2.0,,,2.0,,1.0,,,4.0,,,,,,1.0,3.0,5.0,7.0,,,58.0,72.0,2.0,1.0,1.0,2.0,20.0,,14.0,,,7.0,13.0,6.0,,9.0,,66.0,64.0,2.0,36.0,25.0,,,81.0,6.0,18.0,,,7.0,3.0,2.0,143.0,1.0,,1.0,1.0,,,12.0,1.0,1.0,2.0,25.0,,27.0,27.0,4.0,3.0,66.0,80.0,37.0,2.0,1.0,1.0,4.0,4.0,316.0,1.0,,,40.0,82.0,24.0,,,,,,169.0,169.0,5.0,25.0,28.0,43.1,,,20.0,0.0,74.0,,2.0,2.0,,,,4.0,,3.0,78.0,224.0,11.0,5.0,103.0,37.0,36.0,18.0,5.0,27.0,22.0,,141.0,13.0,265.0,1.0,2.0,35.0,8.0,58.0,2.0,341.0,,0.0,8.0,14.0,,19.0,0.0,570.0,,13.0,6.0,7.0,13.0,0.0
695234,34,2014-05-06 19:45:00,88,Hull,Away,260.0,14.0,,1.0,1.0,1.0,,190.0,4.0,,4.0,10.0,14.0,46.0,449.0,,,11.0,14.0,14.0,1.0,,,,,,,,,,,,,2.0,,,,,,,2.0,10.0,8.0,,,88.0,56.0,,,,1.0,13.0,,14.0,,,,8.0,3.0,,11.0,2.0,47.0,51.0,1.0,13.0,6.0,,,49.0,9.0,13.0,1.0,,3.0,,,146.0,1.0,,,1.0,,,6.0,1.0,3.0,1.0,6.0,,12.0,12.0,,4.0,143.0,67.0,43.0,8.0,,,2.0,2.0,490.0,6.0,1.0,,55.0,77.0,9.0,,,,,,93.0,93.0,1.0,30.0,14.0,44.7,,,13.0,0.0,134.0,2.0,2.0,4.0,,,,,,3.0,50.0,436.0,11.0,2.0,274.0,24.0,13.0,5.0,,11.0,11.0,,82.0,12.0,248.0,3.0,,27.0,15.0,70.0,1.0,511.0,,0.0,2.0,20.0,,11.0,1.0,657.0,,5.0,4.0,,14.0,0.0
695245,35,2014-04-20 14:05:00,88,Hull,Home,164.0,19.0,4.0,9.0,5.0,4.0,,181.0,1.0,1.0,4.0,7.0,13.0,33.0,336.0,,1.0,20.0,20.0,16.0,8.0,3.0,2.0,,,,,,,,,,,10.0,,,,1.0,,1.0,6.0,9.0,3.0,10.0,3.0,72.0,78.0,1.0,1.0,,,8.0,2.0,6.0,,1.0,7.0,13.0,10.0,,16.0,3.0,54.0,49.0,,29.0,18.0,,1.0,69.0,10.0,7.0,,,1.0,1.0,,170.0,,,,,,,4.0,,,1.0,18.0,1.0,21.0,21.0,4.0,4.0,101.0,81.0,37.0,,,6.0,5.0,4.0,421.0,1.0,1.0,,60.0,84.0,39.0,,,,,,169.0,169.0,4.0,28.0,39.0,42.4,1.0,,16.0,0.0,95.0,2.0,1.0,3.0,,,,7.0,1.0,3.0,83.0,326.0,8.0,11.0,184.0,39.0,29.0,7.0,7.0,31.0,24.0,,138.0,14.0,285.0,,1.0,35.0,14.0,63.0,5.0,438.0,,0.0,13.0,22.0,1.0,28.0,1.0,652.0,15.0,12.0,4.0,7.0,15.0,0.0
695253,36,2014-04-26 15:00:00,88,Hull,Away,194.0,17.0,1.0,6.0,5.0,4.0,,184.0,3.0,,3.0,7.0,12.0,38.0,372.0,,,20.0,19.0,16.0,4.0,1.0,,,,,,,,,,,,7.0,,,1.0,,,1.0,3.0,7.0,3.0,,,61.0,64.0,1.0,,2.0,6.0,17.0,3.0,4.0,,1.0,2.0,12.0,3.0,,15.0,1.0,45.0,49.0,6.0,36.0,21.0,,,67.0,7.0,8.0,2.0,1.0,1.0,,,148.0,1.0,,1.0,1.0,,,11.0,2.0,,1.0,21.0,2.0,9.0,9.0,1.0,3.0,123.0,91.0,50.0,7.0,,,6.0,4.0,441.0,,2.0,,60.0,64.0,17.0,,,,,,141.0,141.0,1.0,31.0,23.0,54.0,1.0,,17.0,0.0,126.0,1.0,,1.0,,,,1.0,,3.0,78.0,361.0,10.0,6.0,207.0,37.0,36.0,8.0,1.0,16.0,15.0,,124.0,13.0,267.0,,,27.0,14.0,70.0,1.0,458.0,,0.0,8.0,19.0,,24.0,3.0,650.0,,12.0,6.0,2.0,16.0,0.0
695262,37,2014-05-03 15:00:00,88,Hull,Away,157.0,18.0,3.0,5.0,2.0,2.0,,205.0,7.0,3.0,1.0,3.0,18.0,37.0,357.0,,,30.0,36.0,23.0,4.0,2.0,,,,,,,,,,,,5.0,,,,,,,3.0,11.0,4.0,,,64.0,46.0,,,,3.0,19.0,2.0,2.0,1.0,,5.0,11.0,11.0,,7.0,1.0,57.0,46.0,3.0,45.0,34.0,1.0,,68.0,9.0,13.0,,,3.0,2.0,,136.0,,,,,,,13.0,,1.0,,34.0,,12.0,12.0,1.0,1.0,116.0,73.0,29.0,8.0,,3.0,3.0,2.0,432.0,3.0,1.0,,63.0,108.0,21.0,,,,,,155.0,155.0,1.0,20.0,23.0,55.8,,3.0,19.0,0.0,133.0,6.0,,5.0,,,,4.0,,3.0,98.0,343.0,9.0,6.0,173.0,34.0,45.0,5.0,5.0,29.0,24.0,,145.0,12.0,305.0,1.0,3.0,27.0,18.0,68.0,3.0,449.0,,0.0,8.0,12.0,,34.0,0.0,673.0,,13.0,,5.0,8.0,0.0
695273,38,2014-05-11 15:00:00,88,Hull,Home,201.0,15.0,3.0,3.0,,,,198.0,4.0,,6.0,8.0,17.0,34.0,396.0,,,9.0,4.0,14.0,5.0,2.0,,,,,,,1.0,,,,,6.0,,,,,,2.0,3.0,4.0,7.0,,,79.0,69.0,,,,3.0,12.0,4.0,5.0,,,6.0,8.0,7.0,,8.0,1.0,30.0,38.0,3.0,26.0,14.0,,,52.0,8.0,7.0,,,3.0,2.0,1.0,126.0,,,,,,,6.0,,,,14.0,,17.0,17.0,,6.0,131.0,62.0,38.0,4.0,,3.0,4.0,3.0,448.0,2.0,2.0,,80.0,61.0,21.0,,,,,,110.0,110.0,3.0,27.0,31.0,43.0,,,12.0,0.0,123.0,1.0,1.0,2.0,,,,5.0,,3.0,97.0,388.0,6.0,7.0,214.0,28.0,26.0,6.0,6.0,23.0,17.0,,135.0,8.0,268.0,,,23.0,18.0,54.0,2.0,459.0,,0.0,12.0,16.0,,11.0,0.0,627.0,,6.0,1.0,6.0,9.0,0.0
