matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attLgCentre,attLgLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,fouledFinalThird,freekickCross,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2645198,1,2026-08-22 12:30:00,88,Hull,Home,113.0,7.0,1.0,5.0,4.0,,1.0,72.0,3.0,2.0,9.0,8.0,3.0,19.0,180.0,,8.0,17.0,22.0,4.0,,2.0,,0.0,,,,,3.0,0.0,,2.0,5.0,15.0,6.0,5.0,3.0,31.0,49.0,1.0,1.0,2.0,2.0,9.0,1.0,4.0,1.0,8.0,5.0,2.0,4.0,2.0,36.0,50.0,2.0,53.0,23.0,0.607059,1.0081,1.9266,0.5968,48.0,10.0,9.0,1.0,1.0,108.0,1.0,1.0,1.0,,1.0,,12.0,0.0,4.0,23.0,1.0,6.0,6.0,3.0,0.0,9.0,63.0,69.0,24.0,6.0,0.0,2.0,3.0,4.0,230.0,7.0,3.0,0.0,31.0,50.0,18.0,110.0,110.0,,18.0,11.0,28.3,,11.0,0.0,55.0,3.0,2.0,5.0,,,3.0,0.0,5.0,40.0,171.0,9.0,5.0,124.0,21.0,53.0,5.0,1.0,15.0,14.0,,71.0,5.0,148.0,4.0,2.0,33.0,4.0,68.0,,257.0,,0.0,8.0,17.0,,10.0,2.0,457.0,11.0,12.0,0.0,3.0,1.0,11.0,0.0
2645208,2,2026-08-29 15:00:00,88,Hull,Away,97.0,6.0,,1.0,1.0,1.0,,86.0,3.0,1.0,5.0,5.0,5.0,17.0,182.0,1.0,11.0,17.0,17.0,3.0,,,2.0,0.0,,1.0,,1.0,5.0,0.0,,,5.0,7.0,4.0,2.0,4.0,38.0,47.0,1.0,1.0,1.0,3.0,6.0,,7.0,2.0,5.0,4.0,0.0,4.0,2.0,39.0,45.0,3.0,32.0,24.0,0.148259,0.7184,0.504,1.3259,47.0,8.0,11.0,1.0,,121.0,1.0,,1.0,1.0,,1.0,10.0,1.0,2.0,24.0,,7.0,7.0,,0.0,5.0,60.0,67.0,24.0,6.0,0.0,3.0,1.0,2.0,245.0,5.0,1.0,0.0,37.0,44.0,23.0,140.0,140.0,3.0,25.0,12.0,31.5,,14.0,0.0,52.0,3.0,,3.0,3.0,2.0,4.0,1.0,5.0,39.0,170.0,6.0,4.0,113.0,19.0,32.0,7.0,2.0,11.0,9.0,3.0,81.0,6.0,169.0,2.0,1.0,27.0,6.0,58.0,,271.0,2.0,0.0,6.0,15.0,2.0,22.0,4.0,445.0,13.0,22.0,0.0,4.0,2.0,7.0,0.0
2645220,3,2026-09-05 17:30:00,88,Hull,Home,84.0,14.0,,2.0,2.0,3.0,,85.0,6.0,,4.0,2.0,2.0,26.0,167.0,,6.0,14.0,17.0,8.0,1.0,1.0,2.0,0.0,1.0,,1.0,,9.0,0.0,1.0,,2.0,10.0,3.0,4.0,7.0,37.0,34.0,1.0,1.0,,1.0,9.0,,8.0,3.0,14.0,5.0,0.0,4.0,1.0,38.0,46.0,1.0,16.0,6.0,0.196692,0.5691,0.1679,0.0756,37.0,10.0,4.0,,,86.0,,,,,,,12.0,0.0,1.0,6.0,1.0,16.0,16.0,1.0,0.0,4.0,57.0,49.0,25.0,4.0,0.0,6.0,3.0,4.0,208.0,5.0,1.0,0.0,61.0,25.0,24.0,101.0,101.0,5.0,13.0,11.0,26.2,1.0,14.0,0.0,49.0,1.0,,1.0,4.0,2.0,7.0,0.0,5.0,53.0,156.0,9.0,9.0,97.0,29.0,16.0,12.0,2.0,21.0,19.0,2.0,83.0,8.0,153.0,1.0,,15.0,2.0,54.0,2.0,229.0,,0.0,11.0,16.0,,12.0,2.0,378.0,9.0,4.0,0.0,9.0,3.0,6.0,0.0
