playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,gamesPlayed,totalRedCards,yellowCards,duelsLost,penaltiesSaved,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,substituteOff,throughBalls,foulWonPenalty,goals,awayGoals,ownGoalScored,homeGoals,rightFootGoals,leftFootGoals,handballsConceded,attemptsFromSetPieces,offsides,successfulCornersIntoBox,clearancesOffTheLine,hitWoodwork,penaltiesConceded,unsuccessfulLayoffs,penaltiesTaken,headedGoals,penaltyGoals,otherGoals,redCards2ndYellow
19520,Ryan Babel,Forward,Eyüpspor,6797,Netherlands,2009-10,0.0,25.0,0.0,1.0,114.0,,,18.0,,61.0,1.0,9.0,64.0,351.0,,,28.0,2.0,,954.0,20.0,58.0,1.0,50.0,277.0,,,,2.0,10.0,8.0,94.0,,7.0,2.0,172.0,,52.0,25.0,,,196.0,7.0,144.0,8.0,,349.0,172.0,13.0,25.0,,,10.0,613.0,8.0,2.0,95.0,,3.0,10.0,4.0,7.0,11.0,24.0,41.0,27.0,16.0,1.0,4.0,48.0,,16.0,5.0,,38.0,27.0,71.0,13.0,11.0,2.0,20.0,12.0,,6.0,4.0,,4.0,1.0,,3.0,3.0,1.0,2.0,,4.0,,,1.0,,6.0,,,,,
14402,Fernando Torres,Forward,Atlético de Madrid,175,Spain,2009-10,0.0,22.0,0.0,5.0,184.0,,,11.0,,113.0,3.0,20.0,116.0,379.0,,,76.0,2.0,,1715.0,39.0,128.0,1.0,91.0,256.0,,,3.0,,11.0,23.0,145.0,,49.0,16.0,312.0,,30.0,22.0,,,217.0,22.0,236.0,37.0,,377.0,262.0,10.0,31.0,,,7.0,799.0,7.0,1.0,50.0,,3.0,12.0,4.0,17.0,32.0,63.0,57.0,24.0,2.0,1.0,4.0,150.0,2.0,18.0,1.0,,66.0,24.0,113.0,31.0,23.0,2.0,31.0,2.0,,10.0,8.0,,18.0,6.0,,12.0,14.0,2.0,,1.0,21.0,,,3.0,,9.0,,2.0,,,
43016,Daniel Pacheco,Forward,Liverpool,14,Spain,2009-10,0.0,4.0,0.0,0.0,7.0,,,2.0,,7.0,,,7.0,32.0,,,,,,40.0,,4.0,,4.0,23.0,,,,,,,7.0,,1.0,0.0,11.0,,2.0,4.0,,,20.0,,11.0,,,32.0,16.0,1.0,1.0,,,2.0,51.0,,,5.0,,,1.0,,2.0,1.0,1.0,3.0,4.0,4.0,,,3.0,,1.0,1.0,,2.0,4.0,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
38328,David N'Gog,Forward,Swansea City,80,France,2009-10,0.0,24.0,0.0,1.0,101.0,,,12.0,,89.0,,10.0,90.0,303.0,,,43.0,,,1013.0,29.0,61.0,1.0,47.0,212.0,,,,,9.0,6.0,72.0,,22.0,0.0,162.0,,36.0,24.0,,,172.0,5.0,119.0,14.0,,301.0,167.0,8.0,13.0,,,1.0,563.0,2.0,,43.0,,1.0,12.0,2.0,8.0,14.0,32.0,36.0,15.0,14.0,,2.0,94.0,1.0,14.0,4.0,,25.0,15.0,57.0,18.0,14.0,,14.0,10.0,,7.0,2.0,2.0,5.0,0.0,,5.0,2.0,1.0,1.0,,10.0,,,2.0,,9.0,,2.0,,,
59948,Nathan Eccleston,Forward,Liverpool,14,England,2009-10,0.0,1.0,0.0,0.0,,,,,,3.0,,,3.0,11.0,,,,,,12.0,,1.0,,1.0,8.0,,,,,,1.0,,,,0.0,1.0,,3.0,1.0,,,3.0,1.0,1.0,,,11.0,3.0,,1.0,,,,13.0,,,5.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
