playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,oboxBlocked,substituteOn,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCornersIntoBox,penaltyGoalsConceded,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,secondGoalAssists,successfulCrossesOpenPlay,cornersTakenInclShortCorners,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,throwInsToOppositionPlayer,oboxTarget,interceptions,unsuccessfulLaunches,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,offsides,foulWonPenalty,lastPlayerTackle,setPiecesGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,clearancesOffTheLine,penaltiesSaved,savesFromPenalty,headedGoals,penaltyGoals,otherGoals
219168,Alexander Isak,Forward,Liverpool,14,Sweden,2025-26,41.0,0.1042,0.0,2.0,6.0,2.0,2.8349,7.0,15.0,1.0,31.0,14.0,1.0,7.0,8.0,33.0,2.0,88.0,3.0,2.0,1.0,6.0,27.0,3.0,703.0,3.0,19.0,17.0,3.0,8.0,9.0,52.0,30.0,8.8796,1.0,1.0,9.0,9.0,1.0,22.0,24.0,1.0,1.0,58.0,2.0,1.0,20.0,13.0,14.0,1.0,1.0,2.0,9.0,44.0,6.0,2.0,16.0,1.0,31.0,8.0,0.0,86.0,9.0,4.0,68.0,6.0,1.0,1.0,24.0,5.0,3.0,20.0,180.0,3.0,9.0,1.0,11.0,1.0,2.6518,0.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243298,Cody Gakpo,Forward,Liverpool,14,Netherlands,2025-26,172.0,4.6938,0.0,33.0,21.0,5.0,5.5739,28.0,54.0,5.0,150.0,36.0,5.0,24.0,32.0,161.0,49.0,750.0,7.0,4.0,13.0,4.0,110.0,11.0,2747.0,11.0,54.0,162.0,6.0,49.0,106.0,574.0,187.0,34.4961,49.0,1.0,21.0,39.0,20.0,118.0,295.0,44.0,0.0,334.0,20.0,3.0,198.0,87.0,36.0,5.0,14.0,2.0,35.0,493.0,33.0,76.0,63.0,20.0,224.0,56.0,0.0,740.0,33.0,35.0,389.0,14.0,34.0,4.0,59.0,42.0,15.0,198.0,1316.0,8.0,16.0,13.0,107.0,17.0,8.4576,3.0,11.0,35.0,4.0,2.0,27.0,4.0,1.0,,7.0,33.0,6.0,3.0,11.0,3.0,1.0,3.0,13.0,1.0,,,,,,,,,,,,,,,30.0,1.0,,,,,,,,,,,,
223541,Federico Chiesa,Forward,Liverpool,14,Italy,2025-26,34.0,0.6074,0.0,6.0,5.0,,1.9644,8.0,11.0,1.0,29.0,26.0,1.0,3.0,1.0,32.0,17.0,113.0,2.0,1.0,2.0,25.0,8.0,2.0,318.0,2.0,5.0,20.0,3.0,12.0,17.0,80.0,36.0,6.8027,2.0,,7.0,9.0,4.0,29.0,19.0,7.0,1.0,54.0,4.0,1.0,44.0,9.0,26.0,2.0,2.0,,9.0,60.0,6.0,17.0,13.0,4.0,46.0,3.0,0.0,106.0,6.0,3.0,79.0,6.0,2.0,2.0,25.0,11.0,1.0,25.0,223.0,7.0,1.0,2.0,21.0,3.0,1.499,3.0,3.0,5.0,,,,,,,,,,1.0,,1.0,,1.0,4.0,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,
510663,Hugo Ekitiké,Forward,Liverpool,14,France,2025-26,147.0,2.6729,0.0,17.0,19.0,2.0,9.2152,11.0,48.0,2.0,91.0,28.0,4.0,35.0,21.0,93.0,7.0,400.0,11.0,4.0,6.0,7.0,82.0,5.0,1810.0,5.0,51.0,92.0,2.0,24.0,61.0,304.0,136.0,24.3627,17.0,,27.0,25.0,11.0,96.0,117.0,12.0,4.0,239.0,9.0,7.0,73.0,42.0,28.0,8.0,4.0,1.0,34.0,242.0,23.0,7.0,60.0,11.0,157.0,31.0,0.0,391.0,29.0,12.0,216.0,7.0,38.0,2.0,76.0,35.0,3.0,134.0,745.0,,15.0,6.0,66.0,8.0,9.87,0.0,2.0,13.0,,3.0,,1.0,,,1.0,,2.0,3.0,1.0,8.0,,3.0,3.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,2.0,,
500058,Jayden Danns,Forward,Liverpool,14,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496185,Kaide Gordon,Forward,Liverpool,14,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520280,Keyrol Figueroa,Forward,Liverpool,14,United States,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118748,Mohamed Salah,Forward,Liverpool,14,Egypt,2025-26,141.0,5.3087,0.0,23.0,19.0,7.0,7.1656,17.0,45.0,15.0,163.0,27.0,7.0,27.0,23.0,183.0,51.0,793.0,7.0,4.0,4.0,4.0,27.0,11.0,2148.0,11.0,19.0,60.0,7.0,43.0,52.0,590.0,187.0,29.743,42.0,1.0,7.0,35.0,19.0,122.0,32.0,16.0,2.0,201.0,5.0,3.0,171.0,81.0,27.0,3.0,5.0,4.0,53.0,513.0,28.0,99.0,103.0,19.0,174.0,8.0,0.0,782.0,26.0,37.0,471.0,12.0,19.0,1.0,381.0,10.0,20.0,209.0,1323.0,19.0,7.0,4.0,117.0,7.0,8.1597,1.0,20.0,21.0,11.0,2.0,43.0,1.0,,,8.0,58.0,4.0,1.0,20.0,,,1.0,4.0,6.0,,,,,,,,,,,,,,,14.0,,,,3.0,3.0,0.2535,1.0,,,,,1.0,
611922,Rio Ngumoha,Forward,Liverpool,14,England,2025-26,38.0,2.0291,0.0,4.0,6.0,2.0,1.9136,4.0,12.0,,22.0,19.0,1.0,3.0,5.0,25.0,14.0,192.0,2.0,1.0,,14.0,5.0,2.0,551.0,2.0,5.0,46.0,4.0,15.0,46.0,164.0,53.0,8.5256,15.0,,3.0,12.0,4.0,33.0,102.0,12.0,2.0,84.0,8.0,1.0,14.0,19.0,19.0,2.0,2.0,,13.0,146.0,8.0,14.0,25.0,4.0,79.0,,0.0,191.0,6.0,5.0,89.0,2.0,30.0,1.0,10.0,4.0,3.0,66.0,353.0,3.0,4.0,,28.0,,1.3145,0.0,3.0,6.0,,,,2.0,,,7.0,,,2.0,7.0,1.0,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677945,Will Wright,Forward,Liverpool,14,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
