matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTotal,attLgCentre,attLgRight,attOneOnOne,attOpenplay,attPenGoal,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalKicks,goalsOpenplay,goodHighClaim,headClearance,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyConceded,penaltyFaced,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2645196,1,2026-08-22 17:30:00,6,Spurs,Away,208.0,12.0,,3.0,3.0,2.0,,277.0,12.0,1.0,8.0,3.0,9.0,14.0,482.0,,9.0,23.0,13.0,7.0,,,,0.0,,1.0,,,,8.0,0.0,,7.0,20.0,6.0,4.0,5.0,102.0,48.0,2.0,2.0,,8.0,2.0,6.0,,3.0,7.0,5.0,0.0,10.0,3.0,62.0,59.0,,26.0,14.0,1.0,2.0,0.447343,0.5676,0.033,0.6078,3.1213,59.0,14.0,16.0,,1.0,1.0,1.0,163.0,12.0,0.0,,14.0,4.0,4.0,1.0,0.0,8.0,127.0,51.0,34.0,7.0,0.0,3.0,4.0,4.0,512.0,6.0,1.0,0.0,84.0,59.0,22.0,1.0,1.0,116.0,116.0,5.0,18.0,16.0,59.8,2.0,14.0,0.0,157.0,4.0,1.0,5.0,,,3.0,0.0,5.0,129.0,447.0,8.0,7.0,234.0,33.0,26.0,21.0,1.0,14.0,13.0,,158.0,3.0,329.0,,1.0,7.0,11.0,33.0,2.0,549.0,1.0,0.0,9.0,18.0,1.0,11.0,1.0,740.0,17.0,14.0,0.0,12.0,3.0,12.0,0.0
2645214,2,2026-08-29 17:30:00,6,Spurs,Home,205.0,18.0,2.0,5.0,3.0,2.0,,242.0,7.0,,4.0,,8.0,20.0,442.0,1.0,16.0,14.0,10.0,9.0,2.0,5.0,,0.0,1.0,1.0,1.0,,,10.0,0.0,,7.0,7.0,4.0,10.0,7.0,74.0,43.0,2.0,2.0,1.0,5.0,3.0,6.0,,9.0,12.0,7.0,0.0,8.0,,46.0,39.0,1.0,20.0,12.0,,,0.685111,1.1191,0.0651,0.906,0.6853,55.0,15.0,9.0,,1.0,,1.0,145.0,7.0,0.0,,12.0,4.0,4.0,,0.0,4.0,134.0,53.0,35.0,7.0,0.0,2.0,9.0,6.0,475.0,1.0,3.0,0.0,71.0,73.0,31.0,,,109.0,109.0,4.0,12.0,22.0,57.5,,12.0,0.0,145.0,,,,,,8.0,0.0,4.0,128.0,421.0,5.0,11.0,218.0,23.0,20.0,11.0,6.0,25.0,19.0,,153.0,4.0,305.0,,,7.0,8.0,35.0,2.0,498.0,2.0,0.0,17.0,13.0,1.0,16.0,1.0,669.0,33.0,16.0,0.0,7.0,9.0,9.0,0.0
2645224,3,2026-09-05 15:00:00,6,Spurs,Away,232.0,17.0,2.0,6.0,4.0,,1.0,156.0,4.0,1.0,5.0,3.0,9.0,24.0,382.0,,20.0,16.0,15.0,4.0,3.0,3.0,1.0,0.0,,1.0,,1.0,1.0,6.0,0.0,1.0,5.0,5.0,7.0,8.0,3.0,78.0,41.0,2.0,2.0,2.0,5.0,4.0,3.0,1.0,10.0,11.0,3.0,0.0,12.0,1.0,61.0,66.0,2.0,25.0,18.0,,,0.666388,1.064,0.0862,,0.0149,53.0,14.0,21.0,1.0,4.0,3.0,1.0,131.0,8.0,0.0,1.0,18.0,6.0,6.0,1.0,0.0,5.0,113.0,60.0,29.0,2.0,0.0,7.0,1.0,,423.0,4.0,1.0,0.0,51.0,66.0,27.0,,,145.0,145.0,,16.0,18.0,59.3,1.0,19.0,0.0,134.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,5.0,61.0,354.0,5.0,7.0,248.0,36.0,25.0,32.0,7.0,24.0,17.0,1.0,98.0,,232.0,1.0,1.0,20.0,10.0,62.0,1.0,456.0,,0.0,11.0,14.0,3.0,21.0,2.0,677.0,30.0,21.0,0.0,16.0,10.0,8.0,0.0
