matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755410,11.0,2014-11-09 13:30:00,6,Spurs,Home,159.0,10.0,,5.0,5.0,4.0,1.0,192.0,6.0,,2.0,7.0,10.0,28.0,346.0,,,23.0,24.0,20.0,7.0,2.0,,,1.0,,1.0,3.0,,,,,,,7.0,,,,,,3.0,10.0,9.0,2.0,,42.0,47.0,1.0,1.0,,1.0,15.0,3.0,9.0,,,5.0,10.0,5.0,,20.0,1.0,75.0,69.0,1.0,27.0,18.0,,2.0,59.0,20.0,13.0,,,6.0,2.0,3.0,151.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,18.0,,18.0,18.0,,2.0,120.0,80.0,52.0,5.0,1.0,5.0,5.0,4.0,405.0,,,3.0,3.0,,61.0,59.0,17.0,,,,,,149.0,149.0,1.0,18.0,22.0,60.3,,,15.0,0.0,,,,116.0,1.0,1.0,2.0,,1.0,,7.0,,3.0,75.0,328.0,7.0,10.0,175.0,21.0,27.0,15.0,4.0,21.0,17.0,,115.0,13.0,275.0,,,22.0,11.0,56.0,1.0,429.0,,1.0,14.0,27.0,,26.0,3.0,651.0,18.0,10.0,5.0,20.0,0.0
755418,12.0,2014-11-23 16:00:00,6,Spurs,Away,182.0,19.0,1.0,7.0,6.0,2.0,,353.0,2.0,1.0,3.0,3.0,30.0,26.0,528.0,,,20.0,21.0,12.0,17.0,1.0,,,,1.0,,2.0,,,,,,,15.0,,,,1.0,,3.0,5.0,9.0,1.0,,84.0,60.0,2.0,2.0,1.0,3.0,15.0,9.0,5.0,,1.0,9.0,19.0,10.0,,8.0,2.0,53.0,52.0,3.0,14.0,10.0,,1.0,79.0,9.0,15.0,,,4.0,1.0,2.0,170.0,1.0,,,1.0,,,6.0,,,1.0,,,,,1.0,10.0,1.0,8.0,8.0,1.0,3.0,189.0,82.0,58.0,3.0,2.0,7.0,12.0,6.0,583.0,,,2.0,2.0,,82.0,87.0,28.0,,,,,,146.0,146.0,3.0,21.0,31.0,72.7,1.0,,15.0,0.0,,,,170.0,1.0,,1.0,,,,8.0,,3.0,147.0,506.0,9.0,19.0,198.0,33.0,14.0,24.0,5.0,35.0,30.0,,192.0,7.0,450.0,2.0,1.0,15.0,30.0,49.0,1.0,613.0,,0.0,23.0,14.0,2.0,21.0,1.0,818.0,9.0,12.0,9.0,13.0,0.0
755430,13.0,2014-11-30 16:00:00,6,Spurs,Home,149.0,12.0,1.0,2.0,1.0,,,167.0,5.0,1.0,,3.0,15.0,19.0,314.0,,1.0,14.0,10.0,13.0,8.0,,1.0,,,,,1.0,,,,,,,12.0,,,,,,,10.0,3.0,7.0,,52.0,54.0,2.0,2.0,2.0,3.0,18.0,3.0,16.0,,1.0,3.0,7.0,7.0,,17.0,2.0,62.0,52.0,3.0,25.0,13.0,,1.0,42.0,15.0,4.0,1.0,,2.0,,1.0,131.0,1.0,,1.0,1.0,,,8.0,,,2.0,1.0,,,,,13.0,,23.0,23.0,1.0,,85.0,67.0,36.0,4.0,1.0,2.0,7.0,6.0,361.0,,,2.0,4.0,,28.0,76.0,17.0,,,,,,125.0,125.0,3.0,17.0,29.0,38.6,,,18.0,0.0,,,,116.0,2.0,2.0,4.0,,3.0,1.0,4.0,,3.0,72.0,298.0,10.0,10.0,165.0,24.0,25.0,17.0,2.0,16.0,14.0,2.0,101.0,3.0,235.0,1.0,1.0,15.0,16.0,44.0,2.0,384.0,,0.0,13.0,23.0,1.0,17.0,5.0,582.0,10.0,12.0,3.0,19.0,0.0
755440,14.0,2014-12-03 19:45:00,6,Spurs,Away,259.0,12.0,1.0,4.0,3.0,,1.0,267.0,1.0,,5.0,2.0,30.0,21.0,522.0,,,15.0,8.0,9.0,7.0,2.0,,,,,,,,,,,,,7.0,,,1.0,,,2.0,4.0,9.0,3.0,,82.0,74.0,,,,3.0,20.0,1.0,13.0,,,6.0,14.0,3.0,,13.0,2.0,46.0,60.0,3.0,23.0,13.0,1.0,,52.0,9.0,8.0,,,3.0,1.0,,176.0,,,,,,,3.0,,,,1.0,,,,,13.0,1.0,15.0,15.0,1.0,6.0,168.0,80.0,59.0,1.0,,6.0,3.0,2.0,580.0,,,1.0,3.0,,80.0,65.0,11.0,,,,,,139.0,139.0,3.0,33.0,29.0,61.3,1.0,1.0,20.0,0.0,,,,178.0,3.0,2.0,5.0,,,,7.0,,3.0,85.0,502.0,10.0,9.0,286.0,26.0,23.0,16.0,3.0,21.0,18.0,,117.0,3.0,339.0,1.0,,15.0,30.0,46.0,2.0,604.0,,0.0,10.0,31.0,6.0,18.0,1.0,811.0,14.0,12.0,6.0,22.0,0.0
755451,15.0,2014-12-06 15:00:00,6,Spurs,Home,239.0,12.0,,5.0,5.0,3.0,,267.0,3.0,,5.0,6.0,25.0,27.0,501.0,,1.0,22.0,24.0,29.0,13.0,,,,,,1.0,1.0,,,,,,,13.0,,,,,,,8.0,12.0,4.0,,68.0,60.0,1.0,1.0,,6.0,24.0,3.0,10.0,,,2.0,9.0,3.0,,19.0,4.0,75.0,73.0,6.0,43.0,27.0,,,68.0,11.0,10.0,,,2.0,,1.0,185.0,,,,,,,8.0,,,,2.0,,,,,27.0,,17.0,17.0,1.0,5.0,176.0,86.0,52.0,12.0,,8.0,5.0,3.0,580.0,,,6.0,5.0,,83.0,83.0,19.0,,,,,,155.0,155.0,2.0,31.0,19.0,67.6,,3.0,24.0,0.0,,,,176.0,2.0,2.0,4.0,,1.0,,8.0,,3.0,116.0,483.0,11.0,13.0,263.0,32.0,43.0,18.0,1.0,13.0,12.0,1.0,164.0,10.0,355.0,2.0,,21.0,25.0,63.0,1.0,605.0,,0.0,14.0,29.0,1.0,24.0,1.0,839.0,4.0,6.0,2.0,18.0,0.0
755461,16.0,2014-12-14 16:00:00,6,Spurs,Away,113.0,3.0,2.0,4.0,2.0,3.0,1.0,217.0,3.0,,1.0,9.0,9.0,22.0,326.0,,,17.0,17.0,21.0,5.0,2.0,,,,,,,,,,,,1.0,7.0,,,,,,1.0,8.0,11.0,4.0,,70.0,58.0,,1.0,,4.0,23.0,3.0,11.0,,,9.0,6.0,2.0,,18.0,1.0,67.0,62.0,4.0,33.0,21.0,,,47.0,17.0,7.0,1.0,,2.0,2.0,,155.0,2.0,1.0,2.0,1.0,1.0,,8.0,,,1.0,,,,,4.0,21.0,,20.0,20.0,3.0,1.0,97.0,75.0,42.0,7.0,1.0,3.0,6.0,4.0,398.0,,,6.0,,,65.0,74.0,13.0,,,,,,158.0,158.0,5.0,19.0,26.0,46.5,,1.0,23.0,0.0,,,,100.0,1.0,1.0,2.0,,2.0,,3.0,,3.0,76.0,312.0,17.0,9.0,137.0,15.0,33.0,16.0,8.0,18.0,10.0,,109.0,13.0,303.0,,,27.0,11.0,50.0,,422.0,,0.0,10.0,26.0,1.0,22.0,4.0,643.0,17.0,8.0,9.0,20.0,0.0
755471,17.0,2014-12-20 15:00:00,6,Spurs,Home,205.0,17.0,4.0,5.0,1.0,3.0,,295.0,3.0,2.0,3.0,11.0,18.0,43.0,495.0,,2.0,19.0,15.0,29.0,14.0,4.0,1.0,,,,,,,,,1.0,1.0,,16.0,,,,,,2.0,3.0,5.0,4.0,,93.0,61.0,2.0,1.0,1.0,2.0,15.0,6.0,7.0,,,9.0,12.0,,,7.0,3.0,41.0,70.0,2.0,25.0,19.0,,,63.0,9.0,7.0,1.0,,3.0,,,231.0,2.0,,1.0,1.0,1.0,,7.0,,,1.0,2.0,,,,1.0,19.0,,19.0,19.0,2.0,3.0,145.0,96.0,64.0,6.0,1.0,9.0,11.0,6.0,585.0,,,,4.0,,118.0,101.0,20.0,,,,,,167.0,167.0,3.0,30.0,21.0,65.2,,1.0,15.0,0.0,,,,144.0,3.0,1.0,4.0,,2.0,1.0,11.0,,3.0,146.0,475.0,4.0,20.0,244.0,31.0,25.0,18.0,7.0,19.0,12.0,2.0,193.0,13.0,388.0,2.0,2.0,33.0,19.0,83.0,2.0,613.0,,0.0,23.0,21.0,4.0,23.0,1.0,813.0,13.0,13.0,9.0,17.0,0.0
755478,18.0,2014-12-26 15:00:00,6,Spurs,Away,187.0,10.0,1.0,6.0,6.0,2.0,1.0,163.0,5.0,,3.0,5.0,24.0,22.0,344.0,,,21.0,23.0,20.0,4.0,1.0,,1.0,,,,1.0,,,,,,,6.0,,,,,,1.0,8.0,15.0,7.0,,56.0,67.0,2.0,1.0,1.0,5.0,25.0,1.0,9.0,,1.0,1.0,7.0,,,15.0,4.0,66.0,56.0,5.0,44.0,22.0,,,61.0,14.0,10.0,1.0,,4.0,2.0,1.0,174.0,1.0,,1.0,1.0,,,10.0,,,1.0,3.0,,,,1.0,22.0,,18.0,18.0,3.0,3.0,104.0,95.0,42.0,11.0,1.0,3.0,3.0,3.0,430.0,,,6.0,1.0,,68.0,56.0,9.0,,,,,,171.0,171.0,2.0,24.0,28.0,50.4,,2.0,25.0,0.0,,,,123.0,4.0,1.0,5.0,,,,4.0,,3.0,71.0,333.0,9.0,6.0,214.0,24.0,44.0,12.0,1.0,9.0,9.0,,114.0,11.0,252.0,3.0,,27.0,24.0,66.0,3.0,457.0,,0.0,8.0,20.0,1.0,33.0,2.0,681.0,18.0,6.0,1.0,14.0,0.0
755491,19.0,2014-12-28 12:00:00,6,Spurs,Home,97.0,11.0,1.0,7.0,6.0,3.0,1.0,159.0,2.0,1.0,4.0,6.0,14.0,20.0,249.0,,1.0,21.0,19.0,21.0,5.0,1.0,1.0,,,,1.0,1.0,,,,,,,6.0,,,,,,2.0,7.0,7.0,2.0,,50.0,64.0,1.0,1.0,,5.0,16.0,2.0,4.0,,1.0,3.0,4.0,6.0,,12.0,3.0,60.0,70.0,5.0,27.0,17.0,,,64.0,11.0,18.0,,2.0,5.0,5.0,1.0,182.0,,,,,,,6.0,,,,2.0,,,,,17.0,,19.0,19.0,5.0,4.0,66.0,90.0,34.0,6.0,,3.0,3.0,4.0,344.0,,,2.0,1.0,,60.0,68.0,27.0,,,,,,198.0,198.0,3.0,26.0,27.0,48.4,,2.0,16.0,0.0,,,,76.0,4.0,1.0,5.0,,,1.0,3.0,,2.0,74.0,236.0,7.0,6.0,128.0,29.0,27.0,22.0,3.0,18.0,15.0,1.0,125.0,14.0,264.0,2.0,1.0,38.0,15.0,70.0,1.0,374.0,,0.0,9.0,26.0,3.0,32.0,2.0,614.0,20.0,7.0,3.0,23.0,0.0
755501,20.0,2015-01-01 17:30:00,6,Spurs,Home,151.0,13.0,1.0,4.0,3.0,4.0,,178.0,7.0,,1.0,4.0,8.0,26.0,325.0,,1.0,13.0,16.0,18.0,4.0,,,,,,,,,,,,,,10.0,1.0,,,1.0,,,7.0,14.0,5.0,,61.0,66.0,1.0,1.0,2.0,2.0,20.0,1.0,10.0,,1.0,5.0,12.0,1.0,1.0,18.0,1.0,68.0,65.0,2.0,33.0,20.0,1.0,,55.0,14.0,10.0,2.0,,1.0,,,182.0,3.0,,,3.0,,,12.0,,,4.0,,,,,,20.0,1.0,26.0,26.0,3.0,1.0,88.0,91.0,46.0,3.0,2.0,1.0,6.0,8.0,390.0,,,3.0,4.0,,72.0,67.0,7.0,,,,,1.0,168.0,168.0,,24.0,32.0,46.2,1.0,,20.0,0.0,,,,94.0,4.0,,4.0,,1.0,,2.0,,3.0,64.0,304.0,10.0,7.0,180.0,22.0,33.0,18.0,4.0,17.0,13.0,,92.0,11.0,262.0,,,31.0,8.0,69.0,1.0,425.0,,0.0,11.0,30.0,2.0,23.0,3.0,655.0,11.0,7.0,5.0,26.0,0.0
755506,21.0,2015-01-10 17:30:00,6,Spurs,Away,209.0,12.0,,1.0,1.0,3.0,,218.0,3.0,1.0,4.0,7.0,21.0,24.0,426.0,,,12.0,21.0,19.0,6.0,,,,,,,,,,,,,,7.0,,,,,,,8.0,15.0,6.0,,71.0,79.0,,1.0,,5.0,9.0,1.0,9.0,,2.0,6.0,9.0,,,22.0,2.0,72.0,55.0,5.0,31.0,20.0,,,73.0,14.0,9.0,1.0,,1.0,1.0,,210.0,1.0,,,1.0,,,7.0,,,1.0,1.0,,,,,20.0,,21.0,21.0,1.0,4.0,128.0,106.0,56.0,4.0,,2.0,5.0,5.0,510.0,,,6.0,2.0,,57.0,65.0,18.0,1.0,1.0,1.0,,,178.0,178.0,6.0,34.0,29.0,58.4,,1.0,9.0,0.0,,,,126.0,5.0,,5.0,,,,3.0,,2.0,94.0,411.0,2.0,7.0,231.0,30.0,31.0,17.0,6.0,16.0,10.0,1.0,152.0,8.0,320.0,1.0,1.0,30.0,22.0,71.0,1.0,535.0,,0.0,9.0,18.0,1.0,19.0,3.0,745.0,14.0,9.0,6.0,12.0,0.0
755521,22.0,2015-01-17 15:00:00,6,Spurs,Home,143.0,19.0,,3.0,3.0,6.0,,346.0,5.0,,1.0,7.0,13.0,43.0,486.0,,,17.0,15.0,16.0,16.0,,,,,,,,,,,,,,23.0,,,,1.0,,2.0,7.0,5.0,3.0,,71.0,66.0,,,,4.0,13.0,11.0,6.0,,1.0,6.0,21.0,11.0,,9.0,2.0,48.0,56.0,4.0,16.0,12.0,,,66.0,14.0,8.0,,,1.0,,,170.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,12.0,1.0,11.0,11.0,1.0,1.0,151.0,71.0,48.0,6.0,1.0,5.0,12.0,7.0,544.0,,,2.0,1.0,,87.0,102.0,34.0,,,,,,143.0,143.0,6.0,26.0,32.0,64.8,1.0,,13.0,0.0,,,,175.0,2.0,1.0,3.0,,1.0,,8.0,2.0,3.0,194.0,467.0,6.0,17.0,156.0,35.0,16.0,16.0,5.0,37.0,32.0,1.0,241.0,9.0,448.0,,,19.0,17.0,64.0,3.0,567.0,,0.0,26.0,21.0,1.0,20.0,1.0,764.0,7.0,11.0,6.0,17.0,0.0
755532,23.0,2015-01-31 15:00:00,6,Spurs,Away,252.0,15.0,,1.0,1.0,4.0,,275.0,4.0,,6.0,2.0,27.0,24.0,526.0,,,13.0,15.0,8.0,7.0,,,1.0,,,1.0,2.0,,,,,,,10.0,1.0,,,,,,5.0,9.0,4.0,,78.0,60.0,,,1.0,3.0,16.0,3.0,5.0,,,3.0,6.0,1.0,,17.0,3.0,58.0,48.0,3.0,31.0,19.0,,,53.0,13.0,7.0,2.0,,3.0,,2.0,183.0,1.0,,,1.0,,,6.0,,,1.0,3.0,,,,1.0,19.0,,17.0,17.0,2.0,6.0,178.0,82.0,44.0,6.0,1.0,5.0,3.0,4.0,595.0,,,3.0,5.0,,75.0,82.0,12.0,,,,,1.0,143.0,143.0,5.0,22.0,23.0,62.8,,,16.0,0.0,,,,176.0,3.0,1.0,4.0,,1.0,,7.0,,3.0,90.0,515.0,5.0,8.0,274.0,26.0,31.0,26.0,1.0,8.0,7.0,,119.0,7.0,349.0,3.0,,28.0,27.0,61.0,1.0,615.0,,0.0,14.0,16.0,,18.0,1.0,815.0,9.0,16.0,3.0,14.0,0.0
755541,24.0,2015-02-07 12:45:00,6,Spurs,Home,140.0,12.0,1.0,2.0,1.0,2.0,,239.0,5.0,1.0,4.0,3.0,10.0,21.0,377.0,,,18.0,29.0,18.0,16.0,2.0,1.0,,1.0,,,1.0,,,,,,,16.0,,,,,,1.0,5.0,5.0,2.0,,61.0,66.0,,,1.0,1.0,22.0,5.0,11.0,,,10.0,12.0,4.0,,12.0,2.0,68.0,61.0,1.0,30.0,17.0,,,87.0,8.0,12.0,2.0,,4.0,3.0,1.0,184.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,,17.0,,24.0,24.0,2.0,4.0,119.0,84.0,43.0,3.0,,8.0,11.0,8.0,458.0,,,1.0,3.0,,63.0,73.0,23.0,,,,,,174.0,174.0,8.0,18.0,34.0,56.0,,,22.0,0.0,,,,118.0,2.0,,2.0,,,1.0,10.0,1.0,3.0,116.0,357.0,10.0,19.0,163.0,33.0,30.0,19.0,6.0,25.0,19.0,1.0,175.0,5.0,344.0,,1.0,26.0,12.0,58.0,6.0,482.0,,0.0,23.0,21.0,,26.0,3.0,722.0,9.0,11.0,10.0,20.0,0.0
755546,25.0,2015-02-10 20:00:00,6,Spurs,Away,133.0,10.0,1.0,2.0,1.0,2.0,,176.0,6.0,1.0,4.0,2.0,10.0,15.0,307.0,,1.0,13.0,14.0,18.0,8.0,,,,,,1.0,1.0,,1.0,,,,,10.0,,,,,,1.0,9.0,9.0,7.0,,61.0,56.0,2.0,,2.0,3.0,21.0,6.0,13.0,,1.0,7.0,5.0,1.0,,8.0,3.0,59.0,60.0,3.0,22.0,12.0,1.0,2.0,58.0,17.0,11.0,1.0,1.0,1.0,,1.0,160.0,2.0,,2.0,1.0,1.0,,8.0,,,1.0,,,,,1.0,12.0,,21.0,21.0,3.0,5.0,98.0,76.0,42.0,5.0,1.0,2.0,8.0,5.0,383.0,,,4.0,2.0,,67.0,50.0,19.0,1.0,1.0,1.0,,,153.0,153.0,2.0,24.0,24.0,50.6,,,21.0,0.0,,,,92.0,3.0,1.0,4.0,,1.0,,3.0,,3.0,74.0,288.0,7.0,10.0,149.0,21.0,22.0,17.0,5.0,11.0,6.0,,126.0,10.0,273.0,,1.0,21.0,13.0,49.0,1.0,411.0,,0.0,14.0,24.0,2.0,23.0,6.0,603.0,9.0,9.0,7.0,20.0,0.0
755562,26.0,2015-02-22 12:00:00,6,Spurs,Home,182.0,15.0,3.0,3.0,,3.0,,242.0,7.0,1.0,4.0,6.0,17.0,21.0,421.0,,,29.0,25.0,11.0,17.0,1.0,,,,,1.0,2.0,,,,,,,17.0,,1.0,,,1.0,1.0,1.0,8.0,4.0,,79.0,52.0,1.0,2.0,1.0,3.0,15.0,7.0,4.0,,2.0,7.0,7.0,4.0,1.0,15.0,2.0,58.0,57.0,3.0,24.0,14.0,,,71.0,6.0,10.0,1.0,,7.0,2.0,2.0,173.0,,,,,,,7.0,,,,3.0,,,,,14.0,1.0,13.0,13.0,1.0,4.0,116.0,77.0,46.0,9.0,,10.0,8.0,8.0,495.0,,,3.0,,,41.0,71.0,23.0,,,,,1.0,160.0,160.0,1.0,21.0,23.0,64.8,1.0,,15.0,0.0,,,,151.0,3.0,,3.0,,,,12.0,,3.0,111.0,402.0,6.0,18.0,208.0,24.0,24.0,17.0,6.0,19.0,13.0,,153.0,8.0,330.0,3.0,1.0,26.0,22.0,49.0,2.0,519.0,,0.0,27.0,28.0,1.0,32.0,0.0,758.0,17.0,8.0,7.0,23.0,0.0
755569,27.0,2015-03-07 15:00:00,6,Spurs,Away,123.0,18.0,,3.0,3.0,5.0,1.0,217.0,1.0,,6.0,5.0,12.0,30.0,337.0,,1.0,23.0,21.0,24.0,7.0,,,,1.0,,,1.0,,,1.0,,,1.0,10.0,,,,,1.0,1.0,3.0,12.0,5.0,,64.0,64.0,3.0,3.0,2.0,,22.0,1.0,5.0,,,5.0,10.0,8.0,,17.0,1.0,62.0,71.0,,47.0,32.0,,1.0,87.0,12.0,15.0,2.0,,1.0,1.0,1.0,177.0,2.0,1.0,2.0,1.0,1.0,,7.0,,,1.0,2.0,,,,2.0,32.0,1.0,7.0,7.0,2.0,6.0,101.0,96.0,46.0,3.0,,3.0,6.0,6.0,424.0,,,5.0,4.0,,93.0,105.0,24.0,,,,,,195.0,195.0,4.0,19.0,31.0,62.5,1.0,1.0,22.0,0.0,,,,112.0,5.0,,5.0,,,,6.0,,3.0,131.0,321.0,12.0,9.0,151.0,32.0,47.0,19.0,3.0,22.0,19.0,,190.0,10.0,325.0,2.0,1.0,26.0,12.0,73.0,3.0,454.0,,0.0,13.0,24.0,3.0,38.0,2.0,714.0,10.0,9.0,5.0,18.0,0.0
755582,28.0,2015-03-04 19:45:00,6,Spurs,Home,261.0,19.0,,8.0,8.0,,,301.0,1.0,1.0,6.0,,25.0,40.0,554.0,,,17.0,16.0,17.0,15.0,2.0,1.0,,,,,,,,,,,,18.0,,,,,,,5.0,6.0,4.0,,96.0,58.0,3.0,,3.0,3.0,9.0,9.0,6.0,,,6.0,18.0,8.0,,9.0,2.0,51.0,52.0,3.0,21.0,9.0,1.0,,58.0,14.0,7.0,,,3.0,2.0,,183.0,3.0,,1.0,3.0,,1.0,3.0,,,3.0,2.0,,,,,9.0,,18.0,18.0,1.0,6.0,176.0,81.0,57.0,4.0,3.0,4.0,16.0,7.0,611.0,,,3.0,1.0,,82.0,96.0,21.0,,,,,,133.0,133.0,3.0,19.0,29.0,61.0,,,9.0,0.0,,,,176.0,2.0,1.0,3.0,,1.0,1.0,4.0,,3.0,150.0,539.0,4.0,20.0,273.0,34.0,21.0,15.0,4.0,32.0,28.0,1.0,187.0,3.0,390.0,2.0,1.0,5.0,25.0,57.0,2.0,631.0,,0.0,20.0,20.0,,19.0,1.0,839.0,11.0,8.0,6.0,15.0,0.0
755589,29.0,2015-03-15 16:00:00,6,Spurs,Away,208.0,13.0,1.0,2.0,1.0,4.0,,187.0,9.0,,4.0,7.0,20.0,29.0,393.0,,1.0,19.0,12.0,12.0,2.0,,,,,,,,,,,,,,3.0,,,,,,1.0,3.0,7.0,4.0,,67.0,49.0,,,,3.0,18.0,2.0,11.0,,,2.0,5.0,3.0,,23.0,,64.0,54.0,3.0,21.0,13.0,1.0,,45.0,10.0,11.0,,,2.0,1.0,,155.0,,,,,,,10.0,,,,,,,,1.0,13.0,,15.0,15.0,,4.0,129.0,88.0,54.0,4.0,,1.0,1.0,1.0,445.0,,,3.0,1.0,,58.0,69.0,12.0,,,,,,154.0,154.0,3.0,13.0,28.0,48.4,,,18.0,0.0,,,,125.0,,,,,1.0,,2.0,,3.0,56.0,365.0,7.0,2.0,224.0,29.0,21.0,21.0,2.0,11.0,9.0,,90.0,7.0,263.0,,,15.0,22.0,49.0,4.0,476.0,,0.0,5.0,20.0,1.0,29.0,1.0,681.0,15.0,12.0,2.0,18.0,0.0
755601,30.0,2015-03-21 15:00:00,6,Spurs,Home,227.0,8.0,1.0,2.0,1.0,1.0,,235.0,2.0,,8.0,5.0,24.0,25.0,460.0,,1.0,27.0,18.0,23.0,4.0,,,,,,,,,,,,,,8.0,1.0,,,1.0,,,3.0,10.0,4.0,,63.0,64.0,2.0,3.0,2.0,4.0,26.0,1.0,10.0,,,4.0,11.0,4.0,,22.0,,67.0,65.0,4.0,36.0,22.0,,,64.0,8.0,9.0,3.0,,1.0,,,196.0,,,,,,,7.0,,,1.0,2.0,,,,,22.0,1.0,26.0,26.0,8.0,8.0,149.0,98.0,52.0,4.0,,2.0,2.0,4.0,550.0,,,3.0,2.0,,93.0,50.0,13.0,,,,,1.0,183.0,183.0,2.0,34.0,18.0,65.8,1.0,,26.0,0.0,,,,165.0,1.0,1.0,2.0,,,,5.0,,3.0,81.0,443.0,16.0,4.0,256.0,22.0,36.0,19.0,3.0,18.0,15.0,,124.0,12.0,335.0,2.0,,31.0,28.0,68.0,1.0,573.0,,0.0,10.0,24.0,5.0,31.0,2.0,826.0,15.0,9.0,5.0,21.0,0.0
755604,31.0,2015-04-05 13:30:00,6,Spurs,Away,224.0,18.0,,1.0,1.0,7.0,,198.0,2.0,1.0,4.0,9.0,13.0,36.0,421.0,1.0,,21.0,33.0,26.0,11.0,,1.0,,,,,,,,,,,,10.0,,,,,,,3.0,10.0,5.0,,76.0,62.0,,,,5.0,18.0,2.0,5.0,,,3.0,4.0,2.0,,14.0,2.0,62.0,63.0,5.0,32.0,21.0,,2.0,45.0,5.0,9.0,,,1.0,1.0,,185.0,,,,,,,13.0,,,,1.0,,,,,21.0,,20.0,20.0,6.0,4.0,150.0,87.0,46.0,5.0,,7.0,4.0,2.0,508.0,,,5.0,3.0,,79.0,50.0,10.0,,,,,,168.0,168.0,1.0,26.0,24.0,60.0,,,18.0,0.0,,,,126.0,2.0,2.0,4.0,,1.0,1.0,8.0,,3.0,76.0,404.0,10.0,11.0,268.0,36.0,32.0,16.0,1.0,8.0,7.0,3.0,106.0,13.0,277.0,1.0,1.0,37.0,14.0,84.0,3.0,537.0,1.0,0.0,12.0,18.0,,30.0,0.0,750.0,10.0,10.0,3.0,14.0,0.0
