matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,rescindedRedCard,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059707,1.0,2019-08-10 17:30:00,6,Spurs,Home,160.0,32.0,2.0,6.0,4.0,2.0,,372.0,2.0,,3.0,1.0,7.0,30.0,526.0,,,21.0,12.0,10.0,19.0,1.0,5.0,,,1.0,1.0,2.0,,,,1.0,,24.0,,,,,,10.0,4.0,3.0,17.0,14.0,,86.0,59.0,3.0,3.0,1.0,,22.0,10.0,4.0,,,14.0,19.0,7.0,,15.0,1.0,58.0,47.0,,6.0,3.0,1.0,,66.0,13.0,9.0,2.0,2.0,,2.0,160.0,2.0,,1.0,1.0,1.0,,2.0,,,2.0,,,,,,3.0,,5.0,5.0,,3.0,174.0,59.0,46.0,,1.0,10.0,12.0,7.0,573.0,,,1.0,,,69.0,104.0,54.0,,,,,,131.0,131.0,4.0,16.0,36.0,70.1,,,3.0,,22.0,0.0,,,,,167.0,2.0,1.0,3.0,,,,14.0,2.0,3.0,219.0,512.0,8.0,22.0,164.0,49.0,6.0,25.0,12.0,38.0,26.0,,262.0,2.0,461.0,,,5.0,7.0,44.0,1.0,587.0,,0.0,31.0,17.0,3.0,22.0,1.0,792.0,43.0,7.0,11.0,14.0,12.0,0.0
1059717,2.0,2019-08-17 17:30:00,6,Spurs,Away,364.0,8.0,1.0,1.0,,,,62.0,11.0,,10.0,3.0,5.0,16.0,425.0,,,13.0,15.0,10.0,1.0,,1.0,,,,,,,1.0,,,,2.0,,,,,,4.0,22.0,8.0,1.0,2.0,,71.0,52.0,,,,4.0,22.0,,9.0,,,2.0,1.0,2.0,,10.0,5.0,43.0,53.0,4.0,23.0,11.0,,1.0,24.0,4.0,13.0,,,,,135.0,2.0,1.0,1.0,1.0,1.0,,11.0,,,1.0,1.0,,,,,11.0,,6.0,6.0,1.0,10.0,148.0,44.0,17.0,13.0,1.0,1.0,2.0,2.0,475.0,,,12.0,,,16.0,31.0,8.0,,,,,,121.0,121.0,1.0,31.0,7.0,44.6,,,1.0,1.0,22.0,0.0,,,,,152.0,5.0,3.0,8.0,,1.0,,1.0,,3.0,20.0,396.0,10.0,3.0,404.0,30.0,23.0,20.0,2.0,5.0,3.0,,40.0,5.0,107.0,1.0,,16.0,5.0,48.0,1.0,506.0,,0.0,3.0,17.0,,17.0,0.0,701.0,5.0,16.0,15.0,2.0,10.0,0.0
1059729,3.0,2019-08-25 16:30:00,6,Spurs,Home,183.0,16.0,,6.0,6.0,1.0,,513.0,4.0,,5.0,,3.0,17.0,690.0,1.0,1.0,23.0,16.0,10.0,13.0,,1.0,,,,,,,,,,,16.0,,,,,,7.0,7.0,1.0,8.0,9.0,,81.0,45.0,1.0,1.0,,1.0,16.0,7.0,3.0,,1.0,6.0,23.0,9.0,,10.0,1.0,44.0,37.0,1.0,5.0,2.0,,,85.0,10.0,5.0,,1.0,,,167.0,,,,,,,4.0,,,,1.0,,,,,2.0,,7.0,7.0,,5.0,255.0,51.0,44.0,6.0,,6.0,7.0,2.0,746.0,,,3.0,1.0,,126.0,127.0,59.0,,,,,,138.0,138.0,2.0,17.0,19.0,80.2,,,,,16.0,0.0,,,,,260.0,2.0,,2.0,,2.0,,8.0,,3.0,271.0,674.0,3.0,13.0,196.0,38.0,5.0,17.0,4.0,36.0,32.0,,324.0,1.0,603.0,1.0,,2.0,3.0,27.0,1.0,763.0,2.0,0.0,17.0,10.0,2.0,23.0,2.0,942.0,29.0,18.0,12.0,6.0,6.0,0.0
1059732,4.0,2019-09-01 16:30:00,6,Spurs,Away,194.0,14.0,1.0,1.0,,3.0,,116.0,10.0,,3.0,6.0,5.0,28.0,309.0,,1.0,11.0,16.0,13.0,8.0,,3.0,2.0,,,1.0,1.0,,,,,,8.0,1.0,,,1.0,,12.0,13.0,13.0,6.0,7.0,,60.0,60.0,,,2.0,1.0,13.0,1.0,14.0,,,6.0,5.0,,,14.0,6.0,71.0,46.0,1.0,24.0,12.0,,,36.0,19.0,13.0,1.0,4.0,2.0,1.0,147.0,,,,,,,15.0,,,1.0,,,,,1.0,12.0,1.0,6.0,6.0,1.0,3.0,96.0,53.0,30.0,11.0,1.0,2.0,6.0,9.0,354.0,,,8.0,2.0,,39.0,32.0,24.0,,,,,1.0,128.0,128.0,2.0,32.0,20.0,45.2,1.0,2.0,,,13.0,0.0,,,,,85.0,3.0,3.0,6.0,,,2.0,3.0,,2.0,56.0,283.0,7.0,8.0,227.0,27.0,24.0,16.0,4.0,11.0,7.0,2.0,84.0,6.0,172.0,1.0,,26.0,5.0,58.0,1.0,388.0,,0.0,13.0,13.0,4.0,12.0,5.0,569.0,22.0,12.0,7.0,6.0,6.0,0.0
1059749,5.0,2019-09-14 15:00:00,6,Spurs,Home,260.0,24.0,2.0,4.0,2.0,3.0,,307.0,,,9.0,3.0,2.0,29.0,563.0,,,22.0,15.0,20.0,6.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,11.0,,,,,,10.0,9.0,2.0,7.0,6.0,,89.0,67.0,1.0,,1.0,1.0,13.0,1.0,8.0,,,4.0,10.0,3.0,,10.0,,56.0,51.0,1.0,13.0,6.0,,1.0,67.0,19.0,11.0,2.0,2.0,1.0,1.0,167.0,3.0,,3.0,3.0,,1.0,,,,3.0,,,,,,6.0,,14.0,14.0,1.0,9.0,189.0,75.0,58.0,3.0,1.0,4.0,6.0,5.0,630.0,,,3.0,,,64.0,69.0,42.0,,,,,,125.0,125.0,7.0,16.0,35.0,64.1,,,,1.0,13.0,0.0,,,,,195.0,4.0,2.0,6.0,,,1.0,7.0,1.0,3.0,110.0,553.0,10.0,10.0,275.0,46.0,13.0,14.0,4.0,18.0,14.0,2.0,154.0,3.0,383.0,,,7.0,2.0,48.0,1.0,640.0,,0.0,13.0,11.0,1.0,22.0,4.0,830.0,23.0,18.0,9.0,4.0,6.0,0.0
1059757,6.0,2019-09-21 12:30:00,6,Spurs,Away,159.0,23.0,1.0,2.0,1.0,2.0,,246.0,9.0,1.0,3.0,4.0,4.0,22.0,403.0,,1.0,14.0,12.0,15.0,10.0,,,1.0,,,,,,,,,,11.0,,,,,,9.0,10.0,6.0,9.0,2.0,,69.0,61.0,2.0,1.0,1.0,2.0,17.0,1.0,11.0,,1.0,2.0,11.0,5.0,,14.0,2.0,59.0,56.0,2.0,23.0,13.0,,,61.0,13.0,16.0,1.0,4.0,4.0,,179.0,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,,13.0,,8.0,8.0,,3.0,117.0,77.0,47.0,8.0,,6.0,5.0,4.0,460.0,,,3.0,1.0,,63.0,81.0,38.0,,,,,,163.0,163.0,3.0,20.0,32.0,55.8,,3.0,,,17.0,0.0,,,,,126.0,4.0,1.0,5.0,,1.0,1.0,6.0,,3.0,129.0,375.0,5.0,11.0,183.0,42.0,23.0,16.0,2.0,22.0,20.0,1.0,169.0,3.0,330.0,,1.0,14.0,4.0,48.0,3.0,491.0,,0.0,11.0,18.0,1.0,21.0,2.0,704.0,26.0,21.0,7.0,2.0,13.0,0.0
1059770,7.0,2019-09-28 15:00:00,6,Spurs,Home,154.0,19.0,1.0,1.0,,2.0,,137.0,6.0,,7.0,4.0,3.0,25.0,290.0,1.0,1.0,12.0,17.0,18.0,5.0,2.0,2.0,1.0,,,,,,1.0,,,,6.0,,,,,1.0,4.0,8.0,6.0,6.0,3.0,,58.0,57.0,2.0,1.0,1.0,2.0,14.0,2.0,6.0,,,6.0,3.0,2.0,,10.0,4.0,52.0,68.0,2.0,28.0,17.0,1.0,1.0,35.0,5.0,16.0,1.0,3.0,,,136.0,2.0,,2.0,2.0,,1.0,8.0,,,2.0,1.0,,,,,17.0,,11.0,11.0,4.0,7.0,77.0,56.0,32.0,6.0,1.0,3.0,6.0,4.0,337.0,,,2.0,4.0,,67.0,29.0,19.0,,,,,,138.0,138.0,,28.0,16.0,41.4,,,,1.0,14.0,0.0,,,,,98.0,2.0,3.0,5.0,1.0,,1.0,3.0,,3.0,65.0,263.0,7.0,9.0,174.0,38.0,28.0,25.0,4.0,9.0,5.0,2.0,91.0,6.0,204.0,1.0,,18.0,5.0,52.0,1.0,369.0,2.0,1.0,9.0,23.0,1.0,18.0,0.0,579.0,23.0,16.0,11.0,6.0,12.0,0.0
1059773,8.0,2019-10-05 12:30:00,6,Spurs,Away,256.0,22.0,1.0,1.0,1.0,1.0,,197.0,7.0,,6.0,1.0,2.0,20.0,452.0,,,21.0,13.0,10.0,6.0,,1.0,,,,,1.0,,,,,,6.0,,,,,,5.0,10.0,7.0,3.0,5.0,,75.0,63.0,,,,1.0,24.0,2.0,10.0,,,4.0,5.0,7.0,,15.0,1.0,52.0,55.0,1.0,15.0,7.0,1.0,,39.0,7.0,10.0,,1.0,,1.0,147.0,,,,,,,8.0,,,,,,,,,7.0,,11.0,11.0,2.0,6.0,163.0,54.0,28.0,4.0,,2.0,4.0,3.0,523.0,,,6.0,1.0,,56.0,61.0,23.0,,,,,,148.0,148.0,4.0,36.0,16.0,52.3,,,,1.0,24.0,0.0,,,,,162.0,2.0,1.0,3.0,,,,3.0,,3.0,100.0,430.0,13.0,6.0,295.0,46.0,15.0,19.0,4.0,15.0,12.0,,126.0,4.0,267.0,1.0,,12.0,2.0,44.0,1.0,547.0,1.0,0.0,8.0,23.0,1.0,27.0,1.0,750.0,19.0,9.0,12.0,4.0,11.0,0.0
1059790,9.0,2019-10-19 15:00:00,6,Spurs,Home,213.0,15.0,1.0,7.0,6.0,3.0,,386.0,4.0,1.0,1.0,,6.0,20.0,592.0,,,29.0,18.0,16.0,7.0,2.0,2.0,,,,,1.0,,,,,,9.0,,,1.0,,,5.0,4.0,3.0,7.0,5.0,,78.0,59.0,,,1.0,,12.0,7.0,14.0,,1.0,11.0,20.0,10.0,,13.0,,57.0,47.0,,6.0,2.0,,1.0,64.0,5.0,8.0,1.0,1.0,1.0,1.0,198.0,,,,,,,4.0,,,1.0,,,,,,2.0,1.0,11.0,11.0,,1.0,191.0,89.0,64.0,2.0,,3.0,6.0,2.0,670.0,,,3.0,3.0,,100.0,113.0,55.0,,,,,,184.0,184.0,5.0,30.0,23.0,69.4,1.0,,1.0,,12.0,0.0,,,,,219.0,,1.0,1.0,,1.0,,3.0,,3.0,163.0,576.0,6.0,9.0,241.0,39.0,6.0,19.0,9.0,40.0,31.0,,207.0,7.0,485.0,,1.0,6.0,7.0,43.0,5.0,686.0,1.0,0.0,12.0,11.0,1.0,30.0,4.0,908.0,26.0,28.0,12.0,11.0,8.0,0.0
1059795,10.0,2019-10-27 16:30:00,6,Spurs,Away,110.0,9.0,1.0,4.0,3.0,2.0,2.0,94.0,1.0,,5.0,3.0,1.0,17.0,200.0,,,15.0,23.0,16.0,6.0,2.0,1.0,2.0,,,,,,1.0,,,,9.0,,,1.0,,1.0,7.0,15.0,6.0,9.0,2.0,,32.0,67.0,1.0,1.0,1.0,3.0,21.0,2.0,6.0,,,3.0,4.0,2.0,,14.0,6.0,59.0,46.0,3.0,35.0,19.0,1.0,1.0,41.0,11.0,7.0,1.0,4.0,2.0,,144.0,,,,,,1.0,8.0,,,1.0,2.0,,,,,19.0,2.0,10.0,10.0,4.0,5.0,58.0,65.0,19.0,8.0,,4.0,4.0,4.0,273.0,,,5.0,1.0,,36.0,18.0,18.0,1.0,1.0,1.0,,,153.0,153.0,1.0,32.0,19.0,32.0,1.0,3.0,,,21.0,0.0,,,,,64.0,8.0,3.0,12.0,,,2.0,5.0,,3.0,45.0,192.0,12.0,8.0,143.0,26.0,35.0,13.0,3.0,11.0,8.0,2.0,80.0,8.0,166.0,2.0,,19.0,1.0,59.0,4.0,298.0,1.0,0.0,11.0,16.0,2.0,23.0,3.0,523.0,18.0,15.0,7.0,3.0,9.0,0.0
