matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210376,11,2021-11-07 14:00:00,6,Spurs,Away,284.0,9.0,,3.0,3.0,3.0,,172.0,9.0,2.0,7.0,,10.0,18.0,453.0,,,25.0,5.0,19.0,7.0,,,1.0,,,,,,,,8.0,,,1.0,,,9.0,8.0,4.0,5.0,3.0,70.0,56.0,1.0,1.0,,1.0,16.0,4.0,13.0,,,2.0,10.0,1.0,,15.0,1.0,57.0,60.0,1.0,18.0,11.0,,1.0,30.0,48.0,17.0,13.0,,,1.0,,,166.0,,,,,,,10.0,,,,11.0,1.0,8.0,8.0,1.0,7.0,162.0,53.0,37.0,4.0,,4.0,3.0,,507.0,6.0,,,59.0,48.0,19.0,,,,,132.0,132.0,3.0,28.0,17.0,55.2,1.0,,,,16.0,0.0,136.0,,2.0,2.0,,,1.0,4.0,,3.0,17.0,84.0,429.0,7.0,7.0,314.0,23.0,18.0,18.0,1.0,12.0,11.0,1.0,115.0,5.0,232.0,,2.0,5.0,10.0,35.0,2.0,534.0,,0.0,8.0,16.0,1.0,27.0,4.0,728.0,16.0,16.0,11.0,2.0,10.0,0.0
2210388,12,2021-11-21 16:30:00,6,Spurs,Home,170.0,11.0,,2.0,2.0,2.0,,146.0,6.0,,7.0,,13.0,11.0,314.0,,2.0,17.0,12.0,21.0,6.0,,2.0,,,,,1.0,,,1.0,9.0,,,,,1.0,7.0,9.0,9.0,8.0,5.0,56.0,62.0,3.0,2.0,2.0,5.0,9.0,6.0,13.0,,,4.0,11.0,2.0,,4.0,4.0,56.0,63.0,5.0,22.0,11.0,,,33.0,44.0,11.0,12.0,,,1.0,,1.0,167.0,1.0,,1.0,1.0,,,7.0,1.0,,,11.0,3.0,13.0,13.0,2.0,7.0,86.0,55.0,33.0,8.0,2.0,2.0,5.0,4.0,368.0,4.0,2.0,,34.0,40.0,29.0,,,,,150.0,150.0,2.0,19.0,31.0,43.2,,,3.0,,9.0,0.0,83.0,3.0,3.0,6.0,,1.0,,3.0,1.0,3.0,18.0,57.0,293.0,2.0,7.0,200.0,32.0,22.0,28.0,4.0,17.0,13.0,,87.0,4.0,209.0,,,6.0,15.0,36.0,4.0,392.0,,0.0,13.0,18.0,3.0,22.0,1.0,615.0,23.0,26.0,12.0,4.0,12.0,0.0
2210394,13,2022-02-23 19:30:00,6,Spurs,Away,285.0,18.0,,6.0,6.0,1.0,1.0,264.0,6.0,,9.0,,2.0,23.0,543.0,1.0,,26.0,17.0,18.0,11.0,1.0,2.0,,,,,,,,,9.0,,1.0,,,1.0,6.0,8.0,7.0,8.0,4.0,101.0,51.0,,,,2.0,26.0,3.0,15.0,,1.0,7.0,13.0,11.0,,7.0,2.0,51.0,54.0,2.0,15.0,9.0,,,25.0,48.0,8.0,8.0,,,1.0,1.0,,168.0,,,,,,,6.0,,2.0,,9.0,1.0,5.0,5.0,1.0,9.0,179.0,55.0,35.0,3.0,,7.0,5.0,2.0,613.0,5.0,,,67.0,97.0,33.0,,,,,148.0,148.0,3.0,21.0,17.0,65.9,1.0,,,1.0,26.0,0.0,191.0,2.0,1.0,3.0,,2.0,,7.0,,3.0,8.0,144.0,519.0,8.0,12.0,316.0,34.0,15.0,17.0,,25.0,25.0,,181.0,3.0,348.0,2.0,,10.0,3.0,42.0,2.0,639.0,1.0,0.0,12.0,15.0,,26.0,0.0,835.0,42.0,20.0,13.0,7.0,6.0,0.0
2210410,14,2021-12-02 19:30:00,6,Spurs,Home,197.0,11.0,,2.0,2.0,,,158.0,3.0,1.0,5.0,6.0,5.0,19.0,353.0,,2.0,20.0,19.0,25.0,7.0,1.0,4.0,1.0,,,,,,,,7.0,,,,,,7.0,4.0,2.0,10.0,1.0,75.0,69.0,3.0,2.0,1.0,2.0,22.0,2.0,4.0,,,10.0,9.0,2.0,,3.0,1.0,46.0,50.0,2.0,26.0,12.0,,1.0,32.0,38.0,13.0,11.0,1.0,1.0,2.0,1.0,,162.0,1.0,,1.0,1.0,,1.0,5.0,1.0,1.0,,12.0,,12.0,12.0,3.0,5.0,125.0,51.0,30.0,5.0,,3.0,6.0,6.0,442.0,1.0,2.0,,59.0,43.0,27.0,,,,,154.0,154.0,3.0,32.0,28.0,47.0,,,,3.0,22.0,0.0,102.0,2.0,,2.0,,,1.0,3.0,1.0,3.0,14.0,74.0,339.0,11.0,9.0,243.0,38.0,26.0,15.0,5.0,17.0,12.0,2.0,114.0,2.0,238.0,2.0,1.0,17.0,5.0,47.0,,464.0,1.0,0.0,11.0,8.0,2.0,21.0,0.0,642.0,23.0,14.0,8.0,11.0,6.0,0.0
2210417,15,2021-12-05 14:00:00,6,Spurs,Home,205.0,19.0,3.0,4.0,1.0,4.0,,193.0,10.0,3.0,4.0,3.0,9.0,18.0,394.0,,,12.0,11.0,11.0,9.0,1.0,4.0,1.0,,,,,,,,12.0,,,,,1.0,8.0,7.0,3.0,8.0,9.0,80.0,47.0,,1.0,1.0,,14.0,2.0,8.0,,,6.0,4.0,3.0,1.0,11.0,1.0,48.0,34.0,,27.0,10.0,,,27.0,43.0,11.0,4.0,2.0,,1.0,,,141.0,2.0,,1.0,2.0,,,10.0,2.0,,,10.0,,11.0,11.0,,4.0,124.0,45.0,31.0,4.0,,4.0,8.0,7.0,438.0,2.0,,,58.0,50.0,20.0,,,,,110.0,110.0,3.0,20.0,19.0,40.8,,,,,14.0,0.0,114.0,1.0,,1.0,,1.0,1.0,8.0,,3.0,12.0,97.0,374.0,7.0,12.0,227.0,33.0,27.0,16.0,5.0,12.0,7.0,1.0,122.0,7.0,244.0,,3.0,9.0,10.0,32.0,2.0,459.0,1.0,0.0,17.0,10.0,1.0,16.0,1.0,619.0,17.0,13.0,9.0,6.0,7.0,0.0
2210423,16,2022-03-16 19:30:00,6,Spurs,Away,269.0,20.0,,1.0,1.0,,,213.0,4.0,,5.0,2.0,3.0,24.0,481.0,,1.0,13.0,10.0,11.0,12.0,,,1.0,,1.0,,1.0,,,1.0,16.0,,,,,,2.0,9.0,6.0,10.0,7.0,83.0,65.0,2.0,3.0,1.0,,11.0,6.0,6.0,,1.0,3.0,5.0,1.0,1.0,7.0,,41.0,37.0,,22.0,17.0,,,26.0,39.0,9.0,11.0,1.0,,1.0,,1.0,157.0,2.0,,1.0,2.0,,1.0,4.0,2.0,1.0,,17.0,,8.0,8.0,1.0,5.0,149.0,44.0,28.0,6.0,,2.0,12.0,7.0,531.0,8.0,3.0,,51.0,72.0,19.0,,,,,115.0,115.0,4.0,34.0,22.0,51.8,,,,,11.0,0.0,162.0,,,,,,1.0,4.0,,3.0,16.0,93.0,462.0,8.0,14.0,301.0,34.0,22.0,13.0,1.0,7.0,6.0,2.0,119.0,1.0,257.0,1.0,,8.0,3.0,38.0,1.0,551.0,,0.0,17.0,11.0,2.0,15.0,2.0,727.0,21.0,17.0,4.0,3.0,8.0,0.0
2210436,17,2022-01-19 19:30:00,6,Spurs,Away,265.0,21.0,3.0,5.0,2.0,1.0,,261.0,5.0,,1.0,2.0,5.0,20.0,521.0,,4.0,14.0,10.0,14.0,13.0,3.0,7.0,3.0,,,,1.0,,,,19.0,,1.0,,,,5.0,8.0,6.0,17.0,10.0,85.0,55.0,6.0,5.0,3.0,2.0,13.0,7.0,8.0,,,8.0,9.0,3.0,,9.0,1.0,46.0,55.0,2.0,13.0,6.0,,1.0,22.0,45.0,12.0,5.0,1.0,,3.0,,1.0,167.0,3.0,,2.0,3.0,,2.0,5.0,3.0,,,6.0,1.0,14.0,14.0,1.0,1.0,170.0,55.0,44.0,3.0,,7.0,12.0,10.0,576.0,5.0,1.0,,62.0,79.0,33.0,,,,,117.0,117.0,5.0,23.0,26.0,51.2,1.0,,3.0,1.0,13.0,0.0,170.0,1.0,1.0,2.0,,,3.0,10.0,1.0,3.0,12.0,117.0,505.0,7.0,19.0,286.0,28.0,13.0,24.0,6.0,18.0,12.0,5.0,146.0,3.0,324.0,,,7.0,6.0,31.0,,592.0,,0.0,27.0,20.0,5.0,14.0,2.0,785.0,47.0,15.0,16.0,8.0,11.0,0.0
2210447,18,2021-12-19 16:30:00,6,Spurs,Home,196.0,29.0,2.0,3.0,1.0,,,122.0,8.0,3.0,4.0,2.0,1.0,31.0,315.0,1.0,6.0,18.0,11.0,16.0,6.0,1.0,2.0,2.0,,,,,,,2.0,8.0,,,,,,7.0,11.0,7.0,10.0,,54.0,71.0,4.0,5.0,1.0,2.0,22.0,2.0,6.0,,,6.0,8.0,1.0,,15.0,3.0,54.0,50.0,2.0,25.0,12.0,,1.0,17.0,41.0,12.0,11.0,2.0,,,,,152.0,1.0,,1.0,1.0,,,10.0,2.0,1.0,1.0,12.0,,8.0,8.0,2.0,4.0,109.0,49.0,31.0,4.0,,2.0,6.0,5.0,383.0,6.0,2.0,,47.0,34.0,27.0,,,,,162.0,162.0,1.0,38.0,24.0,43.7,,2.0,1.0,,22.0,0.0,98.0,1.0,3.0,4.0,,2.0,2.0,3.0,1.0,3.0,7.0,58.0,288.0,10.0,9.0,243.0,48.0,25.0,20.0,4.0,13.0,9.0,2.0,83.0,3.0,183.0,1.0,3.0,18.0,2.0,59.0,3.0,413.0,1.0,0.0,10.0,15.0,12.0,18.0,4.0,626.0,25.0,23.0,9.0,6.0,11.0,0.0
2210458,19,2021-12-26 15:00:00,6,Spurs,Home,263.0,19.0,2.0,14.0,12.0,,,299.0,5.0,,1.0,1.0,6.0,29.0,548.0,,1.0,14.0,9.0,15.0,11.0,2.0,2.0,,,,,,,,,15.0,,,,,,10.0,3.0,1.0,11.0,6.0,92.0,65.0,4.0,1.0,3.0,,4.0,5.0,6.0,,1.0,4.0,15.0,4.0,,9.0,,48.0,56.0,,9.0,4.0,,,28.0,49.0,16.0,9.0,3.0,,,,,153.0,3.0,,3.0,3.0,,,5.0,3.0,1.0,1.0,4.0,,12.0,12.0,2.0,1.0,193.0,58.0,45.0,2.0,,5.0,11.0,6.0,586.0,2.0,1.0,,79.0,86.0,38.0,,,,,99.0,99.0,8.0,17.0,39.0,59.7,,,,1.0,4.0,0.0,164.0,,,,,2.0,,6.0,,3.0,16.0,144.0,532.0,4.0,16.0,278.0,28.0,9.0,18.0,3.0,22.0,19.0,,170.0,,346.0,1.0,,7.0,6.0,41.0,1.0,602.0,1.0,0.0,17.0,23.0,1.0,14.0,1.0,780.0,35.0,17.0,9.0,4.0,15.0,0.0
2210469,20,2021-12-28 15:00:00,6,Spurs,Away,164.0,16.0,2.0,12.0,10.0,2.0,1.0,300.0,2.0,2.0,3.0,2.0,4.0,24.0,452.0,,2.0,22.0,21.0,20.0,13.0,2.0,3.0,1.0,,,1.0,1.0,,,,15.0,1.0,,,,1.0,2.0,4.0,5.0,14.0,7.0,81.0,68.0,3.0,3.0,1.0,2.0,17.0,5.0,5.0,,1.0,7.0,18.0,8.0,,10.0,,44.0,49.0,2.0,13.0,5.0,,,28.0,60.0,5.0,15.0,1.0,,4.0,1.0,1.0,187.0,,,,,,,2.0,,1.0,2.0,5.0,,5.0,5.0,1.0,3.0,124.0,62.0,41.0,3.0,,3.0,12.0,11.0,512.0,4.0,,,71.0,86.0,44.0,,,,1.0,138.0,138.0,3.0,34.0,25.0,65.4,,,1.0,,17.0,0.0,144.0,,1.0,1.0,,1.0,1.0,5.0,1.0,3.0,15.0,180.0,431.0,9.0,15.0,196.0,37.0,13.0,10.0,4.0,31.0,27.0,1.0,213.0,5.0,371.0,1.0,2.0,10.0,4.0,47.0,3.0,536.0,1.0,0.0,21.0,9.0,2.0,23.0,2.0,731.0,32.0,16.0,5.0,7.0,7.0,0.0
2210480,21,2022-01-01 15:00:00,6,Spurs,Away,179.0,30.0,,8.0,8.0,,1.0,464.0,5.0,1.0,5.0,3.0,6.0,36.0,635.0,,1.0,18.0,24.0,22.0,16.0,,2.0,,,,,,,,,18.0,,,,,1.0,6.0,3.0,3.0,12.0,9.0,99.0,72.0,2.0,1.0,1.0,,15.0,6.0,10.0,,,7.0,31.0,5.0,1.0,7.0,2.0,59.0,57.0,,10.0,8.0,,,27.0,108.0,9.0,6.0,,,3.0,2.0,,211.0,1.0,1.0,1.0,,1.0,,5.0,,,,8.0,,3.0,3.0,,5.0,221.0,59.0,41.0,3.0,,4.0,13.0,9.0,701.0,,,,75.0,129.0,66.0,,,,,152.0,152.0,5.0,25.0,36.0,74.2,,,,,15.0,0.0,184.0,2.0,2.0,4.0,,,,6.0,,3.0,17.0,256.0,621.0,3.0,17.0,198.0,47.0,10.0,22.0,5.0,43.0,38.0,,304.0,3.0,560.0,,1.0,9.0,7.0,55.0,3.0,715.0,2.0,0.0,21.0,16.0,1.0,20.0,1.0,912.0,54.0,16.0,13.0,7.0,8.0,0.0
2210488,22,2022-05-12 19:45:00,6,Spurs,Home,230.0,9.0,1.0,3.0,2.0,,1.0,275.0,4.0,,9.0,,1.0,12.0,502.0,,,7.0,9.0,9.0,9.0,2.0,2.0,,,,,,,,,12.0,1.0,,,,1.0,5.0,3.0,6.0,14.0,2.0,69.0,43.0,4.0,3.0,2.0,1.0,8.0,5.0,8.0,,,2.0,3.0,5.0,,5.0,2.0,31.0,45.0,1.0,11.0,6.0,,,18.0,56.0,8.0,15.0,3.0,,4.0,2.0,,140.0,1.0,,,,1.0,,5.0,1.0,3.0,,6.0,1.0,13.0,13.0,1.0,9.0,177.0,70.0,52.0,2.0,,4.0,8.0,6.0,540.0,2.0,1.0,,62.0,90.0,26.0,,,,1.0,90.0,90.0,4.0,11.0,16.0,57.6,,,,,8.0,0.0,175.0,2.0,3.0,5.0,,,,5.0,,3.0,11.0,92.0,487.0,4.0,12.0,242.0,23.0,11.0,6.0,1.0,11.0,10.0,,124.0,1.0,330.0,4.0,,5.0,1.0,34.0,1.0,561.0,,0.0,16.0,16.0,,7.0,1.0,716.0,33.0,15.0,5.0,2.0,6.0,0.0
2210493,23,2022-01-23 16:30:00,6,Spurs,Away,163.0,13.0,1.0,1.0,,1.0,,105.0,9.0,1.0,4.0,2.0,4.0,15.0,267.0,,,16.0,13.0,8.0,5.0,1.0,1.0,,,,,,,,,5.0,,,,,,4.0,9.0,6.0,4.0,2.0,39.0,51.0,,,,,18.0,1.0,6.0,,1.0,3.0,2.0,,,10.0,3.0,48.0,47.0,,26.0,21.0,,,23.0,50.0,14.0,17.0,,,,,,119.0,,,,,,,9.0,,1.0,,21.0,,12.0,12.0,2.0,4.0,99.0,51.0,27.0,10.0,,2.0,4.0,3.0,310.0,3.0,1.0,,25.0,33.0,16.0,,,,,116.0,116.0,2.0,23.0,20.0,35.4,,,,,18.0,0.0,84.0,2.0,3.0,5.0,,,,2.0,,3.0,13.0,42.0,240.0,13.0,6.0,185.0,26.0,26.0,13.0,3.0,5.0,2.0,,79.0,1.0,161.0,1.0,1.0,12.0,5.0,38.0,1.0,341.0,,0.0,6.0,14.0,5.0,21.0,1.0,520.0,7.0,16.0,8.0,3.0,7.0,0.0
2210510,24,2022-02-09 19:45:00,6,Spurs,Home,193.0,17.0,,5.0,5.0,1.0,,159.0,6.0,,2.0,3.0,2.0,21.0,347.0,,,22.0,17.0,30.0,5.0,1.0,,,,,,,,,1.0,7.0,,,,,1.0,2.0,15.0,8.0,6.0,2.0,76.0,53.0,3.0,2.0,1.0,,12.0,3.0,9.0,1.0,1.0,2.0,10.0,7.0,,5.0,2.0,47.0,70.0,,29.0,19.0,1.0,3.0,26.0,39.0,7.0,13.0,1.0,,2.0,,,174.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,,19.0,,13.0,13.0,1.0,2.0,93.0,70.0,42.0,8.0,,2.0,5.0,3.0,405.0,4.0,2.0,,42.0,59.0,28.0,,,,,137.0,137.0,4.0,23.0,20.0,47.7,,3.0,,2.0,12.0,0.0,90.0,6.0,1.0,6.0,,,,2.0,1.0,3.0,12.0,74.0,322.0,8.0,7.0,226.0,33.0,29.0,18.0,2.0,19.0,17.0,,98.0,4.0,226.0,1.0,,18.0,4.0,52.0,3.0,433.0,,0.0,8.0,18.0,,24.0,2.0,635.0,17.0,16.0,9.0,2.0,9.0,0.0
2210519,25,2022-02-13 14:00:00,6,Spurs,Home,245.0,15.0,3.0,5.0,2.0,1.0,,238.0,1.0,,2.0,2.0,5.0,23.0,478.0,,2.0,21.0,11.0,21.0,9.0,3.0,3.0,1.0,,,1.0,2.0,,,,11.0,,,,,1.0,10.0,7.0,4.0,12.0,5.0,76.0,64.0,,,,,26.0,5.0,6.0,,,7.0,7.0,8.0,,8.0,5.0,44.0,59.0,,9.0,5.0,,1.0,26.0,52.0,13.0,13.0,,,6.0,1.0,2.0,175.0,,,,,,,1.0,,1.0,1.0,5.0,1.0,14.0,14.0,1.0,2.0,149.0,66.0,48.0,3.0,,4.0,8.0,7.0,556.0,3.0,3.0,,57.0,75.0,36.0,,,,,148.0,148.0,11.0,22.0,28.0,58.6,,,,,26.0,0.0,172.0,3.0,2.0,5.0,,,1.0,5.0,,3.0,17.0,113.0,463.0,14.0,12.0,263.0,28.0,9.0,17.0,7.0,23.0,16.0,1.0,168.0,2.0,332.0,1.0,,7.0,6.0,34.0,3.0,572.0,,0.0,17.0,15.0,7.0,21.0,3.0,780.0,34.0,15.0,10.0,7.0,11.0,0.0
2210527,26,2022-02-19 17:30:00,6,Spurs,Away,187.0,21.0,,3.0,3.0,1.0,,58.0,11.0,,11.0,2.0,5.0,24.0,242.0,,2.0,9.0,13.0,9.0,3.0,,,1.0,,,,,,,,6.0,,,,,,4.0,16.0,5.0,4.0,2.0,46.0,57.0,4.0,1.0,3.0,,16.0,,12.0,,1.0,,2.0,2.0,,5.0,2.0,44.0,29.0,,37.0,27.0,1.0,,17.0,23.0,7.0,5.0,3.0,1.0,,,,116.0,3.0,,3.0,3.0,,,14.0,3.0,3.0,1.0,27.0,,7.0,7.0,,11.0,79.0,43.0,19.0,10.0,,1.0,5.0,5.0,283.0,6.0,,,28.0,31.0,5.0,1.0,1.0,1.0,,104.0,104.0,2.0,34.0,7.0,28.8,,,,,16.0,0.0,67.0,,2.0,2.0,,,1.0,1.0,,3.0,8.0,26.0,222.0,12.0,6.0,220.0,38.0,37.0,10.0,,4.0,4.0,1.0,40.0,5.0,92.0,3.0,,13.0,7.0,54.0,3.0,308.0,,0.0,6.0,13.0,3.0,10.0,3.0,483.0,7.0,19.0,2.0,,7.0,0.0
2210537,27,2022-02-26 12:30:00,6,Spurs,Away,261.0,26.0,1.0,3.0,2.0,1.0,,160.0,11.0,1.0,7.0,1.0,3.0,29.0,418.0,1.0,4.0,8.0,5.0,4.0,7.0,2.0,1.0,,,,,,,,1.0,13.0,,,,,1.0,9.0,12.0,7.0,13.0,2.0,86.0,44.0,4.0,2.0,3.0,2.0,19.0,2.0,5.0,1.0,,6.0,4.0,,,8.0,,38.0,43.0,2.0,24.0,12.0,,1.0,25.0,39.0,11.0,16.0,3.0,,,,,156.0,4.0,,3.0,4.0,,,12.0,4.0,1.0,,12.0,,12.0,12.0,5.0,7.0,112.0,47.0,36.0,3.0,1.0,2.0,11.0,11.0,444.0,7.0,,,23.0,55.0,19.0,,,,,98.0,98.0,2.0,24.0,11.0,50.4,,,,,19.0,0.0,120.0,3.0,,2.0,,1.0,,2.0,,3.0,12.0,92.0,390.0,7.0,13.0,291.0,38.0,24.0,22.0,5.0,9.0,4.0,,111.0,4.0,192.0,1.0,1.0,8.0,4.0,46.0,3.0,474.0,2.0,0.0,15.0,10.0,4.0,10.0,2.0,663.0,24.0,14.0,13.0,6.0,6.0,0.0
2210548,28,2022-03-07 20:00:00,6,Spurs,Home,360.0,19.0,,3.0,3.0,1.0,1.0,226.0,5.0,,4.0,2.0,6.0,25.0,583.0,,5.0,13.0,3.0,15.0,8.0,1.0,2.0,,,,,,,,2.0,11.0,,1.0,,,1.0,4.0,2.0,4.0,12.0,2.0,99.0,60.0,6.0,4.0,3.0,1.0,20.0,2.0,9.0,,1.0,5.0,6.0,4.0,,14.0,,47.0,57.0,1.0,17.0,12.0,,,,52.0,15.0,9.0,3.0,,1.0,1.0,,163.0,4.0,,4.0,4.0,,,5.0,4.0,,,12.0,1.0,6.0,6.0,,4.0,200.0,65.0,54.0,2.0,,4.0,9.0,7.0,632.0,4.0,1.0,,58.0,71.0,24.0,,,,,123.0,123.0,2.0,31.0,23.0,55.0,1.0,,,,20.0,0.0,188.0,,,,,1.0,,5.0,1.0,3.0,,94.0,566.0,9.0,13.0,394.0,27.0,17.0,14.0,3.0,14.0,11.0,,112.0,1.0,270.0,,,15.0,7.0,46.0,,650.0,,0.0,14.0,25.0,6.0,13.0,2.0,840.0,24.0,24.0,8.0,5.0,13.0,0.0
2210558,29,2022-03-12 17:30:00,6,Spurs,Away,273.0,17.0,1.0,1.0,,1.0,,248.0,4.0,1.0,6.0,,5.0,20.0,520.0,1.0,,17.0,10.0,10.0,7.0,,2.0,,,,,1.0,,,,6.0,1.0,,,,,4.0,8.0,2.0,7.0,3.0,98.0,58.0,1.0,1.0,1.0,1.0,20.0,5.0,12.0,,,5.0,14.0,4.0,,8.0,3.0,41.0,47.0,1.0,3.0,3.0,,,18.0,55.0,7.0,7.0,1.0,,4.0,2.0,1.0,126.0,,,,,,,4.0,,1.0,1.0,3.0,,4.0,4.0,1.0,6.0,187.0,59.0,45.0,4.0,,2.0,5.0,3.0,570.0,1.0,2.0,,81.0,75.0,32.0,,,,1.0,114.0,114.0,4.0,20.0,27.0,56.5,,,,,20.0,0.0,173.0,3.0,,3.0,,,,2.0,,3.0,11.0,109.0,507.0,9.0,7.0,283.0,33.0,3.0,19.0,4.0,24.0,20.0,,143.0,1.0,325.0,1.0,1.0,4.0,5.0,39.0,2.0,584.0,2.0,0.0,10.0,16.0,1.0,17.0,1.0,749.0,27.0,10.0,14.0,5.0,9.0,0.0
2210568,30,2022-03-20 16:30:00,6,Spurs,Home,290.0,13.0,,1.0,1.0,1.0,,257.0,4.0,,3.0,1.0,2.0,23.0,546.0,,2.0,11.0,7.0,9.0,12.0,,,1.0,,,,,,,1.0,15.0,,,,1.0,2.0,6.0,6.0,,11.0,6.0,89.0,53.0,4.0,3.0,1.0,1.0,9.0,5.0,8.0,,,5.0,10.0,2.0,,5.0,,28.0,36.0,1.0,8.0,7.0,,,30.0,53.0,7.0,7.0,2.0,1.0,1.0,1.0,,163.0,2.0,,2.0,2.0,,,6.0,2.0,,,7.0,1.0,7.0,7.0,,3.0,180.0,53.0,34.0,3.0,,7.0,7.0,4.0,587.0,,,,51.0,83.0,24.0,,,,,93.0,93.0,6.0,24.0,18.0,52.7,1.0,,,,9.0,0.0,172.0,,,,,,1.0,8.0,,3.0,12.0,130.0,531.0,4.0,14.0,306.0,24.0,8.0,8.0,3.0,16.0,13.0,1.0,157.0,2.0,314.0,1.0,,8.0,2.0,42.0,1.0,604.0,,0.0,17.0,13.0,2.0,11.0,0.0,730.0,21.0,12.0,7.0,5.0,9.0,0.0
2210578,31,2022-04-03 16:30:00,6,Spurs,Home,342.0,21.0,1.0,5.0,4.0,,1.0,211.0,5.0,,3.0,2.0,10.0,29.0,548.0,,,10.0,16.0,10.0,12.0,1.0,2.0,,,1.0,,1.0,,,,16.0,,,,,,9.0,4.0,4.0,13.0,6.0,87.0,42.0,5.0,1.0,5.0,,6.0,5.0,7.0,,,2.0,5.0,5.0,1.0,8.0,,46.0,40.0,,18.0,10.0,,,21.0,40.0,10.0,7.0,1.0,,2.0,2.0,1.0,142.0,4.0,,4.0,3.0,1.0,,5.0,4.0,,,10.0,,2.0,2.0,,3.0,194.0,54.0,35.0,3.0,2.0,7.0,10.0,6.0,589.0,4.0,1.0,,38.0,38.0,31.0,,,,,85.0,85.0,3.0,19.0,17.0,60.8,,,3.0,,6.0,0.0,181.0,,,,,,,8.0,,3.0,11.0,99.0,533.0,3.0,17.0,357.0,37.0,18.0,11.0,2.0,14.0,12.0,,122.0,1.0,261.0,,,8.0,10.0,45.0,,604.0,,0.0,19.0,17.0,2.0,10.0,2.0,740.0,30.0,6.0,6.0,2.0,10.0,0.0
2210582,32,2022-04-09 17:30:00,6,Spurs,Away,295.0,15.0,,,,2.0,,109.0,9.0,,8.0,2.0,5.0,23.0,404.0,,1.0,11.0,10.0,6.0,3.0,,2.0,,,,,,,,,9.0,,,,,,8.0,13.0,6.0,7.0,4.0,67.0,47.0,1.0,,1.0,2.0,17.0,5.0,9.0,,,3.0,3.0,,,7.0,4.0,48.0,47.0,2.0,28.0,13.0,,1.0,23.0,27.0,14.0,12.0,4.0,,,,,124.0,3.0,,2.0,3.0,,,9.0,4.0,2.0,,13.0,,6.0,6.0,1.0,9.0,145.0,46.0,29.0,9.0,,,6.0,5.0,437.0,6.0,2.0,,28.0,38.0,13.0,,,,,92.0,92.0,,23.0,12.0,48.5,,,,,17.0,0.0,125.0,5.0,3.0,8.0,,1.0,,1.0,,3.0,12.0,42.0,382.0,7.0,6.0,320.0,30.0,28.0,17.0,3.0,6.0,3.0,,62.0,3.0,147.0,2.0,,8.0,5.0,41.0,2.0,461.0,1.0,0.0,11.0,20.0,1.0,11.0,3.0,641.0,15.0,9.0,9.0,3.0,9.0,0.0
