matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442103,11.0,2012-11-11 13:30:00,6,Spurs,Away,84.0,3.0,1.0,4.0,3.0,3.0,2.0,104.0,4.0,1.0,10.0,13.0,7.0,22.0,184.0,,,16.0,21.0,17.0,4.0,1.0,,1.0,,,,,,,,,,4.0,,,,2.0,11.0,3.0,,,,40.0,50.0,,,,4.0,1.0,6.0,,1.0,2.0,3.0,3.0,1.0,14.0,3.0,50.0,53.0,4.0,25.0,10.0,,2.0,67.0,7.0,16.0,,3.0,5.0,,116.0,1.0,1.0,1.0,,1.0,,17.0,,,,1.0,,,,1.0,18.0,,26.0,20.0,3.0,11.0,57.0,78.0,35.0,8.0,,4.0,2.0,2.0,,,,1.0,1.0,,38.0,59.0,18.0,,,,161.0,148.0,1.0,16.0,17.0,38.1,,,,0.0,,,,64.0,3.0,,,1.0,1.0,4.0,,3.0,47.0,,6.0,106.0,10.0,38.0,4.0,2.0,13.0,11.0,2.0,99.0,11.0,184.0,1.0,1.0,37.0,7.0,53.0,,277.0,,0.0,7.0,19.0,,24.0,2.0,482.0,,6.0,1.0,2.0,12.0,0.0
442109,12.0,2012-11-17 12:45:00,6,Spurs,Away,135.0,8.0,,1.0,1.0,,1.0,101.0,2.0,4.0,6.0,6.0,9.0,23.0,235.0,,,13.0,18.0,7.0,4.0,,,,,,,,,,,,,6.0,,,,1.0,11.0,2.0,4.0,3.0,,46.0,45.0,,,1.0,3.0,2.0,10.0,,,6.0,6.0,,,10.0,2.0,55.0,44.0,3.0,23.0,14.0,,,58.0,13.0,12.0,1.0,2.0,3.0,,124.0,1.0,,,1.0,,,5.0,,,2.0,2.0,,,,1.0,25.0,,17.0,14.0,3.0,6.0,59.0,71.0,32.0,6.0,1.0,2.0,3.0,3.0,287.0,,,3.0,1.0,,40.0,49.0,18.0,,,,117.0,117.0,,19.0,19.0,34.2,,3.0,,0.0,,,,74.0,2.0,,2.0,1.0,,2.0,,3.0,37.0,224.0,5.0,150.0,17.0,46.0,12.0,6.0,15.0,9.0,,71.0,3.0,168.0,2.0,4.0,32.0,10.0,57.0,2.0,303.0,,1.0,7.0,18.0,,21.0,2.0,501.0,8.0,9.0,7.0,6.0,13.0,0.0
442127,13.0,2012-11-25 16:00:00,6,Spurs,Home,174.0,6.0,1.0,4.0,3.0,,,218.0,5.0,1.0,13.0,6.0,9.0,43.0,388.0,,3.0,25.0,32.0,11.0,17.0,3.0,,,,1.0,,,2.0,,,,,23.0,2.0,,,1.0,7.0,5.0,,,,67.0,55.0,2.0,,2.0,1.0,6.0,3.0,,,4.0,9.0,4.0,,11.0,2.0,61.0,39.0,1.0,22.0,10.0,1.0,1.0,69.0,9.0,10.0,2.0,3.0,3.0,2.0,139.0,3.0,,2.0,3.0,,,10.0,,,3.0,3.0,,,,,22.0,2.0,10.0,9.0,2.0,13.0,120.0,82.0,54.0,2.0,1.0,11.0,12.0,9.0,,,,4.0,1.0,,71.0,49.0,15.0,,,,139.0,119.0,,19.0,19.0,59.4,2.0,,1.0,0.0,,,,127.0,2.0,1.0,,,,13.0,1.0,3.0,85.0,,23.0,184.0,11.0,42.0,14.0,3.0,19.0,16.0,1.0,120.0,6.0,288.0,3.0,1.0,24.0,9.0,64.0,1.0,453.0,,0.0,28.0,10.0,3.0,27.0,1.0,670.0,,13.0,8.0,4.0,6.0,0.0
442135,14.0,2012-11-28 19:45:00,6,Spurs,Home,114.0,6.0,1.0,2.0,1.0,1.0,,128.0,3.0,2.0,4.0,8.0,8.0,22.0,240.0,,,10.0,14.0,11.0,6.0,,,,1.0,1.0,,1.0,4.0,1.0,2.0,,,11.0,,,,1.0,12.0,6.0,,,,48.0,48.0,1.0,,1.0,2.0,2.0,14.0,2.0,,1.0,2.0,1.0,,10.0,1.0,52.0,74.0,2.0,32.0,15.0,,1.0,41.0,8.0,17.0,,5.0,1.0,4.0,97.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,1.0,22.0,,20.0,17.0,4.0,4.0,82.0,71.0,33.0,12.0,2.0,5.0,2.0,7.0,,,,9.0,,1.0,46.0,52.0,8.0,,,,134.0,111.0,3.0,21.0,17.0,35.0,,,1.0,0.0,,,,80.0,4.0,1.0,,1.0,,7.0,,2.0,43.0,,7.0,129.0,6.0,55.0,16.0,1.0,5.0,4.0,,71.0,6.0,183.0,1.0,3.0,33.0,8.0,46.0,,307.0,,0.0,16.0,37.0,,23.0,1.0,538.0,,7.0,8.0,1.0,27.0,0.0
442140,15.0,2012-12-01 15:00:00,6,Spurs,Away,290.0,3.0,,2.0,2.0,2.0,,175.0,4.0,2.0,7.0,5.0,12.0,34.0,463.0,,2.0,22.0,24.0,15.0,6.0,,,1.0,,1.0,,,1.0,,,,1.0,9.0,,,,,5.0,3.0,,,,98.0,72.0,2.0,,2.0,1.0,,4.0,,,1.0,9.0,3.0,,13.0,,57.0,51.0,1.0,28.0,16.0,,1.0,54.0,10.0,9.0,2.0,1.0,1.0,1.0,181.0,3.0,,2.0,3.0,,,7.0,,,3.0,1.0,,,,,24.0,,15.0,13.0,3.0,7.0,129.0,97.0,49.0,2.0,1.0,3.0,6.0,6.0,,,,,1.0,,68.0,60.0,12.0,,,,157.0,139.0,1.0,33.0,24.0,54.2,,,,0.0,,,,145.0,2.0,,,1.0,1.0,4.0,,3.0,55.0,,9.0,309.0,4.0,46.0,12.0,1.0,14.0,13.0,3.0,86.0,9.0,258.0,1.0,2.0,39.0,13.0,70.0,2.0,553.0,,0.0,10.0,22.0,3.0,24.0,2.0,755.0,,9.0,5.0,1.0,20.0,0.0
442151,16.0,2012-12-09 15:00:00,6,Spurs,Away,128.0,5.0,1.0,2.0,1.0,3.0,1.0,198.0,2.0,2.0,4.0,11.0,14.0,31.0,324.0,1.0,1.0,19.0,17.0,13.0,6.0,2.0,,,,,,2.0,2.0,,,,,7.0,1.0,,,1.0,13.0,7.0,,,,73.0,47.0,,,,4.0,6.0,3.0,,,5.0,7.0,5.0,,14.0,1.0,53.0,52.0,4.0,30.0,16.0,1.0,,69.0,11.0,10.0,1.0,4.0,2.0,2.0,138.0,1.0,,,1.0,,,12.0,,,1.0,1.0,,,,,23.0,1.0,17.0,9.0,3.0,4.0,91.0,84.0,44.0,4.0,,1.0,8.0,5.0,,,,7.0,,,76.0,57.0,22.0,,,,162.0,144.0,,25.0,13.0,50.4,1.0,,2.0,0.0,,,,101.0,1.0,1.0,,,,1.0,,3.0,90.0,,9.0,146.0,9.0,48.0,15.0,5.0,19.0,14.0,,127.0,9.0,276.0,1.0,2.0,34.0,16.0,55.0,,403.0,1.0,0.0,12.0,22.0,2.0,27.0,2.0,626.0,,8.0,7.0,5.0,12.0,0.0
442167,17.0,2012-12-16 13:30:00,6,Spurs,Home,135.0,5.0,2.0,6.0,4.0,2.0,1.0,294.0,3.0,3.0,5.0,5.0,12.0,28.0,423.0,,1.0,13.0,12.0,13.0,19.0,6.0,,4.0,,,,,1.0,,,,1.0,20.0,,,,4.0,1.0,2.0,,,,62.0,59.0,3.0,3.0,,,12.0,3.0,,,9.0,9.0,3.0,1.0,13.0,,46.0,44.0,,15.0,9.0,,1.0,64.0,13.0,8.0,,4.0,2.0,1.0,150.0,,,,,,,4.0,,,,,,,,1.0,19.0,,39.0,25.0,,5.0,131.0,54.0,40.0,3.0,,9.0,16.0,8.0,,,,,2.0,,85.0,63.0,16.0,,,,127.0,109.0,1.0,20.0,32.0,49.9,,,2.0,0.0,,,,133.0,,,,,4.0,9.0,,3.0,129.0,,25.0,145.0,5.0,33.0,10.0,7.0,21.0,14.0,4.0,158.0,4.0,352.0,,3.0,17.0,13.0,39.0,1.0,476.0,,0.0,29.0,19.0,1.0,13.0,3.0,691.0,,18.0,4.0,9.0,17.0,0.0
442175,18.0,2012-12-22 15:00:00,6,Spurs,Home,158.0,5.0,4.0,7.0,3.0,2.0,,222.0,6.0,2.0,6.0,8.0,13.0,43.0,373.0,,2.0,27.0,26.0,16.0,19.0,,,1.0,,,,,1.0,,,,,20.0,,,,,3.0,1.0,,,,62.0,54.0,2.0,2.0,,4.0,9.0,6.0,,,11.0,15.0,9.0,,12.0,,65.0,58.0,4.0,26.0,17.0,,1.0,66.0,8.0,11.0,,3.0,4.0,1.0,126.0,,,,,,,8.0,,,,1.0,,,,,25.0,,14.0,12.0,2.0,6.0,129.0,54.0,32.0,4.0,,8.0,11.0,5.0,,,,1.0,4.0,,69.0,62.0,23.0,,,,153.0,135.0,4.0,22.0,21.0,63.2,,,1.0,0.0,,,,116.0,1.0,,,1.0,1.0,8.0,,2.0,104.0,,19.0,168.0,10.0,44.0,20.0,11.0,39.0,28.0,1.0,139.0,8.0,304.0,1.0,2.0,25.0,14.0,59.0,1.0,433.0,,0.0,22.0,24.0,4.0,30.0,2.0,682.0,,8.0,7.0,11.0,17.0,0.0
442180,19.0,2012-12-26 17:30:00,6,Spurs,Away,199.0,3.0,8.0,9.0,1.0,2.0,1.0,212.0,4.0,,9.0,3.0,20.0,24.0,402.0,1.0,4.0,26.0,19.0,9.0,8.0,6.0,,1.0,,,,,2.0,,,,1.0,13.0,,,,,2.0,2.0,,,,80.0,59.0,6.0,3.0,4.0,3.0,8.0,13.0,,,16.0,10.0,5.0,,7.0,,56.0,56.0,3.0,12.0,2.0,,,55.0,7.0,11.0,1.0,3.0,2.0,2.0,160.0,3.0,,3.0,3.0,,1.0,6.0,,,4.0,1.0,,,,,4.0,,15.0,12.0,1.0,9.0,134.0,81.0,43.0,2.0,3.0,4.0,13.0,9.0,,,,,4.0,,76.0,61.0,17.0,,,,154.0,148.0,1.0,20.0,25.0,59.1,,,,0.0,,,,112.0,,1.0,,1.0,1.0,4.0,,3.0,97.0,,17.0,213.0,12.0,18.0,32.0,15.0,32.0,17.0,1.0,143.0,5.0,305.0,2.0,,20.0,20.0,46.0,1.0,486.0,1.0,0.0,21.0,14.0,5.0,35.0,0.0,707.0,,8.0,22.0,16.0,9.0,0.0
442198,20.0,2012-12-29 12:45:00,6,Spurs,Away,132.0,3.0,2.0,5.0,3.0,,,242.0,4.0,,5.0,2.0,19.0,19.0,369.0,,4.0,17.0,15.0,20.0,13.0,,,,,,,,,,1.0,,2.0,14.0,1.0,,,,6.0,2.0,,,,73.0,65.0,4.0,5.0,1.0,2.0,5.0,3.0,,1.0,8.0,11.0,3.0,,18.0,1.0,56.0,57.0,2.0,26.0,16.0,,,69.0,16.0,9.0,,1.0,1.0,,147.0,,,,,,,10.0,,,1.0,3.0,,,,,36.0,1.0,12.0,10.0,,5.0,109.0,80.0,33.0,3.0,1.0,3.0,10.0,8.0,,,,3.0,4.0,,73.0,65.0,12.0,,,,178.0,153.0,2.0,23.0,29.0,55.3,1.0,,2.0,0.0,,,,119.0,1.0,2.0,,3.0,,4.0,,3.0,109.0,,13.0,152.0,9.0,51.0,15.0,8.0,23.0,15.0,1.0,143.0,4.0,319.0,3.0,,25.0,20.0,45.0,1.0,448.0,,0.0,17.0,18.0,5.0,25.0,3.0,685.0,,14.0,10.0,8.0,12.0,0.0
