matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442003,1.0,2012-08-18 17:30:00,6,Spurs,Away,153.0,12.0,2.0,5.0,3.0,3.0,,162.0,,1.0,8.0,2.0,6.0,29.0,310.0,,1.0,15.0,10.0,8.0,11.0,,,1.0,,,,1.0,2.0,,,,,11.0,1.0,1.0,,,3.0,4.0,,,,50.0,60.0,,,1.0,3.0,4.0,8.0,,,5.0,13.0,2.0,,9.0,,44.0,47.0,3.0,11.0,8.0,,,57.0,9.0,13.0,1.0,4.0,4.0,2.0,126.0,,,,,,,4.0,,,1.0,1.0,,,,1.0,19.0,3.0,13.0,9.0,1.0,8.0,87.0,69.0,37.0,3.0,,7.0,4.0,4.0,,,,1.0,,,48.0,59.0,17.0,1.0,1.0,1.0,141.0,121.0,5.0,23.0,23.0,48.1,2.0,,1.0,0.0,,,,110.0,,1.0,,,1.0,7.0,,2.0,72.0,,11.0,169.0,31.0,31.0,18.0,5.0,24.0,19.0,1.0,102.0,5.0,228.0,1.0,1.0,22.0,6.0,53.0,2.0,373.0,,0.0,15.0,17.0,1.0,19.0,2.0,568.0,,11.0,9.0,5.0,13.0,0.0
442018,2.0,2012-08-25 15:00:00,6,Spurs,Home,201.0,17.0,1.0,5.0,4.0,2.0,,218.0,10.0,,7.0,2.0,5.0,41.0,414.0,,,16.0,16.0,5.0,16.0,,,1.0,,1.0,,1.0,2.0,,,,,18.0,,,,,10.0,3.0,,,,68.0,53.0,1.0,2.0,,3.0,6.0,4.0,2.0,,7.0,14.0,2.0,1.0,16.0,3.0,45.0,39.0,3.0,21.0,10.0,,2.0,74.0,9.0,6.0,,3.0,1.0,2.0,151.0,,,,,,,12.0,,,,,,,,1.0,10.0,,15.0,14.0,1.0,7.0,135.0,86.0,55.0,5.0,,6.0,10.0,7.0,,,,5.0,1.0,,56.0,93.0,13.0,,,,134.0,127.0,3.0,25.0,18.0,59.0,,,1.0,0.0,,,,133.0,5.0,,,,1.0,9.0,1.0,3.0,111.0,,16.0,213.0,24.0,28.0,7.0,7.0,24.0,17.0,1.0,149.0,3.0,298.0,,,19.0,5.0,64.0,2.0,487.0,1.0,0.0,22.0,22.0,1.0,19.0,1.0,689.0,,10.0,6.0,7.0,18.0,0.0
442025,3.0,2012-09-01 15:00:00,6,Spurs,Home,218.0,14.0,,4.0,4.0,3.0,,224.0,3.0,1.0,2.0,3.0,9.0,40.0,438.0,,,12.0,31.0,27.0,11.0,,,1.0,,,,,1.0,,,,,14.0,,,,,7.0,5.0,,,,59.0,62.0,,,,4.0,3.0,3.0,,2.0,4.0,14.0,5.0,,10.0,3.0,58.0,64.0,4.0,24.0,14.0,,,71.0,7.0,12.0,,2.0,2.0,1.0,155.0,1.0,,,1.0,,,8.0,,,1.0,,,,,,24.0,,11.0,9.0,1.0,2.0,140.0,77.0,41.0,2.0,1.0,6.0,6.0,5.0,,,,1.0,1.0,,67.0,67.0,11.0,,,,154.0,138.0,1.0,33.0,26.0,61.6,,,,0.0,,,,156.0,2.0,1.0,,,1.0,7.0,,3.0,118.0,,12.0,232.0,24.0,40.0,12.0,4.0,25.0,21.0,1.0,152.0,9.0,303.0,,1.0,19.0,9.0,57.0,4.0,510.0,,1.0,15.0,20.0,,18.0,1.0,708.0,,12.0,5.0,4.0,16.0,0.0
442036,4.0,2012-09-16 16:00:00,6,Spurs,Away,181.0,14.0,,4.0,4.0,3.0,1.0,229.0,,,3.0,2.0,2.0,33.0,406.0,2.0,2.0,14.0,16.0,20.0,15.0,1.0,,5.0,,,,,,,,,,20.0,,,,2.0,4.0,2.0,,,,83.0,45.0,4.0,4.0,,5.0,3.0,3.0,1.0,,4.0,9.0,2.0,,9.0,,47.0,54.0,5.0,23.0,11.0,,,53.0,12.0,5.0,2.0,2.0,2.0,,150.0,3.0,,2.0,3.0,,1.0,6.0,,,3.0,1.0,,,,2.0,27.0,,8.0,8.0,1.0,3.0,125.0,80.0,42.0,7.0,1.0,9.0,10.0,8.0,,,,3.0,2.0,,51.0,70.0,16.0,,,,149.0,128.0,3.0,19.0,19.0,57.7,,,,0.0,,,,121.0,1.0,,,1.0,5.0,12.0,,3.0,112.0,,19.0,204.0,16.0,44.0,17.0,3.0,16.0,13.0,7.0,139.0,4.0,291.0,1.0,,23.0,4.0,57.0,1.0,479.0,3.0,0.0,23.0,21.0,6.0,22.0,1.0,679.0,,8.0,8.0,4.0,14.0,0.0
442045,5.0,2012-09-23 16:00:00,6,Spurs,Home,148.0,6.0,7.0,11.0,4.0,1.0,1.0,139.0,6.0,,6.0,7.0,9.0,25.0,276.0,,,10.0,16.0,16.0,10.0,5.0,,6.0,,,,,1.0,,,,,14.0,,,,1.0,7.0,2.0,,,,57.0,51.0,,,1.0,5.0,7.0,4.0,,,10.0,11.0,4.0,,8.0,3.0,45.0,57.0,5.0,30.0,20.0,,1.0,48.0,8.0,12.0,1.0,2.0,2.0,1.0,109.0,,,,,,1.0,8.0,,,1.0,1.0,,,,1.0,32.0,1.0,21.0,16.0,,6.0,77.0,49.0,31.0,9.0,,3.0,12.0,8.0,,,,2.0,1.0,,39.0,51.0,13.0,,,,137.0,110.0,3.0,24.0,14.0,43.3,,,,0.0,,,,93.0,2.0,1.0,,,6.0,5.0,,3.0,55.0,,15.0,159.0,13.0,57.0,20.0,9.0,26.0,17.0,7.0,86.0,5.0,203.0,1.0,,20.0,9.0,42.0,2.0,336.0,,0.0,20.0,19.0,,13.0,0.0,580.0,,9.0,10.0,10.0,15.0,0.0
442053,6.0,2012-09-29 17:30:00,6,Spurs,Away,88.0,2.0,1.0,2.0,1.0,1.0,1.0,102.0,4.0,,3.0,3.0,,16.0,188.0,,1.0,13.0,18.0,14.0,5.0,2.0,,1.0,,,,,,,,,,8.0,,,,,9.0,7.0,,,,36.0,52.0,,,1.0,7.0,3.0,2.0,,,5.0,2.0,1.0,,12.0,2.0,51.0,53.0,7.0,33.0,26.0,,1.0,31.0,9.0,5.0,1.0,4.0,2.0,,84.0,1.0,,,1.0,,1.0,10.0,,,2.0,,,,,2.0,45.0,,16.0,10.0,2.0,3.0,59.0,61.0,28.0,9.0,1.0,4.0,4.0,3.0,,,,2.0,1.0,,32.0,43.0,6.0,,,,150.0,110.0,,26.0,16.0,25.9,,,,0.0,,,,64.0,2.0,3.0,,,1.0,4.0,,3.0,28.0,,8.0,100.0,4.0,73.0,18.0,2.0,7.0,5.0,4.0,41.0,8.0,150.0,,,20.0,,37.0,2.0,243.0,,0.0,10.0,28.0,2.0,21.0,0.0,483.0,,9.0,6.0,5.0,21.0,0.0
442065,7.0,2012-10-07 15:00:00,6,Spurs,Home,140.0,10.0,1.0,3.0,2.0,1.0,1.0,257.0,1.0,3.0,3.0,6.0,13.0,40.0,394.0,,,14.0,17.0,14.0,18.0,1.0,,1.0,,,,,,,,,,19.0,,,,1.0,3.0,5.0,,,,61.0,68.0,,1.0,,,6.0,2.0,,,8.0,21.0,5.0,1.0,7.0,,46.0,55.0,,36.0,25.0,,1.0,66.0,11.0,10.0,,4.0,5.0,,142.0,2.0,,,1.0,1.0,,3.0,,,1.0,1.0,,,,1.0,29.0,1.0,24.0,22.0,1.0,4.0,122.0,68.0,51.0,,1.0,10.0,11.0,6.0,,,,2.0,4.0,,71.0,71.0,20.0,,,,141.0,131.0,2.0,21.0,39.0,55.9,,,1.0,0.0,,,,130.0,2.0,1.0,,,1.0,10.0,,3.0,128.0,,21.0,156.0,14.0,46.0,22.0,7.0,38.0,31.0,2.0,154.0,8.0,337.0,1.0,3.0,18.0,14.0,54.0,1.0,455.0,,0.0,22.0,18.0,,20.0,1.0,687.0,,4.0,12.0,8.0,11.0,0.0
442076,8.0,2012-10-20 12:45:00,6,Spurs,Home,124.0,7.0,2.0,6.0,4.0,1.0,2.0,161.0,4.0,1.0,7.0,2.0,6.0,22.0,279.0,,,17.0,17.0,12.0,13.0,2.0,,,,1.0,,,1.0,,,,,21.0,,,,2.0,6.0,4.0,,,,31.0,60.0,1.0,1.0,1.0,3.0,7.0,4.0,,,7.0,7.0,11.0,1.0,13.0,2.0,48.0,49.0,3.0,23.0,9.0,3.0,1.0,53.0,8.0,8.0,1.0,1.0,3.0,1.0,131.0,2.0,,1.0,1.0,1.0,,7.0,,,1.0,,,,,1.0,19.0,,25.0,18.0,1.0,7.0,85.0,66.0,45.0,4.0,,6.0,11.0,10.0,,,,,4.0,,49.0,48.0,21.0,,,,153.0,132.0,3.0,28.0,21.0,42.2,,,,0.0,,,,97.0,1.0,2.0,,,,9.0,,2.0,63.0,,17.0,138.0,15.0,44.0,15.0,7.0,28.0,21.0,,94.0,4.0,234.0,,1.0,13.0,6.0,35.0,1.0,344.0,,0.0,26.0,21.0,,23.0,3.0,587.0,,11.0,8.0,7.0,17.0,0.0
442086,9.0,2012-10-28 15:00:00,6,Spurs,Away,215.0,6.0,1.0,3.0,2.0,1.0,,177.0,4.0,,1.0,9.0,12.0,42.0,389.0,1.0,1.0,13.0,17.0,18.0,8.0,1.0,,1.0,,,,,,,,,1.0,11.0,,,,,8.0,7.0,,,,70.0,49.0,1.0,1.0,1.0,2.0,1.0,3.0,,,3.0,8.0,3.0,,14.0,1.0,48.0,54.0,2.0,31.0,21.0,,1.0,45.0,10.0,14.0,1.0,1.0,1.0,,131.0,1.0,,1.0,1.0,,,7.0,,,2.0,2.0,,,,1.0,39.0,,17.0,15.0,,1.0,117.0,79.0,52.0,2.0,1.0,6.0,4.0,4.0,,,,6.0,2.0,,62.0,55.0,8.0,,,,147.0,117.0,,21.0,21.0,47.7,,,1.0,0.0,,,,130.0,1.0,,,,1.0,7.0,,3.0,61.0,,10.0,230.0,8.0,61.0,12.0,2.0,14.0,12.0,1.0,80.0,8.0,232.0,2.0,,29.0,12.0,61.0,5.0,448.0,2.0,0.0,12.0,15.0,1.0,20.0,3.0,661.0,,11.0,7.0,3.0,12.0,0.0
442096,10.0,2012-11-03 15:00:00,6,Spurs,Home,176.0,16.0,1.0,4.0,3.0,2.0,,160.0,5.0,1.0,5.0,6.0,9.0,37.0,332.0,,,23.0,14.0,17.0,5.0,1.0,,,,1.0,,,2.0,,,,,6.0,,,,2.0,4.0,3.0,,,,51.0,57.0,,,,3.0,5.0,5.0,,1.0,9.0,13.0,13.0,,7.0,,47.0,50.0,3.0,25.0,12.0,,1.0,66.0,13.0,11.0,,4.0,5.0,2.0,141.0,,,,,,,8.0,,,,,,,,1.0,22.0,,27.0,19.0,1.0,5.0,99.0,65.0,39.0,2.0,,2.0,4.0,5.0,,,,1.0,2.0,,69.0,44.0,23.0,,,,153.0,138.0,5.0,17.0,29.0,51.1,,,1.0,0.0,,,,110.0,2.0,,,,,3.0,,3.0,76.0,,6.0,187.0,21.0,40.0,15.0,8.0,39.0,31.0,,114.0,5.0,253.0,,1.0,20.0,9.0,55.0,3.0,401.0,1.0,0.0,13.0,16.0,,24.0,1.0,627.0,,9.0,6.0,9.0,12.0,0.0
