matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561900,1.0,2025-08-16 15:00:00,6,Spurs,Home,250.0,15.0,2.0,8.0,6.0,1.0,,209.0,8.0,,4.0,,4.0,20.0,451.0,1.0,1.0,14.0,18.0,17.0,7.0,2.0,4.0,,0.0,,,,,,,,12.0,0.0,,,,,8.0,7.0,7.0,12.0,4.0,,77.0,38.0,1.0,1.0,1.0,4.0,4.0,1.0,7.0,,,6.0,12.0,10.0,0.0,3.0,1.0,45.0,47.0,4.0,26.0,17.0,,1.0,1.28058,2.3224,,2.6075,1.0692,58.0,14.0,7.0,3.0,,1.0,,,141.0,3.0,,3.0,3.0,,,9.0,,,3.0,,,,,,17.0,,1.0,1.0,,0.0,4.0,140.0,43.0,26.0,5.0,0.0,7.0,5.0,6.0,488.0,,,2.0,,0.0,65.0,74.0,36.0,,,,,101.0,101.0,2.0,21.0,8.0,67.3,,,,1.0,13.0,0.0,,,,153.0,2.0,2.0,4.0,,1.0,,9.0,,0.0,5.0,99.0,429.0,4.0,12.0,270.0,33.0,26.0,14.0,5.0,27.0,22.0,106453.01,,125.0,4.0,268.0,,,5.0,4.0,42.0,,511.0,1.0,0.0,16.0,12.0,1.0,17.0,0.0,676.0,26.0,13.0,0.0,11.0,6.0,9.0,0.0
2561912,2.0,2025-08-23 12:30:00,6,Spurs,Away,174.0,16.0,,4.0,4.0,1.0,1.0,89.0,9.0,,3.0,2.0,5.0,20.0,259.0,,,16.0,12.0,8.0,5.0,1.0,,2.0,0.0,,,1.0,,,,,8.0,0.0,,,,2.0,7.0,6.0,4.0,10.0,2.0,,61.0,51.0,1.0,1.0,2.0,3.0,6.0,2.0,7.0,,1.0,2.0,6.0,2.0,0.0,5.0,1.0,51.0,47.0,3.0,25.0,15.0,,1.0,0.445881,1.1081,0.054,2.0815,0.6394,50.0,12.0,7.0,1.0,,2.0,1.0,1.0,118.0,1.0,,1.0,1.0,,,11.0,,,2.0,,,,,,15.0,,7.0,7.0,,0.0,3.0,74.0,60.0,22.0,7.0,1.0,4.0,3.0,5.0,313.0,,,3.0,1.0,0.0,46.0,37.0,18.0,,,,,136.0,136.0,3.0,27.0,16.0,38.6,,,,1.0,12.0,0.0,,,,78.0,2.0,2.0,4.0,,2.0,2.0,5.0,,0.0,4.0,45.0,245.0,6.0,7.0,194.0,28.0,25.0,23.0,2.0,11.0,9.0,112004.01,2.0,73.0,3.0,148.0,,,24.0,5.0,58.0,1.0,331.0,,0.0,12.0,24.0,1.0,21.0,4.0,532.0,26.0,30.0,0.0,8.0,2.0,16.0,0.0
2561923,3.0,2025-08-30 15:00:00,6,Spurs,Home,228.0,10.0,,5.0,5.0,2.0,1.0,171.0,7.0,2.0,7.0,5.0,6.0,19.0,394.0,,1.0,18.0,16.0,17.0,2.0,1.0,,,0.0,,,,,,,,3.0,0.0,,,,1.0,12.0,15.0,5.0,3.0,2.0,,67.0,53.0,,,,2.0,10.0,1.0,8.0,,,,8.0,11.0,0.0,11.0,4.0,69.0,56.0,2.0,33.0,22.0,,1.0,0.269591,0.1872,,0.2161,1.4839,67.0,17.0,13.0,,2.0,1.0,1.0,,155.0,,,,,,,10.0,,,0.0,1.0,,,,,22.0,,4.0,4.0,1.0,0.0,7.0,134.0,72.0,37.0,8.0,0.0,2.0,1.0,1.0,450.0,,,5.0,1.0,0.0,84.0,58.0,25.0,,,,,152.0,152.0,1.0,26.0,18.0,61.4,,,,,18.0,0.0,,,,121.0,4.0,1.0,5.0,,1.0,,3.0,,0.0,4.0,66.0,372.0,10.0,3.0,242.0,27.0,33.0,27.0,,20.0,20.0,110445.81,,117.0,5.0,255.0,1.0,2.0,19.0,7.0,52.0,2.0,477.0,1.0,0.0,5.0,16.0,1.0,25.0,2.0,709.0,18.0,14.0,0.0,10.0,,8.0,0.0
2561934,4.0,2025-09-13 17:30:00,6,Spurs,Away,236.0,23.0,3.0,5.0,2.0,,,234.0,6.0,,5.0,2.0,6.0,23.0,465.0,2.0,,18.0,22.0,13.0,6.0,2.0,6.0,,0.0,,,,,,,,6.0,0.0,,,,1.0,2.0,6.0,1.0,10.0,4.0,,90.0,40.0,2.0,1.0,1.0,1.0,5.0,5.0,6.0,,,13.0,13.0,5.0,1.0,7.0,3.0,47.0,48.0,1.0,10.0,3.0,,,0.892783,1.2886,,2.227,0.2859,60.0,7.0,8.0,,1.0,1.0,1.0,,145.0,3.0,1.0,2.0,2.0,1.0,,6.0,,,1.0,,,,,1.0,3.0,,3.0,3.0,,0.0,5.0,147.0,52.0,32.0,2.0,2.0,3.0,8.0,5.0,520.0,,,,,0.0,104.0,63.0,42.0,,,,,131.0,131.0,3.0,16.0,15.0,64.0,,,,1.0,14.0,0.0,,,,152.0,4.0,,4.0,,1.0,,4.0,1.0,0.0,5.0,99.0,451.0,5.0,11.0,254.0,35.0,10.0,17.0,12.0,31.0,19.0,108038.75,,135.0,7.0,311.0,,,9.0,6.0,42.0,4.0,534.0,2.0,0.0,14.0,16.0,,21.0,1.0,716.0,37.0,15.0,0.0,11.0,13.0,11.0,0.0
2561937,5.0,2025-09-20 15:00:00,6,Spurs,Away,211.0,25.0,2.0,3.0,1.0,1.0,,256.0,9.0,2.0,7.0,6.0,9.0,27.0,464.0,,,13.0,13.0,12.0,8.0,1.0,1.0,1.0,0.0,,,,,,,,10.0,0.0,,,,,5.0,5.0,7.0,9.0,2.0,,88.0,64.0,1.0,,1.0,1.0,7.0,2.0,6.0,,,10.0,14.0,9.0,0.0,9.0,1.0,57.0,61.0,1.0,17.0,11.0,2.0,,0.885261,1.2248,,1.55,1.2682,66.0,13.0,10.0,1.0,,,,,160.0,1.0,,,1.0,,,9.0,,,1.0,1.0,,,,,11.0,,9.0,9.0,1.0,0.0,8.0,121.0,54.0,43.0,2.0,0.0,5.0,5.0,3.0,500.0,,,1.0,,0.0,84.0,63.0,51.0,,,,,142.0,142.0,4.0,24.0,25.0,63.9,,,1.0,,16.0,0.0,,,,154.0,1.0,1.0,2.0,,1.0,1.0,6.0,,0.0,4.0,143.0,442.0,7.0,10.0,228.0,34.0,17.0,29.0,9.0,32.0,23.0,108333.27,1.0,178.0,5.0,327.0,1.0,2.0,17.0,11.0,46.0,1.0,523.0,3.0,0.0,11.0,26.0,1.0,17.0,2.0,748.0,44.0,23.0,0.0,13.0,10.0,10.0,0.0
2561954,6.0,2025-09-27 20:00:00,6,Spurs,Home,133.0,14.0,1.0,9.0,8.0,2.0,,201.0,4.0,2.0,5.0,2.0,2.0,26.0,325.0,,,19.0,16.0,18.0,6.0,,2.0,1.0,0.0,,,,,,,,7.0,0.0,,,,,6.0,6.0,3.0,7.0,3.0,,60.0,46.0,1.0,1.0,,1.0,3.0,2.0,8.0,,,10.0,14.0,7.0,0.0,17.0,1.0,64.0,56.0,1.0,19.0,15.0,,,0.79526,0.8697,,1.5021,1.4349,65.0,9.0,10.0,,,2.0,1.0,,125.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,,15.0,1.0,10.0,10.0,,0.0,5.0,97.0,51.0,34.0,9.0,1.0,3.0,4.0,3.0,380.0,,,1.0,1.0,0.0,64.0,73.0,42.0,,,,,158.0,158.0,2.0,11.0,28.0,51.3,,,1.0,,16.0,0.0,,,,116.0,2.0,,2.0,,1.0,1.0,5.0,,0.0,5.0,111.0,310.0,3.0,7.0,150.0,27.0,19.0,25.0,10.0,32.0,22.0,109802.74,1.0,153.0,5.0,280.0,1.0,2.0,13.0,2.0,48.0,2.0,398.0,,0.0,10.0,17.0,,24.0,3.0,626.0,24.0,24.0,0.0,11.0,10.0,12.0,0.0
2561961,7.0,2025-10-04 12:30:00,6,Spurs,Away,157.0,11.0,,1.0,1.0,2.0,,142.0,12.0,,3.0,,2.0,11.0,298.0,,1.0,13.0,14.0,10.0,4.0,,,1.0,0.0,,1.0,1.0,,,,,7.0,0.0,1.0,,,1.0,8.0,11.0,5.0,4.0,5.0,,41.0,42.0,1.0,1.0,,1.0,10.0,2.0,3.0,,,1.0,4.0,4.0,0.0,12.0,2.0,48.0,44.0,1.0,34.0,19.0,,3.0,0.441931,0.5318,0.0733,0.5996,1.6614,51.0,12.0,10.0,1.0,,2.0,1.0,1.0,136.0,1.0,,,1.0,,1.0,18.0,,,2.0,,,,,,19.0,1.0,6.0,6.0,,0.0,3.0,89.0,62.0,29.0,4.0,1.0,3.0,2.0,3.0,345.0,,,2.0,3.0,0.0,59.0,52.0,19.0,,,,,120.0,120.0,1.0,12.0,25.0,43.5,1.0,,,,16.0,0.0,,,,108.0,3.0,1.0,3.0,,1.0,1.0,4.0,,0.0,4.0,65.0,277.0,10.0,5.0,173.0,26.0,34.0,17.0,1.0,10.0,9.0,109272.15,2.0,104.0,5.0,211.0,,,18.0,3.0,48.0,2.0,374.0,,0.0,9.0,15.0,1.0,14.0,3.0,556.0,18.0,10.0,0.0,10.0,1.0,10.0,0.0
2561973,8.0,2025-10-19 14:00:00,6,Spurs,Home,181.0,10.0,2.0,5.0,3.0,,,160.0,6.0,1.0,5.0,3.0,5.0,25.0,336.0,,,14.0,14.0,11.0,6.0,1.0,3.0,1.0,0.0,,,,,,,,4.0,0.0,,,,1.0,6.0,2.0,6.0,7.0,3.0,,58.0,47.0,2.0,2.0,1.0,3.0,3.0,2.0,7.0,,,6.0,7.0,10.0,0.0,11.0,,55.0,48.0,3.0,29.0,15.0,,2.0,0.682562,0.7512,,0.9961,0.967,47.0,11.0,7.0,,,1.0,,,96.0,1.0,,1.0,,1.0,,6.0,,,0.0,,,,,,15.0,,6.0,6.0,,0.0,5.0,108.0,40.0,21.0,6.0,1.0,4.0,4.0,3.0,364.0,,,2.0,3.0,0.0,54.0,56.0,32.0,,,,,121.0,121.0,6.0,12.0,23.0,52.6,,3.0,,,12.0,0.0,,,,120.0,,,,,1.0,1.0,5.0,1.0,0.0,5.0,84.0,320.0,3.0,9.0,193.0,17.0,29.0,18.0,5.0,22.0,17.0,107544.09,1.0,105.0,5.0,211.0,,1.0,10.0,5.0,41.0,6.0,382.0,1.0,0.0,10.0,25.0,,23.0,2.0,586.0,28.0,16.0,0.0,5.0,6.0,15.0,0.0
2561980,9.0,2025-10-26 16:30:00,6,Spurs,Away,220.0,10.0,2.0,4.0,2.0,1.0,,113.0,6.0,,5.0,2.0,5.0,14.0,329.0,,,9.0,19.0,11.0,1.0,,4.0,,0.0,,,1.0,,,,1.0,2.0,0.0,,,,,4.0,8.0,4.0,5.0,2.0,,62.0,50.0,3.0,1.0,3.0,1.0,8.0,1.0,8.0,,,8.0,4.0,2.0,2.0,11.0,3.0,54.0,48.0,1.0,54.0,34.0,,1.0,0.737936,1.7228,0.1069,3.2262,1.199,37.0,8.0,8.0,,,2.0,1.0,1.0,113.0,3.0,1.0,2.0,2.0,1.0,,9.0,,,1.0,1.0,,,,,34.0,,6.0,6.0,1.0,0.0,5.0,106.0,50.0,23.0,9.0,0.0,1.0,3.0,4.0,374.0,,,5.0,2.0,0.0,32.0,42.0,22.0,,,,,120.0,120.0,1.0,23.0,16.0,46.5,,,,2.0,12.0,0.0,,,,114.0,1.0,1.0,2.0,,,,2.0,,1.0,4.0,46.0,316.0,8.0,4.0,239.0,21.0,54.0,16.0,8.0,15.0,7.0,110321.04,,75.0,2.0,171.0,1.0,,19.0,6.0,45.0,2.0,395.0,,0.0,7.0,20.0,,15.0,0.0,607.0,16.0,14.0,0.0,8.0,8.0,11.0,0.0
2561993,10.0,2025-11-01 17:30:00,6,Spurs,Home,183.0,15.0,1.0,1.0,,3.0,,111.0,7.0,3.0,5.0,2.0,6.0,13.0,294.0,,,20.0,22.0,19.0,3.0,,,,0.0,,,,,,,,3.0,0.0,,,,,10.0,12.0,3.0,2.0,1.0,,71.0,55.0,,,,2.0,10.0,1.0,8.0,,,6.0,5.0,4.0,0.0,11.0,3.0,64.0,69.0,2.0,20.0,10.0,1.0,2.0,0.249509,0.1015,,0.1577,3.1654,47.0,14.0,11.0,,,2.0,1.0,,162.0,,,,,,,9.0,,,0.0,,,,,,10.0,,4.0,4.0,1.0,0.0,5.0,57.0,58.0,26.0,5.0,0.0,1.0,2.0,1.0,365.0,,,1.0,,0.0,31.0,54.0,27.0,,,,,158.0,158.0,6.0,24.0,20.0,47.9,,,,1.0,20.0,0.0,,,,97.0,7.0,1.0,8.0,,,,1.0,,0.0,6.0,62.0,278.0,10.0,3.0,219.0,32.0,20.0,18.0,6.0,16.0,10.0,107618.35,,100.0,7.0,184.0,,3.0,25.0,6.0,46.0,1.0,387.0,,0.0,3.0,30.0,,25.0,4.0,603.0,15.0,23.0,0.0,9.0,6.0,19.0,0.0
