matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367647,11.0,2023-11-06 20:00:00,6,Spurs,Home,152.0,10.0,1.0,4.0,3.0,1.0,2.0,104.0,8.0,6.0,4.0,3.0,8.0,13.0,252.0,,1.0,18.0,7.0,4.0,3.0,1.0,,,,1.0,1.0,,1.0,,,,6.0,,,,,1.0,9.0,13.0,4.0,5.0,3.0,,61.0,41.0,1.0,1.0,,1.0,9.0,2.0,16.0,1.0,,1.0,4.0,1.0,,4.0,2.0,53.0,55.0,1.0,21.0,7.0,,1.0,37.0,12.0,20.0,,,2.0,3.0,1.0,119.0,1.0,,,1.0,,,10.0,,,1.0,1.0,,,,,7.0,,12.0,12.0,3.0,4.0,63.0,40.0,17.0,6.0,1.0,1.0,4.0,5.0,278.0,,,3.0,4.0,,42.0,37.0,16.0,1.0,1.0,1.0,,111.0,111.0,,25.0,12.0,38.7,,3.0,,,13.0,0.0,,,,74.0,3.0,1.0,3.0,1.0,,,1.0,,,5.0,53.0,222.0,9.0,5.0,176.0,21.0,21.0,21.0,1.0,9.0,8.0,,76.0,2.0,150.0,1.0,6.0,18.0,9.0,35.0,3.0,317.0,,2.0,8.0,24.0,1.0,22.0,1.0,515.0,27.0,12.0,7.0,1.0,17.0,0.0
2367657,12.0,2023-11-11 12:30:00,6,Spurs,Away,312.0,9.0,1.0,2.0,1.0,,,241.0,6.0,,7.0,,4.0,17.0,551.0,,,15.0,10.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,5.0,,,,,,12.0,10.0,7.0,3.0,3.0,,102.0,57.0,1.0,,1.0,4.0,4.0,2.0,21.0,,,3.0,7.0,,,16.0,2.0,69.0,56.0,4.0,27.0,17.0,,,53.0,15.0,19.0,1.0,,,1.0,,198.0,1.0,,1.0,1.0,,,9.0,,,1.0,2.0,,,,,17.0,,7.0,7.0,1.0,8.0,152.0,67.0,54.0,11.0,,2.0,4.0,2.0,594.0,,,7.0,2.0,,77.0,87.0,14.0,,,,,130.0,130.0,3.0,28.0,18.0,58.5,,3.0,,,19.0,0.0,,,,176.0,2.0,,2.0,,,1.0,2.0,,,3.0,106.0,522.0,4.0,6.0,347.0,20.0,27.0,16.0,3.0,11.0,8.0,1.0,130.0,1.0,292.0,2.0,,3.0,4.0,33.0,1.0,628.0,,0.0,6.0,19.0,,16.0,3.0,827.0,14.0,16.0,9.0,3.0,11.0,0.0
2367667,13.0,2023-11-26 14:00:00,6,Spurs,Home,292.0,17.0,3.0,7.0,4.0,1.0,,286.0,5.0,2.0,6.0,2.0,7.0,22.0,571.0,1.0,4.0,14.0,9.0,9.0,13.0,2.0,4.0,2.0,,,,,,,,,13.0,,,2.0,,1.0,10.0,9.0,6.0,16.0,2.0,,124.0,60.0,4.0,4.0,,3.0,5.0,1.0,11.0,,,9.0,9.0,4.0,,5.0,3.0,49.0,54.0,3.0,8.0,2.0,,1.0,61.0,11.0,12.0,,1.0,4.0,3.0,,200.0,1.0,1.0,1.0,,1.0,,6.0,,,,1.0,,,,,2.0,2.0,9.0,9.0,,6.0,152.0,61.0,49.0,3.0,1.0,8.0,8.0,8.0,609.0,,,2.0,2.0,,90.0,62.0,37.0,,,,,113.0,113.0,7.0,14.0,33.0,62.0,2.0,3.0,,,8.0,0.0,,,,157.0,,3.0,3.0,,,2.0,9.0,,,3.0,141.0,549.0,5.0,16.0,308.0,25.0,8.0,25.0,6.0,22.0,16.0,2.0,178.0,3.0,347.0,1.0,2.0,8.0,8.0,40.0,5.0,633.0,2.0,0.0,18.0,21.0,4.0,14.0,0.0,819.0,51.0,10.0,12.0,9.0,12.0,0.0
2367674,14.0,2023-12-03 16:30:00,6,Spurs,Away,303.0,10.0,2.0,4.0,2.0,,,103.0,8.0,,5.0,1.0,2.0,9.0,402.0,,,15.0,9.0,8.0,3.0,1.0,2.0,2.0,,,,1.0,,,,,6.0,,,,,,9.0,16.0,2.0,3.0,5.0,,73.0,50.0,1.0,,1.0,3.0,13.0,3.0,9.0,,,8.0,7.0,1.0,,1.0,2.0,38.0,38.0,3.0,34.0,21.0,1.0,3.0,26.0,14.0,13.0,1.0,,1.0,1.0,,147.0,3.0,,1.0,3.0,,1.0,10.0,,,3.0,,,,,1.0,21.0,,4.0,4.0,,5.0,131.0,37.0,22.0,10.0,2.0,1.0,6.0,4.0,440.0,,,4.0,1.0,1.0,29.0,39.0,12.0,,,,,113.0,113.0,4.0,27.0,13.0,45.0,,2.0,1.0,,29.0,0.0,,,,121.0,1.0,1.0,2.0,,1.0,2.0,1.0,,,4.0,52.0,373.0,13.0,7.0,338.0,14.0,34.0,11.0,5.0,14.0,9.0,3.0,73.0,2.0,148.0,,,15.0,2.0,30.0,2.0,472.0,,0.0,8.0,13.0,,16.0,4.0,654.0,18.0,22.0,5.0,8.0,6.0,0.0
2367685,15.0,2023-12-07 20:15:00,6,Spurs,Home,244.0,16.0,3.0,5.0,2.0,,,478.0,5.0,,4.0,2.0,9.0,14.0,717.0,1.0,3.0,14.0,8.0,11.0,15.0,3.0,6.0,1.0,,,1.0,,,,,,15.0,,,,,1.0,10.0,7.0,4.0,16.0,7.0,,131.0,62.0,1.0,1.0,,1.0,7.0,6.0,4.0,,,8.0,16.0,3.0,1.0,15.0,2.0,45.0,47.0,1.0,12.0,4.0,1.0,,83.0,11.0,10.0,,,4.0,2.0,1.0,225.0,1.0,1.0,1.0,,1.0,,5.0,,,,1.0,,,,1.0,4.0,1.0,10.0,10.0,,4.0,209.0,36.0,31.0,4.0,,9.0,10.0,7.0,760.0,,,2.0,1.0,,85.0,124.0,64.0,,,,,130.0,130.0,7.0,16.0,35.0,75.0,,3.0,,,18.0,0.0,,,,219.0,2.0,1.0,3.0,,,1.0,10.0,,,5.0,317.0,693.0,7.0,19.0,255.0,23.0,12.0,16.0,7.0,28.0,21.0,1.0,367.0,2.0,557.0,1.0,,5.0,10.0,21.0,1.0,784.0,1.0,0.0,23.0,18.0,7.0,14.0,3.0,988.0,59.0,15.0,8.0,8.0,13.0,0.0
2367696,16.0,2023-12-10 16:30:00,6,Spurs,Home,204.0,23.0,2.0,5.0,3.0,3.0,,261.0,5.0,,7.0,2.0,7.0,21.0,460.0,1.0,4.0,20.0,3.0,13.0,15.0,2.0,2.0,,,,,,,,,1.0,20.0,1.0,,2.0,,,10.0,6.0,3.0,18.0,5.0,,79.0,61.0,6.0,3.0,4.0,1.0,10.0,3.0,8.0,,,3.0,12.0,4.0,1.0,17.0,1.0,48.0,71.0,1.0,13.0,9.0,1.0,1.0,57.0,10.0,12.0,2.0,,1.0,,,172.0,3.0,,3.0,3.0,,,5.0,,,3.0,,,,,,9.0,2.0,10.0,10.0,2.0,7.0,140.0,52.0,35.0,6.0,1.0,7.0,13.0,12.0,515.0,,,2.0,1.0,,51.0,79.0,23.0,,,,1.0,132.0,132.0,4.0,21.0,29.0,56.2,2.0,,,1.0,26.0,0.0,,,,145.0,2.0,,2.0,,,,8.0,,,5.0,122.0,440.0,10.0,20.0,232.0,40.0,13.0,26.0,3.0,19.0,16.0,,154.0,3.0,323.0,,,11.0,8.0,38.0,1.0,536.0,2.0,0.0,23.0,31.0,4.0,21.0,1.0,759.0,46.0,12.0,16.0,3.0,22.0,0.0
2367706,17.0,2023-12-15 20:00:00,6,Spurs,Away,235.0,12.0,1.0,4.0,3.0,1.0,,255.0,8.0,,3.0,2.0,11.0,26.0,486.0,1.0,1.0,14.0,13.0,18.0,7.0,2.0,1.0,,,,,,,,,,11.0,,,,,,11.0,10.0,5.0,11.0,1.0,,77.0,52.0,2.0,1.0,1.0,2.0,6.0,4.0,4.0,,1.0,4.0,6.0,7.0,,18.0,,56.0,59.0,2.0,27.0,20.0,,,62.0,11.0,15.0,1.0,,2.0,1.0,,170.0,1.0,,1.0,1.0,,,8.0,,,2.0,,,,,1.0,20.0,,5.0,5.0,1.0,3.0,150.0,67.0,52.0,6.0,1.0,2.0,8.0,6.0,516.0,,,5.0,4.0,,81.0,75.0,25.0,,,,,124.0,124.0,5.0,24.0,19.0,67.3,,,,2.0,17.0,0.0,,,,150.0,1.0,,1.0,,1.0,,2.0,,,4.0,118.0,458.0,6.0,10.0,259.0,19.0,27.0,18.0,2.0,16.0,14.0,,144.0,2.0,304.0,,,12.0,11.0,43.0,,547.0,1.0,1.0,12.0,19.0,3.0,15.0,4.0,749.0,23.0,17.0,7.0,4.0,11.0,0.0
2367715,18.0,2023-12-23 15:00:00,6,Spurs,Home,350.0,14.0,,3.0,3.0,2.0,,141.0,8.0,3.0,12.0,1.0,9.0,18.0,488.0,,,19.0,13.0,5.0,10.0,,2.0,1.0,,,,,,,,,11.0,,,,,,4.0,16.0,2.0,9.0,4.0,,81.0,64.0,2.0,1.0,1.0,2.0,9.0,2.0,8.0,,,3.0,6.0,,,7.0,5.0,44.0,55.0,2.0,21.0,13.0,,1.0,47.0,6.0,17.0,1.0,,,,,202.0,1.0,,1.0,1.0,,,11.0,,,1.0,3.0,,,,,13.0,,12.0,12.0,1.0,12.0,151.0,59.0,35.0,8.0,1.0,5.0,6.0,6.0,545.0,,,4.0,3.0,,53.0,45.0,20.0,,,,,142.0,142.0,6.0,28.0,13.0,61.2,,,,,21.0,0.0,,,,149.0,6.0,1.0,7.0,,1.0,1.0,5.0,,,3.0,59.0,457.0,9.0,11.0,393.0,34.0,21.0,20.0,2.0,8.0,6.0,1.0,95.0,3.0,198.0,3.0,3.0,11.0,10.0,46.0,2.0,583.0,1.0,0.0,13.0,23.0,,20.0,1.0,804.0,24.0,19.0,10.0,3.0,15.0,0.0
2367721,19.0,2023-12-28 19:30:00,6,Spurs,Away,229.0,8.0,1.0,6.0,5.0,,,233.0,5.0,,7.0,2.0,13.0,19.0,456.0,1.0,,22.0,8.0,8.0,13.0,1.0,2.0,2.0,,,1.0,,,,,,16.0,,,,1.0,,6.0,13.0,2.0,14.0,5.0,,97.0,72.0,2.0,2.0,2.0,,6.0,8.0,6.0,,,6.0,18.0,3.0,1.0,10.0,4.0,36.0,55.0,,12.0,5.0,,1.0,66.0,6.0,18.0,,,3.0,1.0,1.0,197.0,2.0,,2.0,1.0,1.0,,5.0,,,1.0,,,,,,5.0,2.0,11.0,11.0,,7.0,118.0,44.0,24.0,7.0,,8.0,8.0,3.0,508.0,,,2.0,3.0,,71.0,66.0,45.0,2.0,2.0,2.0,,139.0,139.0,17.0,20.0,28.0,54.8,1.0,,,,15.0,0.0,,,,125.0,5.0,,5.0,,1.0,2.0,8.0,1.0,1.0,3.0,134.0,430.0,6.0,16.0,254.0,25.0,12.0,19.0,4.0,26.0,22.0,2.0,179.0,1.0,309.0,,,8.0,14.0,37.0,5.0,537.0,3.0,0.0,19.0,16.0,1.0,22.0,2.0,754.0,60.0,14.0,13.0,6.0,8.0,0.0
2367735,20.0,2023-12-31 14:00:00,6,Spurs,Home,212.0,9.0,1.0,2.0,1.0,4.0,,145.0,9.0,,7.0,6.0,6.0,18.0,355.0,,4.0,14.0,21.0,9.0,5.0,1.0,1.0,1.0,,,,,,,,,11.0,,1.0,,,,9.0,16.0,8.0,10.0,2.0,,62.0,54.0,3.0,2.0,1.0,2.0,8.0,2.0,8.0,,,4.0,5.0,3.0,,11.0,1.0,57.0,58.0,2.0,23.0,7.0,,,39.0,9.0,18.0,2.0,,1.0,1.0,,154.0,3.0,,2.0,3.0,,,13.0,,,3.0,,,,,,7.0,1.0,7.0,7.0,1.0,7.0,103.0,49.0,29.0,13.0,1.0,4.0,5.0,6.0,400.0,,,11.0,1.0,,39.0,40.0,19.0,,,,,138.0,138.0,2.0,28.0,13.0,50.8,1.0,,,1.0,15.0,0.0,,,,117.0,2.0,1.0,3.0,,,1.0,4.0,,,5.0,70.0,326.0,8.0,9.0,252.0,20.0,23.0,16.0,3.0,12.0,9.0,1.0,97.0,6.0,196.0,,,23.0,7.0,47.0,4.0,436.0,1.0,0.0,12.0,23.0,5.0,14.0,3.0,657.0,36.0,23.0,8.0,4.0,11.0,0.0
2367745,21.0,2024-01-14 16:30:00,6,Spurs,Away,276.0,9.0,4.0,8.0,4.0,1.0,,229.0,9.0,,10.0,,6.0,22.0,497.0,,1.0,18.0,7.0,9.0,8.0,3.0,7.0,,,,,,,,,,9.0,,1.0,,,,3.0,6.0,3.0,12.0,4.0,,99.0,56.0,1.0,1.0,,2.0,14.0,4.0,15.0,,,13.0,18.0,5.0,,11.0,,48.0,44.0,2.0,14.0,7.0,,,50.0,5.0,8.0,1.0,,2.0,1.0,,173.0,2.0,1.0,2.0,1.0,1.0,,9.0,,,1.0,2.0,,,,,7.0,1.0,13.0,13.0,1.0,10.0,122.0,74.0,57.0,8.0,1.0,4.0,9.0,6.0,533.0,,,3.0,2.0,,70.0,77.0,34.0,,,,,131.0,131.0,6.0,21.0,19.0,63.7,1.0,,1.0,,26.0,0.0,,,,161.0,,,,,3.0,,6.0,1.0,,3.0,91.0,477.0,14.0,13.0,292.0,20.0,14.0,16.0,12.0,36.0,24.0,,115.0,5.0,299.0,2.0,,2.0,6.0,33.0,4.0,555.0,,0.0,16.0,22.0,2.0,19.0,1.0,780.0,33.0,17.0,6.0,13.0,12.0,0.0
2367753,22.0,2024-01-31 19:30:00,6,Spurs,Home,146.0,9.0,,,,,,385.0,5.0,,4.0,2.0,9.0,11.0,531.0,,1.0,12.0,20.0,9.0,12.0,,1.0,2.0,,,,,,,,,18.0,,,,,,13.0,8.0,1.0,14.0,5.0,,112.0,58.0,1.0,1.0,3.0,4.0,10.0,7.0,5.0,,,5.0,9.0,5.0,1.0,11.0,1.0,57.0,54.0,4.0,29.0,17.0,1.0,1.0,80.0,13.0,14.0,1.0,,1.0,,,208.0,1.0,,1.0,1.0,,1.0,7.0,,,3.0,1.0,,,,,17.0,1.0,9.0,9.0,,4.0,145.0,57.0,39.0,3.0,,4.0,9.0,5.0,589.0,,,1.0,1.0,,97.0,84.0,32.0,,,,,153.0,153.0,8.0,25.0,20.0,68.2,,,3.0,1.0,23.0,0.0,,,,153.0,3.0,,3.0,,1.0,2.0,7.0,1.0,1.0,4.0,237.0,506.0,10.0,13.0,170.0,20.0,29.0,16.0,4.0,18.0,14.0,3.0,283.0,1.0,466.0,1.0,,12.0,9.0,27.0,2.0,618.0,,0.0,19.0,23.0,2.0,15.0,2.0,849.0,45.0,23.0,8.0,5.0,15.0,0.0
2367764,23.0,2024-02-03 12:30:00,6,Spurs,Away,239.0,10.0,1.0,1.0,,2.0,,147.0,8.0,,10.0,1.0,10.0,13.0,385.0,2.0,,25.0,22.0,13.0,5.0,,2.0,,,,,,,,,,7.0,,,,,,13.0,8.0,6.0,4.0,5.0,,83.0,67.0,1.0,,1.0,7.0,7.0,1.0,8.0,,,5.0,3.0,5.0,,11.0,2.0,69.0,52.0,7.0,28.0,13.0,,1.0,41.0,14.0,8.0,2.0,,,,,195.0,2.0,,2.0,2.0,,,8.0,,,2.0,3.0,,,,,13.0,,11.0,11.0,1.0,10.0,107.0,56.0,33.0,9.0,,1.0,6.0,6.0,469.0,,,3.0,,,54.0,70.0,15.0,,,,,171.0,171.0,6.0,29.0,22.0,57.4,,2.0,,1.0,19.0,0.0,,,,110.0,3.0,,2.0,,3.0,,2.0,,,5.0,70.0,364.0,7.0,7.0,290.0,29.0,28.0,23.0,3.0,11.0,8.0,,102.0,7.0,216.0,3.0,,13.0,10.0,36.0,1.0,495.0,3.0,0.0,9.0,22.0,,30.0,0.0,719.0,18.0,20.0,9.0,5.0,13.0,0.0
2367775,24.0,2024-02-10 15:00:00,6,Spurs,Home,216.0,8.0,,2.0,2.0,1.0,,233.0,2.0,,2.0,3.0,5.0,14.0,447.0,,2.0,20.0,3.0,10.0,9.0,,1.0,,,1.0,1.0,,,,,1.0,14.0,,,,,,14.0,5.0,1.0,10.0,6.0,,83.0,58.0,3.0,2.0,2.0,1.0,7.0,6.0,8.0,,,9.0,12.0,2.0,,10.0,2.0,41.0,44.0,1.0,21.0,12.0,,,53.0,14.0,13.0,,,3.0,,1.0,176.0,1.0,,1.0,1.0,,,2.0,,,2.0,,,,,,12.0,,15.0,15.0,1.0,2.0,138.0,43.0,32.0,6.0,1.0,3.0,7.0,6.0,502.0,,,2.0,,,74.0,52.0,37.0,1.0,1.0,1.0,,129.0,129.0,8.0,19.0,29.0,52.5,,,3.0,,21.0,0.0,,,,130.0,2.0,,2.0,,2.0,,4.0,,1.0,5.0,124.0,423.0,7.0,10.0,238.0,19.0,21.0,17.0,6.0,20.0,14.0,,165.0,4.0,309.0,,,6.0,7.0,23.0,4.0,527.0,,0.0,16.0,10.0,5.0,21.0,2.0,714.0,31.0,10.0,11.0,9.0,3.0,0.0
2367787,25.0,2024-02-17 15:00:00,6,Spurs,Home,232.0,10.0,1.0,5.0,4.0,1.0,1.0,437.0,8.0,1.0,4.0,1.0,7.0,10.0,664.0,1.0,,20.0,8.0,13.0,10.0,2.0,2.0,,,,,,,,,,11.0,,,,,2.0,8.0,9.0,3.0,10.0,5.0,,119.0,55.0,1.0,1.0,1.0,2.0,8.0,4.0,7.0,,,10.0,16.0,8.0,,11.0,3.0,39.0,60.0,2.0,7.0,2.0,,,80.0,8.0,13.0,,,3.0,2.0,,248.0,,,,,,,8.0,,,1.0,,,,,,2.0,,14.0,14.0,2.0,4.0,197.0,63.0,55.0,4.0,1.0,6.0,6.0,4.0,723.0,,,1.0,1.0,,115.0,144.0,59.0,,,,,149.0,149.0,13.0,18.0,20.0,71.2,,,,,23.0,0.0,,,,184.0,3.0,2.0,5.0,,2.0,,7.0,3.0,,5.0,279.0,640.0,8.0,12.0,251.0,17.0,7.0,16.0,9.0,35.0,26.0,,336.0,3.0,532.0,,1.0,5.0,9.0,17.0,1.0,748.0,1.0,0.0,15.0,23.0,1.0,21.0,0.0,962.0,53.0,16.0,11.0,10.0,13.0,0.0
2367792,26.0,2024-05-02 19:30:00,6,Spurs,Away,210.0,15.0,1.0,6.0,5.0,1.0,1.0,295.0,9.0,3.0,2.0,1.0,7.0,12.0,499.0,2.0,,22.0,11.0,6.0,15.0,1.0,4.0,1.0,,,,,,,1.0,,14.0,,,,,1.0,11.0,11.0,5.0,12.0,7.0,,79.0,54.0,2.0,2.0,,,8.0,9.0,14.0,1.0,,9.0,16.0,7.0,,14.0,,63.0,44.0,,11.0,4.0,,,66.0,16.0,12.0,,,4.0,2.0,,190.0,,,,,,,9.0,,,,,,,,,4.0,,10.0,10.0,,3.0,135.0,51.0,44.0,4.0,,7.0,9.0,3.0,549.0,,,3.0,1.0,,74.0,100.0,44.0,,,,,143.0,143.0,5.0,23.0,23.0,62.6,,,,1.0,24.0,0.0,,,,173.0,2.0,1.0,2.0,,,1.0,7.0,2.0,,5.0,176.0,471.0,8.0,16.0,229.0,27.0,11.0,18.0,4.0,29.0,25.0,1.0,224.0,3.0,377.0,,3.0,4.0,7.0,23.0,2.0,577.0,3.0,0.0,19.0,16.0,,24.0,1.0,785.0,39.0,14.0,10.0,9.0,9.0,0.0
2367807,27.0,2024-03-02 15:00:00,6,Spurs,Home,306.0,10.0,,3.0,3.0,1.0,,429.0,3.0,,3.0,1.0,9.0,18.0,732.0,1.0,1.0,17.0,15.0,16.0,9.0,,2.0,1.0,,,,,,,,1.0,11.0,,,,1.0,,7.0,2.0,2.0,12.0,2.0,,124.0,56.0,5.0,2.0,3.0,2.0,8.0,2.0,4.0,,,11.0,12.0,4.0,1.0,6.0,,42.0,57.0,2.0,7.0,5.0,,,86.0,7.0,16.0,1.0,,5.0,2.0,,226.0,3.0,,2.0,2.0,1.0,,3.0,,,2.0,1.0,,,,,5.0,1.0,5.0,5.0,,3.0,235.0,75.0,65.0,1.0,1.0,6.0,6.0,6.0,793.0,,,1.0,1.0,,95.0,142.0,41.0,,,,,145.0,145.0,8.0,17.0,28.0,78.2,1.0,,3.0,,23.0,0.0,,,,233.0,,,,,1.0,1.0,6.0,1.0,,5.0,196.0,707.0,8.0,12.0,326.0,17.0,7.0,17.0,10.0,28.0,18.0,1.0,248.0,3.0,520.0,1.0,,7.0,9.0,29.0,2.0,818.0,1.0,0.0,14.0,18.0,2.0,17.0,1.0,995.0,37.0,15.0,7.0,11.0,11.0,0.0
2367810,28.0,2024-03-10 13:00:00,6,Spurs,Away,337.0,8.0,,5.0,5.0,,,315.0,5.0,,4.0,2.0,7.0,13.0,647.0,1.0,1.0,13.0,6.0,4.0,4.0,,1.0,,,,,,,,,,8.0,,,,,,15.0,7.0,3.0,7.0,2.0,,108.0,53.0,4.0,,4.0,3.0,4.0,3.0,10.0,,,4.0,8.0,5.0,,7.0,1.0,50.0,43.0,3.0,12.0,3.0,,1.0,54.0,15.0,11.0,1.0,,1.0,1.0,,207.0,4.0,,4.0,4.0,,,5.0,,,4.0,1.0,,,,,3.0,,18.0,18.0,1.0,4.0,188.0,77.0,67.0,6.0,2.0,1.0,7.0,5.0,683.0,,,7.0,,,95.0,75.0,20.0,,,,,108.0,108.0,6.0,23.0,20.0,69.3,,,,1.0,18.0,0.0,,,,205.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,4.0,117.0,622.0,4.0,8.0,352.0,15.0,12.0,21.0,,14.0,14.0,,146.0,1.0,370.0,3.0,,5.0,7.0,23.0,2.0,708.0,1.0,0.0,9.0,19.0,8.0,14.0,2.0,888.0,27.0,16.0,9.0,4.0,14.0,0.0
2367823,29.0,2024-03-16 17:30:00,6,Spurs,Away,241.0,8.0,1.0,2.0,1.0,1.0,,220.0,6.0,,5.0,2.0,5.0,10.0,459.0,,,15.0,11.0,14.0,13.0,,,1.0,,,,,,,,,14.0,,,,,,8.0,15.0,1.0,12.0,2.0,,80.0,64.0,4.0,4.0,,1.0,10.0,1.0,8.0,,,5.0,4.0,2.0,,5.0,3.0,49.0,48.0,1.0,20.0,9.0,,,56.0,10.0,9.0,,,1.0,,,206.0,,,,,,,6.0,,,,,,,,,9.0,,8.0,8.0,1.0,5.0,117.0,59.0,43.0,4.0,,8.0,5.0,5.0,526.0,,,4.0,2.0,,66.0,65.0,29.0,,,,,135.0,135.0,7.0,23.0,29.0,57.1,,,,,26.0,0.0,,,,143.0,4.0,,4.0,,1.0,1.0,8.0,,,5.0,111.0,439.0,10.0,13.0,265.0,15.0,20.0,28.0,4.0,10.0,6.0,1.0,146.0,3.0,291.0,,,10.0,6.0,23.0,4.0,546.0,,0.0,14.0,12.0,1.0,15.0,3.0,735.0,38.0,14.0,13.0,5.0,9.0,0.0
2367837,30.0,2024-03-30 15:00:00,6,Spurs,Home,261.0,13.0,,5.0,5.0,2.0,,261.0,2.0,,1.0,2.0,9.0,15.0,517.0,,2.0,29.0,10.0,15.0,13.0,,1.0,2.0,1.0,,1.0,,,,1.0,,15.0,,,,1.0,,14.0,4.0,3.0,14.0,3.0,,93.0,53.0,3.0,3.0,,1.0,10.0,6.0,6.0,,,3.0,12.0,3.0,,7.0,2.0,43.0,53.0,1.0,13.0,10.0,,,64.0,16.0,14.0,1.0,,3.0,1.0,1.0,172.0,1.0,,1.0,1.0,,1.0,2.0,,,1.0,,,,,,10.0,1.0,12.0,12.0,1.0,1.0,177.0,61.0,43.0,6.0,,6.0,8.0,4.0,592.0,,,3.0,,,50.0,103.0,37.0,,,,,129.0,129.0,6.0,22.0,24.0,69.6,1.0,,3.0,1.0,24.0,0.0,,,,168.0,,2.0,2.0,,,2.0,7.0,,,5.0,147.0,499.0,10.0,14.0,291.0,26.0,13.0,13.0,1.0,17.0,16.0,3.0,194.0,7.0,336.0,,,15.0,9.0,36.0,1.0,610.0,1.0,0.0,17.0,16.0,5.0,30.0,3.0,790.0,52.0,10.0,8.0,3.0,11.0,0.0
2367843,31.0,2024-04-02 20:15:00,6,Spurs,Away,283.0,10.0,,1.0,1.0,,,308.0,6.0,,6.0,4.0,10.0,15.0,590.0,,,21.0,7.0,15.0,8.0,,2.0,,,,,,,,,,11.0,,,,,,9.0,7.0,4.0,10.0,3.0,,98.0,45.0,1.0,,1.0,4.0,13.0,4.0,11.0,,,5.0,11.0,3.0,,12.0,3.0,43.0,55.0,4.0,17.0,10.0,,1.0,54.0,9.0,12.0,,,1.0,1.0,,188.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,,10.0,,8.0,8.0,,6.0,183.0,57.0,41.0,9.0,1.0,3.0,6.0,4.0,639.0,,,3.0,1.0,,58.0,87.0,36.0,,,,,123.0,123.0,3.0,23.0,13.0,67.7,,2.0,,1.0,32.0,0.0,,,,193.0,1.0,2.0,3.0,,,,5.0,,,5.0,205.0,568.0,13.0,9.0,302.0,16.0,17.0,11.0,5.0,20.0,15.0,,240.0,2.0,380.0,1.0,,11.0,11.0,28.0,1.0,662.0,1.0,0.0,13.0,21.0,,23.0,4.0,863.0,46.0,12.0,7.0,5.0,15.0,0.0
