matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695048,15.0,2013-12-07 17:30:00,6,Spurs,Away,172.0,8.0,5.0,8.0,3.0,4.0,1.0,252.0,2.0,,1.0,5.0,23.0,20.0,416.0,2.0,1.0,17.0,20.0,16.0,18.0,2.0,,,,,,,,,,,,19.0,,,,1.0,1.0,1.0,3.0,7.0,4.0,,,,77.0,58.0,2.0,3.0,,5.0,9.0,8.0,3.0,,,10.0,9.0,1.0,,16.0,1.0,59.0,60.0,5.0,25.0,16.0,1.0,,60.0,9.0,14.0,,,1.0,1.0,,150.0,1.0,,1.0,,1.0,,11.0,,,,1.0,,,,,16.0,2.0,17.0,17.0,3.0,1.0,127.0,87.0,46.0,4.0,1.0,9.0,12.0,5.0,468.0,,,2.0,2.0,,101.0,52.0,12.0,,,,,,142.0,142.0,,29.0,23.0,53.0,2.0,1.0,9.0,0.0,,,,134.0,1.0,2.0,3.0,,,9.0,1.0,3.0,128.0,406.0,4.0,21.0,184.0,19.0,25.0,23.0,9.0,20.0,11.0,1.0,159.0,9.0,324.0,1.0,,26.0,24.0,47.0,1.0,488.0,3.0,0.0,22.0,20.0,3.0,22.0,0.0,713.0,,13.0,11.0,10.0,16.0,0.0
695059,16.0,2013-12-15 16:00:00,6,Spurs,Home,138.0,6.0,1.0,6.0,5.0,2.0,,155.0,5.0,5.0,6.0,7.0,9.0,16.0,287.0,1.0,,26.0,11.0,11.0,4.0,1.0,,,,,,,,,,,,8.0,,,,,,,4.0,14.0,7.0,,,,48.0,51.0,1.0,1.0,,2.0,10.0,3.0,7.0,,2.0,2.0,14.0,5.0,,18.0,3.0,58.0,60.0,2.0,31.0,20.0,,2.0,55.0,17.0,15.0,,,1.0,2.0,,146.0,,,,,,,9.0,,,,1.0,,,,,20.0,,12.0,12.0,2.0,6.0,83.0,77.0,37.0,9.0,,4.0,1.0,,334.0,,,4.0,4.0,,67.0,55.0,16.0,,,,,,134.0,134.0,2.0,15.0,22.0,43.2,,1.0,10.0,0.0,,,,84.0,3.0,2.0,5.0,2.0,,6.0,,3.0,57.0,266.0,4.0,5.0,149.0,17.0,31.0,19.0,2.0,23.0,21.0,,93.0,8.0,235.0,1.0,5.0,18.0,9.0,36.0,,361.0,1.0,1.0,9.0,21.0,,33.0,3.0,589.0,,5.0,14.0,2.0,14.0,0.0
695066,17.0,2013-12-22 13:30:00,6,Spurs,Away,146.0,14.0,1.0,3.0,2.0,4.0,,142.0,6.0,3.0,2.0,5.0,11.0,27.0,285.0,,,10.0,18.0,22.0,6.0,,,1.0,,,,1.0,,,,,,10.0,,,,,,,6.0,6.0,6.0,,,,56.0,69.0,2.0,2.0,1.0,4.0,17.0,5.0,12.0,,,5.0,10.0,5.0,,19.0,2.0,76.0,72.0,4.0,27.0,18.0,1.0,1.0,69.0,18.0,10.0,2.0,,2.0,,1.0,162.0,2.0,,1.0,2.0,,1.0,12.0,,,1.0,2.0,,,,1.0,18.0,,13.0,13.0,,2.0,80.0,95.0,48.0,2.0,,4.0,4.0,3.0,355.0,,,2.0,4.0,,72.0,47.0,15.0,,,,,,183.0,183.0,2.0,21.0,33.0,42.8,,3.0,17.0,0.0,,,,80.0,2.0,1.0,3.0,1.0,1.0,5.0,,3.0,53.0,275.0,9.0,8.0,159.0,32.0,27.0,26.0,5.0,20.0,15.0,2.0,103.0,10.0,239.0,2.0,4.0,24.0,12.0,62.0,3.0,378.0,,0.0,13.0,26.0,1.0,24.0,1.0,621.0,,16.0,15.0,5.0,21.0,0.0
695079,18.0,2013-12-26 15:00:00,6,Spurs,Home,192.0,20.0,4.0,13.0,9.0,3.0,,238.0,1.0,2.0,7.0,5.0,12.0,59.0,417.0,,,28.0,8.0,16.0,11.0,3.0,,,1.0,,,1.0,,,,,,13.0,,,,,,2.0,1.0,6.0,1.0,,,,59.0,63.0,,,,,11.0,10.0,6.0,,1.0,12.0,20.0,9.0,,14.0,3.0,46.0,59.0,,21.0,17.0,1.0,,65.0,8.0,12.0,,,2.0,2.0,1.0,148.0,,,,,,,2.0,,,,1.0,,,,,17.0,,11.0,11.0,2.0,7.0,149.0,83.0,57.0,2.0,1.0,4.0,10.0,3.0,489.0,,,,4.0,,90.0,75.0,21.0,,,,,,177.0,177.0,3.0,24.0,26.0,64.1,,,11.0,0.0,,,,152.0,2.0,1.0,3.0,1.0,,7.0,2.0,2.0,109.0,401.0,5.0,14.0,213.0,32.0,21.0,23.0,10.0,41.0,31.0,,156.0,8.0,336.0,1.0,2.0,21.0,16.0,77.0,4.0,508.0,2.0,0.0,20.0,18.0,,33.0,3.0,751.0,,19.0,12.0,12.0,15.0,0.0
695089,19.0,2013-12-29 16:00:00,6,Spurs,Home,219.0,15.0,1.0,5.0,4.0,2.0,,304.0,1.0,,8.0,3.0,22.0,29.0,518.0,1.0,,19.0,18.0,9.0,12.0,1.0,,,,1.0,,2.0,,,,,,15.0,1.0,,,,,,1.0,1.0,1.0,,,,106.0,68.0,4.0,4.0,1.0,2.0,17.0,4.0,4.0,,,6.0,11.0,8.0,,13.0,,52.0,54.0,2.0,16.0,9.0,,,85.0,6.0,13.0,1.0,,4.0,2.0,2.0,209.0,2.0,,,2.0,,,2.0,,,2.0,3.0,,,,,9.0,,17.0,17.0,1.0,8.0,147.0,84.0,47.0,1.0,2.0,6.0,9.0,7.0,597.0,,,,3.0,,84.0,105.0,32.0,,,,,1.0,171.0,171.0,7.0,17.0,30.0,67.5,,,17.0,0.0,,,,154.0,1.0,,1.0,1.0,,9.0,,3.0,144.0,506.0,6.0,15.0,235.0,31.0,16.0,26.0,4.0,25.0,21.0,1.0,200.0,4.0,406.0,3.0,,23.0,25.0,54.0,,616.0,1.0,0.0,20.0,17.0,1.0,27.0,2.0,839.0,,17.0,15.0,6.0,15.0,0.0
695095,20.0,2014-01-01 17:30:00,6,Spurs,Away,125.0,8.0,1.0,3.0,2.0,1.0,,125.0,2.0,4.0,,4.0,13.0,16.0,247.0,,1.0,8.0,19.0,18.0,5.0,,,1.0,,,,,,,,1.0,,9.0,,,,,,,3.0,12.0,5.0,,,,56.0,66.0,2.0,2.0,1.0,8.0,16.0,2.0,8.0,,,2.0,7.0,1.0,,11.0,2.0,49.0,51.0,8.0,45.0,25.0,,,59.0,7.0,5.0,1.0,,,,,149.0,1.0,,1.0,1.0,,1.0,10.0,,,2.0,4.0,,,,1.0,25.0,,15.0,15.0,3.0,,61.0,85.0,35.0,13.0,1.0,2.0,4.0,4.0,322.0,,,4.0,3.0,,37.0,52.0,8.0,,,,,,162.0,162.0,1.0,35.0,19.0,38.9,,4.0,16.0,0.0,,,,76.0,4.0,1.0,5.0,2.0,1.0,3.0,,3.0,50.0,239.0,10.0,6.0,151.0,20.0,45.0,11.0,2.0,10.0,8.0,1.0,89.0,9.0,201.0,4.0,6.0,28.0,15.0,49.0,2.0,342.0,,0.0,9.0,23.0,1.0,23.0,1.0,564.0,,16.0,6.0,2.0,18.0,0.0
695110,21.0,2014-01-11 15:00:00,6,Spurs,Home,209.0,12.0,1.0,2.0,1.0,3.0,,357.0,7.0,,5.0,3.0,24.0,42.0,564.0,,,18.0,24.0,14.0,4.0,,,,,,,1.0,,,,,,8.0,,,,1.0,,,7.0,10.0,4.0,,,,76.0,52.0,4.0,3.0,2.0,3.0,15.0,3.0,8.0,,,5.0,14.0,4.0,,13.0,2.0,63.0,52.0,3.0,34.0,19.0,,,75.0,12.0,12.0,1.0,,2.0,1.0,1.0,179.0,2.0,,2.0,2.0,,,13.0,,,2.0,5.0,,,,1.0,19.0,1.0,15.0,15.0,1.0,6.0,183.0,79.0,54.0,11.0,1.0,1.0,5.0,4.0,628.0,,,3.0,2.0,,91.0,91.0,18.0,,1.0,1.0,,,141.0,141.0,3.0,24.0,16.0,68.4,1.0,1.0,15.0,0.0,,,,204.0,1.0,1.0,2.0,,,3.0,,3.0,167.0,552.0,5.0,6.0,228.0,22.0,34.0,16.0,5.0,24.0,19.0,,211.0,5.0,438.0,5.0,,13.0,25.0,56.0,1.0,642.0,1.0,0.0,10.0,18.0,,23.0,1.0,857.0,,6.0,9.0,5.0,17.0,0.0
695118,22.0,2014-01-19 13:30:00,6,Spurs,Away,218.0,13.0,,3.0,3.0,2.0,,210.0,1.0,1.0,2.0,3.0,17.0,16.0,425.0,,2.0,10.0,11.0,11.0,8.0,,,1.0,,,,,,,,,2.0,11.0,,,,,,,2.0,6.0,7.0,,,,71.0,65.0,4.0,2.0,2.0,4.0,21.0,3.0,10.0,,,2.0,11.0,3.0,,14.0,1.0,51.0,59.0,4.0,22.0,12.0,,,54.0,9.0,6.0,2.0,,1.0,1.0,,161.0,2.0,,2.0,2.0,,1.0,8.0,,,2.0,1.0,,,,1.0,12.0,,26.0,26.0,5.0,2.0,118.0,90.0,48.0,8.0,,3.0,7.0,5.0,489.0,,,1.0,2.0,,60.0,68.0,14.0,,,,,,145.0,145.0,1.0,27.0,29.0,43.8,,1.0,21.0,0.0,,,,154.0,,2.0,2.0,,1.0,3.0,,2.0,89.0,419.0,14.0,10.0,233.0,21.0,22.0,21.0,2.0,17.0,15.0,3.0,124.0,5.0,288.0,1.0,1.0,24.0,18.0,37.0,2.0,504.0,,0.0,11.0,30.0,3.0,17.0,1.0,720.0,,12.0,13.0,2.0,21.0,0.0
695130,23.0,2014-01-29 19:45:00,6,Spurs,Home,134.0,3.0,2.0,3.0,1.0,2.0,,125.0,4.0,2.0,3.0,4.0,11.0,24.0,256.0,,,13.0,10.0,14.0,2.0,,,,,,,,,,,,,2.0,,,,,,1.0,5.0,23.0,1.0,,,,38.0,41.0,,,1.0,2.0,12.0,1.0,8.0,1.0,2.0,3.0,5.0,1.0,,26.0,2.0,63.0,56.0,2.0,18.0,9.0,,,42.0,11.0,9.0,,,3.0,2.0,,113.0,,,,,,,12.0,,,,,,,,,9.0,,20.0,20.0,2.0,3.0,99.0,74.0,38.0,5.0,1.0,,2.0,2.0,312.0,,,4.0,3.0,,43.0,47.0,8.0,1.0,1.0,1.0,,,141.0,141.0,1.0,17.0,16.0,34.2,,,12.0,0.0,,,,79.0,4.0,1.0,4.0,,,1.0,,3.0,51.0,245.0,8.0,2.0,151.0,14.0,18.0,18.0,3.0,11.0,8.0,,85.0,6.0,189.0,,2.0,16.0,14.0,42.0,2.0,329.0,,1.0,4.0,23.0,1.0,18.0,1.0,526.0,,8.0,10.0,3.0,15.0,0.0
695135,24.0,2014-02-01 15:00:00,6,Spurs,Away,129.0,16.0,1.0,3.0,2.0,4.0,,245.0,2.0,1.0,4.0,3.0,25.0,23.0,371.0,,,18.0,20.0,29.0,11.0,3.0,,,,1.0,,2.0,,1.0,,,,12.0,,,,,,2.0,3.0,5.0,4.0,,,,68.0,53.0,,,,4.0,18.0,8.0,4.0,1.0,,10.0,12.0,5.0,,12.0,1.0,49.0,62.0,4.0,33.0,26.0,1.0,,73.0,9.0,13.0,,,3.0,1.0,2.0,183.0,1.0,,,,1.0,,8.0,,,,,,,,,26.0,,16.0,16.0,,4.0,106.0,88.0,43.0,4.0,1.0,6.0,9.0,3.0,465.0,,,2.0,,,61.0,82.0,31.0,,,,,,182.0,182.0,1.0,18.0,28.0,61.6,,,18.0,0.0,,,,128.0,2.0,1.0,2.0,1.0,,8.0,,1.0,112.0,360.0,9.0,15.0,152.0,29.0,33.0,12.0,9.0,27.0,18.0,,174.0,7.0,360.0,,2.0,31.0,26.0,57.0,5.0,485.0,,0.0,19.0,14.0,,22.0,1.0,704.0,,13.0,8.0,10.0,12.0,0.0
695150,25.0,2014-02-09 13:30:00,6,Spurs,Home,118.0,11.0,2.0,4.0,2.0,1.0,,162.0,8.0,1.0,3.0,7.0,14.0,26.0,276.0,,,20.0,11.0,12.0,4.0,2.0,,1.0,,1.0,,1.0,,,,,,4.0,,,,,,1.0,2.0,6.0,4.0,,,,52.0,57.0,,,,8.0,17.0,1.0,17.0,,,9.0,12.0,2.0,,25.0,2.0,73.0,58.0,8.0,18.0,11.0,,,56.0,9.0,11.0,1.0,,1.0,,1.0,145.0,1.0,1.0,1.0,,1.0,,13.0,,,,2.0,,,,,11.0,,21.0,21.0,2.0,3.0,76.0,78.0,47.0,7.0,,4.0,3.0,2.0,332.0,,,2.0,2.0,,67.0,45.0,13.0,,,,,,158.0,158.0,,21.0,28.0,45.8,,,17.0,0.0,,,,81.0,1.0,2.0,3.0,4.0,1.0,5.0,,3.0,77.0,259.0,6.0,7.0,126.0,17.0,18.0,23.0,8.0,22.0,14.0,1.0,114.0,6.0,250.0,2.0,1.0,22.0,17.0,44.0,,354.0,,0.0,8.0,25.0,1.0,27.0,1.0,595.0,,11.0,11.0,9.0,20.0,0.0
695160,26.0,2014-02-12 19:45:00,6,Spurs,Away,135.0,7.0,,1.0,1.0,4.0,1.0,232.0,3.0,1.0,3.0,4.0,27.0,14.0,366.0,2.0,,13.0,29.0,16.0,9.0,1.0,,1.0,,,,,,,,,,13.0,,,,,,1.0,4.0,8.0,5.0,,,,68.0,66.0,2.0,2.0,2.0,5.0,16.0,4.0,5.0,,,6.0,6.0,1.0,,16.0,4.0,62.0,53.0,5.0,38.0,26.0,,1.0,63.0,11.0,6.0,2.0,,1.0,1.0,,167.0,1.0,,,1.0,,,12.0,,,4.0,,,,,,26.0,1.0,22.0,22.0,2.0,3.0,114.0,101.0,50.0,8.0,2.0,2.0,9.0,8.0,446.0,,,3.0,2.0,,84.0,60.0,11.0,,,,,,156.0,156.0,4.0,30.0,24.0,50.7,,1.0,16.0,0.0,,,,111.0,3.0,2.0,5.0,,1.0,3.0,,3.0,105.0,359.0,6.0,11.0,156.0,14.0,38.0,14.0,4.0,12.0,8.0,5.0,142.0,10.0,316.0,,3.0,39.0,30.0,47.0,,460.0,2.0,0.0,15.0,21.0,1.0,23.0,0.0,680.0,,11.0,11.0,6.0,19.0,0.0
695167,27.0,2014-02-23 16:00:00,6,Spurs,Away,207.0,7.0,,4.0,4.0,2.0,,237.0,3.0,1.0,2.0,4.0,16.0,25.0,440.0,,1.0,21.0,15.0,15.0,9.0,,,,,,,,,,,,2.0,9.0,,,,,,,4.0,4.0,9.0,,,,84.0,60.0,5.0,6.0,,1.0,20.0,2.0,5.0,,,3.0,13.0,4.0,,21.0,1.0,60.0,54.0,1.0,16.0,11.0,1.0,,67.0,15.0,8.0,,,1.0,,,180.0,,,,,,,10.0,,,,1.0,,,,1.0,11.0,,7.0,7.0,,2.0,127.0,92.0,46.0,5.0,,5.0,4.0,2.0,510.0,,,3.0,,,77.0,65.0,17.0,,,,,,155.0,155.0,3.0,25.0,25.0,59.1,,1.0,20.0,0.0,,,,135.0,1.0,1.0,2.0,,,5.0,,3.0,117.0,430.0,11.0,9.0,223.0,14.0,16.0,15.0,3.0,20.0,17.0,,158.0,8.0,323.0,1.0,1.0,33.0,17.0,57.0,1.0,526.0,1.0,0.0,9.0,22.0,1.0,29.0,3.0,719.0,,10.0,9.0,3.0,20.0,0.0
695180,28.0,2014-03-02 16:30:00,6,Spurs,Home,178.0,23.0,2.0,8.0,6.0,3.0,1.0,292.0,2.0,,5.0,4.0,25.0,41.0,462.0,,,20.0,21.0,26.0,8.0,2.0,,1.0,,,1.0,2.0,,,,,,10.0,,,,,,1.0,6.0,5.0,3.0,,,,93.0,46.0,2.0,1.0,1.0,2.0,18.0,3.0,4.0,,,4.0,12.0,5.0,,12.0,,54.0,69.0,2.0,38.0,23.0,,,74.0,11.0,12.0,1.0,,7.0,2.0,2.0,178.0,1.0,,1.0,1.0,,1.0,5.0,,,1.0,,,,,,23.0,,11.0,11.0,2.0,5.0,140.0,90.0,60.0,7.0,,4.0,7.0,6.0,526.0,,,4.0,1.0,,103.0,125.0,24.0,,,,,,144.0,144.0,5.0,19.0,17.0,60.4,,2.0,19.0,0.0,,,,130.0,2.0,,2.0,,1.0,6.0,,3.0,150.0,450.0,8.0,11.0,190.0,37.0,38.0,20.0,3.0,22.0,19.0,2.0,198.0,4.0,373.0,,,22.0,27.0,59.0,2.0,541.0,,0.0,15.0,19.0,1.0,31.0,1.0,768.0,,15.0,13.0,4.0,16.0,0.0
695182,29.0,2014-03-08 17:30:00,6,Spurs,Away,124.0,14.0,2.0,3.0,1.0,3.0,,191.0,2.0,1.0,7.0,5.0,17.0,31.0,312.0,,,22.0,10.0,10.0,3.0,1.0,,,,,,,,,,,,5.0,,,,,,,7.0,10.0,2.0,,,,68.0,57.0,,,,1.0,14.0,2.0,8.0,,2.0,4.0,5.0,4.0,,19.0,,60.0,50.0,1.0,21.0,14.0,3.0,,65.0,18.0,11.0,,,2.0,1.0,,138.0,,,,,,,6.0,,,,,,,,,14.0,,14.0,14.0,2.0,7.0,97.0,92.0,49.0,5.0,,2.0,2.0,2.0,369.0,,,2.0,3.0,,65.0,81.0,14.0,1.0,1.0,1.0,,,151.0,151.0,1.0,21.0,22.0,46.4,,,14.0,0.0,,,,92.0,,,,1.0,,2.0,,2.0,58.0,295.0,8.0,4.0,144.0,28.0,21.0,14.0,4.0,14.0,10.0,,97.0,5.0,265.0,,2.0,31.0,18.0,65.0,2.0,395.0,1.0,1.0,6.0,21.0,1.0,31.0,3.0,597.0,,14.0,8.0,4.0,16.0,0.0
695200,30.0,2014-03-16 16:00:00,6,Spurs,Home,146.0,16.0,,6.0,6.0,2.0,1.0,229.0,2.0,3.0,3.0,7.0,15.0,39.0,369.0,,,19.0,22.0,16.0,11.0,1.0,,,,1.0,,1.0,,,,,,16.0,,,,,,1.0,9.0,3.0,4.0,6.0,12.0,,59.0,52.0,2.0,3.0,,,5.0,10.0,7.0,,,5.0,15.0,12.0,,15.0,1.0,67.0,48.0,,14.0,13.0,,,84.0,18.0,11.0,,,2.0,2.0,1.0,181.0,,,,,,,6.0,,,,,,,,1.0,13.0,,10.0,10.0,,3.0,98.0,102.0,56.0,2.0,,5.0,7.0,2.0,456.0,,,,5.0,,51.0,105.0,52.0,,,,,,188.0,188.0,2.0,16.0,27.0,59.0,,,13.0,0.0,,,,139.0,1.0,1.0,2.0,1.0,,6.0,,3.0,110.0,359.0,5.0,13.0,162.0,31.0,14.0,15.0,5.0,34.0,29.0,,172.0,7.0,349.0,,3.0,30.0,17.0,74.0,3.0,477.0,,0.0,18.0,13.0,,26.0,5.0,674.0,29.0,16.0,9.0,5.0,11.0,0.0
695209,31.0,2014-03-23 13:30:00,6,Spurs,Home,124.0,15.0,2.0,3.0,1.0,6.0,,190.0,5.0,,3.0,12.0,15.0,31.0,311.0,,,29.0,24.0,11.0,7.0,2.0,,,,,1.0,1.0,,,1.0,,,10.0,,,,,,2.0,2.0,7.0,5.0,,,,80.0,57.0,2.0,1.0,2.0,1.0,30.0,1.0,7.0,,,7.0,14.0,10.0,,18.0,,66.0,47.0,1.0,33.0,11.0,2.0,,86.0,9.0,8.0,,,2.0,2.0,1.0,165.0,2.0,,1.0,2.0,,,7.0,,,3.0,,,,,1.0,11.0,,15.0,15.0,1.0,3.0,85.0,89.0,44.0,3.0,3.0,6.0,5.0,6.0,401.0,,,5.0,1.0,,56.0,86.0,22.0,,,,,,191.0,191.0,3.0,23.0,26.0,51.1,,,30.0,0.0,,,,90.0,1.0,1.0,2.0,,,8.0,,2.0,79.0,298.0,13.0,11.0,148.0,32.0,33.0,18.0,7.0,33.0,26.0,1.0,135.0,13.0,305.0,,,37.0,16.0,62.0,1.0,420.0,,0.0,15.0,20.0,2.0,36.0,1.0,666.0,,13.0,8.0,7.0,14.0,0.0
695214,32.0,2014-03-30 16:00:00,6,Spurs,Away,135.0,10.0,5.0,5.0,,3.0,,169.0,4.0,3.0,2.0,4.0,11.0,19.0,299.0,,,20.0,8.0,10.0,9.0,3.0,,,,,,,1.0,,,,,12.0,,,,,,,4.0,6.0,6.0,,,,52.0,41.0,,,,1.0,20.0,5.0,10.0,,,7.0,6.0,3.0,,15.0,1.0,50.0,36.0,1.0,23.0,9.0,2.0,2.0,49.0,10.0,9.0,,,1.0,1.0,,127.0,,,,,,,9.0,,,,1.0,,,,2.0,9.0,,9.0,9.0,3.0,2.0,91.0,77.0,46.0,5.0,,5.0,7.0,4.0,346.0,,,,,1.0,53.0,61.0,9.0,,,,,,117.0,117.0,3.0,19.0,11.0,41.4,,1.0,20.0,0.0,,,,94.0,2.0,,2.0,1.0,,6.0,,3.0,85.0,288.0,8.0,12.0,145.0,15.0,23.0,16.0,6.0,16.0,10.0,,118.0,5.0,235.0,1.0,3.0,21.0,12.0,37.0,1.0,364.0,1.0,0.0,15.0,11.0,,23.0,2.0,544.0,,8.0,7.0,7.0,9.0,0.0
695229,33.0,2014-04-07 20:00:00,6,Spurs,Home,129.0,17.0,,4.0,4.0,3.0,,290.0,7.0,2.0,3.0,7.0,20.0,40.0,415.0,1.0,,23.0,12.0,11.0,19.0,1.0,,,,1.0,,2.0,,,,,,23.0,,,,,,2.0,6.0,1.0,7.0,,,,76.0,51.0,5.0,3.0,4.0,2.0,14.0,11.0,4.0,,,8.0,11.0,5.0,,12.0,1.0,44.0,45.0,2.0,12.0,9.0,1.0,,60.0,12.0,7.0,3.0,,5.0,1.0,2.0,161.0,4.0,,3.0,3.0,1.0,,8.0,,,4.0,,,,,,9.0,,12.0,12.0,,3.0,140.0,80.0,51.0,2.0,2.0,5.0,19.0,11.0,484.0,,,1.0,1.0,,99.0,75.0,19.0,,,,,,145.0,145.0,5.0,17.0,19.0,60.9,,,14.0,0.0,,,,123.0,,3.0,3.0,1.0,,7.0,,3.0,147.0,404.0,7.0,24.0,147.0,30.0,12.0,14.0,7.0,24.0,17.0,,185.0,10.0,377.0,,2.0,21.0,22.0,61.0,2.0,500.0,1.0,0.0,29.0,18.0,1.0,28.0,0.0,701.0,,14.0,9.0,8.0,14.0,0.0
695239,34.0,2014-04-12 15:07:00,6,Spurs,Away,177.0,15.0,1.0,6.0,5.0,5.0,,238.0,2.0,,5.0,4.0,13.0,50.0,409.0,,,20.0,18.0,17.0,10.0,1.0,,,,,1.0,2.0,,,,,,15.0,,1.0,,,,,5.0,5.0,1.0,,,,51.0,64.0,2.0,5.0,,,17.0,5.0,15.0,,,2.0,15.0,6.0,,13.0,1.0,61.0,53.0,,25.0,16.0,1.0,,82.0,8.0,11.0,1.0,,5.0,1.0,2.0,168.0,1.0,,1.0,1.0,,,4.0,,,2.0,2.0,,,,,16.0,,16.0,16.0,1.0,5.0,147.0,86.0,53.0,2.0,1.0,5.0,7.0,8.0,493.0,,,,1.0,,63.0,93.0,29.0,,,,,1.0,157.0,157.0,3.0,30.0,25.0,67.6,,,17.0,0.0,,,,143.0,2.0,,2.0,1.0,,7.0,1.0,3.0,116.0,397.0,9.0,12.0,194.0,38.0,25.0,16.0,1.0,23.0,22.0,1.0,182.0,8.0,338.0,2.0,,24.0,15.0,79.0,3.0,509.0,1.0,0.0,20.0,18.0,,23.0,2.0,714.0,,10.0,8.0,2.0,14.0,0.0
695249,35.0,2014-04-19 12:45:00,6,Spurs,Home,191.0,18.0,,5.0,5.0,2.0,2.0,303.0,6.0,1.0,8.0,5.0,32.0,30.0,489.0,,,19.0,14.0,19.0,8.0,,,,,1.0,,1.0,,,,,,9.0,,,,,,3.0,4.0,7.0,4.0,,,,89.0,51.0,4.0,1.0,3.0,2.0,13.0,4.0,8.0,,,4.0,7.0,10.0,1.0,19.0,3.0,54.0,58.0,2.0,32.0,21.0,1.0,,82.0,8.0,10.0,1.0,,4.0,2.0,1.0,190.0,3.0,2.0,3.0,1.0,2.0,,9.0,,,1.0,1.0,,,,1.0,21.0,1.0,17.0,17.0,,8.0,153.0,85.0,50.0,5.0,1.0,3.0,8.0,5.0,568.0,,,1.0,2.0,,82.0,115.0,24.0,,1.0,1.0,1.0,,160.0,160.0,3.0,24.0,15.0,62.2,,1.0,13.0,0.0,,,,151.0,3.0,,3.0,1.0,,5.0,,3.0,132.0,474.0,6.0,11.0,211.0,40.0,32.0,12.0,3.0,22.0,19.0,,190.0,11.0,394.0,1.0,1.0,20.0,34.0,49.0,2.0,583.0,1.0,0.0,14.0,23.0,1.0,22.0,0.0,810.0,,14.0,6.0,4.0,18.0,0.0
