season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,fouls,goalAssist,goals,goodHighClaim,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,possessionLostCtrl,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,wasFouled,wonContest,wonTackle
2009-10,1062472,1,14,Liverpool,Away,26937,8432,Pepe Reina,pepe-reina,G,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062472,1,14,Liverpool,Away,39328,51917,Diego Cavalieri,diego-cavalieri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062482,2,14,Liverpool,Home,26937,8432,Pepe Reina,pepe-reina,G,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062482,2,14,Liverpool,Home,39328,51917,Diego Cavalieri,diego-cavalieri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062489,3,14,Liverpool,Home,26937,8432,Pepe Reina,pepe-reina,G,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062489,3,14,Liverpool,Home,39328,51917,Diego Cavalieri,diego-cavalieri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062496,4,14,Liverpool,Away,26937,8432,Pepe Reina,pepe-reina,G,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062496,4,14,Liverpool,Away,37096,46506,Péter Gulácsi,peter-gulacsi,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062507,5,14,Liverpool,Home,26937,8432,Pepe Reina,pepe-reina,G,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062507,5,14,Liverpool,Home,39328,51917,Diego Cavalieri,diego-cavalieri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062522,6,14,Liverpool,Away,26937,8432,Pepe Reina,pepe-reina,G,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062522,6,14,Liverpool,Away,39328,51917,Diego Cavalieri,diego-cavalieri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062527,7,14,Liverpool,Home,26937,8432,Pepe Reina,pepe-reina,G,False,,1.0,6.0,4.0,19.0,23.0,,,10.0,,,,,,,,0.0,0.0,2.0,,,90.0,,,0.0,7.0,1.0,,,2.0,,,1.0,13.0,,11.0,19.0,30.0,0.0,,39.0,,,
2009-10,1062527,7,14,Liverpool,Home,39328,51917,Diego Cavalieri,diego-cavalieri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062538,8,14,Liverpool,Away,26937,8432,Pepe Reina,pepe-reina,G,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062538,8,14,Liverpool,Away,39328,51917,Diego Cavalieri,diego-cavalieri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062552,9,14,Liverpool,Away,26937,8432,Pepe Reina,pepe-reina,G,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062552,9,14,Liverpool,Away,39328,51917,Diego Cavalieri,diego-cavalieri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062559,10,14,Liverpool,Home,26937,8432,Pepe Reina,pepe-reina,G,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062559,10,14,Liverpool,Home,39328,51917,Diego Cavalieri,diego-cavalieri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062569,11,14,Liverpool,Away,26937,8432,Pepe Reina,pepe-reina,G,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062569,11,14,Liverpool,Away,37096,46506,Péter Gulácsi,peter-gulacsi,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062578,12,14,Liverpool,Home,26937,8432,Pepe Reina,pepe-reina,G,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062578,12,14,Liverpool,Home,39328,51917,Diego Cavalieri,diego-cavalieri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062589,13,14,Liverpool,Home,26937,8432,Pepe Reina,pepe-reina,G,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062589,13,14,Liverpool,Home,39328,51917,Diego Cavalieri,diego-cavalieri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
