season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089871,1,14,Liverpool,Away,2921,1616,Alex Manninger,alex-manninger,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089871,1,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,,2.0,4.0,2.0,16.0,18.0,,2.0,9.0,,,,,,,,2.0,,,,,,2.0,,,,,90.0,,,,1.0,,1.0,,12.0,2.0,6.9,2.0,2.0,,,2.0,,,2.0,16.0,,11.0,19.0,30.0,0,,41.0,,,,
2016-17,7090382,2,14,Liverpool,Away,2921,1616,Alex Manninger,alex-manninger,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090382,2,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,,2.0,,,27.0,27.0,,,7.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,2.0,,6.1,,,,,,,,2.0,2.0,,2.0,27.0,29.0,0,,35.0,,,,
2016-17,7090025,3,14,Liverpool,Away,2921,1616,Alex Manninger,alex-manninger,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090025,3,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,,2.0,6.0,,15.0,15.0,,,9.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,8.0,,7.1,1.0,3.0,,,,,,2.0,14.0,,7.0,16.0,23.0,0,,35.0,,,,
2016-17,7090038,4,14,Liverpool,Home,10406,66797,Simon Mignolet,simon-mignolet,G,False,,2.0,7.0,5.0,24.0,29.0,1.0,1.0,11.0,,,,,1.0,,1.0,1.0,,,,,,2.0,,,,,90.0,,,,,,,,12.0,1.0,6.8,2.0,2.0,,,1.0,,,2.0,19.0,,14.0,27.0,41.0,0,,51.0,,1.0,,
2016-17,7090038,4,14,Liverpool,Home,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090047,5,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,,,8.0,6.0,14.0,20.0,,1.0,6.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,12.0,2.0,6.8,3.0,3.0,,,2.0,,,,20.0,,16.0,16.0,32.0,0,,39.0,,,,
2016-17,7090047,5,14,Liverpool,Away,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090054,6,14,Liverpool,Home,10406,66797,Simon Mignolet,simon-mignolet,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090054,6,14,Liverpool,Home,174135,104542,Loris Karius,loris-karius,G,False,,,1.0,,19.0,19.0,,,5.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,6.4,,,,,,,,,1.0,,,19.0,19.0,0,,22.0,,,,
2016-17,7090066,7,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090066,7,14,Liverpool,Away,174135,104542,Loris Karius,loris-karius,G,False,,,10.0,5.0,16.0,21.0,,,4.0,,,,,1.0,,,,,,,,,1.0,,,,,90.0,,,,,,,,7.0,,6.4,1.0,2.0,,,,,,,17.0,,8.0,20.0,28.0,0,,33.0,,,,
2016-17,7090080,8,14,Liverpool,Home,10406,66797,Simon Mignolet,simon-mignolet,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090080,8,14,Liverpool,Home,174135,104542,Loris Karius,loris-karius,G,False,,,4.0,2.0,27.0,29.0,,,8.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,10.0,,7.0,,1.0,,,1.0,,,,13.0,,10.0,29.0,39.0,0,,47.0,,,,
2016-17,7090096,9,14,Liverpool,Home,10406,66797,Simon Mignolet,simon-mignolet,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090096,9,14,Liverpool,Home,174135,104542,Loris Karius,loris-karius,G,False,,,7.0,6.0,12.0,18.0,,,8.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,5.0,,6.4,,,,,,,,,12.0,,10.0,13.0,23.0,0,,31.0,,,,
2016-17,7090097,10,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090097,10,14,Liverpool,Away,174135,104542,Loris Karius,loris-karius,G,False,,,4.0,2.0,15.0,17.0,,,10.0,,,,,,,,1.0,,,,,,2.0,,,,,90.0,,,,,,,,22.0,,6.6,4.0,4.0,,,,,,1.0,26.0,,22.0,17.0,39.0,0,,50.0,,1.0,,
2016-17,7090108,11,14,Liverpool,Home,10406,66797,Simon Mignolet,simon-mignolet,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090108,11,14,Liverpool,Home,174135,104542,Loris Karius,loris-karius,G,False,,1.0,4.0,4.0,4.0,8.0,,,8.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,21.0,1.0,7.6,2.0,7.0,,,2.0,,,1.0,25.0,,21.0,8.0,29.0,0,,41.0,,,,
2016-17,7090082,12,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090082,12,14,Liverpool,Away,174135,104542,Loris Karius,loris-karius,G,False,,,1.0,1.0,10.0,11.0,,,6.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,8.0,1.0,6.9,,,,,1.0,,,,9.0,,5.0,14.0,19.0,0,,24.0,,,,
2016-17,7090128,13,14,Liverpool,Home,10406,66797,Simon Mignolet,simon-mignolet,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090128,13,14,Liverpool,Home,174135,104542,Loris Karius,loris-karius,G,False,,1.0,5.0,1.0,14.0,15.0,,,9.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,7.0,,7.3,1.0,1.0,,,,,,1.0,11.0,,5.0,17.0,22.0,0,,30.0,,,,
2016-17,7090086,14,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090086,14,14,Liverpool,Away,174135,104542,Loris Karius,loris-karius,G,False,,,3.0,2.0,13.0,15.0,,,3.0,,,,,,,,,1.0,,,,,,,1.0,,,90.0,,,,1.0,,,,8.0,,5.7,3.0,4.0,,,,,,,11.0,,9.0,14.0,23.0,0,,30.0,,,,
2016-17,7090141,15,14,Liverpool,Home,10406,66797,Simon Mignolet,simon-mignolet,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090141,15,14,Liverpool,Home,174135,104542,Loris Karius,loris-karius,G,False,,1.0,8.0,5.0,16.0,21.0,,1.0,7.0,,,,,,,,1.0,1.0,,,,,,,,,,90.0,,,,,,,,6.0,2.0,5.9,1.0,1.0,,,3.0,,,1.0,14.0,,9.0,18.0,27.0,0,,35.0,,,,
2016-17,7090136,16,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,,,7.0,4.0,16.0,20.0,,1.0,9.0,,,,,,,,1.0,,,,,,2.0,,,,,90.0,,,,,,,,4.0,,7.4,2.0,3.0,,,,,,,11.0,,8.0,16.0,24.0,0,,33.0,,,,
2016-17,7090136,16,14,Liverpool,Away,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090185,17,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,,1.0,7.0,4.0,12.0,16.0,,,11.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,7.0,,7.1,1.0,1.0,,,1.0,,,1.0,14.0,,6.0,17.0,23.0,0,,34.0,,,,
2016-17,7090185,17,14,Liverpool,Away,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090182,18,14,Liverpool,Home,10406,66797,Simon Mignolet,simon-mignolet,G,False,,,5.0,3.0,21.0,24.0,,,12.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,12.0,,6.5,1.0,1.0,,,,,,,17.0,,13.0,23.0,36.0,0,,44.0,,,,
2016-17,7090182,18,14,Liverpool,Home,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090140,19,14,Liverpool,Home,10406,66797,Simon Mignolet,simon-mignolet,G,False,,2.0,4.0,3.0,14.0,17.0,,,9.0,,,,,,,,1.0,,,,,,1.0,,,,,90.0,,,,,,,,20.0,,7.1,,2.0,,,1.0,1.0,,2.0,24.0,,21.0,16.0,37.0,0,,45.0,,,1.0,
2016-17,7090140,19,14,Liverpool,Home,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090224,20,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,,,6.0,4.0,18.0,22.0,,1.0,9.0,,,,,,,,2.0,,,,,,1.0,,,,,90.0,,,,2.0,,,,11.0,,6.4,,3.0,,,,,,,16.0,,11.0,22.0,33.0,0,,41.0,,,,
2016-17,7090224,20,14,Liverpool,Away,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090210,21,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,,,9.0,5.0,12.0,17.0,,1.0,9.0,,,,,,,,1.0,,,,,,2.0,,,,,90.0,,,,,,,,18.0,1.0,6.7,1.0,2.0,,,1.0,,,,27.0,,21.0,14.0,35.0,0,,44.0,,,,
2016-17,7090210,21,14,Liverpool,Away,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090218,22,14,Liverpool,Home,10406,66797,Simon Mignolet,simon-mignolet,G,False,,2.0,3.0,2.0,18.0,20.0,,,10.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,1.0,,6.0,,,,,,,,2.0,4.0,,3.0,18.0,21.0,0,,28.0,,,,
2016-17,7090218,22,14,Liverpool,Home,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090243,23,14,Liverpool,Home,10406,66797,Simon Mignolet,simon-mignolet,G,False,,1.0,11.0,8.0,17.0,25.0,,,8.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,1.0,,1.0,,15.0,,7.1,1.0,1.0,,,2.0,,,1.0,25.0,,19.0,21.0,40.0,0,,47.0,,1.0,,
2016-17,7090243,23,14,Liverpool,Home,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090194,24,14,Liverpool,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,,,,,14.0,14.0,,1.0,8.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,90.0,,,,,,,,5.0,,6.0,1.0,2.0,,,,,,,4.0,,4.0,15.0,19.0,0,,30.0,,,,
2016-17,7090194,24,14,Liverpool,Away,174135,104542,Loris Karius,loris-karius,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
