season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896963,1,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,4.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,4.0,,6.6,,,,,,,2.0,,,,7.0,3.0,8.0,0,,10.0,,,,
2020-21,8896963,1,13,Leicester_City,Away,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,2.0,36.0,31.0,67.0,2.0,,4.0,,,,1.0,,,6.0,4.0,,,3.0,,,,,2.0,,,90.0,,,,,,,,8.0,,6.8,,,,,,,,,3.0,,40.0,32.0,72.0,0,2.0,85.0,2.0,2.0,,1.0
2020-21,8896963,1,13,Leicester_City,Away,135647,106837,Dennis Praet,dennis-praet,M,False,1.0,,,18.0,13.0,30.0,,,8.0,1.0,,1.0,,,1.0,2.0,4.0,,,1.0,1.0,,,,1.0,1.0,,75.0,1.0,,,,,,,8.0,,7.5,,,,,,1.0,1.0,,1.0,,23.0,13.0,35.0,2,2.0,48.0,2.0,1.0,1.0,
2020-21,8896963,1,13,Leicester_City,Away,331737,166989,Youri Tielemans,youri-tielemans,M,False,,,4.0,46.0,27.0,73.0,2.0,1.0,7.0,,,,,,,2.0,7.0,,1.0,,,,,,3.0,,,90.0,1.0,,,,,,,20.0,,7.4,,,,,,3.0,5.0,,6.0,,61.0,31.0,87.0,1,1.0,104.0,1.0,2.0,3.0,1.0
2020-21,8896963,1,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,True,,,1.0,11.0,7.0,18.0,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,15.0,,,,,,,,1.0,,6.6,,,,,,,1.0,,1.0,,12.0,7.0,18.0,0,,20.0,,1.0,,
2020-21,8896963,1,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,5.0,28.0,54.0,82.0,3.0,1.0,7.0,,,,,,,3.0,4.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,12.0,,7.6,,,,,4.0,,,,10.0,,31.0,62.0,93.0,0,2.0,105.0,1.0,1.0,,1.0
2020-21,8896963,1,13,Leicester_City,Away,833057,197469,Hamza Choudhury,hamza-choudhury,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896919,2,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,2.0,,6.5,,,,,,,1.0,,,,3.0,1.0,3.0,0,,4.0,,,,
2020-21,8896919,2,13,Leicester_City,Home,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,,44.0,39.0,83.0,1.0,,4.0,,,,,,1.0,4.0,5.0,,,1.0,,,,,,,,90.0,,,,,,,,10.0,,6.4,,,,,1.0,1.0,,,1.0,,50.0,41.0,91.0,0,1.0,100.0,,4.0,,1.0
2020-21,8896919,2,13,Leicester_City,Home,135647,106837,Dennis Praet,dennis-praet,M,False,,,,32.0,11.0,43.0,3.0,1.0,3.0,,,1.0,1.0,,,7.0,5.0,,,1.0,,1.0,,,2.0,2.0,,83.0,1.0,,,,,,,11.0,,7.7,,,1.0,,,4.0,3.0,,,,39.0,12.0,48.0,3,2.0,67.0,1.0,,2.0,
