team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
A_Villa_7,2012-13,442007,1,2012-08-18 15:00:00,"Boleyn Ground, London",34172,Away,Aston Villa,West Ham,L,458.0,18.0,29.0,,,,,,6.0,3.0,,4.0,14.0,48.0,75.0,16.0,,2.0,70.0,9.0,17.0,,,1,1.0,0,1,0,,7.0,7.0,2.0,3.0,,20.0,,172.0,65.8,0.0,0,0,,5.0,12.0,37.0,2.0,566.0,13.0,24.0,9.0,4.0,20.0,0.0
A_Villa_7,2012-13,442009,2,2012-08-25 15:00:00,"Villa Park, Birmingham",36565,Home,Aston Villa,Everton,L,233.0,19.0,18.0,,,,,,2.0,4.0,,1.0,14.0,49.0,54.0,8.0,1.0,,76.0,12.0,9.0,1.0,1.0,3,3.0,1,3,0,1.0,22.0,2.0,3.0,7.0,,21.0,,144.0,39.2,0.0,0,1,,4.0,6.0,22.0,2.0,321.0,9.0,18.0,,1.0,13.0,0.0
A_Villa_7,2012-13,442022,3,2012-09-02 16:00:00,"St. James' Park, Newcastle",48245,Away,Aston Villa,Newcastle,D,285.0,14.0,18.0,,1.0,3.0,2.0,1.0,4.0,6.0,,6.0,10.0,51.0,59.0,12.0,,1.0,72.0,21.0,6.0,1.0,1.0,1,1.0,1,0,1,,16.0,7.0,5.0,3.0,,15.0,,143.0,48.3,0.0,0,0,,4.0,11.0,25.0,,364.0,13.0,29.0,,6.0,19.0,0.0
A_Villa_7,2012-13,442030,4,2012-09-15 15:00:00,"Villa Park, Birmingham",34005,Home,Aston Villa,Swansea,W,228.0,28.0,21.0,,,1.0,1.0,1.0,5.0,3.0,1.0,10.0,16.0,62.0,53.0,11.0,,,84.0,13.0,4.0,,2.0,0,,2,0,1,,14.0,9.0,8.0,3.0,,27.0,,178.0,42.1,0.0,0,0,,3.0,12.0,24.0,2.0,327.0,16.0,18.0,,10.0,9.0,0.0
A_Villa_7,2012-13,442043,5,2012-09-22 15:00:00,"St. Mary's Stadium, Southampton",30713,Away,Aston Villa,Southampton,L,209.0,26.0,19.0,,,2.0,1.0,1.0,2.0,10.0,,4.0,21.0,75.0,48.0,24.0,,,78.0,15.0,6.0,1.0,1.0,4,4.0,1,0,1,,24.0,3.0,2.0,,,21.0,,173.0,39.6,0.0,0,0,,7.0,7.0,36.0,3.0,314.0,11.0,20.0,,4.0,13.0,0.0
A_Villa_7,2012-13,442050,6,2012-09-30 16:00:00,"Villa Park, Birmingham",34489,Home,Aston Villa,West Brom,D,342.0,24.0,13.0,,3.0,,1.0,1.0,8.0,4.0,,11.0,23.0,62.0,48.0,9.0,1.0,,77.0,8.0,10.0,,1.0,1,1.0,1,0,0,,9.0,9.0,3.0,5.0,,23.0,,157.0,57.4,0.0,0,0,,10.0,17.0,16.0,3.0,422.0,21.0,19.0,,11.0,17.0,0.0
A_Villa_7,2012-13,442065,7,2012-10-07 15:00:00,"White Hart Lane, London",35802,Away,Aston Villa,Spurs,L,273.0,14.0,17.0,,2.0,1.0,1.0,,2.0,12.0,,,15.0,55.0,46.0,15.0,,1.0,63.0,10.0,10.0,,,2,2.0,0,0,0,,16.0,4.0,3.0,5.0,,15.0,,146.0,44.1,0.0,0,0,,3.0,7.0,27.0,3.0,360.0,8.0,17.0,,,14.0,0.0
A_Villa_7,2012-13,442069,8,2012-10-20 15:00:00,"Craven Cottage, London",25693,Away,Aston Villa,Fulham,L,348.0,27.0,14.0,,,1.0,1.0,,4.0,5.0,,4.0,7.0,51.0,44.0,18.0,,4.0,94.0,12.0,7.0,,,1,1.0,0,0,0,,18.0,5.0,1.0,4.0,,16.0,,171.0,49.3,0.0,0,0,,7.0,12.0,40.0,2.0,451.0,12.0,18.0,,4.0,15.0,0.0
A_Villa_7,2012-13,442080,9,2012-10-27 12:45:00,"Villa Park, Birmingham",33184,Home,Aston Villa,Norwich,D,224.0,21.0,27.0,,1.0,1.0,,1.0,1.0,11.0,,3.0,8.0,57.0,52.0,22.0,,2.0,73.0,12.0,6.0,1.0,1.0,1,1.0,1,0,1,,14.0,4.0,4.0,7.0,,19.0,,176.0,41.5,0.0,0,1,,2.0,6.0,45.0,2.0,330.0,7.0,16.0,,3.0,12.0,0.0
A_Villa_7,2012-13,442094,10,2012-11-03 15:00:00,"Stadium of Light, Sunderland",41515,Away,Aston Villa,Sunderland,W,262.0,15.0,23.0,,,1.0,,1.0,2.0,5.0,1.0,7.0,13.0,57.0,54.0,27.0,,,67.0,17.0,9.0,1.0,1.0,0,,1,0,0,,16.0,4.0,3.0,2.0,,22.0,,158.0,44.4,0.0,0,0,,4.0,7.0,60.0,2.0,336.0,9.0,20.0,,7.0,13.0,0.0
A_Villa_7,2012-13,442100,11,2012-11-10 17:30:00,"Villa Park, Birmingham",40538,Home,Aston Villa,Man Utd,L,218.0,13.0,16.0,,,2.0,1.0,1.0,3.0,5.0,,5.0,6.0,46.0,44.0,21.0,,,57.0,14.0,8.0,2.0,2.0,3,3.0,2,0,1,,28.0,5.0,3.0,6.0,1.0,19.0,,140.0,30.5,0.0,0,0,,2.0,6.0,47.0,,283.0,8.0,17.0,,5.0,13.0,0.0
A_Villa_7,2012-13,442112,12,2012-11-17 15:00:00,"Etihad Stadium, Manchester",47072,Away,Aston Villa,Man City,L,236.0,9.0,12.0,,,,,,6.0,6.0,,4.0,10.0,34.0,48.0,19.0,1.0,1.0,42.0,7.0,9.0,,,5,5.0,0,1,0,,11.0,7.0,2.0,3.0,,11.0,,123.0,33.4,0.0,0,0,,3.0,9.0,32.0,4.0,298.0,11.0,26.0,,4.0,22.0,0.0
A_Villa_7,2012-13,442119,13,2012-11-24 17:30:00,"Villa Park, Birmingham",34607,Home,Aston Villa,Arsenal,D,265.0,19.0,12.0,,1.0,,,,4.0,6.0,1.0,7.0,11.0,50.0,38.0,11.0,,,62.0,8.0,9.0,,,0,,0,0,0,1.0,12.0,7.0,4.0,3.0,,36.0,,149.0,37.4,0.0,0,0,1.0,1.0,8.0,20.0,3.0,354.0,9.0,15.0,14.0,7.0,8.0,0.0
A_Villa_7,2012-13,442129,14,2012-11-27 20:00:00,"Villa Park, Birmingham",28692,Home,Aston Villa,Reading,W,275.0,25.0,28.0,,,,,,5.0,6.0,1.0,8.0,11.0,53.0,56.0,38.0,,1.0,83.0,11.0,4.0,1.0,1.0,0,,1,0,0,,21.0,7.0,5.0,3.0,,20.0,,184.0,55.2,0.0,0,0,,6.0,12.0,71.0,2.0,372.0,16.0,22.0,,8.0,15.0,0.0
A_Villa_7,2012-13,442145,15,2012-12-01 15:00:00,"MATRADE Loftus Road, London",17387,Away,Aston Villa,QPR,D,305.0,19.0,15.0,,,,,,1.0,11.0,,4.0,17.0,55.0,47.0,24.0,,,59.0,6.0,5.0,1.0,1.0,1,1.0,1,1,1,,20.0,2.0,2.0,5.0,,15.0,,164.0,45.5,0.0,0,0,,4.0,5.0,47.0,4.0,389.0,7.0,21.0,,4.0,14.0,0.0
A_Villa_7,2012-13,442150,16,2012-12-08 15:00:00,"Villa Park, Birmingham",30110,Home,Aston Villa,Stoke,D,375.0,25.0,19.0,,,,,,7.0,2.0,1.0,3.0,10.0,48.0,62.0,29.0,,,67.0,9.0,15.0,,,0,,0,0,0,,15.0,6.0,2.0,,,27.0,,154.0,56.3,0.0,1,0,,4.0,7.0,53.0,3.0,460.0,13.0,20.0,,3.0,13.0,0.0
A_Villa_7,2012-13,442160,17,2012-12-15 15:00:00,"Anfield, Liverpool",44607,Away,Aston Villa,Liverpool,W,146.0,10.0,16.0,,1.0,2.0,,2.0,,5.0,,2.0,10.0,35.0,49.0,23.0,,1.0,53.0,10.0,4.0,3.0,3.0,1,1.0,3,0,2,,14.0,6.0,6.0,11.0,,10.0,,130.0,27.9,0.0,0,0,,5.0,10.0,53.0,,211.0,11.0,25.0,,2.0,18.0,0.0
A_Villa_7,2012-13,442169,18,2012-12-23 16:00:00,"Stamford Bridge, London",41363,Away,Aston Villa,Chelsea,L,337.0,11.0,10.0,,,1.0,1.0,,3.0,4.0,,4.0,10.0,40.0,39.0,19.0,1.0,3.0,62.0,11.0,6.0,,,8,8.0,0,3,0,1.0,11.0,4.0,1.0,5.0,,17.0,,140.0,43.4,0.0,0,0,,3.0,7.0,27.0,5.0,420.0,7.0,19.0,,4.0,15.0,0.0
A_Villa_7,2012-13,442180,19,2012-12-26 17:30:00,"Villa Park, Birmingham",36863,Home,Aston Villa,Spurs,L,278.0,9.0,19.0,,1.0,,,,,22.0,,2.0,11.0,56.0,56.0,22.0,1.0,,44.0,12.0,7.0,,,4,4.0,0,0,0,,28.0,1.0,1.0,8.0,,18.0,,139.0,40.9,0.0,0,0,,3.0,4.0,48.0,4.0,343.0,4.0,17.0,,2.0,14.0,0.0
A_Villa_7,2012-13,442190,20,2012-12-29 15:00:00,"Villa Park, Birmingham",33374,Home,Aston Villa,Wigan,L,341.0,7.0,15.0,,1.0,1.0,1.0,,4.0,11.0,,4.0,15.0,49.0,55.0,9.0,,1.0,78.0,16.0,8.0,,,3,3.0,0,1,0,1.0,19.0,5.0,2.0,1.0,,33.0,,156.0,45.9,0.0,0,0,,6.0,10.0,26.0,2.0,425.0,12.0,16.0,,4.0,12.0,0.0
