team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
A_Villa_7,2020-21,2128290,1,2021-01-20 18:00:00,"Etihad Stadium, Manchester",,Away,Aston Villa,Man City,L,207.0,21.0,11.0,,1.0,,,,7.0,3.0,12.0,,2.0,11.0,55.0,45.0,29.0,,,,,,,36.0,9.0,10.0,,,2,2.0,0,0,0,,15.0,3.0,4.0,10.0,,10.0,,109.0,30.9,0.0,0,0,7.0,4.0,6.0,29.0,1.0,285.0,11.0,14.0,16.0,2.0,6.0,0.0
A_Villa_7,2020-21,2128297,2,2020-09-21 18:00:00,"Villa Park, Birmingham",,Home,Aston Villa,Sheff Utd,W,486.0,22.0,32.0,,1.0,,,,11.0,5.0,6.0,1.0,10.0,6.0,49.0,54.0,14.0,,,,,,,68.0,12.0,13.0,1.0,1.0,0,,1,0,0,,7.0,7.0,2.0,1.0,,55.0,,127.0,71.9,0.0,1,0,1.0,11.0,18.0,14.0,1.0,553.0,18.0,5.0,45.0,10.0,4.0,0.0
A_Villa_7,2020-21,2128309,3,2020-09-28 17:45:00,"Craven Cottage, London",,Away,Aston Villa,Fulham,W,213.0,19.0,20.0,,3.0,4.0,1.0,3.0,12.0,3.0,22.0,1.0,3.0,7.0,64.0,71.0,34.0,,1.0,,,,,49.0,14.0,18.0,3.0,3.0,0,,3,0,2,,11.0,7.0,5.0,5.0,,20.0,,123.0,35.0,0.0,0,0,2.0,4.0,11.0,34.0,3.0,302.0,12.0,23.0,26.0,3.0,16.0,0.0
A_Villa_7,2020-21,2128317,4,2020-10-04 19:15:00,"Villa Park, Birmingham",,Home,Aston Villa,Liverpool,W,194.0,15.0,13.0,,1.0,6.0,3.0,3.0,21.0,3.0,13.0,,2.0,10.0,49.0,49.0,31.0,,,,,,,48.0,7.0,10.0,6.0,7.0,2,2.0,7,1,4,1.0,12.0,10.0,11.0,5.0,,22.0,,137.0,30.2,0.0,0,0,6.0,4.0,13.0,31.0,2.0,285.0,18.0,15.0,31.0,2.0,7.0,0.0
A_Villa_7,2020-21,2128330,5,2020-10-18 19:15:00,"King Power Stadium, Leicester",,Away,Aston Villa,Leicester,W,303.0,21.0,19.0,,1.0,1.0,1.0,,17.0,1.0,9.0,1.0,7.0,12.0,67.0,63.0,11.0,,,,,,,52.0,18.0,17.0,1.0,1.0,0,,1,0,0,,24.0,5.0,4.0,4.0,,34.0,,155.0,49.5,0.0,0,0,5.0,5.0,7.0,11.0,3.0,397.0,10.0,14.0,35.0,7.0,8.0,0.0
A_Villa_7,2020-21,2128337,6,2020-10-23 20:00:00,"Villa Park, Birmingham",,Home,Aston Villa,Leeds,L,217.0,13.0,17.0,,,2.0,3.0,,15.0,3.0,6.0,,6.0,11.0,46.0,60.0,22.0,,,,,,,53.0,14.0,17.0,,,3,3.0,0,0,0,,13.0,5.0,4.0,4.0,,20.0,,132.0,40.8,0.0,0,0,6.0,5.0,10.0,22.0,,305.0,12.0,14.0,27.0,6.0,3.0,0.0
A_Villa_7,2020-21,2128346,7,2020-11-01 12:00:00,"Villa Park, Birmingham",,Home,Aston Villa,Southampton,L,276.0,15.0,25.0,1.0,2.0,3.0,2.0,2.0,12.0,7.0,6.0,,11.0,13.0,51.0,68.0,3.0,,,,,,,54.0,12.0,17.0,2.0,3.0,4,4.0,3,3,0,,6.0,14.0,10.0,1.0,,40.0,1.0,160.0,55.9,0.0,0,0,,2.0,15.0,3.0,2.0,371.0,19.0,14.0,39.0,11.0,9.0,0.0
A_Villa_7,2020-21,2128356,8,2020-11-08 19:15:00,"Emirates Stadium, London",,Away,Aston Villa,Arsenal,W,293.0,11.0,15.0,,1.0,2.0,,2.0,11.0,9.0,8.0,1.0,8.0,4.0,39.0,52.0,26.0,,1.0,,,,,45.0,13.0,11.0,2.0,3.0,0,,3,0,1,,8.0,14.0,6.0,3.0,,31.0,,122.0,41.2,0.0,0,0,2.0,,14.0,26.0,1.0,378.0,15.0,14.0,33.0,8.0,6.0,0.0
A_Villa_7,2020-21,2128366,9,2020-11-21 15:00:00,"Villa Park, Birmingham",,Home,Aston Villa,Brighton,L,381.0,12.0,11.0,,3.0,2.0,3.0,1.0,14.0,5.0,2.0,,12.0,13.0,37.0,44.0,12.0,,1.0,,,,,54.0,5.0,18.0,1.0,1.0,2,2.0,1,1,0,1.0,7.0,7.0,4.0,1.0,,51.0,,144.0,55.4,0.0,1,0,1.0,6.0,10.0,12.0,2.0,457.0,15.0,7.0,31.0,12.0,5.0,0.0
A_Villa_7,2020-21,2128385,10,2020-11-30 20:00:00,"London Stadium, London",,Away,Aston Villa,West Ham,L,432.0,30.0,30.0,,1.0,2.0,3.0,,9.0,3.0,5.0,,7.0,4.0,49.0,68.0,9.0,,1.0,,,,,66.0,7.0,18.0,1.0,1.0,2,2.0,1,1,1,1.0,6.0,8.0,6.0,3.0,,39.0,1.0,150.0,66.0,0.0,0,0,,7.0,14.0,9.0,3.0,518.0,16.0,6.0,23.0,7.0,4.0,0.0
