team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
A_Villa_7,2015-16,803162,1,2015-08-08 15:00:00,"Vitality Stadium, Bournemouth",11155,Away,Aston Villa,Bournemouth,W,310.0,17.0,17.0,,,1.0,,1.0,15.0,2.0,3.0,1.0,3.0,7.0,45.0,64.0,30.0,,1.0,,,,,56.0,13.0,13.0,1.0,1.0,0,,1,0,0,,28.0,3.0,3.0,2.0,,18.0,,135.0,41.6,0.0,0,0,2.0,2.0,4.0,39.0,,391.0,7.0,24.0,,3.0,20.0,0.0
A_Villa_7,2015-16,803177,2,2015-08-14 19:45:00,"Villa Park, Birmingham",42200,Home,Aston Villa,Man Utd,L,356.0,12.0,12.0,,,,,,13.0,1.0,5.0,,3.0,4.0,54.0,55.0,7.0,,,,,,,57.0,14.0,10.0,,,1,1.0,0,1,0,,19.0,2.0,1.0,3.0,,29.0,,151.0,45.6,0.0,0,0,1.0,3.0,4.0,13.0,4.0,441.0,5.0,22.0,,3.0,18.0,0.0
A_Villa_7,2015-16,803182,3,2015-08-22 15:00:00,"Selhurst Park, London",25295,Away,Aston Villa,Crystal Palace,L,283.0,24.0,27.0,,2.0,1.0,1.0,,7.0,3.0,6.0,,4.0,5.0,59.0,61.0,22.0,1.0,1.0,,,,,42.0,15.0,12.0,,1.0,2,2.0,1,0,0,,18.0,5.0,2.0,3.0,,29.0,,129.0,50.1,0.0,0,0,4.0,6.0,9.0,24.0,,363.0,11.0,13.0,,4.0,10.0,0.0
A_Villa_7,2015-16,803198,4,2015-08-29 15:00:00,"Villa Park, Birmingham",35399,Home,Aston Villa,Sunderland,D,439.0,22.0,29.0,1.0,1.0,2.0,1.0,2.0,12.0,4.0,5.0,,5.0,15.0,67.0,78.0,21.0,,,,,,,55.0,10.0,14.0,1.0,2.0,2,2.0,2,1,2,,14.0,8.0,6.0,1.0,,41.0,1.0,165.0,62.0,0.0,0,0,1.0,11.0,18.0,27.0,,523.0,21.0,20.0,,5.0,17.0,0.0
A_Villa_7,2015-16,803202,5,2015-09-13 16:00:00,"King Power Stadium, Leicester",31733,Away,Aston Villa,Leicester,L,310.0,18.0,28.0,,1.0,1.0,1.0,,24.0,4.0,25.0,,5.0,9.0,88.0,74.0,24.0,1.0,3.0,,,,,48.0,13.0,8.0,2.0,2.0,3,3.0,2,0,1,,18.0,7.0,4.0,6.0,,21.0,,173.0,51.3,0.0,0,0,3.0,3.0,10.0,30.0,1.0,416.0,11.0,29.0,,5.0,22.0,0.0
A_Villa_7,2015-16,803220,6,2015-09-19 15:00:00,"Villa Park, Birmingham",36321,Home,Aston Villa,West Brom,L,348.0,24.0,35.0,,1.0,1.0,1.0,,16.0,5.0,8.0,,2.0,4.0,57.0,87.0,24.0,,,,,,,53.0,10.0,10.0,,,1,1.0,0,1,0,,20.0,4.0,3.0,2.0,,34.0,,161.0,59.8,0.0,0,0,5.0,5.0,7.0,33.0,2.0,451.0,13.0,30.0,,2.0,24.0,0.0
A_Villa_7,2015-16,803223,7,2015-09-26 15:00:00,"Anfield, Liverpool",44228,Away,Aston Villa,Liverpool,L,273.0,7.0,14.0,,1.0,1.0,,1.0,17.0,1.0,7.0,,1.0,9.0,53.0,51.0,26.0,1.0,3.0,,,,,39.0,13.0,8.0,2.0,2.0,3,3.0,2,1,0,,18.0,3.0,4.0,7.0,,15.0,,127.0,37.6,0.0,0,0,9.0,5.0,7.0,32.0,1.0,343.0,10.0,18.0,,1.0,13.0,0.0
A_Villa_7,2015-16,803237,8,2015-10-03 15:00:00,"Villa Park, Birmingham",33189,Home,Aston Villa,Stoke,L,400.0,17.0,18.0,,3.0,1.0,1.0,,14.0,7.0,12.0,,9.0,10.0,68.0,70.0,13.0,,,,,,,60.0,12.0,12.0,,,1,1.0,0,0,0,,14.0,5.0,2.0,3.0,,35.0,,150.0,56.3,0.0,0,0,4.0,4.0,8.0,17.0,2.0,478.0,13.0,18.0,,9.0,17.0,0.0
A_Villa_7,2015-16,803243,9,2015-10-17 15:00:00,"Stamford Bridge, London",41596,Away,Aston Villa,Chelsea,L,330.0,24.0,28.0,,3.0,1.0,1.0,,24.0,3.0,8.0,,4.0,9.0,80.0,78.0,27.0,1.0,,,,,,54.0,17.0,21.0,,,2,2.0,0,1,0,,27.0,3.0,1.0,3.0,1.0,19.0,,169.0,51.0,0.0,0,0,2.0,6.0,6.0,27.0,,424.0,10.0,19.0,,4.0,15.0,0.0
A_Villa_7,2015-16,803258,10,2015-10-24 15:00:00,"Villa Park, Birmingham",33324,Home,Aston Villa,Swansea,L,273.0,22.0,22.0,,,2.0,1.0,1.0,24.0,1.0,6.0,,4.0,6.0,54.0,58.0,15.0,,,,,,,47.0,10.0,7.0,1.0,1.0,2,2.0,1,0,0,,19.0,3.0,3.0,1.0,,27.0,,166.0,47.9,0.0,0,0,2.0,5.0,8.0,18.0,,377.0,9.0,14.0,,4.0,11.0,0.0
