team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Arsenal_3,2018-19,987593,1,2018-08-12 16:00:00,"Emirates Stadium, London",59934,Home,Arsenal,Man City,L,320.0,8.0,14.0,,1.0,,1.0,,10.0,2.0,9.0,,2.0,4.0,34.0,54.0,23.0,,1.0,0.568847,0.476449,0.124,2.7255,42.0,11.0,13.0,,,2,2.0,0,1,0,,12.0,5.0,3.0,3.0,,21.0,,127.0,42.0,0.0,0,0,6.0,4.0,9.0,23.0,7.0,401.0,9.0,22.0,16.0,2.0,14.0,0.0
Arsenal_3,2018-19,987605,2,2018-08-18 17:30:00,"Stamford Bridge, London",40491,Away,Arsenal,Chelsea,L,353.0,15.0,12.0,,,5.0,4.0,1.0,12.0,3.0,9.0,,1.0,9.0,49.0,43.0,22.0,,2.0,,,,,42.0,9.0,12.0,1.0,2.0,3,3.0,2,2,2,,12.0,7.0,6.0,6.0,,19.0,,118.0,37.7,0.0,0,0,8.0,6.0,13.0,22.0,3.0,429.0,15.0,14.0,19.0,1.0,6.0,0.0
Arsenal_3,2018-19,987613,3,2018-08-25 15:00:00,"Emirates Stadium, London",59830,Home,Arsenal,West Ham,W,461.0,15.0,14.0,,,2.0,,2.0,23.0,5.0,17.0,,7.0,8.0,61.0,51.0,26.0,,1.0,,,,,49.0,16.0,13.0,2.0,3.0,1,1.0,3,1,1,,6.0,12.0,10.0,3.0,,33.0,,134.0,61.5,0.0,0,0,4.0,2.0,14.0,26.0,3.0,544.0,17.0,15.0,29.0,7.0,11.0,0.0
Arsenal_3,2018-19,987624,4,2018-09-02 13:30:00,"Cardiff City Stadium, Cardiff",32316,Away,Arsenal,Cardiff,W,535.0,24.0,22.0,,,,1.0,,18.0,2.0,2.0,,9.0,7.0,50.0,51.0,21.0,,2.0,,,,,54.0,14.0,12.0,3.0,3.0,2,2.0,3,1,1,1.0,11.0,10.0,11.0,1.0,,38.0,,144.0,72.3,0.0,0,0,1.0,4.0,13.0,21.0,1.0,635.0,17.0,11.0,37.0,9.0,9.0,0.0
Arsenal_3,2018-19,987637,5,2018-09-15 15:00:00,"St. James' Park, Newcastle",52165,Away,Arsenal,Newcastle,W,503.0,24.0,24.0,,1.0,,,,12.0,5.0,3.0,,4.0,15.0,57.0,58.0,28.0,,,,,,,65.0,11.0,13.0,,2.0,1,1.0,2,0,0,,7.0,5.0,2.0,2.0,,27.0,,140.0,63.7,0.0,0,0,1.0,5.0,9.0,28.0,1.0,598.0,12.0,15.0,23.0,4.0,6.0,0.0
Arsenal_3,2018-19,987642,6,2018-09-23 16:00:00,"Emirates Stadium, London",59964,Home,Arsenal,Everton,W,460.0,15.0,21.0,,,1.0,,1.0,18.0,3.0,13.0,1.0,5.0,14.0,63.0,55.0,27.0,,,,,,,65.0,17.0,12.0,2.0,2.0,0,,2,0,0,1.0,9.0,7.0,5.0,2.0,,29.0,,147.0,62.5,0.0,0,0,6.0,1.0,7.0,27.0,1.0,555.0,9.0,19.0,26.0,5.0,12.0,0.0
Arsenal_3,2018-19,987653,7,2018-09-29 15:00:00,"Emirates Stadium, London",60019,Home,Arsenal,Watford,W,447.0,22.0,26.0,,,2.0,2.0,1.0,24.0,1.0,8.0,1.0,6.0,12.0,59.0,60.0,35.0,,1.0,,,,,59.0,11.0,17.0,1.0,2.0,0,,2,0,0,,7.0,3.0,2.0,2.0,,30.0,,151.0,63.5,0.0,0,0,5.0,6.0,7.0,35.0,1.0,542.0,9.0,10.0,23.0,6.0,5.0,0.0
Arsenal_3,2018-19,987665,8,2018-10-07 12:00:00,"Craven Cottage, London",25401,Away,Arsenal,Fulham,W,398.0,20.0,14.0,,,1.0,,1.0,16.0,,3.0,,2.0,10.0,51.0,54.0,19.0,,1.0,,,,,38.0,12.0,11.0,5.0,5.0,1,1.0,5,1,1,,14.0,5.0,7.0,7.0,,23.0,,144.0,51.1,0.0,0,0,3.0,2.0,7.0,19.0,1.0,504.0,9.0,21.0,32.0,2.0,14.0,0.0
Arsenal_3,2018-19,987673,9,2018-10-22 20:00:00,"Emirates Stadium, London",59886,Home,Arsenal,Leicester,W,602.0,17.0,16.0,,,3.0,1.0,2.0,25.0,2.0,10.0,,6.0,10.0,51.0,57.0,12.0,,,,,,,60.0,10.0,9.0,3.0,3.0,1,1.0,3,1,1,,10.0,4.0,6.0,3.0,1.0,31.0,,143.0,69.1,0.0,0,0,2.0,11.0,10.0,12.0,2.0,703.0,19.0,20.0,33.0,6.0,11.0,0.0
Arsenal_3,2018-19,987684,10,2018-10-28 13:30:00,"Selhurst Park, London",25718,Away,Arsenal,Crystal Palace,D,463.0,13.0,17.0,,,,,1.0,18.0,2.0,10.0,,4.0,17.0,60.0,58.0,33.0,,,,,,,40.0,16.0,9.0,,2.0,2,2.0,2,1,0,,14.0,2.0,2.0,2.0,,13.0,,144.0,57.8,0.0,0,0,1.0,3.0,3.0,33.0,,555.0,7.0,25.0,12.0,4.0,12.0,0.0
