team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceScored,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
A_Villa_7,2009-10,284141,15,2009-12-05 15:00:00,"Villa Park, Birmingham",39748,Home,Aston Villa,Hull,W,217.0,22.0,30.0,1.0,2.0,,6.0,4.0,1.0,9.0,12.0,67.0,79.0,22.0,,,,,,,74.0,16.0,16.0,2.0,3.0,0,,3,0,2,,16.0,7.0,4.0,3.0,,19.0,1.0,170.0,47.3,0.0,0,0,,7.0,12.0,38.0,1.0,317.0,17.0,28.0,,9.0,23.0,0.0
A_Villa_7,2009-10,284156,16,2009-12-12 17:30:00,"Old Trafford, Manchester",75130,Away,Aston Villa,Man Utd,W,196.0,14.0,11.0,,,,2.0,16.0,1.0,4.0,17.0,70.0,51.0,31.0,,,,,,,62.0,16.0,5.0,1.0,1.0,0,,1,0,1,,29.0,4.0,3.0,8.0,,16.0,,164.0,32.8,0.0,0,0,,3.0,6.0,43.0,,295.0,8.0,29.0,,4.0,25.0,0.0
A_Villa_7,2009-10,284166,17,2009-12-15 19:45:00,"Stadium of Light, Sunderland",34821,Away,Aston Villa,Sunderland,W,203.0,24.0,20.0,,,,1.0,3.0,1.0,1.0,10.0,58.0,62.0,45.0,,,,,,,96.0,15.0,16.0,1.0,2.0,0,,2,0,1,2.0,26.0,2.0,3.0,5.0,,13.0,,175.0,42.4,0.0,1,0,,7.0,6.0,63.0,,322.0,11.0,24.0,,1.0,21.0,0.0
A_Villa_7,2009-10,284171,18,2009-12-19 15:00:00,"Villa Park, Birmingham",35852,Home,Aston Villa,Stoke,W,292.0,33.0,30.0,,2.0,,4.0,4.0,1.0,3.0,12.0,64.0,62.0,31.0,,,,,,,78.0,10.0,14.0,1.0,1.0,0,,1,0,0,,17.0,6.0,5.0,6.0,,20.0,,164.0,53.0,0.0,0,0,,9.0,14.0,61.0,,381.0,18.0,18.0,,3.0,13.0,0.0
A_Villa_7,2009-10,284180,19,2009-12-27 13:30:00,"Emirates Stadium, London",60056,Away,Aston Villa,Arsenal,L,221.0,11.0,33.0,,1.0,,2.0,12.0,,4.0,8.0,57.0,81.0,17.0,,,,,,,59.0,20.0,14.0,,,3,3.0,0,0,0,,28.0,3.0,2.0,7.0,,20.0,,151.0,38.5,0.0,0,0,,6.0,5.0,36.0,5.0,309.0,10.0,30.0,,4.0,19.0,0.0
A_Villa_7,2009-10,284190,20,2009-12-29 19:45:00,"Villa Park, Birmingham",42788,Home,Aston Villa,Liverpool,L,235.0,7.0,13.0,,,,1.0,10.0,,8.0,20.0,62.0,61.0,15.0,,,,,,,76.0,13.0,11.0,,,1,1.0,0,0,0,,32.0,4.0,4.0,7.0,,23.0,,180.0,43.4,0.0,0,0,,4.0,8.0,39.0,,332.0,9.0,30.0,,8.0,24.0,0.0
A_Villa_7,2009-10,284209,21,2010-03-16 19:45:00,"The Brick Community Stadium, Wigan",16186,Away,Aston Villa,Wigan,W,203.0,11.0,29.0,,2.0,,4.0,16.0,,8.0,12.0,67.0,74.0,24.0,,,,,,,76.0,19.0,10.0,,2.0,1,1.0,2,1,1,,19.0,9.0,7.0,4.0,,18.0,,178.0,46.0,0.0,0,0,,9.0,18.0,53.0,5.0,293.0,20.0,26.0,,8.0,20.0,0.0
A_Villa_7,2009-10,284210,22,2010-01-17 13:30:00,"Villa Park, Birmingham",35646,Home,Aston Villa,West Ham,D,338.0,11.0,14.0,,2.0,,6.0,5.0,1.0,15.0,14.0,43.0,63.0,17.0,,,,,,,94.0,9.0,12.0,,,0,,0,0,0,1.0,18.0,5.0,3.0,1.0,,29.0,,167.0,57.3,0.0,0,0,,10.0,13.0,23.0,2.0,434.0,19.0,35.0,,16.0,25.0,0.0
A_Villa_7,2009-10,284226,23,2010-01-27 19:45:00,"Villa Park, Birmingham",39601,Home,Aston Villa,Arsenal,D,253.0,16.0,21.0,,1.0,,,7.0,1.0,7.0,7.0,50.0,61.0,25.0,,,,,,,78.0,16.0,16.0,,,0,,0,0,0,,16.0,1.0,1.0,8.0,,21.0,,179.0,48.7,0.0,0,0,,10.0,6.0,41.0,5.0,359.0,11.0,21.0,,7.0,12.0,0.0
A_Villa_7,2009-10,284233,24,2010-01-30 15:00:00,"Craven Cottage, London",25408,Away,Aston Villa,Fulham,W,275.0,15.0,17.0,,,,3.0,4.0,1.0,3.0,14.0,56.0,51.0,15.0,,1.0,,,,,85.0,16.0,9.0,2.0,2.0,0,,2,0,2,,20.0,7.0,6.0,9.0,,26.0,,184.0,45.9,0.0,0,0,,4.0,11.0,38.0,1.0,384.0,13.0,19.0,,3.0,18.0,0.0
A_Villa_7,2009-10,284249,25,2010-02-06 17:30:00,"White Hart Lane, London",35899,Away,Aston Villa,Spurs,D,214.0,27.0,18.0,,,,2.0,9.0,1.0,4.0,15.0,73.0,57.0,20.0,,,,,,,84.0,14.0,10.0,,,0,,0,0,0,,14.0,4.0,4.0,17.0,,16.0,,177.0,43.8,0.0,0,0,,5.0,6.0,39.0,,321.0,11.0,26.0,,4.0,19.0,0.0
A_Villa_7,2009-10,284256,26,2010-02-10 19:45:00,"Villa Park, Birmingham",42788,Home,Aston Villa,Man Utd,D,318.0,13.0,15.0,,1.0,,3.0,10.0,,1.0,16.0,58.0,57.0,10.0,,,,,,,88.0,9.0,10.0,,1.0,1,1.0,1,1,1,,20.0,4.0,2.0,4.0,1.0,21.0,,172.0,47.8,0.0,1,0,,5.0,8.0,19.0,3.0,426.0,10.0,27.0,,1.0,22.0,0.0
A_Villa_7,2009-10,284261,27,2010-02-21 14:00:00,"Villa Park, Birmingham",38709,Home,Aston Villa,Burnley,W,264.0,19.0,21.0,,,,2.0,12.0,,9.0,13.0,53.0,57.0,14.0,,,,,,,66.0,7.0,13.0,5.0,5.0,2,2.0,5,1,1,,19.0,8.0,9.0,6.0,,10.0,,156.0,47.9,0.0,0,0,,8.0,14.0,28.0,4.0,351.0,19.0,17.0,,9.0,9.0,0.0
A_Villa_7,2009-10,284274,28,2010-04-21 19:45:00,"The MKM Stadium, Hull",23842,Away,Aston Villa,Hull,W,272.0,9.0,20.0,1.0,1.0,,2.0,4.0,1.0,9.0,10.0,34.0,61.0,30.0,,1.0,,,,,69.0,8.0,8.0,1.0,2.0,0,,2,0,1,,20.0,6.0,5.0,7.0,,15.0,1.0,159.0,50.1,0.0,0,0,,4.0,9.0,46.0,3.0,375.0,11.0,25.0,,9.0,16.0,0.0
A_Villa_7,2009-10,284281,29,2010-03-24 19:45:00,"Villa Park, Birmingham",37473,Home,Aston Villa,Sunderland,D,214.0,19.0,36.0,,2.0,,3.0,9.0,,6.0,13.0,57.0,69.0,23.0,,1.0,,,,,80.0,8.0,7.0,1.0,1.0,1,1.0,1,1,1,,20.0,6.0,4.0,2.0,,26.0,,183.0,48.0,0.0,0,0,,9.0,13.0,38.0,4.0,325.0,16.0,20.0,,6.0,14.0,0.0
A_Villa_7,2009-10,284297,30,2010-03-13 15:00:00,"bet365 Stadium, Stoke",27598,Away,Aston Villa,Stoke,D,247.0,15.0,25.0,,,,4.0,5.0,1.0,6.0,8.0,37.0,51.0,43.0,,,,,,,77.0,8.0,7.0,,,0,,0,0,0,,17.0,7.0,3.0,5.0,,26.0,,183.0,58.7,0.0,0,0,,5.0,11.0,73.0,2.0,357.0,12.0,17.0,,6.0,13.0,0.0
A_Villa_7,2009-10,284301,31,2010-03-20 12:45:00,"Villa Park, Birmingham",37562,Home,Aston Villa,Wolves,D,277.0,13.0,24.0,,1.0,,4.0,4.0,,7.0,12.0,44.0,59.0,32.0,,,,,,,77.0,11.0,13.0,2.0,2.0,2,2.0,2,2,1,,19.0,7.0,3.0,1.0,1.0,37.0,,163.0,53.3,0.0,0,0,,12.0,16.0,51.0,,364.0,19.0,18.0,,7.0,14.0,0.0
A_Villa_7,2009-10,284313,32,2010-03-27 15:00:00,"Stamford Bridge, London",41825,Away,Aston Villa,Chelsea,L,254.0,10.0,7.0,,2.0,,4.0,11.0,,6.0,18.0,54.0,42.0,24.0,2.0,,,,,,71.0,9.0,13.0,1.0,1.0,7,7.0,1,2,1,,13.0,2.0,2.0,5.0,,18.0,,144.0,39.6,0.0,0,0,,4.0,5.0,35.0,3.0,331.0,10.0,20.0,,6.0,15.0,0.0
A_Villa_7,2009-10,284322,33,2010-04-03 15:00:00,"Toughsheet Community Stadium, Bolton",21111,Away,Aston Villa,Bolton,W,222.0,16.0,19.0,,1.0,,7.0,10.0,1.0,8.0,24.0,70.0,52.0,34.0,,,,,,,84.0,14.0,13.0,1.0,1.0,0,,1,0,1,,17.0,9.0,5.0,5.0,,21.0,,191.0,47.6,0.0,0,0,,4.0,11.0,57.0,4.0,317.0,16.0,15.0,,8.0,10.0,0.0
A_Villa_7,2009-10,284330,34,2010-04-14 19:45:00,"Villa Park, Birmingham",38729,Home,Aston Villa,Everton,D,346.0,15.0,22.0,,1.0,,4.0,8.0,,7.0,13.0,52.0,60.0,17.0,,1.0,,,,,83.0,11.0,10.0,1.0,2.0,2,2.0,2,1,0,,15.0,7.0,4.0,9.0,,33.0,,151.0,55.1,0.0,0,0,,7.0,13.0,32.0,3.0,428.0,15.0,18.0,,7.0,14.0,0.0
A_Villa_7,2009-10,284345,35,2010-04-18 16:00:00,"Fratton Park, Portsmouth",16523,Away,Aston Villa,Portsmouth,W,382.0,8.0,11.0,,2.0,,,10.0,,6.0,14.0,54.0,52.0,14.0,,,,,,,76.0,12.0,5.0,2.0,2.0,1,1.0,2,1,1,,25.0,8.0,9.0,9.0,,34.0,1.0,146.0,57.3,0.0,0,0,,4.0,12.0,26.0,1.0,450.0,13.0,24.0,,6.0,16.0,0.0
A_Villa_7,2009-10,284351,36,2010-04-25 12:00:00,"Villa Park, Birmingham",42788,Home,Aston Villa,Birmingham,W,225.0,11.0,22.0,1.0,2.0,,2.0,6.0,1.0,6.0,26.0,60.0,70.0,28.0,,1.0,,,,,77.0,14.0,17.0,,1.0,0,,1,0,0,,11.0,6.0,6.0,9.0,,22.0,1.0,173.0,50.8,0.0,0,0,,4.0,9.0,42.0,,322.0,12.0,25.0,,7.0,20.0,0.0
A_Villa_7,2009-10,284364,37,2010-05-01 15:00:00,"Etihad Stadium, Manchester",47102,Away,Aston Villa,Man City,L,275.0,11.0,17.0,,3.0,,3.0,6.0,,4.0,12.0,50.0,48.0,18.0,,,,,,,91.0,10.0,6.0,1.0,1.0,3,3.0,1,2,1,1.0,17.0,6.0,4.0,10.0,,16.0,,163.0,46.1,0.0,0,0,,4.0,10.0,39.0,,362.0,11.0,22.0,,5.0,18.0,0.0
A_Villa_7,2009-10,284371,38,2010-05-09 16:00:00,"Villa Park, Birmingham",41799,Home,Aston Villa,Blackburn,L,342.0,14.0,14.0,,,,4.0,2.0,,11.0,14.0,52.0,53.0,13.0,,,,,,,77.0,14.0,12.0,,,1,1.0,0,0,0,,10.0,5.0,8.0,3.0,1.0,22.0,,163.0,65.1,0.0,0,0,,6.0,11.0,28.0,1.0,434.0,18.0,22.0,,11.0,19.0,0.0
Arsenal_3,2009-10,284004,1,2009-08-15 17:30:00,"Goodison Park, Liverpool",39309.0,Away,Arsenal,Everton,W,381.0,15.0,16.0,,2.0,,5.0,5.0,,9.0,14.0,52.0,55.0,22.0,,,,,,,84.0,14.0,12.0,5.0,6.0,1,1.0,6,0,3,1.0,29.0,11.0,9.0,2.0,,27.0,,162.0,54.3,0.0,0,0,,4.0,14.0,45.0,4.0,470.0,18.0,20.0,,9.0,12.0,0.0
Arsenal_3,2009-10,284010,2,2010-01-20 19:45:00,"Emirates Stadium, London",59084.0,Home,Arsenal,Bolton,W,422.0,22.0,18.0,,1.0,,2.0,4.0,,9.0,15.0,69.0,59.0,13.0,,,,,,,93.0,22.0,15.0,2.0,4.0,2,2.0,4,2,1,,25.0,10.0,13.0,3.0,,24.0,,169.0,62.9,0.0,0,0,,6.0,15.0,40.0,4.0,510.0,21.0,14.0,,9.0,9.0,0.0
Arsenal_3,2009-10,284020,3,2009-08-22 15:00:00,"Emirates Stadium, London",60049.0,Home,Arsenal,Portsmouth,W,531.0,10.0,9.0,,2.0,,7.0,9.0,,8.0,15.0,49.0,55.0,11.0,1.0,,,,,,77.0,9.0,12.0,4.0,4.0,1,1.0,4,1,2,,28.0,16.0,12.0,2.0,,27.0,,120.0,59.5,0.0,0,0,,4.0,20.0,15.0,5.0,596.0,23.0,18.0,,8.0,15.0,0.0
Arsenal_3,2009-10,284035,4,2009-08-29 17:15:00,"Old Trafford, Manchester",75095.0,Away,Arsenal,Man Utd,L,312.0,9.0,16.0,,,,3.0,7.0,,4.0,19.0,62.0,66.0,14.0,,,,,,,74.0,16.0,22.0,1.0,1.0,2,2.0,1,0,1,1.0,34.0,5.0,3.0,3.0,1.0,20.0,,175.0,48.9,0.0,0,0,,6.0,8.0,25.0,4.0,405.0,12.0,19.0,,5.0,14.0,0.0
Arsenal_3,2009-10,284044,5,2009-09-12 15:00:00,"Etihad Stadium, Manchester",47339.0,Away,Arsenal,Man City,L,374.0,6.0,14.0,,2.0,,4.0,15.0,,12.0,14.0,53.0,64.0,6.0,,,,,,,65.0,12.0,13.0,2.0,2.0,4,4.0,2,1,0,1.0,17.0,8.0,7.0,2.0,,30.0,,154.0,60.9,0.0,0,0,,12.0,18.0,24.0,2.0,454.0,23.0,28.0,,12.0,21.0,0.0
Arsenal_3,2009-10,284050,6,2009-09-19 15:00:00,"Emirates Stadium, London",59103.0,Home,Arsenal,Wigan,W,368.0,17.0,18.0,,2.0,,7.0,7.0,1.0,6.0,26.0,62.0,80.0,5.0,,,,,,,71.0,8.0,20.0,4.0,4.0,0,,4,0,1,2.0,22.0,13.0,9.0,4.0,,25.0,,153.0,61.9,0.0,0,0,,10.0,21.0,15.0,2.0,449.0,26.0,25.0,,6.0,22.0,0.0
Arsenal_3,2009-10,284062,7,2009-09-26 17:30:00,"Craven Cottage, London",25700.0,Away,Arsenal,Fulham,W,338.0,18.0,24.0,,1.0,,2.0,11.0,1.0,6.0,17.0,67.0,69.0,33.0,,,,,,,70.0,13.0,14.0,1.0,1.0,0,,1,0,0,,32.0,5.0,4.0,3.0,,27.0,,180.0,50.9,0.0,0,0,,10.0,13.0,52.0,2.0,437.0,16.0,20.0,,6.0,11.0,0.0
Arsenal_3,2009-10,284070,8,2009-10-04 13:30:00,"Emirates Stadium, London",59431.0,Home,Arsenal,Blackburn,W,430.0,27.0,22.0,,,,3.0,4.0,,8.0,11.0,59.0,59.0,17.0,,,,,,,77.0,11.0,10.0,6.0,6.0,2,2.0,6,2,3,1.0,30.0,17.0,16.0,2.0,,24.0,,157.0,65.1,0.0,0,0,,5.0,21.0,36.0,4.0,518.0,24.0,17.0,,8.0,10.0,0.0
Arsenal_3,2009-10,284080,9,2009-10-17 15:00:00,"Emirates Stadium, London",,Home,Arsenal,Birmingham,W,558.0,10.0,14.0,,2.0,,6.0,3.0,,7.0,14.0,51.0,60.0,19.0,1.0,,,,,,75.0,9.0,16.0,3.0,3.0,1,1.0,3,1,2,1.0,28.0,11.0,10.0,,,26.0,,144.0,63.0,0.0,0,0,,8.0,17.0,27.0,2.0,628.0,24.0,19.0,,7.0,11.0,0.0
Arsenal_3,2009-10,284098,10,2009-10-25 16:15:00,"Boleyn Ground, London",34442.0,Away,Arsenal,West Ham,D,323.0,23.0,9.0,0.0,,,5.0,9.0,,8.0,10.0,66.0,69.0,17.0,1.0,,1.0822,1.1379,1.4179,1.4827,76.0,16.0,17.0,1.0,2.0,2,2.0,2,0,2,,27.0,9.0,6.0,6.0,0.0,32.0,,132.0,53.1,0.0,1,0,1.0,6.0,15.0,36.0,2.0,412.0,17.0,27.0,21.0,8.0,16.0,0.0
Arsenal_3,2009-10,284100,11,2009-10-31 12:45:00,"Emirates Stadium, London",60103.0,Home,Arsenal,Spurs,W,381.0,23.0,15.0,,1.0,,4.0,9.0,1.0,6.0,19.0,77.0,62.0,15.0,,,,,,,67.0,14.0,10.0,2.0,3.0,0,,3,0,2,,24.0,8.0,8.0,2.0,,22.0,,168.0,52.0,0.0,0,0,,6.0,14.0,27.0,4.0,481.0,18.0,24.0,,6.0,19.0,0.0
Arsenal_3,2009-10,284119,12,2009-11-07 17:30:00,"Molineux Stadium, Wolverhampton",28937.0,Away,Arsenal,Wolves,W,429.0,14.0,15.0,,,,5.0,2.0,,4.0,20.0,57.0,56.0,23.0,,,,,,,77.0,15.0,9.0,1.0,4.0,1,1.0,4,0,3,,28.0,9.0,5.0,3.0,,23.0,,193.0,60.5,0.0,0,0,,3.0,12.0,42.0,8.0,547.0,13.0,25.0,,4.0,21.0,0.0
Arsenal_3,2009-10,284128,13,2009-11-21 15:00:00,"Stadium of Light, Sunderland",44918.0,Away,Arsenal,Sunderland,L,442.0,12.0,6.0,,,,4.0,7.0,,6.0,20.0,58.0,39.0,23.0,,,,,,,66.0,11.0,10.0,,,1,1.0,0,0,0,,24.0,4.0,2.0,,,22.0,,169.0,64.5,0.0,0,0,,6.0,9.0,36.0,1.0,533.0,12.0,15.0,,6.0,12.0,0.0
Arsenal_3,2009-10,284130,14,2009-11-29 16:00:00,"Emirates Stadium, London",60067.0,Home,Arsenal,Chelsea,L,400.0,11.0,8.0,,1.0,,7.0,8.0,,4.0,24.0,71.0,61.0,11.0,,,,,,,71.0,17.0,13.0,,,3,3.0,0,2,0,,21.0,6.0,2.0,2.0,1.0,25.0,,165.0,56.3,0.0,0,0,,3.0,6.0,21.0,3.0,480.0,12.0,33.0,,4.0,23.0,0.0
Arsenal_3,2009-10,284140,15,2009-12-05 15:00:00,"Emirates Stadium, London",60048.0,Home,Arsenal,Stoke,W,554.0,21.0,16.0,,,,2.0,2.0,1.0,10.0,24.0,61.0,57.0,21.0,,,,,,,89.0,4.0,10.0,1.0,2.0,0,,2,0,1,1.0,21.0,5.0,7.0,1.0,,26.0,1.0,178.0,66.8,0.0,0,0,,6.0,11.0,41.0,1.0,645.0,15.0,22.0,,10.0,16.0,0.0
Arsenal_3,2009-10,284155,16,2009-12-13 16:00:00,"Anfield, Liverpool",43853.0,Away,Arsenal,Liverpool,W,322.0,19.0,14.0,,2.0,,2.0,13.0,,4.0,20.0,75.0,65.0,16.0,,,,,,,76.0,16.0,19.0,,2.0,1,1.0,2,1,0,,25.0,4.0,4.0,3.0,,23.0,,210.0,51.9,0.0,0,0,,3.0,7.0,34.0,2.0,453.0,9.0,19.0,,4.0,16.0,0.0
Arsenal_3,2009-10,284162,17,2009-12-16 19:45:00,"Turf Moor, Burnley",21309.0,Away,Arsenal,Burnley,D,314.0,16.0,18.0,,,,3.0,4.0,,6.0,11.0,51.0,67.0,23.0,,,,,,,77.0,12.0,11.0,,1.0,1,1.0,1,1,1,1.0,25.0,7.0,7.0,2.0,,39.0,,177.0,53.7,0.0,0,0,2.0,9.0,14.0,40.0,4.0,430.0,19.0,34.0,29.0,6.0,27.0,0.0
Arsenal_3,2009-10,284170,18,2009-12-19 17:30:00,"Emirates Stadium, London",60006.0,Home,Arsenal,Hull,W,508.0,16.0,10.0,,,,5.0,8.0,1.0,8.0,21.0,58.0,59.0,14.0,,,,,,,69.0,9.0,15.0,2.0,3.0,0,,3,0,1,,21.0,7.0,4.0,2.0,,24.0,,163.0,64.1,0.0,0,0,,11.0,17.0,31.0,,606.0,20.0,28.0,,8.0,23.0,0.0
