team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Arsenal_3,2016-17,855173,1,2016-08-14 16:00:00,"Emirates Stadium, London",60033,Home,Arsenal,Liverpool,L,386.0,17.0,22.0,,1.0,,1.0,,21.0,1.0,11.0,,5.0,17.0,62.0,70.0,6.0,,,53.0,13.0,16.0,3.0,3.0,4,4.0,3,1,1,,17.0,4.0,5.0,6.0,,35.0,1.0,152.0,50.7,0.0,0,0,3.0,3.0,6.0,9.0,4.0,485.0,9.0,22.0,19.0,5.0,12.0,0.0
Arsenal_3,2016-17,855182,2,2016-08-20 17:30:00,"King Power Stadium, Leicester",32008,Away,Arsenal,Leicester,D,450.0,15.0,23.0,,,,,,24.0,5.0,6.0,1.0,7.0,14.0,50.0,76.0,19.0,,1.0,62.0,7.0,11.0,,,0,,0,0,0,,21.0,8.0,4.0,4.0,,37.0,,171.0,60.5,0.0,0,0,1.0,4.0,11.0,27.0,2.0,555.0,13.0,20.0,26.0,7.0,14.0,0.0
Arsenal_3,2016-17,855200,3,2016-08-27 15:00:00,"Vicarage Road, Watford",20545,Away,Arsenal,Watford,W,411.0,19.0,14.0,1.0,,2.0,1.0,2.0,13.0,1.0,11.0,,2.0,6.0,57.0,75.0,25.0,,,68.0,15.0,18.0,2.0,3.0,1,1.0,3,0,3,,15.0,5.0,7.0,2.0,,29.0,1.0,126.0,54.7,0.0,0,0,6.0,2.0,7.0,33.0,2.0,490.0,10.0,22.0,22.0,2.0,17.0,0.0
Arsenal_3,2016-17,855203,4,2016-09-10 15:00:00,"Emirates Stadium, London",59962,Home,Arsenal,Southampton,W,498.0,19.0,13.0,1.0,1.0,1.0,1.0,1.0,25.0,8.0,6.0,,6.0,9.0,51.0,48.0,13.0,,,69.0,10.0,8.0,,2.0,1,1.0,2,1,1,,20.0,7.0,2.0,2.0,1.0,47.0,1.0,144.0,56.7,0.0,0,0,5.0,7.0,12.0,15.0,,588.0,17.0,13.0,43.0,6.0,10.0,0.0
Arsenal_3,2016-17,855215,5,2016-09-17 15:00:00,"The MKM Stadium, Hull",22536,Away,Arsenal,Hull,W,741.0,6.0,5.0,,,2.0,4.0,1.0,17.0,9.0,13.0,,4.0,13.0,48.0,32.0,8.0,,,75.0,12.0,8.0,3.0,4.0,1,1.0,4,0,1,,18.0,12.0,9.0,2.0,,41.0,1.0,106.0,60.7,0.0,1,0,1.0,6.0,15.0,9.0,2.0,801.0,24.0,17.0,55.0,4.0,11.0,0.0
Arsenal_3,2016-17,855223,6,2016-09-24 17:30:00,"Emirates Stadium, London",60028,Home,Arsenal,Chelsea,W,438.0,16.0,10.0,,,1.0,,2.0,18.0,4.0,9.0,1.0,9.0,13.0,54.0,48.0,19.0,,,63.0,9.0,9.0,2.0,3.0,0,,3,0,3,,20.0,6.0,5.0,2.0,,37.0,,154.0,49.5,0.0,0,0,2.0,5.0,11.0,24.0,5.0,529.0,14.0,18.0,30.0,9.0,16.0,0.0
Arsenal_3,2016-17,855232,7,2016-10-02 16:30:00,"Turf Moor, Burnley",20982,Away,Arsenal,Burnley,W,637.0,20.0,14.0,,,1.0,,1.0,15.0,7.0,6.0,1.0,6.0,18.0,54.0,46.0,20.0,,,71.0,3.0,2.0,1.0,1.0,0,,1,0,0,1.0,10.0,9.0,3.0,3.0,,43.0,,157.0,67.2,0.0,0,0,1.0,8.0,15.0,23.0,,741.0,18.0,16.0,47.0,6.0,15.0,0.0
Arsenal_3,2016-17,855243,8,2016-10-15 15:00:00,"Emirates Stadium, London",60007,Home,Arsenal,Swansea,W,428.0,10.0,12.0,,1.0,4.0,3.0,3.0,24.0,3.0,5.0,,5.0,17.0,47.0,57.0,13.0,1.0,,67.0,7.0,10.0,1.0,3.0,2,2.0,3,1,2,3.0,27.0,7.0,6.0,2.0,,34.0,,152.0,48.7,0.0,0,1,4.0,7.0,12.0,17.0,9.0,514.0,16.0,17.0,41.0,5.0,9.0,0.0
Arsenal_3,2016-17,855253,9,2016-10-22 15:00:00,"Emirates Stadium, London",59982,Home,Arsenal,Boro,D,604.0,23.0,24.0,,,,1.0,,20.0,1.0,6.0,1.0,8.0,7.0,55.0,59.0,12.0,,1.0,86.0,6.0,13.0,,,0,,0,0,0,1.0,14.0,5.0,6.0,4.0,,54.0,,165.0,74.9,0.0,0,0,4.0,3.0,6.0,15.0,5.0,706.0,10.0,9.0,35.0,8.0,7.0,0.0
Arsenal_3,2016-17,855268,10,2016-10-29 12:30:00,"Stadium of Light, Sunderland",44322,Away,Arsenal,Sunderland,W,507.0,14.0,17.0,,,3.0,2.0,1.0,9.0,2.0,8.0,,8.0,10.0,48.0,57.0,23.0,,,73.0,13.0,8.0,4.0,4.0,1,1.0,4,0,1,1.0,15.0,7.0,7.0,1.0,,33.0,,120.0,65.5,0.0,0,0,,12.0,15.0,23.0,1.0,589.0,21.0,19.0,27.0,8.0,17.0,0.0
