season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a
2018-19,987602,2,2018-08-19 16:00:00,"American Express Stadium, Falmer",30592,Brighton,Man Utd,3,2,2,3,W,L,3,1,1,3,0,0,0,0,3.0,2.0,6.0,9.0,3.0,3.0,3.0,4.0,,2.0,,,,,1.0,,2.0,2.0,,,,,,,2.0,,4.0,4.0,2.0,1.0,18.0,27.0,59.0,55.0,283.0,572.0,183.0,485.0,33.4,66.6,10.0,15.0,28.0,12.0,13.0,5.0,10.0,4.0,16.0,18.0,16.0,18.0,15.0,19.0,2.0,,1.0,,,,8.0,3.0,9.0,16.0,140.0,159.0,1.0,,2.0,3.0,,,,,,,56.0,58.0,58.0,56.0,12.0,23.0,23.0,12.0,3.0,5.0,3.0,5.0,,,16.0,13.0,13.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0
2018-19,987603,2,2018-08-19 13:30:00,"Turf Moor, Burnley",18822,Burnley,Watford,1,3,3,1,L,W,1,1,1,1,0,0,0,0,1.0,3.0,8.0,9.0,3.0,6.0,3.0,,2.0,3.0,,,,,,3.0,,1.0,,3.0,,,,,1.0,2.0,5.0,8.0,3.0,7.0,36.0,23.0,72.0,52.0,461.0,345.0,347.0,233.0,58.4,41.6,20.0,18.0,15.0,18.0,10.0,10.0,10.0,13.0,21.0,29.0,21.0,29.0,13.0,10.0,3.0,1.0,1.0,,1.0,,4.0,4.0,13.0,8.0,181.0,158.0,3.0,2.0,3.0,1.0,,,,,,,68.0,56.0,56.0,68.0,32.0,26.0,26.0,32.0,5.0,2.0,5.0,2.0,2.0,,8.0,19.0,19.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0
2018-19,987604,2,2018-08-18 12:30:00,"Cardiff City Stadium, Cardiff",30720,Cardiff,Newcastle,0,0,0,0,D,D,0,0,0,0,0,1,1,0,,,12.0,12.0,1.0,6.0,6.0,1.0,5.0,5.0,,,,,2.0,1.0,,,2.0,2.0,,,,,,,9.0,5.0,4.0,5.0,31.0,25.0,75.0,56.0,314.0,305.0,202.0,182.0,51.3,48.7,13.0,18.0,22.0,12.0,12.0,9.0,12.0,8.0,41.0,25.0,41.0,25.0,17.0,15.0,5.0,6.0,,1.0,,,3.0,8.0,11.0,16.0,165.0,185.0,6.0,,,,,,1.0,1.0,,,80.0,61.0,61.0,80.0,34.0,33.0,33.0,34.0,5.0,5.0,5.0,5.0,,2.0,14.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,,1.0,,,2.0,
2018-19,987605,2,2018-08-18 17:30:00,"Stamford Bridge, London",40491,Chelsea,Arsenal,3,2,2,3,W,L,2,2,2,2,0,0,0,0,3.0,2.0,24.0,15.0,11.0,6.0,7.0,6.0,6.0,3.0,,,,,1.0,5.0,1.0,1.0,,4.0,,,,,3.0,1.0,19.0,13.0,12.0,7.0,27.0,19.0,70.0,42.0,720.0,429.0,641.0,353.0,62.3,37.7,25.0,19.0,16.0,14.0,9.0,6.0,7.0,12.0,11.0,22.0,11.0,22.0,13.0,12.0,3.0,6.0,,2.0,,,5.0,9.0,11.0,9.0,123.0,118.0,4.0,8.0,2.0,3.0,,,,,,,49.0,43.0,43.0,49.0,15.0,12.0,12.0,15.0,5.0,1.0,5.0,1.0,,,12.0,9.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0
2018-19,987606,2,2018-08-20 20:00:00,"Selhurst Park, London",25750,Crystal Palace,Liverpool,0,2,2,0,L,W,0,1,1,0,1,0,0,1,,2.0,8.0,16.0,2.0,6.0,5.0,4.0,1.0,6.0,,,,,,4.0,,2.0,,3.0,1.0,,,,,1.0,5.0,14.0,1.0,10.0,20.0,40.0,52.0,72.0,359.0,625.0,280.0,559.0,36.8,63.2,21.0,40.0,14.0,22.0,9.0,14.0,14.0,10.0,25.0,17.0,25.0,17.0,21.0,18.0,5.0,1.0,,,,,16.0,17.0,12.0,9.0,127.0,124.0,4.0,2.0,2.0,,,,,1.0,,,63.0,56.0,56.0,63.0,19.0,13.0,13.0,19.0,6.0,7.0,6.0,7.0,,,6.0,13.0,13.0,5.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,2.0
2018-19,987607,2,2018-08-18 15:00:00,"Goodison Park, Liverpool",38601,Everton,Southampton,2,1,1,2,W,L,2,0,0,2,0,0,0,0,2.0,1.0,13.0,15.0,7.0,4.0,3.0,6.0,3.0,5.0,,,,,3.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,12.0,10.0,9.0,5.0,36.0,28.0,67.0,54.0,423.0,299.0,313.0,185.0,58.0,42.0,28.0,17.0,18.0,11.0,10.0,5.0,14.0,13.0,18.0,23.0,18.0,23.0,19.0,19.0,5.0,3.0,1.0,,,,4.0,8.0,7.0,15.0,155.0,168.0,3.0,5.0,1.0,2.0,,,,,,,68.0,54.0,54.0,68.0,22.0,31.0,31.0,22.0,2.0,5.0,2.0,6.0,4.0,1.0,8.0,20.0,20.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0
2018-19,987608,2,2018-08-18 15:00:00,"King Power Stadium, Leicester",32043,Leicester,Wolves,2,0,0,2,W,L,2,0,0,2,1,0,0,1,2.0,,6.0,11.0,2.0,3.0,2.0,7.0,2.0,1.0,,,,,,,,,,1.0,,3.0,,,1.0,,4.0,8.0,2.0,1.0,21.0,44.0,38.0,61.0,382.0,500.0,316.0,404.0,42.8,57.2,15.0,27.0,24.0,18.0,16.0,9.0,13.0,11.0,33.0,15.0,33.0,15.0,16.0,21.0,2.0,2.0,1.0,,,,10.0,21.0,8.0,14.0,125.0,160.0,2.0,1.0,,2.0,,,1.0,,,1.0,71.0,56.0,56.0,71.0,18.0,19.0,19.0,18.0,1.0,9.0,1.0,9.0,2.0,,10.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,,1.0
2018-19,987609,2,2018-08-19 13:30:00,"Etihad Stadium, Manchester",54021,Man City,Huddersfield,6,1,1,6,W,L,3,1,1,3,0,0,0,0,6.0,1.0,32.0,5.0,14.0,1.0,9.0,2.0,9.0,2.0,,,,,5.0,1.0,2.0,1.0,5.0,,2.0,,,,2.0,1.0,22.0,3.0,16.0,1.0,46.0,16.0,91.0,41.0,760.0,224.0,706.0,146.0,76.9,23.1,57.0,12.0,5.0,16.0,3.0,7.0,5.0,7.0,24.0,29.0,24.0,29.0,21.0,24.0,2.0,7.0,,,,2.0,4.0,18.0,11.0,5.0,104.0,109.0,,9.0,1.0,6.0,,,,,,1.0,44.0,46.0,46.0,44.0,17.0,19.0,19.0,17.0,10.0,3.0,10.0,3.0,,1.0,9.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
2018-19,987610,2,2018-08-18 15:00:00,"Wembley Stadium, London",58297,Spurs,Fulham,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,25.0,10.0,11.0,3.0,10.0,5.0,4.0,2.0,,,,,3.0,3.0,,1.0,5.0,2.0,1.0,1.0,,,1.0,1.0,12.0,9.0,7.0,4.0,46.0,14.0,79.0,37.0,629.0,435.0,557.0,356.0,59.6,40.4,48.0,14.0,12.0,13.0,8.0,8.0,12.0,10.0,8.0,39.0,8.0,39.0,11.0,9.0,2.0,4.0,,3.0,,,11.0,6.0,7.0,11.0,121.0,119.0,2.0,8.0,1.0,3.0,,,,,,,37.0,40.0,40.0,37.0,14.0,7.0,7.0,14.0,5.0,2.0,6.0,3.0,,,9.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0
2018-19,987611,2,2018-08-18 15:00:00,"London Stadium, London",56888,West Ham,Bournemouth,1,2,2,1,L,W,1,0,0,1,0,0,0,0,1.0,2.0,11.0,12.0,5.0,5.0,3.0,3.0,3.0,4.0,,,,,,3.0,1.0,1.0,,2.0,,,,,,2.0,10.0,12.0,7.0,9.0,32.0,30.0,69.0,43.0,494.0,321.0,399.0,246.0,61.0,39.0,20.0,24.0,21.0,11.0,6.0,9.0,9.0,6.0,18.0,31.0,18.0,31.0,16.0,14.0,4.0,3.0,,,,,12.0,11.0,6.0,11.0,137.0,124.0,3.0,4.0,2.0,1.0,,,,,,,67.0,54.0,54.0,67.0,26.0,19.0,19.0,26.0,6.0,4.0,6.0,4.0,,1.0,14.0,10.0,10.0,14.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,
2018-19,987612,3,2018-08-25 15:00:00,"Vitality Stadium, Bournemouth",10654,Bournemouth,Everton,2,2,2,2,D,D,0,0,0,0,1,1,1,1,2.0,2.0,17.0,11.0,5.0,3.0,10.0,5.0,2.0,3.0,,,,,3.0,,2.0,,3.0,,1.0,,,,,2.0,12.0,9.0,4.0,5.0,37.0,23.0,54.0,59.0,382.0,389.0,301.0,303.0,49.9,50.1,26.0,20.0,18.0,21.0,12.0,12.0,8.0,13.0,13.0,30.0,13.0,30.0,12.0,13.0,3.0,2.0,,,2.0,,6.0,6.0,12.0,9.0,139.0,136.0,1.0,3.0,2.0,2.0,,,,,,,50.0,58.0,58.0,50.0,16.0,19.0,19.0,16.0,6.0,2.0,6.0,2.0,2.0,2.0,12.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,1.0,,1.0,,5.0,
2018-19,987613,3,2018-08-25 15:00:00,"Emirates Stadium, London",59830,Arsenal,West Ham,3,1,1,3,W,L,1,1,1,1,0,0,0,0,3.0,1.0,17.0,13.0,10.0,5.0,2.0,5.0,5.0,3.0,,,,,2.0,1.0,2.0,,,1.0,,,,,2.0,1.0,14.0,11.0,12.0,7.0,33.0,31.0,49.0,32.0,544.0,341.0,461.0,257.0,61.5,38.5,29.0,28.0,15.0,14.0,11.0,10.0,6.0,17.0,26.0,24.0,26.0,24.0,23.0,18.0,3.0,5.0,1.0,,,1.0,17.0,9.0,8.0,8.0,134.0,131.0,4.0,9.0,1.0,3.0,,,,,,1.0,51.0,61.0,61.0,51.0,14.0,15.0,15.0,14.0,7.0,2.0,7.0,2.0,,1.0,16.0,13.0,13.0,16.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0
2018-19,987614,3,2018-08-26 16:00:00,"Craven Cottage, London",23438,Fulham,Burnley,4,2,2,4,W,L,3,2,2,3,0,0,0,0,4.0,2.0,25.0,12.0,12.0,2.0,10.0,5.0,3.0,5.0,,,,,2.0,1.0,2.0,2.0,,,2.0,,,,3.0,1.0,22.0,8.0,12.0,4.0,32.0,33.0,62.0,73.0,572.0,301.0,488.0,223.0,63.8,36.2,25.0,21.0,9.0,21.0,8.0,10.0,4.0,11.0,25.0,20.0,25.0,20.0,10.0,12.0,5.0,2.0,,,,,7.0,4.0,12.0,5.0,129.0,131.0,,8.0,2.0,4.0,,,,,,,34.0,55.0,55.0,34.0,14.0,17.0,17.0,14.0,6.0,4.0,6.0,4.0,,1.0,11.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,5.0
2018-19,987615,3,2018-08-25 15:00:00,"Accu Stadium, Huddersfield",21193,Huddersfield,Cardiff,0,0,0,0,D,D,0,0,0,0,1,0,0,1,,,5.0,14.0,1.0,4.0,2.0,6.0,2.0,4.0,,,,,,1.0,,,,1.0,,,,,,,2.0,12.0,2.0,7.0,36.0,31.0,73.0,67.0,396.0,289.0,301.0,194.0,58.0,42.0,9.0,16.0,14.0,19.0,9.0,13.0,6.0,11.0,24.0,30.0,24.0,30.0,12.0,11.0,4.0,2.0,1.0,1.0,,,3.0,3.0,19.0,9.0,166.0,157.0,4.0,1.0,,,,,1.0,1.0,,,53.0,65.0,65.0,53.0,27.0,35.0,35.0,27.0,7.0,7.0,7.0,7.0,,,8.0,10.0,9.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
2018-19,987616,3,2018-08-25 17:30:00,"Anfield, Liverpool",53294,Liverpool,Brighton,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,22.0,6.0,8.0,2.0,7.0,2.0,7.0,2.0,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,1.0,,18.0,4.0,12.0,3.0,44.0,13.0,69.0,40.0,765.0,327.0,669.0,238.0,70.0,30.0,37.0,11.0,21.0,21.0,13.0,9.0,9.0,29.0,12.0,33.0,12.0,33.0,20.0,15.0,2.0,7.0,,,,1.0,7.0,10.0,16.0,14.0,160.0,143.0,2.0,6.0,,1.0,,,1.0,,,,61.0,54.0,54.0,61.0,18.0,19.0,19.0,18.0,8.0,5.0,8.0,5.0,1.0,,8.0,14.0,12.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0
2018-19,987617,3,2018-08-27 20:00:00,"Old Trafford, Manchester",74400,Man Utd,Spurs,0,3,3,0,L,W,0,0,0,0,0,0,0,0,,3.0,23.0,9.0,5.0,5.0,12.0,2.0,6.0,2.0,,,,,,2.0,,1.0,1.0,2.0,,,,,,3.0,17.0,7.0,9.0,6.0,38.0,15.0,62.0,54.0,488.0,382.0,375.0,259.0,57.0,43.0,32.0,17.0,11.0,23.0,6.0,16.0,10.0,21.0,14.0,26.0,14.0,26.0,24.0,22.0,2.0,6.0,1.0,2.0,,,5.0,7.0,19.0,5.0,176.0,163.0,2.0,5.0,3.0,,,,,1.0,,,58.0,51.0,51.0,58.0,24.0,13.0,13.0,24.0,5.0,2.0,5.0,2.0,1.0,,11.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0
2018-19,987618,3,2018-08-26 16:00:00,"St. James' Park, Newcastle",51791,Newcastle,Chelsea,1,2,2,1,L,W,0,0,0,0,0,0,0,0,1.0,2.0,6.0,15.0,2.0,3.0,2.0,7.0,2.0,5.0,,,,,,,,1.0,,,,1.0,,,1.0,,4.0,9.0,2.0,5.0,21.0,41.0,37.0,80.0,200.0,913.0,131.0,839.0,18.9,81.1,14.0,46.0,21.0,17.0,8.0,8.0,17.0,5.0,36.0,20.0,36.0,20.0,16.0,15.0,4.0,2.0,,,,,7.0,2.0,11.0,16.0,117.0,130.0,2.0,1.0,2.0,1.0,,,,,1.0,,42.0,53.0,53.0,42.0,12.0,13.0,13.0,12.0,4.0,5.0,4.0,5.0,1.0,1.0,16.0,8.0,8.0,16.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,2.0
