season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a
2018-19,987592,1,2018-08-11 15:00:00,"Vitality Stadium, Bournemouth",10353,Bournemouth,Cardiff,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,12.0,10.0,4.0,1.0,6.0,5.0,2.0,4.0,,,,,3.0,1.0,1.0,,3.0,1.0,,,,,2.0,,8.0,8.0,4.0,4.0,30.0,25.0,48.0,70.0,502.0,287.0,397.0,175.0,62.9,37.1,37.0,23.0,11.0,22.0,5.0,12.0,4.0,15.0,37.0,30.0,37.0,30.0,23.0,25.0,3.0,2.0,,,,,9.0,11.0,12.0,3.0,168.0,158.0,1.0,2.0,,2.0,,,1.0,,,,62.0,73.0,73.0,62.0,32.0,31.0,31.0,32.0,7.0,4.0,7.0,4.0,1.0,,11.0,9.0,8.0,11.0,0.0,0.0,0.0,0.0,1.0,,,,,2.0
2018-19,987593,1,2018-08-12 16:00:00,"Emirates Stadium, London",59934,Arsenal,Man City,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,9.0,17.0,3.0,8.0,4.0,5.0,2.0,4.0,0.476449,1.71708,0.124,2.7255,,,,,1.0,2.0,,,0.568847,0.393342,,2.0,9.0,9.0,5.0,5.0,21.0,28.0,42.0,47.0,401.0,555.0,320.0,467.0,42.0,58.0,16.0,33.0,22.0,6.0,14.0,5.0,12.0,12.0,23.0,9.0,23.0,9.0,10.0,12.0,3.0,2.0,1.0,1.0,,,9.0,5.0,4.0,16.0,127.0,144.0,6.0,3.0,2.0,,2.7255,0.124,,1.0,,,54.0,34.0,34.0,54.0,14.0,8.0,8.0,14.0,2.0,9.0,2.0,10.0,1.0,1.0,11.0,14.0,13.0,11.0,0.0,0.0,0.0,0.0,,,,,7.0,2.0
2018-19,987594,1,2018-08-11 15:00:00,"Craven Cottage, London",24821,Fulham,Crystal Palace,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,15.0,12.0,6.0,10.0,4.0,,5.0,2.0,,,,,,2.0,,1.0,,1.0,,1.0,,,,2.0,10.0,10.0,7.0,10.0,45.0,21.0,78.0,53.0,672.0,347.0,591.0,258.0,66.3,33.7,19.0,26.0,25.0,21.0,19.0,14.0,15.0,14.0,22.0,30.0,22.0,30.0,9.0,8.0,2.0,4.0,,,1.0,,13.0,9.0,15.0,16.0,144.0,143.0,8.0,6.0,2.0,,,,,1.0,,,55.0,63.0,63.0,55.0,10.0,20.0,20.0,10.0,5.0,5.0,5.0,5.0,2.0,1.0,9.0,11.0,11.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0
2018-19,987595,1,2018-08-11 15:00:00,"Accu Stadium, Huddersfield",24121,Huddersfield,Chelsea,0,3,3,0,L,W,0,2,2,0,0,0,0,0,,3.0,6.0,13.0,1.0,4.0,4.0,3.0,1.0,6.0,,,,,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,,,,2.0,5.0,9.0,2.0,7.0,36.0,18.0,59.0,46.0,372.0,658.0,281.0,582.0,37.2,62.8,12.0,18.0,25.0,12.0,21.0,6.0,16.0,9.0,13.0,21.0,13.0,21.0,13.0,12.0,6.0,1.0,,,,,17.0,6.0,7.0,21.0,145.0,134.0,1.0,1.0,3.0,,,,,1.0,,,60.0,53.0,53.0,60.0,22.0,17.0,17.0,22.0,2.0,5.0,2.0,5.0,1.0,,9.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,1.0
2018-19,987596,1,2018-08-12 13:30:00,"Anfield, Liverpool",53235,Liverpool,West Ham,4,0,0,4,W,L,2,0,0,2,0,0,0,0,4.0,,18.0,5.0,8.0,2.0,7.0,2.0,3.0,1.0,,,,,4.0,,3.0,,2.0,,,,,,3.0,,12.0,4.0,7.0,2.0,40.0,18.0,74.0,32.0,673.0,360.0,606.0,297.0,64.8,35.2,36.0,11.0,19.0,23.0,14.0,14.0,9.0,11.0,8.0,20.0,8.0,20.0,22.0,22.0,1.0,3.0,,,,,7.0,7.0,15.0,11.0,124.0,113.0,2.0,4.0,,4.0,,,1.0,,,,38.0,54.0,54.0,38.0,7.0,10.0,10.0,7.0,5.0,4.0,5.0,4.0,2.0,,14.0,9.0,7.0,14.0,0.0,0.0,0.0,0.0,,,,,5.0,3.0
2018-19,987597,1,2018-08-10 20:00:00,"Old Trafford, Manchester",74439,Man Utd,Leicester,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,8.0,13.0,6.0,4.0,1.0,3.0,1.0,6.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,7.0,9.0,6.0,7.0,16.0,37.0,48.0,61.0,485.0,543.0,399.0,450.0,46.3,53.7,10.0,29.0,26.0,14.0,13.0,11.0,17.0,12.0,37.0,14.0,37.0,14.0,17.0,18.0,5.0,1.0,,,,,9.0,11.0,11.0,17.0,139.0,164.0,3.0,4.0,1.0,2.0,,,,,,,53.0,47.0,47.0,53.0,10.0,13.0,13.0,10.0,2.0,5.0,2.0,5.0,,,11.0,8.0,7.0,11.0,0.0,0.0,0.0,0.0,1.0,,1.0,,4.0,2.0
2018-19,987598,1,2018-08-11 12:30:00,"St. James' Park, Newcastle",51749,Newcastle,Spurs,1,2,2,1,L,W,1,2,2,1,0,0,0,0,1.0,2.0,15.0,15.0,2.0,5.0,8.0,7.0,5.0,3.0,,,,,2.0,4.0,1.0,2.0,1.0,3.0,2.0,,,,1.0,2.0,9.0,11.0,6.0,7.0,28.0,23.0,58.0,59.0,387.0,573.0,268.0,467.0,40.4,59.6,23.0,23.0,15.0,27.0,10.0,16.0,21.0,10.0,17.0,43.0,17.0,43.0,23.0,23.0,3.0,5.0,2.0,,,,4.0,16.0,15.0,10.0,184.0,166.0,3.0,1.0,2.0,1.0,,,,,,,75.0,62.0,62.0,75.0,33.0,21.0,21.0,33.0,3.0,5.0,3.0,5.0,2.0,1.0,11.0,12.0,12.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,
2018-19,987599,1,2018-08-12 13:30:00,"St. Mary's Stadium, Southampton",30784,Southampton,Burnley,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,18.0,16.0,3.0,6.0,6.0,6.0,9.0,4.0,,,,,1.0,1.0,,,1.0,2.0,,,,,,,17.0,10.0,11.0,6.0,30.0,34.0,56.0,70.0,369.0,408.0,280.0,311.0,47.7,52.3,21.0,21.0,16.0,9.0,7.0,7.0,4.0,5.0,31.0,35.0,31.0,35.0,14.0,13.0,4.0,9.0,1.0,,,,3.0,8.0,3.0,8.0,132.0,144.0,6.0,3.0,,,,,1.0,1.0,,,57.0,50.0,50.0,57.0,25.0,28.0,28.0,25.0,8.0,5.0,8.0,5.0,,2.0,10.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0
2018-19,987600,1,2018-08-11 15:00:00,"Vicarage Road, Watford",20051,Watford,Brighton,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,19.0,6.0,5.0,,9.0,5.0,5.0,1.0,,,,,2.0,,,,2.0,,,,,,2.0,,13.0,5.0,7.0,1.0,36.0,19.0,65.0,49.0,437.0,385.0,328.0,297.0,53.2,46.8,28.0,16.0,17.0,17.0,11.0,11.0,11.0,17.0,11.0,26.0,11.0,26.0,14.0,17.0,1.0,5.0,,,,,9.0,8.0,11.0,15.0,159.0,139.0,,3.0,,2.0,,,1.0,,,,55.0,60.0,60.0,55.0,16.0,24.0,24.0,16.0,8.0,2.0,8.0,2.0,2.0,,10.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,,,,,,3.0
2018-19,987601,1,2018-08-11 17:30:00,"Molineux Stadium, Wolverhampton",31231,Wolves,Everton,2,2,2,2,D,D,1,1,1,1,0,1,1,0,2.0,2.0,11.0,8.0,4.0,5.0,5.0,3.0,2.0,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,2.0,5.0,6.0,4.0,3.0,27.0,22.0,70.0,46.0,547.0,409.0,452.0,307.0,57.4,42.6,13.0,18.0,13.0,23.0,7.0,15.0,9.0,11.0,23.0,28.0,23.0,28.0,27.0,23.0,,2.0,1.0,,,,2.0,9.0,14.0,8.0,162.0,152.0,3.0,2.0,2.0,2.0,,,,,,,50.0,55.0,55.0,50.0,21.0,24.0,24.0,21.0,3.0,6.0,3.0,6.0,,1.0,8.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0
