season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,expectedAssists_h,expectedAssists_a,touchesInOppBox_h,touchesInOppBox_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a
2015-16,803250,9,2015-10-17 15:00:00,"The Hawthorns, West Bromwich",24225,West Brom,Sunderland,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,9.0,9.0,2.0,2.0,5.0,1.0,2.0,6.0,,1.0,1.0,,1.0,1.0,,,,,6.0,8.0,1.0,7.0,29.0,28.0,79.0,58.0,452.0,352.0,348.0,256.0,56.2,43.8,9.0,24.0,8.0,15.0,11.0,11.0,18.0,43.0,12.0,34.0,8.0,9.0,5.0,2.0,,,,1.0,7.0,8.0,14.0,6.0,171.0,154.0,2.0,1.0,,1.0,1.0,,,,59.0,62.0,62.0,59.0,29.0,22.0,22.0,29.0,1.0,5.0,1.0,5.0,,2.0,12.0,13.0,13.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,,,,,,,,,
2015-16,803251,9,2015-10-17 15:00:00,"Selhurst Park, London",24812,Crystal Palace,West Ham,1,3,3,1,L,W,1,1,1,1,1,0,0,1,1.0,3.0,6.0,24.0,1.0,4.0,3.0,12.0,2.0,8.0,,4.0,1.0,3.0,,1.0,,1.0,,3.0,5.0,19.0,2.0,9.0,25.0,36.0,70.0,57.0,326.0,516.0,236.0,437.0,38.5,61.5,21.0,27.0,16.0,20.0,26.0,9.0,14.0,20.0,12.0,14.0,18.0,19.0,8.0,2.0,,,,,17.0,6.0,19.0,12.0,150.0,141.0,1.0,,3.0,1.0,,,,,49.0,66.0,66.0,49.0,13.0,13.0,13.0,13.0,1.0,9.0,1.0,9.0,1.0,,9.0,11.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,4.0,,,,,,,,,,
2015-16,803252,10,2015-10-24 15:00:00,"Boleyn Ground, London",34977,West Ham,Chelsea,2,1,1,2,W,L,1,0,0,1,0,1,1,0,2.0,1.0,12.0,9.0,5.0,4.0,4.0,5.0,3.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,9.0,8.0,6.0,3.0,29.0,26.0,58.0,67.0,370.0,457.0,282.0,365.0,45.5,54.5,17.0,18.0,13.0,16.0,16.0,15.0,21.0,27.0,18.0,18.0,8.0,8.0,1.0,3.0,,,,1.0,13.0,11.0,12.0,9.0,145.0,141.0,2.0,3.0,1.0,2.0,,,,,53.0,55.0,55.0,53.0,13.0,15.0,15.0,13.0,7.0,4.0,7.0,4.0,1.0,,10.0,12.0,12.0,10.0,0.0,0.0,0.0,0.0,,,,,4.0,5.0,,,,,,,,,,
2015-16,803253,10,2015-10-24 15:00:00,"King Power Stadium, Leicester",31752,Leicester,Crystal Palace,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,12.0,9.0,3.0,4.0,5.0,3.0,4.0,2.0,1.0,,1.0,,,,1.0,,1.0,,6.0,7.0,3.0,6.0,26.0,33.0,76.0,59.0,426.0,456.0,327.0,347.0,47.7,52.3,21.0,15.0,15.0,12.0,22.0,16.0,38.0,14.0,30.0,12.0,13.0,16.0,2.0,4.0,,,,1.0,9.0,12.0,8.0,13.0,160.0,176.0,4.0,2.0,,1.0,1.0,,,,61.0,57.0,57.0,61.0,20.0,27.0,27.0,20.0,3.0,2.0,3.0,2.0,2.0,,7.0,11.0,9.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,,,,,,,,,
2015-16,803254,10,2015-10-24 17:30:00,"Emirates Stadium, London",59985,Arsenal,Everton,2,1,1,2,W,L,2,1,1,2,0,1,1,0,2.0,1.0,20.0,10.0,5.0,5.0,9.0,3.0,6.0,2.0,3.0,,2.0,,1.0,,2.0,1.0,2.0,1.0,16.0,6.0,10.0,4.0,42.0,14.0,82.0,46.0,527.0,404.0,449.0,322.0,56.2,43.8,20.0,36.0,16.0,27.0,34.0,18.0,14.0,21.0,12.0,17.0,23.0,24.0,2.0,6.0,2.0,1.0,,,18.0,17.0,20.0,12.0,143.0,143.0,4.0,3.0,1.0,2.0,,,,,63.0,71.0,71.0,63.0,13.0,8.0,8.0,13.0,7.0,5.0,7.0,5.0,2.0,1.0,11.0,14.0,13.0,11.0,0.0,0.0,0.0,0.0,,,,,,2.0,,,,,,,,,,
2015-16,803255,10,2015-10-25 14:05:00,"Old Trafford, Manchester",75329,Man Utd,Man City,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,6.0,6.0,1.0,1.0,2.0,2.0,3.0,3.0,,,,,,,1.0,,,,5.0,4.0,3.0,2.0,33.0,17.0,79.0,56.0,543.0,386.0,446.0,279.0,58.7,41.3,19.0,28.0,14.0,17.0,14.0,15.0,24.0,30.0,17.0,25.0,20.0,18.0,3.0,3.0,,,,,8.0,13.0,16.0,12.0,170.0,154.0,1.0,1.0,,,1.0,1.0,,,67.0,66.0,66.0,67.0,23.0,15.0,15.0,23.0,6.0,4.0,6.0,4.0,1.0,,17.0,13.0,13.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2015-16,803256,10,2015-10-25 12:00:00,"Stadium of Light, Sunderland",47653,Sunderland,Newcastle,3,0,0,3,W,L,1,0,0,1,0,1,1,0,3.0,,9.0,21.0,3.0,8.0,1.0,8.0,5.0,5.0,2.0,,3.0,,,1.0,1.0,,2.0,,8.0,16.0,7.0,10.0,25.0,37.0,75.0,66.0,311.0,456.0,220.0,364.0,39.7,60.3,14.0,19.0,9.0,13.0,14.0,10.0,25.0,9.0,18.0,5.0,15.0,16.0,5.0,4.0,,,,,15.0,5.0,6.0,4.0,140.0,149.0,8.0,,,3.0,1.0,,,,42.0,60.0,60.0,42.0,17.0,14.0,14.0,17.0,1.0,10.0,1.0,10.0,,1.0,12.0,10.0,7.0,12.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,1.0,,,,,,,,,,
2015-16,803257,10,2015-10-25 16:15:00,"Anfield, Liverpool",44171,Liverpool,Southampton,1,1,1,1,D,D,0,0,0,0,0,1,1,0,1.0,1.0,15.0,8.0,2.0,3.0,8.0,3.0,5.0,2.0,,3.0,,1.0,,2.0,,,1.0,1.0,13.0,8.0,6.0,4.0,36.0,41.0,82.0,64.0,586.0,383.0,484.0,279.0,60.3,39.7,23.0,29.0,18.0,18.0,15.0,23.0,24.0,33.0,20.0,25.0,23.0,23.0,2.0,5.0,1.0,,,,6.0,14.0,19.0,11.0,170.0,167.0,2.0,1.0,1.0,1.0,,,,,62.0,63.0,63.0,62.0,15.0,20.0,20.0,15.0,10.0,7.0,10.0,7.0,,2.0,8.0,11.0,11.0,8.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,,,,,,,,,
2015-16,803258,10,2015-10-24 15:00:00,"Villa Park, Birmingham",33324,Aston Villa,Swansea,1,2,2,1,L,W,0,0,0,0,0,0,0,0,1.0,2.0,9.0,10.0,3.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,,,1.0,1.0,8.0,8.0,3.0,4.0,27.0,21.0,47.0,53.0,377.0,419.0,273.0,317.0,47.9,52.1,14.0,16.0,11.0,11.0,19.0,19.0,18.0,22.0,15.0,17.0,24.0,21.0,1.0,1.0,,,,,6.0,15.0,6.0,8.0,166.0,160.0,2.0,2.0,2.0,1.0,,,,,58.0,54.0,54.0,58.0,22.0,22.0,22.0,22.0,4.0,6.0,4.0,6.0,,1.0,10.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,,4.0,,,,,,,,,,
2015-16,803259,10,2015-10-25 14:05:00,"Vitality Stadium, Bournemouth",11332,Bournemouth,Spurs,1,5,5,1,L,W,1,3,3,1,0,0,0,0,1.0,5.0,11.0,15.0,3.0,10.0,6.0,2.0,2.0,3.0,,1.0,,5.0,,,1.0,1.0,1.0,1.0,9.0,8.0,4.0,7.0,25.0,29.0,44.0,60.0,401.0,489.0,302.0,402.0,45.8,54.2,29.0,24.0,23.0,17.0,19.0,26.0,19.0,24.0,15.0,19.0,14.0,14.0,3.0,3.0,,,2.0,1.0,6.0,8.0,19.0,19.0,158.0,151.0,5.0,1.0,5.0,1.0,,,,,63.0,57.0,57.0,63.0,12.0,19.0,19.0,12.0,4.0,5.0,4.0,5.0,2.0,2.0,8.0,15.0,14.0,8.0,0.0,0.0,0.0,0.0,,1.0,,1.0,3.0,5.0,,,,,,,,,,
2015-16,803260,10,2015-10-24 15:00:00,"bet365 Stadium, Stoke",27587,Stoke,Watford,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,11.0,13.0,,3.0,8.0,5.0,3.0,5.0,2.0,1.0,,,2.0,1.0,,2.0,,2.0,8.0,9.0,,7.0,33.0,27.0,61.0,59.0,526.0,269.0,440.0,188.0,66.2,33.8,19.0,20.0,16.0,18.0,12.0,20.0,17.0,25.0,13.0,21.0,17.0,18.0,5.0,3.0,,,1.0,,3.0,7.0,10.0,11.0,158.0,141.0,1.0,,2.0,,,1.0,,,54.0,45.0,45.0,54.0,13.0,13.0,13.0,13.0,11.0,5.0,11.0,5.0,,,10.0,18.0,17.0,10.0,0.0,0.0,0.0,0.0,,,,,8.0,,,,,,,,16.0,13.0,,
2015-16,803261,10,2015-10-24 15:00:00,"Carrow Road, Norwich",26983,Norwich,West Brom,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,16.0,7.0,3.0,4.0,9.0,3.0,4.0,,1.0,3.0,,1.0,1.0,2.0,,,,1.0,10.0,5.0,3.0,2.0,43.0,24.0,59.0,71.0,466.0,316.0,377.0,196.0,60.6,39.4,8.0,10.0,7.0,9.0,8.0,23.0,45.0,44.0,38.0,37.0,11.0,11.0,,4.0,,,,,5.0,10.0,7.0,8.0,167.0,169.0,3.0,3.0,1.0,,,1.0,,,48.0,50.0,50.0,48.0,24.0,25.0,25.0,24.0,13.0,3.0,13.0,3.0,,,11.0,6.0,6.0,11.0,0.0,0.0,0.0,0.0,,,,,4.0,,,,,,,,,,,
2015-16,803262,11,2015-10-31 15:00:00,"Swansea.com Stadium, Swansea",20937,Swansea,Arsenal,0,3,3,0,L,W,0,0,0,0,0,0,0,0,,3.0,7.0,14.0,3.0,5.0,1.0,7.0,3.0,2.0,1.0,3.0,,3.0,1.0,1.0,,1.0,,2.0,5.0,11.0,3.0,5.0,26.0,20.0,49.0,59.0,550.0,461.0,469.0,385.0,54.2,45.8,9.0,16.0,8.0,13.0,9.0,21.0,10.0,19.0,6.0,17.0,26.0,27.0,1.0,3.0,,1.0,1.0,,14.0,10.0,11.0,5.0,139.0,119.0,2.0,3.0,3.0,,,1.0,,,37.0,54.0,54.0,37.0,11.0,12.0,12.0,11.0,4.0,4.0,4.0,4.0,1.0,1.0,12.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,,,,,,,,,
2015-16,803263,11,2015-11-02 20:00:00,"White Hart Lane, London",34882,Spurs,Aston Villa,3,1,1,3,W,L,2,0,0,2,0,0,0,0,3.0,1.0,17.0,13.0,6.0,2.0,4.0,5.0,7.0,6.0,1.0,,1.0,,,,,1.0,2.0,,12.0,8.0,9.0,4.0,28.0,22.0,78.0,57.0,530.0,325.0,432.0,220.0,61.3,38.7,21.0,24.0,17.0,17.0,19.0,19.0,31.0,24.0,25.0,19.0,5.0,5.0,5.0,7.0,,,1.0,1.0,12.0,9.0,13.0,5.0,158.0,165.0,1.0,3.0,1.0,3.0,,,,,62.0,60.0,60.0,62.0,19.0,20.0,20.0,19.0,4.0,3.0,4.0,3.0,1.0,2.0,6.0,15.0,13.0,4.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,0.956201,0.490963,1.8485,0.4662,0.482365,0.205785,23.0,8.0,0.4662,1.8485
2015-16,803264,11,2015-11-01 16:00:00,"St. Mary's Stadium, Southampton",31229,Southampton,Bournemouth,2,0,0,2,W,L,2,0,0,2,1,0,0,1,2.0,,11.0,16.0,2.0,2.0,4.0,9.0,5.0,5.0,1.0,,1.0,,,,,,2.0,,8.0,11.0,5.0,4.0,27.0,31.0,64.0,51.0,479.0,514.0,400.0,425.0,48.5,51.5,21.0,18.0,15.0,10.0,19.0,12.0,28.0,21.0,15.0,20.0,16.0,16.0,5.0,5.0,,,,,7.0,4.0,9.0,15.0,143.0,146.0,2.0,,,2.0,1.0,,,,49.0,44.0,44.0,49.0,19.0,14.0,14.0,19.0,4.0,6.0,4.0,6.0,,,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,
2015-16,803265,11,2015-10-31 15:00:00,"The Hawthorns, West Bromwich",24150,West Brom,Leicester,2,3,3,2,L,W,1,0,0,1,0,0,0,0,2.0,3.0,14.0,13.0,6.0,5.0,5.0,3.0,3.0,5.0,,3.0,1.0,3.0,,1.0,,1.0,1.0,2.0,10.0,10.0,5.0,8.0,28.0,27.0,63.0,78.0,330.0,370.0,236.0,258.0,47.7,52.3,12.0,25.0,8.0,19.0,12.0,16.0,27.0,27.0,21.0,19.0,20.0,23.0,5.0,3.0,,,,,2.0,16.0,23.0,4.0,164.0,167.0,2.0,4.0,3.0,2.0,,,,,67.0,53.0,53.0,67.0,28.0,23.0,23.0,28.0,6.0,4.0,6.0,4.0,,,3.0,11.0,11.0,3.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,
2015-16,803266,11,2015-10-31 12:45:00,"Stamford Bridge, London",41577,Chelsea,Liverpool,1,3,3,1,L,W,1,1,1,1,0,0,0,0,1.0,3.0,8.0,16.0,2.0,7.0,2.0,5.0,4.0,4.0,,,,,,,,,,3.0,4.0,12.0,3.0,9.0,22.0,32.0,80.0,67.0,418.0,567.0,326.0,467.0,42.6,57.4,35.0,27.0,27.0,20.0,17.0,10.0,19.0,16.0,11.0,15.0,27.0,26.0,4.0,4.0,2.0,1.0,,,9.0,11.0,19.0,26.0,164.0,169.0,4.0,1.0,3.0,1.0,,,,,79.0,58.0,58.0,79.0,14.0,13.0,13.0,14.0,1.0,7.0,1.0,7.0,,,9.0,21.0,21.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,,,,,,,,,
2015-16,803267,11,2015-10-31 15:00:00,"Selhurst Park, London",24854,Crystal Palace,Man Utd,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,10.0,5.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,,,,1.0,,1.0,,,,5.0,3.0,3.0,1.0,28.0,34.0,64.0,55.0,355.0,456.0,271.0,375.0,44.6,55.4,20.0,23.0,14.0,22.0,18.0,15.0,13.0,28.0,12.0,21.0,10.0,10.0,2.0,2.0,,1.0,,,5.0,10.0,6.0,13.0,150.0,142.0,1.0,5.0,,,1.0,1.0,,,59.0,54.0,54.0,59.0,15.0,15.0,15.0,15.0,7.0,3.0,7.0,3.0,1.0,1.0,12.0,15.0,14.0,12.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,
2015-16,803268,11,2015-10-31 15:00:00,"Etihad Stadium, Manchester",53418,Man City,Norwich,2,1,1,2,W,L,0,0,0,0,0,1,1,0,2.0,1.0,21.0,5.0,5.0,3.0,10.0,1.0,6.0,1.0,1.0,,1.0,1.0,2.0,,,,1.0,,16.0,3.0,7.0,2.0,42.0,22.0,109.0,42.0,722.0,296.0,648.0,215.0,70.8,29.2,16.0,15.0,10.0,9.0,5.0,14.0,27.0,33.0,23.0,23.0,16.0,16.0,1.0,5.0,,1.0,1.0,1.0,8.0,8.0,14.0,8.0,135.0,130.0,2.0,3.0,1.0,2.0,,,,,57.0,37.0,37.0,57.0,21.0,10.0,10.0,21.0,12.0,4.0,12.0,4.0,,1.0,4.0,13.0,12.0,4.0,0.0,0.0,0.0,0.0,2.0,,1.0,,4.0,,,,,,,,,,,
2015-16,803269,11,2015-10-31 15:00:00,"St. James' Park, Newcastle",47139,Newcastle,Stoke,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,15.0,9.0,6.0,2.0,5.0,6.0,4.0,1.0,1.0,2.0,,,1.0,2.0,1.0,,,,14.0,7.0,9.0,3.0,40.0,27.0,62.0,47.0,412.0,388.0,336.0,306.0,52.3,47.7,15.0,16.0,13.0,12.0,13.0,9.0,10.0,18.0,10.0,12.0,11.0,11.0,1.0,4.0,,,,,8.0,9.0,5.0,6.0,131.0,135.0,2.0,6.0,,,1.0,1.0,,,52.0,38.0,38.0,52.0,13.0,8.0,8.0,13.0,11.0,4.0,11.0,4.0,1.0,,6.0,16.0,15.0,6.0,0.0,0.0,0.0,0.0,,,,,4.0,5.0,,,,,,,,,,
2015-16,803270,11,2015-11-01 13:30:00,"Goodison Park, Liverpool",36617,Everton,Sunderland,6,2,2,6,W,L,2,1,1,2,0,0,0,0,6.0,2.0,15.0,17.0,8.0,9.0,5.0,3.0,2.0,5.0,4.0,,4.0,,,1.0,,2.0,5.0,2.0,14.0,12.0,9.0,10.0,36.0,31.0,78.0,64.0,687.0,326.0,619.0,254.0,67.4,32.6,8.0,19.0,5.0,13.0,9.0,17.0,21.0,26.0,16.0,19.0,8.0,8.0,5.0,1.0,,,1.0,,13.0,7.0,10.0,4.0,124.0,111.0,7.0,3.0,2.0,6.0,,,,1.0,32.0,50.0,50.0,32.0,12.0,13.0,13.0,12.0,6.0,1.0,6.0,1.0,,,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,,,,,,,,,
2015-16,803271,11,2015-10-31 15:00:00,"Vicarage Road, Watford",20598,Watford,West Ham,2,0,0,2,W,L,1,0,0,1,0,1,1,0,2.0,,20.0,8.0,5.0,3.0,6.0,5.0,9.0,,1.0,,1.0,,1.0,1.0,,1.0,,,13.0,6.0,8.0,3.0,28.0,24.0,80.0,47.0,400.0,397.0,303.0,317.0,50.6,49.4,17.0,15.0,13.0,11.0,8.0,13.0,25.0,39.0,19.0,29.0,18.0,18.0,,9.0,1.0,,,2.0,6.0,9.0,9.0,7.0,149.0,138.0,3.0,3.0,,2.0,1.0,,,,49.0,58.0,58.0,49.0,12.0,24.0,24.0,12.0,7.0,2.0,7.0,2.0,1.0,1.0,16.0,12.0,11.0,14.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,,,,,,,,,
2015-16,803272,12,2015-11-07 17:30:00,"bet365 Stadium, Stoke",27550,Stoke,Chelsea,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,8.0,19.0,2.0,4.0,5.0,8.0,1.0,7.0,1.0,,1.0,,,,,1.0,1.0,,8.0,12.0,3.0,6.0,20.0,38.0,37.0,72.0,282.0,488.0,195.0,399.0,36.8,63.2,15.0,19.0,9.0,15.0,16.0,14.0,21.0,12.0,13.0,8.0,16.0,16.0,7.0,1.0,,,,,15.0,8.0,5.0,8.0,153.0,146.0,4.0,1.0,,1.0,1.0,,,,47.0,51.0,51.0,47.0,15.0,7.0,7.0,15.0,1.0,9.0,1.0,9.0,,,13.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,,,
2015-16,803273,12,2015-11-08 16:00:00,"Anfield, Liverpool",44115,Liverpool,Crystal Palace,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,22.0,9.0,4.0,4.0,9.0,4.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,18.0,5.0,10.0,3.0,56.0,21.0,54.0,52.0,499.0,287.0,408.0,191.0,63.8,36.2,28.0,25.0,22.0,20.0,11.0,17.0,19.0,40.0,11.0,24.0,16.0,18.0,1.0,8.0,2.0,,1.0,,15.0,17.0,15.0,16.0,173.0,181.0,2.0,3.0,2.0,1.0,,,,,69.0,57.0,57.0,69.0,18.0,10.0,10.0,18.0,14.0,6.0,14.0,6.0,1.0,1.0,7.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,,,,,,,,,
2015-16,803274,12,2015-11-07 15:00:00,"Boleyn Ground, London",34977,West Ham,Everton,1,1,1,1,D,D,1,1,1,1,0,0,0,0,1.0,1.0,16.0,13.0,4.0,4.0,8.0,6.0,4.0,3.0,,1.0,,1.0,,,,,,1.0,14.0,10.0,7.0,6.0,26.0,26.0,48.0,67.0,435.0,427.0,379.0,361.0,50.8,49.2,18.0,10.0,14.0,8.0,15.0,7.0,16.0,24.0,11.0,19.0,10.0,10.0,3.0,4.0,,,,,15.0,12.0,3.0,7.0,103.0,114.0,3.0,3.0,1.0,1.0,,,,,54.0,39.0,39.0,54.0,12.0,6.0,6.0,12.0,3.0,5.0,3.0,5.0,,2.0,11.0,12.0,12.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,,,
2015-16,803275,12,2015-11-08 13:30:00,"Villa Park, Birmingham",36757,Aston Villa,Man City,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,3.0,13.0,,3.0,3.0,5.0,,5.0,,3.0,,,,3.0,,2.0,,,2.0,9.0,,5.0,11.0,38.0,56.0,65.0,410.0,578.0,323.0,492.0,40.7,59.3,7.0,16.0,6.0,9.0,18.0,10.0,30.0,17.0,24.0,15.0,11.0,12.0,5.0,,,,,,5.0,16.0,7.0,5.0,142.0,139.0,3.0,,,,1.0,1.0,,,42.0,47.0,47.0,42.0,12.0,19.0,19.0,12.0,3.0,8.0,3.0,8.0,,,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,
2015-16,803276,12,2015-11-07 12:45:00,"Vitality Stadium, Bournemouth",11155,Bournemouth,Newcastle,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,20.0,2.0,5.0,1.0,8.0,1.0,7.0,,1.0,,,,1.0,1.0,1.0,,,1.0,16.0,1.0,9.0,1.0,53.0,9.0,72.0,55.0,582.0,300.0,501.0,210.0,67.3,32.7,22.0,27.0,15.0,18.0,13.0,15.0,6.0,36.0,5.0,31.0,28.0,28.0,,7.0,,1.0,,,6.0,9.0,15.0,12.0,165.0,141.0,,5.0,1.0,,,1.0,,,55.0,55.0,55.0,55.0,13.0,14.0,14.0,13.0,16.0,,16.0,,2.0,1.0,9.0,11.0,11.0,9.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,,,,,,,,,
2015-16,803277,12,2015-11-07 15:00:00,"Stadium of Light, Sunderland",41781,Sunderland,Southampton,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,9.0,14.0,3.0,5.0,5.0,5.0,1.0,4.0,,1.0,,1.0,,1.0,,,,,4.0,9.0,2.0,4.0,24.0,48.0,77.0,81.0,314.0,551.0,206.0,431.0,35.8,64.2,13.0,14.0,11.0,13.0,17.0,13.0,52.0,34.0,45.0,29.0,15.0,15.0,4.0,1.0,,,,,3.0,5.0,7.0,11.0,164.0,179.0,3.0,3.0,1.0,,,1.0,,,53.0,55.0,55.0,53.0,24.0,29.0,29.0,24.0,3.0,7.0,3.0,7.0,1.0,,10.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,5.0,,,,,,,,,,
2015-16,803278,12,2015-11-07 15:00:00,"Carrow Road, Norwich",27029,Norwich,Swansea,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,9.0,8.0,5.0,,4.0,7.0,,1.0,2.0,,1.0,,1.0,,,1.0,1.0,,6.0,8.0,4.0,1.0,22.0,27.0,59.0,72.0,338.0,706.0,277.0,627.0,32.9,67.1,11.0,12.0,8.0,10.0,11.0,13.0,13.0,15.0,9.0,11.0,11.0,11.0,1.0,,,,,,6.0,6.0,6.0,9.0,110.0,122.0,,4.0,,1.0,1.0,,,,35.0,43.0,43.0,35.0,11.0,14.0,14.0,11.0,5.0,2.0,5.0,2.0,1.0,,12.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,,,,,,,,,
2015-16,803279,12,2015-11-08 16:00:00,"Emirates Stadium, London",60060,Arsenal,Spurs,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,10.0,14.0,4.0,4.0,5.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,,1.0,,1.0,1.0,10.0,10.0,5.0,6.0,37.0,25.0,68.0,55.0,458.0,383.0,344.0,289.0,54.9,45.1,35.0,22.0,25.0,15.0,13.0,14.0,20.0,35.0,16.0,26.0,28.0,29.0,3.0,1.0,1.0,,,1.0,16.0,5.0,16.0,19.0,181.0,171.0,3.0,3.0,1.0,1.0,,,,,68.0,63.0,63.0,68.0,12.0,16.0,16.0,12.0,7.0,6.0,7.0,6.0,3.0,1.0,12.0,17.0,16.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,,,,,,,,
2015-16,803280,12,2015-11-07 15:00:00,"King Power Stadium, Leicester",32029,Leicester,Watford,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,12.0,8.0,6.0,4.0,4.0,4.0,2.0,,,,1.0,1.0,,,,1.0,,,8.0,5.0,6.0,1.0,26.0,23.0,75.0,99.0,376.0,556.0,264.0,410.0,41.3,58.7,15.0,13.0,10.0,7.0,31.0,16.0,23.0,26.0,17.0,25.0,31.0,29.0,,2.0,,1.0,,1.0,6.0,10.0,5.0,8.0,173.0,192.0,3.0,4.0,1.0,2.0,,,,,45.0,42.0,42.0,45.0,11.0,13.0,13.0,11.0,4.0,2.0,4.0,2.0,1.0,,11.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,
