season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,backwardPass,bigChanceCreated,bigChanceMissed,fwdPass,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,penaltySave,attOneOnOne,contentiousDecision,saves,attemptedTackleFoul,blockedPass,putThrough,subsGoals,successfulPutThrough,ptsDroppedWinningPos,ptsGainedLosingPos,attLgRight,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,keeperGoals,totalDistance,winningGoal
2011-12,360626,16.0,2011-12-18 15:00:00,56,Sunderland,Away,113.0,11.0,,4.0,4.0,6.0,,159.0,5.0,2.0,2.0,11.0,23.0,24.0,268.0,,1.0,11.0,10.0,9.0,6.0,,,,,,,1.0,1.0,,,,,,7.0,,,,,,,10.0,9.0,,,,63.0,,4.0,1.0,6.0,,,7.0,7.0,,16.0,1.0,46.0,50.0,4.0,14.0,6.0,,,93.0,8.0,5.0,,,5.0,3.0,1.0,,,,,,,13.0,,,,1.0,,,,,7.0,,28.0,23.0,3.0,2.0,87.0,38.0,6.0,,3.0,3.0,4.0,,,,7.0,,75.0,61.0,19.0,,,,,170.0,165.0,3.0,32.0,23.0,39.7,,1.0,0.0,,,,2.0,1.0,,2.0,,3.0,,3.0,71.0,,6.0,137.0,30.0,19.0,9.0,,17.0,17.0,,127.0,16.0,247.0,1.0,2.0,31.0,26.0,53.0,3.0,367.0,,0.0,8.0,33.0,2.0,19.0,2.0,581.0,,3.0,,28.0,0.0,65.0,1.0,1.0,137.0,88.0,1.0,77.0,11.0,,,,,,,,,,,,,,,,,,,,
2011-12,360629,17.0,2011-12-21 20:00:00,56,Sunderland,Away,77.0,7.0,6.0,8.0,2.0,5.0,1.0,122.0,3.0,,1.0,7.0,18.0,18.0,191.0,,,20.0,26.0,25.0,10.0,1.0,,5.0,,,,,1.0,,,,,,9.0,,,,1.0,,2.0,11.0,10.0,,,,53.0,1.0,1.0,8.0,5.0,1.0,11.0,9.0,4.0,1.0,16.0,2.0,63.0,72.0,1.0,16.0,6.0,1.0,,80.0,12.0,10.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,,10.0,,,1.0,2.0,,,,1.0,16.0,1.0,26.0,25.0,1.0,1.0,91.0,32.0,8.0,1.0,5.0,8.0,6.0,,,,9.0,,51.0,37.0,16.0,,,,,200.0,173.0,2.0,22.0,13.0,42.8,1.0,,0.0,,,,1.0,3.0,,1.0,5.0,5.0,1.0,2.0,58.0,,13.0,95.0,20.0,43.0,15.0,11.0,25.0,14.0,5.0,114.0,14.0,224.0,3.0,,28.0,20.0,53.0,4.0,294.0,,0.0,19.0,27.0,,30.0,2.0,572.0,,10.0,11.0,20.0,0.0,48.0,2.0,2.0,135.0,60.0,1.0,51.0,10.0,,,,,,,,,,,,,,,,,,,,
2011-12,360646,18.0,2011-12-26 15:00:00,56,Sunderland,Home,112.0,18.0,1.0,5.0,4.0,2.0,,169.0,2.0,,1.0,15.0,14.0,42.0,276.0,,,15.0,20.0,10.0,8.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,,1.0,8.0,3.0,,,,53.0,,2.0,7.0,1.0,,5.0,7.0,4.0,,10.0,2.0,42.0,43.0,2.0,13.0,11.0,,,88.0,7.0,14.0,,,,,2.0,1.0,,1.0,1.0,,,10.0,,,,1.0,,,,1.0,16.0,,20.0,13.0,1.0,1.0,96.0,51.0,6.0,1.0,3.0,7.0,2.0,,,,3.0,,45.0,58.0,28.0,1.0,1.0,1.0,,190.0,179.0,1.0,23.0,19.0,48.3,,,0.0,,,,1.0,,,,1.0,3.0,,3.0,78.0,,10.0,137.0,41.0,24.0,8.0,5.0,19.0,14.0,,131.0,8.0,258.0,1.0,,45.0,14.0,79.0,5.0,376.0,,0.0,12.0,16.0,,24.0,0.0,578.0,,3.0,5.0,12.0,0.0,65.0,,,161.0,71.0,1.0,79.0,27.0,,,,,,,,,,,,,,,,,,,,
2011-12,360656,19.0,2012-01-01 15:00:00,56,Sunderland,Home,82.0,9.0,,,,2.0,,124.0,5.0,,1.0,11.0,8.0,19.0,206.0,,1.0,22.0,12.0,8.0,5.0,1.0,,,,,,,,,,,,,6.0,,,,,,,14.0,13.0,,,,56.0,1.0,2.0,2.0,10.0,,1.0,5.0,5.0,,10.0,3.0,49.0,38.0,2.0,27.0,10.0,,,47.0,7.0,6.0,1.0,,1.0,,,1.0,,1.0,1.0,,,15.0,,,1.0,1.0,,,,,13.0,,18.0,14.0,5.0,1.0,87.0,39.0,10.0,,3.0,4.0,3.0,,,,6.0,,56.0,59.0,11.0,,,,,171.0,148.0,,25.0,23.0,31.2,,2.0,0.0,,,,3.0,2.0,,1.0,,3.0,,3.0,52.0,,7.0,102.0,21.0,50.0,14.0,1.0,11.0,10.0,,87.0,11.0,202.0,1.0,,30.0,9.0,47.0,,293.0,,0.0,8.0,20.0,1.0,27.0,2.0,513.0,,4.0,1.0,16.0,0.0,42.0,3.0,2.0,119.0,61.0,3.0,71.0,12.0,,,,,,,,,,,,,,,,,,,,
2011-12,360667,20.0,2012-01-03 19:45:00,56,Sunderland,Away,129.0,20.0,2.0,7.0,6.0,,1.0,124.0,6.0,1.0,3.0,4.0,15.0,30.0,246.0,,,9.0,5.0,3.0,6.0,1.0,,1.0,1.0,,,,1.0,,,,,,9.0,,,,,,1.0,7.0,16.0,,,,47.0,2.0,4.0,3.0,7.0,1.0,6.0,12.0,3.0,,8.0,1.0,30.0,36.0,4.0,10.0,4.0,,,47.0,7.0,10.0,,,2.0,1.0,1.0,1.0,,1.0,1.0,,,13.0,,,3.0,1.0,,,,1.0,10.0,,21.0,17.0,3.0,3.0,75.0,37.0,9.0,4.0,2.0,6.0,6.0,,,,7.0,,46.0,45.0,6.0,,,,,123.0,112.0,3.0,26.0,10.0,36.6,,,0.0,,,,1.0,3.0,,,1.0,2.0,,3.0,51.0,,8.0,145.0,35.0,21.0,12.0,6.0,21.0,16.0,1.0,77.0,6.0,188.0,1.0,1.0,17.0,15.0,55.0,2.0,312.0,,0.0,11.0,15.0,,11.0,0.0,485.0,,8.0,6.0,13.0,0.0,60.0,3.0,2.0,116.0,73.0,1.0,63.0,8.0,,,,,,,,,,,,,,,,,,,,
2011-12,360671,21.0,2012-01-14 15:00:00,56,Sunderland,Away,143.0,15.0,1.0,6.0,5.0,1.0,,133.0,4.0,2.0,3.0,15.0,14.0,37.0,270.0,,,17.0,13.0,6.0,8.0,,,1.0,,,,1.0,1.0,,,,,,8.0,,,,,,,12.0,13.0,,,,52.0,,3.0,1.0,11.0,,2.0,8.0,9.0,,13.0,4.0,50.0,45.0,3.0,10.0,6.0,,,65.0,9.0,9.0,,,2.0,2.0,1.0,,,,,,,14.0,,,,1.0,,,,,11.0,,16.0,11.0,4.0,3.0,78.0,42.0,8.0,,5.0,3.0,3.0,,,,6.0,,52.0,37.0,22.0,,,,,143.0,133.0,2.0,21.0,19.0,39.8,,,0.0,,,,2.0,4.0,,1.0,1.0,5.0,,3.0,51.0,,8.0,166.0,29.0,20.0,13.0,2.0,21.0,19.0,1.0,89.0,7.0,205.0,1.0,2.0,29.0,15.0,63.0,,350.0,,0.0,9.0,21.0,1.0,20.0,1.0,538.0,,9.0,2.0,17.0,0.0,56.0,3.0,3.0,129.0,86.0,,79.0,8.0,,,,,,,,,,,,,,,,,,,,
2011-12,360687,22.0,2012-01-21 15:00:00,56,Sunderland,Home,73.0,16.0,,4.0,4.0,1.0,,133.0,9.0,2.0,1.0,5.0,8.0,12.0,202.0,,,12.0,6.0,3.0,6.0,2.0,,3.0,,,,,,,,,,,13.0,,,,,1.0,1.0,5.0,11.0,,,,64.0,,2.0,6.0,14.0,,2.0,7.0,6.0,,9.0,2.0,45.0,42.0,2.0,12.0,6.0,,,59.0,10.0,6.0,,1.0,1.0,1.0,,2.0,,1.0,2.0,,,14.0,,,2.0,,,,,,9.0,1.0,22.0,15.0,3.0,1.0,72.0,31.0,4.0,2.0,3.0,7.0,3.0,,,,6.0,,47.0,52.0,17.0,,,,,152.0,142.0,5.0,28.0,26.0,30.9,1.0,,0.0,,,,2.0,1.0,,1.0,3.0,6.0,,3.0,59.0,,10.0,95.0,36.0,22.0,11.0,1.0,15.0,14.0,3.0,101.0,6.0,208.0,1.0,2.0,26.0,8.0,39.0,1.0,288.0,,0.0,15.0,28.0,,20.0,0.0,489.0,,5.0,2.0,23.0,0.0,47.0,1.0,1.0,132.0,53.0,2.0,56.0,13.0,,,,,,,,,,,,,,,,,,,,
2011-12,360691,23.0,2012-02-01 20:00:00,56,Sunderland,Home,98.0,16.0,1.0,5.0,4.0,4.0,1.0,190.0,6.0,1.0,2.0,11.0,27.0,28.0,283.0,,,21.0,31.0,12.0,9.0,1.0,,1.0,,,,,,,,,,,10.0,,,,,,1.0,6.0,8.0,,,,54.0,1.0,1.0,4.0,2.0,,3.0,5.0,7.0,,11.0,1.0,58.0,62.0,1.0,18.0,11.0,,,83.0,6.0,14.0,1.0,,3.0,3.0,,1.0,,1.0,1.0,,,12.0,,,2.0,,,,,,19.0,,18.0,14.0,,2.0,82.0,38.0,6.0,1.0,3.0,8.0,5.0,,,,4.0,,83.0,76.0,19.0,,,,,188.0,171.0,1.0,23.0,25.0,49.1,,3.0,0.0,,,,1.0,1.0,,,1.0,3.0,,3.0,89.0,,11.0,129.0,36.0,35.0,18.0,3.0,18.0,15.0,1.0,137.0,17.0,284.0,1.0,1.0,39.0,29.0,52.0,3.0,395.0,,0.0,12.0,26.0,,31.0,1.0,602.0,,10.0,3.0,19.0,0.0,61.0,1.0,1.0,161.0,78.0,2.0,95.0,6.0,,,,,,,,,,,,,,,,,,,,
2011-12,360706,24.0,2012-02-04 15:00:00,56,Sunderland,Away,129.0,10.0,1.0,4.0,3.0,,,123.0,4.0,1.0,,7.0,20.0,23.0,248.0,,,15.0,15.0,12.0,2.0,1.0,,,,,,,,,,,,,4.0,,,,,,,3.0,6.0,,,,60.0,1.0,1.0,2.0,3.0,,5.0,6.0,5.0,,16.0,2.0,44.0,53.0,1.0,19.0,12.0,,,65.0,7.0,11.0,,,1.0,1.0,,1.0,,1.0,1.0,,,13.0,,,1.0,1.0,,,,1.0,19.0,,23.0,13.0,1.0,,101.0,34.0,5.0,1.0,2.0,2.0,1.0,,,,3.0,,56.0,48.0,13.0,,,,,219.0,200.0,,28.0,25.0,51.1,,2.0,0.0,,,,1.0,2.0,,,,3.0,,1.0,47.0,,4.0,160.0,26.0,38.0,8.0,5.0,17.0,12.0,,96.0,13.0,224.0,2.0,1.0,47.0,20.0,70.0,2.0,367.0,,0.0,6.0,26.0,,31.0,1.0,590.0,,4.0,5.0,20.0,0.0,63.0,2.0,1.0,162.0,65.0,3.0,77.0,18.0,,,,,,,,,,,,,,,,,,,,
2011-12,360715,25.0,2012-02-11 15:00:00,56,Sunderland,Home,121.0,10.0,3.0,4.0,1.0,2.0,,102.0,,,1.0,3.0,2.0,16.0,219.0,,,15.0,15.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,7.0,,,,,,1.0,6.0,8.0,,,,38.0,,6.0,3.0,9.0,,7.0,10.0,2.0,,6.0,1.0,57.0,36.0,6.0,14.0,12.0,,,53.0,9.0,8.0,,,3.0,,,,,,,,,7.0,,,1.0,2.0,,,,,22.0,,14.0,12.0,1.0,1.0,58.0,24.0,3.0,1.0,1.0,1.0,3.0,,,,6.0,,51.0,38.0,9.0,,,,,157.0,137.0,,19.0,15.0,30.6,,1.0,0.0,,,,2.0,,,,,4.0,,1.0,44.0,,2.0,140.0,24.0,34.0,23.0,7.0,19.0,12.0,,81.0,5.0,169.0,2.0,,26.0,2.0,42.0,2.0,290.0,,0.0,10.0,21.0,,24.0,2.0,485.0,,5.0,7.0,15.0,0.0,46.0,,,120.0,61.0,1.0,63.0,8.0,,,,,,,,,,,,,,,,,,,,
2011-12,360727,26.0,2012-02-25 15:00:00,56,Sunderland,Away,160.0,11.0,,2.0,2.0,3.0,1.0,132.0,2.0,,1.0,5.0,1.0,24.0,290.0,,,17.0,8.0,7.0,8.0,,,1.0,,,,,,,,,,,9.0,,,,,,1.0,13.0,7.0,,,,54.0,,7.0,2.0,12.0,,,11.0,9.0,,8.0,4.0,45.0,38.0,7.0,19.0,9.0,,1.0,56.0,8.0,6.0,,1.0,1.0,1.0,,,,,,,,5.0,,,,2.0,,,,,18.0,,12.0,12.0,,1.0,83.0,42.0,7.0,,4.0,4.0,3.0,,,,4.0,,43.0,56.0,11.0,,,,,164.0,145.0,2.0,28.0,20.0,39.4,,1.0,0.0,,,,3.0,3.0,,1.0,1.0,5.0,,3.0,56.0,,8.0,178.0,26.0,38.0,14.0,,21.0,21.0,1.0,95.0,5.0,212.0,2.0,,21.0,1.0,46.0,1.0,369.0,,0.0,10.0,20.0,,31.0,1.0,583.0,,5.0,,14.0,0.0,56.0,1.0,1.0,130.0,92.0,1.0,91.0,10.0,,,,,,,,,,,,,,,,,,,,
2011-12,360733,27.0,2012-03-04 12:00:00,56,Sunderland,Away,97.0,9.0,,1.0,1.0,3.0,,74.0,6.0,,,4.0,12.0,10.0,170.0,1.0,,8.0,13.0,11.0,3.0,1.0,,1.0,,,,,,,,,,,5.0,1.0,,,,,1.0,16.0,14.0,,,,62.0,1.0,7.0,3.0,11.0,,4.0,7.0,2.0,,13.0,3.0,58.0,53.0,7.0,19.0,13.0,,,44.0,15.0,14.0,1.0,,2.0,1.0,,,,,,,,17.0,,,,3.0,,,,1.0,33.0,,19.0,15.0,2.0,,72.0,27.0,19.0,,,4.0,4.0,,,,11.0,,28.0,30.0,9.0,,1.0,1.0,1.0,180.0,146.0,3.0,32.0,18.0,36.9,,,0.0,,,,3.0,1.0,,1.0,1.0,1.0,,3.0,31.0,,4.0,126.0,27.0,53.0,12.0,4.0,14.0,10.0,1.0,65.0,8.0,146.0,3.0,,26.0,14.0,36.0,2.0,258.0,1.0,2.0,8.0,23.0,1.0,13.0,4.0,488.0,,5.0,4.0,19.0,0.0,23.0,1.0,2.0,109.0,62.0,,64.0,7.0,1.0,,,,,,,,,,,,,,,,,,,
2011-12,360746,28.0,2012-03-10 15:00:00,56,Sunderland,Home,82.0,11.0,1.0,2.0,1.0,1.0,1.0,142.0,8.0,1.0,,15.0,17.0,20.0,222.0,,,13.0,20.0,8.0,5.0,1.0,,,,,,,,,,,,,4.0,,,,1.0,,1.0,3.0,7.0,,,,43.0,1.0,2.0,,7.0,,3.0,8.0,4.0,,12.0,2.0,60.0,60.0,2.0,20.0,9.0,,,69.0,13.0,15.0,1.0,,1.0,2.0,,,,,,,,18.0,,,1.0,,,,,,13.0,1.0,23.0,11.0,1.0,,87.0,38.0,2.0,,5.0,1.0,2.0,,,,2.0,,49.0,61.0,13.0,,,,,184.0,165.0,2.0,18.0,20.0,38.2,1.0,,0.0,,,,2.0,1.0,,2.0,,5.0,,2.0,54.0,,6.0,105.0,33.0,39.0,17.0,3.0,17.0,14.0,,103.0,8.0,236.0,,1.0,47.0,20.0,51.0,1.0,324.0,1.0,0.0,7.0,28.0,,18.0,1.0,536.0,,9.0,3.0,16.0,0.0,46.0,1.0,1.0,136.0,72.0,,70.0,12.0,,,,,,,,,,,,,,,,,,,,
2011-12,360750,29.0,2012-03-20 20:00:00,56,Sunderland,Away,135.0,19.0,2.0,6.0,4.0,5.0,,161.0,7.0,,4.0,6.0,15.0,27.0,290.0,,1.0,9.0,18.0,18.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,9.0,7.0,,,,60.0,,2.0,,7.0,1.0,9.0,12.0,12.0,,8.0,1.0,45.0,55.0,2.0,19.0,11.0,,,66.0,11.0,12.0,,,1.0,3.0,,,,,,,,14.0,,,,,,,,2.0,22.0,,25.0,21.0,4.0,4.0,94.0,47.0,7.0,,1.0,1.0,1.0,,,,4.0,,83.0,43.0,20.0,,,,,183.0,168.0,3.0,17.0,30.0,54.6,,,0.0,,,,4.0,,,,,2.0,,2.0,63.0,,2.0,155.0,37.0,34.0,4.0,8.0,35.0,27.0,,110.0,16.0,270.0,,,24.0,16.0,58.0,4.0,390.0,,0.0,3.0,24.0,1.0,12.0,1.0,594.0,,1.0,9.0,13.0,0.0,60.0,1.0,1.0,157.0,95.0,4.0,78.0,10.0,,,,,,,,,,,,,,,,,,,,
2011-12,360766,30.0,2012-03-24 15:00:00,56,Sunderland,Home,139.0,12.0,3.0,10.0,7.0,6.0,,202.0,5.0,,1.0,10.0,13.0,21.0,331.0,,,16.0,14.0,19.0,7.0,2.0,,,,,1.0,,1.0,,,,,,12.0,,,1.0,1.0,,1.0,3.0,8.0,,,,52.0,1.0,2.0,5.0,6.0,,5.0,15.0,4.0,,7.0,,46.0,50.0,2.0,10.0,8.0,,,69.0,11.0,9.0,1.0,,1.0,,1.0,2.0,,2.0,2.0,,,8.0,,,3.0,1.0,,,,,17.0,2.0,18.0,14.0,1.0,1.0,88.0,45.0,2.0,2.0,6.0,5.0,4.0,,,,5.0,,72.0,66.0,15.0,,,,,174.0,161.0,2.0,19.0,27.0,51.5,2.0,,0.0,,,,,,,1.0,,8.0,1.0,3.0,85.0,,11.0,161.0,26.0,23.0,14.0,5.0,24.0,19.0,,131.0,15.0,292.0,1.0,,37.0,15.0,52.0,2.0,429.0,,0.0,17.0,16.0,,24.0,2.0,627.0,,6.0,5.0,10.0,0.0,69.0,1.0,,169.0,95.0,5.0,96.0,16.0,,,,,,,,,,,,,,,,,,,,
2011-12,360773,31.0,2012-03-31 15:00:00,56,Sunderland,Away,95.0,9.0,,2.0,2.0,,,122.0,3.0,,,8.0,6.0,16.0,215.0,,1.0,14.0,4.0,6.0,4.0,1.0,,1.0,,,,,,,,,,,8.0,,,,,,,14.0,12.0,,,,31.0,1.0,9.0,2.0,3.0,,5.0,6.0,7.0,,6.0,1.0,33.0,41.0,9.0,27.0,12.0,,,59.0,14.0,12.0,1.0,,,,,3.0,,2.0,3.0,,1.0,13.0,,,3.0,1.0,,,,,25.0,,5.0,3.0,2.0,,69.0,28.0,17.0,2.0,4.0,4.0,3.0,,,,10.0,,49.0,40.0,12.0,1.0,1.0,1.0,,148.0,127.0,,16.0,12.0,35.9,,3.0,0.0,,,,1.0,3.0,,,1.0,4.0,,2.0,60.0,,8.0,114.0,24.0,48.0,7.0,4.0,17.0,13.0,2.0,96.0,7.0,197.0,1.0,,25.0,7.0,42.0,,294.0,,0.0,9.0,22.0,1.0,17.0,1.0,483.0,,1.0,5.0,16.0,0.0,50.0,2.0,1.0,110.0,58.0,,76.0,8.0,,,,,,,,,,,,,,,,,,,,
2011-12,360786,32.0,2012-04-07 12:45:00,56,Sunderland,Home,96.0,15.0,4.0,9.0,5.0,5.0,1.0,110.0,2.0,,,6.0,15.0,25.0,197.0,,,7.0,15.0,10.0,7.0,2.0,,,,,,,,,,,,,8.0,,,,,,2.0,6.0,10.0,,,,50.0,,2.0,5.0,10.0,,11.0,11.0,1.0,,17.0,1.0,61.0,46.0,2.0,18.0,12.0,,,48.0,13.0,10.0,,,3.0,3.0,,,,,,,,7.0,,,,2.0,,,,,19.0,,17.0,12.0,1.0,,60.0,34.0,4.0,,3.0,6.0,3.0,,,,7.0,,35.0,35.0,16.0,,,,,140.0,126.0,,26.0,22.0,29.3,,1.0,0.0,,,,,1.0,,,,4.0,1.0,2.0,36.0,,9.0,113.0,33.0,32.0,11.0,10.0,25.0,15.0,,74.0,17.0,179.0,2.0,,17.0,15.0,41.0,1.0,267.0,,0.0,12.0,22.0,1.0,13.0,2.0,456.0,,4.0,11.0,15.0,0.0,43.0,,,104.0,59.0,,61.0,4.0,,,,,,,,,,,,,,,,,,,,
2011-12,360791,33.0,2012-04-09 15:00:00,56,Sunderland,Away,144.0,11.0,,5.0,5.0,1.0,,161.0,4.0,,1.0,7.0,19.0,28.0,300.0,,,17.0,16.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,12.0,11.0,,,,54.0,,4.0,,10.0,,2.0,11.0,5.0,,7.0,1.0,56.0,39.0,4.0,12.0,7.0,,,71.0,12.0,6.0,,,,,,,,,,,,18.0,,,,1.0,,,,,12.0,,24.0,24.0,1.0,1.0,99.0,40.0,5.0,,3.0,,,,,,8.0,1.0,75.0,47.0,11.0,,,,,161.0,153.0,,23.0,22.0,41.5,,,0.0,,,,1.0,1.0,,,,3.0,,3.0,67.0,,3.0,162.0,28.0,20.0,17.0,2.0,18.0,16.0,,113.0,11.0,244.0,1.0,,28.0,19.0,61.0,3.0,388.0,,0.0,3.0,16.0,1.0,22.0,2.0,579.0,,6.0,2.0,13.0,0.0,64.0,,,139.0,95.0,2.0,90.0,10.0,,,,,,,,,,,,,,,,,,,,
2011-12,360806,34.0,2012-04-14 15:00:00,56,Sunderland,Home,122.0,25.0,2.0,6.0,4.0,5.0,,168.0,3.0,,3.0,6.0,16.0,19.0,284.0,,,19.0,8.0,7.0,13.0,1.0,,2.0,,,,,,,,,,,12.0,,,,,,2.0,6.0,5.0,,,,51.0,,2.0,2.0,2.0,,8.0,12.0,10.0,,7.0,2.0,29.0,46.0,2.0,22.0,14.0,,1.0,61.0,4.0,12.0,,,4.0,5.0,,,,,,,,9.0,,,,2.0,,,,,19.0,,12.0,7.0,4.0,3.0,86.0,42.0,4.0,,9.0,5.0,3.0,,,,2.0,,57.0,51.0,24.0,,,,,163.0,152.0,2.0,26.0,15.0,51.1,,1.0,0.0,,,,3.0,2.0,,3.0,2.0,10.0,,1.0,86.0,,14.0,142.0,42.0,33.0,13.0,8.0,35.0,27.0,2.0,117.0,10.0,256.0,2.0,,18.0,18.0,43.0,1.0,363.0,,0.0,15.0,22.0,1.0,26.0,0.0,585.0,,5.0,8.0,17.0,0.0,50.0,3.0,3.0,148.0,83.0,2.0,82.0,13.0,,,,,,,,,,,,,,,,,,,,
2011-12,360810,35.0,2012-04-21 15:00:00,56,Sunderland,Away,116.0,8.0,3.0,7.0,4.0,1.0,,188.0,4.0,,3.0,6.0,10.0,28.0,297.0,,,22.0,20.0,15.0,9.0,2.0,,1.0,,,,,,,,,,,11.0,,,,,,,5.0,8.0,,,,58.0,,4.0,4.0,8.0,,5.0,12.0,4.0,,13.0,1.0,57.0,51.0,4.0,13.0,4.0,,1.0,84.0,9.0,11.0,,,3.0,4.0,,,,,,,,12.0,,,,4.0,,,,1.0,10.0,,9.0,6.0,2.0,4.0,97.0,43.0,8.0,,5.0,6.0,3.0,,,,5.0,,72.0,67.0,17.0,,,,,188.0,175.0,2.0,22.0,22.0,55.4,,,0.0,,,,2.0,2.0,1.0,,1.0,6.0,,1.0,103.0,,11.0,139.0,14.0,26.0,11.0,5.0,25.0,20.0,1.0,154.0,3.0,288.0,4.0,1.0,35.0,11.0,57.0,2.0,402.0,,1.0,13.0,22.0,1.0,29.0,1.0,616.0,,3.0,5.0,15.0,0.0,54.0,2.0,3.0,154.0,95.0,1.0,99.0,12.0,,,,,,,,,,,,,,,,,,,,
2011-12,360824,36.0,2012-04-28 15:00:00,56,Sunderland,Home,110.0,9.0,,6.0,6.0,5.0,2.0,175.0,5.0,1.0,4.0,16.0,3.0,30.0,279.0,,2.0,15.0,23.0,14.0,7.0,1.0,,,1.0,,,,1.0,,,,,,9.0,,,,,,1.0,10.0,6.0,,,,62.0,1.0,2.0,3.0,10.0,,7.0,14.0,2.0,,15.0,2.0,65.0,54.0,2.0,21.0,10.0,,,83.0,9.0,17.0,1.0,,5.0,3.0,1.0,1.0,,1.0,1.0,,,12.0,,,1.0,4.0,,,,1.0,21.0,,20.0,13.0,2.0,4.0,110.0,62.0,5.0,1.0,6.0,3.0,3.0,,,,3.0,,60.0,43.0,20.0,,,,,182.0,165.0,3.0,26.0,22.0,52.0,,,0.0,,,,2.0,2.0,,1.0,,6.0,,2.0,76.0,,9.0,130.0,17.0,38.0,14.0,5.0,24.0,19.0,,124.0,14.0,269.0,5.0,1.0,42.0,4.0,59.0,2.0,375.0,,0.0,12.0,18.0,4.0,18.0,1.0,596.0,,5.0,7.0,13.0,0.0,65.0,1.0,,165.0,82.0,2.0,63.0,13.0,,,,,,,,,,,,,,,,,,,,
2011-12,360833,37.0,2012-05-06 14:00:00,56,Sunderland,Away,205.0,25.0,,4.0,4.0,,1.0,209.0,3.0,2.0,7.0,1.0,22.0,38.0,410.0,,,18.0,8.0,4.0,6.0,2.0,,1.0,,2.0,,,2.0,,,,,,9.0,,,,,,1.0,14.0,8.0,,,,58.0,,1.0,2.0,9.0,1.0,2.0,4.0,6.0,1.0,11.0,1.0,47.0,37.0,1.0,13.0,8.0,,,68.0,13.0,8.0,,,4.0,2.0,2.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,14.0,,17.0,16.0,,7.0,88.0,55.0,8.0,,3.0,6.0,6.0,,,,9.0,,78.0,45.0,18.0,,,,,125.0,112.0,4.0,23.0,23.0,43.2,,,0.0,,,,6.0,,,,1.0,5.0,,2.0,89.0,,9.0,215.0,42.0,26.0,12.0,2.0,14.0,12.0,1.0,116.0,1.0,259.0,1.0,2.0,7.0,23.0,56.0,3.0,460.0,,0.0,13.0,19.0,,22.0,0.0,664.0,,6.0,2.0,17.0,0.0,77.0,1.0,1.0,126.0,121.0,2.0,136.0,19.0,,,,,,,,,,,,,,,,,,,,
