season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFreekickGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,fouledFinalThird,freekickCross,fwdPass,goalKicks,goalsOpenplay,goodHighClaim,headClearance,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2026-27,2645195,1,2026-08-21 20:00:00,9,Coventry,Away,112.0,15.0,,1.0,1.0,1.0,,160.0,1.0,,3.0,13.0,6.0,32.0,271.0,,5.0,11.0,17.0,3.0,,,0.0,,,4.0,0.0,,6.0,10.0,10.0,1.0,3.0,72.0,42.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,37.0,34.0,3.0,30.0,16.0,1.0,1.0,0.239712,0.2043,0.0369,2.4369,57.0,13.0,10.0,2.0,2.0,127.0,6.0,0.0,1.0,16.0,9.0,9.0,1.0,0.0,3.0,84.0,58.0,33.0,8.0,0.0,1.0,2.0,1.0,324.0,9.0,1.0,0.0,62.0,65.0,23.0,103.0,103.0,2.0,19.0,14.0,35.9,,12.0,0.0,64.0,1.0,2.0,2.0,2.0,,0.0,4.0,71.0,256.0,4.0,3.0,130.0,27.0,30.0,9.0,2.0,10.0,8.0,113.0,5.0,227.0,1.0,,30.0,8.0,64.0,,347.0,0.0,4.0,4.0,1.0,7.0,1.0,477.0,3.0,6.0,0.0,3.0,2.0,2.0,0.0
2026-27,2645208,2,2026-08-29 15:00:00,9,Coventry,Home,260.0,20.0,1.0,7.0,6.0,1.0,,248.0,3.0,3.0,6.0,2.0,13.0,15.0,501.0,1.0,19.0,17.0,17.0,10.0,,1.0,0.0,1.0,,10.0,0.0,,4.0,2.0,4.0,7.0,4.0,101.0,56.0,,1.0,1.0,7.0,5.0,4.0,,6.0,15.0,11.0,0.0,8.0,1.0,45.0,39.0,1.0,26.0,14.0,,,0.801282,1.292,1.3259,0.504,70.0,11.0,8.0,2.0,2.0,200.0,6.0,0.0,3.0,14.0,2.0,2.0,,0.0,7.0,140.0,71.0,46.0,2.0,0.0,3.0,7.0,3.0,569.0,1.0,1.0,0.0,113.0,77.0,33.0,152.0,152.0,2.0,21.0,25.0,68.5,,16.0,0.0,143.0,,1.0,1.0,3.0,,0.0,5.0,128.0,489.0,7.0,10.0,284.0,42.0,26.0,14.0,6.0,34.0,28.0,170.0,3.0,334.0,3.0,3.0,17.0,14.0,47.0,3.0,584.0,0.0,11.0,7.0,1.0,21.0,1.0,774.0,20.0,20.0,0.0,7.0,6.0,6.0,0.0
2026-27,2645222,3,2026-09-05 15:00:00,9,Coventry,Away,70.0,7.0,1.0,5.0,4.0,1.0,1.0,75.0,4.0,,7.0,5.0,1.0,13.0,140.0,,5.0,21.0,16.0,7.0,2.0,3.0,0.0,,1.0,4.0,0.0,3.0,4.0,14.0,1.0,8.0,4.0,37.0,45.0,1.0,3.0,1.0,3.0,3.0,12.0,1.0,5.0,5.0,4.0,0.0,2.0,1.0,63.0,44.0,1.0,26.0,10.0,,,0.797512,1.3674,1.7595,1.4113,42.0,17.0,7.0,2.0,2.0,118.0,10.0,0.0,4.0,10.0,18.0,18.0,3.0,0.0,7.0,35.0,59.0,24.0,4.0,0.0,5.0,4.0,3.0,196.0,7.0,,0.0,41.0,27.0,24.0,123.0,123.0,2.0,21.0,14.0,22.4,1.0,10.0,0.0,30.0,3.0,,2.0,6.0,1.0,0.0,5.0,37.0,128.0,3.0,9.0,83.0,21.0,26.0,16.0,4.0,15.0,11.0,76.0,2.0,152.0,4.0,,24.0,1.0,54.0,2.0,220.0,0.0,12.0,16.0,,8.0,2.0,394.0,19.0,15.0,0.0,5.0,5.0,10.0,0.0
