season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,ownGoals_h,ownGoals_a
2017-18,918983,10,2017-10-28 17:30:00,"Vitality Stadium, Bournemouth",10998,Bournemouth,Chelsea,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,7.0,18.0,1.0,5.0,3.0,7.0,3.0,6.0,,2.0,,,,2.0,,,,1.0,7.0,15.0,4.0,9.0,19.0,38.0,48.0,66.0,459.0,653.0,376.0,569.0,41.7,58.3,17.0,35.0,7.0,16.0,6.0,12.0,16.0,13.0,19.0,13.0,19.0,13.0,14.0,15.0,5.0,3.0,1.0,,2.0,,5.0,7.0,7.0,5.0,134.0,130.0,4.0,1.0,1.0,,,1.0,30.0,41.0,41.0,30.0,12.0,15.0,15.0,12.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,,5.0,,
2017-18,918984,10,2017-10-28 15:00:00,"Emirates Stadium, London",59493,Arsenal,Swansea,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,17.0,4.0,5.0,2.0,8.0,2.0,4.0,,4.0,1.0,1.0,1.0,3.0,1.0,1.0,,2.0,1.0,17.0,2.0,9.0,1.0,55.0,18.0,113.0,48.0,805.0,300.0,701.0,218.0,72.9,27.1,44.0,7.0,16.0,14.0,13.0,7.0,7.0,18.0,13.0,38.0,13.0,38.0,10.0,9.0,,3.0,1.0,,,,4.0,3.0,10.0,14.0,145.0,122.0,1.0,3.0,1.0,2.0,,,45.0,35.0,35.0,45.0,17.0,8.0,8.0,17.0,5.0,2.0,5.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2017-18,918985,10,2017-10-29 13:30:00,"Amex Stadium, Falmer",30564,Brighton,Southampton,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,7.0,6.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,,,1.0,3.0,,,1.0,1.0,,7.0,3.0,3.0,3.0,24.0,29.0,66.0,54.0,490.0,450.0,395.0,360.0,51.9,48.1,13.0,15.0,18.0,16.0,11.0,10.0,7.0,7.0,20.0,17.0,20.0,17.0,20.0,19.0,3.0,1.0,,,,,8.0,9.0,13.0,13.0,143.0,143.0,,1.0,1.0,1.0,,,52.0,41.0,41.0,52.0,16.0,9.0,9.0,16.0,2.0,7.0,2.0,7.0,3.0,1.0,9.0,10.0,9.0,8.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2017-18,918986,10,2017-10-30 20:00:00,"Turf Moor, Burnley",21031,Burnley,Newcastle,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,12.0,12.0,5.0,5.0,3.0,3.0,4.0,4.0,1.0,,1.0,,,,,,1.0,,9.0,8.0,7.0,6.0,33.0,20.0,71.0,67.0,451.0,521.0,343.0,409.0,47.1,52.9,17.0,6.0,14.0,10.0,11.0,6.0,11.0,12.0,29.0,27.0,29.0,27.0,11.0,9.0,4.0,3.0,,,,,7.0,9.0,8.0,10.0,164.0,162.0,5.0,4.0,,1.0,1.0,,54.0,52.0,52.0,54.0,24.0,29.0,29.0,24.0,5.0,3.0,5.0,3.0,3.0,1.0,9.0,10.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,
2017-18,918987,10,2017-10-28 15:00:00,"Selhurst Park, London",25242,Crystal Palace,West Ham,2,2,2,2,D,D,0,2,2,0,0,0,0,0,2.0,2.0,20.0,6.0,9.0,2.0,8.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,2.0,,1.0,1.0,11.0,4.0,7.0,1.0,40.0,25.0,75.0,54.0,410.0,331.0,316.0,238.0,55.9,44.1,30.0,15.0,21.0,23.0,15.0,13.0,11.0,14.0,17.0,36.0,17.0,36.0,18.0,17.0,1.0,3.0,,1.0,1.0,,15.0,14.0,16.0,12.0,164.0,151.0,,7.0,2.0,2.0,,,69.0,75.0,75.0,69.0,19.0,19.0,19.0,19.0,11.0,2.0,11.0,2.0,2.0,1.0,18.0,15.0,15.0,18.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,1.0,,
2017-18,918988,10,2017-10-29 16:00:00,"King Power Stadium, Leicester",31891,Leicester,Everton,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,9.0,15.0,3.0,2.0,5.0,7.0,1.0,6.0,1.0,,1.0,,,,,,2.0,,8.0,13.0,3.0,7.0,15.0,37.0,46.0,92.0,324.0,470.0,214.0,374.0,40.4,59.6,14.0,23.0,14.0,19.0,8.0,12.0,14.0,9.0,31.0,25.0,31.0,25.0,21.0,22.0,6.0,1.0,,1.0,,,6.0,8.0,13.0,10.0,159.0,161.0,2.0,1.0,,2.0,1.0,,52.0,53.0,53.0,52.0,20.0,22.0,22.0,20.0,3.0,10.0,3.0,10.0,,,6.0,10.0,10.0,6.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,
2017-18,918989,10,2017-10-28 15:00:00,"Anfield, Liverpool",53268,Liverpool,Huddersfield,3,0,0,3,W,L,0,0,0,0,0,0,0,0,3.0,,16.0,1.0,8.0,,6.0,1.0,2.0,,1.0,,2.0,,1.0,,2.0,,2.0,,11.0,1.0,7.0,,49.0,13.0,93.0,54.0,766.0,280.0,660.0,174.0,73.4,26.6,30.0,3.0,14.0,13.0,13.0,10.0,7.0,24.0,14.0,27.0,14.0,27.0,16.0,16.0,,2.0,,,,1.0,7.0,8.0,11.0,11.0,156.0,147.0,,5.0,,3.0,1.0,,44.0,37.0,37.0,44.0,14.0,10.0,10.0,14.0,9.0,2.0,9.0,2.0,1.0,,10.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,,,,,1.0,,
2017-18,918990,10,2017-10-28 12:30:00,"Old Trafford, Manchester",75034,Man Utd,Spurs,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,11.0,13.0,3.0,4.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,6.0,12.0,3.0,7.0,27.0,32.0,72.0,65.0,405.0,509.0,283.0,394.0,44.8,55.2,24.0,18.0,9.0,11.0,4.0,6.0,15.0,14.0,30.0,33.0,30.0,33.0,26.0,23.0,3.0,3.0,1.0,,,,8.0,7.0,4.0,5.0,182.0,171.0,4.0,2.0,,1.0,1.0,,46.0,42.0,42.0,46.0,16.0,13.0,13.0,16.0,6.0,3.0,6.0,3.0,,,12.0,14.0,14.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2017-18,918991,10,2017-10-28 15:00:00,"Vicarage Road, Watford",20087,Watford,Stoke,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,15.0,6.0,,2.0,7.0,3.0,8.0,1.0,2.0,2.0,,,2.0,2.0,,1.0,,1.0,12.0,5.0,6.0,2.0,57.0,10.0,74.0,39.0,561.0,249.0,456.0,150.0,70.2,29.8,34.0,8.0,11.0,18.0,9.0,14.0,5.0,8.0,14.0,57.0,14.0,57.0,25.0,22.0,1.0,8.0,,,,,3.0,11.0,13.0,9.0,174.0,141.0,1.0,,1.0,,,1.0,52.0,61.0,61.0,52.0,22.0,32.0,32.0,22.0,8.0,1.0,8.0,1.0,1.0,,10.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,
2017-18,918992,10,2017-10-28 15:00:00,"The Hawthorns, West Bromwich",24003,West Brom,Man City,2,3,3,2,L,W,1,2,2,1,0,0,0,0,2.0,3.0,7.0,15.0,4.0,5.0,1.0,8.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,,,1.0,3.0,4.0,12.0,3.0,5.0,15.0,41.0,50.0,83.0,254.0,929.0,151.0,843.0,21.7,78.3,7.0,29.0,21.0,16.0,11.0,11.0,17.0,10.0,16.0,21.0,16.0,21.0,21.0,22.0,2.0,2.0,,1.0,,1.0,15.0,12.0,13.0,16.0,144.0,142.0,2.0,2.0,3.0,2.0,,,51.0,58.0,58.0,51.0,12.0,17.0,17.0,12.0,1.0,2.0,1.0,2.0,,,10.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,
2017-18,918993,11,2017-11-05 16:30:00,"Stamford Bridge, London",41615,Chelsea,Man Utd,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,18.0,10.0,8.0,2.0,6.0,3.0,4.0,5.0,2.0,1.0,1.0,,3.0,1.0,,,1.0,,12.0,4.0,9.0,3.0,33.0,25.0,60.0,74.0,471.0,396.0,370.0,301.0,54.0,46.0,28.0,14.0,14.0,13.0,10.0,5.0,17.0,14.0,16.0,22.0,16.0,22.0,16.0,16.0,5.0,4.0,,1.0,,,4.0,10.0,6.0,9.0,150.0,149.0,2.0,7.0,,1.0,1.0,,58.0,52.0,52.0,58.0,17.0,19.0,19.0,17.0,4.0,7.0,4.0,7.0,3.0,,16.0,20.0,19.0,16.0,0.0,0.0,0.0,0.0,,,,,,,,
2017-18,918994,11,2017-11-05 16:30:00,"Goodison Park, Liverpool",38609,Everton,Watford,3,2,2,3,W,L,0,0,0,0,0,0,0,0,3.0,2.0,9.0,11.0,5.0,3.0,2.0,6.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,,,2.0,2.0,7.0,9.0,6.0,4.0,19.0,42.0,64.0,67.0,294.0,472.0,196.0,356.0,37.9,62.1,19.0,28.0,20.0,14.0,17.0,11.0,20.0,6.0,37.0,23.0,37.0,23.0,17.0,20.0,2.0,2.0,,,,,13.0,5.0,7.0,12.0,154.0,185.0,1.0,2.0,2.0,3.0,,,61.0,75.0,75.0,61.0,25.0,34.0,34.0,25.0,2.0,5.0,2.0,5.0,1.0,,14.0,12.0,12.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,5.0,1.0,,
2017-18,918995,11,2017-11-04 15:00:00,"John Smith's Stadium, Huddersfield",24169,Huddersfield,West Brom,1,0,0,1,W,L,1,0,0,1,1,0,0,1,1.0,,7.0,9.0,3.0,3.0,3.0,2.0,1.0,4.0,,,,,,,,,1.0,,5.0,9.0,3.0,7.0,17.0,33.0,55.0,60.0,421.0,417.0,339.0,330.0,50.1,49.9,9.0,14.0,20.0,13.0,12.0,10.0,17.0,11.0,33.0,18.0,33.0,18.0,11.0,9.0,4.0,,,,,,9.0,5.0,6.0,14.0,131.0,150.0,3.0,2.0,,1.0,1.0,,58.0,46.0,46.0,58.0,19.0,17.0,17.0,19.0,3.0,5.0,3.0,5.0,,,8.0,15.0,15.0,7.0,0.0,0.0,0.0,0.0,,,,,4.0,4.0,,
2017-18,918996,11,2017-11-05 14:15:00,"Etihad Stadium, Manchester",54286,Man City,Arsenal,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,9.0,6.0,5.0,3.0,2.0,3.0,2.0,,2.0,,2.0,,2.0,,,,2.0,1.0,6.0,4.0,3.0,3.0,24.0,30.0,47.0,53.0,624.0,450.0,544.0,369.0,58.2,41.8,27.0,9.0,18.0,16.0,12.0,10.0,14.0,15.0,22.0,13.0,22.0,13.0,15.0,16.0,,2.0,,,,,5.0,16.0,13.0,15.0,123.0,133.0,2.0,3.0,1.0,3.0,,,54.0,39.0,39.0,54.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1.0,15.0,15.0,15.0,14.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,3.0,,
2017-18,918997,11,2017-11-04 15:00:00,"St. James' Park, Newcastle",52237,Newcastle,Bournemouth,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,16.0,16.0,4.0,6.0,9.0,6.0,3.0,4.0,,2.0,,,,2.0,1.0,1.0,,1.0,14.0,14.0,6.0,8.0,35.0,38.0,71.0,77.0,373.0,407.0,276.0,308.0,48.0,52.0,17.0,23.0,19.0,10.0,12.0,9.0,12.0,10.0,28.0,24.0,28.0,24.0,17.0,18.0,5.0,3.0,,2.0,,,5.0,8.0,8.0,11.0,147.0,155.0,4.0,4.0,1.0,,,1.0,69.0,61.0,61.0,69.0,31.0,36.0,36.0,31.0,11.0,9.0,11.0,9.0,2.0,,11.0,12.0,12.0,10.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,
2017-18,918998,11,2017-11-04 15:00:00,"St. Mary's Stadium, Southampton",30491,Southampton,Burnley,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,13.0,5.0,3.0,1.0,6.0,2.0,4.0,2.0,,,,,,,,,,1.0,10.0,4.0,5.0,2.0,44.0,16.0,78.0,69.0,575.0,344.0,466.0,239.0,62.8,37.2,27.0,8.0,15.0,11.0,11.0,7.0,4.0,11.0,18.0,35.0,18.0,35.0,18.0,18.0,2.0,4.0,,,,,7.0,11.0,9.0,12.0,160.0,148.0,,3.0,1.0,,,1.0,45.0,45.0,45.0,45.0,16.0,23.0,23.0,16.0,9.0,1.0,9.0,1.0,,,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2017-18,918999,11,2017-11-04 12:30:00,"bet365 Stadium, Stoke",29602,Stoke,Leicester,2,2,2,2,D,D,1,1,1,1,0,0,0,0,2.0,2.0,11.0,14.0,7.0,4.0,3.0,5.0,1.0,5.0,3.0,1.0,2.0,,1.0,1.0,,,2.0,2.0,11.0,11.0,8.0,7.0,27.0,19.0,61.0,53.0,379.0,424.0,284.0,337.0,47.2,52.8,30.0,25.0,15.0,14.0,11.0,11.0,12.0,4.0,18.0,24.0,18.0,24.0,16.0,17.0,5.0,1.0,,,,,6.0,6.0,10.0,12.0,148.0,144.0,2.0,5.0,2.0,2.0,,,56.0,58.0,58.0,56.0,27.0,26.0,26.0,27.0,4.0,10.0,4.0,10.0,1.0,,12.0,8.0,8.0,12.0,0.0,0.0,0.0,0.0,,,,,,5.0,,
2017-18,919000,11,2017-11-04 15:00:00,"Liberty Stadium, Swansea",20822,Swansea,Brighton,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,12.0,5.0,2.0,2.0,3.0,2.0,7.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,6.0,3.0,4.0,3.0,42.0,27.0,72.0,37.0,468.0,371.0,379.0,267.0,56.1,43.9,28.0,5.0,12.0,17.0,7.0,10.0,10.0,10.0,19.0,36.0,19.0,36.0,14.0,14.0,1.0,7.0,,,,,3.0,11.0,9.0,9.0,149.0,154.0,1.0,2.0,1.0,,,1.0,61.0,54.0,54.0,61.0,27.0,23.0,23.0,27.0,8.0,7.0,8.0,7.0,2.0,,13.0,12.0,11.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2017-18,919001,11,2017-11-05 12:00:00,"Wembley Stadium, London",65270,Spurs,Crystal Palace,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,12.0,11.0,2.0,3.0,6.0,5.0,4.0,3.0,2.0,2.0,,,2.0,3.0,,,,,10.0,9.0,5.0,4.0,39.0,19.0,68.0,45.0,583.0,268.0,491.0,185.0,68.4,31.6,25.0,16.0,20.0,19.0,10.0,13.0,13.0,16.0,30.0,41.0,30.0,41.0,11.0,11.0,3.0,4.0,1.0,,,1.0,8.0,7.0,13.0,15.0,155.0,144.0,3.0,1.0,,1.0,1.0,,49.0,47.0,47.0,49.0,16.0,14.0,14.0,16.0,10.0,9.0,10.0,9.0,,,6.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,3.0,4.0,,
2017-18,919002,11,2017-11-04 17:30:00,"London Stadium, London",56961,West Ham,Liverpool,1,4,4,1,L,W,0,2,2,0,0,0,0,0,1.0,4.0,6.0,15.0,1.0,7.0,5.0,7.0,,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,,1.0,2.0,5.0,12.0,1.0,5.0,13.0,19.0,67.0,55.0,442.0,488.0,335.0,381.0,48.0,52.0,10.0,23.0,10.0,20.0,5.0,16.0,6.0,7.0,14.0,20.0,14.0,20.0,29.0,26.0,1.0,,,,,,10.0,9.0,17.0,6.0,165.0,153.0,4.0,,4.0,1.0,,,48.0,51.0,51.0,48.0,16.0,14.0,14.0,16.0,2.0,3.0,2.0,3.0,1.0,1.0,9.0,13.0,13.0,8.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,
2017-18,919003,12,2017-11-18 15:00:00,"Vitality Stadium, Bournemouth",10879,Bournemouth,Huddersfield,4,0,0,4,W,L,2,0,0,2,1,0,0,1,4.0,,9.0,19.0,5.0,3.0,4.0,10.0,,6.0,2.0,,2.0,,,,,,3.0,,6.0,14.0,4.0,8.0,17.0,52.0,35.0,78.0,246.0,539.0,147.0,441.0,30.7,69.3,19.0,29.0,12.0,19.0,12.0,11.0,8.0,10.0,48.0,10.0,48.0,10.0,8.0,15.0,5.0,,,,,1.0,11.0,4.0,14.0,9.0,141.0,162.0,3.0,1.0,,4.0,1.0,,45.0,55.0,55.0,45.0,22.0,12.0,12.0,22.0,8.0,11.0,8.0,11.0,1.0,2.0,13.0,10.0,9.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2017-18,919004,12,2017-11-18 12:30:00,"Emirates Stadium, London",59530,Arsenal,Spurs,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,14.0,14.0,5.0,4.0,4.0,8.0,5.0,2.0,3.0,,1.0,,2.0,,,,2.0,,11.0,12.0,8.0,4.0,29.0,38.0,61.0,72.0,399.0,549.0,281.0,436.0,42.1,57.9,25.0,21.0,18.0,12.0,10.0,7.0,16.0,17.0,37.0,22.0,37.0,22.0,21.0,21.0,2.0,5.0,2.0,1.0,,,15.0,7.0,7.0,12.0,176.0,166.0,4.0,3.0,,2.0,1.0,,56.0,57.0,57.0,56.0,16.0,20.0,20.0,16.0,7.0,4.0,7.0,4.0,1.0,,11.0,16.0,15.0,11.0,0.0,0.0,0.0,0.0,,,,,8.0,1.0,,
2017-18,919005,12,2017-11-20 20:00:00,"Amex Stadium, Falmer",29676,Brighton,Stoke,2,2,2,2,D,D,1,2,2,1,0,0,0,0,2.0,2.0,9.0,13.0,3.0,6.0,6.0,2.0,,5.0,1.0,,,1.0,1.0,,,,1.0,1.0,6.0,11.0,2.0,9.0,28.0,34.0,67.0,53.0,462.0,396.0,364.0,316.0,53.8,46.2,18.0,24.0,14.0,10.0,8.0,7.0,15.0,14.0,17.0,27.0,17.0,27.0,15.0,14.0,4.0,,2.0,,,,18.0,11.0,5.0,9.0,146.0,127.0,4.0,1.0,2.0,2.0,,,39.0,62.0,62.0,39.0,9.0,22.0,22.0,9.0,6.0,7.0,6.0,7.0,1.0,1.0,13.0,5.0,5.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2017-18,919006,12,2017-11-18 15:00:00,"Turf Moor, Burnley",18895,Burnley,Swansea,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,17.0,14.0,7.0,1.0,4.0,9.0,6.0,4.0,2.0,,1.0,,1.0,,,,2.0,,13.0,11.0,9.0,3.0,39.0,37.0,56.0,67.0,296.0,471.0,204.0,379.0,39.2,60.8,28.0,19.0,23.0,10.0,15.0,9.0,8.0,8.0,18.0,29.0,18.0,29.0,19.0,14.0,3.0,5.0,,,,,15.0,6.0,7.0,16.0,143.0,150.0,1.0,6.0,,2.0,1.0,,60.0,58.0,58.0,60.0,24.0,22.0,22.0,24.0,8.0,6.0,8.0,6.0,,2.0,12.0,12.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2017-18,919007,12,2017-11-18 15:00:00,"Selhurst Park, London",25526,Crystal Palace,Everton,2,2,2,2,D,D,2,2,2,2,0,0,0,0,2.0,2.0,16.0,8.0,7.0,5.0,5.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,,,1.0,1.0,9.0,5.0,6.0,4.0,41.0,19.0,92.0,47.0,539.0,248.0,439.0,159.0,68.7,31.3,31.0,14.0,12.0,34.0,9.0,26.0,13.0,20.0,16.0,46.0,16.0,46.0,16.0,13.0,1.0,4.0,,,1.0,,9.0,13.0,22.0,7.0,179.0,136.0,3.0,5.0,2.0,2.0,,,66.0,69.0,69.0,66.0,16.0,17.0,17.0,16.0,9.0,4.0,9.0,4.0,2.0,,9.0,26.0,25.0,9.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,1.0,,
2017-18,919008,12,2017-11-18 15:00:00,"King Power Stadium, Leicester",31908,Leicester,Man City,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,2.0,12.0,,4.0,1.0,6.0,1.0,2.0,,2.0,,1.0,,1.0,1.0,,,2.0,1.0,10.0,1.0,6.0,14.0,34.0,42.0,57.0,266.0,784.0,175.0,705.0,25.3,74.7,6.0,45.0,11.0,13.0,7.0,10.0,11.0,9.0,24.0,17.0,24.0,17.0,23.0,23.0,2.0,1.0,,,,,13.0,10.0,8.0,8.0,128.0,126.0,2.0,1.0,2.0,,,1.0,41.0,47.0,47.0,41.0,12.0,13.0,13.0,12.0,1.0,7.0,1.0,7.0,1.0,1.0,8.0,10.0,9.0,8.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2017-18,919009,12,2017-11-18 15:00:00,"Anfield, Liverpool",53256,Liverpool,Southampton,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,21.0,5.0,8.0,,6.0,3.0,7.0,2.0,2.0,1.0,2.0,,1.0,1.0,,,2.0,,14.0,4.0,9.0,2.0,41.0,29.0,70.0,64.0,562.0,362.0,472.0,261.0,61.1,38.9,29.0,10.0,11.0,26.0,9.0,20.0,6.0,12.0,20.0,36.0,20.0,36.0,14.0,16.0,2.0,7.0,,1.0,,1.0,3.0,15.0,9.0,6.0,154.0,143.0,,5.0,,3.0,1.0,,45.0,60.0,60.0,45.0,11.0,18.0,18.0,11.0,10.0,2.0,10.0,2.0,,1.0,15.0,9.0,9.0,14.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2017-18,919010,12,2017-11-18 17:30:00,"Old Trafford, Manchester",75035,Man Utd,Newcastle,4,1,1,4,W,L,2,1,1,2,0,0,0,0,4.0,1.0,16.0,12.0,7.0,5.0,6.0,6.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,,,4.0,1.0,13.0,10.0,9.0,6.0,45.0,20.0,68.0,46.0,620.0,344.0,542.0,260.0,64.7,35.3,40.0,17.0,15.0,18.0,12.0,13.0,5.0,9.0,20.0,34.0,20.0,34.0,19.0,14.0,1.0,3.0,,,,,12.0,12.0,6.0,10.0,140.0,122.0,4.0,3.0,1.0,4.0,,,50.0,53.0,53.0,50.0,14.0,13.0,13.0,14.0,11.0,4.0,11.0,4.0,1.0,,10.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2017-18,919011,12,2017-11-19 16:00:00,"Vicarage Road, Watford",20018,Watford,West Ham,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,17.0,10.0,7.0,6.0,8.0,4.0,2.0,,,1.0,,,,2.0,,,2.0,,14.0,6.0,8.0,4.0,29.0,21.0,72.0,55.0,614.0,434.0,515.0,336.0,58.5,41.5,31.0,12.0,13.0,6.0,9.0,5.0,9.0,22.0,24.0,26.0,24.0,26.0,17.0,17.0,1.0,2.0,,,,1.0,9.0,7.0,3.0,4.0,142.0,146.0,5.0,5.0,,2.0,1.0,,51.0,51.0,51.0,51.0,22.0,23.0,23.0,22.0,3.0,1.0,3.0,1.0,,1.0,13.0,10.0,9.0,13.0,0.0,0.0,0.0,0.0,,,,,,3.0,,
2017-18,919012,12,2017-11-18 15:00:00,"The Hawthorns, West Bromwich",23592,West Brom,Chelsea,0,4,4,0,L,W,0,3,3,0,0,0,0,0,,4.0,7.0,11.0,2.0,7.0,5.0,2.0,,2.0,,1.0,,2.0,1.0,,,,,3.0,5.0,8.0,1.0,7.0,25.0,25.0,61.0,55.0,378.0,610.0,307.0,529.0,38.6,61.4,15.0,25.0,18.0,14.0,13.0,8.0,13.0,10.0,16.0,20.0,16.0,20.0,13.0,17.0,2.0,,,1.0,,,15.0,10.0,8.0,9.0,131.0,131.0,3.0,2.0,4.0,,,1.0,56.0,54.0,54.0,56.0,19.0,13.0,13.0,19.0,3.0,4.0,3.0,4.0,,1.0,13.0,12.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2017-18,919013,13,2017-11-26 14:00:00,"Turf Moor, Burnley",21722,Burnley,Arsenal,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,8.0,18.0,2.0,2.0,3.0,9.0,3.0,7.0,,1.0,,1.0,,1.0,1.0,,,,6.0,14.0,3.0,7.0,26.0,43.0,55.0,60.0,350.0,636.0,269.0,531.0,36.3,63.7,8.0,31.0,13.0,11.0,12.0,9.0,11.0,5.0,33.0,25.0,33.0,25.0,12.0,9.0,7.0,3.0,,,,,14.0,9.0,7.0,9.0,132.0,146.0,1.0,2.0,1.0,,,1.0,54.0,57.0,57.0,54.0,19.0,24.0,24.0,19.0,5.0,5.0,5.0,5.0,,,8.0,14.0,14.0,8.0,0.0,0.0,0.0,0.0,,1.0,,1.0,4.0,3.0,,
