season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,ownGoals_h,ownGoals_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,expectedAssists_h,expectedAssists_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a
2019-20,1059795,10,2019-10-27 16:30:00,"Anfield, Liverpool",53222.0,Liverpool,Spurs,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,21.0,11.0,13.0,4.0,3.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,2.0,,,16.0,8.0,13.0,4.0,58.0,18.0,73.0,41.0,631.0,298.0,528.0,200.0,68.0,32.0,40.0,18.0,20.0,16.0,15.0,9.0,12.0,10.0,8.0,35.0,8.0,35.0,23.0,21.0,2.0,5.0,,1.0,,1.0,7.0,6.0,5.0,14.0,169.0,153.0,3.0,12.0,1.0,2.0,,,59.0,46.0,46.0,59.0,23.0,16.0,16.0,23.0,8.0,3.0,8.0,3.0,1.0,1.0,9.0,11.0,11.0,7.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,4.0,,,,,,,,,,
2019-20,1059796,10,2019-10-26 12:30:00,"Etihad Stadium, Manchester",54506.0,Man City,Aston Villa,3,0,0,3,W,L,0,0,0,0,1,0,0,1,3.0,,26.0,11.0,10.0,5.0,8.0,2.0,8.0,4.0,2.0,,1.0,,4.0,2.0,1.0,1.0,1.0,,21.0,5.0,16.0,5.0,42.0,24.0,65.0,42.0,597.0,341.0,524.0,273.0,63.1,36.9,74.0,17.0,13.0,10.0,6.0,5.0,9.0,13.0,18.0,27.0,18.0,27.0,16.0,17.0,4.0,9.0,1.0,3.0,,,10.0,15.0,7.0,7.0,109.0,113.0,5.0,6.0,,3.0,1.0,,50.0,39.0,39.0,50.0,17.0,9.0,9.0,17.0,13.0,7.0,13.0,7.0,,,10.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,,,,,,,,,
2019-20,1059797,10,2019-10-27 14:00:00,"St. James' Park, Newcastle",46019.0,Newcastle,Wolves,1,1,1,1,D,D,1,0,0,1,1,0,0,1,1.0,1.0,13.0,13.0,2.0,5.0,7.0,5.0,4.0,3.0,1.0,2.0,,1.0,1.0,2.0,,,1.0,,10.0,12.0,6.0,7.0,21.0,31.0,38.0,50.0,405.0,533.0,317.0,451.0,43.1,56.9,24.0,27.0,13.0,18.0,9.0,12.0,5.0,7.0,28.0,17.0,28.0,17.0,10.0,10.0,3.0,4.0,,,1.0,,11.0,13.0,11.0,8.0,138.0,134.0,4.0,1.0,1.0,1.0,,,71.0,61.0,61.0,71.0,30.0,25.0,25.0,30.0,3.0,6.0,3.0,6.0,3.0,1.0,8.0,16.0,15.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,
2019-20,1059798,10,2019-10-27 16:30:00,"Carrow Road, Norwich",27108.0,Norwich,Man Utd,1,3,3,1,L,W,0,2,2,0,0,0,0,0,1.0,3.0,10.0,21.0,3.0,11.0,5.0,7.0,2.0,3.0,1.0,4.0,,2.0,1.0,5.0,,,,2.0,6.0,12.0,2.0,8.0,14.0,29.0,29.0,56.0,417.0,480.0,330.0,406.0,46.1,53.9,16.0,27.0,26.0,24.0,14.0,13.0,8.0,6.0,16.0,13.0,16.0,13.0,19.0,20.0,2.0,2.0,1.0,,1.0,1.0,19.0,13.0,14.0,15.0,138.0,137.0,8.0,2.0,3.0,1.0,,,53.0,61.0,61.0,53.0,4.0,6.0,6.0,4.0,1.0,10.0,1.0,10.0,1.0,,13.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,,2.0,,,1.0,,,,,,,,,,,
2019-20,1059799,10,2019-10-25 20:00:00,"St. Mary's Stadium, Southampton",28762.0,Southampton,Leicester,0,9,9,0,L,W,0,5,5,0,1,0,0,1,,9.0,6.0,25.0,3.0,15.0,2.0,5.0,1.0,5.0,,5.0,,6.0,,2.0,,,,4.0,4.0,16.0,3.0,12.0,15.0,30.0,54.0,82.0,272.0,709.0,173.0,611.0,27.4,72.6,10.0,43.0,20.0,26.0,12.0,15.0,17.0,5.0,18.0,8.0,18.0,8.0,26.0,27.0,5.0,1.0,1.0,,1.0,,24.0,19.0,19.0,6.0,160.0,154.0,6.0,3.0,9.0,,,1.0,60.0,63.0,63.0,60.0,10.0,10.0,10.0,10.0,2.0,7.0,2.0,7.0,,,3.0,12.0,11.0,3.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,,,,,,,,,,,
2019-20,1059800,10,2019-10-26 15:00:00,"Vicarage Road, Watford",20821.0,Watford,Bournemouth,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,7.0,15.0,3.0,5.0,3.0,3.0,1.0,7.0,,1.0,,,1.0,1.0,1.0,2.0,,,3.0,11.0,2.0,9.0,27.0,35.0,45.0,50.0,337.0,501.0,253.0,417.0,40.2,59.8,16.0,15.0,20.0,16.0,13.0,9.0,12.0,15.0,23.0,21.0,23.0,21.0,17.0,18.0,7.0,1.0,,1.0,,,10.0,9.0,9.0,14.0,148.0,144.0,5.0,3.0,,,1.0,1.0,47.0,55.0,55.0,47.0,12.0,15.0,15.0,12.0,5.0,10.0,5.0,10.0,,,14.0,8.0,6.0,14.0,0.0,0.0,0.0,0.0,,,,,5.0,3.0,,,,,,,,,,
2019-20,1059801,10,2019-10-26 15:00:00,"London Stadium, London",59878.0,West Ham,Sheff Utd,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,12.0,10.0,4.0,4.0,7.0,3.0,1.0,3.0,5.0,1.0,1.0,,4.0,1.0,1.0,,1.0,1.0,11.0,9.0,4.0,6.0,40.0,22.0,60.0,53.0,545.0,357.0,436.0,261.0,60.8,39.2,31.0,19.0,12.0,11.0,8.0,6.0,9.0,14.0,8.0,27.0,8.0,27.0,16.0,16.0,4.0,1.0,,,,,13.0,10.0,7.0,7.0,162.0,139.0,2.0,3.0,1.0,1.0,,,51.0,55.0,55.0,51.0,22.0,25.0,25.0,22.0,10.0,4.0,10.0,4.0,1.0,1.0,7.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,4.0,4.0,,,,,,,,,,
2019-20,1059802,11,2019-11-02 12:30:00,"Vitality Stadium, Bournemouth",10669.0,Bournemouth,Man Utd,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,13.0,15.0,6.0,4.0,4.0,6.0,3.0,5.0,2.0,1.0,1.0,,2.0,1.0,,1.0,1.0,,8.0,14.0,5.0,9.0,22.0,35.0,53.0,59.0,366.0,488.0,262.0,383.0,42.6,57.4,24.0,17.0,13.0,18.0,7.0,11.0,19.0,12.0,33.0,11.0,33.0,11.0,21.0,25.0,5.0,3.0,,,,,10.0,5.0,10.0,7.0,158.0,168.0,4.0,5.0,,1.0,1.0,,44.0,47.0,47.0,44.0,15.0,7.0,7.0,15.0,4.0,10.0,4.0,10.0,1.0,1.0,14.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0,,,,,,,,,,
2019-20,1059803,11,2019-11-02 15:00:00,"Emirates Stadium, London",60383.0,Arsenal,Wolves,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,10.0,24.0,4.0,8.0,5.0,4.0,1.0,12.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,7.0,16.0,3.0,14.0,38.0,31.0,59.0,40.0,539.0,397.0,465.0,316.0,57.5,42.5,26.0,34.0,16.0,22.0,10.0,13.0,7.0,14.0,20.0,21.0,20.0,21.0,22.0,22.0,12.0,1.0,1.0,2.0,,,11.0,10.0,17.0,8.0,137.0,130.0,7.0,3.0,1.0,1.0,,,48.0,57.0,57.0,48.0,7.0,18.0,18.0,7.0,8.0,9.0,8.0,9.0,1.0,1.0,6.0,15.0,15.0,6.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,,,
2019-20,1059804,11,2019-11-02 15:00:00,"Villa Park, Birmingham",41878.0,Aston Villa,Liverpool,1,2,2,1,L,W,1,0,0,1,0,0,0,0,1.0,2.0,4.0,25.0,2.0,6.0,1.0,10.0,1.0,9.0,1.0,3.0,1.0,1.0,,2.0,1.0,,1.0,2.0,3.0,20.0,2.0,12.0,18.0,61.0,37.0,82.0,226.0,634.0,132.0,533.0,26.3,73.7,12.0,47.0,20.0,17.0,13.0,12.0,13.0,8.0,47.0,21.0,47.0,21.0,21.0,22.0,8.0,1.0,1.0,1.0,,,4.0,5.0,8.0,10.0,157.0,172.0,4.0,1.0,2.0,1.0,,,52.0,54.0,54.0,52.0,19.0,22.0,22.0,19.0,2.0,10.0,2.0,10.0,1.0,,12.0,9.0,8.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,,,,,,,,,
2019-20,1059805,11,2019-11-02 15:00:00,"American Express Stadium, Falmer",30539.0,Brighton,Norwich,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,21.0,7.0,5.0,,12.0,4.0,4.0,3.0,4.0,,2.0,,2.0,,,1.0,2.0,,14.0,6.0,4.0,3.0,35.0,13.0,58.0,40.0,538.0,391.0,452.0,307.0,58.5,41.5,46.0,16.0,19.0,13.0,13.0,10.0,13.0,13.0,5.0,19.0,5.0,19.0,16.0,14.0,3.0,4.0,,1.0,,,17.0,20.0,8.0,13.0,128.0,125.0,,3.0,,2.0,1.0,,61.0,47.0,47.0,61.0,14.0,6.0,6.0,14.0,8.0,3.0,8.0,3.0,1.0,,11.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,,,
2019-20,1059806,11,2019-11-03 14:00:00,"Selhurst Park, London",25480.0,Crystal Palace,Leicester,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,12.0,14.0,3.0,5.0,5.0,7.0,4.0,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,5.0,12.0,2.0,5.0,26.0,25.0,50.0,48.0,334.0,431.0,262.0,353.0,44.2,55.8,15.0,24.0,19.0,22.0,13.0,15.0,9.0,8.0,12.0,24.0,12.0,24.0,16.0,16.0,2.0,4.0,,,,,6.0,13.0,15.0,10.0,140.0,125.0,3.0,3.0,2.0,,,1.0,66.0,58.0,58.0,66.0,19.0,18.0,18.0,19.0,5.0,6.0,5.0,6.0,1.0,4.0,15.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,,,
2019-20,1059807,11,2019-11-03 16:30:00,"Goodison Park, Liverpool",39001.0,Everton,Spurs,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,7.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,6.0,5.0,4.0,3.0,42.0,10.0,54.0,52.0,375.0,443.0,281.0,344.0,47.3,52.7,28.0,10.0,26.0,15.0,12.0,13.0,6.0,11.0,8.0,24.0,8.0,24.0,27.0,21.0,1.0,1.0,,,1.0,,7.0,16.0,12.0,18.0,156.0,151.0,1.0,2.0,1.0,1.0,,,66.0,48.0,48.0,66.0,16.0,18.0,18.0,16.0,5.0,2.0,5.0,2.0,,1.0,9.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,,,,,,,,,
2019-20,1059808,11,2019-11-02 15:00:00,"Etihad Stadium, Manchester",53922.0,Man City,Southampton,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,26.0,3.0,4.0,3.0,9.0,,13.0,,4.0,,2.0,1.0,3.0,,,,1.0,,15.0,2.0,7.0,2.0,85.0,6.0,77.0,34.0,639.0,225.0,562.0,139.0,75.3,24.7,87.0,4.0,9.0,20.0,8.0,11.0,3.0,11.0,5.0,76.0,5.0,76.0,17.0,13.0,,13.0,,1.0,1.0,,15.0,24.0,10.0,4.0,175.0,118.0,2.0,2.0,1.0,2.0,,,60.0,67.0,67.0,60.0,18.0,24.0,24.0,18.0,17.0,,17.0,,1.0,,11.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,,,,,
2019-20,1059809,11,2019-11-02 15:00:00,"Bramall Lane, Sheffield",31131.0,Sheff Utd,Burnley,3,0,0,3,W,L,3,0,0,3,0,0,0,0,3.0,,13.0,6.0,6.0,,5.0,5.0,2.0,1.0,5.0,,2.0,,3.0,1.0,,,3.0,,11.0,3.0,6.0,,33.0,36.0,57.0,72.0,384.0,460.0,266.0,342.0,45.6,54.4,27.0,13.0,17.0,5.0,10.0,4.0,7.0,4.0,23.0,17.0,23.0,17.0,13.0,14.0,1.0,2.0,,,,,2.0,13.0,5.0,12.0,162.0,174.0,1.0,3.0,,3.0,1.0,,73.0,44.0,44.0,73.0,33.0,29.0,29.0,33.0,7.0,6.0,7.0,6.0,,,8.0,12.0,11.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,
2019-20,1059810,11,2019-11-02 17:30:00,"Vicarage Road, Watford",21011.0,Watford,Chelsea,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,12.0,16.0,3.0,10.0,5.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,,2.0,11.0,12.0,6.0,11.0,19.0,26.0,42.0,50.0,373.0,793.0,292.0,710.0,32.8,67.2,25.0,26.0,16.0,16.0,6.0,8.0,8.0,13.0,20.0,17.0,20.0,17.0,15.0,14.0,4.0,4.0,,,,,14.0,10.0,8.0,10.0,128.0,131.0,8.0,2.0,2.0,1.0,,,42.0,50.0,50.0,42.0,11.0,12.0,12.0,11.0,1.0,6.0,2.0,6.0,2.0,,8.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,,,,,,,,,,,
2019-20,1059811,11,2019-11-02 15:00:00,"London Stadium, London",59907.0,West Ham,Newcastle,2,3,3,2,L,W,0,2,2,0,0,0,0,0,2.0,3.0,16.0,12.0,6.0,9.0,6.0,3.0,4.0,,,4.0,1.0,1.0,,3.0,,1.0,1.0,2.0,13.0,8.0,8.0,7.0,51.0,19.0,89.0,36.0,583.0,262.0,501.0,176.0,69.5,30.5,35.0,19.0,13.0,18.0,8.0,12.0,5.0,10.0,12.0,40.0,12.0,40.0,12.0,8.0,,4.0,,,1.0,,16.0,11.0,6.0,5.0,149.0,128.0,6.0,4.0,3.0,2.0,,,49.0,64.0,64.0,49.0,18.0,20.0,20.0,18.0,7.0,3.0,7.0,3.0,,1.0,10.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0,,,,,,,,,,
2019-20,1059812,12,2019-11-09 15:00:00,"Turf Moor, Burnley",20255.0,Burnley,West Ham,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,14.0,7.0,12.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,,3.0,1.0,,,2.0,,10.0,6.0,9.0,4.0,36.0,24.0,52.0,46.0,299.0,459.0,208.0,348.0,40.0,60.0,18.0,16.0,7.0,14.0,2.0,8.0,8.0,12.0,21.0,21.0,21.0,21.0,14.0,15.0,1.0,1.0,,,,2.0,4.0,14.0,3.0,4.0,144.0,159.0,4.0,10.0,,3.0,1.0,,65.0,57.0,57.0,65.0,35.0,26.0,26.0,35.0,11.0,4.0,11.0,4.0,2.0,1.0,17.0,10.0,10.0,16.0,0.0,0.0,0.0,0.0,,,,,7.0,1.0,,1.0,,,,,,,,
2019-20,1059813,12,2019-11-09 12:30:00,"Stamford Bridge, London",40525.0,Chelsea,Crystal Palace,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,23.0,3.0,5.0,1.0,10.0,1.0,8.0,1.0,3.0,1.0,2.0,,3.0,1.0,,,1.0,,15.0,3.0,7.0,2.0,29.0,12.0,54.0,38.0,572.0,377.0,498.0,290.0,60.6,39.4,29.0,7.0,19.0,19.0,9.0,13.0,10.0,11.0,9.0,21.0,9.0,21.0,12.0,10.0,1.0,8.0,,1.0,,,12.0,13.0,13.0,13.0,133.0,130.0,1.0,3.0,,2.0,1.0,,68.0,56.0,56.0,68.0,19.0,16.0,16.0,19.0,7.0,,7.0,,,1.0,9.0,17.0,17.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2019-20,1059814,12,2019-11-09 17:30:00,"King Power Stadium, Leicester",32209.0,Leicester,Arsenal,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,19.0,8.0,7.0,1.0,9.0,4.0,3.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,15.0,6.0,10.0,4.0,27.0,26.0,63.0,45.0,486.0,478.0,426.0,401.0,50.2,49.8,39.0,18.0,19.0,18.0,9.0,13.0,11.0,7.0,19.0,15.0,19.0,15.0,17.0,17.0,3.0,3.0,,1.0,,,10.0,9.0,10.0,9.0,113.0,132.0,1.0,5.0,,2.0,1.0,,46.0,42.0,42.0,46.0,9.0,4.0,4.0,9.0,5.0,4.0,5.0,4.0,,,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,,,,,,,,,
2019-20,1059815,12,2019-11-10 16:30:00,"Anfield, Liverpool",53324.0,Liverpool,Man City,3,1,1,3,W,L,2,0,0,2,0,0,0,0,3.0,1.0,12.0,18.0,5.0,3.0,5.0,7.0,2.0,8.0,2.0,2.0,2.0,,,2.0,,1.0,2.0,,8.0,11.0,5.0,5.0,26.0,37.0,38.0,57.0,416.0,507.0,324.0,425.0,45.0,55.0,23.0,48.0,13.0,15.0,5.0,10.0,10.0,10.0,27.0,24.0,27.0,24.0,9.0,11.0,8.0,2.0,,,,,19.0,13.0,6.0,9.0,139.0,147.0,2.0,2.0,1.0,3.0,,,44.0,58.0,58.0,44.0,13.0,14.0,14.0,13.0,4.0,13.0,4.0,13.0,1.0,1.0,10.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,,,,,3.0,5.0,,,,,,,,,,
2019-20,1059816,12,2019-11-10 14:00:00,"Old Trafford, Manchester",73556.0,Man Utd,Brighton,3,1,1,3,W,L,2,0,0,2,0,0,0,0,3.0,1.0,21.0,6.0,11.0,2.0,5.0,3.0,5.0,1.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0,,3.0,1.0,17.0,6.0,13.0,3.0,23.0,19.0,35.0,48.0,358.0,483.0,287.0,390.0,42.7,57.3,33.0,9.0,24.0,28.0,14.0,15.0,10.0,10.0,11.0,14.0,11.0,14.0,17.0,21.0,1.0,5.0,,,,,9.0,18.0,20.0,17.0,139.0,150.0,1.0,8.0,1.0,3.0,,,67.0,61.0,61.0,67.0,11.0,14.0,14.0,11.0,5.0,2.0,5.0,2.0,1.0,3.0,10.0,14.0,14.0,10.0,0.0,0.0,0.0,0.0,,,,,,4.0,,,,,,,,,,
2019-20,1059817,12,2019-11-09 15:00:00,"St. James' Park, Newcastle",44424.0,Newcastle,Bournemouth,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,21.0,16.0,9.0,4.0,5.0,7.0,7.0,5.0,1.0,,2.0,,2.0,2.0,1.0,1.0,,1.0,10.0,9.0,7.0,5.0,26.0,40.0,42.0,67.0,279.0,559.0,195.0,469.0,33.9,66.1,22.0,26.0,18.0,14.0,8.0,10.0,8.0,8.0,31.0,24.0,31.0,24.0,9.0,9.0,5.0,6.0,,2.0,,,9.0,9.0,8.0,6.0,138.0,148.0,3.0,7.0,1.0,2.0,,,55.0,52.0,52.0,55.0,23.0,19.0,19.0,23.0,5.0,4.0,5.0,4.0,,,10.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,,,,,,,,,
2019-20,1059818,12,2019-11-08 20:00:00,"Carrow Road, Norwich",27074.0,Norwich,Watford,0,2,2,0,L,W,0,1,1,0,0,1,1,0,,2.0,17.0,12.0,5.0,2.0,7.0,6.0,5.0,4.0,,1.0,,1.0,,1.0,,,,1.0,9.0,8.0,5.0,3.0,43.0,13.0,57.0,34.0,597.0,315.0,523.0,232.0,65.8,34.2,34.0,20.0,18.0,25.0,11.0,13.0,7.0,15.0,9.0,36.0,9.0,36.0,23.0,22.0,4.0,5.0,,,1.0,,14.0,17.0,11.0,10.0,155.0,125.0,,5.0,2.0,,,1.0,56.0,56.0,56.0,56.0,8.0,10.0,10.0,8.0,10.0,4.0,10.0,4.0,1.0,,7.0,13.0,13.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,
2019-20,1059819,12,2019-11-09 15:00:00,"St. Mary's Stadium, Southampton",29754.0,Southampton,Everton,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,4.0,24.0,3.0,5.0,1.0,9.0,,10.0,,3.0,1.0,2.0,,1.0,,1.0,,2.0,2.0,17.0,1.0,10.0,17.0,41.0,46.0,58.0,345.0,377.0,244.0,271.0,47.3,52.7,8.0,46.0,12.0,23.0,5.0,16.0,6.0,10.0,24.0,20.0,24.0,20.0,15.0,18.0,9.0,,2.0,,,,13.0,10.0,14.0,7.0,165.0,166.0,3.0,2.0,2.0,1.0,,,56.0,75.0,75.0,56.0,24.0,27.0,27.0,24.0,5.0,9.0,5.0,9.0,1.0,1.0,12.0,12.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,,,,,
2019-20,1059820,12,2019-11-09 15:00:00,"Tottenham Hotspur Stadium, London",59781.0,Spurs,Sheff Utd,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,17.0,14.0,5.0,4.0,8.0,7.0,4.0,3.0,2.0,1.0,1.0,,2.0,1.0,,1.0,,1.0,14.0,10.0,7.0,5.0,27.0,24.0,50.0,63.0,602.0,378.0,507.0,285.0,61.1,38.9,25.0,17.0,19.0,27.0,13.0,16.0,5.0,10.0,19.0,23.0,19.0,23.0,12.0,12.0,3.0,3.0,1.0,,,1.0,12.0,13.0,15.0,10.0,148.0,152.0,3.0,4.0,1.0,1.0,,,63.0,59.0,59.0,63.0,22.0,14.0,14.0,22.0,4.0,4.0,4.0,4.0,,1.0,6.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,6.0,,,,,,,,,,
2019-20,1059821,12,2019-11-10 14:00:00,"Molineux Stadium, Wolverhampton",31607.0,Wolves,Aston Villa,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,17.0,13.0,5.0,4.0,7.0,5.0,5.0,4.0,,,,,3.0,,2.0,,2.0,,12.0,7.0,8.0,5.0,24.0,31.0,57.0,46.0,385.0,375.0,309.0,299.0,50.1,49.9,33.0,11.0,14.0,20.0,8.0,13.0,11.0,9.0,28.0,15.0,28.0,15.0,15.0,11.0,4.0,5.0,,,,,17.0,21.0,9.0,7.0,127.0,135.0,3.0,3.0,1.0,2.0,,,59.0,65.0,65.0,59.0,19.0,13.0,13.0,19.0,6.0,3.0,6.0,3.0,1.0,1.0,17.0,8.0,5.0,15.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,
2019-20,1059822,13,2019-11-23 15:00:00,"Vitality Stadium, Bournemouth",10539.0,Bournemouth,Wolves,1,2,2,1,L,W,0,2,2,0,1,0,0,1,1.0,2.0,9.0,18.0,2.0,8.0,4.0,7.0,3.0,3.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,5.0,12.0,2.0,7.0,34.0,22.0,51.0,47.0,443.0,509.0,355.0,443.0,46.6,53.4,13.0,26.0,9.0,11.0,6.0,6.0,12.0,6.0,18.0,27.0,18.0,27.0,17.0,18.0,4.0,3.0,,,,,7.0,9.0,6.0,5.0,128.0,111.0,5.0,2.0,2.0,1.0,,,39.0,49.0,49.0,39.0,12.0,22.0,22.0,12.0,5.0,9.0,5.0,9.0,6.0,1.0,10.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,,,,,,4.0,,,,,,,,,,
2019-20,1059823,13,2019-11-23 15:00:00,"Emirates Stadium, London",60295.0,Arsenal,Southampton,2,2,2,2,D,D,1,1,1,1,0,0,0,0,2.0,2.0,12.0,21.0,5.0,6.0,3.0,11.0,4.0,4.0,,3.0,1.0,2.0,1.0,3.0,1.0,,,1.0,9.0,15.0,6.0,8.0,36.0,23.0,58.0,46.0,487.0,316.0,404.0,235.0,61.0,39.0,29.0,35.0,25.0,18.0,13.0,9.0,15.0,16.0,17.0,21.0,17.0,21.0,19.0,17.0,5.0,4.0,1.0,,,,13.0,20.0,8.0,17.0,147.0,138.0,4.0,3.0,2.0,2.0,,,79.0,52.0,52.0,79.0,15.0,9.0,9.0,15.0,6.0,8.0,6.0,8.0,2.0,2.0,13.0,19.0,19.0,12.0,0.0,0.0,0.0,0.0,,1.0,,,2.0,1.0,,,,,,,,,,
2019-20,1059824,13,2019-11-25 20:00:00,"Villa Park, Birmingham",41821.0,Aston Villa,Newcastle,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,17.0,11.0,8.0,5.0,6.0,3.0,3.0,3.0,4.0,1.0,1.0,,3.0,1.0,1.0,,1.0,,17.0,8.0,10.0,5.0,48.0,24.0,53.0,41.0,490.0,296.0,425.0,232.0,62.0,38.0,33.0,14.0,15.0,15.0,11.0,7.0,6.0,9.0,19.0,27.0,19.0,27.0,13.0,15.0,3.0,3.0,,,,,13.0,8.0,7.0,7.0,125.0,121.0,5.0,6.0,,2.0,1.0,,50.0,57.0,57.0,50.0,18.0,22.0,22.0,18.0,11.0,6.0,11.0,6.0,2.0,,10.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,,,,,,,,,
