season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,expectedAssists_h,expectedAssists_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a
2013-14,694911,2,2013-08-24 17:30:00,"Villa Park, Birmingham",42098,Aston Villa,Liverpool,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,17.0,5.0,3.0,1.0,9.0,2.0,5.0,2.0,1.0,,,,1.0,,,,,1.0,12.0,5.0,7.0,3.0,17.0,12.0,76.0,69.0,481.0,546.0,404.0,454.0,47.4,52.6,,,31.0,23.0,24.0,17.0,20.0,15.0,18.0,35.0,18.0,33.0,15.0,19.0,2.0,5.0,,,,,9.0,11.0,20.0,22.0,152.0,156.0,,3.0,1.0,,,1.0,,,64.0,57.0,57.0,64.0,15.0,18.0,18.0,15.0,8.0,2.0,8.0,2.0,2.0,,10.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,
2013-14,694912,2,2013-08-25 16:00:00,"Cardiff City Stadium, Cardiff",27068,Cardiff,Man City,3,2,2,3,W,L,0,0,0,0,0,0,0,0,3.0,2.0,9.0,16.0,6.0,5.0,2.0,7.0,1.0,4.0,2.0,,2.0,,2.0,,,,2.0,2.0,5.0,15.0,4.0,9.0,5.0,27.0,44.0,84.0,264.0,637.0,191.0,561.0,30.0,70.0,,,16.0,12.0,9.0,9.0,15.0,4.0,36.0,17.0,35.0,16.0,13.0,12.0,4.0,1.0,,1.0,,1.0,3.0,7.0,11.0,13.0,121.0,133.0,3.0,3.0,2.0,3.0,,,,,42.0,38.0,38.0,42.0,11.0,21.0,21.0,11.0,3.0,8.0,3.0,8.0,,,2.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,,,,,,,
2013-14,694913,2,2013-08-24 15:00:00,"Goodison Park, Liverpool",36410,Everton,West Brom,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,22.0,7.0,8.0,2.0,6.0,5.0,8.0,,1.0,,,,1.0,,2.0,,,,15.0,7.0,12.0,2.0,16.0,18.0,78.0,55.0,478.0,298.0,395.0,209.0,62.3,37.7,,,20.0,23.0,12.0,19.0,12.0,14.0,36.0,45.0,36.0,45.0,6.0,6.0,,8.0,,,,,2.0,15.0,11.0,15.0,140.0,135.0,2.0,8.0,,,1.0,1.0,,,65.0,56.0,56.0,65.0,19.0,19.0,19.0,19.0,11.0,1.0,11.0,1.0,1.0,1.0,15.0,17.0,15.0,14.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,,,,,,,
2013-14,694914,2,2013-08-24 12:45:00,"Craven Cottage, London",25622,Fulham,Arsenal,1,3,3,1,L,W,0,2,2,0,0,0,0,0,1.0,3.0,16.0,19.0,7.0,9.0,6.0,3.0,3.0,7.0,,3.0,1.0,1.0,,2.0,,,,2.0,11.0,16.0,6.0,13.0,27.0,25.0,61.0,66.0,484.0,569.0,421.0,496.0,46.2,53.8,12.0,32.0,18.0,10.0,17.0,9.0,9.0,9.0,25.0,19.0,25.0,18.0,4.0,11.0,7.0,3.0,,,,,10.0,14.0,9.0,10.0,106.0,106.0,5.0,6.0,3.0,1.0,,,,,48.0,44.0,44.0,48.0,8.0,15.0,15.0,8.0,1.0,8.0,1.0,8.0,,,10.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,,,
2013-14,694915,2,2013-08-24 15:00:00,"The MKM Stadium, Hull",23682,Hull,Norwich,1,0,0,1,W,L,1,0,0,1,1,0,0,1,1.0,,7.0,13.0,2.0,4.0,5.0,7.0,,2.0,,,1.0,,,,,,,,6.0,10.0,1.0,4.0,18.0,33.0,58.0,87.0,360.0,582.0,291.0,497.0,38.7,61.3,,,19.0,13.0,12.0,10.0,18.0,17.0,28.0,14.0,26.0,14.0,19.0,14.0,2.0,,1.0,,,,8.0,9.0,6.0,10.0,127.0,133.0,4.0,1.0,,1.0,1.0,,,,52.0,43.0,43.0,52.0,9.0,10.0,10.0,9.0,1.0,5.0,1.0,5.0,,,15.0,19.0,19.0,14.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,,,,,,,,,
2013-14,694916,2,2013-08-26 20:00:00,"Old Trafford, Manchester",75032,Man Utd,Chelsea,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,12.0,8.0,3.0,4.0,7.0,3.0,2.0,1.0,,,,,,,,,,,9.0,5.0,4.0,2.0,19.0,15.0,87.0,62.0,550.0,448.0,463.0,367.0,55.2,44.8,,,22.0,15.0,19.0,12.0,16.0,6.0,35.0,26.0,35.0,26.0,24.0,24.0,1.0,2.0,,,,,10.0,7.0,10.0,9.0,137.0,138.0,4.0,3.0,,,1.0,1.0,,,60.0,49.0,49.0,60.0,23.0,19.0,19.0,23.0,4.0,1.0,4.0,1.0,,,9.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,
2013-14,694917,2,2013-08-24 15:00:00,"St. James' Park, Newcastle",49622,Newcastle,West Ham,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,16.0,6.0,,1.0,14.0,3.0,2.0,2.0,,2.0,,,1.0,2.0,1.0,,,,12.0,4.0,2.0,1.0,26.0,15.0,63.0,66.0,417.0,323.0,325.0,228.0,55.2,44.8,,,17.0,24.0,14.0,20.0,9.0,6.0,25.0,33.0,25.0,32.0,12.0,12.0,2.0,2.0,,,,,3.0,12.0,14.0,9.0,151.0,154.0,1.0,,,,1.0,1.0,,,71.0,61.0,61.0,71.0,29.0,27.0,27.0,29.0,5.0,4.0,5.0,4.0,1.0,,12.0,15.0,14.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,,,,,,
2013-14,694918,2,2013-08-24 15:00:00,"St. Mary's Stadium, Southampton",29596,Southampton,Sunderland,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,17.0,8.0,6.0,3.0,8.0,4.0,3.0,1.0,1.0,2.0,,,1.0,2.0,,,1.0,1.0,14.0,6.0,8.0,3.0,33.0,11.0,83.0,66.0,540.0,260.0,459.0,167.0,66.6,33.4,,,12.0,21.0,10.0,17.0,14.0,15.0,38.0,34.0,38.0,33.0,12.0,12.0,1.0,3.0,,,,,2.0,8.0,15.0,6.0,139.0,149.0,2.0,5.0,1.0,1.0,,,,,62.0,49.0,49.0,62.0,32.0,15.0,15.0,32.0,5.0,2.0,5.0,2.0,1.0,,11.0,13.0,13.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,
2013-14,694919,2,2013-08-24 15:00:00,"bet365 Stadium, Stoke",25270,Stoke,Crystal Palace,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,14.0,14.0,4.0,5.0,6.0,7.0,4.0,2.0,2.0,,1.0,,1.0,,2.0,,2.0,1.0,13.0,10.0,7.0,5.0,24.0,13.0,54.0,56.0,409.0,437.0,317.0,347.0,49.6,50.4,,,20.0,31.0,17.0,21.0,11.0,9.0,23.0,37.0,23.0,37.0,24.0,24.0,2.0,4.0,2.0,,1.0,,6.0,13.0,17.0,19.0,166.0,143.0,4.0,2.0,1.0,2.0,,,,,65.0,71.0,71.0,65.0,28.0,24.0,24.0,28.0,7.0,,7.0,,,2.0,14.0,6.0,6.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,
2013-14,694920,2,2013-08-25 16:00:00,"White Hart Lane, London",36005,Spurs,Swansea,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,21.0,7.0,7.0,5.0,10.0,2.0,4.0,,2.0,,1.0,,3.0,,1.0,,,,16.0,5.0,9.0,3.0,12.0,13.0,81.0,49.0,454.0,511.0,381.0,427.0,47.6,52.4,,,22.0,14.0,18.0,12.0,10.0,18.0,30.0,43.0,30.0,43.0,11.0,12.0,,5.0,,,,,10.0,22.0,5.0,18.0,125.0,132.0,5.0,5.0,,1.0,1.0,,,,72.0,53.0,53.0,72.0,14.0,22.0,22.0,14.0,8.0,3.0,8.0,3.0,2.0,1.0,10.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,3.0,,,,,,,,
2013-14,694921,3,2013-08-31 15:00:00,"Cardiff City Stadium, Cardiff",27344,Cardiff,Everton,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,4.0,13.0,1.0,3.0,3.0,5.0,,5.0,,1.0,,,,1.0,,,,,2.0,10.0,,5.0,7.0,19.0,46.0,66.0,302.0,514.0,228.0,444.0,37.0,63.0,,,23.0,15.0,19.0,12.0,19.0,8.0,38.0,26.0,38.0,26.0,9.0,8.0,5.0,,,,,,12.0,12.0,11.0,13.0,127.0,139.0,3.0,1.0,,,1.0,1.0,,,52.0,55.0,55.0,52.0,11.0,17.0,17.0,11.0,4.0,5.0,4.0,5.0,1.0,1.0,11.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,,,,,4.0,4.0,,,,,,,,
2013-14,694922,3,2013-08-21 19:45:00,"Stamford Bridge, London",41527,Chelsea,Aston Villa,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,15.0,7.0,3.0,3.0,9.0,4.0,3.0,,1.0,2.0,1.0,,,2.0,,,1.0,1.0,13.0,6.0,6.0,3.0,21.0,12.0,93.0,54.0,677.0,286.0,594.0,197.0,69.2,30.8,,,16.0,13.0,13.0,10.0,4.0,11.0,29.0,26.0,28.0,26.0,9.0,7.0,,3.0,,,,,6.0,6.0,4.0,11.0,129.0,143.0,2.0,2.0,1.0,2.0,,,,1.0,53.0,49.0,49.0,53.0,18.0,22.0,22.0,18.0,1.0,2.0,1.0,2.0,1.0,2.0,13.0,16.0,14.0,12.0,0.0,0.0,0.0,0.0,,,,,5.0,5.0,,,,,,,,
2013-14,694923,3,2013-08-31 17:30:00,"Selhurst Park, London",22671,Crystal Palace,Sunderland,3,1,1,3,W,L,1,0,0,1,0,1,1,0,3.0,1.0,18.0,10.0,7.0,2.0,8.0,2.0,3.0,6.0,,,1.0,,,,,,,1.0,13.0,7.0,7.0,5.0,20.0,23.0,52.0,82.0,419.0,407.0,330.0,315.0,50.0,50.0,,,28.0,24.0,22.0,18.0,14.0,7.0,51.0,33.0,51.0,33.0,13.0,12.0,6.0,3.0,,,,,10.0,14.0,16.0,18.0,152.0,161.0,1.0,4.0,1.0,3.0,,,,,80.0,62.0,62.0,80.0,32.0,22.0,22.0,32.0,6.0,6.0,6.0,6.0,,,6.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,1.0,,,,,,,,
2013-14,694924,3,2013-09-01 13:30:00,"Anfield, Liverpool",44411,Liverpool,Man Utd,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,11.0,10.0,5.0,4.0,3.0,2.0,3.0,4.0,1.0,,1.0,,,,,,1.0,,8.0,7.0,6.0,5.0,10.0,26.0,55.0,68.0,379.0,478.0,289.0,392.0,43.0,57.0,,,31.0,17.0,24.0,13.0,18.0,20.0,33.0,32.0,33.0,32.0,14.0,14.0,4.0,2.0,2.0,1.0,,,7.0,11.0,10.0,19.0,138.0,167.0,4.0,4.0,,1.0,1.0,,,,69.0,57.0,57.0,69.0,13.0,21.0,21.0,13.0,2.0,7.0,2.0,7.0,1.0,1.0,15.0,15.0,15.0,14.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,
2013-14,694925,3,2013-08-31 12:45:00,"Etihad Stadium, Manchester",46903,Man City,Hull,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,12.0,7.0,6.0,2.0,5.0,4.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,,1.0,,11.0,3.0,6.0,2.0,20.0,16.0,70.0,65.0,529.0,376.0,427.0,272.0,58.2,41.8,,,18.0,19.0,11.0,13.0,16.0,13.0,27.0,23.0,27.0,23.0,20.0,20.0,1.0,1.0,1.0,,,,7.0,4.0,17.0,11.0,151.0,156.0,2.0,4.0,,2.0,1.0,,,,55.0,57.0,57.0,55.0,19.0,19.0,19.0,19.0,7.0,4.0,7.0,4.0,1.0,1.0,15.0,14.0,14.0,15.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,
2013-14,694926,3,2013-08-31 15:00:00,"St. James' Park, Newcastle",46402,Newcastle,Fulham,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,24.0,3.0,9.0,2.0,9.0,1.0,6.0,,1.0,,,,2.0,,1.0,,1.0,,18.0,1.0,10.0,,33.0,16.0,52.0,47.0,466.0,417.0,388.0,335.0,53.8,46.2,,,20.0,13.0,17.0,11.0,16.0,7.0,22.0,38.0,22.0,38.0,11.0,11.0,,5.0,1.0,,,,4.0,10.0,7.0,16.0,135.0,135.0,2.0,8.0,,1.0,1.0,,,,62.0,44.0,44.0,62.0,26.0,14.0,14.0,26.0,13.0,2.0,13.0,2.0,,,13.0,10.0,9.0,13.0,0.0,0.0,0.0,0.0,,,,,,3.0,,,,,,,,
2013-14,694927,3,2013-08-31 15:00:00,"Carrow Road, Norwich",26819,Norwich,Southampton,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,14.0,11.0,4.0,2.0,6.0,5.0,4.0,4.0,1.0,,,,2.0,,,1.0,1.0,,10.0,7.0,7.0,4.0,10.0,19.0,80.0,63.0,341.0,480.0,245.0,370.0,42.2,57.8,,,30.0,19.0,24.0,16.0,14.0,3.0,29.0,16.0,29.0,16.0,16.0,14.0,4.0,4.0,,,,,6.0,6.0,13.0,11.0,157.0,178.0,2.0,3.0,,1.0,1.0,,,,70.0,58.0,58.0,70.0,21.0,24.0,24.0,21.0,5.0,4.0,5.0,4.0,3.0,1.0,11.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,6.0,,,,,,,,
2013-14,694928,3,2013-09-01 13:30:00,"The Hawthorns, West Bromwich",23395,West Brom,Swansea,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,10.0,12.0,1.0,4.0,6.0,4.0,3.0,4.0,1.0,1.0,,1.0,1.0,,,1.0,,2.0,7.0,10.0,2.0,7.0,17.0,19.0,56.0,56.0,457.0,637.0,388.0,571.0,42.0,58.0,,,14.0,18.0,11.0,15.0,16.0,18.0,29.0,29.0,29.0,29.0,14.0,14.0,4.0,3.0,,1.0,,,9.0,16.0,8.0,11.0,122.0,120.0,2.0,1.0,2.0,,,1.0,,,57.0,50.0,50.0,57.0,15.0,13.0,13.0,15.0,2.0,5.0,2.0,5.0,3.0,1.0,10.0,14.0,14.0,10.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,,,,,,,
