season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,expectedAssists_h,expectedAssists_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a
2013-14,694902,1,2013-08-18 16:00:00,"Stamford Bridge, London",41374,Chelsea,Hull,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,23.0,7.0,6.0,2.0,10.0,1.0,7.0,4.0,1.0,,1.0,,1.0,,,,1.0,,16.0,5.0,9.0,4.0,20.0,17.0,72.0,57.0,551.0,502.0,472.0,420.0,51.4,48.6,,,14.0,16.0,10.0,14.0,10.0,19.0,27.0,18.0,27.0,18.0,18.0,18.0,4.0,7.0,,2.0,,,17.0,5.0,9.0,7.0,127.0,147.0,2.0,4.0,,2.0,1.0,,,,60.0,53.0,53.0,60.0,27.0,13.0,13.0,27.0,5.0,1.0,5.0,1.0,1.0,,8.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,2.0,,,,,,,,
2013-14,694903,1,2013-08-18 13:30:00,"Selhurst Park, London",23285,Crystal Palace,Spurs,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,5.0,18.0,3.0,3.0,2.0,12.0,,3.0,,2.0,,1.0,,2.0,,1.0,,,4.0,15.0,2.0,4.0,20.0,18.0,71.0,78.0,362.0,510.0,259.0,433.0,41.8,58.2,,,21.0,24.0,18.0,16.0,9.0,19.0,27.0,37.0,26.0,37.0,9.0,12.0,3.0,,,,,,17.0,7.0,14.0,15.0,159.0,140.0,2.0,3.0,1.0,,,1.0,,,62.0,62.0,62.0,62.0,29.0,16.0,16.0,29.0,3.0,7.0,3.0,7.0,1.0,1.0,9.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,,1.0,,1.0,4.0,,,,,,,,,
2013-14,694904,1,2013-08-17 12:45:00,"Anfield, Liverpool",44822,Liverpool,Stoke,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,25.0,12.0,11.0,6.0,9.0,6.0,5.0,,3.0,1.0,,,4.0,3.0,3.0,1.0,1.0,,21.0,8.0,14.0,3.0,21.0,18.0,63.0,44.0,520.0,416.0,430.0,337.0,55.3,44.7,,,34.0,34.0,26.0,23.0,10.0,14.0,18.0,31.0,15.0,27.0,22.0,21.0,1.0,5.0,1.0,1.0,,,6.0,12.0,16.0,26.0,165.0,159.0,5.0,10.0,,1.0,1.0,,,,71.0,74.0,74.0,71.0,15.0,24.0,24.0,15.0,12.0,6.0,12.0,6.0,,1.0,11.0,12.0,11.0,10.0,0.0,0.0,0.0,0.0,,1.0,,,2.0,1.0,,,,,,,,
2013-14,694905,1,2013-08-19 20:00:00,"Etihad Stadium, Manchester",46842,Man City,Newcastle,4,0,0,4,W,L,2,0,0,2,0,1,1,0,4.0,,20.0,6.0,11.0,1.0,6.0,2.0,3.0,3.0,6.0,,2.0,,5.0,,,,2.0,,16.0,5.0,10.0,4.0,22.0,13.0,78.0,35.0,665.0,377.0,606.0,311.0,63.5,36.5,,,29.0,14.0,21.0,13.0,11.0,16.0,17.0,21.0,17.0,20.0,13.0,13.0,3.0,3.0,,1.0,,,11.0,8.0,12.0,17.0,110.0,123.0,1.0,7.0,,4.0,1.0,,,,57.0,42.0,42.0,57.0,14.0,8.0,8.0,14.0,8.0,1.0,8.0,1.0,,,9.0,8.0,7.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,,,,,,,
2013-14,694906,1,2013-08-17 15:00:00,"Carrow Road, Norwich",26824,Norwich,Everton,2,2,2,2,D,D,0,0,0,0,0,0,0,0,2.0,2.0,8.0,20.0,2.0,7.0,2.0,8.0,4.0,5.0,,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,5.0,15.0,4.0,9.0,15.0,21.0,51.0,56.0,258.0,564.0,195.0,498.0,33.0,67.0,,,22.0,20.0,16.0,18.0,15.0,13.0,27.0,27.0,27.0,27.0,14.0,14.0,6.0,4.0,,,,,13.0,17.0,11.0,13.0,125.0,122.0,4.0,,2.0,2.0,,,,,58.0,69.0,69.0,58.0,11.0,26.0,26.0,11.0,6.0,8.0,6.0,8.0,1.0,2.0,14.0,10.0,10.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,,,,,,
2013-14,694907,1,2013-08-17 15:00:00,"Stadium of Light, Sunderland",43905,Sunderland,Fulham,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,21.0,5.0,3.0,1.0,11.0,,7.0,4.0,,1.0,,1.0,,,,,,1.0,13.0,4.0,5.0,4.0,15.0,7.0,88.0,45.0,460.0,326.0,384.0,254.0,57.8,42.2,,,24.0,13.0,17.0,9.0,5.0,8.0,13.0,31.0,12.0,30.0,11.0,12.0,4.0,7.0,,,,,8.0,7.0,7.0,18.0,130.0,133.0,,3.0,1.0,,,1.0,,,56.0,52.0,52.0,56.0,13.0,18.0,18.0,13.0,6.0,1.0,6.0,1.0,1.0,1.0,15.0,14.0,13.0,15.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,,,
2013-14,694908,1,2013-08-17 17:30:00,"Swansea.com Stadium, Swansea",20733,Swansea,Man Utd,1,4,4,1,L,W,0,2,2,0,0,0,0,0,1.0,4.0,17.0,14.0,6.0,8.0,10.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,,1.0,3.0,13.0,9.0,6.0,8.0,29.0,10.0,67.0,58.0,534.0,471.0,463.0,393.0,53.7,46.3,,,14.0,9.0,9.0,7.0,10.0,17.0,27.0,42.0,27.0,42.0,20.0,19.0,4.0,1.0,,,,1.0,4.0,5.0,3.0,7.0,128.0,123.0,3.0,5.0,4.0,1.0,,,,,40.0,41.0,41.0,40.0,13.0,18.0,18.0,13.0,7.0,4.0,7.0,4.0,1.0,1.0,13.0,10.0,10.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,,,,,,,
2013-14,694909,1,2013-08-17 15:00:00,"The Hawthorns, West Bromwich",25927,West Brom,Southampton,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,11.0,8.0,1.0,3.0,5.0,2.0,5.0,3.0,,,,1.0,1.0,,,,,,5.0,4.0,2.0,2.0,24.0,17.0,68.0,56.0,363.0,400.0,265.0,312.0,46.7,53.3,,,16.0,11.0,16.0,9.0,5.0,16.0,38.0,39.0,38.0,38.0,12.0,11.0,2.0,4.0,,,,,6.0,5.0,7.0,9.0,148.0,155.0,2.0,1.0,1.0,,,1.0,,,59.0,41.0,41.0,59.0,18.0,13.0,13.0,18.0,4.0,8.0,4.0,8.0,,1.0,15.0,25.0,24.0,14.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,2.0,,,,,,,,
2013-14,694910,1,2013-08-17 15:00:00,"Boleyn Ground, London",34977,West Ham,Cardiff,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,18.0,12.0,4.0,1.0,9.0,7.0,5.0,4.0,1.0,1.0,,,1.0,1.0,,,2.0,,14.0,9.0,7.0,4.0,24.0,18.0,80.0,58.0,294.0,385.0,208.0,288.0,43.6,56.4,,,11.0,11.0,9.0,7.0,5.0,5.0,40.0,29.0,40.0,29.0,11.0,11.0,4.0,5.0,,,,,4.0,12.0,7.0,7.0,134.0,149.0,1.0,2.0,,2.0,1.0,,,,57.0,48.0,48.0,57.0,29.0,23.0,23.0,29.0,4.0,3.0,4.0,3.0,1.0,1.0,10.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,5.0,,,,,,,,,
2013-14,695281,1,2013-08-17 15:00:00,"Emirates Stadium, London",60003,Arsenal,Aston Villa,1,3,3,1,L,W,1,1,1,1,1,0,0,1,1.0,3.0,15.0,10.0,4.0,5.0,5.0,4.0,6.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,13.0,7.0,9.0,3.0,35.0,14.0,59.0,55.0,525.0,306.0,457.0,216.0,63.8,36.2,32.0,12.0,10.0,21.0,9.0,14.0,15.0,14.0,16.0,31.0,15.0,30.0,13.0,6.0,1.0,6.0,1.0,,,,11.0,14.0,10.0,2.0,126.0,117.0,2.0,3.0,3.0,1.0,,,,,60.0,65.0,65.0,60.0,20.0,19.0,19.0,20.0,4.0,3.0,4.0,3.0,,1.0,15.0,19.0,18.0,15.0,0.0,0.0,0.0,0.0,,2.0,,1.0,3.0,1.0,,,,,,,,
