season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,penaltySave,rightsidePass,unsuccessfulTouch,attLgRight,ptsDroppedWinningPos,attFreekickPost,attOneOnOne,contentiousDecision
2010-11,321726,7.0,2010-10-02 12:45:00,111,Wigan,Home,171.0,17.0,,2.0,2.0,3.0,,294.0,3.0,,7.0,2.0,18.0,42.0,463.0,,,22.0,3.0,10.0,19.0,,,,1.0,,,2.0,,,,,,24.0,,,,,,,2.0,1.0,,,,60.0,2.0,9.0,1.0,,3.0,7.0,5.0,,16.0,,35.0,55.0,2.0,15.0,9.0,,,77.0,9.0,14.0,1.0,,2.0,,2.0,,,,,,,3.0,,,1.0,,,,,,12.0,,19.0,14.0,,7.0,59.0,39.0,3.0,1.0,6.0,13.0,10.0,,,,1.0,,52.0,103.0,21.0,,,,,141.0,133.0,3.0,23.0,26.0,60.9,,,,0.0,,,,,,,,1.0,,7.0,,3.0,159.0,,19.0,186.0,31.0,23.0,16.0,2.0,14.0,12.0,,206.0,4.0,364.0,,,10.0,19.0,58.0,3.0,536.0,,0.0,26.0,21.0,4.0,27.0,1.0,740.0,,10.0,3.0,16.0,0.0,61.0,2.0,2.0,,168.0,152.0,3.0,,155.0,15.0,,,,,
2010-11,321735,8.0,2010-10-16 15:00:00,111,Wigan,Away,158.0,19.0,,2.0,2.0,4.0,,111.0,1.0,,2.0,3.0,11.0,25.0,267.0,,2.0,12.0,10.0,4.0,3.0,,,1.0,,1.0,,1.0,,,,,,5.0,,,,,,1.0,9.0,5.0,,,,61.0,2.0,,6.0,1.0,3.0,6.0,2.0,,13.0,1.0,55.0,61.0,2.0,22.0,7.0,,,60.0,17.0,15.0,,,2.0,,1.0,1.0,,,1.0,,,13.0,,,2.0,2.0,,,,1.0,10.0,,15.0,11.0,1.0,2.0,100.0,47.0,6.0,2.0,2.0,2.0,3.0,,,,4.0,,42.0,45.0,12.0,,,,,152.0,144.0,2.0,39.0,12.0,42.5,,,1.0,0.0,,,,2.0,,,,2.0,1.0,5.0,,3.0,46.0,,4.0,174.0,34.0,30.0,17.0,2.0,10.0,8.0,1.0,79.0,6.0,177.0,2.0,,16.0,12.0,54.0,6.0,341.0,,0.0,8.0,35.0,3.0,19.0,1.0,542.0,,7.0,3.0,22.0,0.0,59.0,,,,139.0,70.0,2.0,,73.0,12.0,,,,,
2010-11,321746,9.0,2010-10-23 15:00:00,111,Wigan,Home,136.0,9.0,2.0,4.0,2.0,,,121.0,3.0,2.0,4.0,10.0,12.0,21.0,253.0,,2.0,26.0,25.0,18.0,9.0,3.0,,3.0,,,,,,,,1.0,,13.0,,,,,,,7.0,4.0,,,,60.0,,4.0,9.0,,6.0,4.0,2.0,,12.0,,80.0,75.0,,11.0,2.0,,,80.0,8.0,14.0,1.0,,3.0,3.0,,1.0,,1.0,1.0,,1.0,13.0,,,1.0,1.0,,,,,6.0,,27.0,20.0,3.0,5.0,113.0,42.0,,,5.0,8.0,6.0,,,,3.0,,55.0,40.0,17.0,,,,,212.0,200.0,,30.0,15.0,50.8,,,,0.0,,,,1.0,,,,1.0,3.0,7.0,,3.0,53.0,,13.0,169.0,32.0,23.0,40.0,3.0,12.0,9.0,4.0,108.0,7.0,215.0,1.0,2.0,29.0,12.0,57.0,1.0,372.0,,0.0,17.0,29.0,6.0,35.0,0.0,622.0,,14.0,5.0,21.0,0.0,40.0,2.0,3.0,1.0,190.0,74.0,2.0,,68.0,12.0,,,,,
2010-11,321753,10.0,2010-10-30 15:00:00,111,Wigan,Away,161.0,13.0,,2.0,2.0,6.0,,118.0,5.0,2.0,5.0,4.0,13.0,24.0,277.0,1.0,,16.0,16.0,20.0,8.0,,,1.0,,1.0,,1.0,,,,,,7.0,,,,,,,10.0,6.0,,,,69.0,1.0,1.0,10.0,,1.0,4.0,2.0,,21.0,1.0,71.0,69.0,1.0,17.0,6.0,,,78.0,13.0,8.0,,,1.0,,1.0,,,,,,,12.0,,,,,,,,1.0,10.0,,20.0,16.0,2.0,5.0,102.0,43.0,7.0,,4.0,4.0,3.0,,,,5.0,,49.0,37.0,6.0,,,,,195.0,178.0,,35.0,21.0,40.9,,,,0.0,,,,1.0,2.0,,,1.0,1.0,5.0,,2.0,67.0,,8.0,199.0,37.0,34.0,26.0,1.0,7.0,6.0,1.0,117.0,17.0,196.0,1.0,2.0,19.0,13.0,62.0,2.0,388.0,1.0,0.0,9.0,27.0,,20.0,0.0,617.0,,14.0,1.0,15.0,0.0,62.0,,,,167.0,87.0,4.0,,72.0,12.0,,,,,
2010-11,321759,11.0,2010-11-06 15:00:00,111,Wigan,Away,124.0,10.0,1.0,3.0,2.0,5.0,,230.0,7.0,2.0,1.0,6.0,22.0,34.0,351.0,,3.0,22.0,13.0,19.0,11.0,1.0,,1.0,1.0,,,3.0,,,,,1.0,13.0,,,,,,1.0,5.0,5.0,,,,61.0,1.0,6.0,4.0,,6.0,5.0,7.0,,13.0,1.0,55.0,72.0,1.0,14.0,7.0,,,99.0,15.0,16.0,,,7.0,3.0,3.0,,,,,,,10.0,,,,4.0,,,,,13.0,,18.0,13.0,1.0,2.0,99.0,45.0,3.0,1.0,6.0,6.0,5.0,,,,,,85.0,64.0,21.0,,,,,199.0,188.0,7.0,25.0,21.0,64.2,,,2.0,0.0,,,,1.0,1.0,,,2.0,1.0,7.0,,2.0,112.0,,12.0,155.0,30.0,25.0,21.0,4.0,19.0,15.0,1.0,176.0,11.0,338.0,4.0,2.0,25.0,25.0,62.0,1.0,474.0,,0.0,18.0,25.0,5.0,27.0,2.0,689.0,,11.0,6.0,20.0,0.0,71.0,,,,206.0,100.0,2.0,,97.0,14.0,,,,,
2010-11,321770,12.0,2010-11-10 19:45:00,111,Wigan,Home,180.0,20.0,1.0,2.0,1.0,,,248.0,5.0,1.0,4.0,1.0,15.0,49.0,426.0,1.0,2.0,22.0,8.0,14.0,8.0,1.0,,,,,,1.0,,,,,,10.0,,,,,,,6.0,4.0,,,,82.0,1.0,5.0,10.0,,5.0,13.0,5.0,,24.0,1.0,66.0,65.0,1.0,6.0,5.0,,,100.0,10.0,10.0,1.0,,3.0,1.0,1.0,,,,,,,6.0,,,1.0,,,,,2.0,10.0,,29.0,23.0,1.0,4.0,92.0,50.0,4.0,,1.0,8.0,6.0,,,,2.0,,73.0,87.0,21.0,,,,,182.0,172.0,5.0,32.0,38.0,53.3,,,,0.0,,,,,1.0,,,1.0,,2.0,,2.0,117.0,,9.0,193.0,44.0,16.0,29.0,4.0,23.0,19.0,,168.0,2.0,347.0,,1.0,16.0,17.0,78.0,2.0,517.0,2.0,0.0,13.0,28.0,3.0,27.0,0.0,742.0,,13.0,5.0,19.0,0.0,78.0,,,,176.0,125.0,,,138.0,12.0,,,,,
2010-11,321785,13.0,2010-11-13 15:00:00,111,Wigan,Home,165.0,16.0,2.0,5.0,3.0,8.0,,187.0,6.0,,5.0,6.0,10.0,34.0,347.0,,,30.0,11.0,19.0,7.0,2.0,,2.0,,,,,,,,,,9.0,,,,,,,6.0,5.0,,,,72.0,2.0,2.0,7.0,,5.0,12.0,6.0,,21.0,2.0,73.0,77.0,2.0,15.0,10.0,,,79.0,15.0,13.0,1.0,,,,,1.0,,1.0,1.0,,1.0,7.0,,,1.0,2.0,,,,1.0,19.0,,19.0,17.0,3.0,5.0,93.0,54.0,5.0,,5.0,5.0,3.0,,,,4.0,,79.0,75.0,8.0,,,,,187.0,173.0,5.0,26.0,33.0,60.7,,,,0.0,,,,2.0,1.0,,,,2.0,8.0,,3.0,81.0,,10.0,183.0,38.0,29.0,36.0,4.0,22.0,18.0,3.0,132.0,14.0,283.0,2.0,,28.0,11.0,66.0,1.0,444.0,2.0,0.0,13.0,29.0,,34.0,1.0,700.0,,16.0,5.0,22.0,0.0,58.0,1.0,1.0,1.0,176.0,102.0,2.0,,108.0,10.0,,,,,
2010-11,321794,14.0,2010-11-20 15:00:00,111,Wigan,Away,123.0,6.0,,1.0,1.0,2.0,,82.0,6.0,1.0,2.0,9.0,11.0,17.0,204.0,,2.0,8.0,9.0,13.0,8.0,,,1.0,,,1.0,1.0,,1.0,,,,8.0,,,,,,1.0,9.0,7.0,,,,66.0,2.0,1.0,6.0,,1.0,2.0,2.0,,8.0,2.0,51.0,61.0,2.0,23.0,9.0,,,58.0,16.0,11.0,,,3.0,1.0,1.0,,,,,,,9.0,,,,1.0,,,,1.0,28.0,,36.0,28.0,7.0,2.0,67.0,20.0,11.0,,4.0,4.0,4.0,,,,4.0,,34.0,20.0,12.0,,,,,151.0,128.0,1.0,38.0,16.0,32.6,,,,0.0,,,,3.0,2.0,,1.0,1.0,1.0,6.0,,3.0,39.0,,8.0,144.0,15.0,46.0,26.0,1.0,6.0,5.0,1.0,81.0,8.0,149.0,1.0,1.0,38.0,11.0,55.0,,287.0,,2.0,11.0,24.0,7.0,12.0,1.0,514.0,,13.0,1.0,19.0,0.0,44.0,2.0,2.0,,130.0,50.0,1.0,,63.0,11.0,,,,,
2010-11,321805,15.0,2010-11-27 15:00:00,111,Wigan,Away,147.0,15.0,1.0,2.0,1.0,2.0,,206.0,3.0,1.0,7.0,4.0,15.0,33.0,351.0,1.0,2.0,33.0,18.0,12.0,7.0,,,,,,,1.0,,,,,,8.0,,1.0,,,,,10.0,6.0,,,,58.0,4.0,6.0,4.0,,3.0,9.0,3.0,,11.0,1.0,52.0,66.0,4.0,19.0,9.0,1.0,,91.0,8.0,8.0,,,3.0,2.0,1.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,,22.0,,12.0,9.0,1.0,7.0,99.0,56.0,7.0,1.0,1.0,7.0,4.0,,,,5.0,,73.0,81.0,11.0,,,,1.0,183.0,165.0,4.0,25.0,19.0,59.0,,,1.0,0.0,,,,1.0,1.0,,,,,1.0,1.0,3.0,89.0,,8.0,166.0,36.0,37.0,23.0,3.0,17.0,14.0,,155.0,13.0,311.0,,1.0,24.0,17.0,66.0,2.0,460.0,1.0,0.0,11.0,34.0,4.0,34.0,0.0,693.0,,12.0,3.0,22.0,0.0,58.0,,1.0,,175.0,110.0,2.0,,117.0,11.0,,,,,
2010-11,321816,16.0,2010-12-04 15:00:00,111,Wigan,Home,175.0,14.0,2.0,5.0,3.0,1.0,1.0,193.0,3.0,,6.0,6.0,13.0,36.0,363.0,,1.0,14.0,18.0,14.0,10.0,3.0,,,,,,,,,,,,12.0,,,,,,1.0,9.0,4.0,,,,60.0,4.0,2.0,5.0,,5.0,12.0,5.0,,11.0,2.0,53.0,44.0,4.0,16.0,9.0,,,80.0,12.0,10.0,,,2.0,2.0,,,,,,,,5.0,,,,,,,,1.0,16.0,1.0,12.0,11.0,,6.0,87.0,47.0,4.0,,8.0,5.0,5.0,,,,2.0,,66.0,53.0,18.0,,,,,177.0,165.0,1.0,33.0,16.0,64.4,,,,0.0,,,,3.0,,,,,,8.0,,1.0,95.0,,13.0,205.0,33.0,28.0,13.0,4.0,23.0,19.0,,148.0,7.0,290.0,,,29.0,16.0,67.0,,472.0,,0.0,15.0,15.0,2.0,16.0,1.0,659.0,,5.0,5.0,12.0,0.0,58.0,2.0,2.0,,189.0,111.0,3.0,,114.0,12.0,,,,,
2010-11,321819,17.0,2010-12-11 15:00:00,111,Wigan,Away,137.0,6.0,2.0,4.0,2.0,2.0,,131.0,3.0,1.0,10.0,8.0,11.0,15.0,264.0,,,11.0,17.0,16.0,4.0,1.0,,1.0,,,,1.0,,,,,,4.0,,,,,,,10.0,4.0,,,,64.0,3.0,2.0,9.0,,4.0,7.0,2.0,,13.0,3.0,70.0,67.0,3.0,31.0,14.0,,,88.0,20.0,12.0,,,1.0,,1.0,,,,,,,15.0,,,,,,,,2.0,27.0,,25.0,19.0,3.0,10.0,91.0,36.0,9.0,,2.0,3.0,2.0,,,,2.0,,58.0,43.0,8.0,,,,,213.0,188.0,2.0,24.0,25.0,50.2,,,3.0,0.0,,,,3.0,2.0,,,1.0,1.0,2.0,,2.0,67.0,,5.0,171.0,25.0,56.0,18.0,4.0,13.0,9.0,1.0,120.0,9.0,215.0,,1.0,44.0,12.0,54.0,2.0,373.0,,0.0,6.0,34.0,4.0,17.0,4.0,628.0,,5.0,4.0,25.0,0.0,49.0,2.0,2.0,,181.0,75.0,6.0,,68.0,18.0,,,,,
2010-11,321836,18.0,2011-01-25 19:45:00,111,Wigan,Home,135.0,15.0,2.0,5.0,3.0,7.0,,209.0,,1.0,8.0,5.0,12.0,28.0,339.0,1.0,,26.0,16.0,12.0,13.0,1.0,,,,2.0,1.0,3.0,,,,,,15.0,,,,,,,10.0,2.0,,,,67.0,4.0,5.0,2.0,,5.0,9.0,10.0,,13.0,6.0,52.0,51.0,4.0,12.0,4.0,,2.0,76.0,10.0,13.0,,,6.0,2.0,3.0,1.0,,,1.0,,,3.0,,,1.0,2.0,,,,,9.0,,12.0,9.0,,8.0,77.0,44.0,4.0,1.0,8.0,7.0,6.0,,,,3.0,,55.0,64.0,28.0,1.0,1.0,1.0,,184.0,175.0,2.0,28.0,26.0,54.1,,,,0.0,,,,6.0,,,,1.0,,10.0,,3.0,111.0,,15.0,167.0,35.0,21.0,28.0,4.0,25.0,21.0,,165.0,10.0,302.0,2.0,1.0,22.0,15.0,54.0,,444.0,1.0,0.0,21.0,9.0,1.0,30.0,2.0,657.0,,17.0,7.0,8.0,0.0,61.0,1.0,1.0,,189.0,78.0,2.0,,116.0,17.0,,,,,
2010-11,321846,19.0,2010-12-26 15:00:00,111,Wigan,Away,100.0,11.0,,3.0,3.0,5.0,,126.0,5.0,1.0,3.0,3.0,3.0,34.0,223.0,,1.0,24.0,16.0,19.0,10.0,,,1.0,,1.0,,1.0,,1.0,,,,12.0,,,,,,,7.0,3.0,,,,50.0,6.0,3.0,7.0,,3.0,7.0,1.0,,14.0,2.0,62.0,58.0,6.0,30.0,15.0,,,58.0,15.0,7.0,1.0,,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,,17.0,,,1.0,,,,,1.0,35.0,,22.0,17.0,5.0,3.0,81.0,32.0,7.0,1.0,4.0,8.0,6.0,,,,3.0,,58.0,52.0,13.0,,,,,223.0,188.0,2.0,22.0,18.0,45.4,,,1.0,0.0,,,,1.0,1.0,,,,1.0,6.0,,,66.0,,12.0,132.0,24.0,65.0,19.0,2.0,11.0,9.0,1.0,104.0,9.0,211.0,,1.0,30.0,5.0,63.0,3.0,332.0,,0.0,15.0,24.0,5.0,35.0,3.0,611.0,,8.0,3.0,15.0,0.0,43.0,1.0,,1.0,149.0,68.0,2.0,,72.0,18.0,,,,,
2010-11,321856,20.0,2010-12-29 19:45:00,111,Wigan,Home,181.0,11.0,2.0,4.0,2.0,1.0,,112.0,4.0,,3.0,3.0,9.0,25.0,289.0,,,14.0,11.0,10.0,4.0,1.0,,1.0,,,1.0,1.0,,,,,,5.0,1.0,,,,,,12.0,5.0,,,,69.0,2.0,1.0,8.0,,3.0,2.0,5.0,,23.0,3.0,74.0,75.0,1.0,15.0,7.0,,,52.0,18.0,11.0,,,3.0,2.0,1.0,,,,,,,8.0,,,,,,,,1.0,12.0,,21.0,19.0,3.0,3.0,78.0,32.0,4.0,1.0,1.0,4.0,5.0,,,,5.0,,42.0,60.0,21.0,,,,1.0,183.0,169.0,3.0,37.0,22.0,39.3,,,1.0,0.0,,,,3.0,1.0,,,1.0,1.0,2.0,1.0,2.0,39.0,,5.0,196.0,27.0,28.0,35.0,3.0,12.0,9.0,1.0,83.0,2.0,200.0,,,24.0,10.0,50.0,1.0,384.0,,1.0,8.0,34.0,3.0,19.0,1.0,616.0,,20.0,3.0,25.0,0.0,65.0,,,1.0,147.0,86.0,7.0,,86.0,11.0,,,,,
2010-11,321866,21.0,2011-01-02 16:00:00,111,Wigan,Home,130.0,22.0,2.0,3.0,1.0,6.0,,127.0,4.0,,,13.0,14.0,35.0,254.0,,,25.0,15.0,17.0,4.0,2.0,,,,,,,,,,,,3.0,,,1.0,,,1.0,13.0,2.0,,,,44.0,5.0,2.0,13.0,,3.0,4.0,3.0,,18.0,2.0,67.0,61.0,5.0,20.0,13.0,,1.0,64.0,15.0,15.0,,,2.0,3.0,,,,,,,,12.0,,,,,,,,,24.0,1.0,22.0,19.0,,,85.0,40.0,3.0,,3.0,3.0,2.0,,,,1.0,,50.0,61.0,20.0,,,,,179.0,164.0,2.0,20.0,20.0,51.2,1.0,,1.0,0.0,,,,3.0,,,,2.0,,5.0,,3.0,49.0,,6.0,153.0,39.0,35.0,13.0,3.0,13.0,10.0,,99.0,13.0,213.0,,,39.0,15.0,56.0,1.0,353.0,,0.0,9.0,22.0,3.0,32.0,2.0,567.0,,7.0,3.0,10.0,0.0,47.0,,1.0,,154.0,78.0,3.0,,74.0,12.0,,,,,
2010-11,321869,22.0,2011-01-05 20:00:00,111,Wigan,Away,127.0,9.0,1.0,4.0,3.0,1.0,,137.0,3.0,1.0,1.0,4.0,13.0,21.0,260.0,,,19.0,28.0,14.0,6.0,1.0,,2.0,,,1.0,1.0,,,,,,9.0,,,,,,1.0,13.0,3.0,,,,58.0,4.0,5.0,10.0,,5.0,5.0,3.0,1.0,12.0,2.0,65.0,39.0,4.0,38.0,21.0,,1.0,66.0,10.0,11.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,15.0,,,1.0,2.0,,,,,32.0,,17.0,13.0,2.0,1.0,105.0,39.0,9.0,,1.0,7.0,4.0,,,,4.0,,50.0,55.0,12.0,,,,,187.0,170.0,1.0,25.0,25.0,47.5,,,1.0,0.0,,,,4.0,,,,,2.0,4.0,,3.0,57.0,,8.0,148.0,19.0,55.0,6.0,5.0,13.0,8.0,3.0,106.0,3.0,233.0,2.0,1.0,38.0,14.0,58.0,2.0,368.0,,0.0,13.0,13.0,1.0,26.0,4.0,584.0,,1.0,5.0,8.0,0.0,52.0,1.0,,1.0,155.0,77.0,,,84.0,15.0,,,,,
2010-11,321886,23.0,2011-01-15 15:00:00,111,Wigan,Home,143.0,14.0,1.0,4.0,3.0,5.0,,118.0,8.0,,5.0,3.0,11.0,18.0,257.0,,1.0,18.0,15.0,19.0,5.0,,,3.0,,,,,,,,,,8.0,,,,1.0,,,7.0,7.0,,,,64.0,,,6.0,,3.0,3.0,4.0,,6.0,2.0,62.0,56.0,,22.0,12.0,,,75.0,23.0,7.0,1.0,,,,,1.0,,1.0,1.0,,1.0,13.0,,,1.0,2.0,,,,1.0,23.0,1.0,12.0,11.0,,7.0,101.0,39.0,11.0,,3.0,3.0,4.0,,,,1.0,,54.0,30.0,17.0,,,,,187.0,168.0,1.0,25.0,26.0,47.3,1.0,,,0.0,,,,2.0,2.0,,,2.0,3.0,4.0,,2.0,51.0,,6.0,162.0,37.0,41.0,20.0,3.0,10.0,7.0,4.0,113.0,11.0,223.0,2.0,,28.0,13.0,59.0,2.0,375.0,1.0,0.0,8.0,23.0,2.0,20.0,4.0,574.0,,7.0,3.0,17.0,0.0,41.0,3.0,3.0,1.0,168.0,80.0,4.0,,86.0,10.0,,,,,
2010-11,321887,24.0,2011-01-22 15:00:00,111,Wigan,Away,155.0,13.0,,2.0,2.0,1.0,,119.0,7.0,1.0,4.0,4.0,10.0,25.0,272.0,,,14.0,9.0,6.0,2.0,,,,,,,,,,,,,3.0,,,,,,,14.0,10.0,,,,60.0,3.0,1.0,6.0,,1.0,4.0,2.0,,10.0,5.0,47.0,40.0,3.0,13.0,3.0,,,66.0,14.0,6.0,,,,,,,,,,,,11.0,,,,,,,,,16.0,,21.0,15.0,5.0,4.0,73.0,33.0,8.0,,2.0,,,,,,5.0,,24.0,47.0,9.0,,1.0,1.0,,148.0,128.0,4.0,30.0,18.0,37.6,,,1.0,0.0,,,,5.0,2.0,,,1.0,,2.0,,3.0,46.0,,2.0,171.0,29.0,33.0,12.0,1.0,7.0,6.0,,90.0,7.0,195.0,,1.0,26.0,12.0,53.0,3.0,359.0,1.0,1.0,3.0,24.0,1.0,16.0,1.0,536.0,,4.0,1.0,13.0,0.0,63.0,1.0,1.0,,140.0,78.0,,,78.0,9.0,,,,,
2010-11,321903,25.0,2011-02-01 20:00:00,111,Wigan,Away,120.0,14.0,1.0,1.0,,3.0,,119.0,4.0,,3.0,8.0,13.0,27.0,238.0,,1.0,18.0,16.0,11.0,4.0,1.0,,,2.0,1.0,,4.0,,,,,,6.0,,,,,,2.0,12.0,9.0,,,,61.0,3.0,3.0,13.0,,5.0,4.0,2.0,,8.0,3.0,60.0,61.0,3.0,22.0,13.0,,1.0,65.0,13.0,13.0,,,4.0,1.0,4.0,,,,,,,12.0,,,,2.0,,,,,22.0,,17.0,12.0,,3.0,88.0,39.0,8.0,2.0,1.0,4.0,5.0,,,,4.0,,50.0,48.0,13.0,,,,,167.0,152.0,,29.0,22.0,44.6,,,,0.0,,,,4.0,,,,1.0,,5.0,,3.0,53.0,,5.0,143.0,27.0,37.0,23.0,4.0,11.0,7.0,,106.0,12.0,204.0,2.0,,30.0,14.0,60.0,2.0,336.0,1.0,0.0,13.0,24.0,2.0,19.0,5.0,549.0,,13.0,5.0,17.0,0.0,45.0,,,,148.0,67.0,2.0,,76.0,13.0,,,,,
2010-11,321915,26.0,2011-02-05 15:00:00,111,Wigan,Home,74.0,7.0,2.0,2.0,,7.0,,126.0,2.0,,3.0,12.0,6.0,21.0,198.0,2.0,1.0,25.0,12.0,15.0,2.0,1.0,,,,1.0,,1.0,,,,,,9.0,1.0,,,,,,11.0,2.0,,,,57.0,4.0,,7.0,,4.0,2.0,4.0,,14.0,1.0,56.0,71.0,4.0,23.0,12.0,,,74.0,13.0,13.0,1.0,,3.0,1.0,1.0,2.0,,2.0,2.0,,,11.0,,,3.0,1.0,,,,1.0,22.0,,19.0,15.0,2.0,3.0,88.0,34.0,9.0,3.0,1.0,4.0,7.0,,,,4.0,,55.0,59.0,13.0,1.0,1.0,1.0,1.0,190.0,171.0,1.0,19.0,31.0,46.0,,,1.0,0.0,,,,1.0,,,,1.0,,5.0,,3.0,64.0,,5.0,96.0,23.0,42.0,25.0,4.0,11.0,7.0,,119.0,15.0,215.0,1.0,,36.0,8.0,58.0,3.0,300.0,2.0,0.0,12.0,29.0,2.0,32.0,1.0,538.0,,14.0,4.0,24.0,0.0,39.0,1.0,,3.0,152.0,51.0,4.0,,58.0,12.0,,,,,
2010-11,321923,27.0,2011-02-12 15:00:00,111,Wigan,Away,95.0,20.0,2.0,7.0,5.0,3.0,1.0,190.0,4.0,1.0,2.0,,15.0,32.0,278.0,,,16.0,8.0,5.0,10.0,1.0,,2.0,,,1.0,1.0,,,,,,11.0,,,,,,1.0,7.0,12.0,,,,69.0,2.0,5.0,15.0,1.0,5.0,6.0,4.0,1.0,17.0,3.0,74.0,52.0,2.0,18.0,8.0,,,88.0,17.0,11.0,,1.0,4.0,2.0,1.0,1.0,,1.0,,1.0,,15.0,,,,,,,,1.0,18.0,,24.0,18.0,1.0,2.0,80.0,34.0,8.0,,6.0,6.0,2.0,,,,6.0,,73.0,59.0,15.0,,,,,184.0,169.0,4.0,32.0,25.0,47.3,,,1.0,0.0,,,,,3.0,,,1.0,2.0,7.0,1.0,2.0,99.0,,12.0,119.0,32.0,33.0,30.0,5.0,17.0,12.0,2.0,148.0,5.0,271.0,,1.0,22.0,20.0,63.0,3.0,373.0,1.0,0.0,14.0,24.0,,18.0,3.0,612.0,,12.0,5.0,20.0,0.0,59.0,2.0,1.0,1.0,155.0,69.0,1.0,,90.0,11.0,,,,,
2010-11,321935,28.0,2011-02-26 15:00:00,111,Wigan,Home,132.0,10.0,,6.0,6.0,1.0,,169.0,5.0,1.0,4.0,9.0,20.0,23.0,295.0,1.0,1.0,19.0,6.0,18.0,10.0,,,1.0,,,,,,,,,,9.0,,,,,,,14.0,4.0,,,,62.0,2.0,2.0,12.0,,8.0,16.0,6.0,,11.0,2.0,60.0,60.0,2.0,14.0,5.0,,,78.0,13.0,11.0,,,1.0,2.0,,,,,,,,5.0,,,,,,,,,10.0,,30.0,21.0,2.0,5.0,79.0,34.0,3.0,,5.0,5.0,4.0,,,,3.0,,67.0,50.0,16.0,,,,,173.0,163.0,3.0,23.0,29.0,48.0,,,1.0,0.0,,,,4.0,,,,,1.0,5.0,,3.0,80.0,,10.0,142.0,26.0,24.0,28.0,6.0,30.0,24.0,1.0,141.0,7.0,274.0,,1.0,32.0,20.0,53.0,2.0,386.0,1.0,0.0,11.0,21.0,4.0,23.0,0.0,612.0,,10.0,8.0,18.0,0.0,61.0,1.0,2.0,,163.0,78.0,1.0,,84.0,11.0,,,,,
