season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,attOneOnOne,contentiousDecision,ptsGainedLosingPos,attLgRight,attemptedTackleFoul,blockedPass,putThrough,subsGoals,successfulPutThrough,ptsDroppedWinningPos,attPenMiss,fiftyFifty,keeperGoals,successfulFiftyFifty,winningGoal,attLgLeft,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,expectedGoalsFreekick,totalDistance
2012-13,442076,8.0,2012-10-20 12:45:00,8,Chelsea,Away,226.0,20.0,,3.0,3.0,1.0,,194.0,6.0,,6.0,3.0,9.0,35.0,417.0,,2.0,13.0,12.0,17.0,3.0,,,,,,,,,,,,,9.0,,,,,,,14.0,12.0,,,,65.0,2.0,,8.0,,4.0,15.0,2.0,1.0,12.0,4.0,49.0,48.0,2.0,22.0,12.0,,,69.0,9.0,7.0,3.0,,,,,2.0,,2.0,2.0,,,9.0,,,3.0,,,,,,21.0,,11.0,8.0,1.0,6.0,80.0,52.0,7.0,,1.0,4.0,7.0,,,,7.0,,56.0,71.0,19.0,,,,,,163.0,148.0,2.0,23.0,30.0,57.8,,1.0,0.0,,,,4.0,4.0,,,,,3.0,,2.0,97.0,,5.0,241.0,28.0,37.0,13.0,4.0,21.0,17.0,1.0,139.0,5.0,273.0,,,17.0,9.0,54.0,5.0,493.0,,0.0,10.0,20.0,4.0,20.0,2.0,709.0,,4.0,4.0,17.0,0.0,77.0,2.0,1.0,2.0,185.0,116.0,4.0,115.0,14.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442081,9.0,2012-10-28 16:00:00,8,Chelsea,Home,149.0,19.0,2.0,7.0,5.0,1.0,,203.0,3.0,,10.0,3.0,4.0,21.0,345.0,,,23.0,9.0,10.0,9.0,2.0,,,1.0,,,1.0,3.0,1.0,,,,9.0,,,,,,,12.0,4.0,,,,45.0,5.0,4.0,7.0,,8.0,13.0,3.0,,15.0,1.0,55.0,46.0,5.0,10.0,4.0,,1.0,68.0,14.0,11.0,1.0,,6.0,2.0,3.0,1.0,,1.0,1.0,,,7.0,,,1.0,3.0,,,,,7.0,1.0,13.0,9.0,1.0,10.0,63.0,35.0,6.0,1.0,3.0,9.0,8.0,,,,2.0,1.0,52.0,66.0,22.0,,,,,,148.0,145.0,5.0,16.0,14.0,48.7,,,0.0,,,,1.0,2.0,,1.0,,,3.0,,3.0,91.0,,12.0,166.0,39.0,13.0,15.0,7.0,25.0,18.0,,138.0,3.0,280.0,3.0,,16.0,5.0,44.0,1.0,421.0,,2.0,15.0,21.0,1.0,29.0,1.0,618.0,,4.0,8.0,16.0,0.0,61.0,4.0,4.0,,144.0,109.0,1.0,107.0,13.0,,2.0,,,,,,,,,,,,,,,,,,,,
2012-13,442095,10.0,2012-11-03 15:00:00,8,Chelsea,Away,165.0,12.0,2.0,3.0,1.0,2.0,,219.0,3.0,,6.0,8.0,8.0,31.0,381.0,,,15.0,5.0,10.0,3.0,2.0,,,,,,1.0,2.0,,,,,5.0,,,,,,,4.0,6.0,,,,46.0,3.0,4.0,4.0,,6.0,11.0,1.0,,11.0,,37.0,47.0,3.0,13.0,6.0,,,55.0,10.0,12.0,1.0,,4.0,,2.0,1.0,,,,1.0,,6.0,,,,1.0,,,,1.0,10.0,,11.0,9.0,3.0,6.0,62.0,43.0,8.0,,1.0,5.0,5.0,,,,4.0,,48.0,52.0,13.0,,,,,,127.0,119.0,4.0,14.0,20.0,47.8,,1.0,0.0,,,,,1.0,,,,,2.0,1.0,3.0,98.0,,6.0,180.0,22.0,21.0,11.0,6.0,18.0,12.0,,125.0,5.0,280.0,1.0,,17.0,8.0,46.0,2.0,442.0,,0.0,11.0,22.0,2.0,17.0,1.0,611.0,,3.0,6.0,12.0,0.0,64.0,,,,155.0,107.0,2.0,116.0,15.0,,1.0,,,,,,,,,,,,,,,,,,,,
2012-13,442101,11.0,2012-11-11 16:00:00,8,Chelsea,Home,117.0,8.0,2.0,7.0,5.0,,2.0,198.0,4.0,1.0,5.0,8.0,9.0,28.0,308.0,,,18.0,7.0,6.0,5.0,4.0,,,,1.0,,,1.0,,,,,10.0,,,,,,2.0,4.0,5.0,,,,61.0,3.0,2.0,13.0,,4.0,12.0,3.0,1.0,22.0,1.0,63.0,67.0,3.0,16.0,4.0,,,61.0,12.0,13.0,,,6.0,3.0,1.0,1.0,1.0,1.0,,1.0,,5.0,,,,2.0,,,,,7.0,,9.0,6.0,1.0,5.0,68.0,39.0,7.0,,7.0,3.0,3.0,,,,2.0,,58.0,67.0,16.0,,,,,,155.0,147.0,1.0,22.0,31.0,43.1,,1.0,0.0,,,,1.0,1.0,,,,,10.0,,3.0,100.0,,10.0,127.0,21.0,24.0,22.0,4.0,22.0,18.0,,144.0,4.0,281.0,2.0,1.0,22.0,9.0,46.0,1.0,386.0,,0.0,15.0,35.0,,22.0,1.0,607.0,,13.0,4.0,30.0,0.0,56.0,2.0,2.0,,150.0,84.0,6.0,96.0,11.0,,1.0,,,,,,,,,,,,,,,,,,,,
2012-13,442117,12.0,2012-11-17 15:00:00,8,Chelsea,Away,196.0,28.0,1.0,7.0,6.0,,,357.0,3.0,1.0,12.0,1.0,10.0,51.0,546.0,1.0,1.0,20.0,4.0,11.0,12.0,,,,,,,,1.0,,,,,17.0,,,,,,,5.0,4.0,,,,45.0,,6.0,,,12.0,24.0,10.0,,10.0,2.0,40.0,37.0,,11.0,8.0,,1.0,64.0,13.0,7.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,,11.0,,11.0,9.0,,12.0,70.0,56.0,,,5.0,8.0,7.0,,,,2.0,,119.0,93.0,33.0,,,,,,148.0,141.0,3.0,19.0,11.0,64.7,,,0.0,,,,2.0,1.0,,,,,6.0,,3.0,212.0,,13.0,207.0,44.0,18.0,19.0,10.0,44.0,34.0,,252.0,2.0,445.0,,1.0,5.0,10.0,59.0,1.0,608.0,1.0,0.0,19.0,13.0,1.0,24.0,0.0,811.0,,6.0,12.0,7.0,0.0,77.0,2.0,2.0,,188.0,174.0,2.0,169.0,11.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
2012-13,442120,13.0,2012-11-25 16:00:00,8,Chelsea,Home,159.0,12.0,2.0,4.0,2.0,4.0,1.0,150.0,4.0,1.0,5.0,4.0,4.0,32.0,305.0,,1.0,26.0,16.0,13.0,3.0,2.0,,,,,,1.0,1.0,,,,,3.0,,,,,,1.0,8.0,1.0,,,,51.0,9.0,1.0,6.0,,6.0,10.0,3.0,,15.0,1.0,61.0,59.0,9.0,25.0,13.0,,,56.0,10.0,16.0,,,4.0,3.0,1.0,,,,,,,5.0,,,,,,,,2.0,25.0,,17.0,10.0,4.0,5.0,69.0,33.0,11.0,,4.0,1.0,1.0,,,,1.0,,37.0,63.0,19.0,,,,,,165.0,148.0,1.0,25.0,18.0,42.3,,,0.0,,,,4.0,1.0,,,,,4.0,,2.0,67.0,,5.0,177.0,22.0,42.0,22.0,6.0,22.0,16.0,1.0,105.0,7.0,226.0,,1.0,21.0,5.0,53.0,3.0,381.0,,0.0,6.0,24.0,1.0,32.0,0.0,617.0,,6.0,6.0,19.0,0.0,52.0,,,,138.0,97.0,2.0,94.0,11.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442137,14.0,2012-11-28 19:45:00,8,Chelsea,Home,184.0,19.0,2.0,6.0,4.0,,1.0,312.0,3.0,,3.0,2.0,9.0,35.0,490.0,,,32.0,13.0,15.0,10.0,1.0,,,,1.0,,,2.0,,,1.0,,13.0,,,,,,,4.0,5.0,,,,54.0,1.0,10.0,7.0,,10.0,22.0,8.0,,11.0,1.0,56.0,42.0,1.0,3.0,1.0,,,60.0,10.0,11.0,,,7.0,3.0,2.0,,,,,,,3.0,,,,1.0,,,,,5.0,,14.0,9.0,,3.0,71.0,52.0,2.0,,2.0,9.0,3.0,,,,3.0,,100.0,92.0,34.0,,,,,,170.0,165.0,6.0,22.0,22.0,59.7,,,0.0,,,,,4.0,,,,,4.0,,2.0,173.0,,11.0,195.0,39.0,8.0,17.0,7.0,40.0,33.0,1.0,233.0,5.0,427.0,1.0,,11.0,9.0,52.0,4.0,582.0,,0.0,17.0,14.0,1.0,32.0,3.0,773.0,,2.0,10.0,11.0,0.0,96.0,,,,177.0,166.0,,143.0,9.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442148,15.0,2012-12-01 12:45:00,8,Chelsea,Away,169.0,12.0,,1.0,1.0,2.0,,241.0,2.0,1.0,8.0,1.0,9.0,23.0,409.0,2.0,,18.0,18.0,15.0,9.0,,,1.0,,,1.0,,1.0,,,,,14.0,,,,,1.0,,14.0,2.0,,,,49.0,4.0,2.0,4.0,1.0,5.0,10.0,4.0,,10.0,3.0,53.0,49.0,4.0,30.0,11.0,1.0,,56.0,10.0,15.0,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,,,6.0,,,1.0,2.0,,,,2.0,18.0,1.0,9.0,8.0,,8.0,77.0,46.0,14.0,,3.0,7.0,7.0,,,,6.0,,62.0,81.0,20.0,,,,,,150.0,142.0,2.0,22.0,15.0,57.8,1.0,3.0,0.0,,,,6.0,,,,3.0,1.0,6.0,1.0,2.0,114.0,,10.0,185.0,26.0,38.0,17.0,2.0,18.0,16.0,1.0,158.0,3.0,327.0,2.0,1.0,19.0,10.0,45.0,3.0,494.0,2.0,0.0,15.0,15.0,2.0,19.0,2.0,690.0,,4.0,5.0,14.0,0.0,80.0,2.0,1.0,1.0,159.0,129.0,,126.0,9.0,,1.0,,,,,,,,,,,,,,,,,,,,
2012-13,442155,16.0,2012-12-08 15:00:00,8,Chelsea,Away,176.0,15.0,,2.0,2.0,,,192.0,3.0,1.0,4.0,3.0,5.0,32.0,366.0,,3.0,15.0,14.0,14.0,6.0,,,,,1.0,,,1.0,,1.0,,,11.0,1.0,,1.0,,,1.0,3.0,9.0,,,,63.0,6.0,3.0,11.0,,1.0,7.0,1.0,,8.0,3.0,59.0,62.0,6.0,29.0,14.0,1.0,,53.0,16.0,11.0,3.0,,4.0,,1.0,1.0,,1.0,1.0,,,8.0,,,2.0,2.0,,,,1.0,26.0,1.0,11.0,6.0,,4.0,70.0,36.0,11.0,,2.0,5.0,5.0,,,,3.0,,62.0,49.0,20.0,,,,,1.0,161.0,145.0,3.0,32.0,23.0,54.7,1.0,5.0,0.0,,,,,4.0,,,,,6.0,,3.0,93.0,,7.0,200.0,29.0,45.0,22.0,1.0,9.0,8.0,,131.0,3.0,265.0,2.0,1.0,23.0,6.0,58.0,2.0,456.0,1.0,0.0,14.0,26.0,5.0,19.0,3.0,668.0,,11.0,1.0,21.0,0.0,70.0,,,1.0,172.0,104.0,3.0,110.0,15.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442159,17.0,2013-01-16 19:45:00,8,Chelsea,Home,249.0,20.0,,3.0,3.0,5.0,,252.0,3.0,1.0,3.0,4.0,19.0,31.0,498.0,,1.0,19.0,7.0,13.0,8.0,1.0,,1.0,,1.0,,,2.0,,,,,16.0,,,,,,,4.0,2.0,,,,54.0,1.0,6.0,5.0,,4.0,8.0,4.0,,16.0,,43.0,43.0,1.0,15.0,7.0,,,75.0,11.0,11.0,2.0,,3.0,,2.0,,,,,,,7.0,,,2.0,2.0,,,,1.0,13.0,1.0,16.0,9.0,,3.0,87.0,58.0,3.0,,5.0,4.0,3.0,,,,1.0,,46.0,93.0,29.0,,,,,,160.0,152.0,1.0,21.0,29.0,58.6,,,0.0,,,,,,,,1.0,1.0,9.0,,1.0,112.0,,9.0,267.0,44.0,23.0,11.0,3.0,15.0,12.0,1.0,168.0,9.0,341.0,2.0,1.0,14.0,21.0,47.0,3.0,593.0,,0.0,18.0,13.0,1.0,20.0,1.0,773.0,,6.0,4.0,7.0,0.0,95.0,2.0,2.0,,209.0,139.0,2.0,150.0,14.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442169,18.0,2012-12-23 16:00:00,8,Chelsea,Home,195.0,29.0,2.0,2.0,1.0,1.0,,294.0,6.0,,8.0,5.0,18.0,39.0,487.0,,2.0,17.0,10.0,11.0,10.0,2.0,,,1.0,,,,3.0,,,,,18.0,1.0,1.0,,,,,2.0,5.0,,,,58.0,3.0,5.0,4.0,,8.0,8.0,5.0,2.0,11.0,,39.0,40.0,3.0,8.0,5.0,,,61.0,6.0,11.0,2.0,,6.0,,3.0,5.0,,3.0,5.0,,,7.0,,,5.0,,,,,,12.0,,15.0,11.0,,8.0,63.0,44.0,4.0,4.0,4.0,13.0,15.0,,,,3.0,,74.0,83.0,25.0,,,,,2.0,133.0,123.0,1.0,30.0,19.0,56.6,,,0.0,,,,1.0,,,,,,6.0,,3.0,150.0,,17.0,209.0,44.0,18.0,12.0,7.0,19.0,13.0,,193.0,3.0,369.0,,,19.0,18.0,60.0,3.0,559.0,,0.0,26.0,14.0,2.0,17.0,0.0,737.0,,4.0,8.0,11.0,0.0,91.0,2.0,2.0,3.0,183.0,147.0,1.0,138.0,10.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442184,19.0,2012-12-26 15:00:00,8,Chelsea,Away,255.0,13.0,1.0,7.0,6.0,,,300.0,5.0,,2.0,5.0,21.0,29.0,548.0,,2.0,20.0,13.0,11.0,13.0,,,,,,,1.0,1.0,,,,,15.0,,,,,,1.0,5.0,4.0,,,,54.0,2.0,7.0,2.0,,7.0,11.0,5.0,,10.0,,42.0,42.0,2.0,17.0,11.0,,,61.0,8.0,7.0,1.0,,3.0,2.0,1.0,1.0,,,1.0,,,7.0,,,1.0,,,,,1.0,21.0,,10.0,8.0,1.0,2.0,93.0,54.0,5.0,,7.0,7.0,3.0,,,,4.0,,79.0,88.0,23.0,,,,,,165.0,151.0,3.0,21.0,28.0,63.1,,,0.0,,,,1.0,,,,2.0,,8.0,,3.0,123.0,,14.0,267.0,33.0,31.0,17.0,6.0,24.0,18.0,,176.0,3.0,392.0,,,29.0,21.0,57.0,1.0,635.0,,0.0,18.0,17.0,3.0,21.0,1.0,828.0,,7.0,7.0,13.0,0.0,95.0,1.0,1.0,,177.0,178.0,1.0,185.0,22.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442191,20.0,2012-12-30 13:30:00,8,Chelsea,Away,120.0,10.0,,1.0,1.0,3.0,,179.0,4.0,,4.0,8.0,14.0,15.0,298.0,,1.0,26.0,24.0,13.0,10.0,,,1.0,,,,,1.0,,1.0,,,14.0,,,,,,1.0,9.0,5.0,,,,39.0,2.0,8.0,6.0,,7.0,6.0,2.0,,6.0,3.0,56.0,50.0,2.0,30.0,14.0,,,58.0,12.0,14.0,,,1.0,,1.0,1.0,,1.0,1.0,,,9.0,,,2.0,2.0,,,,,25.0,,11.0,5.0,,5.0,79.0,38.0,7.0,2.0,4.0,7.0,5.0,,,,1.0,,56.0,55.0,24.0,,,,,,188.0,169.0,1.0,22.0,8.0,52.0,,3.0,0.0,,,,4.0,1.0,,,1.0,1.0,4.0,,3.0,112.0,,11.0,148.0,37.0,49.0,15.0,5.0,13.0,8.0,1.0,167.0,11.0,276.0,2.0,,26.0,16.0,41.0,4.0,411.0,,0.0,17.0,16.0,1.0,29.0,3.0,622.0,,7.0,7.0,13.0,0.0,62.0,1.0,2.0,1.0,168.0,93.0,1.0,88.0,16.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442199,21.0,2013-01-02 19:45:00,8,Chelsea,Home,150.0,15.0,3.0,5.0,2.0,2.0,,307.0,3.0,,10.0,1.0,13.0,35.0,452.0,,,29.0,11.0,17.0,19.0,1.0,,,,,,,1.0,,,,,23.0,,,,,,,1.0,6.0,,,,51.0,1.0,11.0,2.0,,14.0,17.0,6.0,,7.0,,44.0,43.0,1.0,13.0,12.0,,,72.0,13.0,8.0,,,3.0,2.0,1.0,,,,,,,3.0,,,,,,,,1.0,18.0,,12.0,8.0,,10.0,59.0,43.0,2.0,,10.0,10.0,2.0,,,,1.0,,99.0,93.0,21.0,,,,,,156.0,148.0,7.0,15.0,19.0,63.9,,,0.0,,,,1.0,1.0,,,,,13.0,,3.0,163.0,,20.0,160.0,34.0,21.0,20.0,11.0,36.0,25.0,,216.0,5.0,405.0,,,3.0,13.0,48.0,1.0,529.0,,0.0,26.0,10.0,,30.0,1.0,741.0,,8.0,14.0,7.0,0.0,64.0,1.0,1.0,,176.0,138.0,3.0,151.0,16.0,,1.0,,,,,,,,,,,,,,,,,,,,
2012-13,442217,22.0,2013-01-12 15:00:00,8,Chelsea,Away,152.0,19.0,,1.0,1.0,1.0,,187.0,5.0,1.0,3.0,9.0,10.0,30.0,338.0,,,20.0,23.0,11.0,5.0,,,,,,,,2.0,,,,,9.0,1.0,,,,,,7.0,5.0,,,,45.0,4.0,5.0,7.0,,7.0,13.0,5.0,,10.0,2.0,53.0,49.0,4.0,24.0,18.0,,,62.0,9.0,12.0,1.0,,5.0,2.0,2.0,1.0,,,1.0,,,10.0,,,1.0,2.0,,,,,33.0,,9.0,6.0,1.0,3.0,82.0,39.0,6.0,1.0,,6.0,6.0,,,,2.0,,60.0,57.0,25.0,,1.0,1.0,,1.0,163.0,145.0,2.0,23.0,14.0,56.6,,1.0,0.0,,,,3.0,2.0,,,1.0,,2.0,,3.0,99.0,,6.0,167.0,37.0,42.0,16.0,4.0,24.0,20.0,,151.0,9.0,285.0,2.0,1.0,28.0,10.0,55.0,1.0,428.0,,0.0,13.0,14.0,,22.0,0.0,630.0,,12.0,7.0,11.0,0.0,69.0,2.0,2.0,1.0,171.0,95.0,1.0,93.0,9.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442219,23.0,2013-01-20 13:30:00,8,Chelsea,Home,140.0,24.0,,1.0,1.0,,1.0,194.0,6.0,,5.0,3.0,10.0,31.0,333.0,,,19.0,21.0,18.0,8.0,1.0,1.0,1.0,,,,,,,,,,9.0,1.0,,,,,3.0,6.0,6.0,9.0,5.0,,60.0,4.0,2.0,16.0,,3.0,12.0,1.0,,9.0,3.0,71.0,79.0,4.0,19.0,8.0,,,63.0,10.0,11.0,,,6.0,3.0,,1.0,,1.0,1.0,,,9.0,,,1.0,3.0,,,,,15.0,,15.0,9.0,2.0,5.0,81.0,44.0,9.0,2.0,4.0,6.0,7.0,403.0,,,2.0,,45.0,84.0,28.0,,,,,1.0,155.0,155.0,2.0,20.0,28.0,50.3,,2.0,0.0,,,,3.0,2.0,5.0,,2.0,1.0,5.0,,3.0,102.0,321.0,10.0,157.0,40.0,30.0,27.0,3.0,19.0,16.0,4.0,154.0,2.0,286.0,3.0,,19.0,10.0,56.0,5.0,424.0,,0.0,14.0,38.0,,23.0,2.0,652.0,36.0,12.0,3.0,26.0,0.0,57.0,2.0,1.0,2.0,162.0,94.0,,111.0,13.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
2012-13,442234,24.0,2013-01-30 20:00:00,8,Chelsea,Away,246.0,22.0,3.0,6.0,3.0,2.0,1.0,244.0,5.0,,3.0,6.0,20.0,27.0,484.0,,3.0,26.0,18.0,16.0,11.0,1.0,,,,,,,1.0,,,,,12.0,,,,,,1.0,3.0,2.0,,,,47.0,,3.0,3.0,,6.0,8.0,1.0,,9.0,,56.0,39.0,,12.0,10.0,,,77.0,21.0,8.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,10.0,,,1.0,2.0,,,,1.0,22.0,,7.0,3.0,,3.0,93.0,48.0,,1.0,8.0,6.0,4.0,,,,,,58.0,86.0,25.0,,,,,,178.0,162.0,5.0,20.0,17.0,67.6,,,0.0,,,,,,,,1.0,,8.0,,2.0,113.0,,14.0,268.0,42.0,28.0,8.0,6.0,16.0,10.0,,174.0,6.0,344.0,2.0,,32.0,20.0,52.0,5.0,596.0,1.0,0.0,15.0,14.0,3.0,30.0,2.0,762.0,,1.0,6.0,12.0,0.0,95.0,2.0,2.0,,209.0,134.0,1.0,158.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,
2012-13,442243,25.0,2013-02-02 15:00:00,8,Chelsea,Away,189.0,23.0,3.0,9.0,6.0,2.0,1.0,194.0,5.0,,6.0,10.0,16.0,32.0,374.0,,,23.0,21.0,26.0,10.0,1.0,,,,,,,,,1.0,,,14.0,,,,,,2.0,11.0,10.0,,,,52.0,3.0,5.0,6.0,,4.0,22.0,4.0,,14.0,5.0,53.0,58.0,3.0,22.0,14.0,,1.0,62.0,5.0,10.0,1.0,,2.0,4.0,,2.0,,1.0,2.0,,,7.0,,,2.0,2.0,,,,,26.0,,6.0,4.0,1.0,7.0,88.0,51.0,5.0,1.0,5.0,8.0,5.0,,,,3.0,,49.0,41.0,25.0,,,,,,175.0,157.0,2.0,21.0,16.0,54.2,,1.0,0.0,,,,6.0,2.0,,,,,7.0,,1.0,88.0,,13.0,215.0,41.0,40.0,14.0,4.0,34.0,30.0,,133.0,11.0,291.0,2.0,,27.0,17.0,53.0,,472.0,,0.0,17.0,15.0,2.0,24.0,3.0,688.0,,7.0,4.0,12.0,0.0,58.0,,1.0,,171.0,129.0,,114.0,9.0,,1.0,,,,,,,,,,,,,,,,,,,,
2012-13,442250,26.0,2013-02-09 15:00:00,8,Chelsea,Home,132.0,24.0,3.0,10.0,7.0,,2.0,254.0,3.0,1.0,4.0,7.0,12.0,27.0,376.0,,1.0,27.0,8.0,12.0,16.0,4.0,,,,,,,1.0,,,,,20.0,,,,,,3.0,8.0,6.0,,,,62.0,4.0,7.0,3.0,,10.0,11.0,3.0,,8.0,1.0,40.0,46.0,4.0,9.0,5.0,,2.0,63.0,9.0,13.0,1.0,,5.0,3.0,1.0,3.0,,2.0,3.0,,,5.0,,,4.0,1.0,,,,1.0,10.0,,14.0,11.0,,4.0,85.0,52.0,6.0,3.0,8.0,15.0,12.0,,,,5.0,,84.0,80.0,22.0,,,,,,158.0,151.0,4.0,18.0,32.0,53.0,,,0.0,,,,4.0,1.0,,,1.0,,8.0,,3.0,150.0,,23.0,150.0,39.0,16.0,20.0,7.0,24.0,17.0,1.0,196.0,5.0,346.0,1.0,1.0,26.0,13.0,50.0,2.0,472.0,,0.0,27.0,14.0,1.0,31.0,1.0,677.0,,7.0,10.0,10.0,0.0,81.0,1.0,1.0,2.0,165.0,102.0,2.0,124.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,
2012-13,442262,27.0,2013-02-24 13:30:00,8,Chelsea,Away,172.0,29.0,2.0,6.0,4.0,2.0,,214.0,4.0,1.0,8.0,10.0,7.0,39.0,380.0,,,23.0,12.0,13.0,5.0,1.0,,,,1.0,,,1.0,,1.0,,,5.0,,1.0,,,,,10.0,5.0,,,,45.0,2.0,4.0,7.0,,6.0,17.0,5.0,,10.0,1.0,44.0,60.0,2.0,16.0,10.0,,,58.0,5.0,20.0,,,4.0,2.0,1.0,,,,,,,9.0,,,,3.0,,,,,19.0,,14.0,10.0,3.0,8.0,70.0,42.0,6.0,,1.0,5.0,2.0,,,,4.0,,80.0,76.0,15.0,,,,,1.0,157.0,148.0,,24.0,12.0,53.0,,,0.0,,,,2.0,2.0,,,1.0,,3.0,,3.0,99.0,,6.0,195.0,51.0,25.0,20.0,5.0,29.0,24.0,1.0,137.0,3.0,295.0,3.0,1.0,22.0,10.0,56.0,1.0,461.0,,0.0,9.0,17.0,,24.0,1.0,666.0,,10.0,6.0,10.0,0.0,65.0,,1.0,,144.0,123.0,2.0,129.0,15.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442270,28.0,2013-03-02 15:00:00,8,Chelsea,Home,163.0,20.0,1.0,9.0,8.0,1.0,1.0,245.0,1.0,,4.0,5.0,9.0,31.0,399.0,,,14.0,12.0,7.0,15.0,2.0,,1.0,,,,1.0,3.0,,,,,17.0,,,,,,,3.0,4.0,,,,52.0,3.0,9.0,6.0,,9.0,13.0,5.0,,11.0,1.0,48.0,47.0,3.0,15.0,10.0,,,64.0,12.0,15.0,1.0,,6.0,3.0,3.0,1.0,,1.0,,1.0,,5.0,,,,1.0,,,,,13.0,,19.0,14.0,1.0,4.0,69.0,37.0,7.0,,5.0,13.0,9.0,,,,,,63.0,74.0,25.0,,,,,,135.0,129.0,,16.0,32.0,52.9,,,0.0,,,,1.0,2.0,,,2.0,1.0,6.0,,3.0,128.0,,18.0,172.0,32.0,21.0,14.0,7.0,28.0,21.0,1.0,168.0,2.0,326.0,1.0,,22.0,10.0,49.0,2.0,470.0,,0.0,24.0,18.0,,16.0,1.0,658.0,,7.0,9.0,15.0,0.0,74.0,3.0,2.0,1.0,161.0,113.0,3.0,122.0,10.0,,,,,,,,,,,,,,,,,,,,,,
