season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,bigChanceScored_h,bigChanceScored_a
2009-10,284096,10,2009-10-25 15:00:00,"Etihad Stadium, Manchester",44906.0,Man City,Fulham,2,2,2,2,D,D,0,0,0,0,0,0,0,0,2.0,2.0,24.0,13.0,6.0,5.0,11.0,7.0,7.0,1.0,,,,,,,,,2.0,2.0,20.0,10.0,11.0,5.0,17.0,10.0,76.0,51.0,482.0,368.0,388.0,278.0,57.3,42.7,,,14.0,20.0,9.0,19.0,19.0,24.0,20.0,38.0,9.0,17.0,1.0,5.0,,,,,5.0,6.0,14.0,12.0,166.0,149.0,,,2.0,2.0,,,,,,,47.0,49.0,49.0,47.0,15.0,12.0,12.0,15.0,14.0,2.0,14.0,2.0,3.0,1.0,14.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,
2009-10,284097,10,2009-10-24 15:00:00,"White Hart Lane, London",36031.0,Spurs,Stoke,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,21.0,11.0,9.0,1.0,10.0,7.0,2.0,3.0,,,,,1.0,,,,,1.0,13.0,8.0,8.0,3.0,33.0,27.0,84.0,73.0,463.0,266.0,373.0,184.0,63.7,36.3,,,11.0,23.0,11.0,13.0,16.0,14.0,32.0,38.0,16.0,26.0,3.0,2.0,,,,,7.0,7.0,16.0,8.0,163.0,137.0,,,1.0,,,,,1.0,,,59.0,54.0,54.0,59.0,22.0,14.0,14.0,22.0,6.0,1.0,7.0,1.0,2.0,2.0,10.0,19.0,19.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2009-10,284098,10,2009-10-25 16:15:00,"Boleyn Ground, London",34442.0,West Ham,Arsenal,2,2,2,2,D,D,0,2,2,0,1,0,0,1,2.0,2.0,16.0,17.0,3.0,6.0,7.0,6.0,6.0,5.0,2.09594,1.1379,1.4827,1.4179,,,0.6531,1.0822,,1.0,7.0,15.0,2.0,9.0,32.0,32.0,68.0,76.0,361.0,412.0,277.0,323.0,46.9,53.1,22.0,21.0,18.0,27.0,14.0,16.0,21.0,27.0,42.0,36.0,23.0,17.0,5.0,6.0,,,1.0,1.0,16.0,9.0,12.0,10.0,139.0,132.0,4.0,1.0,2.0,2.0,1.4179,1.4827,,,0.0,0.0,66.0,69.0,69.0,66.0,23.0,9.0,9.0,23.0,6.0,8.0,6.0,8.0,2.0,,19.0,16.0,16.0,17.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,5.0,2.0,,
2009-10,284099,10,2009-10-24 12:45:00,"Molineux Stadium, Wolverhampton",28734.0,Wolves,Aston Villa,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,12.0,10.0,2.0,3.0,6.0,3.0,4.0,4.0,,,,,,,,,,1.0,7.0,8.0,4.0,5.0,27.0,23.0,81.0,73.0,295.0,313.0,193.0,220.0,48.4,51.6,,,18.0,23.0,15.0,19.0,13.0,16.0,45.0,49.0,34.0,29.0,3.0,5.0,,,,,5.0,2.0,11.0,13.0,181.0,181.0,,,1.0,1.0,,,,,,,52.0,53.0,53.0,52.0,16.0,15.0,15.0,16.0,7.0,3.0,8.0,3.0,1.0,1.0,12.0,17.0,16.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,3.0,,
2009-10,284100,11,2009-10-31 12:45:00,"Emirates Stadium, London",60103.0,Arsenal,Spurs,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,18.0,10.0,8.0,4.0,6.0,4.0,4.0,2.0,,,,,,,,,2.0,,14.0,8.0,8.0,4.0,22.0,28.0,67.0,84.0,481.0,444.0,381.0,340.0,52.0,48.0,,,24.0,33.0,19.0,28.0,24.0,30.0,27.0,21.0,15.0,18.0,2.0,4.0,,,,,9.0,13.0,19.0,17.0,168.0,156.0,,,,3.0,,,1.0,,,,62.0,77.0,77.0,62.0,15.0,23.0,23.0,15.0,6.0,2.0,6.0,2.0,1.0,2.0,14.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,
2009-10,284101,11,2009-11-01 16:00:00,"St. Andrew's @ Knighthead Park, Birmingham",21462.0,Birmingham,Man City,0,0,0,0,D,D,0,0,0,0,1,0,0,1,,,10.0,14.0,5.0,4.0,4.0,7.0,1.0,3.0,,,,,1.0,,,,,,6.0,10.0,4.0,4.0,29.0,19.0,86.0,87.0,318.0,416.0,189.0,297.0,42.9,57.1,,,27.0,18.0,19.0,12.0,34.0,15.0,36.0,38.0,20.0,19.0,3.0,1.0,,1.0,,,10.0,5.0,11.0,19.0,195.0,213.0,,,,,,,1.0,1.0,,,56.0,50.0,50.0,56.0,16.0,13.0,13.0,16.0,4.0,8.0,4.0,8.0,,1.0,10.0,11.0,8.0,9.0,0.0,0.0,0.0,0.0,1.0,,,,5.0,4.0,,
2009-10,284102,11,2009-10-31 15:00:00,"Toughsheet Community Stadium, Bolton",22680.0,Bolton,Chelsea,0,4,4,0,L,W,0,1,1,0,1,0,0,1,,4.0,15.0,33.0,2.0,14.0,9.0,11.0,4.0,8.0,,,,,,1.0,,,,3.0,10.0,29.0,4.0,18.0,28.0,16.0,87.0,75.0,249.0,521.0,178.0,448.0,34.6,65.4,,,22.0,13.0,15.0,8.0,16.0,11.0,38.0,38.0,22.0,25.0,8.0,4.0,1.0,,,,14.0,4.0,7.0,13.0,140.0,135.0,,,4.0,,,,,1.0,,,49.0,46.0,46.0,49.0,16.0,8.0,8.0,16.0,8.0,9.0,8.0,10.0,2.0,2.0,11.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,4.0,,
2009-10,284103,11,2009-10-31 15:00:00,"Turf Moor, Burnley",20219.0,Burnley,Hull,2,0,0,2,W,L,1,0,0,1,0,1,1,0,2.0,,13.0,8.0,4.0,3.0,6.0,1.0,3.0,4.0,,,,,,,,,1.0,,9.0,6.0,5.0,6.0,43.0,22.0,89.0,71.0,402.0,277.0,285.0,168.0,59.3,40.7,30.0,7.0,17.0,21.0,14.0,15.0,13.0,20.0,37.0,41.0,26.0,19.0,4.0,3.0,,,,,7.0,3.0,9.0,14.0,185.0,173.0,3.0,2.0,,2.0,,,1.0,,,,48.0,57.0,57.0,48.0,14.0,16.0,16.0,14.0,8.0,1.0,8.0,1.0,,1.0,13.0,15.0,14.0,13.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,5.0,,
2009-10,284104,11,2009-10-31 15:00:00,"Goodison Park, Liverpool",36648.0,Everton,Aston Villa,1,1,1,1,D,D,1,0,0,1,1,1,1,1,1.0,1.0,11.0,15.0,2.0,4.0,7.0,5.0,2.0,6.0,,,,,,,,,1.0,,10.0,10.0,3.0,5.0,34.0,21.0,75.0,85.0,302.0,329.0,220.0,235.0,47.7,52.3,,,16.0,14.0,10.0,12.0,20.0,18.0,50.0,37.0,21.0,22.0,5.0,2.0,,,,,5.0,5.0,10.0,12.0,161.0,155.0,,,1.0,1.0,,,,,,,63.0,52.0,52.0,63.0,25.0,17.0,17.0,25.0,3.0,4.0,3.0,4.0,1.0,2.0,18.0,18.0,17.0,16.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2009-10,284105,11,2009-10-31 15:00:00,"Craven Cottage, London",25700.0,Fulham,Liverpool,3,1,1,3,W,L,1,1,1,1,0,2,2,0,3.0,1.0,13.0,10.0,6.0,1.0,4.0,5.0,3.0,4.0,,,,,,1.0,,,3.0,,8.0,6.0,6.0,2.0,17.0,16.0,61.0,99.0,356.0,637.0,262.0,539.0,35.8,64.2,,,19.0,16.0,13.0,13.0,20.0,17.0,32.0,21.0,16.0,10.0,4.0,3.0,,,,,6.0,5.0,15.0,11.0,144.0,149.0,,,1.0,3.0,,,,,,,52.0,41.0,41.0,52.0,15.0,9.0,9.0,15.0,2.0,2.0,2.0,2.0,2.0,1.0,10.0,13.0,13.0,10.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2009-10,284106,11,2009-10-31 17:30:00,"Old Trafford, Manchester",74658.0,Man Utd,Blackburn,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,25.0,3.0,6.0,1.0,13.0,1.0,6.0,1.0,,,,,,,,,2.0,,21.0,2.0,12.0,1.0,21.0,27.0,93.0,83.0,553.0,287.0,452.0,187.0,65.6,34.4,,,17.0,16.0,12.0,14.0,11.0,27.0,24.0,48.0,7.0,25.0,1.0,6.0,,1.0,,,,3.0,8.0,10.0,168.0,162.0,,,,2.0,,,1.0,,,,55.0,52.0,52.0,55.0,15.0,25.0,25.0,15.0,7.0,2.0,7.0,2.0,1.0,,11.0,21.0,20.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2009-10,284107,11,2009-10-31 15:00:00,"Fratton Park, Portsmouth",18212.0,Portsmouth,Wigan,4,0,0,4,W,L,2,0,0,2,0,0,0,0,4.0,,25.0,8.0,8.0,,11.0,4.0,6.0,4.0,,,,,,,,,3.0,,18.0,6.0,10.0,3.0,25.0,14.0,86.0,59.0,357.0,374.0,277.0,284.0,48.9,51.1,,,32.0,24.0,23.0,16.0,32.0,24.0,25.0,43.0,19.0,20.0,3.0,4.0,,,,,9.0,7.0,17.0,20.0,141.0,172.0,,,,4.0,,,1.0,,,,59.0,58.0,58.0,59.0,10.0,15.0,15.0,10.0,7.0,4.0,7.0,4.0,2.0,,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,,5.0,1.0,,
2009-10,284108,11,2009-10-31 15:00:00,"bet365 Stadium, Stoke",27500.0,Stoke,Wolves,2,2,2,2,D,D,2,0,0,2,0,0,0,0,2.0,2.0,10.0,11.0,4.0,4.0,5.0,3.0,1.0,4.0,,,,,,,,,1.0,2.0,7.0,10.0,3.0,7.0,29.0,28.0,76.0,91.0,269.0,351.0,150.0,234.0,43.7,56.3,,,21.0,16.0,14.0,11.0,20.0,11.0,39.0,48.0,20.0,29.0,4.0,1.0,,,,,5.0,4.0,10.0,11.0,188.0,184.0,,,2.0,2.0,,,,,,,62.0,62.0,62.0,62.0,21.0,28.0,28.0,21.0,4.0,3.0,4.0,3.0,1.0,1.0,14.0,17.0,16.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2009-10,284109,11,2009-10-31 15:00:00,"Stadium of Light, Sunderland",39033.0,Sunderland,West Ham,2,2,2,2,D,D,1,2,2,1,1,1,1,1,2.0,2.0,21.0,17.0,7.0,8.0,10.0,7.0,4.0,2.0,,,,,1.0,,,,,2.0,14.0,16.0,5.0,10.0,31.0,17.0,86.0,65.0,403.0,312.0,304.0,223.0,56.9,43.1,,,34.0,21.0,26.0,17.0,23.0,27.0,20.0,59.0,12.0,38.0,2.0,3.0,1.0,,,,5.0,12.0,16.0,20.0,173.0,167.0,,,2.0,2.0,,,,,,,80.0,56.0,56.0,80.0,17.0,17.0,17.0,17.0,7.0,3.0,7.0,3.0,2.0,2.0,13.0,17.0,17.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2009-10,284110,12,2009-11-07 15:00:00,"Villa Park, Birmingham",38101.0,Aston Villa,Bolton,5,1,1,5,W,L,2,1,1,2,0,0,0,0,5.0,1.0,22.0,14.0,12.0,6.0,8.0,5.0,2.0,3.0,,,,,1.0,1.0,,,3.0,,12.0,8.0,7.0,5.0,24.0,39.0,90.0,72.0,368.0,283.0,287.0,181.0,56.6,43.4,,,27.0,37.0,21.0,27.0,17.0,19.0,50.0,42.0,25.0,33.0,3.0,2.0,,1.0,,1.0,4.0,6.0,25.0,21.0,175.0,170.0,,,1.0,5.0,,,,,,,77.0,78.0,78.0,77.0,27.0,21.0,21.0,27.0,8.0,1.0,8.0,1.0,1.0,1.0,16.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,1.0,,,,2.0,1.0,,
2009-10,284111,12,2009-11-07 15:00:00,"Ewood Park, Blackburn",23110.0,Blackburn,Portsmouth,3,1,1,3,W,L,0,1,1,0,0,0,0,0,3.0,1.0,8.0,9.0,4.0,2.0,2.0,6.0,2.0,1.0,,,,,,,,,2.0,1.0,5.0,5.0,4.0,1.0,29.0,17.0,86.0,63.0,344.0,320.0,240.0,210.0,52.7,47.3,,,18.0,16.0,12.0,11.0,18.0,18.0,40.0,47.0,22.0,25.0,1.0,2.0,,,,,1.0,6.0,7.0,11.0,185.0,182.0,,,1.0,3.0,,,,,,,59.0,39.0,39.0,59.0,17.0,12.0,12.0,17.0,8.0,5.0,8.0,5.0,1.0,1.0,13.0,18.0,18.0,10.0,0.0,0.0,0.0,0.0,,,,,9.0,1.0,,
2009-10,284112,12,2009-11-08 16:00:00,"Stamford Bridge, London",41836.0,Chelsea,Man Utd,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,12.0,18.0,6.0,2.0,3.0,9.0,3.0,7.0,,,,,,,,,1.0,,8.0,17.0,5.0,8.0,24.0,18.0,58.0,86.0,400.0,453.0,323.0,350.0,47.4,52.6,,,12.0,17.0,11.0,14.0,25.0,11.0,35.0,26.0,18.0,9.0,7.0,3.0,,,,,5.0,8.0,8.0,6.0,144.0,154.0,,,,1.0,,,1.0,,,,43.0,50.0,50.0,43.0,8.0,15.0,15.0,8.0,,7.0,,7.0,1.0,,13.0,15.0,15.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2009-10,284113,12,2009-11-08 13:30:00,"The MKM Stadium, Hull",24516.0,Hull,Stoke,2,1,1,2,W,L,0,1,1,0,0,1,1,0,2.0,1.0,16.0,8.0,5.0,3.0,8.0,4.0,3.0,1.0,,,,,,1.0,,,1.0,1.0,12.0,6.0,5.0,4.0,32.0,25.0,89.0,76.0,379.0,294.0,273.0,185.0,56.7,43.3,,,20.0,14.0,17.0,14.0,23.0,27.0,39.0,41.0,18.0,19.0,1.0,3.0,,,,1.0,5.0,5.0,10.0,13.0,171.0,194.0,,,1.0,2.0,,,,,,,55.0,52.0,52.0,55.0,16.0,21.0,21.0,16.0,4.0,2.0,4.0,2.0,1.0,1.0,13.0,16.0,14.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2009-10,284114,12,2009-11-09 20:00:00,"Anfield, Liverpool",42560.0,Liverpool,Birmingham,2,2,2,2,D,D,1,2,2,1,0,0,0,0,2.0,2.0,35.0,5.0,7.0,2.0,18.0,3.0,10.0,,,,,,1.0,,,,1.0,2.0,24.0,4.0,10.0,2.0,34.0,10.0,85.0,64.0,654.0,187.0,560.0,104.0,77.0,23.0,,,35.0,27.0,32.0,17.0,20.0,27.0,23.0,64.0,11.0,29.0,,10.0,,,,,7.0,21.0,18.0,16.0,173.0,179.0,,,2.0,2.0,,,,,,,80.0,58.0,58.0,80.0,15.0,16.0,16.0,15.0,11.0,1.0,11.0,1.0,2.0,1.0,8.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,3.0,,
2009-10,284115,12,2009-11-07 15:00:00,"Etihad Stadium, Manchester",47205.0,Man City,Burnley,3,3,3,3,D,D,1,2,2,1,0,0,0,0,3.0,3.0,17.0,8.0,7.0,4.0,6.0,3.0,4.0,1.0,,,,,,,,,3.0,2.0,14.0,7.0,9.0,4.0,42.0,25.0,90.0,103.0,442.0,396.0,316.0,273.0,53.3,46.7,33.0,13.0,27.0,14.0,20.0,9.0,22.0,22.0,23.0,34.0,13.0,21.0,1.0,4.0,,1.0,,,4.0,7.0,8.0,19.0,183.0,178.0,1.0,4.0,3.0,3.0,,,,,,,60.0,38.0,38.0,60.0,15.0,8.0,8.0,15.0,8.0,3.0,8.0,3.0,2.0,2.0,13.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,7.0,1.0,,
2009-10,284116,12,2009-11-07 15:00:00,"White Hart Lane, London",35955.0,Spurs,Sunderland,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,15.0,18.0,3.0,7.0,4.0,8.0,8.0,3.0,,,,,,1.0,,,1.0,,10.0,12.0,7.0,6.0,21.0,28.0,62.0,86.0,380.0,361.0,298.0,266.0,50.9,49.1,,,21.0,22.0,16.0,14.0,24.0,21.0,51.0,31.0,31.0,19.0,3.0,7.0,1.0,,,,7.0,7.0,14.0,14.0,157.0,168.0,,,,2.0,,,1.0,,,,62.0,48.0,48.0,62.0,14.0,10.0,10.0,14.0,4.0,4.0,4.0,4.0,2.0,1.0,11.0,19.0,19.0,9.0,0.0,0.0,0.0,0.0,,1.0,,,7.0,5.0,,
2009-10,284117,12,2009-11-08 15:00:00,"Boleyn Ground, London",32466.0,West Ham,Everton,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,20.0,11.0,4.0,5.0,12.0,4.0,4.0,2.0,,,,,,,,,1.0,1.0,16.0,9.0,6.0,5.0,33.0,22.0,87.0,83.0,461.0,318.0,363.0,228.0,59.3,40.7,,,30.0,31.0,22.0,21.0,27.0,32.0,41.0,61.0,22.0,29.0,2.0,3.0,,,,,2.0,11.0,13.0,23.0,186.0,181.0,,,2.0,1.0,,,,,,,72.0,63.0,63.0,72.0,13.0,18.0,18.0,13.0,5.0,4.0,5.0,4.0,,2.0,13.0,19.0,18.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2009-10,284118,12,2009-11-08 15:00:00,"The Brick Community Stadium, Wigan",16172.0,Wigan,Fulham,1,1,1,1,D,D,1,1,1,1,0,0,0,0,1.0,1.0,22.0,11.0,9.0,4.0,7.0,6.0,6.0,1.0,,,,,1.0,1.0,,,1.0,,17.0,6.0,12.0,2.0,13.0,26.0,78.0,50.0,448.0,327.0,370.0,249.0,57.5,42.5,,,20.0,20.0,13.0,14.0,17.0,23.0,52.0,34.0,26.0,23.0,1.0,6.0,,,,,3.0,10.0,12.0,12.0,147.0,139.0,,,1.0,1.0,,,,,,,57.0,47.0,47.0,57.0,12.0,9.0,9.0,12.0,10.0,6.0,10.0,6.0,,2.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,5.0,,
2009-10,284119,12,2009-11-07 17:30:00,"Molineux Stadium, Wolverhampton",28937.0,Wolves,Arsenal,1,4,4,1,L,W,0,3,3,0,0,0,0,0,1.0,4.0,7.0,13.0,1.0,5.0,3.0,3.0,3.0,5.0,,,,,,,,,1.0,1.0,3.0,12.0,2.0,9.0,15.0,23.0,92.0,77.0,340.0,547.0,219.0,429.0,39.5,60.5,,,26.0,25.0,22.0,21.0,35.0,28.0,28.0,42.0,18.0,23.0,5.0,3.0,,,,,7.0,2.0,19.0,20.0,180.0,193.0,,,4.0,1.0,,,,,2.0,,57.0,56.0,56.0,57.0,14.0,15.0,15.0,14.0,4.0,4.0,4.0,4.0,1.0,,11.0,15.0,15.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,8.0,,
2009-10,284120,13,2009-11-21 15:00:00,"St. Andrew's @ Knighthead Park, Birmingham",23659.0,Birmingham,Fulham,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,3.0,14.0,2.0,2.0,1.0,7.0,,5.0,,,,,,,,,1.0,,2.0,12.0,1.0,5.0,14.0,37.0,99.0,98.0,276.0,541.0,147.0,405.0,34.0,66.0,,,16.0,16.0,11.0,13.0,27.0,10.0,39.0,35.0,20.0,19.0,5.0,,,,,,4.0,7.0,11.0,11.0,199.0,205.0,,,,1.0,,,1.0,,,,46.0,52.0,52.0,46.0,14.0,25.0,25.0,14.0,,5.0,,7.0,,,7.0,13.0,9.0,7.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,
2009-10,284121,13,2009-11-22 13:30:00,"Toughsheet Community Stadium, Bolton",21777.0,Bolton,Blackburn,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,19.0,17.0,2.0,6.0,9.0,4.0,8.0,7.0,,,,,1.0,,,,,1.0,14.0,12.0,6.0,9.0,33.0,26.0,67.0,93.0,259.0,370.0,162.0,264.0,41.5,58.5,,,33.0,21.0,22.0,13.0,22.0,13.0,46.0,62.0,19.0,41.0,9.0,7.0,,,,,7.0,5.0,11.0,18.0,195.0,194.0,,,2.0,,,,,1.0,1.0,,79.0,67.0,67.0,79.0,29.0,26.0,26.0,29.0,7.0,7.0,7.0,7.0,1.0,,15.0,13.0,12.0,13.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2009-10,284122,13,2009-11-21 15:00:00,"Turf Moor, Burnley",21178.0,Burnley,Aston Villa,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,12.0,11.0,4.0,2.0,6.0,4.0,2.0,5.0,,,,,,,,,1.0,1.0,9.0,9.0,4.0,6.0,23.0,37.0,72.0,83.0,324.0,356.0,209.0,248.0,47.4,52.6,8.0,19.0,17.0,24.0,12.0,20.0,17.0,22.0,46.0,27.0,29.0,18.0,5.0,2.0,1.0,,,,2.0,7.0,13.0,8.0,177.0,166.0,1.0,3.0,1.0,1.0,,,,,,,47.0,46.0,46.0,47.0,10.0,14.0,14.0,10.0,5.0,8.0,6.0,8.0,1.0,2.0,7.0,14.0,13.0,6.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2009-10,284123,13,2009-11-21 15:00:00,"Stamford Bridge, London",41786.0,Chelsea,Wolves,4,0,0,4,W,L,3,0,0,3,0,0,0,0,4.0,,26.0,8.0,8.0,1.0,11.0,4.0,7.0,3.0,,,,,,,,,3.0,,21.0,6.0,11.0,3.0,19.0,7.0,65.0,55.0,618.0,327.0,535.0,254.0,64.3,35.7,,,18.0,20.0,14.0,18.0,17.0,13.0,26.0,34.0,16.0,16.0,2.0,7.0,,,,2.0,6.0,9.0,13.0,13.0,139.0,131.0,,,,4.0,,,1.0,,,,48.0,39.0,39.0,48.0,7.0,8.0,8.0,7.0,5.0,6.0,5.0,6.0,1.0,,5.0,14.0,14.0,5.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2009-10,284124,13,2009-11-21 15:00:00,"The MKM Stadium, Hull",24909.0,Hull,West Ham,3,3,3,3,D,D,3,2,2,3,1,0,0,1,3.0,3.0,12.0,16.0,3.0,9.0,4.0,6.0,5.0,1.0,,,,,,,,,2.0,3.0,6.0,12.0,3.0,8.0,25.0,24.0,95.0,68.0,372.0,311.0,281.0,244.0,54.4,45.6,,,26.0,22.0,17.0,14.0,7.0,13.0,31.0,63.0,18.0,36.0,1.0,4.0,1.0,,,,3.0,2.0,12.0,22.0,147.0,141.0,,,3.0,3.0,,,,,,,57.0,48.0,48.0,57.0,10.0,14.0,14.0,10.0,5.0,3.0,5.0,3.0,2.0,,11.0,21.0,19.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,,,
2009-10,284125,13,2009-11-21 12:45:00,"Anfield, Liverpool",44164.0,Liverpool,Man City,2,2,2,2,D,D,0,0,0,0,0,0,0,0,2.0,2.0,17.0,9.0,4.0,4.0,4.0,3.0,9.0,2.0,,,,,,,,,1.0,2.0,12.0,8.0,9.0,5.0,28.0,18.0,95.0,80.0,506.0,379.0,399.0,283.0,57.4,42.6,,,22.0,17.0,19.0,12.0,21.0,23.0,22.0,35.0,15.0,14.0,2.0,9.0,1.0,,,,5.0,8.0,8.0,12.0,157.0,163.0,,,2.0,2.0,,,,,,,51.0,38.0,38.0,51.0,8.0,7.0,7.0,8.0,7.0,3.0,7.0,3.0,3.0,,10.0,13.0,13.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0,,
2009-10,284126,13,2009-11-21 17:30:00,"Old Trafford, Manchester",75169.0,Man Utd,Everton,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,18.0,12.0,5.0,5.0,7.0,6.0,6.0,1.0,,,,,1.0,,,,3.0,,16.0,10.0,10.0,4.0,28.0,20.0,93.0,72.0,674.0,354.0,583.0,273.0,65.8,34.2,,,24.0,30.0,21.0,20.0,16.0,32.0,16.0,49.0,7.0,21.0,1.0,6.0,,,,,5.0,10.0,21.0,20.0,167.0,150.0,,,,3.0,,,1.0,,,,56.0,52.0,52.0,56.0,14.0,12.0,12.0,14.0,13.0,4.0,13.0,4.0,1.0,,5.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2009-10,284127,13,2009-11-22 16:00:00,"bet365 Stadium, Stoke",27069.0,Stoke,Portsmouth,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,10.0,18.0,3.0,5.0,7.0,7.0,,6.0,,,,,,,,,1.0,,7.0,14.0,2.0,9.0,28.0,21.0,74.0,90.0,226.0,317.0,124.0,221.0,41.9,58.1,,,22.0,18.0,15.0,14.0,12.0,7.0,44.0,39.0,27.0,16.0,5.0,,,,,,3.0,10.0,8.0,16.0,175.0,173.0,,,,1.0,,,1.0,,,,60.0,48.0,48.0,60.0,14.0,11.0,11.0,14.0,4.0,4.0,4.0,4.0,,3.0,16.0,14.0,14.0,16.0,0.0,0.0,0.0,0.0,,1.0,,,2.0,2.0,,
2009-10,284128,13,2009-11-21 15:00:00,"Stadium of Light, Sunderland",44918.0,Sunderland,Arsenal,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,8.0,12.0,2.0,2.0,6.0,6.0,,4.0,,,,,,,,,1.0,,4.0,9.0,2.0,4.0,22.0,22.0,91.0,66.0,291.0,533.0,186.0,442.0,35.5,64.5,,,29.0,15.0,20.0,12.0,25.0,24.0,33.0,36.0,22.0,23.0,4.0,,,,,,8.0,7.0,10.0,20.0,170.0,169.0,,,,1.0,,,1.0,,,,58.0,39.0,39.0,58.0,12.0,6.0,6.0,12.0,2.0,6.0,2.0,6.0,,,10.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
