season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,totalDistance_h,totalDistance_a
2024-25,2444562,10,2024-11-02 15:00:00,"Portman Road, Ipswich",29874.0,Ipswich,Leicester,1,1,1,1,D,D,0,0,0,0,1,0,0,1,1.0,1.0,14.0,20.0,2.0,6.0,6.0,6.0,6.0,8.0,,,,,2.0,3.0,,1.0,2.0,3.0,,,,,1.0,1.0,10.0,14.0,4.0,10.0,21.0,24.0,58.0,54.0,320.0,432.0,245.0,346.0,42.2,57.8,26.0,40.0,16.0,21.0,7.0,11.0,9.0,4.0,22.0,18.0,22.0,18.0,7.0,7.0,9.0,6.0,,1.0,,,12.0,8.0,10.0,4.0,131.0,135.0,4.0,1.0,1.0,1.0,,,,,,,54.0,62.0,62.0,54.0,20.0,18.0,18.0,20.0,4.0,6.0,4.0,6.0,,,11.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,
2024-25,2444563,10,2024-11-02 15:00:00,"Anfield, Liverpool",60331.0,Liverpool,Brighton,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,16.0,13.0,8.0,5.0,2.0,4.0,6.0,4.0,,,,,4.0,1.0,,,4.0,1.0,,,,,2.0,1.0,13.0,10.0,10.0,7.0,38.0,21.0,57.0,45.0,443.0,469.0,367.0,407.0,48.8,51.2,31.0,24.0,28.0,18.0,19.0,13.0,10.0,9.0,13.0,27.0,13.0,27.0,8.0,6.0,4.0,6.0,,,,,8.0,8.0,10.0,11.0,125.0,124.0,4.0,6.0,1.0,2.0,,,,,,,62.0,44.0,44.0,62.0,10.0,8.0,8.0,10.0,9.0,7.0,10.0,7.0,1.0,1.0,10.0,18.0,16.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2024-25,2444564,10,2024-11-03 16:30:00,"Old Trafford, Manchester",73813.0,Man Utd,Chelsea,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,11.0,12.0,4.0,3.0,4.0,4.0,3.0,5.0,,,,,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,,,,,7.0,8.0,5.0,5.0,19.0,26.0,46.0,47.0,405.0,475.0,322.0,397.0,46.0,54.0,22.0,30.0,22.0,20.0,13.0,11.0,11.0,7.0,16.0,19.0,16.0,19.0,10.0,9.0,5.0,3.0,3.0,1.0,,,15.0,10.0,9.0,13.0,122.0,132.0,2.0,3.0,1.0,1.0,,,,,,,53.0,71.0,71.0,53.0,8.0,17.0,17.0,8.0,4.0,8.0,4.0,8.0,,1.0,19.0,14.0,13.0,19.0,0.0,0.0,0.0,0.0,1.0,,1.0,,4.0,,,
2024-25,2444565,10,2024-11-02 12:30:00,"St. James' Park, Newcastle",52249.0,Newcastle,Arsenal,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,9.0,10.0,4.0,1.0,2.0,6.0,3.0,3.0,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,7.0,9.0,5.0,4.0,23.0,41.0,42.0,58.0,289.0,502.0,200.0,433.0,36.1,63.9,17.0,31.0,23.0,17.0,15.0,10.0,6.0,6.0,26.0,18.0,26.0,18.0,5.0,13.0,4.0,3.0,,,,,3.0,6.0,14.0,13.0,130.0,128.0,,3.0,,1.0,,,1.0,,,,65.0,50.0,50.0,65.0,19.0,14.0,14.0,19.0,4.0,6.0,4.0,6.0,,,16.0,18.0,18.0,16.0,0.0,0.0,0.0,0.0,,,,,,,,
2024-25,2444566,10,2024-11-02 15:00:00,"The City Ground, Nottingham",30112.0,Nott'm Forest,West Ham,3,0,0,3,W,L,1,0,0,1,0,1,1,0,3.0,,19.0,4.0,6.0,2.0,10.0,2.0,3.0,,,,,,3.0,,1.0,,2.0,,,,,,2.0,,14.0,2.0,6.0,,34.0,22.0,47.0,52.0,446.0,392.0,378.0,308.0,53.4,46.6,32.0,9.0,18.0,13.0,12.0,11.0,6.0,11.0,21.0,30.0,21.0,30.0,6.0,6.0,1.0,3.0,,,,1.0,10.0,6.0,9.0,11.0,123.0,127.0,1.0,3.0,,3.0,,,1.0,,,,45.0,45.0,45.0,45.0,13.0,15.0,15.0,13.0,10.0,6.0,11.0,6.0,3.0,,7.0,9.0,8.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2024-25,2444567,10,2024-11-02 15:00:00,"St. Mary's Stadium, Southampton",31143.0,Southampton,Everton,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,9.0,16.0,2.0,5.0,5.0,8.0,2.0,3.0,,,,,1.0,3.0,,,1.0,3.0,,2.0,,,1.0,,9.0,9.0,4.0,5.0,20.0,28.0,58.0,52.0,589.0,305.0,540.0,247.0,65.3,34.7,22.0,27.0,14.0,21.0,8.0,8.0,7.0,8.0,22.0,17.0,22.0,17.0,3.0,4.0,3.0,2.0,2.0,,,,11.0,12.0,9.0,10.0,105.0,105.0,5.0,1.0,,1.0,,,1.0,,,,49.0,51.0,51.0,49.0,7.0,6.0,6.0,7.0,3.0,6.0,3.0,6.0,1.0,2.0,14.0,18.0,16.0,14.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2024-25,2444568,10,2024-11-03 14:00:00,"Tottenham Hotspur Stadium, London",61253.0,Spurs,Aston Villa,4,1,1,4,W,L,0,1,1,0,0,0,0,0,4.0,1.0,16.0,12.0,6.0,1.0,8.0,8.0,2.0,3.0,,,,,3.0,3.0,3.0,1.0,,3.0,,1.0,,,3.0,,10.0,11.0,5.0,3.0,34.0,19.0,52.0,31.0,397.0,386.0,354.0,324.0,51.1,48.9,22.0,15.0,17.0,19.0,7.0,11.0,16.0,11.0,17.0,21.0,17.0,21.0,10.0,7.0,3.0,2.0,,2.0,,1.0,14.0,5.0,7.0,7.0,99.0,109.0,1.0,2.0,1.0,4.0,,,,,,,47.0,58.0,58.0,47.0,12.0,11.0,11.0,12.0,6.0,4.0,6.0,4.0,1.0,3.0,14.0,14.0,13.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,
2024-25,2444569,10,2024-11-02 17:30:00,"Molineux Stadium, Wolverhampton",29505.0,Wolves,Crystal Palace,2,2,2,2,D,D,0,0,0,0,0,0,0,0,2.0,2.0,11.0,19.0,6.0,7.0,4.0,7.0,1.0,5.0,,,,,4.0,3.0,2.0,1.0,2.0,3.0,,,,,2.0,1.0,10.0,12.0,6.0,9.0,27.0,32.0,48.0,63.0,484.0,358.0,389.0,273.0,56.8,43.2,20.0,28.0,25.0,14.0,10.0,7.0,13.0,9.0,21.0,27.0,21.0,27.0,7.0,13.0,5.0,1.0,1.0,,,1.0,9.0,14.0,9.0,15.0,146.0,147.0,4.0,4.0,2.0,2.0,,,,,,,60.0,44.0,44.0,60.0,13.0,15.0,15.0,13.0,3.0,6.0,3.0,6.0,,1.0,7.0,9.0,8.0,6.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,
2024-25,2444570,11,2024-11-09 15:00:00,"Gtech Community Stadium, Brentford",16993.0,Brentford,Bournemouth,3,2,2,3,W,L,1,1,1,1,0,0,0,0,3.0,2.0,12.0,15.0,6.0,3.0,2.0,3.0,4.0,9.0,,,,,1.0,2.0,2.0,2.0,,1.0,,1.0,,,2.0,1.0,9.0,11.0,7.0,8.0,41.0,35.0,47.0,78.0,413.0,386.0,313.0,290.0,51.5,48.5,29.0,34.0,11.0,16.0,6.0,12.0,6.0,8.0,41.0,32.0,41.0,32.0,5.0,7.0,7.0,4.0,,,1.0,,6.0,4.0,11.0,7.0,159.0,147.0,1.0,3.0,2.0,3.0,,,,,,,67.0,48.0,48.0,67.0,37.0,18.0,18.0,37.0,6.0,4.0,6.0,4.0,2.0,1.0,8.0,16.0,15.0,8.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2024-25,2444571,11,2024-11-09 17:30:00,"American Express Stadium, Falmer",31715.0,Brighton,Man City,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,10.0,15.0,4.0,6.0,4.0,6.0,2.0,3.0,,,,,6.0,4.0,2.0,1.0,6.0,4.0,,1.0,,,1.0,,7.0,13.0,5.0,7.0,13.0,22.0,34.0,61.0,426.0,653.0,372.0,586.0,39.5,60.5,20.0,28.0,16.0,12.0,6.0,5.0,12.0,4.0,21.0,8.0,21.0,8.0,11.0,5.0,3.0,2.0,,,,,15.0,2.0,7.0,12.0,92.0,105.0,5.0,2.0,1.0,2.0,,,,,,,34.0,44.0,44.0,34.0,6.0,5.0,5.0,6.0,,4.0,,4.0,,1.0,12.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2024-25,2444572,11,2024-11-10 16:30:00,"Stamford Bridge, London",39780.0,Chelsea,Arsenal,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,17.0,13.0,3.0,3.0,6.0,4.0,8.0,6.0,,,,,1.0,3.0,,1.0,1.0,3.0,,,,,1.0,1.0,13.0,10.0,8.0,6.0,18.0,24.0,44.0,54.0,419.0,425.0,358.0,375.0,49.3,50.7,22.0,19.0,19.0,13.0,16.0,6.0,7.0,6.0,18.0,17.0,18.0,17.0,7.0,6.0,6.0,8.0,1.0,1.0,1.0,,8.0,7.0,8.0,16.0,95.0,103.0,2.0,2.0,1.0,1.0,,,,,,,47.0,43.0,43.0,47.0,9.0,10.0,10.0,9.0,4.0,3.0,4.0,3.0,1.0,,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,7.0,,
2024-25,2444573,11,2024-11-09 15:00:00,"Selhurst Park, London",25142.0,Crystal Palace,Fulham,0,2,2,0,L,W,0,1,1,0,1,0,0,1,,2.0,13.0,17.0,5.0,7.0,6.0,6.0,2.0,4.0,,,,,2.0,3.0,,2.0,4.0,1.0,,,,,,2.0,9.0,16.0,4.0,11.0,21.0,32.0,45.0,72.0,355.0,625.0,274.0,531.0,36.1,63.9,16.0,32.0,19.0,16.0,11.0,10.0,19.0,11.0,25.0,12.0,25.0,12.0,9.0,8.0,4.0,3.0,,2.0,1.0,,10.0,6.0,10.0,13.0,128.0,155.0,5.0,4.0,2.0,,,,,1.0,,,48.0,53.0,53.0,48.0,13.0,17.0,17.0,13.0,1.0,8.0,1.0,8.0,1.0,,10.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0,,
2024-25,2444574,11,2024-11-09 20:00:00,"Anfield, Liverpool",60292.0,Liverpool,Aston Villa,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,14.0,12.0,5.0,2.0,6.0,8.0,3.0,2.0,,,,,3.0,3.0,2.0,,2.0,5.0,,,,,1.0,,12.0,9.0,7.0,3.0,25.0,26.0,54.0,23.0,619.0,351.0,546.0,288.0,62.4,37.6,30.0,28.0,12.0,16.0,9.0,8.0,7.0,6.0,15.0,18.0,15.0,18.0,9.0,7.0,2.0,3.0,1.0,,,1.0,11.0,9.0,10.0,9.0,110.0,108.0,2.0,3.0,,2.0,,,1.0,,,,42.0,44.0,44.0,42.0,6.0,6.0,6.0,6.0,2.0,9.0,2.0,9.0,3.0,,11.0,15.0,15.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2024-25,2444575,11,2024-11-10 14:00:00,"Old Trafford, Manchester",73829.0,Man Utd,Leicester,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,0.0,13.0,6.0,3.0,5.0,4.0,1.0,6.0,,1.0157,0.6343,0.8507,0.7154,1.0,1.0,,,1.0,1.0,,,0.546889,0.52669,2.0,,12.0,5.0,8.0,4.0,24.0,19.0,46.0,50.0,491.0,466.0,418.0,388.0,51.2,48.8,17.0,11.0,33.0,22.0,24.0,14.0,7.0,7.0,18.0,18.0,18.0,18.0,6.0,8.0,,6.0,,,,,19.0,11.0,15.0,18.0,130.0,148.0,5.0,1.0,0.0,3.0,0.7154,0.8507,1.0,,0.0,1.0,61.0,68.0,68.0,61.0,12.0,19.0,19.0,12.0,1.0,5.0,1.0,5.0,2.0,2.0,9.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,2.0,,
2024-25,2444576,11,2024-11-10 14:00:00,"The City Ground, Nottingham",30145.0,Nott'm Forest,Newcastle,1,3,3,1,L,W,1,0,0,1,0,0,0,0,1.0,3.0,9.0,17.0,3.0,6.0,3.0,7.0,3.0,4.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,8.0,13.0,5.0,9.0,30.0,40.0,53.0,62.0,383.0,494.0,299.0,427.0,43.7,56.3,17.0,33.0,29.0,13.0,19.0,8.0,7.0,14.0,28.0,20.0,28.0,20.0,4.0,7.0,4.0,3.0,1.0,1.0,,,2.0,6.0,7.0,17.0,135.0,142.0,3.0,2.0,3.0,1.0,,,,,,,56.0,50.0,50.0,56.0,15.0,22.0,22.0,15.0,4.0,5.0,4.0,5.0,1.0,1.0,13.0,6.0,6.0,13.0,0.0,0.0,0.0,0.0,,,,,3.0,,,
2024-25,2444577,11,2024-11-10 14:00:00,"Tottenham Hotspur Stadium, London",61505.0,Spurs,Ipswich,1,2,2,1,L,W,0,2,2,0,0,0,0,0,1.0,2.0,17.0,8.0,5.0,3.0,9.0,2.0,3.0,3.0,,,,,1.0,2.0,,2.0,2.0,2.0,,1.0,,,1.0,1.0,13.0,5.0,6.0,3.0,46.0,17.0,63.0,44.0,550.0,278.0,462.0,188.0,66.3,33.7,36.0,23.0,13.0,17.0,6.0,9.0,13.0,11.0,13.0,34.0,13.0,34.0,8.0,14.0,3.0,3.0,1.0,1.0,1.0,,13.0,11.0,7.0,10.0,151.0,130.0,1.0,5.0,2.0,1.0,,,,,,,58.0,51.0,51.0,58.0,16.0,13.0,13.0,16.0,12.0,2.0,12.0,2.0,,,10.0,19.0,19.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,
2024-25,2444578,11,2024-11-09 15:00:00,"London Stadium, London",62463.0,West Ham,Everton,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,11.0,18.0,6.0,4.0,1.0,8.0,4.0,6.0,,,,,2.0,,,,2.0,,1.0,,,,,,9.0,13.0,8.0,8.0,22.0,40.0,62.0,78.0,447.0,450.0,349.0,341.0,49.3,50.7,19.0,26.0,13.0,20.0,6.0,8.0,4.0,8.0,33.0,16.0,33.0,16.0,15.0,7.0,5.0,4.0,1.0,1.0,,,10.0,7.0,8.0,4.0,153.0,162.0,4.0,6.0,,,,,1.0,1.0,,,47.0,58.0,58.0,47.0,18.0,18.0,18.0,18.0,7.0,6.0,7.0,6.0,,,10.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2024-25,2444579,11,2024-11-09 15:00:00,"Molineux Stadium, Wolverhampton",31403.0,Wolves,Southampton,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,8.0,9.0,4.0,,1.0,6.0,3.0,3.0,,,,,1.0,1.0,1.0,,,1.0,,,,,2.0,,5.0,5.0,5.0,2.0,8.0,38.0,30.0,63.0,278.0,673.0,213.0,606.0,28.9,71.1,19.0,19.0,14.0,16.0,9.0,7.0,7.0,5.0,27.0,6.0,27.0,6.0,12.0,6.0,3.0,3.0,2.0,2.0,,,9.0,12.0,11.0,8.0,99.0,116.0,,2.0,,2.0,,,1.0,,,,43.0,47.0,47.0,43.0,5.0,9.0,9.0,5.0,1.0,9.0,1.0,9.0,1.0,,14.0,12.0,12.0,14.0,0.0,0.0,0.0,0.0,,,,,3.0,,,
2024-25,2444580,12,2024-11-23 15:00:00,"Vitality Stadium, Bournemouth",11196.0,Bournemouth,Brighton,1,2,2,1,L,W,0,1,1,0,0,1,1,0,1.0,2.0,19.0,6.0,5.0,4.0,11.0,1.0,3.0,1.0,,,,,4.0,1.0,1.0,2.0,3.0,,1.0,,,,1.0,1.0,16.0,5.0,6.0,4.0,46.0,12.0,78.0,51.0,479.0,421.0,415.0,339.0,55.0,45.0,39.0,14.0,20.0,20.0,11.0,13.0,10.0,6.0,8.0,31.0,8.0,31.0,4.0,4.0,1.0,3.0,,,,,8.0,5.0,9.0,12.0,133.0,126.0,2.0,4.0,2.0,1.0,,,,,,,43.0,58.0,58.0,43.0,8.0,18.0,18.0,8.0,7.0,,7.0,,1.0,1.0,13.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,
2024-25,2444581,12,2024-11-23 15:00:00,"Emirates Stadium, London",60298.0,Arsenal,Nott'm Forest,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,19.0,7.0,7.0,,7.0,5.0,5.0,2.0,,,,,1.0,,,,1.0,,,,,,3.0,,18.0,5.0,12.0,1.0,41.0,18.0,54.0,29.0,587.0,295.0,536.0,240.0,66.1,33.9,48.0,14.0,15.0,16.0,13.0,10.0,4.0,10.0,14.0,24.0,14.0,24.0,5.0,4.0,1.0,6.0,,,,,4.0,8.0,6.0,9.0,100.0,98.0,,3.0,,3.0,,,1.0,,,,45.0,44.0,44.0,45.0,11.0,14.0,14.0,11.0,8.0,1.0,8.0,1.0,,2.0,10.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,
2024-25,2444582,12,2024-11-23 15:00:00,"Villa Park, Birmingham",42175.0,Aston Villa,Crystal Palace,2,2,2,2,D,D,1,2,2,1,0,0,0,0,2.0,2.0,17.0,13.0,5.0,6.0,6.0,6.0,6.0,1.0,,,,,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,,,2.0,2.0,12.0,8.0,9.0,4.0,30.0,17.0,78.0,44.0,617.0,261.0,531.0,180.0,69.9,30.1,48.0,17.0,9.0,23.0,5.0,16.0,4.0,10.0,12.0,25.0,12.0,25.0,10.0,12.0,1.0,5.0,,1.0,,,3.0,12.0,14.0,6.0,147.0,121.0,4.0,3.0,2.0,2.0,,,,,,,43.0,46.0,46.0,43.0,12.0,11.0,11.0,12.0,10.0,1.0,10.0,1.0,,,10.0,11.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,2.0,,
2024-25,2444583,12,2024-11-23 15:00:00,"Goodison Park, Liverpool",38915.0,Everton,Brentford,0,0,0,0,D,D,0,0,0,0,0,1,1,0,,,27.0,9.0,5.0,2.0,12.0,4.0,10.0,3.0,,,,,1.0,2.0,,,1.0,2.0,,,,,,,22.0,8.0,11.0,5.0,52.0,21.0,72.0,45.0,465.0,342.0,405.0,271.0,59.3,40.7,40.0,15.0,12.0,18.0,5.0,11.0,3.0,3.0,23.0,32.0,23.0,32.0,4.0,8.0,3.0,9.0,,,,,5.0,10.0,13.0,8.0,124.0,115.0,2.0,5.0,,,,,1.0,1.0,,,46.0,48.0,48.0,46.0,15.0,18.0,18.0,15.0,10.0,4.0,10.0,4.0,1.0,,8.0,10.0,9.0,7.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,
2024-25,2444584,12,2024-11-23 15:00:00,"Craven Cottage, London",26685.0,Fulham,Wolves,1,4,4,1,L,W,1,1,1,1,0,0,0,0,1.0,4.0,10.0,10.0,3.0,5.0,4.0,2.0,3.0,3.0,1.0256,1.3193,0.7437,1.4365,1.0,2.0,,2.0,1.0,,2.0,,0.93267,0.742234,1.0,4.0,8.0,9.0,4.0,7.0,38.0,19.0,60.0,45.0,545.0,392.0,463.0,325.0,59.2,40.8,23.0,23.0,23.0,17.0,15.0,10.0,11.0,8.0,10.0,36.0,10.0,36.0,12.0,9.0,3.0,3.0,1.0,,,1.0,10.0,8.0,11.0,12.0,138.0,113.0,1.0,2.0,4.0,1.0,1.4365,0.7437,,,,,50.0,47.0,47.0,50.0,6.0,7.0,7.0,6.0,7.0,2.0,7.0,2.0,1.0,,14.0,14.0,13.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2024-25,2444585,12,2024-11-24 16:30:00,"Portman Road, Ipswich",30017.0,Ipswich,Man Utd,1,1,1,1,D,D,1,1,1,1,0,0,0,0,1.0,1.0,11.0,11.0,6.0,4.0,3.0,5.0,2.0,2.0,,,,,2.0,2.0,,1.0,3.0,1.0,,,,,1.0,1.0,7.0,10.0,4.0,6.0,21.0,14.0,58.0,45.0,424.0,649.0,349.0,568.0,40.3,59.7,11.0,16.0,16.0,15.0,7.0,8.0,5.0,11.0,12.0,16.0,12.0,16.0,6.0,7.0,2.0,2.0,,,,,5.0,5.0,9.0,7.0,122.0,112.0,3.0,5.0,1.0,1.0,,,,,,,40.0,44.0,44.0,40.0,9.0,14.0,14.0,9.0,4.0,3.0,4.0,3.0,,,11.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2024-25,2444586,12,2024-11-23 12:30:00,"King Power Stadium, Leicester",31880.0,Leicester,Chelsea,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,4.0,16.0,1.0,7.0,2.0,6.0,1.0,3.0,,,,,,2.0,1.0,2.0,,2.0,,,,,,1.0,3.0,11.0,1.0,8.0,9.0,30.0,44.0,67.0,353.0,609.0,264.0,528.0,36.7,63.3,9.0,38.0,18.0,18.0,9.0,11.0,8.0,9.0,19.0,11.0,19.0,11.0,12.0,7.0,3.0,1.0,1.0,,1.0,,10.0,6.0,7.0,4.0,132.0,133.0,4.0,,2.0,1.0,,,,,,,42.0,51.0,51.0,42.0,7.0,8.0,8.0,7.0,2.0,9.0,2.0,9.0,,,15.0,12.0,11.0,15.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,1.0,,
2024-25,2444587,12,2024-11-23 17:30:00,"Etihad Stadium, Manchester",52478.0,Man City,Spurs,0,4,4,0,L,W,0,2,2,0,0,0,0,0,,4.0,23.0,9.0,5.0,7.0,11.0,2.0,7.0,,,,,,4.0,6.0,,4.0,4.0,2.0,1.0,1.0,,,,4.0,22.0,9.0,12.0,7.0,42.0,13.0,61.0,26.0,566.0,427.0,523.0,358.0,57.6,42.4,43.0,17.0,13.0,13.0,8.0,11.0,9.0,5.0,13.0,26.0,13.0,26.0,10.0,5.0,,7.0,,1.0,2.0,,8.0,9.0,8.0,5.0,99.0,105.0,3.0,5.0,4.0,,,,,1.0,,,41.0,45.0,45.0,41.0,10.0,5.0,5.0,10.0,9.0,3.0,9.0,3.0,,,19.0,9.0,9.0,19.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2024-25,2444588,12,2024-11-25 20:00:00,"St. James' Park, Newcastle",52094.0,Newcastle,West Ham,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,18.0,15.0,2.0,6.0,10.0,3.0,6.0,6.0,,,,,1.0,,,,2.0,,,,,,,2.0,12.0,8.0,5.0,5.0,51.0,21.0,72.0,48.0,509.0,475.0,433.0,390.0,52.8,47.2,40.0,17.0,21.0,26.0,13.0,20.0,7.0,10.0,20.0,34.0,20.0,34.0,5.0,8.0,5.0,6.0,,1.0,,,8.0,5.0,18.0,10.0,145.0,127.0,4.0,2.0,2.0,,,,,1.0,,,40.0,59.0,59.0,40.0,7.0,15.0,15.0,7.0,8.0,3.0,8.0,3.0,,,11.0,8.0,7.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2024-25,2444589,12,2024-11-24 14:00:00,"St. Mary's Stadium, Southampton",31278.0,Southampton,Liverpool,2,3,3,2,L,W,1,1,1,1,0,0,0,0,2.0,3.0,7.0,27.0,5.0,11.0,2.0,7.0,,9.0,,,,,1.0,3.0,2.0,2.0,1.0,5.0,,1.0,,,1.0,1.0,5.0,17.0,3.0,13.0,12.0,51.0,27.0,77.0,365.0,600.0,303.0,531.0,37.8,62.2,17.0,51.0,15.0,16.0,8.0,12.0,5.0,8.0,32.0,4.0,32.0,4.0,8.0,3.0,9.0,,3.0,,2.0,,10.0,9.0,3.0,11.0,95.0,115.0,8.0,3.0,3.0,2.0,,,,,,,37.0,39.0,39.0,37.0,4.0,3.0,3.0,4.0,3.0,10.0,3.0,10.0,2.0,2.0,11.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,,1.0,,
2024-25,2444590,13,2024-11-30 15:00:00,"Gtech Community Stadium, Brentford",17084.0,Brentford,Leicester,4,1,1,4,W,L,3,1,1,3,0,0,0,0,4.0,1.0,13.0,7.0,6.0,3.0,3.0,1.0,4.0,3.0,,,,,3.0,1.0,4.0,1.0,,,,,,,3.0,1.0,10.0,5.0,8.0,4.0,42.0,32.0,74.0,49.0,576.0,378.0,489.0,288.0,59.9,40.1,30.0,15.0,20.0,15.0,8.0,9.0,9.0,10.0,27.0,26.0,27.0,26.0,7.0,7.0,3.0,3.0,1.0,,1.0,,7.0,16.0,8.0,5.0,135.0,142.0,2.0,2.0,1.0,4.0,,,,,,,65.0,47.0,47.0,65.0,19.0,17.0,17.0,19.0,5.0,4.0,5.0,4.0,,1.0,9.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
