season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,blockedPass_h,blockedPass_a
2011-12,360562,10,2011-10-29 15:00:00,"Carrow Road, Norwich",26440,Norwich,Blackburn,3,3,3,3,D,D,0,1,1,0,0,0,0,0,3.0,3.0,14.0,11.0,6.0,4.0,7.0,4.0,1.0,3.0,3.0,2.0,,1.0,3.0,1.0,,,1.0,3.0,12.0,9.0,5.0,5.0,27.0,22.0,63.0,86.0,415.0,446.0,328.0,361.0,49.0,51.0,,,22.0,17.0,16.0,11.0,4.0,22.0,37.0,43.0,19.0,26.0,4.0,1.0,,,1.0,,12.0,7.0,11.0,6.0,166.0,171.0,,,3.0,3.0,,,,,50.0,53.0,53.0,50.0,11.0,15.0,15.0,11.0,6.0,2.0,6.0,2.0,,2.0,9.0,11.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,1.0,,
2011-12,360563,10,2011-10-31 20:00:00,"bet365 Stadium, Stoke",26564,Stoke,Newcastle,1,3,3,1,L,W,0,2,2,0,0,0,0,0,1.0,3.0,12.0,8.0,3.0,3.0,6.0,5.0,3.0,,,2.0,1.0,3.0,,,,,,2.0,8.0,3.0,2.0,2.0,33.0,16.0,96.0,72.0,343.0,265.0,249.0,157.0,56.4,43.6,,,13.0,33.0,10.0,26.0,13.0,8.0,52.0,34.0,33.0,20.0,,3.0,,,,,1.0,6.0,26.0,9.0,205.0,191.0,,,3.0,1.0,,,,,57.0,48.0,48.0,57.0,24.0,6.0,6.0,24.0,8.0,2.0,8.0,2.0,,,8.0,13.0,13.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,,
2011-12,360564,10,2011-10-29 15:00:00,"Stadium of Light, Sunderland",37062,Sunderland,Aston Villa,2,2,2,2,D,D,1,1,1,1,0,0,0,0,2.0,2.0,16.0,14.0,5.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,,,1.0,,,2.0,2.0,12.0,12.0,7.0,7.0,22.0,22.0,85.0,76.0,357.0,366.0,252.0,266.0,50.0,50.0,,,20.0,23.0,13.0,16.0,12.0,23.0,26.0,30.0,16.0,16.0,5.0,7.0,,,,,10.0,6.0,14.0,10.0,179.0,167.0,,,2.0,2.0,,,,,52.0,58.0,58.0,52.0,12.0,17.0,17.0,12.0,5.0,6.0,5.0,6.0,2.0,2.0,8.0,14.0,14.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
2011-12,360565,10,2011-10-29 15:00:00,"Liberty Stadium, Swansea",19477,Swansea,Bolton,3,1,1,3,W,L,0,0,0,0,0,1,1,0,3.0,1.0,23.0,8.0,8.0,3.0,6.0,4.0,9.0,1.0,4.0,1.0,2.0,,4.0,1.0,2.0,,2.0,,21.0,4.0,16.0,2.0,12.0,9.0,52.0,51.0,672.0,289.0,620.0,230.0,69.5,30.5,,,12.0,12.0,7.0,7.0,5.0,24.0,14.0,14.0,7.0,8.0,1.0,9.0,1.0,,,,6.0,8.0,9.0,6.0,102.0,105.0,,,1.0,3.0,,,1.0,,38.0,39.0,39.0,38.0,5.0,12.0,12.0,5.0,10.0,2.0,10.0,2.0,1.0,1.0,9.0,14.0,13.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,,6.0,1.0,,
2011-12,360566,10,2011-10-30 16:00:00,"White Hart Lane, London",36147,Spurs,QPR,3,1,1,3,W,L,2,0,0,2,0,0,0,0,3.0,1.0,25.0,14.0,10.0,3.0,9.0,6.0,6.0,5.0,5.0,1.0,2.0,1.0,4.0,,,,2.0,1.0,19.0,11.0,11.0,6.0,18.0,14.0,62.0,73.0,477.0,364.0,386.0,270.0,55.8,44.2,,,23.0,19.0,15.0,13.0,12.0,25.0,29.0,25.0,18.0,18.0,6.0,5.0,,1.0,,,4.0,5.0,16.0,15.0,151.0,162.0,,,1.0,3.0,,,,,53.0,53.0,53.0,53.0,11.0,18.0,18.0,11.0,4.0,8.0,4.0,8.0,2.0,,12.0,14.0,14.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,
2011-12,360567,10,2011-10-29 17:30:00,"The Hawthorns, West Bromwich",25522,West Brom,Liverpool,0,2,2,0,L,W,0,2,2,0,0,0,0,0,,2.0,12.0,18.0,1.0,4.0,4.0,12.0,7.0,2.0,,1.0,,2.0,,1.0,,1.0,,1.0,9.0,16.0,5.0,5.0,27.0,22.0,81.0,75.0,369.0,513.0,274.0,413.0,42.3,57.7,,,13.0,19.0,7.0,16.0,23.0,13.0,23.0,28.0,19.0,11.0,2.0,6.0,,,,,3.0,2.0,12.0,10.0,157.0,174.0,,,2.0,,,1.0,,,37.0,49.0,49.0,37.0,13.0,16.0,16.0,13.0,3.0,10.0,3.0,10.0,1.0,,12.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,,1.0,,1.0,3.0,8.0,,
2011-12,360568,10,2011-10-29 15:00:00,"DW Stadium, Wigan",15796,Wigan,Fulham,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,20.0,6.0,6.0,3.0,11.0,2.0,3.0,1.0,1.0,1.0,,1.0,1.0,,2.0,1.0,,2.0,15.0,6.0,5.0,4.0,17.0,12.0,74.0,69.0,491.0,429.0,403.0,333.0,54.1,45.9,,,13.0,19.0,11.0,13.0,9.0,14.0,11.0,32.0,4.0,18.0,1.0,3.0,,,,,6.0,9.0,8.0,8.0,158.0,148.0,,,2.0,,,1.0,,,41.0,50.0,50.0,41.0,6.0,8.0,8.0,6.0,9.0,,9.0,,1.0,,18.0,13.0,13.0,17.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2011-12,360569,11,2011-11-05 15:00:00,"Emirates Stadium, London",60091,Arsenal,West Brom,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,12.0,10.0,5.0,2.0,5.0,5.0,2.0,3.0,2.0,,2.0,,1.0,,,,2.0,,10.0,8.0,6.0,4.0,18.0,12.0,61.0,53.0,651.0,326.0,578.0,236.0,66.7,33.3,,,19.0,19.0,13.0,15.0,19.0,15.0,12.0,27.0,8.0,19.0,3.0,2.0,,,,,8.0,2.0,13.0,10.0,145.0,150.0,,,,3.0,1.0,,,,43.0,53.0,53.0,43.0,10.0,14.0,14.0,10.0,4.0,1.0,4.0,1.0,,2.0,12.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,6.0,,
2011-12,360570,11,2011-11-05 15:00:00,"Villa Park, Birmingham",35290,Aston Villa,Norwich,3,2,2,3,W,L,1,1,1,1,0,0,0,0,3.0,2.0,16.0,11.0,5.0,7.0,7.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,,,,2.0,1.0,15.0,9.0,8.0,8.0,18.0,33.0,63.0,78.0,335.0,374.0,237.0,273.0,47.2,52.8,,,20.0,16.0,15.0,9.0,14.0,15.0,38.0,26.0,25.0,14.0,3.0,4.0,,,,1.0,6.0,9.0,6.0,17.0,173.0,188.0,,,2.0,3.0,,,,,62.0,54.0,54.0,62.0,24.0,20.0,20.0,24.0,6.0,6.0,6.0,6.0,,1.0,12.0,9.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,
2011-12,360571,11,2011-11-05 15:00:00,"Ewood Park, Blackburn",21985,Blackburn,Chelsea,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,12.0,12.0,5.0,5.0,5.0,4.0,2.0,3.0,1.0,3.0,,1.0,3.0,2.0,,,,1.0,5.0,12.0,1.0,8.0,22.0,23.0,79.0,69.0,323.0,549.0,236.0,478.0,37.7,62.3,,,15.0,18.0,13.0,13.0,19.0,8.0,19.0,40.0,10.0,25.0,3.0,2.0,,,,,6.0,2.0,13.0,10.0,152.0,141.0,,,1.0,,,1.0,,,32.0,50.0,50.0,32.0,5.0,14.0,14.0,5.0,5.0,8.0,5.0,8.0,2.0,,14.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,
2011-12,360572,11,2011-11-06 15:00:00,"University of Bolton Stadium, Bolton",20028,Bolton,Stoke,5,0,0,5,W,L,2,0,0,2,0,0,0,0,5.0,,22.0,11.0,9.0,3.0,4.0,5.0,9.0,3.0,3.0,1.0,2.0,,1.0,1.0,,,4.0,,15.0,9.0,12.0,4.0,21.0,26.0,90.0,74.0,430.0,266.0,298.0,167.0,61.5,38.5,,,26.0,15.0,16.0,11.0,20.0,16.0,37.0,48.0,16.0,24.0,4.0,8.0,,,,1.0,3.0,8.0,8.0,17.0,204.0,199.0,,,,5.0,1.0,,,,65.0,53.0,53.0,65.0,21.0,25.0,25.0,21.0,12.0,5.0,12.0,4.0,4.0,1.0,11.0,12.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,,3.0,,
2011-12,360573,11,2011-11-06 16:00:00,"Craven Cottage, London",25698,Fulham,Spurs,1,3,3,1,L,W,0,2,2,0,0,0,0,0,1.0,3.0,31.0,9.0,13.0,4.0,7.0,2.0,11.0,3.0,1.0,,,,3.0,,,,,2.0,19.0,5.0,16.0,5.0,36.0,6.0,106.0,77.0,505.0,451.0,414.0,349.0,53.9,46.1,,,19.0,19.0,16.0,13.0,20.0,22.0,21.0,52.0,10.0,25.0,2.0,13.0,,,1.0,,6.0,4.0,19.0,14.0,172.0,174.0,,,3.0,1.0,,,1.0,1.0,45.0,44.0,44.0,45.0,11.0,13.0,13.0,11.0,11.0,1.0,11.0,1.0,2.0,,6.0,13.0,11.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2011-12,360574,11,2011-11-05 15:00:00,"Anfield, Liverpool",45013,Liverpool,Swansea,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,25.0,12.0,5.0,3.0,12.0,6.0,8.0,3.0,1.0,1.0,,,1.0,2.0,1.0,,,,15.0,8.0,6.0,5.0,25.0,11.0,84.0,39.0,512.0,471.0,425.0,404.0,52.3,47.7,,,13.0,19.0,9.0,14.0,13.0,25.0,8.0,45.0,3.0,32.0,3.0,8.0,1.0,,,,8.0,11.0,11.0,12.0,161.0,136.0,,,,,1.0,1.0,,,40.0,46.0,46.0,40.0,11.0,6.0,6.0,11.0,11.0,4.0,11.0,4.0,2.0,,15.0,5.0,5.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,
2011-12,360575,11,2011-11-05 15:00:00,"Old Trafford, Manchester",75570,Man Utd,Sunderland,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,13.0,9.0,6.0,1.0,4.0,6.0,3.0,2.0,,,,,1.0,,,,,,9.0,7.0,7.0,2.0,17.0,13.0,69.0,78.0,483.0,364.0,407.0,277.0,57.3,42.7,,,7.0,24.0,5.0,16.0,17.0,24.0,38.0,34.0,27.0,17.0,2.0,4.0,,,,,3.0,8.0,17.0,5.0,156.0,144.0,,,,1.0,1.0,,,1.0,40.0,43.0,43.0,40.0,11.0,11.0,11.0,11.0,6.0,2.0,6.0,2.0,,,7.0,15.0,14.0,5.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,
2011-12,360576,11,2011-11-05 12:45:00,"St. James' Park, Newcastle",50671,Newcastle,Everton,2,1,1,2,W,L,2,1,1,2,0,0,0,0,2.0,1.0,12.0,15.0,3.0,4.0,6.0,8.0,3.0,3.0,,2.0,,1.0,,1.0,1.0,1.0,,1.0,7.0,11.0,2.0,5.0,30.0,22.0,76.0,80.0,328.0,431.0,230.0,323.0,43.7,56.3,,,21.0,20.0,18.0,14.0,11.0,5.0,23.0,36.0,12.0,23.0,3.0,3.0,,,,,6.0,1.0,12.0,17.0,181.0,171.0,,,1.0,2.0,,,,1.0,53.0,57.0,57.0,53.0,15.0,20.0,20.0,15.0,5.0,3.0,5.0,3.0,,,14.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0,,,,,5.0,4.0,,
2011-12,360577,11,2011-11-05 17:30:00,"Kiyan Prince Foundation Stadium, London",18076,QPR,Man City,2,3,3,2,L,W,1,1,1,1,0,0,0,0,2.0,3.0,22.0,18.0,5.0,5.0,9.0,10.0,8.0,3.0,3.0,,2.0,,2.0,,2.0,1.0,2.0,3.0,17.0,15.0,10.0,8.0,24.0,11.0,91.0,64.0,434.0,393.0,345.0,300.0,53.1,46.9,,,16.0,14.0,14.0,11.0,6.0,12.0,31.0,39.0,20.0,19.0,3.0,7.0,,1.0,,,6.0,6.0,9.0,11.0,158.0,156.0,,,3.0,2.0,,,,,51.0,45.0,45.0,51.0,15.0,19.0,19.0,15.0,3.0,1.0,3.0,1.0,3.0,,6.0,15.0,14.0,6.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2011-12,360578,11,2011-11-06 13:30:00,"Molineux Stadium, Wolverhampton",23536,Wolves,Wigan,3,1,1,3,W,L,1,1,1,1,0,0,0,0,3.0,1.0,13.0,17.0,10.0,7.0,1.0,7.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,,1.0,,8.0,12.0,7.0,6.0,11.0,16.0,75.0,84.0,387.0,401.0,268.0,312.0,48.4,51.6,,,31.0,26.0,26.0,19.0,16.0,19.0,33.0,28.0,19.0,13.0,2.0,2.0,,,,,10.0,6.0,20.0,20.0,193.0,202.0,,,1.0,3.0,,,,,59.0,56.0,56.0,59.0,9.0,9.0,9.0,9.0,5.0,6.0,5.0,6.0,2.0,1.0,11.0,14.0,13.0,11.0,0.0,0.0,0.0,0.0,,1.0,,,3.0,7.0,,
2011-12,360579,12,2011-11-20 16:00:00,"Stamford Bridge, London",41820,Chelsea,Liverpool,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,19.0,9.0,3.0,3.0,14.0,6.0,2.0,,1.0,2.0,1.0,2.0,,,,,1.0,2.0,15.0,7.0,5.0,3.0,29.0,11.0,83.0,50.0,535.0,394.0,465.0,307.0,57.5,42.5,,,23.0,31.0,16.0,18.0,25.0,11.0,21.0,29.0,11.0,22.0,,2.0,,,1.0,,13.0,8.0,28.0,17.0,145.0,147.0,,,2.0,1.0,,,,,51.0,62.0,62.0,51.0,10.0,5.0,5.0,10.0,6.0,5.0,6.0,5.0,1.0,,13.0,12.0,10.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2011-12,360580,12,2011-11-19 15:00:00,"Goodison Park, Liverpool",33953,Everton,Wolves,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,15.0,5.0,5.0,1.0,4.0,3.0,6.0,1.0,,,2.0,1.0,1.0,,,,1.0,,12.0,1.0,8.0,,33.0,19.0,80.0,86.0,368.0,433.0,280.0,347.0,47.8,52.2,,,9.0,14.0,8.0,10.0,16.0,11.0,27.0,43.0,20.0,20.0,1.0,7.0,,,,,1.0,6.0,7.0,6.0,162.0,148.0,,,1.0,2.0,,,,,42.0,44.0,44.0,42.0,14.0,15.0,15.0,14.0,9.0,1.0,9.0,1.0,3.0,,14.0,13.0,13.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,,
2011-12,360581,12,2011-11-19 15:00:00,"Etihad Stadium, Manchester",47408,Man City,Newcastle,3,1,1,3,W,L,2,0,0,2,0,0,0,0,3.0,1.0,14.0,9.0,5.0,4.0,2.0,4.0,7.0,1.0,,1.0,2.0,1.0,,2.0,,1.0,,,7.0,5.0,5.0,2.0,16.0,10.0,63.0,54.0,605.0,320.0,525.0,245.0,64.4,35.6,,,23.0,17.0,16.0,10.0,22.0,19.0,23.0,14.0,14.0,9.0,1.0,6.0,1.0,,,1.0,7.0,10.0,12.0,14.0,138.0,143.0,,,1.0,3.0,,,,,49.0,38.0,38.0,49.0,9.0,3.0,3.0,9.0,4.0,5.0,4.0,5.0,,,12.0,8.0,7.0,11.0,0.0,0.0,0.0,0.0,2.0,,2.0,,6.0,1.0,,
2011-12,360582,12,2011-11-19 12:45:00,"Carrow Road, Norwich",26801,Norwich,Arsenal,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,9.0,20.0,2.0,11.0,4.0,5.0,3.0,4.0,1.0,5.0,1.0,2.0,1.0,4.0,,1.0,,2.0,6.0,17.0,2.0,13.0,21.0,21.0,76.0,82.0,400.0,554.0,294.0,440.0,42.6,57.4,,,24.0,22.0,16.0,14.0,21.0,17.0,30.0,11.0,18.0,7.0,5.0,2.0,1.0,,1.0,1.0,10.0,3.0,18.0,15.0,170.0,174.0,,,2.0,1.0,,,,,50.0,49.0,49.0,50.0,13.0,6.0,6.0,13.0,1.0,6.0,1.0,6.0,,,12.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2011-12,360583,12,2011-11-19 15:00:00,"bet365 Stadium, Stoke",27618,Stoke,QPR,2,3,3,2,L,W,1,2,2,1,0,0,0,0,2.0,3.0,19.0,8.0,5.0,5.0,11.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,,,1.0,2.0,3.0,13.0,8.0,6.0,7.0,23.0,25.0,60.0,71.0,194.0,287.0,124.0,194.0,42.5,57.5,,,21.0,15.0,16.0,12.0,5.0,6.0,58.0,61.0,29.0,38.0,2.0,4.0,,1.0,,,5.0,1.0,11.0,10.0,163.0,183.0,,,3.0,2.0,,,,,47.0,54.0,54.0,47.0,16.0,17.0,17.0,16.0,9.0,5.0,9.0,5.0,2.0,1.0,17.0,11.0,9.0,17.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2011-12,360584,12,2011-11-19 15:00:00,"Stadium of Light, Sunderland",37688,Sunderland,Fulham,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,13.0,15.0,3.0,4.0,5.0,5.0,5.0,6.0,,2.0,,,,2.0,2.0,,,,10.0,13.0,7.0,10.0,30.0,18.0,94.0,51.0,492.0,464.0,397.0,361.0,51.9,48.1,,,14.0,13.0,10.0,13.0,9.0,23.0,14.0,34.0,9.0,20.0,7.0,4.0,,,,,4.0,6.0,8.0,9.0,167.0,160.0,,,,,1.0,1.0,,,42.0,48.0,48.0,42.0,10.0,23.0,23.0,10.0,6.0,7.0,6.0,7.0,,,8.0,12.0,12.0,8.0,0.0,0.0,0.0,0.0,,,,,5.0,4.0,,
2011-12,360585,12,2011-11-19 17:30:00,"Liberty Stadium, Swansea",20295,Swansea,Man Utd,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,10.0,13.0,1.0,5.0,4.0,5.0,5.0,3.0,,1.0,,1.0,1.0,,,1.0,,1.0,7.0,9.0,5.0,6.0,18.0,15.0,49.0,66.0,563.0,583.0,487.0,509.0,50.0,50.0,,,19.0,30.0,14.0,18.0,24.0,26.0,17.0,27.0,10.0,16.0,3.0,5.0,,,1.0,,3.0,12.0,18.0,17.0,157.0,148.0,,,1.0,,,1.0,,,51.0,48.0,48.0,51.0,12.0,9.0,9.0,12.0,6.0,2.0,6.0,2.0,,,6.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2011-12,360586,12,2011-11-21 20:00:00,"White Hart Lane, London",35818,Spurs,Aston Villa,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,22.0,3.0,6.0,1.0,11.0,2.0,5.0,,3.0,,2.0,,2.0,,,,1.0,,15.0,3.0,5.0,1.0,16.0,21.0,86.0,61.0,618.0,251.0,549.0,171.0,70.3,29.7,,,13.0,16.0,12.0,12.0,13.0,12.0,18.0,35.0,11.0,19.0,,4.0,,,,1.0,5.0,12.0,9.0,7.0,144.0,145.0,,,,2.0,1.0,,,,49.0,45.0,45.0,49.0,19.0,20.0,20.0,19.0,11.0,3.0,11.0,3.0,,,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2011-12,360587,12,2011-11-19 15:00:00,"The Hawthorns, West Bromwich",26221,West Brom,Bolton,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,16.0,10.0,6.0,4.0,7.0,3.0,3.0,3.0,1.0,,1.0,1.0,,,,,2.0,,14.0,8.0,9.0,6.0,36.0,11.0,73.0,90.0,492.0,421.0,384.0,299.0,53.8,46.2,,,20.0,19.0,18.0,15.0,14.0,31.0,28.0,21.0,17.0,12.0,4.0,3.0,1.0,,,,11.0,6.0,14.0,12.0,185.0,186.0,,,1.0,2.0,,,,,59.0,59.0,59.0,59.0,20.0,17.0,17.0,20.0,7.0,5.0,7.0,5.0,,1.0,13.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,,,
2011-12,360588,12,2011-11-19 15:00:00,"DW Stadium, Wigan",17392,Wigan,Blackburn,3,3,3,3,D,D,2,1,1,2,0,1,1,0,3.0,3.0,26.0,9.0,6.0,3.0,13.0,5.0,7.0,1.0,1.0,1.0,,3.0,1.0,1.0,,1.0,2.0,1.0,22.0,4.0,12.0,1.0,19.0,16.0,71.0,70.0,410.0,289.0,341.0,219.0,58.5,41.5,,,22.0,18.0,18.0,11.0,3.0,5.0,14.0,34.0,9.0,15.0,1.0,7.0,,,2.0,1.0,4.0,6.0,7.0,14.0,143.0,145.0,,,3.0,3.0,,,,,47.0,38.0,38.0,47.0,5.0,2.0,2.0,5.0,7.0,3.0,7.0,3.0,2.0,2.0,14.0,15.0,14.0,14.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,,,
2011-12,360589,13,2011-11-26 17:30:00,"Emirates Stadium, London",60043,Arsenal,Fulham,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,20.0,10.0,9.0,2.0,7.0,3.0,4.0,5.0,1.0,,1.0,,,,,,1.0,,17.0,9.0,12.0,6.0,19.0,14.0,65.0,53.0,551.0,452.0,478.0,387.0,55.6,44.4,,,28.0,21.0,23.0,15.0,23.0,18.0,13.0,29.0,7.0,15.0,5.0,5.0,,,,,7.0,14.0,14.0,22.0,146.0,139.0,,,1.0,1.0,,,1.0,,57.0,45.0,45.0,57.0,8.0,8.0,8.0,8.0,13.0,4.0,13.0,4.0,1.0,1.0,10.0,9.0,7.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2011-12,360590,13,2011-11-26 15:00:00,"University of Bolton Stadium, Bolton",24058,Bolton,Everton,0,2,2,0,L,W,0,0,0,0,1,0,0,1,,2.0,8.0,19.0,3.0,9.0,,4.0,5.0,6.0,,3.0,,1.0,,2.0,,,,2.0,6.0,16.0,6.0,12.0,32.0,25.0,70.0,86.0,355.0,433.0,258.0,330.0,45.4,54.6,,,28.0,14.0,16.0,9.0,10.0,17.0,47.0,30.0,22.0,15.0,6.0,5.0,,,,,3.0,,9.0,17.0,171.0,185.0,,,2.0,,,1.0,,,52.0,43.0,43.0,52.0,14.0,16.0,16.0,14.0,2.0,4.0,2.0,4.0,1.0,1.0,11.0,12.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,
2011-12,360591,13,2011-11-26 15:00:00,"Stamford Bridge, London",41648,Chelsea,Wolves,3,0,0,3,W,L,3,0,0,3,0,0,0,0,3.0,,21.0,8.0,10.0,2.0,7.0,5.0,4.0,1.0,1.0,,1.0,,1.0,,,,3.0,,14.0,6.0,11.0,2.0,12.0,9.0,77.0,61.0,482.0,446.0,417.0,383.0,52.0,48.0,,,15.0,14.0,10.0,12.0,14.0,10.0,18.0,35.0,8.0,16.0,1.0,4.0,,,,,1.0,9.0,9.0,10.0,131.0,137.0,,,,3.0,1.0,,,,39.0,31.0,31.0,39.0,5.0,6.0,6.0,5.0,9.0,2.0,9.0,2.0,1.0,,10.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2011-12,360592,13,2011-11-27 16:00:00,"Anfield, Liverpool",45071,Liverpool,Man City,1,1,1,1,D,D,1,1,1,1,0,1,1,0,1.0,1.0,17.0,7.0,6.0,3.0,9.0,4.0,2.0,,,1.0,,,1.0,1.0,,,,1.0,12.0,6.0,5.0,3.0,28.0,13.0,64.0,71.0,502.0,489.0,407.0,416.0,51.3,48.7,,,24.0,20.0,20.0,14.0,20.0,27.0,21.0,36.0,12.0,18.0,1.0,2.0,,,,,7.0,9.0,7.0,15.0,171.0,160.0,,,1.0,1.0,,,,1.0,59.0,46.0,46.0,59.0,13.0,8.0,8.0,13.0,8.0,5.0,8.0,5.0,1.0,,11.0,15.0,13.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2011-12,360593,13,2011-11-26 15:00:00,"Old Trafford, Manchester",75594,Man Utd,Newcastle,1,1,1,1,D,D,0,0,0,0,0,1,1,0,1.0,1.0,28.0,8.0,7.0,5.0,12.0,1.0,9.0,2.0,1.0,,,1.0,1.0,,1.0,,,,21.0,4.0,10.0,3.0,27.0,18.0,58.0,82.0,425.0,286.0,345.0,190.0,59.8,40.2,,,29.0,22.0,18.0,17.0,17.0,9.0,42.0,33.0,21.0,20.0,2.0,9.0,,,,,2.0,16.0,14.0,18.0,162.0,179.0,,,1.0,1.0,,,,,65.0,42.0,42.0,65.0,5.0,6.0,6.0,5.0,11.0,3.0,11.0,3.0,4.0,,12.0,15.0,15.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,4.0,2.0,,
2011-12,360594,13,2011-11-26 15:00:00,"Carrow Road, Norwich",26781,Norwich,QPR,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,17.0,13.0,5.0,3.0,9.0,9.0,3.0,1.0,1.0,,,1.0,1.0,,,2.0,1.0,,11.0,10.0,4.0,3.0,16.0,20.0,86.0,74.0,290.0,370.0,205.0,290.0,44.1,55.9,,,16.0,13.0,9.0,8.0,2.0,6.0,44.0,37.0,20.0,20.0,1.0,4.0,,,,1.0,6.0,5.0,9.0,5.0,159.0,173.0,,,1.0,2.0,,,,,51.0,46.0,46.0,51.0,23.0,12.0,12.0,23.0,6.0,4.0,6.0,4.0,2.0,,18.0,9.0,7.0,15.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
