season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickGoal,attLgLeft,attPenTarget,penaltySave,secondYellow,attCorner,attFreekickPost,attOneOnOne,attPenMiss,contentiousDecision,attLgRight,attObxdRight,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,ptsDroppedWinningPos,ptsGainedLosingPos,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,keeperGoals,subsGoals,successfulFiftyFifty,winningGoal,totalDistance
2023-24,2367746,21.0,2024-01-13 17:30:00,4,Newcastle,Home,145.0,11.0,,3.0,3.0,1.0,,61.0,6.0,,6.0,3.0,2.0,15.0,203.0,1.0,2.0,12.0,5.0,12.0,8.0,1.0,3.0,,,,,,,11.0,,,,,1.0,15.0,12.0,10.0,2.0,,44.0,57.0,3.0,3.0,,,5.0,16.0,,3.0,3.0,3.0,,8.0,7.0,38.0,44.0,,29.0,11.0,,,23.0,7.0,7.0,2.0,,,,,107.0,2.0,,1.0,2.0,,2.0,9.0,,,2.0,,,,,,11.0,,9.0,9.0,2.0,6.0,57.0,34.0,15.0,13.0,,1.0,10.0,5.0,255.0,,,9.0,,,10.0,23.0,16.0,,,,,113.0,113.0,6.0,28.0,16.0,27.4,,1.0,0.0,,,,69.0,4.0,4.0,8.0,,3.0,2.0,,1.0,38.0,186.0,11.0,179.0,25.0,29.0,4.0,2.0,8.0,6.0,5.0,61.0,6.0,106.0,,,20.0,2.0,44.0,8.0,277.0,2.0,0.0,12.0,24.0,3.0,13.0,1.0,470.0,26.0,14.0,1.0,3.0,13.0,0.0,,,,,,,,2.0,,,,,7.0,13.0,17.0,13.0,3.0,,,,,,,,,,,,
2023-24,2367748,22.0,2024-01-30 20:15:00,4,Newcastle,Away,190.0,16.0,4.0,5.0,1.0,,,99.0,3.0,1.0,6.0,1.0,3.0,22.0,284.0,,1.0,7.0,7.0,15.0,7.0,3.0,3.0,,,,,,,7.0,,,,,,9.0,3.0,13.0,1.0,,52.0,57.0,4.0,3.0,2.0,3.0,5.0,9.0,1.0,7.0,7.0,1.0,2.0,10.0,2.0,41.0,53.0,3.0,27.0,10.0,,,47.0,12.0,14.0,,,3.0,3.0,,137.0,1.0,1.0,1.0,,1.0,,4.0,,,,2.0,,,,,10.0,1.0,10.0,10.0,2.0,6.0,83.0,51.0,27.0,8.0,,4.0,7.0,5.0,338.0,,,3.0,,,41.0,42.0,26.0,,,,,113.0,113.0,4.0,24.0,20.0,39.0,,,0.0,,,,87.0,4.0,1.0,4.0,,3.0,4.0,1.0,3.0,48.0,267.0,11.0,210.0,26.0,27.0,8.0,6.0,17.0,11.0,3.0,87.0,1.0,166.0,2.0,1.0,16.0,3.0,45.0,4.0,359.0,,0.0,14.0,19.0,2.0,7.0,1.0,539.0,29.0,9.0,5.0,7.0,9.0,0.0,,,,,,7.0,,1.0,,,,,10.0,9.0,18.0,9.0,,,,,,,,,,,,,
2023-24,2367766,23.0,2024-02-03 15:00:00,4,Newcastle,Home,160.0,18.0,1.0,4.0,3.0,,,161.0,,,11.0,3.0,4.0,24.0,317.0,1.0,1.0,24.0,16.0,10.0,8.0,,3.0,,,,,,,15.0,,,,,4.0,10.0,1.0,14.0,5.0,,65.0,56.0,3.0,1.0,3.0,1.0,7.0,15.0,,8.0,10.0,6.0,1.0,7.0,2.0,58.0,61.0,1.0,9.0,1.0,,,66.0,13.0,16.0,,,5.0,4.0,,167.0,3.0,,2.0,3.0,,1.0,,,,4.0,,,,,,1.0,,4.0,4.0,1.0,11.0,93.0,50.0,27.0,2.0,2.0,4.0,7.0,6.0,411.0,,,3.0,1.0,,44.0,62.0,45.0,1.0,1.0,1.0,,171.0,171.0,7.0,19.0,18.0,54.2,,,0.0,,,,106.0,4.0,,4.0,,3.0,6.0,,3.0,105.0,302.0,11.0,200.0,39.0,9.0,16.0,6.0,26.0,20.0,3.0,162.0,3.0,257.0,,,18.0,4.0,56.0,,431.0,1.0,0.0,19.0,26.0,4.0,26.0,2.0,645.0,32.0,18.0,9.0,8.0,16.0,0.0,,,,,,,,,,,,,13.0,10.0,24.0,10.0,2.0,1.0,,,,,,,,1.0,,,
2023-24,2367774,24.0,2024-02-10 17:30:00,4,Newcastle,Away,360.0,21.0,,4.0,4.0,,1.0,190.0,12.0,1.0,4.0,3.0,5.0,31.0,546.0,,,14.0,11.0,16.0,3.0,,,,,,,,,4.0,,,,,1.0,5.0,8.0,3.0,4.0,,110.0,50.0,1.0,,1.0,2.0,1.0,11.0,,4.0,4.0,5.0,1.0,12.0,,47.0,43.0,2.0,34.0,22.0,,,39.0,6.0,9.0,,,2.0,1.0,,179.0,2.0,,2.0,,2.0,,12.0,,,1.0,2.0,,,,1.0,22.0,,5.0,5.0,1.0,4.0,165.0,68.0,44.0,4.0,2.0,1.0,4.0,5.0,596.0,,,5.0,1.0,,70.0,54.0,19.0,,,,,127.0,127.0,4.0,24.0,18.0,62.3,,1.0,0.0,,,,170.0,1.0,,1.0,1.0,,1.0,,3.0,86.0,519.0,5.0,389.0,37.0,34.0,12.0,2.0,12.0,10.0,,116.0,2.0,247.0,2.0,1.0,19.0,5.0,60.0,,624.0,,0.0,7.0,14.0,,15.0,2.0,809.0,18.0,19.0,4.0,4.0,5.0,0.0,,,,,,2.0,,,,,,,6.0,5.0,13.0,5.0,,,,,,,,,,,,,
2023-24,2367784,25.0,2024-02-17 15:00:00,4,Newcastle,Home,201.0,22.0,,5.0,5.0,1.0,,180.0,7.0,1.0,4.0,3.0,9.0,25.0,376.0,,2.0,19.0,17.0,19.0,13.0,,1.0,,,,,,,14.0,1.0,,,,,6.0,6.0,10.0,7.0,,84.0,62.0,,,2.0,3.0,2.0,5.0,1.0,4.0,9.0,3.0,,11.0,4.0,52.0,68.0,3.0,16.0,5.0,1.0,,48.0,9.0,21.0,1.0,,4.0,2.0,,180.0,,,,,,,8.0,,,1.0,,,,,1.0,5.0,,6.0,6.0,,4.0,96.0,65.0,39.0,2.0,,9.0,4.0,5.0,443.0,,,2.0,,,46.0,48.0,32.0,,,,1.0,161.0,161.0,3.0,35.0,20.0,62.6,,1.0,0.0,,,,118.0,2.0,3.0,4.0,1.0,1.0,10.0,,4.0,99.0,349.0,13.0,240.0,40.0,16.0,24.0,3.0,17.0,14.0,1.0,134.0,2.0,255.0,,1.0,16.0,9.0,50.0,,478.0,,0.0,17.0,16.0,4.0,21.0,1.0,692.0,39.0,22.0,12.0,4.0,11.0,0.0,,,,,,2.0,,,,1.0,,,9.0,8.0,17.0,8.0,,1.0,,,,,,,,1.0,,,
2023-24,2367789,26.0,2024-02-24 20:00:00,4,Newcastle,Away,260.0,11.0,,3.0,3.0,,,113.0,5.0,2.0,5.0,3.0,8.0,24.0,370.0,,2.0,16.0,16.0,6.0,2.0,,1.0,,,,1.0,,,3.0,,,,,,16.0,3.0,3.0,,,65.0,42.0,,,,3.0,,4.0,1.0,,3.0,3.0,,6.0,3.0,34.0,38.0,3.0,21.0,10.0,1.0,,32.0,6.0,14.0,,,1.0,1.0,,149.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,1.0,10.0,,5.0,5.0,4.0,5.0,132.0,53.0,23.0,9.0,,1.0,2.0,2.0,432.0,,,5.0,,1.0,43.0,38.0,15.0,,,,,120.0,120.0,,18.0,14.0,45.2,,,0.0,,,,116.0,4.0,1.0,4.0,1.0,1.0,1.0,,5.0,56.0,347.0,3.0,301.0,29.0,21.0,12.0,,7.0,7.0,1.0,82.0,,168.0,1.0,2.0,21.0,8.0,60.0,2.0,462.0,,0.0,3.0,11.0,3.0,16.0,0.0,604.0,9.0,11.0,7.0,,5.0,0.0,,,,,,,,,,,,,5.0,5.0,18.0,5.0,,,,,,,,,,1.0,,,
2023-24,2367804,27.0,2024-03-02 15:00:00,4,Newcastle,Home,215.0,16.0,2.0,2.0,,4.0,,141.0,4.0,,7.0,1.0,2.0,23.0,354.0,,1.0,21.0,6.0,16.0,8.0,2.0,2.0,,,1.0,,,,11.0,,,,,,8.0,4.0,8.0,6.0,,70.0,57.0,3.0,2.0,3.0,2.0,3.0,14.0,,3.0,6.0,3.0,,3.0,2.0,36.0,51.0,2.0,15.0,7.0,,,60.0,8.0,11.0,2.0,,1.0,,1.0,182.0,1.0,,,1.0,,1.0,6.0,,,3.0,1.0,,,,,7.0,,5.0,5.0,,7.0,95.0,66.0,34.0,5.0,,4.0,7.0,7.0,432.0,,,3.0,,,61.0,46.0,17.0,,,,,131.0,131.0,4.0,21.0,23.0,44.2,,,0.0,,,,104.0,2.0,1.0,3.0,,2.0,4.0,,5.0,69.0,338.0,11.0,245.0,37.0,15.0,10.0,2.0,11.0,9.0,2.0,112.0,8.0,217.0,1.0,,12.0,3.0,56.0,,451.0,,0.0,14.0,19.0,3.0,22.0,0.0,628.0,21.0,16.0,5.0,3.0,8.0,0.0,,,,,,2.0,,,,,,,7.0,14.0,26.0,14.0,,,,,,,,,,1.0,,,
2023-24,2367812,28.0,2024-03-11 20:00:00,4,Newcastle,Away,230.0,25.0,1.0,7.0,6.0,,2.0,201.0,3.0,,7.0,1.0,8.0,32.0,424.0,,,36.0,7.0,11.0,4.0,3.0,,,,,,,,7.0,,,,,3.0,6.0,6.0,8.0,3.0,,93.0,56.0,,,,,3.0,10.0,1.0,4.0,15.0,5.0,,12.0,2.0,57.0,51.0,,8.0,1.0,,,51.0,7.0,12.0,1.0,,2.0,3.0,,171.0,2.0,,,2.0,,,3.0,,,2.0,,,,,,1.0,,9.0,9.0,1.0,7.0,127.0,65.0,42.0,,,4.0,5.0,3.0,492.0,,,1.0,2.0,,66.0,83.0,31.0,,,,,155.0,155.0,6.0,20.0,22.0,55.0,,,0.0,,,,121.0,3.0,2.0,4.0,,,5.0,,5.0,97.0,404.0,9.0,248.0,45.0,8.0,32.0,2.0,25.0,23.0,,143.0,2.0,289.0,,,12.0,8.0,59.0,2.0,512.0,,0.0,11.0,17.0,,37.0,1.0,734.0,29.0,11.0,11.0,4.0,12.0,0.0,,,,,,1.0,,,,,,,6.0,12.0,26.0,12.0,,,,,,,,,,1.0,,,
2023-24,2367821,29.0,2024-04-24 20:00:00,4,Newcastle,Away,225.0,11.0,1.0,3.0,2.0,2.0,,165.0,6.0,,8.0,2.0,9.0,12.0,387.0,,1.0,18.0,14.0,13.0,4.0,2.0,,,,,,,,5.0,,,,,1.0,9.0,11.0,6.0,1.0,,66.0,60.0,1.0,1.0,,2.0,3.0,10.0,,2.0,8.0,2.0,,13.0,1.0,65.0,60.0,2.0,15.0,8.0,,,43.0,15.0,10.0,,,,,,206.0,,,,,,,11.0,,,,1.0,,,,,8.0,,8.0,8.0,,9.0,118.0,56.0,26.0,7.0,,2.0,4.0,2.0,474.0,,,7.0,,,45.0,67.0,22.0,,,,,172.0,172.0,2.0,30.0,19.0,53.3,,1.0,0.0,,,,113.0,2.0,3.0,5.0,2.0,,2.0,,4.0,74.0,366.0,6.0,272.0,32.0,15.0,23.0,2.0,12.0,10.0,,114.0,10.0,243.0,1.0,,15.0,9.0,45.0,2.0,503.0,,0.0,7.0,27.0,4.0,20.0,3.0,718.0,20.0,16.0,10.0,2.0,18.0,0.0,,,,,,1.0,,1.0,,,,,8.0,13.0,27.0,13.0,,,,,,,,,,,,,
2023-24,2367834,30.0,2024-03-30 12:30:00,4,Newcastle,Home,202.0,11.0,,3.0,3.0,1.0,,226.0,4.0,,2.0,2.0,4.0,14.0,425.0,1.0,2.0,16.0,18.0,14.0,17.0,,2.0,,,,,,,22.0,2.0,1.0,,,,9.0,1.0,18.0,6.0,,50.0,55.0,4.0,3.0,3.0,1.0,8.0,13.0,,3.0,12.0,4.0,,19.0,1.0,59.0,53.0,1.0,13.0,8.0,,,62.0,9.0,7.0,2.0,,3.0,1.0,,209.0,2.0,,1.0,2.0,,,8.0,,,2.0,,,,,1.0,8.0,1.0,10.0,10.0,1.0,2.0,126.0,60.0,32.0,4.0,,6.0,13.0,9.0,497.0,,,2.0,2.0,,54.0,66.0,45.0,,,,2.0,145.0,145.0,5.0,20.0,26.0,59.9,1.0,,0.0,,,,133.0,1.0,,1.0,,2.0,7.0,1.0,5.0,146.0,411.0,19.0,228.0,19.0,13.0,10.0,2.0,19.0,17.0,2.0,185.0,2.0,309.0,,,17.0,4.0,42.0,1.0,518.0,2.0,1.0,24.0,24.0,2.0,18.0,1.0,707.0,52.0,10.0,8.0,3.0,13.0,0.0,,,,,1.0,,,1.0,,1.0,,,9.0,11.0,15.0,11.0,,3.0,,,,,,,,2.0,,,
2023-24,2367847,31.0,2024-04-02 19:30:00,4,Newcastle,Home,226.0,16.0,3.0,6.0,3.0,1.0,,183.0,5.0,1.0,9.0,1.0,5.0,18.0,403.0,1.0,,18.0,29.0,24.0,13.0,1.0,1.0,,,,,,,15.0,,,,,1.0,8.0,2.0,13.0,5.0,,77.0,59.0,3.0,3.0,1.0,2.0,8.0,4.0,,7.0,10.0,4.0,,11.0,1.0,58.0,72.0,2.0,19.0,11.0,,,45.0,9.0,14.0,1.0,,2.0,1.0,,156.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,11.0,,5.0,5.0,1.0,9.0,135.0,54.0,28.0,3.0,,4.0,11.0,6.0,472.0,,,1.0,,,64.0,58.0,37.0,1.0,1.0,1.0,,142.0,142.0,6.0,24.0,19.0,58.2,,,0.0,,,,127.0,2.0,,2.0,1.0,1.0,4.0,1.0,2.0,102.0,389.0,15.0,253.0,35.0,19.0,20.0,7.0,22.0,15.0,1.0,143.0,3.0,264.0,1.0,1.0,11.0,6.0,45.0,2.0,495.0,2.0,0.0,18.0,21.0,4.0,19.0,0.0,705.0,45.0,14.0,14.0,7.0,9.0,0.0,,,,,,2.0,,1.0,,1.0,,,9.0,7.0,18.0,7.0,2.0,,,,,,,,,,,,
2023-24,2367852,32.0,2024-04-06 15:00:00,4,Newcastle,Away,116.0,10.0,,1.0,1.0,1.0,,110.0,8.0,,10.0,1.0,2.0,12.0,225.0,1.0,1.0,12.0,10.0,9.0,9.0,1.0,,,,,,,,10.0,,,,,1.0,9.0,5.0,9.0,3.0,,25.0,49.0,1.0,2.0,,6.0,2.0,15.0,,3.0,8.0,1.0,,9.0,3.0,57.0,41.0,6.0,32.0,16.0,,1.0,40.0,13.0,9.0,,,1.0,,,131.0,,,,,,,12.0,,,1.0,5.0,,,,,16.0,,10.0,10.0,,10.0,78.0,46.0,22.0,14.0,1.0,4.0,6.0,5.0,272.0,,,4.0,,,51.0,26.0,18.0,,,,,117.0,117.0,1.0,18.0,17.0,33.4,,2.0,0.0,,,,62.0,4.0,,4.0,,,5.0,,4.0,61.0,209.0,10.0,140.0,18.0,32.0,20.0,2.0,11.0,9.0,,90.0,1.0,167.0,5.0,,14.0,3.0,39.0,2.0,296.0,2.0,0.0,12.0,14.0,3.0,13.0,2.0,510.0,24.0,13.0,9.0,3.0,6.0,0.0,,,,,,,,,,1.0,,,10.0,16.0,21.0,16.0,,,,,,,,,,,,,
2023-24,2367865,33.0,2024-04-13 12:30:00,4,Newcastle,Home,59.0,13.0,7.0,10.0,3.0,1.0,,74.0,1.0,,3.0,2.0,1.0,16.0,123.0,,3.0,10.0,7.0,14.0,6.0,6.0,2.0,,,,,,,8.0,,,1.0,,2.0,6.0,5.0,16.0,2.0,,24.0,45.0,4.0,2.0,3.0,2.0,5.0,10.0,,16.0,8.0,2.0,1.0,5.0,1.0,45.0,48.0,2.0,22.0,9.0,,,41.0,14.0,12.0,3.0,,1.0,3.0,,96.0,3.0,1.0,3.0,2.0,1.0,2.0,6.0,,,3.0,,,,,,9.0,1.0,14.0,14.0,1.0,3.0,36.0,49.0,17.0,3.0,,6.0,9.0,5.0,169.0,,,4.0,,,33.0,26.0,36.0,,,,,108.0,108.0,5.0,25.0,10.0,27.1,1.0,,0.0,,,,33.0,,2.0,2.0,,2.0,8.0,1.0,5.0,46.0,113.0,15.0,75.0,20.0,22.0,19.0,15.0,28.0,13.0,4.0,76.0,2.0,142.0,,,17.0,1.0,42.0,1.0,189.0,1.0,0.0,18.0,12.0,5.0,13.0,0.0,369.0,32.0,6.0,10.0,16.0,8.0,0.0,,,,,,8.0,,,,,,,7.0,9.0,19.0,9.0,,,,,,,,,,,,,
2023-24,2367874,34.0,2024-05-15 20:00:00,4,Newcastle,Away,184.0,28.0,6.0,13.0,7.0,,1.0,194.0,6.0,3.0,3.0,1.0,8.0,24.0,365.0,,1.0,14.0,15.0,14.0,12.0,4.0,1.0,,,,,,,14.0,,,,,3.0,14.0,3.0,16.0,5.0,,50.0,45.0,5.0,4.0,1.0,,5.0,5.0,,9.0,14.0,5.0,1.0,11.0,2.0,43.0,52.0,,26.0,10.0,,,43.0,7.0,14.0,1.0,,3.0,3.0,,141.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,1.0,10.0,2.0,4.0,4.0,1.0,3.0,137.0,51.0,36.0,9.0,,6.0,11.0,8.0,412.0,,,4.0,,,57.0,50.0,38.0,,,,,119.0,119.0,13.0,19.0,10.0,55.6,,1.0,0.0,,,,108.0,3.0,2.0,5.0,,1.0,8.0,1.0,4.0,96.0,343.0,17.0,209.0,43.0,26.0,17.0,9.0,31.0,22.0,1.0,129.0,2.0,258.0,,3.0,8.0,10.0,42.0,2.0,436.0,1.0,0.0,21.0,13.0,2.0,14.0,3.0,637.0,44.0,11.0,11.0,9.0,7.0,0.0,,,,,,4.0,,1.0,,,,,2.0,9.0,18.0,9.0,,,,,,,,,,,,,
2023-24,2367883,35.0,2024-04-27 15:00:00,4,Newcastle,Home,223.0,7.0,1.0,5.0,4.0,1.0,1.0,281.0,4.0,1.0,6.0,1.0,3.0,24.0,499.0,1.0,1.0,18.0,8.0,11.0,13.0,1.0,1.0,,,,,,,17.0,1.0,,,,1.0,13.0,2.0,14.0,6.0,,71.0,54.0,3.0,,4.0,,9.0,12.0,1.0,4.0,14.0,,,12.0,3.0,47.0,51.0,,12.0,3.0,,,65.0,9.0,10.0,2.0,,3.0,2.0,,185.0,3.0,1.0,3.0,2.0,1.0,,4.0,,,2.0,1.0,,,,,3.0,,10.0,10.0,1.0,6.0,165.0,54.0,42.0,5.0,1.0,3.0,14.0,7.0,561.0,,,5.0,2.0,,60.0,106.0,38.0,,,,1.0,124.0,124.0,7.0,15.0,26.0,59.8,,,0.0,,,,154.0,4.0,,3.0,,1.0,4.0,1.0,5.0,161.0,485.0,17.0,241.0,22.0,12.0,17.0,3.0,19.0,16.0,1.0,206.0,6.0,353.0,1.0,1.0,4.0,4.0,37.0,3.0,575.0,4.0,0.0,20.0,19.0,6.0,18.0,0.0,766.0,47.0,11.0,11.0,4.0,12.0,0.0,,,,,,1.0,,1.0,,,,,6.0,6.0,16.0,6.0,,3.0,,,,,,,,1.0,,,
2023-24,2367891,36.0,2024-05-04 15:00:00,4,Newcastle,Away,193.0,11.0,2.0,5.0,3.0,,,194.0,6.0,,7.0,2.0,6.0,19.0,382.0,3.0,,17.0,15.0,9.0,13.0,2.0,2.0,,,1.0,,,,17.0,,,,,1.0,9.0,8.0,15.0,8.0,,70.0,60.0,4.0,4.0,2.0,2.0,7.0,6.0,,11.0,7.0,6.0,,9.0,,46.0,52.0,2.0,9.0,2.0,,1.0,56.0,8.0,8.0,2.0,,3.0,,1.0,179.0,3.0,,3.0,3.0,,1.0,11.0,,,4.0,,,,,1.0,2.0,,10.0,10.0,,8.0,108.0,57.0,29.0,4.0,2.0,4.0,14.0,11.0,455.0,,,5.0,4.0,,36.0,52.0,33.0,,,,1.0,159.0,159.0,6.0,18.0,27.0,53.4,,,0.0,,,,121.0,2.0,2.0,4.0,1.0,2.0,5.0,1.0,5.0,106.0,365.0,18.0,224.0,24.0,9.0,16.0,7.0,20.0,13.0,3.0,145.0,2.0,274.0,,,9.0,8.0,41.0,,478.0,5.0,0.0,23.0,29.0,,17.0,2.0,698.0,40.0,24.0,6.0,11.0,16.0,0.0,,,1.0,,,3.0,,,,,,,1.0,12.0,19.0,12.0,,,,,,,,,,,,,
2023-24,2367903,37.0,2024-05-11 15:00:00,4,Newcastle,Home,264.0,11.0,3.0,8.0,5.0,1.0,,229.0,5.0,,4.0,1.0,8.0,13.0,485.0,1.0,,22.0,5.0,13.0,12.0,2.0,,,,,,,,15.0,,,,,,10.0,5.0,12.0,6.0,,78.0,48.0,4.0,3.0,1.0,2.0,6.0,7.0,,8.0,14.0,6.0,,15.0,1.0,42.0,49.0,2.0,11.0,5.0,,,65.0,9.0,14.0,,,1.0,1.0,,199.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,,5.0,,9.0,9.0,3.0,4.0,144.0,66.0,47.0,4.0,1.0,4.0,11.0,7.0,541.0,,,7.0,1.0,,55.0,81.0,37.0,,,,,134.0,134.0,4.0,18.0,22.0,56.2,,,0.0,,,,146.0,1.0,2.0,3.0,,,5.0,1.0,4.0,108.0,460.0,15.0,286.0,27.0,11.0,21.0,6.0,27.0,21.0,,150.0,1.0,308.0,,,10.0,8.0,36.0,3.0,567.0,3.0,0.0,18.0,8.0,,22.0,3.0,759.0,43.0,7.0,14.0,8.0,6.0,0.0,,,,,,3.0,,,,,,,1.0,6.0,20.0,6.0,,1.0,,,,,,,,,,,
2023-24,2367909,38.0,2024-05-19 16:00:00,4,Newcastle,Away,139.0,10.0,,2.0,2.0,1.0,,191.0,5.0,,3.0,3.0,4.0,15.0,328.0,1.0,1.0,21.0,9.0,4.0,5.0,,,,1.0,2.0,,,,8.0,,,,,2.0,7.0,3.0,8.0,4.0,,67.0,62.0,5.0,3.0,4.0,2.0,2.0,6.0,,,5.0,2.0,,6.0,1.0,40.0,44.0,2.0,13.0,7.0,,1.0,37.0,11.0,13.0,3.0,,5.0,1.0,2.0,141.0,3.0,,3.0,3.0,,,10.0,,,3.0,3.0,,,,,7.0,,8.0,8.0,2.0,3.0,100.0,50.0,26.0,3.0,1.0,2.0,6.0,7.0,384.0,,,1.0,2.0,,45.0,58.0,25.0,,,,,119.0,119.0,8.0,25.0,23.0,46.2,,,0.0,,,,104.0,3.0,,3.0,2.0,,3.0,,5.0,112.0,309.0,8.0,158.0,28.0,13.0,21.0,,8.0,8.0,,160.0,2.0,262.0,3.0,,15.0,4.0,43.0,1.0,412.0,3.0,0.0,12.0,14.0,3.0,22.0,4.0,577.0,29.0,11.0,13.0,,10.0,0.0,,,,,,,,,,1.0,,,4.0,8.0,21.0,8.0,,,,,,,,,,,,,
2024-25,2444474,1.0,2024-08-17 15:00:00,4,Newcastle,Home,56.0,9.0,1.0,1.0,,,,62.0,4.0,,2.0,2.0,2.0,12.0,117.0,,,8.0,9.0,7.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,13.0,6.0,3.0,,,23.0,39.0,1.0,,1.0,5.0,2.0,6.0,1.0,3.0,3.0,1.0,,8.0,2.0,43.0,40.0,5.0,34.0,17.0,,,31.0,15.0,16.0,,,2.0,5.0,,86.0,1.0,,1.0,1.0,,,10.0,,,1.0,,,,,,17.0,,4.0,4.0,2.0,2.0,32.0,44.0,17.0,12.0,1.0,,3.0,1.0,152.0,,,11.0,,,38.0,20.0,22.0,,,,,102.0,102.0,4.0,18.0,9.0,22.2,,,0.0,,,,40.0,4.0,,3.0,,,,1.0,3.0,34.0,104.0,3.0,66.0,18.0,34.0,6.0,3.0,12.0,9.0,,66.0,4.0,127.0,1.0,,12.0,2.0,39.0,1.0,181.0,,1.0,3.0,16.0,,11.0,2.0,353.0,14.0,10.0,1.0,3.0,14.0,0.0,,,,,,1.0,,,,,,,9.0,13.0,19.0,13.0,,,,,,,,,,,,,
2024-25,2444480,2.0,2024-08-25 14:00:00,4,Newcastle,Away,210.0,13.0,1.0,8.0,7.0,,1.0,191.0,7.0,4.0,5.0,6.0,8.0,24.0,393.0,,1.0,22.0,13.0,10.0,13.0,,1.0,,,,,,,8.0,,,,,1.0,11.0,5.0,12.0,2.0,,79.0,65.0,4.0,3.0,1.0,2.0,5.0,2.0,,9.0,15.0,4.0,,14.0,1.0,44.0,56.0,2.0,17.0,5.0,1.0,,58.0,8.0,19.0,1.0,,2.0,1.0,,209.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,5.0,,4.0,4.0,1.0,6.0,107.0,63.0,40.0,8.0,,4.0,10.0,5.0,462.0,,,4.0,3.0,,52.0,58.0,36.0,,,,,165.0,165.0,3.0,27.0,29.0,60.7,,3.0,0.0,,,,100.0,2.0,1.0,3.0,,1.0,4.0,1.0,5.0,91.0,367.0,14.0,248.0,31.0,17.0,13.0,6.0,26.0,20.0,1.0,130.0,9.0,273.0,1.0,4.0,21.0,9.0,55.0,,495.0,,0.0,14.0,21.0,1.0,25.0,2.0,708.0,32.0,17.0,6.0,9.0,12.0,0.0,,,,,,5.0,,,,,,,4.0,6.0,26.0,6.0,,1.0,,,,,,,,,,,
